2014 Mortality Encoding,2015 Mortality Encoding,2016 Mortality Encoding,2017 Mortality Encoding,2018 Mortality Encoding,2019 Mortality Encoding,2020 Mortality Encoding
2.1048594,3.2702858,2.7918255,3.3538506,3.0997179,3.5540557,5.3686285
-24.11842,-25.986996,-29.42677,-32.30643,-30.132515,-30.604136,-40.9012
9.669469,10.361821,11.651053,12.263003,11.816937,12.179187,16.023388
-11.276199,-12.860399,-13.913428,-14.948454,-14.489662,-14.650536,-18.629858
-0.43722722,-0.27584645,-0.4412975,-1.2336841,-1.4425507,-0.4650478,-1.1996484
-2.5115929,-2.7509997,-3.0015132,-3.0793242,-3.263817,-3.123947,-3.8619583
17.286238,19.472445,22.38653,23.657236,22.129183,22.403341,29.521217
-7.643537,-8.537839,-9.261528,-9.977497,-9.345694,-9.7091875,-12.697777
1.2934613,1.2952952,0.8831559,1.2274084,1.0776157,1.6417923,2.8182526
0.018298179,-0.72273177,-1.3326364,-1.1567507,-1.3813534,-2.0492494,-2.3736577
-10.135244,-11.207456,-12.277736,-12.3928175,-12.4726515,-13.510744,-18.308485
9.743119,10.924892,11.839671,12.620127,12.181174,12.073894,15.985309
-5.8974366,-7.1263494,-8.001957,-9.424317,-8.446441,-8.995451,-12.088467
0.25070494,0.052537266,0.24104208,0.3063795,0.30722404,-0.51637673,-1.1056988
-6.072139,-7.231532,-8.8472395,-9.348236,-8.852522,-10.248287,-12.592296
30.834711,33.83511,38.614532,42.14795,39.648773,40.795635,54.349293
16.302547,18.372837,20.693682,21.615797,21.055574,21.573408,29.522337
6.0011363,6.207256,7.58353,7.909075,7.437005,8.376086,10.760049
10.19498,11.005859,12.404445,13.487379,12.1963,12.374644,16.576351
-5.631891,-6.009696,-7.2845335,-6.754695,-6.255171,-6.440241,-8.346529
22.153131,24.046028,27.507223,28.706562,26.798376,27.310345,36.378574
-7.4822264,-8.459433,-9.898927,-11.003149,-10.118517,-10.257143,-12.679903
-2.0199285,-1.7766076,-2.162156,-3.1646175,-2.996659,-2.5213857,-3.7839305
-0.5768885,-0.83612245,-1.3016376,-1.9782214,-1.1054907,-1.9798617,-2.514278
3.4905872,3.8661134,4.1667504,4.9797645,4.328704,4.522781,6.114576
-2.2497277,-2.6832962,-2.6568303,-3.1345847,-2.7149308,-2.6800253,-4.781379
5.2454944,5.242085,6.0634384,7.4827476,6.934656,7.3046875,8.587234
33.794933,36.583767,41.88699,44.585247,42.152935,43.218742,57.123306
1.6844335,2.0180957,2.9966137,3.2979958,2.2222939,2.1072166,3.2147274
3.7665906,4.1667876,4.160516,5.208186,4.9372573,5.1742435,6.596923
-20.685415,-22.774406,-25.526415,-27.798182,-26.097265,-26.47716,-35.996185
4.589184,4.9501553,6.2329464,7.112295,6.398099,6.197894,8.072537
-11.406925,-12.218149,-13.991968,-14.898928,-14.026868,-14.090841,-18.147163
-18.141142,-20.411226,-22.940298,-24.022978,-23.067694,-23.970615,-31.779161
11.270998,12.283001,14.345392,15.148137,15.351933,14.877176,19.62957
1.2059584,1.7813144,0.8756547,1.6704249,1.2322717,0.57205105,-0.37233114
3.3905108,3.8632143,4.2211156,5.171023,4.2928114,4.789805,6.321618
-10.423894,-11.20865,-13.481487,-14.761558,-14.31485,-14.311872,-20.30036
9.552422,10.425279,12.288094,14.168608,12.891469,13.281405,15.890726
-24.079334,-26.32833,-29.953024,-32.28286,-30.704962,-30.928694,-41.11632
12.42027,13.63868,15.831421,17.491684,16.108921,17.329363,22.023878
-12.147659,-12.281849,-13.853731,-14.741485,-13.8013,-14.34182,-18.714949
-14.75237,-16.182411,-19.127163,-19.253458,-18.890686,-19.423838,-25.973925
6.9678273,7.5525084,9.126909,9.751668,8.007137,8.320849,12.32503
2.154271,2.6763732,2.4095218,2.529122,2.4905944,2.9926615,3.7490244
1.9068141,3.3143413,3.6487858,4.5831285,3.6766226,3.6154108,5.0402727
-9.421711,-10.077839,-11.884935,-11.69142,-11.435236,-10.814247,-15.7701645
5.580044,6.7005887,6.775629,6.9369335,7.0897264,7.316314,10.5042925
-14.997921,-16.595535,-18.807722,-20.105368,-19.119608,-19.595966,-26.700174
-8.84508,-9.771183,-11.102323,-11.998696,-11.477059,-10.677657,-14.958501
-1.794139,-2.091182,-2.6025379,-2.9206412,-2.5059583,-2.632233,-3.6630633
-9.549998,-10.162378,-11.890613,-13.433153,-11.730381,-12.603759,-16.85634
3.2384088,4.134258,4.10529,4.277288,4.2545724,4.4063067,6.1246204
-1.4002042,-1.6727436,-2.0679739,-2.708009,-2.5194259,-2.0703633,-2.5090094
1.6875966,1.9147561,1.9140825,2.6960852,1.9449773,1.432899,2.2408323
3.7149823,4.828813,4.638787,4.868943,4.296747,4.1003814,7.5131927
11.385555,12.685152,14.625019,16.022966,15.255622,16.052929,20.783844
-17.65122,-19.072626,-22.2195,-23.639153,-22.616362,-23.53834,-30.871494
-5.600341,-5.4492574,-6.378642,-7.0345597,-7.527144,-7.1253185,-8.716811
3.4814024,3.6179426,4.4405036,4.664776,4.070073,4.4195795,5.9977007
-6.6656556,-7.055965,-7.6359334,-7.5789323,-7.8954387,-7.6723228,-10.007373
7.4233713,8.108849,9.408968,10.310064,10.53152,10.314463,13.568843
-14.5251875,-15.7734785,-17.523369,-19.005932,-18.070715,-17.404129,-23.639004
23.914124,26.73137,30.208008,32.940838,31.360203,30.647757,42.174328
10.255353,11.606411,12.304847,13.890663,13.866924,13.514065,17.65981
1.7113414,1.4709659,1.4804146,1.5789492,2.580531,2.5664675,3.3130038
2.0665355,2.1602461,1.8115368,1.6155742,1.4916226,1.3887951,1.7108325
-1.2168418,-0.37889495,-1.3629392,-1.2645527,-0.48697105,-0.74967706,-0.6485101
-5.7263913,-6.60204,-7.80604,-7.3304,-7.2508593,-7.4230595,-10.103558
1.4471514,1.0998461,1.4006705,1.3256876,0.8658421,1.5367496,2.394364
-16.846933,-18.31539,-19.804796,-20.953928,-20.316307,-20.515997,-27.43831
8.328157,9.156128,9.789654,11.342214,10.5731325,10.109107,13.2840805
2.414086,3.4592228,4.000032,4.745006,4.081257,4.205909,5.795245
-13.156213,-15.162157,-16.842442,-18.59049,-17.941313,-17.65023,-24.05704
-3.2287302,-3.518639,-3.5469325,-3.1644073,-3.1960711,-3.2405596,-3.6923316
9.197553,10.553914,11.859469,12.810202,12.123634,11.975678,15.714183
-8.177827,-8.938774,-9.604418,-9.525459,-9.705672,-9.782483,-13.492912
-19.788034,-21.612055,-24.427498,-26.88746,-25.309313,-25.185266,-34.197357
1.9771193,2.0456855,1.6934398,2.2872934,1.3131642,1.4451895,2.2019846
-7.4545207,-7.6675873,-8.737038,-9.125109,-8.771582,-8.580852,-11.84864
14.302018,15.989626,17.64859,19.422754,18.293013,18.743824,25.585598
4.9378047,5.2073574,6.0777173,6.5536556,5.9969516,5.306455,6.935839
14.652291,15.694146,18.12858,18.700436,18.370993,18.210876,24.855322
0.061615303,0.25908804,-0.13055687,0.016804114,0.26042652,0.8085612,1.3198168
13.636837,15.048044,17.443487,19.840101,18.118988,19.126719,24.997782
3.754077,3.941887,5.2145514,4.9360585,4.6831374,5.90195,7.5886393
17.732367,18.997118,22.111172,23.344732,21.915888,22.146336,29.18672
-6.517854,-7.799182,-9.000785,-9.98342,-8.992171,-8.968859,-12.400331
-20.007803,-21.743206,-25.917276,-26.929752,-25.675386,-26.475767,-33.8649
-14.999021,-16.543371,-18.87043,-19.835255,-19.342403,-18.61759,-26.955452
2.3660896,2.3067384,2.8783967,2.6204674,2.9435854,3.4305627,4.663997
-12.071499,-14.016847,-16.620464,-17.872583,-16.622728,-16.996264,-22.638391
21.735653,24.515507,28.228983,29.802605,28.402557,29.405354,39.037834
-15.763944,-17.078484,-19.917465,-21.033306,-19.841984,-19.867655,-26.383322
-4.691222,-4.9465394,-5.433698,-5.606743,-5.8306923,-6.0461335,-7.840804
-5.426184,-6.5080132,-7.1299057,-8.164848,-8.323418,-7.9355626,-10.460016
-6.4834604,-7.6730013,-8.612979,-8.470275,-8.721113,-8.28242,-9.859097
-9.648173,-11.306958,-12.680581,-13.694197,-12.54884,-12.418211,-16.137562
22.53615,24.569235,28.44432,29.07426,27.695423,28.038988,36.71422
-25.439087,-28.015053,-32.13094,-34.884933,-32.171467,-32.885098,-44.859848
-1.2786355,-1.5524173,-1.1649,-1.5308762,-1.5311174,-1.2817551,-2.147035
-0.33618018,-0.06928064,-0.5916022,-0.81912184,-0.8947815,-0.97067565,-2.706712
-1.615288,-1.4058576,-2.3109639,-2.4931748,-1.7953556,-2.3902934,-3.7027035
-21.799994,-24.19172,-27.397642,-29.329947,-26.926523,-27.387362,-37.64852
1.1843609,1.0782117,0.9012838,0.6881686,0.47685704,0.38620076,0.30014166
-4.732694,-4.743613,-5.345544,-6.379457,-5.9790154,-5.919299,-7.2175546
-25.11318,-27.043161,-31.236233,-33.895695,-30.581516,-31.721895,-43.028687
-5.2869925,-5.310462,-5.4132733,-5.8550525,-6.3614225,-7.128934,-7.78197
-6.0336614,-6.363187,-6.7205305,-7.4702406,-7.322338,-6.685465,-8.663506
14.029247,14.870356,17.931078,18.392323,17.01559,17.95735,24.334276
11.992288,12.743038,15.405045,16.396889,15.421881,15.894678,20.6567
1.4108397,1.5198032,2.8580174,2.8301039,2.5237584,2.7660584,3.4484634
-34.52094,-37.625904,-43.464542,-46.87695,-44.21516,-44.822742,-59.93032
2.3066266,2.7700908,4.282212,4.547787,4.1725736,4.469338,5.0514245
31.496561,34.374752,37.487934,41.50273,39.49275,40.27108,53.085155
-2.9440348,-3.1789858,-4.2088675,-4.300511,-4.2494273,-3.8135235,-4.20114
-9.857677,-10.773683,-12.5221615,-13.047024,-12.166821,-12.456266,-17.1977
-5.0943527,-4.8602676,-6.317726,-5.9633265,-6.007964,-5.5125055,-8.269302
28.056173,31.237314,34.240955,37.25312,35.43337,35.92925,47.985012
-0.967208,-1.18497,-1.503421,-2.2123523,-1.9449648,-1.8529207,-2.956915
6.206316,7.02547,8.063689,8.478044,7.8308334,8.26588,11.583436
3.9719944,4.0324917,3.6217837,3.9355638,3.165529,2.8565671,5.2211127
4.3399634,4.39783,4.592066,5.0157905,4.0035315,4.971206,5.616191
1.5890715,1.4662933,1.7622614,2.7031193,2.3424442,3.021665,3.4395852
2.8617055,2.8798337,3.363502,3.5413575,3.2749598,3.7037628,4.860554
10.62018,11.636541,13.061969,13.646555,12.868179,12.75152,16.596123
-25.451454,-28.779339,-32.526825,-34.82759,-33.00071,-33.47663,-45.67225
-12.702034,-13.84095,-15.95091,-17.969414,-15.79192,-17.02237,-22.049332
-7.145213,-8.245927,-9.537452,-9.813293,-8.459992,-8.929643,-11.7944355
14.680611,16.424034,18.793678,20.589045,19.892702,19.421228,26.01339
3.9644368,5.035707,5.248616,6.3517203,5.1126046,4.742857,5.5528173
-9.006999,-9.111841,-11.963397,-12.631613,-11.582056,-12.389658,-18.31866
6.147531,6.9910593,8.518431,9.955,9.139647,9.364735,11.360368
16.386799,18.126013,20.456917,22.31167,21.866287,22.013565,30.325283
-0.332752,-0.027382366,-0.043977015,-0.10654377,1.1400222,0.89873147,0.45180106
-6.4249105,-6.497616,-8.514451,-9.477188,-8.5835905,-8.954947,-11.667652
7.830529,8.732353,10.404296,11.923804,10.494353,10.954215,14.636048
-21.132542,-22.583872,-25.94789,-28.20829,-26.93113,-27.429909,-36.302536
-3.5279043,-4.0981846,-5.039349,-5.415164,-4.3893776,-4.067263,-6.0248766
1.9210752,1.1898859,0.9641667,1.592632,1.4804242,1.4282906,1.7808397
-1.3173723,-1.1461065,-1.3311138,-1.8122873,-1.5321851,-1.8872933,-2.233828
20.193777,22.058256,24.86657,26.609543,24.885891,25.245697,34.402267
-2.4020061,-2.7014065,-3.450035,-4.3588905,-3.911693,-3.8774028,-4.427081
-2.780919,-3.3331692,-2.62096,-3.793139,-3.9883163,-3.9796033,-5.800395
22.759884,25.18797,28.275005,30.49393,28.505453,28.667234,38.553143
-8.565001,-9.092817,-10.40748,-11.086821,-10.784179,-11.451065,-14.643727
-15.004789,-16.732931,-19.330696,-21.254581,-20.055891,-20.64033,-27.158354
11.347616,11.920696,13.440115,14.220228,13.550905,13.667653,18.718708
-11.04053,-12.136539,-14.089567,-15.4607315,-14.479348,-14.678526,-19.342884
-13.873632,-15.970224,-17.003542,-19.091064,-18.111807,-18.28162,-23.600046
-3.3961692,-4.340182,-4.396312,-5.122287,-4.60419,-5.045585,-6.1967053
12.424848,13.395625,14.80969,16.357199,15.310697,14.97772,21.10037
-16.24242,-18.457834,-20.622105,-21.743534,-21.284622,-20.78436,-28.095371
-3.631495,-4.166944,-3.7839606,-4.279922,-3.9507957,-3.5564382,-5.0564494
-12.494084,-14.260499,-14.895106,-16.615011,-15.713479,-16.053942,-21.499546
-0.80147856,-0.5920808,-1.2987367,-1.4841312,-1.2487224,-1.430945,-1.3930134
-17.559437,-19.302862,-22.718527,-24.695532,-22.818674,-22.823748,-30.848248
-5.910436,-6.6762295,-7.19265,-8.4684105,-7.297232,-7.7786355,-10.952046
-13.978966,-15.224184,-17.958252,-19.376541,-18.32204,-18.760271,-24.333036
4.354043,4.716653,5.067197,5.400238,4.8054013,5.0392623,7.4676504
-17.630259,-19.233305,-21.66424,-22.873884,-21.97909,-21.784248,-30.356062
-9.198162,-10.235297,-12.505734,-12.790608,-11.73224,-11.911705,-16.714298
-8.842238,-9.813576,-11.1973715,-12.428266,-11.937245,-11.370849,-15.268559
6.4799004,6.5121264,7.4031363,8.343284,7.632629,7.7399073,9.788129
2.9894886,2.8579724,3.4549918,3.479165,3.829663,4.3965197,4.7059927
13.939124,15.176466,18.267927,18.417011,17.949265,18.696445,23.383825
-2.0664885,-2.0810287,-2.973881,-2.915553,-3.2255402,-2.9149635,-3.6190026
14.377718,16.347971,18.894817,20.277515,19.465796,18.832687,26.161535
-20.564587,-21.645515,-24.765648,-26.47461,-25.758728,-25.24565,-33.663006
21.606384,24.321186,28.852886,31.522955,28.88928,28.98863,38.251724
-11.385333,-12.731942,-14.575805,-15.749786,-14.8371935,-15.239053,-18.96648
-15.349299,-16.260353,-18.557222,-19.68208,-18.332933,-18.127865,-24.342878
2.3067582,2.9268603,2.3833623,3.02708,2.7573705,2.7548566,5.203103
8.643149,9.160371,9.941512,10.155471,10.261718,10.714347,14.003844
-5.4370546,-6.1605773,-6.2779717,-7.089204,-6.3490534,-6.8212595,-9.878352
6.6761203,7.443628,6.9446797,7.086046,7.8819966,7.304301,9.1025915
1.8002582,2.0469918,2.3406806,3.5060916,3.5919423,3.4241529,3.1932464
18.975622,21.427746,23.874582,25.19709,23.700283,24.37413,32.782932
-7.1893916,-7.522242,-8.182868,-9.498865,-8.061937,-8.736346,-12.886609
-15.017564,-17.014606,-19.38211,-21.305803,-19.64471,-20.071726,-26.104408
-8.827127,-9.501575,-10.019098,-11.721689,-11.931566,-12.223201,-16.787733
-34.23114,-37.575478,-42.559227,-45.51275,-42.468006,-43.12446,-57.343197
7.7419033,8.080474,10.414385,10.4122095,9.626797,9.830279,13.927606
-2.7849245,-3.1501555,-3.5246816,-3.423366,-3.6710448,-3.7107143,-5.0257792
-6.899779,-7.8598633,-9.862916,-9.8015175,-9.784127,-9.729104,-12.504177
-19.721272,-21.251144,-24.1213,-26.42644,-24.94728,-25.18239,-33.432884
-6.2009654,-7.095785,-8.200633,-7.4489174,-7.2741637,-7.37152,-9.881539
-8.292008,-8.709634,-9.194397,-9.315789,-9.388648,-9.593297,-14.017699
-15.489412,-17.540178,-19.78043,-21.884228,-20.494366,-21.32173,-28.036343
-0.44019705,-0.9198678,-2.0956678,-2.2248917,-2.1378345,-1.9909266,-2.940468
7.2904396,8.205346,9.418995,10.507347,9.503158,10.47741,12.857757
9.492091,10.687471,11.314413,12.525845,12.138109,12.201896,16.017015
5.3230495,6.2083306,6.6206646,7.173648,7.217664,7.380519,9.459133
0.32382694,0.53029865,0.21775857,-0.40117714,-0.74592525,-0.8013074,0.12725356
2.3447714,3.0245566,3.4513156,1.8808105,2.516115,2.7220933,3.5245335
-15.410261,-16.890913,-18.790928,-20.186956,-19.254517,-19.991953,-27.58435
8.113732,8.921693,9.786683,11.20472,10.388802,10.468717,14.030588
-9.032962,-9.60244,-11.461722,-12.589755,-12.259817,-11.941084,-14.361149
2.6379893,2.7124465,3.2219477,4.1514163,3.887009,4.3832073,5.8507
10.167404,11.014974,12.659402,14.249487,12.631673,13.120565,18.29994
-1.125804,-0.82677895,-1.7400987,-1.902401,-0.99302036,-1.5268519,-1.4989989
-10.083201,-10.273646,-11.329709,-12.512782,-11.962891,-11.501678,-15.530599
10.745811,12.035294,13.47554,14.35735,13.390956,13.435839,18.057207
5.854315,5.8438377,7.1500216,7.6251297,7.0815253,7.188178,9.527657
1.1461012,1.1803998,0.75589585,1.219719,1.2279688,1.2977756,1.257759
5.164016,5.117205,6.7499104,7.224478,7.018994,6.564064,8.512348
8.310495,8.984549,10.162848,12.059797,11.42921,11.647344,14.548512
-12.889482,-14.728711,-16.474924,-17.167673,-16.542248,-17.721321,-23.492819
15.790358,17.52248,19.535091,21.225576,19.86534,20.524216,28.24824
-1.7102633,-2.6709805,-2.0179374,-1.6240871,-2.0780995,-1.5026314,-2.901504
0.35350853,-0.70923704,0.24680215,-0.12802833,-0.37384468,-0.44705302,-0.71760494
-0.55617017,-0.7306202,0.18259554,-0.38901064,-0.6570973,-1.0780523,-1.1053874
-3.091226,-3.1750727,-4.4286733,-4.1037464,-4.756349,-3.775598,-6.264487
-11.662304,-12.367198,-14.039259,-15.654781,-14.147568,-14.377064,-19.866713
1.4570462,0.60965455,0.43072474,0.20121013,0.10034954,-0.1590041,0.56498516
-14.339429,-16.214314,-17.684208,-19.475069,-18.495188,-19.366179,-26.434263
-4.09178,-5.555635,-5.8770366,-6.80777,-6.039653,-6.240844,-8.314322
-5.4631534,-6.929547,-6.5627923,-6.563319,-6.3177395,-6.85307,-9.303364
22.435593,24.333158,28.280802,29.708975,27.229485,27.330687,37.25253
-8.019543,-9.029964,-10.242379,-10.985736,-10.561739,-10.1398945,-14.000291
0.6185379,0.39628848,1.9258364,1.8767298,1.6477195,2.1778362,2.4359567
0.55306745,0.9848981,0.3292522,0.36640784,-0.17839935,0.9518676,2.0339122
-12.81137,-13.837799,-15.503446,-17.141027,-16.227411,-15.960427,-21.037273
-5.798395,-6.521189,-6.901518,-7.314733,-7.3625546,-6.932569,-10.277134
-16.319122,-18.003794,-20.269775,-22.1065,-21.504501,-21.36322,-28.765215
-20.258581,-22.711933,-25.926018,-28.199373,-26.529285,-27.746021,-36.24861
4.478871,3.713471,4.5955954,5.081576,5.3992047,4.987653,6.916226
-0.7862136,-1.3775988,-1.623111,-1.9058092,-1.7546713,-1.1131759,-2.313542
-4.7802577,-4.737013,-7.1120863,-7.4285226,-6.75085,-6.654042,-8.9814825
-1.7937425,-1.7981976,-1.868204,-2.8931177,-2.269125,-2.2258222,-2.8241467
-0.16711178,-0.40426865,-0.72250664,-1.2579857,-0.709761,-1.9692835,-1.6678184
4.998397,5.103386,5.4194117,5.6741524,5.3808684,5.1391807,7.5137954
-4.791834,-5.6028743,-5.9227967,-6.841035,-6.651299,-7.0762415,-8.57999
-13.044413,-15.073492,-17.658232,-19.627703,-17.240398,-17.35149,-24.474833
-12.36184,-13.967592,-15.84496,-18.045858,-16.77143,-16.495844,-21.797003
-2.6860235,-3.2032669,-2.0980036,-2.7613323,-2.5191522,-2.621609,-4.12588
9.718046,11.063841,12.478208,14.628053,12.349555,13.762679,17.443682
-5.425826,-5.4218855,-6.425226,-6.9072237,-6.4270544,-6.8986187,-7.999688
8.879327,9.689593,10.832422,11.839841,11.746797,11.09897,14.332408
-9.885693,-11.717688,-12.696422,-13.7601,-13.102324,-13.008324,-17.101969
19.30724,20.405119,24.280684,26.744038,24.66657,24.972935,33.870895
17.461597,19.331379,22.31318,24.619104,23.318695,22.945044,29.974623
-4.03358,-3.664287,-4.575162,-4.88303,-4.2304306,-4.6611986,-6.0067854
7.2708607,7.6231894,9.693789,9.935961,8.617496,8.878272,11.261634
-16.98789,-18.820826,-20.675848,-22.670736,-20.547052,-21.533346,-29.865
3.7837012,4.3051023,5.4134374,6.465619,5.929942,6.0178475,8.391207
23.466639,25.495207,28.945166,30.514559,29.304583,29.43445,39.88899
-29.466028,-32.1664,-37.127857,-39.876427,-37.32439,-37.76871,-49.672337
10.3854,11.483947,13.107757,14.302364,13.547274,14.310103,17.044954
21.385168,23.396696,27.266928,28.862339,27.697472,28.432692,38.381676
-5.54848,-6.2071466,-6.4433475,-6.811854,-6.727673,-7.7092957,-9.6428
2.3086658,2.8061242,3.1221213,3.6058943,3.6906934,4.004593,4.1687098
9.174337,9.606996,11.502846,12.345778,11.925346,12.193094,16.627329
8.037531,8.37233,9.578616,10.440422,9.820599,9.945448,12.897996
-3.6930776,-4.674413,-3.9878192,-4.6244936,-3.9688826,-4.7913327,-6.3523993
1.4871879,1.33917,2.411745,3.1831985,2.3634443,2.4976602,3.5906134
13.812465,15.462297,17.342655,18.430704,17.40985,17.684866,24.213087
-3.6359968,-3.5855486,-4.3949876,-4.7389283,-4.426246,-4.933228,-5.3782234
-15.196423,-16.547377,-18.705843,-19.6451,-19.836441,-20.123596,-26.121906
-13.173659,-14.30648,-16.837132,-18.283958,-16.95296,-17.248844,-23.784088
0.26276204,0.6439895,0.7327184,0.90711385,0.8246339,-0.2540628,-0.563914
-11.363049,-12.551126,-14.421061,-15.784595,-15.009646,-14.605889,-18.959806
-13.964206,-15.239099,-17.92143,-19.583374,-18.110159,-19.256563,-25.245527
-2.5695746,-2.8171356,-4.8032327,-4.2487106,-4.1194744,-3.6156323,-5.4259396
7.86064,8.751378,10.228173,10.740337,10.465243,10.463324,14.991577
7.6011467,8.089588,10.022029,11.562161,10.055903,10.536455,14.274309
-22.503168,-25.17728,-28.12377,-30.69312,-29.033669,-29.422518,-39.934444
-16.81614,-18.77005,-21.451212,-23.161987,-21.974167,-23.150684,-30.296513
6.5093737,6.8756595,8.751817,8.984116,7.8676543,7.7821736,10.651934
9.468289,11.374833,12.6747265,14.236847,13.395797,13.621307,18.051529
0.34209028,0.23589101,1.3224608,-0.2767032,-0.10712085,0.40567222,0.13594499
10.057034,10.903537,12.47922,14.093025,13.472808,13.191317,18.19353
9.398393,10.75772,10.729239,12.066412,12.511214,12.2450905,15.035057
-14.541302,-16.379456,-18.140198,-19.80688,-18.493347,-18.91089,-24.706783
15.144114,17.52968,19.79616,21.170992,20.23432,20.317152,27.131027
-7.375646,-8.311325,-10.100692,-10.820607,-10.085271,-9.993234,-14.089004
8.427927,9.700624,10.754392,11.782039,10.693681,10.825591,15.352208
-16.151876,-18.573202,-21.356745,-21.709538,-20.65996,-21.28071,-28.417625
9.098972,10.290628,10.789515,13.092024,12.010112,12.25709,15.901691
-12.905559,-14.702097,-16.797678,-17.212502,-17.338608,-17.335035,-22.889301
15.7220125,16.93562,18.813986,19.57927,19.248676,19.609253,26.082342
-13.816049,-15.484841,-17.129002,-19.379726,-18.478508,-18.709145,-25.040297
14.426235,16.371195,18.21056,19.622766,18.433228,18.61919,25.646269
-7.6115355,-8.415073,-9.455151,-9.671863,-9.457867,-9.2581415,-12.381465
1.5821049,1.9114065,1.909594,2.7964954,1.9660108,2.3229268,3.4265785
-0.2748175,-0.4640365,-0.15047888,-1.1297426,-1.5519266,-1.4501429,-1.7802124
19.484652,21.020159,24.313057,26.031422,24.217464,24.703743,33.651596
18.014753,19.664982,23.307194,23.929857,22.566416,23.408937,32.172626
-3.122591,-2.9116318,-3.2288446,-4.1618342,-3.36255,-3.5141122,-6.514434
-0.9900737,-1.5789633,-1.7705009,-0.9647548,-0.99534535,-1.6794865,-1.8153803
-14.000828,-15.886329,-17.823315,-19.194664,-19.06961,-19.226957,-25.156351
-2.7943714,-3.2284715,-4.646104,-5.3708873,-4.7316966,-5.0983844,-6.3662267
-12.641968,-14.003304,-16.509119,-17.409842,-16.644783,-16.773634,-22.294271
15.189377,16.150772,19.416115,21.616547,19.606815,20.34465,26.117857
14.465281,15.326815,17.370054,19.333412,17.982979,18.046309,24.319551
6.8148246,7.178588,7.8762074,9.13375,8.561786,8.228114,11.528316
4.9300966,6.025373,6.3306932,7.053056,7.019618,6.880209,8.922475
0.4069603,0.44647866,0.39707643,0.19550686,0.46691114,0.49810153,-0.2662093
-4.1066136,-4.7677927,-5.507014,-6.290307,-6.005294,-6.7531567,-8.310797
-10.889461,-11.973041,-13.696273,-14.181565,-14.699979,-14.826571,-20.258183
-11.407242,-12.293059,-14.406545,-14.485942,-13.806469,-14.563881,-19.28418
-0.006547033,0.80735654,0.45474774,1.1520098,-0.022051632,0.14412895,1.2962143
0.3380072,1.0086775,1.401865,1.3458363,1.707727,0.94164866,1.9522681
2.6758127,3.2700953,4.376031,4.537878,4.6012783,4.8334646,6.6442084
14.108324,15.872144,18.221836,19.945086,18.626404,19.36856,24.766998
0.6148836,0.772783,0.875364,0.7011067,1.1735103,1.2399595,1.2832258
22.75662,25.351978,29.69522,31.712225,29.18463,29.866451,41.01574
-8.153395,-9.114056,-10.502095,-11.36065,-11.7003765,-11.324446,-15.571346
-11.390823,-12.567532,-13.837502,-15.456844,-14.4888,-14.361578,-20.001495
-3.2872653,-3.0305877,-4.1133175,-4.3980856,-4.1857963,-4.0596013,-4.6035304
-1.7773017,-1.0784224,-1.0879315,-1.1898469,-0.88539773,-1.2758664,-0.8953245
8.341879,9.151068,9.679752,10.12655,10.511987,10.97486,14.710001
8.248453,9.735265,10.44141,10.787686,10.240406,10.251755,13.137237
-11.305009,-12.846055,-14.883816,-16.082476,-15.424219,-15.484805,-20.769842
-0.55321807,-1.0479401,-1.2784191,-1.4248859,-1.1389232,-1.7936833,-1.949511
-1.3179908,-2.2909853,-2.330131,-2.923777,-2.5006306,-2.8069062,-3.1201882
3.7098162,4.438578,5.1544814,6.0369606,5.1503067,5.9271955,6.8765273
5.145884,5.1696286,6.1449842,6.742204,6.487083,6.973263,8.362041
-20.215414,-22.251465,-25.273918,-28.08423,-27.399021,-27.26843,-37.343887
15.453824,17.32863,19.91801,21.57358,19.170252,19.565634,26.856153
0.9141958,0.774439,0.9418578,1.1466775,1.4154376,1.1501757,1.5698179
14.633478,15.325529,17.874321,18.949131,18.53034,19.007103,25.406944
13.471471,14.603113,16.586048,17.45597,17.077127,17.062283,21.664936
-7.9316845,-8.280312,-10.172321,-11.322635,-9.53404,-10.2845745,-13.345891
-16.635157,-17.815342,-20.332882,-20.675055,-19.95001,-19.612858,-27.053204
-6.432341,-6.8549585,-8.036137,-7.965854,-7.1377745,-7.395108,-10.243464
-2.5516555,-2.4670174,-3.6389947,-3.759678,-3.351794,-3.0120094,-4.583923
-9.372417,-10.273927,-11.66452,-12.752686,-12.717537,-12.741804,-17.821526
-3.5077608,-3.9880307,-4.717414,-4.907262,-4.7835464,-4.9837694,-6.652496
7.0516186,7.2398214,8.663331,9.501824,8.72505,8.817926,11.328673
-4.2491503,-4.3535604,-5.107729,-4.948376,-5.1581345,-5.2344193,-6.2409763
-5.830248,-6.2828293,-7.567612,-7.4148173,-7.5804453,-8.323422,-9.723833
23.349104,25.860624,28.65026,30.48774,29.376417,29.719763,39.83961
9.817666,10.366119,12.156981,12.117698,12.528937,12.963723,16.865404
-17.299147,-19.19171,-22.212238,-23.84681,-22.383299,-22.540958,-29.517654
11.507457,12.86244,15.197938,16.6065,15.826962,15.6252,20.869303
2.8655627,2.8933487,2.7736728,3.0344372,2.5589314,2.5885022,3.401551
5.0342054,5.014698,5.4637017,6.787189,6.3451385,7.6760464,10.204346
-1.3064862,-1.7127892,-2.0459116,-1.4996363,-1.674421,-1.9674278,-2.8626344
