2014 Mortality Encoding,2015 Mortality Encoding,2016 Mortality Encoding,2017 Mortality Encoding,2018 Mortality Encoding,2019 Mortality Encoding,2020 Mortality Encoding
-22.00651,-24.172577,-27.507128,-29.59267,-28.312788,-28.46173,-37.10318
15.610064,16.893826,19.010569,20.613192,20.282976,20.568575,28.223806
15.914405,17.233263,19.75599,22.120474,20.70173,20.970108,26.865053
0.13961838,0.02513073,-0.04295065,0.5446429,0.79786444,0.61628485,0.44133803
-3.8695793,-4.0087547,-4.2486176,-4.4368663,-4.681495,-3.8473928,-6.0728593
1.6147618,2.1216831,3.1955545,3.802647,2.8174667,3.2711127,3.854874
-12.851213,-14.308292,-15.650253,-17.180683,-16.451315,-16.226164,-22.699305
-16.65373,-18.266176,-20.80577,-21.99265,-21.164478,-22.241547,-28.551527
-1.2195988,-1.3038807,-1.1210198,-1.8363347,-1.5444613,-2.2524295,-2.6592264
0.3868209,-0.0012856703,0.4936856,1.3213435,0.70582473,0.9743215,1.7423674
3.0368123,3.4376204,3.6432555,4.275161,3.9039142,3.6871448,4.8495197
-13.0576105,-13.9894085,-15.515508,-16.551441,-15.470269,-15.142486,-21.16465
13.381509,14.795206,16.481764,18.027603,16.898417,16.504005,22.955715
-2.1261563,-1.9758836,-2.0971065,-3.1466274,-2.1498146,-2.7289953,-3.313902
22.332682,24.827698,28.970724,30.682991,29.435797,29.361757,38.924877
-18.10118,-19.338417,-22.044292,-23.364153,-22.80038,-23.13699,-29.27139
-2.8328812,-2.4905446,-3.4592178,-2.9167278,-2.207328,-2.2966392,-3.704384
2.717677,2.8555098,2.7987866,3.471147,2.3202806,2.0115724,3.4875598
4.359478,4.1927404,5.317322,4.966944,5.3017187,4.6607103,6.19643
-15.519739,-16.577879,-18.964754,-19.861399,-20.075655,-19.63235,-25.426722
-5.646501,-6.0470347,-6.4102316,-6.4628735,-6.0581245,-6.1049953,-9.8667555
-8.545084,-8.927174,-10.08333,-11.173051,-10.854554,-10.641385,-13.217033
10.842988,11.007776,13.545741,13.986789,14.396808,14.66102,18.21572
-11.687656,-12.905457,-13.636039,-15.66377,-14.194026,-14.975676,-19.381151
-9.435151,-10.782141,-12.371779,-13.808822,-12.39111,-12.633403,-16.234856
0.8507586,1.2866352,1.3672614,0.75349385,1.0945327,0.9952088,0.18947795
30.582647,33.52131,38.402325,41.264683,38.460526,39.255173,52.012447
4.383521,4.6039467,5.8496375,5.9143505,5.2776256,5.656928,8.58345
1.5531192,0.75767773,1.4656694,1.7486875,2.0792933,2.1260114,2.2066324
17.11993,18.227608,20.749916,23.290932,22.517992,22.748363,30.194038
-1.8254166,-1.4416636,-2.4087033,-2.2179625,-1.5946751,-1.57088,-2.9067626
-2.1177714,-2.215183,-2.457785,-3.0746205,-2.8678238,-3.1127656,-3.9879096
-10.037702,-10.510304,-11.454619,-13.573525,-11.65828,-12.107733,-17.793215
-6.0702047,-7.4084473,-7.662372,-9.320131,-8.047373,-8.241387,-10.733123
9.836783,10.7534075,12.482701,13.113009,13.083429,13.697568,16.716213
3.649372,3.4191375,3.5995455,3.8327274,3.2016973,3.1336932,4.8556333
28.850687,31.118475,35.21687,37.669224,36.07217,36.185112,48.062103
-16.645359,-17.273724,-18.2658,-18.862518,-19.025059,-18.57772,-25.758976
-10.512676,-11.632038,-12.848955,-15.145865,-14.018658,-14.007448,-19.660967
-15.821496,-17.389484,-21.273222,-23.067762,-21.236532,-21.890318,-28.681597
23.966894,26.3913,28.95567,32.242107,29.818022,29.954136,41.376358
-14.683079,-15.998413,-17.817486,-18.76775,-18.288792,-18.329422,-24.810719
-9.027498,-9.602317,-10.415253,-11.150346,-10.376025,-10.449671,-14.802874
14.335188,15.589867,17.652266,18.476059,17.699568,18.422905,23.908058
-14.769482,-16.182589,-18.683937,-19.98265,-18.473854,-18.634678,-24.702213
-10.198773,-11.002009,-12.331043,-13.32425,-12.475925,-13.004937,-15.797727
-11.722378,-12.49226,-14.67485,-15.17232,-14.831801,-14.047183,-19.022856
-11.716117,-12.793028,-13.885556,-15.123129,-13.826625,-14.686438,-19.30478
-2.1801286,-2.7567244,-2.0893035,-3.5003617,-2.6387787,-3.040225,-3.023378
31.02505,34.264706,38.697388,41.15439,39.906563,39.711708,54.294193
-19.700834,-21.51437,-25.088121,-26.28432,-24.755857,-25.008743,-32.86992
3.830051,3.823064,4.4162655,5.4926763,4.5364504,5.726426,6.4833055
5.016618,5.074972,5.9828043,6.828049,6.1541004,6.896119,8.619505
-3.436266,-4.029459,-4.784944,-4.333766,-4.0254655,-4.3764586,-6.113684
0.38996974,0.45469442,-0.03780635,-0.49400243,-0.20221241,-0.3456522,-0.71389157
12.117926,12.954469,15.5471115,16.497196,15.018799,15.322848,20.711588
2.0375535,3.0498633,2.3861394,2.9930933,3.4682443,2.982215,4.1295066
12.066006,13.260384,14.906496,16.558462,15.584407,15.564756,20.848137
-16.609236,-17.82538,-20.550686,-22.1518,-21.502937,-21.715374,-28.124287
12.595534,13.54498,14.567503,15.67708,14.652179,14.446051,20.596655
-12.916639,-13.597725,-15.519158,-17.07944,-16.630547,-16.35531,-20.596704
-14.776705,-15.413642,-17.403528,-18.282154,-17.884047,-18.238157,-25.180481
6.5264716,7.5467834,8.025186,9.190926,8.12662,8.719734,11.230116
-5.3339963,-5.739426,-6.8937697,-7.2728205,-6.681468,-7.059076,-9.718671
-0.38784584,-0.71667325,-1.0592235,-0.43449625,-0.7294506,-0.929458,-0.99750364
-13.237388,-14.645475,-17.367838,-17.538322,-15.636632,-16.411406,-21.704607
3.7451665,4.3600216,3.687516,4.3211327,4.2535563,4.1044803,6.707173
6.2915244,7.057753,8.227547,9.371886,8.679544,8.422552,10.927175
15.917134,17.05797,19.06403,20.540728,19.315847,20.023724,26.027544
0.8273897,0.81254005,1.0767918,0.9392133,1.0494843,0.58235645,1.4284763
-6.142221,-6.7088656,-8.440756,-9.504885,-8.396546,-7.5495706,-11.180101
7.8889413,8.9499,10.191876,10.101975,9.897054,9.668813,13.210611
-3.0237443,-3.1064787,-4.0449247,-4.6276703,-4.5755687,-3.8540618,-5.2190876
-2.30176,-2.330795,-2.3257456,-3.758809,-3.72896,-3.4946885,-4.6749907
-7.1384926,-7.8917427,-8.546116,-9.573675,-9.817443,-9.819599,-12.698256
7.1852727,7.285448,8.486151,9.437675,9.218855,9.431629,12.637279
-9.346547,-10.353414,-12.836575,-12.75475,-12.114953,-12.373169,-17.481092
-0.495452,-0.17555434,0.34050363,0.52562517,-0.026250895,0.2011165,-0.36426455
