2014 SVI Aged 65 or Older Encoding,2015 SVI Aged 65 or Older Encoding,2016 SVI Aged 65 or Older Encoding,2017 SVI Aged 65 or Older Encoding,2018 SVI Aged 65 or Older Encoding,2019 SVI Aged 65 or Older Encoding,2020 SVI Aged 65 or Older Encoding
-5.001025,-4.618182,-4.234004,-3.8486547,-3.4628725,-3.3019724,-3.1401033
76.744484,76.82781,76.91002,77.207756,77.505844,78.1766,78.848274
-31.57277,-31.693712,-31.81404,-31.97756,-32.14033,-32.207024,-32.274635
-10.133899,-10.545836,-10.956183,-10.6033745,-10.248143,-10.313102,-10.377738
5.78957,5.797451,5.805237,6.7119255,7.6182194,7.7488976,7.8792095
27.469814,27.316027,27.160578,27.3933,27.627369,27.976313,28.326967
-61.13058,-61.374275,-61.616844,-62.437935,-63.258823,-63.254135,-63.25068
-57.156033,-56.55381,-55.952034,-55.416073,-54.88105,-54.30564,-53.72988
-27.202156,-27.089642,-26.977367,-26.265402,-25.55439,-25.369585,-25.183632
-12.317066,-12.691293,-13.0655985,-13.227032,-13.387903,-13.822201,-14.257598
5.3266435,5.652861,5.9820247,5.643698,5.305204,5.059795,4.8153
1.146024,1.9179013,2.6894124,2.6283696,2.5681813,2.1634247,1.7583439
33.459137,32.149345,30.839926,30.62424,30.408415,30.33928,30.269764
-23.640099,-23.21927,-22.79972,-22.909426,-23.019094,-23.081211,-23.14459
-13.440773,-13.905379,-14.37061,-14.378036,-14.38685,-14.492124,-14.597014
54.604412,54.535538,54.46726,54.551838,54.63664,54.341396,54.046307
8.594536,8.471453,8.346395,8.207561,8.068299,8.555399,9.041969
-15.787275,-15.783592,-15.780062,-16.534792,-17.289854,-17.07707,-16.865873
-72.75839,-72.71238,-72.66635,-72.41413,-72.16322,-72.49678,-72.83079
24.099434,23.950472,23.799774,24.124508,24.4526,24.776653,25.099838
-2.2156377,-2.3252006,-2.4345326,-2.6588035,-2.8838334,-3.1081004,-3.3328452
70.18761,70.100975,70.01643,70.78127,71.5478,72.204895,72.86046
-24.531607,-24.155977,-23.780201,-23.15753,-22.536201,-22.756582,-22.976803
5.2536435,5.1102414,4.9666142,5.0514555,5.135671,5.6087456,6.0841694
24.130922,23.771997,23.412924,23.65859,23.904299,24.21949,24.534477
-6.584484,-6.3830748,-6.1823893,-5.894985,-5.608431,-5.680401,-5.752104
7.119696,7.5351033,7.9501367,7.72317,7.496736,7.405827,7.3138795
47.8878,47.332924,46.77784,46.78205,46.78869,46.857605,46.92697
17.837889,17.941858,18.04625,18.436674,18.827976,18.384575,17.943079
129.42386,130.05055,130.67882,130.87576,131.07281,131.10722,131.1417
3.7820768,3.211982,2.6419888,2.6147387,2.5889919,1.6278634,0.6655473
-59.869926,-60.385834,-60.901276,-61.26342,-61.624344,-62.077766,-62.53244
35.6411,35.708317,35.77568,35.014896,34.255005,34.096916,33.93739
48.66792,49.03139,49.394268,50.29475,51.1956,51.689518,52.183353
-7.432879,-7.4220653,-7.410893,-7.062743,-6.713736,-6.840585,-6.966935
2.7124407,2.8052504,2.8970883,4.353272,5.8121986,5.982692,6.154312
79.5396,79.5745,79.607765,79.95765,80.30784,80.42694,80.54816
-2.0606856,-2.3142276,-2.566793,-2.2008643,-1.8355929,-1.4788138,-1.1230618
9.503299,9.825041,10.147353,10.012946,9.8802805,9.546319,9.212742
19.529194,19.414425,19.300304,19.410267,19.52235,19.375523,19.22734
35.772713,35.84893,35.926315,35.075226,34.22341,33.74858,33.275494
-19.299538,-19.056297,-18.813772,-19.36096,-19.908293,-20.187517,-20.4673
-2.057973,-1.8758745,-1.6938486,-2.2217646,-2.7514029,-2.7694159,-2.7884455
-25.601896,-25.709229,-25.81359,-26.019793,-26.22585,-26.473114,-26.721409
-5.6172457,-5.1759925,-4.7349477,-4.1549244,-3.5752733,-3.6413455,-3.70782
38.214737,38.02032,37.82454,37.586617,37.349274,37.714924,38.08021
43.287655,43.064564,42.841858,42.68447,42.52531,42.371223,42.215862
3.1895473,2.9718387,2.7524936,2.6060703,2.4603336,2.8282497,3.1961086
49.306835,49.418564,49.52844,49.720604,49.911095,50.21085,50.51124
-2.972673,-2.9065642,-2.8414817,-2.5305533,-2.2190337,-1.455831,-0.692861
39.056442,39.259354,39.463287,38.97661,38.489304,38.034264,37.57778
-17.856222,-17.787197,-17.718945,-17.447777,-17.176205,-17.068344,-16.96086
19.8048,19.978361,20.1513,20.493021,20.837036,20.112864,19.389505
14.041599,14.304859,14.567251,14.688029,14.808438,14.424772,14.039669
-0.20312196,0.2005226,0.6038086,1.2512667,1.9001458,2.3418448,2.7830765
-6.714175,-6.7927895,-6.8688097,-6.9341497,-7.0007286,-7.234376,-7.4680405
-8.5167465,-8.646181,-8.775383,-9.119812,-9.463512,-9.734244,-10.005761
-121.281456,-120.96925,-120.65553,-120.71305,-120.772224,-120.094894,-119.416405
47.96983,47.855507,47.741226,47.60454,47.467518,47.89938,48.330647
11.915798,12.373131,12.829666,13.142296,13.454182,13.699009,13.944534
-40.30033,-40.17291,-40.045696,-40.690243,-41.336792,-41.757435,-42.177578
0.23520225,-0.11112218,-0.45702654,-0.82719094,-1.1983752,-1.4217124,-1.6440349
52.88882,52.578568,52.267876,51.860695,51.45401,50.737587,50.022484
-27.882944,-27.613867,-27.345692,-27.388979,-27.43411,-26.876184,-26.317995
-35.427555,-34.50344,-33.578236,-32.95405,-32.33054,-32.218857,-32.10891
-53.82512,-54.06142,-54.299217,-53.897423,-53.496044,-53.35731,-53.220127
-15.944782,-15.962673,-15.98259,-15.862336,-15.741197,-15.256451,-14.771669
-54.46893,-54.97355,-55.477726,-55.38565,-55.294277,-54.559,-53.823677
-67.284706,-66.91745,-66.55021,-65.02295,-63.496338,-62.906322,-62.31424
-63.972828,-63.860065,-63.748077,-62.98843,-62.22942,-62.135826,-62.042263
-25.751053,-25.590412,-25.429085,-25.914883,-26.400759,-26.795166,-27.190773
12.985424,13.049387,13.112856,13.592493,14.072896,14.408135,14.742743
-53.89069,-53.87338,-53.85655,-53.679134,-53.50165,-54.25799,-55.015057
2.362293,2.5252874,2.6875532,2.777706,2.8683069,3.2570913,3.6466386
-53.809254,-53.554893,-53.30155,-52.364532,-51.428574,-51.076557,-50.724586
-26.816248,-26.97463,-27.132748,-26.595842,-26.05987,-26.403746,-26.748396
32.724045,33.505608,34.286224,34.906727,35.528053,35.96986,36.41118
2.8059402,2.59277,2.3784328,2.9845243,3.591806,3.94128,4.291599
-23.898197,-24.12737,-24.355536,-24.131256,-23.907711,-24.015862,-24.124992
45.742264,45.23696,44.731125,44.04686,43.361652,43.319088,43.27911
13.515547,13.949973,14.384265,14.007987,13.633433,13.930352,14.225758
20.223087,20.169327,20.114117,20.486298,20.859867,21.28042,21.70115
107.29225,107.060165,106.82999,106.01785,105.20596,104.54711,103.888245
-23.332476,-23.354794,-23.375465,-23.096487,-22.817701,-22.702707,-22.588438
-12.45835,-12.432939,-12.40781,-12.329343,-12.250646,-11.748106,-11.244546
92.13225,91.88155,91.63039,91.75744,91.885124,91.82158,91.75877
37.600765,37.44462,37.285786,36.58104,35.87623,35.601055,35.325394
13.451119,13.212369,12.974196,13.515606,14.057497,14.710834,15.363759
28.868025,28.554836,28.241959,28.318138,28.395182,28.659842,28.924814
9.270964,9.025692,8.780666,8.750195,8.718647,9.353596,9.987125
-24.793795,-24.848051,-24.901009,-24.202045,-23.502905,-22.755114,-22.006506
104.434654,104.43755,104.43993,103.737434,103.03637,102.795975,102.5566
19.923206,19.721495,19.519781,19.313848,19.107716,18.637192,18.16743
-25.891764,-25.813652,-25.736696,-25.267881,-24.798862,-24.765543,-24.73153
-2.8866503,-2.92441,-2.9621723,-2.7514484,-2.5408876,-2.8560917,-3.1705391
-45.341934,-45.53779,-45.732277,-45.615772,-45.499413,-45.631805,-45.763176
41.308144,41.879406,42.45141,42.544395,42.638214,42.69716,42.756496
8.17407,7.861547,7.550295,6.960145,6.3695664,5.609547,4.850203
57.921707,58.49728,59.07335,59.18256,59.29196,59.418434,59.546154
-15.320761,-14.972813,-14.624357,-14.5893955,-14.554257,-14.489893,-14.427178
19.76356,19.802418,19.842041,20.253298,20.664377,19.868555,19.073116
-62.77266,-63.279827,-63.787186,-63.808624,-63.83033,-63.830322,-63.82896
11.314718,10.988693,10.660317,10.674279,10.686908,11.342787,11.999581
23.677656,23.129435,22.58219,21.48922,20.395662,19.928728,19.46189
39.898457,39.789722,39.681713,39.579746,39.478848,39.343075,39.205647
-61.38336,-60.941643,-60.497955,-60.407867,-60.317978,-60.164387,-60.011665
-57.48992,-57.2368,-56.984673,-56.851727,-56.72022,-56.234844,-55.74992
28.874683,28.466682,28.057898,27.710384,27.362879,27.196007,27.03102
-8.796899,-7.975494,-7.1538243,-6.581411,-6.0087295,-5.1058803,-4.2032857
11.614297,11.514166,11.415014,11.042054,10.670027,10.384724,10.099382
-86.447876,-86.66411,-86.87974,-86.96493,-87.05196,-86.85095,-86.64963
18.562454,18.82108,19.080355,19.866291,20.6516,20.96473,21.27813
-14.5773735,-14.566404,-14.553736,-14.804957,-15.057194,-15.122857,-15.188974
75.73638,76.298744,76.859024,77.11892,77.37882,77.18622,76.99433
-48.63635,-48.546852,-48.456673,-47.911224,-47.366486,-46.906433,-46.44774
16.118279,16.052032,15.985278,15.151066,14.31845,13.93674,13.554909
29.483856,29.882593,30.280434,30.300964,30.322397,30.927792,31.532888
0.45644438,0.15877259,-0.13906229,0.80446875,1.7489225,2.2045658,2.6604736
-14.812306,-15.135609,-15.457797,-14.720664,-13.981673,-14.254548,-14.528103
80.13891,80.25429,80.37209,80.94614,81.521126,81.166046,80.81173
27.590641,27.732267,27.873766,28.140783,28.40873,28.782623,29.156008
-76.7409,-75.764915,-74.7889,-73.53119,-72.273094,-71.24404,-70.21363
13.859248,13.986609,14.112699,13.935327,13.757332,13.885095,14.012429
-66.47119,-65.80024,-65.12768,-64.57433,-64.02311,-63.146637,-62.269928
-19.79684,-19.842445,-19.889698,-19.821516,-19.75351,-19.785688,-19.81967
33.14049,32.556995,31.972504,31.315239,30.659657,30.60248,30.546494
3.2610998,3.434064,3.6064095,3.118703,2.6309814,2.1869884,1.7420617
6.840345,6.6511106,6.4621634,6.6451263,6.8284125,7.266974,7.7055335
12.86864,12.828544,12.788895,12.750584,12.71324,12.898561,13.08366
-38.225784,-38.250977,-38.274666,-37.627995,-36.98141,-36.537296,-36.09383
-53.05184,-53.469326,-53.885868,-54.2676,-54.650055,-55.42632,-56.201847
-44.51625,-44.75213,-44.987144,-44.764072,-44.542145,-44.15306,-43.764904
-32.237045,-32.092846,-31.949015,-32.233746,-32.520607,-32.300194,-32.080086
22.2965,22.957865,23.618845,24.08693,24.55718,24.215591,23.873867
-58.057796,-58.50291,-58.947674,-58.984047,-59.02221,-59.39226,-59.763485
71.6003,71.67436,71.747635,71.68689,71.62761,70.87846,70.12863
-2.602339,-2.1345723,-1.6677562,-0.74149626,0.18388541,0.23810656,0.29166204
-36.176495,-35.864025,-35.552864,-35.035168,-34.51813,-34.947624,-35.3756
16.093754,15.471147,14.848461,15.2781725,15.708367,16.05487,16.400879
-55.063858,-55.262943,-55.463245,-55.844524,-56.22549,-56.06132,-55.897476
10.2305565,10.618021,11.00599,11.240828,11.475716,11.524708,11.573828
11.100701,10.962551,10.824349,11.739026,12.655431,12.67269,12.6895275
8.677307,8.266489,7.8563538,8.349567,8.842234,8.966219,9.090776
24.000706,23.793606,23.58755,23.664503,23.741505,23.639652,23.53987
-73.04638,-72.8916,-72.736206,-72.02998,-71.32415,-71.81263,-72.300735
73.37596,73.00046,72.62491,72.399376,72.17346,71.79191,71.41142
16.978556,16.86276,16.746275,16.34425,15.944372,15.412388,14.88018
5.868194,6.049029,6.2292542,6.088467,5.9479136,5.989102,6.0317388
-76.361595,-76.542625,-76.723274,-77.43908,-78.157394,-78.34638,-78.53454
29.651468,28.879457,28.107649,28.365467,28.621912,27.917196,27.210413
44.158173,44.53252,44.9078,45.74366,46.581146,46.7866,46.99035
40.319603,40.27935,40.239136,41.141724,42.046017,42.29954,42.553196
5.4497094,5.5207934,5.5921855,6.467199,7.3430934,6.860473,6.3769546
33.13803,32.804424,32.470543,32.962803,33.453968,33.71579,33.977978
80.00509,79.745,79.48558,79.07313,78.6598,78.22668,77.79181
5.209683,5.434857,5.658322,5.2466893,4.834946,4.42191,4.009022
14.784645,14.883555,14.983347,15.055575,15.127297,15.768705,16.408678
46.114655,46.39942,46.683693,46.76425,46.84536,46.49366,46.141685
21.384024,21.761225,22.136364,21.290983,20.446579,21.290106,22.13523
-1.1065513,-1.6097823,-2.11317,-2.778022,-3.4430954,-3.8889077,-4.335452
28.72995,29.074963,29.41979,29.334158,29.247728,29.50293,29.757702
-1.978596,-2.3002093,-2.6217844,-3.3257258,-4.0289655,-4.2023244,-4.376839
-127.5511,-127.45443,-127.35591,-127.30452,-127.2549,-126.90732,-126.559326
15.643461,15.45145,15.259423,15.012076,14.762846,14.50027,14.239576
1.7236122,1.6766189,1.6284326,1.2364086,0.8449329,0.7869915,0.73024595
62.368256,62.55505,62.742184,63.09821,63.454132,63.670525,63.88663
-68.645676,-68.40029,-68.15507,-67.76036,-67.36619,-67.155624,-66.946495
10.71383,10.731879,10.751193,9.8278265,8.902086,8.993386,9.083529
119.34993,119.18471,119.01816,119.09427,119.170815,119.66672,120.16359
87.26234,86.886154,86.50901,86.32526,86.14242,86.00358,85.86534
-93.42521,-92.81346,-92.20088,-92.11073,-92.02139,-91.85652,-91.6927
85.03396,85.171074,85.30805,84.11483,82.92227,82.299644,81.67788
-26.594276,-26.67094,-26.747143,-26.00739,-25.26756,-25.44688,-25.625679
-1.0986772,-1.301825,-1.5058427,-1.5467286,-1.5873418,-1.241921,-0.89699227
-19.629704,-18.989428,-18.348997,-17.695745,-17.04228,-16.613337,-16.184628
1.1045743,0.88890785,0.67269796,1.2152547,1.7577492,1.920401,2.0805998
4.2185903,4.1516747,4.0848355,4.3418717,4.5997663,4.152134,3.707284
-58.045547,-58.039513,-58.035233,-57.419033,-56.80314,-56.464676,-56.12737
-26.639008,-26.696062,-26.752907,-26.970118,-27.190126,-27.341213,-27.493631
7.9360323,7.891181,7.845845,7.244811,6.6436024,6.896038,7.1491594
74.79524,74.7715,74.74741,74.676865,74.607056,74.59466,74.58291
-34.747013,-34.923767,-35.10121,-35.77668,-36.452713,-36.786785,-37.120796
59.430927,59.572777,59.71497,59.623306,59.533493,59.141804,58.751274
-35.231804,-35.40471,-35.57541,-34.81429,-34.053703,-33.90332,-33.75374
10.951531,11.309266,11.665966,11.904186,12.142463,11.933533,11.723087
-4.7932186,-4.882761,-4.9722195,-4.8901615,-4.809067,-5.205988,-5.6017
-15.425438,-15.169604,-14.914507,-14.962217,-15.008133,-14.845409,-14.683516
-14.172153,-14.1736965,-14.175213,-14.139783,-14.102598,-13.980118,-13.858988
-41.31086,-41.458317,-41.605457,-42.308865,-43.013035,-43.0143,-43.01601
-5.71977,-5.7717767,-5.8249307,-5.4646344,-5.1051145,-4.951756,-4.7979074
-89.06695,-88.846085,-88.62642,-88.49277,-88.359314,-87.67085,-86.98196
-23.2452,-23.156614,-23.067968,-24.171255,-25.27535,-25.446577,-25.617157
-12.044745,-11.9800415,-11.914853,-12.182418,-12.4505,-12.001393,-11.551696
-22.132013,-22.176851,-22.22033,-22.978905,-23.73972,-24.336386,-24.93529
70.40639,70.179825,69.95384,70.37959,70.80644,70.856255,70.90755
6.687596,6.567187,6.4449296,6.319741,6.194407,6.224217,6.2538266
11.67596,11.256364,10.836451,10.796884,10.758664,10.628189,10.496805
-8.017504,-8.172065,-8.326715,-7.9106297,-7.4954677,-7.8634953,-8.231764
-12.999231,-12.887751,-12.775691,-12.4815645,-12.187344,-11.711972,-11.236979
-33.237614,-33.144035,-33.05016,-33.215584,-33.381474,-33.4918,-33.602894
-77.64381,-77.96743,-78.29088,-77.42855,-76.565674,-76.80805,-77.04972
-10.474579,-10.8363,-11.197465,-11.2157755,-11.235566,-11.589659,-11.94509
12.271828,12.175376,12.078714,12.281066,12.481998,12.228057,11.9738865
-15.153889,-15.391572,-15.630733,-15.168405,-14.706926,-14.288648,-13.873079
-37.760796,-38.02643,-38.293533,-38.442467,-38.590572,-38.682846,-38.774704
0.69523877,0.76284,0.8309464,0.61478513,0.40041706,-0.44031075,-1.2805636
-43.41946,-43.39661,-43.373226,-43.647003,-43.92159,-43.939617,-43.95715
-61.02549,-61.124115,-61.222805,-61.116398,-61.010212,-60.848938,-60.686947
-15.725468,-15.825732,-15.925668,-16.646343,-17.367657,-17.319592,-17.272118
31.760384,32.17768,32.59414,32.590088,32.58511,32.194862,31.804008
-46.6005,-46.743332,-46.88529,-46.46135,-46.037693,-46.026733,-46.016815
4.5281157,4.8619347,5.1970778,5.4126596,5.6287646,6.059367,6.491184
-69.04003,-68.76789,-68.49525,-67.9875,-67.48029,-67.55183,-67.621925
-54.426178,-54.376545,-54.325138,-54.21525,-54.10695,-53.569965,-53.033615
32.074806,32.12399,32.173073,32.12453,32.076256,32.312275,32.54753
39.95253,39.622025,39.289642,38.326313,37.362614,36.88012,36.39727
4.487188,4.412891,4.3382297,4.3233175,4.3075485,3.7833598,3.2606573
30.953503,31.227858,31.501955,30.405546,29.309946,28.538893,27.76683
73.94084,73.69129,73.442635,73.52491,73.60705,73.23321,72.8601
-56.117867,-56.404125,-56.688164,-56.41645,-56.144737,-56.269592,-56.39484
-28.562782,-28.533604,-28.505232,-28.884884,-29.264748,-29.130924,-28.997185
-46.041077,-45.815933,-45.59113,-45.766113,-45.941185,-45.783386,-45.62594
-38.298985,-38.83214,-39.363842,-38.82161,-38.279373,-37.7974,-37.314987
41.863308,41.79541,41.72665,41.409184,41.09163,40.74028,40.39056
79.72841,79.39564,79.06363,78.2834,77.50401,77.88702,78.270615
-26.302013,-26.46079,-26.61957,-26.804653,-26.990612,-27.210432,-27.43211
14.397469,14.423353,14.449696,14.4675865,14.484304,14.7734995,15.063731
26.758043,26.264975,25.771418,25.965355,26.160912,25.635695,25.112148
36.788975,36.33872,35.885277,35.0211,34.15732,33.975227,33.79307
24.84892,25.096567,25.344877,25.753855,26.16157,26.170929,26.180925
63.193073,62.950645,62.708744,61.70249,60.697002,60.47614,60.257427
-17.735897,-17.496136,-17.257113,-17.539188,-17.821482,-17.312609,-16.80369
30.255716,30.594055,30.932821,30.89564,30.859509,30.3997,29.939714
11.307688,11.39145,11.475109,11.221299,10.967685,11.005704,11.04481
12.8838215,12.79988,12.715309,12.124385,11.532395,11.778953,12.026981
47.982964,47.65794,47.334618,46.991848,46.649933,46.927788,47.20582
-41.686466,-41.78524,-41.88335,-42.150032,-42.41789,-42.50767,-42.597553
-76.67625,-76.99687,-77.31872,-77.00452,-76.691246,-76.66719,-76.64368
-46.701515,-47.162483,-47.62372,-46.564655,-45.507713,-45.299637,-45.090565
54.91623,54.63271,54.34893,54.521908,54.693867,54.412388,54.13358
-92.31196,-92.61069,-92.90851,-92.898895,-92.892845,-93.48539,-94.07812
48.26295,47.6227,46.98205,46.72472,46.468506,46.410748,46.35397
-11.140629,-11.068498,-10.997026,-10.243707,-9.490582,-9.166345,-8.841491
-22.827026,-22.458178,-22.088701,-22.245468,-22.402359,-22.377604,-22.352922
20.695839,20.960999,21.226599,21.836475,22.446209,21.98967,21.53329
24.44341,24.71228,24.980639,25.456682,25.934134,26.110855,26.287382
-41.920563,-42.177876,-42.433765,-42.628986,-42.823902,-42.980274,-43.137947
24.352598,24.14383,23.935179,23.445692,22.957075,23.098621,23.240707
9.275623,9.257986,9.239397,9.620205,10.001886,10.568779,11.136646
86.43478,86.31323,86.19181,86.082085,85.97192,85.48293,84.99389
-89.662636,-89.28108,-88.899216,-88.71271,-88.52888,-87.49831,-86.46669
-4.8997607,-5.018304,-5.1378293,-4.748167,-4.3564825,-4.0498686,-3.7423573
-36.38398,-36.325394,-36.266518,-36.29504,-36.325066,-36.655445,-36.986313
3.1403344,3.504686,3.8679054,4.9788337,6.0903206,6.5478234,7.0040803
64.30353,63.894,63.484463,63.29163,63.100117,63.00985,62.918472
7.2095003,7.137406,7.065935,7.4110065,7.7566833,7.994453,8.232861
31.944786,31.94271,31.939915,31.159336,30.378284,29.744902,29.111704
-7.00468,-7.170833,-7.338123,-7.3780284,-7.418018,-7.125797,-6.8334594
-10.070815,-10.143389,-10.21555,-10.3451395,-10.472519,-10.623628,-10.774751
-112.85802,-112.50108,-112.14456,-110.38649,-108.63118,-108.57733,-108.52428
-17.757385,-17.716747,-17.67746,-18.496696,-19.315783,-19.143751,-18.97217
-11.604417,-10.878004,-10.150704,-9.080388,-8.010188,-7.683369,-7.3565354
38.888493,39.421783,39.956474,39.350426,38.745434,38.54861,38.35366
16.877483,17.110884,17.345446,18.152712,18.961182,19.153456,19.3458
64.46905,63.960854,63.454365,63.26208,63.0712,62.70745,62.343945
42.15671,42.524887,42.892982,43.65774,44.423187,45.051212,45.679756
26.287176,26.706285,27.12552,27.275085,27.42479,28.023483,28.62303
1.5283974,1.9890088,2.450135,2.7900875,3.1295326,3.0502765,2.9721992
53.134552,53.006847,52.879913,53.32855,53.77737,53.770565,53.764393
-67.458305,-67.12709,-66.794395,-66.31284,-65.83096,-65.78355,-65.73711
51.337524,51.048565,50.759434,50.80032,50.84068,51.201187,51.561527
100.62024,100.318436,100.01636,99.822784,99.63124,99.64091,99.6516
7.363814,6.7041163,6.0441985,5.634208,5.2243953,5.536981,5.8490615
84.261826,84.10869,83.95569,84.38099,84.80811,84.01686,83.225586
66.03051,65.10772,64.18657,64.123024,64.06068,64.12329,64.18438
27.500975,27.436113,27.371984,27.32399,27.276495,27.009298,26.742033
-37.193657,-37.08848,-36.981888,-37.541515,-38.10001,-37.560184,-37.019596
8.952822,9.150498,9.347007,9.891825,10.438139,10.6004505,10.763653
4.919184,4.9920373,5.064139,5.5769906,6.0896688,5.898577,5.707171
67.35582,67.39738,67.43972,67.34336,67.246765,67.68525,68.12407
24.01521,24.139366,24.263996,24.150948,24.040829,23.259712,22.478783
0.6129313,0.96271044,1.3125944,0.70996004,0.10529429,0.13519007,0.16528231
-22.63658,-22.509027,-22.38065,-21.646807,-20.913,-20.452656,-19.992212
32.226433,32.26169,32.296192,32.48706,32.678036,32.038124,31.399546
10.312991,9.647899,8.982634,8.078531,7.175159,6.9851756,6.7955976
-34.47346,-34.4401,-34.40539,-33.987442,-33.57073,-33.114613,-32.657734
-13.199408,-12.731422,-12.264155,-12.127625,-11.990991,-11.562526,-11.1342535
-36.297287,-36.578636,-36.8604,-37.840256,-38.82021,-38.620895,-38.423264
17.654781,17.374712,17.093796,17.115194,17.135132,17.525436,17.917805
-24.413551,-24.121576,-23.830402,-24.208817,-24.588047,-24.987532,-25.38613
41.26903,41.23713,41.204967,41.08363,40.9634,41.11367,41.26361
75.11756,74.6991,74.28064,73.37627,72.47252,72.046555,71.62276
-48.996857,-49.10561,-49.21331,-49.69231,-50.17167,-50.368916,-50.567703
3.7069316,3.7110305,3.7158027,3.2821097,2.8478122,2.9207988,2.9937491
14.443799,13.901051,13.358452,12.857145,12.354671,11.950465,11.5457
12.142604,11.901001,11.658723,11.665825,11.673767,11.424775,11.176383
40.499752,40.439888,40.379612,40.415977,40.453594,40.27809,40.10345
-84.16734,-84.032,-83.89665,-84.43609,-84.97405,-84.85428,-84.73426
83.28396,82.48219,81.68176,80.62492,79.56804,79.680626,79.793015
-28.252697,-27.760326,-27.267426,-27.105225,-26.941462,-26.290354,-25.639797
-98.24645,-98.21691,-98.18678,-97.986,-97.78556,-97.73828,-97.69085
-49.48571,-48.98777,-48.490345,-48.928474,-49.36618,-49.046757,-48.728603
55.242634,55.417557,55.592438,55.294605,54.99711,54.54541,54.094
14.567816,14.023628,13.477819,13.521151,13.564264,14.0139675,14.462484
48.4898,48.33277,48.175674,48.70235,49.230057,49.56804,49.9049
17.375107,17.60579,17.835901,18.26069,18.685722,18.734827,18.784454
8.030794,8.1065855,8.182702,8.277947,8.37341,8.505876,8.638055
52.791332,52.828037,52.863678,52.64139,52.421143,52.010838,51.600838
72.311165,71.98818,71.66687,71.1309,70.593544,70.60859,70.623375
5.406962,5.374451,5.3415875,5.5288033,5.7173505,5.7943482,5.8711476
-25.922813,-25.783985,-25.645302,-25.766853,-25.889727,-26.351814,-26.815008
74.71985,74.423035,74.12567,73.92711,73.72838,73.34839,72.96982
-11.88559,-11.9374485,-11.9894495,-11.647413,-11.306024,-11.2921505,-11.275794
-65.12498,-65.64278,-66.16014,-66.258804,-66.35777,-65.70334,-65.04892
-13.978178,-14.11594,-14.253235,-14.087096,-13.919942,-13.98637,-14.05382
-64.97875,-65.26409,-65.5485,-65.36193,-65.17468,-65.17157,-65.16942
74.2553,74.58624,74.91597,74.51696,74.11849,74.15453,74.191475
34.13977,34.041714,33.943913,34.447437,34.950703,35.32329,35.695965
113.778244,113.1456,112.512024,112.045944,111.581825,111.621346,111.659805
-92.635284,-92.36252,-92.09033,-91.038895,-89.98729,-89.72119,-89.455536
-9.92282,-10.055725,-10.187602,-10.255952,-10.32332,-9.925698,-9.52845
12.491609,12.16913,11.847773,12.057051,12.265407,12.838236,13.409868
63.342426,62.827293,62.313232,62.384144,62.455368,62.50001,62.543983
-95.52319,-95.53819,-95.5529,-95.48514,-95.41943,-95.7744,-96.13031
23.16348,22.6077,22.053297,22.974361,23.893915,23.798445,23.702873
-26.729605,-26.733397,-26.736998,-27.049025,-27.362043,-27.59791,-27.83302
2.0542715,1.939052,1.8236734,1.7005657,1.5751852,1.5462154,1.5172366
14.772932,14.8390465,14.9045315,15.682062,16.458845,16.617643,16.778603
-32.970345,-32.792686,-32.613724,-33.079315,-33.545067,-33.176735,-32.808243
-54.02965,-53.966953,-53.90432,-54.42319,-54.94268,-55.10069,-55.257004
83.280716,83.56087,83.83979,83.949646,84.059586,83.916626,83.77388
66.8566,67.207344,67.55752,68.014404,68.47011,68.5269,68.581856
-27.74751,-27.946127,-28.146105,-28.573689,-28.999805,-28.818594,-28.637856
-4.8833103,-4.673357,-4.464594,-4.645878,-4.8256874,-5.2813263,-5.7381306
69.41978,69.8972,70.37483,70.70385,71.03391,70.05914,69.08321
-1.3474401,-0.9459766,-0.5446433,-0.42812288,-0.3109449,0.3003279,0.910606
-37.76868,-37.50186,-37.23526,-37.161297,-37.086956,-36.20339,-35.320827
104.22077,104.316154,104.41276,104.00306,103.59552,103.391426,103.18697
-82.74604,-83.144455,-83.5427,-83.52808,-83.513664,-82.99828,-82.4815
61.75014,62.270805,62.791058,62.374596,61.95813,61.847652,61.737923
-18.691801,-18.767328,-18.843744,-19.066988,-19.28936,-18.830301,-18.372091
-50.23172,-50.43524,-50.638794,-49.978107,-49.31948,-49.041046,-48.76457
-83.486305,-83.43223,-83.37846,-82.39107,-81.405525,-80.96779,-80.52988
-32.8291,-32.456127,-32.08284,-32.36745,-32.65384,-32.768826,-32.88291
-28.572744,-28.140657,-27.708864,-27.92333,-28.138666,-27.69477,-27.24864
-3.9877553,-3.9775233,-3.9681325,-4.4938807,-5.0194592,-4.9664884,-4.9146504
-48.069546,-47.936718,-47.804306,-48.144474,-48.487064,-48.596798,-48.705853
33.282932,32.954662,32.626644,32.422142,32.217304,31.948423,31.679361
66.13304,66.44847,66.76473,67.10156,67.438286,67.13139,66.82265
35.82674,36.415974,37.0064,37.28685,37.56655,38.144905,38.72274
-4.922104,-5.13279,-5.3434787,-4.9715366,-4.6000504,-4.5485578,-4.4967575
-54.210026,-54.58342,-54.955025,-54.88731,-54.821377,-55.59784,-56.374912
-21.444258,-22.007032,-22.57122,-22.352697,-22.134584,-22.40766,-22.681047
-13.923116,-14.233079,-14.543009,-13.9898205,-13.436005,-13.451662,-13.466814
