2014 SVI Aged 65 or Older Encoding,2015 SVI Aged 65 or Older Encoding,2016 SVI Aged 65 or Older Encoding,2017 SVI Aged 65 or Older Encoding,2018 SVI Aged 65 or Older Encoding,2019 SVI Aged 65 or Older Encoding,2020 SVI Aged 65 or Older Encoding
-91.99765,-92.04604,-92.09318,-92.23758,-92.38278,-92.272026,-92.16246
48.66459,49.100918,49.537094,49.19343,48.850964,49.201202,49.551323
-10.26461,-10.399933,-10.535404,-10.655814,-10.7765465,-11.119917,-11.463547
-54.00163,-53.715397,-53.427994,-53.064167,-52.70223,-52.803078,-52.903217
16.180502,15.96534,15.752072,16.108631,16.464485,16.318375,16.171732
-50.30958,-49.988297,-49.66524,-49.92236,-50.181904,-50.563118,-50.942886
-15.87773,-15.978602,-16.081177,-15.651066,-15.221132,-15.249885,-15.277875
-11.415422,-11.501648,-11.589043,-12.1377125,-12.686495,-12.985582,-13.286013
-15.989917,-16.057856,-16.126223,-16.281042,-16.437366,-15.449797,-14.461945
6.4122405,6.196729,5.9788184,5.451672,4.923161,5.194726,5.4660797
-46.486305,-46.3205,-46.152462,-45.30688,-44.462715,-43.857048,-43.250248
4.3279185,4.22035,4.112203,3.8720653,3.6323137,3.255297,2.8784397
-45.337116,-44.49673,-43.656433,-42.833927,-42.011967,-41.737804,-41.46406
-13.823,-14.0050745,-14.186296,-14.842815,-15.498153,-15.366669,-15.236078
29.193817,29.206566,29.220062,29.52238,29.824865,28.857803,27.891582
-42.230873,-42.277225,-42.323223,-42.06895,-41.815453,-41.226746,-40.636654
86.640144,86.39185,86.14594,87.077644,88.009834,88.31952,88.62907
25.609661,25.329153,25.048523,24.967186,24.886398,25.353508,25.820831
13.984145,13.828635,13.672734,13.954297,14.237786,13.597175,12.95671
20.774578,20.709364,20.644459,20.700047,20.755249,21.145601,21.53667
6.1507206,5.7350283,5.319583,4.868827,4.418108,4.373186,4.328124
-50.508396,-50.097805,-49.689205,-49.344944,-49.00145,-48.57653,-48.15112
1.8954968,1.8794923,1.8639445,1.9110589,1.9577956,1.8247523,1.6922164
-14.499313,-14.473585,-14.447041,-14.014953,-13.584438,-13.403823,-13.222343
-38.63228,-38.694157,-38.754864,-38.754704,-38.755547,-39.621765,-40.48909
-53.855038,-53.78518,-53.71583,-53.444847,-53.173176,-52.58265,-51.99116
-39.363567,-39.21504,-39.065144,-38.587048,-38.10918,-38.281727,-38.456066
-6.9762917,-7.416181,-7.856414,-8.361346,-8.865328,-9.07251,-9.280153
91.02662,90.76043,90.49277,90.10871,89.723785,90.160866,90.59651
-29.527136,-29.89219,-30.257158,-30.764952,-31.272568,-31.412508,-31.553003
-29.038767,-28.788685,-28.537766,-28.784317,-29.03009,-29.578602,-30.127254
-27.212994,-26.832846,-26.454176,-26.48026,-26.506582,-26.106768,-25.705938
45.869205,45.926952,45.985775,45.531372,45.07496,45.254673,45.43462
76.60699,76.796234,76.98571,76.79413,76.6007,76.27569,75.95176
-36.91062,-36.703953,-36.497208,-36.266357,-36.034832,-36.315033,-36.594997
-2.1842186,-2.184353,-2.1855938,-2.1412842,-2.0969174,-1.8810416,-1.6635772
52.655815,52.695717,52.73577,52.27058,51.806656,51.39804,50.990868
-33.09941,-33.0116,-32.92314,-32.612476,-32.301426,-32.703182,-33.10473
54.352,54.289104,54.22642,54.76547,55.305763,55.48026,55.653656
-52.39158,-53.094666,-53.796383,-53.519264,-53.240784,-53.95455,-54.668236
-107.83273,-107.80342,-107.773254,-107.70223,-107.63218,-107.6901,-107.74801
-3.222449,-3.4264839,-3.6298625,-3.6219099,-3.6119869,-2.9804943,-2.3493898
44.995876,45.090122,45.185116,45.59861,46.01236,46.576313,47.139763
4.339454,4.2000084,4.0616684,5.5078797,6.954049,7.548334,8.143104
-68.8009,-68.74849,-68.69618,-68.11005,-67.5224,-67.52746,-67.53235
7.0760446,6.890599,6.704869,6.6676297,6.6295238,6.351893,6.075113
7.5721326,7.4929833,7.411764,7.100833,6.791279,6.210859,5.6317015
-32.62127,-33.042633,-33.46299,-33.996876,-34.532314,-34.12872,-33.72608
-23.375875,-23.226038,-23.077301,-23.083235,-23.0907,-22.433187,-21.775436
-6.2871156,-6.4357133,-6.585092,-6.34162,-6.0975833,-6.106583,-6.1153502
-33.416946,-33.607426,-33.79732,-33.2806,-32.76353,-32.82573,-32.887547
28.408041,28.091974,27.775211,27.239616,26.702808,25.890676,25.078913
-57.116783,-56.614944,-56.113396,-55.79999,-55.488575,-54.855003,-54.22292
88.55148,88.496025,88.44123,88.29182,88.144356,88.4417,88.73928
-61.233208,-61.498222,-61.76301,-61.5126,-61.260475,-60.957256,-60.653664
38.77285,38.086555,37.400066,37.548717,37.698868,37.778725,37.858036
-1.3235526,-1.2220726,-1.1230454,-0.64811176,-0.1717815,-0.2241189,-0.27563307
13.753625,14.2987175,14.842918,15.447259,16.052517,17.058607,18.064657
27.22574,27.496288,27.767084,27.542755,27.318514,27.404184,27.490057
-1.2844363,-1.4344231,-1.5839254,-1.7356268,-1.8877417,-2.0883465,-2.2893744
-8.5860815,-8.577512,-8.568434,-8.530634,-8.492825,-8.50098,-8.5101185
-23.127914,-23.062634,-22.99686,-22.90939,-22.823515,-22.466335,-22.111305
-33.605377,-33.959343,-34.31274,-34.79131,-35.269016,-35.71503,-36.160816
-15.19541,-15.09849,-15.001421,-15.269115,-15.538319,-15.575104,-15.611619
37.660713,37.7184,37.774532,37.449203,37.124588,37.397903,37.671494
-12.220209,-12.779721,-13.339377,-14.026941,-14.7164545,-14.718043,-14.718402
47.43093,47.197,46.9627,46.76734,46.57122,46.49461,46.41835
2.2906437,2.644761,2.9992542,3.1084328,3.2162266,3.8932085,4.5689545
1.2212925,1.7364521,2.2520657,2.164713,2.0785542,1.5667114,1.054573
-51.464436,-51.112034,-50.759026,-50.947376,-51.13529,-51.05222,-50.969936
18.901278,18.511917,18.12166,17.483976,16.84659,17.260202,17.672962
60.67609,60.75554,60.836117,60.084354,59.33243,59.040512,58.75073
-4.0845346,-4.6677427,-5.2507553,-5.0977488,-4.945369,-4.5252132,-4.1056976
-7.2452846,-6.9886255,-6.7334886,-7.3058615,-7.8780513,-7.7202005,-7.5621834
-6.424043,-5.977553,-5.532493,-5.403485,-5.2752748,-5.030933,-4.786016
48.435696,48.10377,47.76966,47.685547,47.60272,47.27106,46.93907
-6.859423,-6.342426,-5.8249955,-5.810533,-5.7969565,-6.10132,-6.406119
10.917032,10.6921625,10.467351,10.525866,10.583204,10.57052,10.55876
-14.288734,-13.960739,-13.631529,-13.091788,-12.552479,-12.397153,-12.241174
40.404636,40.02956,39.654392,39.39861,39.14301,37.985226,36.827988
22.598978,22.71933,22.83874,23.527311,24.21524,24.261326,24.308798
20.23976,20.02914,19.816223,19.545885,19.274643,18.904203,18.534618
-41.519367,-41.101536,-40.68428,-40.680523,-40.677437,-41.33001,-41.98181
-50.5276,-50.17899,-49.830185,-49.517666,-49.204296,-48.70039,-48.19509
-22.17939,-22.710207,-23.241362,-23.58935,-23.937586,-24.238773,-24.539236
-79.64076,-79.553604,-79.466194,-78.79899,-78.1341,-77.801674,-77.47104
45.584015,45.53864,45.49294,45.69499,45.895176,45.380714,44.865753
16.12766,16.294186,16.459297,16.638628,16.81974,16.581997,16.345634
-22.629969,-22.967943,-23.306236,-23.732561,-24.158487,-24.077303,-23.995773
-75.885895,-76.121994,-76.357414,-75.60707,-74.857735,-74.60621,-74.35587
-3.1143088,-3.3357577,-3.5579839,-4.3537946,-5.1490793,-5.29186,-5.4342923
51.886063,51.81385,51.742462,51.444283,51.14656,50.803307,50.460064
33.45241,33.615505,33.778294,33.643055,33.508694,33.73483,33.962494
10.829602,11.064288,11.298304,11.481361,11.663755,11.687816,11.7113495
31.761776,31.586613,31.411627,31.304605,31.197378,31.012775,30.827919
-7.2785277,-7.3220725,-7.3659234,-7.0014358,-6.637785,-5.777059,-4.9146233
-2.465675,-2.831528,-3.199031,-4.1694064,-5.1408896,-5.253781,-5.365669
95.059395,95.01796,94.97701,94.95756,94.93863,95.08294,95.22677
-8.954294,-9.005856,-9.057644,-8.904563,-8.752541,-8.719713,-8.687326
133.00226,132.93845,132.87416,132.3126,131.75056,131.05249,130.3538
-25.69972,-25.167229,-24.633902,-24.78199,-24.929344,-24.855545,-24.781351
-44.076733,-44.023678,-43.97154,-43.253178,-42.536716,-42.4147,-42.29396
-53.45409,-54.28105,-55.106495,-55.630444,-56.154827,-56.725983,-57.298363
-59.233887,-58.909504,-58.583946,-58.168465,-57.753624,-57.795746,-57.83777
0.8161352,1.0033319,1.1904905,1.8419206,2.4943597,2.7095487,2.9240816
-62.73574,-62.66075,-62.58345,-62.20754,-61.833252,-62.415596,-62.998245
13.928946,13.88545,13.840393,12.548444,11.256106,10.973177,10.691002
7.2064457,6.796482,6.386509,7.1566906,7.927492,8.305574,8.683971
8.489263,7.854553,7.218569,7.2619514,7.3069096,7.097804,6.8897076
25.361511,25.55784,25.755976,25.659367,25.564545,25.707785,25.85129
-4.524293,-5.172007,-5.818787,-5.56228,-5.305729,-5.2258096,-5.144287
-64.4906,-64.732544,-64.975204,-64.35475,-63.73495,-63.757668,-63.781742
-55.972805,-55.682976,-55.39357,-54.82799,-54.26169,-54.199257,-54.134823
37.030327,37.28435,37.5382,37.128914,36.71829,36.156185,35.591373
-47.825287,-48.431232,-49.038567,-49.17352,-49.308983,-49.243248,-49.178444
-32.196667,-32.367718,-32.53883,-32.90344,-33.268833,-33.11668,-32.962498
3.9671268,3.8086395,3.652093,4.2805853,4.90948,5.13898,5.3686767
-6.2641783,-5.591918,-4.917755,-4.2977624,-3.6792307,-3.0769958,-2.4726143
-51.09459,-51.155037,-51.215057,-51.32164,-51.427555,-51.561916,-51.694622
25.872477,25.325504,24.778687,24.437338,24.096622,23.791893,23.488289
-61.71326,-61.233723,-60.75581,-60.40589,-60.055634,-59.769623,-59.483868
11.629861,11.004396,10.379919,10.706668,11.034602,11.5499325,12.065822
38.997604,38.91521,38.833954,38.671516,38.509117,38.278614,38.04589
-6.5249743,-6.398211,-6.2739315,-5.625525,-4.978436,-4.855782,-4.7314954
-58.339546,-58.56607,-58.792107,-58.350246,-57.908802,-57.790646,-57.67369
10.998718,10.562285,10.123369,9.6091175,9.095259,8.725325,8.355347
-59.86302,-59.882153,-59.902256,-59.958927,-60.016598,-60.422504,-60.82992
-45.353855,-45.481483,-45.60891,-44.942432,-44.27568,-44.407257,-44.536633
-42.961563,-43.056595,-43.151733,-43.53689,-43.9215,-43.94874,-43.97472
-0.115649514,0.3145749,0.7453229,0.7793214,0.8123509,0.27341813,-0.26564914
67.61434,67.54191,67.46902,67.76591,68.063484,67.87144,67.67965
-29.22915,-29.24479,-29.260397,-29.215096,-29.170538,-28.792772,-28.415648
-95.91929,-95.53572,-95.152794,-95.17637,-95.199776,-95.06135,-94.92458
5.0602074,4.8259325,4.5923777,4.0826387,3.571757,3.7204468,3.8683708
19.53883,19.027767,18.517069,18.441133,18.365313,18.600124,18.835485
104.26607,104.19274,104.119995,103.93727,103.755905,104.23776,104.72067
57.19362,56.33685,55.47896,55.12662,54.77445,54.010593,53.24555
-11.60393,-11.690657,-11.777638,-11.736755,-11.694808,-11.721257,-11.748717
-14.678909,-14.781174,-14.881869,-15.123798,-15.36607,-15.116147,-14.866642
-16.380022,-16.013666,-15.647031,-15.2211485,-14.795241,-14.5933695,-14.391325
-58.97702,-58.901794,-58.82711,-58.03991,-57.25438,-56.44092,-55.627495
-17.562677,-17.59336,-17.623907,-18.526993,-19.43094,-20.179312,-20.927328
-17.554426,-17.009874,-16.464617,-16.375763,-16.286894,-16.108664,-15.929245
-13.887581,-14.173,-14.457087,-14.200436,-13.9442215,-13.959916,-13.975897
83.62239,83.40582,83.18945,82.760315,82.33064,82.4238,82.514694
1.0686136,1.1255308,1.1842276,1.8628546,2.5411994,2.9855754,3.4306667
36.313698,36.266243,36.21856,35.9919,35.765656,35.804977,35.844254
-26.857483,-26.901,-26.9443,-27.621319,-28.298395,-28.020575,-27.742315
-44.01753,-43.86305,-43.70966,-43.675396,-43.64271,-43.15003,-42.65646
61.057167,61.181213,61.305225,61.110672,60.917538,60.57039,60.22346
36.228886,36.02259,35.816284,36.042786,36.269165,35.78314,35.298008
-3.3215618,-2.6436787,-1.9663258,-1.0029755,-0.038780153,0.2291432,0.49780852
-8.45222,-8.603975,-8.75587,-9.590915,-10.426549,-9.814009,-9.199849
-42.791706,-42.61606,-42.44259,-42.01313,-41.583904,-41.50142,-41.419003
17.331333,17.08487,16.838722,17.145256,17.451752,17.292051,17.13257
-72.09264,-72.83404,-73.57551,-73.78559,-73.99623,-73.74456,-73.49532
22.02811,21.628792,21.229633,21.318096,21.407219,20.931757,20.457066
-25.997797,-25.64039,-25.284367,-25.265635,-25.246096,-25.425089,-25.603096
-60.868256,-60.61786,-60.367924,-60.718964,-61.06935,-60.974632,-60.87787
83.534485,83.185814,82.83805,82.593414,82.34927,82.694595,83.03972
29.38997,29.499208,29.607744,29.653383,29.699612,30.178358,30.657362
-57.281483,-57.312077,-57.342155,-56.35327,-55.36616,-54.720493,-54.074345
2.031062,1.642618,1.2541864,1.940026,2.627344,2.3469894,2.0646102
-43.175888,-42.63118,-42.085213,-41.980522,-41.878235,-41.5896,-41.300213
-93.77547,-94.18246,-94.589516,-95.631004,-96.675095,-96.28869,-95.902
7.729433,7.9672184,8.205234,8.178349,8.151502,9.051041,9.951451
-18.942862,-18.531158,-18.11938,-18.265812,-18.413294,-19.165724,-19.919022
47.151947,47.38987,47.627403,47.969517,48.31102,48.869995,49.42811
-38.39786,-38.65022,-38.903652,-39.28191,-39.659935,-39.80936,-39.96107
-9.383423,-8.860316,-8.338148,-7.557311,-6.7779217,-6.5787444,-6.3796444
-17.002026,-16.99908,-16.9953,-17.338299,-17.681952,-17.718613,-17.754526
37.579716,37.403248,37.22868,37.898663,38.57002,38.077682,37.58592
-22.715717,-23.143461,-23.569885,-23.855501,-24.142447,-23.658524,-23.172997
46.618412,46.401974,46.18567,46.432228,46.678295,46.17142,45.665897
39.24397,39.08653,38.929417,38.668873,38.408466,38.15538,37.904995
-24.261631,-23.92816,-23.59575,-23.413725,-23.23343,-22.489153,-21.744537
-64.28708,-64.334496,-64.3818,-64.28858,-64.19512,-64.37623,-64.55699
-6.983375,-7.17524,-7.3675814,-7.020636,-6.6740174,-6.533361,-6.3930626
-26.002165,-25.83895,-25.676653,-25.629473,-25.582853,-25.604721,-25.62615
-8.547538,-8.843551,-9.140395,-8.521544,-7.9015584,-8.361213,-8.820334
1.096643,1.5229297,1.9489074,2.0214381,2.0941806,2.118629,2.143825
-1.846898,-1.8989381,-1.9503897,-1.8930758,-1.8355149,-1.9545621,-2.073927
38.772743,38.585403,38.39727,37.563866,36.730618,36.270973,35.811474
107.56683,107.7228,107.87982,107.63456,107.38995,106.751366,106.11394
25.117022,24.9652,24.812578,24.394415,23.97695,23.70758,23.43915
21.73331,21.906914,22.079182,22.166492,22.253532,22.423126,22.592892
96.84794,96.76712,96.68492,96.85142,97.01859,96.79184,96.56586
-42.879543,-42.7617,-42.64246,-41.996056,-41.349487,-41.634186,-41.918613
-7.690801,-7.826753,-7.962915,-8.607363,-9.252354,-9.807882,-10.365002
-7.2101235,-7.299088,-7.3883886,-7.0640445,-6.7402797,-6.7903104,-6.8407745
21.686188,21.85183,22.018068,22.37949,22.741179,22.885927,23.031431
-5.7909226,-5.4463077,-5.1012397,-5.6768785,-6.251267,-6.22407,-6.1981378
72.49028,72.37017,72.248276,72.19101,72.1312,72.374535,72.61778
-25.681099,-26.231724,-26.781523,-26.540138,-26.298252,-26.543268,-26.788036
71.59497,71.94697,72.29785,71.850746,71.40448,70.92661,70.44791
-30.537325,-30.447721,-30.358694,-30.58128,-30.805323,-30.298569,-29.792366
53.15322,53.666798,54.17988,54.258324,54.336655,54.195942,54.056396
-41.666256,-41.79019,-41.915478,-41.932728,-41.950466,-41.86693,-41.782825
8.600534,8.49083,8.380964,8.460771,8.541468,8.210293,7.878904
-49.34636,-49.49071,-49.63581,-49.500107,-49.3655,-48.333336,-47.300568
22.287752,21.99586,21.70311,20.164705,18.62736,18.176754,17.726803
7.857553,7.7514777,7.646931,8.029493,8.412541,8.326113,8.237331
-69.0773,-69.295364,-69.51379,-70.38324,-71.25221,-71.328606,-71.40424
38.287117,37.954525,37.620747,36.873898,36.126568,36.302395,36.477386
13.15163,13.265439,13.378321,13.929673,14.481472,14.869694,15.255439
-65.53154,-65.74523,-65.95831,-66.49871,-67.040535,-66.74699,-66.45399
-44.23704,-43.918697,-43.60201,-43.13123,-42.660984,-42.259075,-41.85751
33.753395,33.647186,33.54194,33.377518,33.213005,33.171753,33.129578
27.36567,27.31737,27.267885,27.072262,26.878172,27.199732,27.522839
76.96128,76.94735,76.931694,76.40444,75.87762,75.6616,75.44387
-3.3096855,-3.143441,-2.9761722,-2.590039,-2.204892,-2.3642433,-2.5238807
-24.204855,-23.824018,-23.44415,-23.075918,-22.707293,-22.617323,-22.526628
55.773052,55.561466,55.34963,55.394337,55.439735,55.577854,55.716415
-41.069836,-41.077747,-41.085007,-41.550636,-42.017082,-42.284134,-42.55168
-27.658209,-27.165546,-26.672262,-26.619673,-26.565443,-26.401073,-26.237576
-38.53165,-37.982105,-37.43377,-37.131596,-36.83109,-36.370388,-35.90931
2.4198186,2.4377286,2.45594,2.7513692,3.0463483,3.1841314,3.3229158
-56.395355,-56.653168,-56.911537,-56.48661,-56.06201,-55.92608,-55.79076
-56.477245,-56.1826,-55.886894,-55.332657,-54.779343,-54.209576,-53.64121
-46.84926,-46.478584,-46.108643,-45.909378,-45.711617,-45.918976,-46.126354
-70.579994,-70.35425,-70.12841,-69.073235,-68.01964,-68.15993,-68.3018
-26.870167,-27.02188,-27.173653,-27.224245,-27.273819,-26.68718,-26.099373
18.20898,17.870075,17.532589,17.342745,17.15082,17.193806,17.237413
19.414574,19.450098,19.486044,19.209526,18.933764,18.737274,18.539448
-17.89906,-17.409632,-16.920029,-16.77863,-16.636759,-16.57436,-16.511663
9.274392,9.477642,9.680917,9.021422,8.361516,8.14001,7.9184375
-22.420362,-22.483004,-22.546608,-22.884306,-23.221548,-23.445257,-23.668093
43.46737,42.837357,42.207897,41.876923,41.545475,41.255505,40.96627
1.0131621,1.3908048,1.7690377,2.038855,2.3080745,2.3902068,2.4724755
-90.75698,-90.363,-89.96879,-89.83535,-89.70359,-90.03293,-90.363014
-11.872385,-11.650307,-11.428794,-11.586445,-11.743902,-11.869409,-11.994456
-32.808887,-32.885273,-32.960907,-32.235176,-31.51042,-31.413277,-31.315773
10.881885,10.570048,10.256921,9.89421,9.532672,9.63338,9.733247
42.71076,42.31472,41.918556,41.310783,40.705475,40.41014,40.11631
-67.74259,-67.79841,-67.854866,-67.353714,-66.85423,-66.35526,-65.85567
2.3595731,3.082361,3.805082,3.7129953,3.620485,3.4409788,3.2622678
83.25356,82.97901,82.704,82.32478,81.94696,81.62787,81.30985
25.400318,25.842861,26.28444,26.839172,27.394188,27.472103,27.548939
63.683075,63.538445,63.394627,63.69642,63.997864,63.370483,62.742638
28.352974,28.608086,28.861643,28.422222,27.982885,28.015335,28.048824
28.81547,28.987696,29.159655,28.956806,28.753902,28.263025,27.772547
-9.419848,-9.497109,-9.574879,-9.376534,-9.179009,-9.323304,-9.468648
-13.104293,-12.91616,-12.729795,-12.952873,-13.176499,-13.421869,-13.668231
50.893192,51.0007,51.106888,51.618557,52.132114,52.03285,51.93494
70.35675,70.44292,70.530205,71.15147,71.7733,71.96697,72.16206
-55.954803,-55.88045,-55.806217,-56.086334,-56.366837,-56.110985,-55.85542
4.2581224,4.201495,4.1442194,3.6027615,3.061638,3.3442013,3.6256735
-14.156422,-13.739901,-13.324713,-13.275194,-13.227903,-13.073536,-12.917964
-36.947544,-36.748314,-36.547153,-35.797802,-35.047413,-34.634876,-34.22408
-17.367474,-17.537306,-17.70839,-17.820236,-17.933,-17.59976,-17.265476
-72.89545,-72.72873,-72.56163,-72.676796,-72.79343,-72.34071,-71.88776
-50.97984,-50.956387,-50.93321,-51.12221,-51.311893,-50.95867,-50.605938
-105.009544,-105.05896,-105.108406,-104.76626,-104.42562,-104.411644,-104.39974
25.036348,24.638361,24.240759,23.884363,23.529778,23.131315,22.732801
