2014 SVI Disability Encoding,2015 SVI Disability Encoding,2016 SVI Disability Encoding,2017 SVI Disability Encoding,2018 SVI Disability Encoding,2019 SVI Disability Encoding,2020 SVI Disability Encoding
-23.484344,-23.852146,-24.194174,-23.818031,-23.44308,-22.68644,-21.929447
70.24642,70.76745,71.33078,72.46137,73.59121,73.05837,72.52468
-47.163437,-47.26769,-47.51421,-48.05221,-48.589787,-48.86583,-49.14017
-23.760153,-23.815418,-23.926924,-23.776766,-23.627203,-23.554653,-23.481888
-4.237572,-4.578201,-4.873897,-3.1426923,-1.4122751,-0.72881484,-0.044984575
32.498234,33.023243,33.468086,32.91786,32.366993,31.458641,30.550575
42.558914,42.933914,43.386986,42.390236,41.39279,41.130585,40.869324
21.506842,21.716837,22.073387,22.161709,22.249708,21.950256,21.65082
21.469677,20.834803,20.294252,20.781206,21.26869,21.06338,20.85842
-40.4755,-40.792183,-41.10225,-41.89451,-42.686203,-42.196823,-41.706776
6.460199,6.79337,7.202641,7.322307,7.44266,7.5066714,7.571062
34.09934,34.43587,34.58657,34.20213,33.817833,33.73407,33.651333
4.7146654,4.3017893,3.818406,3.0623655,2.3062181,2.722601,3.1398191
-44.046295,-44.421234,-44.898193,-45.92318,-46.94749,-47.319176,-47.691216
-10.403263,-9.494499,-8.460003,-7.5793953,-6.6985273,-6.728283,-6.7584896
-11.623361,-11.882034,-11.97829,-12.453991,-12.930406,-12.860709,-12.789616
27.534761,27.331573,27.207226,27.756304,28.30564,27.674034,27.042685
-89.54955,-89.274124,-88.99745,-88.461845,-87.92823,-86.57911,-85.23018
-74.147446,-74.77077,-75.39664,-74.93951,-74.482574,-73.57223,-72.664665
-44.068893,-43.54875,-43.09556,-41.88895,-40.6823,-40.365585,-40.050632
23.322872,23.203579,23.132996,22.900131,22.667675,21.898647,21.129616
-38.52208,-39.605907,-40.523537,-40.494205,-40.4645,-39.962128,-39.460148
-33.10657,-33.370537,-33.56293,-35.71036,-37.85744,-39.73801,-41.61901
56.96637,57.84333,58.56434,58.83272,59.102516,57.297737,55.492546
-24.018888,-23.322992,-22.644045,-21.821154,-20.998882,-20.3299,-19.661177
-15.520866,-15.73402,-15.932183,-15.8474045,-15.761301,-16.76599,-17.770983
-103.88907,-104.7268,-105.67364,-105.48305,-105.293045,-104.8129,-104.33459
-73.409325,-73.547775,-73.64067,-74.882484,-76.12511,-75.8142,-75.504524
-25.382177,-24.578995,-23.593388,-23.01125,-22.429434,-21.799751,-21.169954
8.350802,7.6732497,7.015638,6.3117127,5.6070657,6.173343,6.7395234
34.07168,33.638702,33.24419,32.182114,31.119368,31.085215,31.051926
-63.948097,-64.725784,-65.43058,-65.8422,-66.25472,-65.98986,-65.72698
11.063129,10.512065,10.043859,9.593043,9.140572,8.668101,8.198345
14.795843,16.208158,17.649324,17.33454,17.021694,16.68777,16.352665
-67.974464,-66.754036,-65.47847,-64.477974,-63.477165,-64.288506,-65.09913
-15.444507,-15.108918,-14.684519,-15.600654,-16.515398,-17.118937,-17.72156
62.121593,63.46097,64.87576,65.95169,67.02733,66.099335,65.171295
2.8593264,3.4072123,3.9450035,5.904379,7.8653727,8.359005,8.853139
-22.197945,-22.675049,-23.076311,-22.235062,-21.394356,-21.962997,-22.531967
-18.028692,-18.397345,-18.769371,-17.757755,-16.74567,-16.25595,-15.767478
19.070288,19.242195,19.504948,19.497875,19.489288,19.519596,19.550018
58.23237,58.60268,59.015312,60.529144,62.04376,61.721455,61.39866
5.215815,3.6354816,2.1223047,0.43532538,-1.2504036,-1.1949217,-1.1387341
-53.11741,-54.33271,-55.47622,-53.710335,-51.945538,-50.649933,-49.355194
-29.799606,-29.698574,-29.571678,-28.961151,-28.350008,-28.741673,-29.133911
-7.081424,-7.051885,-6.9602294,-7.1684604,-7.377746,-7.463013,-7.5461583
-19.345959,-19.118912,-18.927355,-18.123268,-17.319187,-15.8981495,-14.475201
57.54548,58.489086,59.547882,62.05472,64.56409,64.89365,65.22366
-13.489903,-13.556074,-13.5101,-13.098289,-12.687098,-11.561831,-10.437171
-5.6115365,-4.090384,-2.4617121,-3.0749,-3.6881125,-3.9276793,-4.165215
-2.265637,-2.144773,-1.9412857,-1.8300952,-1.7202255,-1.9608496,-2.2023373
49.49788,49.050205,48.709404,48.451984,48.19563,47.69315,47.192265
-21.812151,-22.012732,-22.160923,-22.808493,-23.45724,-22.75958,-22.062582
-86.826164,-88.09168,-89.47205,-89.4296,-89.38694,-87.82339,-86.26231
2.4195979,2.2497137,1.918892,1.3141729,0.71000975,0.59204406,0.47468153
-4.2061586,-4.8231945,-5.3159685,-5.591915,-5.868923,-5.5021257,-5.137442
-5.381187,-5.4633822,-5.7065997,-5.072696,-4.440433,-4.948196,-5.4588046
-3.2923632,-4.5088663,-5.7119713,-5.6702514,-5.6273923,-4.9895887,-4.351287
80.59219,80.99547,81.39554,81.770584,82.14612,82.444756,82.74376
0.9361004,0.28102154,-0.35604435,-0.2243324,-0.09202917,0.2807259,0.6513714
50.81735,51.855156,52.99225,52.21349,51.43339,50.448986,49.46731
-39.92029,-41.211197,-42.36242,-41.913574,-41.46561,-40.09396,-38.722057
-15.71413,-16.792433,-17.760395,-19.257202,-20.754517,-21.350918,-21.946297
-22.66443,-22.3389,-21.846493,-20.504831,-19.162941,-17.00954,-14.85598
-46.944897,-47.172653,-47.500977,-47.426414,-47.35191,-47.499184,-47.646523
13.962253,14.693902,15.268378,14.252397,13.235876,12.761529,12.287206
-41.863644,-41.982895,-42.153477,-43.149746,-44.145454,-43.764706,-43.383057
87.82044,88.191216,88.5514,88.332,88.1123,88.06376,88.014565
-45.996693,-47.075752,-48.11127,-47.122974,-46.1332,-45.247433,-44.3604
-81.065445,-81.66002,-82.25072,-81.913055,-81.57924,-80.08187,-78.58411
-33.099636,-32.702137,-32.324234,-29.8898,-27.45569,-27.333532,-27.209846
-22.253277,-21.78373,-21.445541,-19.437819,-17.4305,-16.779634,-16.125284
6.6941767,5.7816916,4.947373,4.0190353,3.0909686,3.8266592,4.5634212
42.607246,43.64028,44.528786,45.948715,47.370827,47.16386,46.958534
-12.076131,-12.575081,-13.087164,-12.529563,-11.971217,-10.745334,-9.518973
22.836002,23.0103,23.166428,22.986448,22.806812,23.961578,25.116396
-46.71296,-47.27324,-47.897865,-48.18795,-48.478764,-48.051548,-47.62275
-17.447065,-18.098185,-18.752249,-19.234713,-19.715853,-20.081396,-20.447842
-5.2772207,-4.474923,-3.7482502,-3.8527863,-3.9563582,-4.090329,-4.2247458
45.79995,46.492653,47.108246,45.17878,43.249268,43.275116,43.300365
-50.84293,-50.626312,-50.439148,-48.932022,-47.42589,-46.036865,-44.647236
-3.3710983,-4.2024984,-5.0782175,-4.837062,-4.5963564,-3.726054,-2.8551586
-36.10434,-35.802845,-35.489574,-36.052998,-36.61514,-37.830914,-39.048237
-49.644314,-49.84808,-50.00852,-50.403168,-50.79846,-49.99896,-49.198627
61.042683,61.28169,61.480648,60.58823,59.69627,59.082897,58.470745
37.572655,37.80754,37.945618,36.97266,35.999424,34.540276,33.083073
-15.612196,-14.403685,-13.124921,-14.115729,-15.107998,-16.28097,-17.451843
14.617226,14.165181,13.7329,13.2165985,12.6995535,13.52096,14.343235
19.034489,19.732151,20.543394,19.062424,17.582458,16.576597,15.571659
19.743309,20.158472,20.593533,21.001808,21.40971,20.625195,19.840607
18.405485,18.999287,19.657469,20.020906,20.386024,20.969908,21.55469
29.810337,30.088911,30.301638,29.677954,29.05408,29.263807,29.473213
2.5356038,3.0089257,3.4657414,3.107629,2.747352,2.304124,1.8608218
-4.317189,-4.7528944,-5.0707674,-5.2469797,-5.4220457,-5.6831293,-5.943267
-20.717873,-20.22708,-19.833487,-19.762888,-19.691221,-19.875763,-20.062222
0.51425546,1.2261105,1.9183979,1.949729,1.9811468,2.0785627,2.1765356
35.88086,35.436287,35.10708,35.028404,34.946884,35.20052,35.453594
2.6805596,2.4733129,2.1294827,1.6003834,1.0707318,1.1203076,1.1702868
-11.585191,-11.67721,-11.784543,-11.75019,-11.7177,-11.904232,-12.090876
-5.6141357,-6.351721,-7.10851,-7.995822,-8.883535,-9.338487,-9.792893
8.04927,8.974294,9.837133,9.435301,9.033521,8.80206,8.570271
-16.759153,-16.198574,-15.524986,-15.967203,-16.410025,-16.436907,-16.460833
8.29226,8.217175,8.210208,8.09486,7.977989,9.104869,10.232082
-53.9231,-54.39768,-54.86656,-54.372982,-53.878407,-52.90765,-51.937153
-47.899696,-49.64096,-51.40607,-50.154003,-48.901764,-49.227882,-49.556164
