2014 SVI Group Quarters Encoding,2015 SVI Group Quarters Encoding,2016 SVI Group Quarters Encoding,2017 SVI Group Quarters Encoding,2018 SVI Group Quarters Encoding,2019 SVI Group Quarters Encoding,2020 SVI Group Quarters Encoding
92.963455,93.90196,94.83965,94.40245,93.96343,94.29361,94.6239
2.2857888,1.5716422,0.85735637,0.33864623,-0.1790902,-0.22865742,-0.27880543
-63.22382,-63.564785,-63.90479,-62.958977,-62.01054,-61.730274,-61.450977
-19.614702,-20.163908,-20.712864,-20.6064,-20.500729,-20.026129,-19.552502
65.8802,66.10932,66.33858,65.8587,65.37917,65.167404,64.95747
14.488815,14.175706,13.862167,13.657485,13.452428,13.223167,12.99348
86.09445,85.82377,85.55268,84.932076,84.31195,84.51278,84.71284
-32.030754,-31.196678,-30.362656,-29.96299,-29.564304,-29.37284,-29.181578
37.25009,37.440193,37.63024,37.81626,38.00211,37.928192,37.853554
-15.619237,-15.916872,-16.216936,-16.101618,-15.986526,-15.91084,-15.834614
10.197572,9.942026,9.687399,9.266577,8.845979,8.714052,8.582302
47.6553,48.03973,48.423275,48.25809,48.092926,47.944378,47.7981
60.470585,60.615013,60.759384,60.53081,60.302265,59.86929,59.436363
-5.7902527,-6.1777105,-6.5649643,-6.0110784,-5.458391,-5.344852,-5.232718
-72.39987,-72.90246,-73.40571,-73.112564,-72.821014,-73.01013,-73.1995
-38.928913,-38.98779,-39.04867,-38.89286,-38.735752,-38.761353,-38.789284
31.465498,31.75985,32.054356,31.653728,31.253529,31.296707,31.340633
-27.213524,-27.57323,-27.932953,-28.039307,-28.147749,-28.174004,-28.201048
66.14883,66.82692,67.50465,66.72114,65.93701,66.038994,66.14283
-23.925512,-24.227942,-24.53195,-24.446505,-24.361506,-24.236162,-24.111055
-30.313585,-30.195759,-30.079468,-29.832602,-29.586023,-29.751999,-29.917091
-41.26619,-42.157722,-43.050987,-42.495586,-41.94043,-41.754463,-41.56843
14.871773,15.427787,15.984325,16.732601,17.47983,17.986584,18.490093
94.07168,94.65184,95.231445,94.93262,94.632706,94.93997,95.248474
62.46761,62.345383,62.22303,62.072655,61.922173,62.364338,62.804405
-18.722364,-19.08521,-19.448019,-19.380365,-19.313612,-19.332174,-19.35195
-68.746124,-69.54661,-70.34832,-69.662224,-68.97577,-68.98254,-68.987816
-23.127014,-23.502666,-23.879168,-23.576536,-23.273502,-23.473795,-23.675428
2.0813093,2.0864582,2.0910988,1.9955645,1.8994112,1.6725435,1.4458237
15.572254,15.797158,16.021126,16.166965,16.312002,16.35576,16.39804
-111.358246,-111.70044,-112.045296,-111.34758,-110.65115,-110.53941,-110.43058
13.463852,13.409021,13.353968,12.889875,12.426264,12.66243,12.89953
53.799633,54.17309,54.546284,54.63229,54.718464,54.953922,55.188305
15.922501,15.431957,14.940908,14.38103,13.82155,13.649261,13.478271
15.346013,15.552298,15.759879,15.4348755,15.108474,14.986472,14.863121
-11.547613,-11.458628,-11.371611,-11.7771845,-12.183804,-12.144104,-12.102356
-73.21692,-73.37353,-73.52969,-72.442245,-71.354355,-71.226814,-71.100845
11.678221,12.285801,12.893301,12.704506,12.514568,12.702065,12.88829
71.182365,71.12728,71.0739,70.35769,69.64131,69.69281,69.7464
0.37970656,0.58792037,0.7971508,0.716531,0.6344959,0.9718239,1.3082076
3.3354478,3.0984607,2.8606477,2.975122,3.0892782,3.0387912,2.9875946
-24.001896,-24.57555,-25.148632,-25.350975,-25.55119,-25.557043,-25.562174
8.243721,8.151577,8.060815,7.3398743,6.618835,6.2376533,5.8575487
-57.49218,-57.644333,-57.796764,-57.694942,-57.592804,-57.126118,-56.658398
-61.502502,-61.12542,-60.749462,-59.974884,-59.198868,-59.614697,-60.03028
-4.4399123,-4.0304136,-3.6208365,-3.5137365,-3.4075806,-3.3713439,-3.3331254
66.13939,66.68142,67.22383,67.19343,67.16343,67.13397,67.10454
-12.684649,-12.565675,-12.447797,-11.813561,-11.179505,-11.301057,-11.423152
36.344868,35.985302,35.624413,35.282818,34.941177,35.047962,35.155098
12.291097,12.358806,12.426736,12.47708,12.527398,12.334098,12.139972
-10.687141,-10.648977,-10.612448,-10.215436,-9.817914,-9.522156,-9.224825
-49.750843,-50.048447,-50.34605,-50.09813,-49.848854,-49.45082,-49.054913
42.292747,42.0405,41.78742,41.95995,42.13256,42.078056,42.024555
20.589615,20.371256,20.152388,19.735922,19.320591,19.101725,18.882555
16.834822,16.528887,16.223833,15.477275,14.729792,14.198645,13.670799
43.20726,43.15596,43.105225,43.04211,42.978123,43.049583,43.120926
-1.5930221,-1.4314468,-1.2694175,-1.0096824,-0.75050235,-0.48513868,-0.22112349
-61.126057,-61.353283,-61.58095,-60.71867,-59.857372,-59.62906,-59.401203
2.2131486,1.8753647,1.5367254,0.92678297,0.31625307,0.48204553,0.64899385
28.376095,28.383545,28.389973,27.999401,27.607092,27.153603,26.70134
13.522647,13.451746,13.379606,13.289994,13.201129,13.23581,13.271773
59.296295,59.06792,58.841522,57.921192,57.000343,56.994884,56.989555
-41.852665,-43.045544,-44.23865,-44.52281,-44.807804,-44.98547,-45.163044
9.7549715,10.013003,10.273628,9.870242,9.467757,9.378932,9.291434
102.83308,103.195656,103.55979,102.94451,102.328964,102.47602,102.62382
42.509346,43.045624,43.582546,43.067993,42.554394,42.620975,42.68816
-2.5019424,-2.5595543,-2.6164486,-2.444955,-2.2724893,-2.0130694,-1.7554119
8.293383,8.006748,7.719652,7.9975348,8.276013,8.209836,8.143542
-79.21703,-79.63845,-80.0605,-79.60232,-79.14268,-79.20637,-79.271545
1.0450486,0.84338224,0.64215887,0.55685604,0.47324884,0.39537036,0.31912792
37.174797,37.971306,38.769592,38.573875,38.37723,38.60486,38.83032
-3.7824235,-4.172213,-4.5602965,-4.974801,-5.3889723,-5.2593255,-5.1313877
-41.076084,-40.441036,-39.806885,-39.000084,-38.19297,-38.486908,-38.78295
-1.8301839,-2.2446012,-2.660026,-3.0206485,-3.3825474,-3.1286035,-2.8741722
73.264175,73.22912,73.19352,72.42754,71.66174,71.98049,72.29838
73.10375,72.83511,72.56679,71.68736,70.8089,70.24037,69.67379
61.91794,61.931156,61.944557,61.324467,60.70445,60.69089,60.679585
-4.705796,-4.596296,-4.4861836,-4.593021,-4.7002482,-4.5931163,-4.4877257
7.6500263,8.275366,8.899729,8.868142,8.836119,8.669495,8.503992
90.2929,90.842705,91.3925,90.71292,90.034706,90.14005,90.24726
-46.751656,-47.275093,-47.797977,-47.594093,-47.391533,-47.23941,-47.088326
-19.987312,-20.644606,-21.302515,-21.119322,-20.936205,-20.826035,-20.717596
41.632717,42.051346,42.469837,42.392487,42.31557,42.50671,42.697445
1.6169809,1.8468302,2.0773826,2.1278942,2.1782827,2.228264,2.2779126
21.993988,21.8647,21.735315,21.11656,20.498436,20.574198,20.649576
33.370888,33.53711,33.704735,33.120296,32.53404,32.50944,32.483635
43.780422,44.421158,45.06055,44.820034,44.577583,44.436825,44.295197
34.64218,34.607468,34.572258,34.63202,34.6939,34.678223,34.66102
-63.48468,-63.45025,-63.41545,-63.15107,-62.888824,-62.952225,-63.01648
-2.7600174,-3.1298761,-3.5016403,-2.9891663,-2.4774656,-1.7855997,-1.0943909
6.978793,8.187525,9.397757,9.917363,10.435943,10.700587,10.9648485
17.00329,17.170237,17.3376,17.30022,17.26292,17.302883,17.342201
-88.91787,-89.3365,-89.75521,-88.765015,-87.77431,-88.04338,-88.31404
-34.406673,-35.134247,-35.862896,-36.230747,-36.60015,-37.124077,-37.648243
87.604996,87.47805,87.34856,86.592834,85.837456,85.30868,84.779205
81.82258,82.178215,82.53381,81.453896,80.373184,80.2053,80.03751
-0.3611393,-0.54703045,-0.73362255,-0.14535141,0.44193935,0.3725853,0.30072212
46.129658,46.314514,46.499912,45.796417,45.093994,44.96174,44.828293
10.974691,10.829333,10.682986,11.248218,11.811705,12.25369,12.698254
20.09538,20.358637,20.619556,20.114614,19.609509,19.066477,18.522993
-19.783442,-19.971087,-20.159895,-20.242472,-20.326601,-20.922806,-21.51862
-100.48767,-100.14869,-99.810455,-99.05431,-98.29808,-98.3242,-98.35249
8.567165,8.52826,8.489007,8.725304,8.961641,9.115579,9.268517
-21.585056,-22.330053,-23.074707,-23.01714,-22.958712,-23.237118,-23.51616
-111.24366,-111.88451,-112.52611,-111.257095,-109.9888,-109.828255,-109.66708
-68.190765,-68.729546,-69.26838,-68.72848,-68.18828,-68.10878,-68.030716
32.346954,32.937943,33.52787,33.545803,33.56427,34.029236,34.49455
-71.97045,-72.336754,-72.70277,-72.41423,-72.12713,-72.70429,-73.28442
19.054905,20.011505,20.967768,21.478815,21.988972,22.256983,22.523697
70.3362,70.24751,70.16019,69.62443,69.08739,68.66852,68.24814
-2.4399545,-1.553347,-0.66708744,-0.54247844,-0.41798958,-0.09512077,0.2272078
-41.65939,-41.891956,-42.126186,-42.15674,-42.18749,-42.413494,-42.64088
15.235292,14.470424,13.705421,13.013197,12.321806,12.110583,11.901539
-4.7182536,-4.356842,-3.9944615,-3.1314526,-2.2686634,-2.3064213,-2.344821
34.3319,33.946083,33.559933,33.01303,32.46733,32.621513,32.777615
-76.48053,-76.55668,-76.633736,-75.57048,-74.50781,-74.03447,-73.56053
15.119939,15.903604,16.686409,17.122622,17.55791,17.819685,18.079762
-33.051273,-33.884083,-34.717934,-34.92058,-35.123955,-35.22312,-35.321766
-33.459522,-34.107384,-34.75469,-34.70042,-34.64671,-34.27484,-33.90397
-68.63415,-68.24846,-67.86265,-66.741425,-65.62031,-65.55254,-65.48528
47.507904,47.647102,47.786358,47.141865,46.496815,46.691566,46.88513
-51.502056,-51.723167,-51.94411,-51.617805,-51.290573,-51.713005,-52.13548
80.03255,80.54487,81.05899,80.38679,79.71493,79.33822,78.96145
16.41776,16.899797,17.381495,17.731598,18.07988,18.474205,18.868677
50.12731,50.700798,51.274235,50.647484,50.02029,49.83817,49.656837
46.024506,46.571186,47.11778,46.66433,46.210693,46.445305,46.680428
-23.26921,-22.791208,-22.312504,-22.310154,-22.305836,-22.476881,-22.647144
48.049694,48.224255,48.39876,47.912777,47.427647,47.41029,47.393932
-61.661858,-62.304386,-62.949543,-62.48125,-62.013897,-62.14854,-62.2835
-30.868958,-31.409794,-31.95163,-32.071144,-32.191452,-32.095543,-32.0013
28.969315,29.318325,29.66792,29.133446,28.598806,28.415142,28.231838
-14.419219,-14.3824625,-14.343182,-14.25989,-14.17475,-14.492865,-14.809815
82.35234,82.65462,82.9568,82.14331,81.328445,80.734604,80.14432
3.1619627,2.8726523,2.5828183,1.8045706,1.0273432,0.57300216,0.12023291
4.3289695,4.2148733,4.1022935,4.329977,4.5571575,4.6640143,4.769019
-1.2601845,-0.8481729,-0.4363935,-0.06443381,0.30709434,0.36503816,0.42100883
67.53742,67.527885,67.51923,66.82855,66.13548,65.789116,65.44375
6.3478794,6.1389484,5.9293995,6.057535,6.1853447,6.1667957,6.1466866
-34.806396,-35.22341,-35.64048,-35.220768,-34.801964,-34.492577,-34.18525
90.592064,90.970634,91.349915,90.483284,89.616035,89.008194,88.4023
-10.812141,-10.595825,-10.379555,-10.166045,-9.952932,-9.706715,-9.461874
45.474316,45.34954,45.223812,44.572765,43.921055,44.008083,44.094463
37.683826,37.37753,37.071007,36.28676,35.50353,35.240746,34.978893
-18.020788,-18.82819,-19.63592,-19.671072,-19.704494,-19.768944,-19.833284
19.75158,19.696001,19.641233,19.360382,19.079632,19.070799,19.06196
36.28915,36.319912,36.350346,36.0729,35.79589,35.726875,35.657253
-67.49327,-67.23351,-66.97331,-66.27593,-65.576904,-65.62009,-65.665825
41.832333,41.482483,41.13295,40.884087,40.633762,39.8201,39.005524
-6.447559,-6.662606,-6.875381,-6.5991874,-6.322024,-6.499328,-6.6759973
-9.051522,-8.750199,-8.449554,-8.341479,-8.234754,-8.265641,-8.297297
-6.041529,-6.820317,-7.598224,-8.077012,-8.556851,-8.537563,-8.518511
3.9171824,4.630933,5.3438463,5.9342585,6.525199,6.58472,6.6441708
13.6002445,13.104104,12.608819,12.313121,12.016366,12.235603,12.457572
-23.933506,-23.853567,-23.776152,-22.61102,-21.44366,-20.985857,-20.526918
12.106793,11.656096,11.203807,11.348265,11.493953,11.858191,12.223312
-13.43339,-13.286482,-13.1391535,-13.324497,-13.51063,-13.605043,-13.699802
9.578265,10.216298,10.856485,10.9394455,11.022184,10.9582,10.89728
-71.173775,-71.86246,-72.55229,-71.931885,-71.311516,-71.246544,-71.18173
-9.826298,-9.975995,-10.126459,-10.456534,-10.78637,-10.692821,-10.600158
9.744037,9.8668585,9.990665,9.772476,9.554095,9.501042,9.447418
-12.348666,-12.491771,-12.634841,-12.956466,-13.278413,-13.163089,-13.0492525
-45.28091,-44.900948,-44.519756,-44.031693,-43.5448,-43.605545,-43.666256
39.97729,40.45017,40.922916,40.12201,39.322174,39.048843,38.775505
95.61251,96.238884,96.86568,96.08001,95.295494,95.18596,95.07642
-65.01185,-65.64885,-66.28551,-65.65696,-65.02668,-64.924995,-64.82376
-33.1137,-33.90357,-34.695213,-34.716236,-34.735466,-34.460823,-34.18582
-73.76113,-74.565926,-75.37179,-75.21673,-75.06222,-75.19531,-75.32965
4.377074,4.5899982,4.8007193,4.4100194,4.0168986,3.9527013,3.8879583
-46.553074,-46.77822,-47.002556,-46.24427,-45.485092,-45.491425,-45.497448
5.2853055,5.7121825,6.1395965,6.1316876,6.1255593,6.1821275,6.238005
-52.307438,-51.625973,-50.94372,-50.282623,-49.62112,-49.68891,-49.75899
-41.975883,-42.38704,-42.797165,-42.061214,-41.323746,-41.237827,-41.152164
-52.410236,-52.99406,-53.5781,-53.447083,-53.3146,-53.562717,-53.80938
-39.539158,-39.22648,-38.914932,-38.422325,-37.93031,-38.335617,-38.742157
-20.707859,-20.005463,-19.30283,-19.06513,-18.827702,-18.73403,-18.640999
8.389002,8.238147,8.0873785,7.7941885,7.5004854,7.420647,7.341981
65.19774,65.87262,66.54838,66.31058,66.07249,66.21563,66.35928
20.435595,20.870014,21.302158,21.081005,20.858786,20.735357,20.61298
63.00507,63.581543,64.15743,63.522717,62.888165,62.63814,62.388065
92.42346,92.60051,92.77775,92.31217,91.846016,91.203316,90.55923
67.805275,68.20341,68.603455,68.18093,67.75861,67.5201,67.28368
-55.8979,-56.368366,-56.839027,-56.31108,-55.783176,-55.69253,-55.601543
-29.039549,-29.051682,-29.063848,-28.640383,-28.216988,-28.228514,-28.241062
-3.3764415,-2.644134,-1.9100622,-1.4784378,-1.0467237,-0.96320575,-0.8785357
-46.40376,-46.2188,-46.031742,-44.57276,-43.11148,-42.55061,-41.99134
66.81789,67.430305,68.04374,67.48606,66.92794,67.2286,67.527954
-42.00391,-41.48869,-40.97211,-40.420513,-39.869625,-39.1938,-38.518
-35.002342,-35.30742,-35.61225,-35.26504,-34.917137,-35.176594,-35.436867
0.6903192,0.6182295,0.5467583,0.8768827,1.206514,1.277495,1.3489281
-4.6944766,-4.344768,-3.994377,-3.1116712,-2.228689,-1.9821774,-1.7353016
-4.8901396,-5.2408686,-5.592188,-5.7840624,-5.974513,-6.139127,-6.305978
26.82679,26.34305,25.8607,25.08587,24.311367,24.253304,24.195364
56.31588,57.31828,58.320312,57.848576,57.37776,57.33934,57.301258
-61.629677,-61.184494,-60.739887,-59.782597,-58.824875,-58.532017,-58.239437
-35.584396,-35.813156,-36.040638,-35.418465,-34.79846,-34.870567,-34.94229
-117.653015,-118.48264,-119.31341,-118.39126,-117.46959,-117.345314,-117.221954
16.538094,17.016674,17.494894,17.654713,17.815012,17.753296,17.691881
-0.66539866,-0.89546686,-1.1234351,-1.2680713,-1.4119865,-1.5264465,-1.6395465
-20.970057,-20.830677,-20.691093,-20.186901,-19.682987,-19.778217,-19.870007
1.459354,1.7587181,2.0565429,1.9223562,1.7860199,2.0978456,2.408856
-1.1411419,-1.2206025,-1.3005486,-1.4245598,-1.5474701,-1.2924209,-1.0379896
-4.5104403,-4.7021036,-4.896013,-4.923091,-4.9499984,-5.2689548,-5.588944
-29.410074,-29.23121,-29.053188,-28.739689,-28.426533,-28.048761,-27.669859
-46.578484,-47.230186,-47.881443,-48.177433,-48.474342,-48.81872,-49.164913
42.43629,42.359093,42.280605,41.86374,41.447063,41.08636,40.72768
-79.709496,-80.91012,-82.110115,-81.60013,-81.08998,-81.51768,-81.94555
-104.42985,-105.205376,-105.98017,-105.5745,-105.16781,-105.64185,-106.116486
1.4100007,1.7122267,2.0132446,2.8900747,3.7667217,3.5840511,3.4004593
23.402315,23.744762,24.086384,24.334826,24.584894,24.50167,24.418293
33.552425,33.918877,34.284527,33.965305,33.645218,33.479275,33.314342
26.617302,25.786854,24.957611,24.103033,23.248201,22.663754,22.080452
7.76772,7.683913,7.6006393,6.76635,5.931586,5.7088223,5.486812
-58.995895,-59.736183,-60.4747,-59.68208,-58.889732,-58.94185,-58.994858
77.50658,77.02131,76.53674,75.76982,75.00271,75.12296,75.24503
-66.935974,-66.98927,-67.043015,-66.213394,-65.38409,-65.152466,-64.91959
-54.776863,-55.20357,-55.63082,-55.329426,-55.02766,-54.975124,-54.921764
28.796148,28.713133,28.62963,28.39892,28.16856,27.746027,27.323353
-26.817022,-27.111973,-27.405977,-27.246023,-27.085207,-27.563501,-28.043837
-47.682194,-48.130394,-48.577488,-48.031036,-47.485027,-47.23072,-46.978436
-45.903263,-45.750736,-45.59778,-45.08926,-44.579662,-44.794582,-45.009068
34.434082,33.954983,33.477997,33.334835,33.192646,33.14966,33.10718
24.00147,23.66587,23.330242,23.169518,23.008892,23.032204,23.056885
-36.409103,-37.177418,-37.94447,-37.516422,-37.08814,-37.30126,-37.511925
3.4210653,3.904611,4.3878145,4.6248713,4.861971,4.46281,4.061629
44.041313,44.04802,44.05477,43.66517,43.275097,43.5184,43.762615
-6.2946854,-5.6128864,-4.9307585,-4.837946,-4.7444,-4.3575916,-3.971636
7.653899,8.124281,8.596119,7.993209,7.3907504,7.535814,7.681607
6.664967,6.774863,6.8843274,7.481172,8.076623,8.192031,8.3057995
78.525894,78.471466,78.41603,78.00139,77.58754,77.138664,76.68948
1.4705528,0.8126539,0.15391767,-0.1480385,-0.45024168,-0.19842017,0.052898765
123.835266,123.602486,123.368614,122.38465,121.401436,121.17914,120.95902
38.855278,39.199455,39.54225,39.439575,39.335938,39.511986,39.68696
-18.025066,-17.722368,-17.418922,-17.662704,-17.904385,-18.087267,-18.271091
22.736763,23.172188,23.606903,23.444973,23.281225,23.008724,22.735218
-50.759586,-51.17228,-51.585876,-50.81112,-50.03696,-49.697876,-49.359325
22.66252,22.774298,22.886143,23.128986,23.371645,23.885231,24.400328
-4.7126327,-4.2864738,-3.859474,-4.017431,-4.1734366,-4.5811534,-4.9873996
12.459552,12.13533,11.810761,11.078931,10.346605,9.94755,9.549537
-19.956852,-20.060396,-20.163593,-20.317535,-20.472034,-20.141918,-19.811579
48.845497,48.481464,48.11911,47.359165,46.59971,46.190956,45.78195
-22.061058,-22.31573,-22.56978,-22.595247,-22.620533,-22.764618,-22.910254
50.57959,51.35308,52.125977,52.37848,52.62864,52.622356,52.61425
-1.1089576,-1.1215023,-1.134972,-1.0504287,-0.96382844,-1.1101354,-1.2559904
-31.131557,-31.827562,-32.522125,-32.481697,-32.441822,-32.772392,-33.10364
7.478471,7.759982,8.040858,8.180083,8.318585,8.138189,7.9563265
-26.990387,-27.446812,-27.900944,-27.563759,-27.224693,-27.050354,-26.874199
-8.072614,-7.677552,-7.2816424,-7.002609,-6.7241473,-7.0251546,-7.3250213
58.591423,59.31506,60.039604,59.4022,58.76491,58.768963,58.773228
-89.545494,-90.3587,-91.17375,-89.841034,-88.50779,-88.00581,-87.50629
-8.356712,-8.246832,-8.134775,-8.307941,-8.482122,-8.5439205,-8.605827
-40.562065,-40.270447,-39.978783,-39.32486,-38.67037,-38.7205,-38.771915
47.81141,48.061707,48.311123,48.053402,47.795986,47.562412,47.327972
31.444832,31.42248,31.400194,31.326208,31.2512,31.025019,30.800947
15.842396,16.41024,16.977495,16.85402,16.731644,16.679834,16.6273
33.39416,33.133034,32.872086,32.323505,31.773745,31.57211,31.37166
13.147999,12.401857,11.656047,11.539039,11.422938,11.237903,11.056089
102.2178,102.7041,103.1906,102.18404,101.17862,100.93588,100.696106
-61.118954,-60.723026,-60.328217,-59.362534,-58.396046,-58.371284,-58.346268
-71.893234,-71.94454,-71.99792,-71.18811,-70.378525,-70.11356,-69.850075
58.03642,57.8522,57.668766,56.77965,55.889225,55.328457,54.767925
-20.967567,-21.715939,-22.464539,-22.472263,-22.479696,-22.519001,-22.557907
97.322845,97.170074,97.017975,96.43561,95.85403,95.47514,95.09823
37.113827,36.863277,36.61274,36.119843,35.62649,35.349213,35.070087
-22.822926,-22.678568,-22.533392,-22.113903,-21.695261,-21.492111,-21.29051
128.9434,129.9135,130.88448,129.60365,128.32481,128.2243,128.12514
-76.8623,-77.29407,-77.725624,-77.02682,-76.328354,-75.84937,-75.37119
41.363297,41.502228,41.642673,41.10526,40.566742,40.492794,40.419266
63.07595,63.35782,63.64016,63.39958,63.159836,63.336136,63.513443
43.223507,43.722355,44.221172,44.139843,44.058105,43.750328,43.44258
-9.524653,-9.959431,-10.393886,-10.47725,-10.559937,-10.682013,-10.805519
-35.01576,-35.57515,-36.133896,-36.105816,-36.07848,-36.256615,-36.436348
-11.882914,-11.856954,-11.829504,-11.260219,-10.69022,-10.858357,-11.025645
3.9859462,4.023208,4.0601115,4.1630397,4.2660937,4.24287,4.2194476
45.196587,44.63636,44.076607,43.365326,42.654545,42.778587,42.90256
43.31574,44.684067,46.05317,46.191517,46.328636,46.68342,47.036587
-26.659607,-27.590794,-28.524115,-28.919733,-29.314775,-29.493347,-29.670082
9.465423,9.537989,9.610516,9.568917,9.5277195,9.540959,9.555867
13.602251,13.576528,13.551729,13.010572,12.470411,12.391593,12.313597
-7.9396887,-8.502446,-9.063056,-9.176117,-9.288774,-9.175273,-9.060779
10.529948,10.612497,10.695188,10.754094,10.813468,10.995372,11.178412
-32.84289,-33.10798,-33.37262,-33.04136,-32.709114,-32.672356,-32.63554
-70.56406,-71.068054,-71.57354,-70.9281,-70.28151,-69.99546,-69.71036
1.5498912,1.5676095,1.5858486,1.3523042,1.1175973,0.77708507,0.43737963
-62.49997,-62.601334,-62.703613,-61.742584,-60.780487,-60.722893,-60.66682
-24.643839,-24.745123,-24.84544,-24.692205,-24.537508,-24.817427,-25.096949
-8.473839,-8.194519,-7.9147506,-8.15904,-8.403435,-8.731958,-9.059996
28.155943,28.60572,29.057352,28.353523,27.648617,27.77855,27.908983
15.524813,15.062048,14.5991955,14.547788,14.49647,14.601963,14.70765
-21.098719,-20.249903,-19.401745,-18.66434,-17.92721,-17.56275,-17.198477
54.27424,55.183685,56.09379,56.019554,55.9461,55.986988,56.029476
86.99186,87.54401,88.094864,87.98705,87.879745,88.1716,88.46403
21.781172,21.598253,21.416344,21.18271,20.951654,20.419071,19.886889
8.536403,8.497538,8.457691,8.8341055,9.21051,9.171654,9.132131
-48.90437,-49.235733,-49.566837,-48.95528,-48.3437,-48.609184,-48.87526
3.6856549,3.7757838,3.8665154,3.8199923,3.7733347,4.068366,4.3642855
-22.357527,-23.033037,-23.708735,-23.695345,-23.681898,-24.312836,-24.941675
4.9986067,5.495219,5.9924355,6.2550783,6.5180616,5.4405684,4.3625355
5.193842,5.371484,5.5491457,5.9813185,6.4127626,6.861639,7.310322
7.2243056,7.8478084,8.472368,8.479779,8.486765,8.302929,8.119931
-78.21334,-78.54098,-78.86856,-77.7697,-76.67219,-76.35821,-76.04586
9.732982,10.157921,10.581771,10.822973,11.063266,11.733857,12.404879
54.22763,54.412422,54.598244,54.17449,53.752388,53.37093,52.990883
21.862478,21.960932,22.060509,22.079031,22.098242,22.285955,22.472837
-30.08288,-30.233484,-30.38479,-29.955742,-29.523855,-29.049345,-28.572226
11.516645,11.952744,12.388462,11.86171,11.334959,11.610937,11.887651
27.619886,27.956976,28.293896,27.849709,27.404417,26.779255,26.15539
-3.802149,-3.877681,-3.9514651,-3.7560296,-3.5621104,-3.4141543,-3.2663178
-31.277464,-31.285131,-31.290573,-30.750763,-30.211937,-30.440413,-30.668264
26.798527,27.238745,27.679459,27.945478,28.21145,28.426685,28.641186
21.717821,21.234077,20.750778,20.364159,19.977036,20.126598,20.27569
-2.6053908,-2.3469565,-2.087561,-2.2915194,-2.4950335,-2.2655146,-2.0360167
-37.35236,-38.04975,-38.74738,-38.669254,-38.58984,-38.773975,-38.957657
24.175621,24.094992,24.013885,23.2938,22.574371,22.447792,22.320555
-27.289,-27.262945,-27.238024,-27.092354,-26.945864,-26.396612,-25.847668
14.1308,14.522007,14.91361,14.6551075,14.398158,13.66318,12.927584
1.733894,1.7432925,1.7530028,1.9089218,2.0658526,2.345759,2.6261878
-39.024387,-39.032978,-39.038944,-38.265114,-37.489693,-37.340164,-37.190006
3.0463934,3.3609762,3.6763916,3.7883139,3.900138,4.2435646,4.5885143
52.699467,53.01219,53.3241,53.10165,52.877724,52.667908,52.45812
-38.25084,-38.44066,-38.63085,-38.28445,-37.937943,-37.726364,-37.51619
-24.649733,-24.270983,-23.892218,-23.471758,-23.049252,-22.49005,-21.932438
-13.823995,-14.110916,-14.399037,-14.509813,-14.620347,-14.573985,-14.528552
-28.9696,-28.252523,-27.5343,-27.703468,-27.870691,-28.555136,-29.238998
-0.51930666,-0.14995527,0.21815443,0.39502668,0.5703912,0.5670142,0.5632119
-20.02851,-20.03925,-20.050972,-20.470556,-20.890612,-20.82843,-20.767076
-126.46139,-126.443634,-126.42599,-124.55656,-122.68728,-122.49719,-122.310616
-72.11963,-72.19137,-72.26185,-72.0702,-71.8779,-71.65479,-71.43433
-1.3682641,-1.6286205,-1.8899835,-1.851879,-1.8147086,-2.233816,-2.6511405
46.902885,47.26433,47.626663,47.247154,46.86832,46.645218,46.42271
61.08272,60.8257,60.56781,60.194168,59.821033,59.948986,60.077957
-17.182907,-16.781336,-16.379618,-16.341429,-16.302176,-16.190554,-16.08067
18.988403,19.363842,19.740437,19.631683,19.52182,19.85916,20.19537
28.495485,28.03511,27.574362,28.34135,29.109978,29.438433,29.766115
1.0843213,1.4025166,1.7201359,1.9272702,2.1321461,2.2044156,2.2761738
-39.01483,-39.742302,-40.4685,-40.381203,-40.294384,-39.881214,-39.468445
-44.655758,-44.399788,-44.145798,-43.051315,-41.95716,-41.85398,-41.75314
-22.682896,-22.284882,-21.887709,-21.435413,-20.98362,-21.299944,-21.615627
-3.5133286,-3.2376442,-2.9615917,-2.525154,-2.087183,-2.230692,-2.3755665
25.153687,24.981445,24.809803,24.36574,23.920614,23.527163,23.134157
-27.81344,-28.399967,-28.987312,-29.244417,-29.500483,-30.006136,-30.513208
35.523678,35.67506,35.82771,35.68704,35.545288,35.078175,34.611675
-19.636173,-19.393694,-19.152338,-18.45856,-17.765547,-17.209053,-16.652536
3.1679606,3.1895375,3.208816,3.8826823,4.558307,4.659056,4.7605014
44.117195,44.84621,45.573963,45.053528,44.533188,44.933174,45.332024
-8.8314705,-8.24214,-7.6521487,-7.540912,-7.4285693,-7.58979,-7.75085
-110.006805,-110.47385,-110.941154,-110.04346,-109.14511,-109.673935,-110.20325
5.4768586,5.305262,5.1329236,4.415673,3.6984184,3.264466,2.8324306
94.978966,95.36807,95.756714,94.61633,93.47573,93.438126,93.40334
38.950695,39.153297,39.356075,38.854733,38.352623,38.57502,38.795914
-48.119816,-48.916855,-49.71441,-49.249607,-48.781982,-49.040974,-49.297478
27.97902,28.091719,28.205303,27.618124,27.030443,26.903582,26.77783
-28.464962,-28.533669,-28.602236,-28.462831,-28.322767,-28.127235,-27.930763
43.078835,43.32322,43.566353,44.19362,44.82192,45.521122,46.21984
