2014 SVI Multi-Unit Structures Encoding,2015 SVI Multi-Unit Structures Encoding,2016 SVI Multi-Unit Structures Encoding,2017 SVI Multi-Unit Structures Encoding,2018 SVI Multi-Unit Structures Encoding,2019 SVI Multi-Unit Structures Encoding,2020 SVI Multi-Unit Structures Encoding
32.65489,32.52198,32.389957,32.337624,32.28491,32.251804,32.219955
37.035866,38.306465,39.575737,39.182938,38.7892,38.33327,37.877415
59.581905,59.24348,58.905285,57.81477,56.725468,56.16032,55.594395
43.666077,43.35741,43.050205,42.823727,42.597107,42.11059,41.625256
56.830864,57.70057,58.569183,57.757515,56.944786,55.545765,54.145638
-5.116784,-4.910649,-4.7049494,-5.477784,-6.251004,-5.6257524,-5.0013566
1.7229238,1.6763101,1.6301515,0.54845136,-0.5323735,-1.1514561,-1.7694054
-33.4079,-34.25131,-35.092865,-35.497536,-35.901985,-35.27695,-34.64909
-8.67239,-9.624487,-10.574085,-10.986191,-11.397812,-11.340738,-11.284331
-6.915927,-5.7342978,-4.5523386,-5.6965456,-6.842536,-6.6946955,-6.5480366
-31.186378,-30.94399,-30.70131,-29.606037,-28.511234,-27.765335,-27.01941
-2.2002022,-3.0666726,-3.93349,-3.5600483,-3.1854622,-2.842313,-2.4995701
-34.18606,-34.117455,-34.050716,-34.03888,-34.025265,-34.00462,-33.982773
87.08601,86.949036,86.81124,85.35274,83.89331,84.8049,85.71574
-43.484886,-42.98771,-42.49174,-41.459457,-40.427967,-40.12847,-39.83072
37.55522,37.656734,37.75937,36.977375,36.19516,35.626793,35.05921
-98.1519,-98.04715,-97.94236,-97.69565,-97.4474,-97.544205,-97.64029
-40.07049,-40.052696,-40.03409,-40.396896,-40.760094,-41.855854,-42.95022
-2.8974698,-3.016353,-3.1370213,-2.5624611,-1.9904224,-2.77473,-3.55915
-48.28316,-48.195038,-48.107105,-47.243523,-46.381844,-46.268784,-46.156334
-21.808315,-20.486217,-19.163647,-19.2841,-19.40406,-20.50789,-21.61324
-4.550352,-4.4493866,-4.349305,-3.5794516,-2.810122,-2.3220763,-1.8338165
50.94024,50.546112,50.152966,49.94114,49.728397,48.010406,46.291637
-45.79008,-45.353474,-44.91579,-44.601498,-44.287643,-44.84538,-45.403202
-12.914483,-13.552893,-14.190957,-14.727535,-15.265091,-16.590271,-17.915419
-16.89338,-17.13036,-17.36642,-15.476944,-13.588945,-12.962912,-12.337202
-65.98673,-66.19162,-66.39719,-65.32278,-64.248825,-64.24202,-64.236496
-44.85965,-44.81657,-44.77238,-44.59182,-44.41086,-44.079556,-43.750122
-8.760791,-8.952003,-9.142193,-8.178601,-7.2132545,-6.6803994,-6.1477685
-2.8050478,-3.6239812,-4.4421334,-5.069897,-5.698816,-5.573158,-5.4472966
2.657986,3.0247004,3.391063,3.6112626,3.83231,4.3821697,4.9313383
73.30774,73.900345,74.4928,73.9993,73.50433,73.47025,73.43504
-85.54202,-85.44828,-85.355774,-83.96179,-82.56643,-82.2471,-81.925934
-40.508537,-40.5078,-40.5067,-40.051994,-39.59886,-39.534744,-39.470463
-38.15907,-38.21373,-38.266945,-38.553093,-38.839233,-39.141167,-39.442604
48.19041,47.773647,47.357983,46.732944,46.106678,47.819332,49.531925
30.57314,29.938469,29.303257,29.213985,29.124603,28.888756,28.653902
66.972824,67.455894,67.93986,67.50713,67.074875,66.51445,65.95207
-2.7272677,-2.226643,-1.7251868,-1.9238887,-2.1221662,-2.7753625,-3.4276834
-173.17787,-173.71722,-174.25613,-173.18498,-172.1121,-171.50203,-170.89044
2.0277803,2.8263452,3.6256254,4.198673,4.772268,4.076446,3.3794992
6.903192,6.719291,6.5345483,6.551802,6.5699086,6.9888663,7.407596
71.953606,73.16163,74.36837,74.152565,73.93804,73.97306,74.00665
54.668495,55.578983,56.490936,55.772644,55.053226,55.164066,55.275337
-27.788385,-27.97326,-28.158422,-26.908556,-25.65804,-25.657835,-25.656073
-16.113798,-16.719149,-17.326286,-17.686384,-18.044283,-17.91981,-17.794735
-4.5963955,-4.493887,-4.391901,-4.1441603,-3.89551,-2.661545,-1.4267099
3.5784194,3.1773021,2.7757938,2.156243,1.5375249,1.9232328,2.3093412
19.172623,19.110497,19.048838,19.63778,20.227892,20.028023,19.829252
10.118299,10.162053,10.205678,10.918473,11.629283,12.198124,12.766242
-31.22504,-30.65295,-30.081093,-30.42191,-30.762835,-30.722929,-30.68343
-40.805077,-40.850235,-40.893364,-40.346848,-39.80014,-39.86116,-39.92151
-79.89434,-80.206,-80.5184,-79.10778,-77.697334,-77.375084,-77.053154
40.08118,40.35283,40.62418,40.729343,40.83415,40.72915,40.625328
-32.027657,-32.170116,-32.311466,-32.249607,-32.188084,-31.728039,-31.268715
-43.260147,-44.204872,-45.15055,-45.357002,-45.561554,-44.74076,-43.920513
-25.13009,-24.751038,-24.3721,-23.989958,-23.607601,-22.533207,-21.458704
49.01454,49.695755,50.376717,50.905464,51.43392,52.38482,53.334587
-1.1089554,-1.244235,-1.379241,-1.954071,-2.5287018,-2.3930197,-2.2563477
25.985071,26.778404,27.572721,27.478367,27.384104,28.26478,29.146906
-9.509146,-9.660719,-9.812501,-9.948263,-10.084194,-10.124762,-10.166174
21.99937,21.913988,21.828348,22.252993,22.67823,21.995989,21.313808
-15.861791,-16.272272,-16.682575,-16.54158,-16.400051,-17.002247,-17.605438
-33.293957,-32.42971,-31.565416,-31.545954,-31.525923,-32.65113,-33.775623
5.8265758,5.7413974,5.655577,5.7860484,5.917373,5.4798694,5.043411
8.132231,8.168125,8.206009,6.619903,5.033813,4.9515777,4.868568
-9.05972,-8.788913,-8.517951,-8.439887,-8.362163,-8.866902,-9.371789
8.693336,8.509015,8.324864,8.32101,8.315464,7.6921062,7.066107
25.139227,25.717924,26.295624,25.564978,24.831892,24.97397,25.114416
-55.99565,-55.89328,-55.792427,-54.120274,-52.447914,-52.60121,-52.7539
-1.8304974,-1.685217,-1.539219,-0.7829968,-0.026989551,-0.626701,-1.2278987
38.278732,38.443275,38.608288,38.333492,38.058277,38.283436,38.50793
-13.805418,-13.704456,-13.603166,-12.357862,-11.113164,-10.083241,-9.05334
-6.006958,-5.5744553,-5.141279,-5.8438954,-6.546466,-7.829592,-9.113172
76.19823,76.13557,76.07316,75.91119,75.7474,76.057495,76.36632
66.75022,67.49024,68.23098,66.94747,65.66315,64.74326,63.82318
59.58995,60.418087,61.24682,61.334763,61.421967,60.381905,59.341072
8.13025,7.368885,6.6081324,6.1775656,5.7478056,6.165471,6.584699
49.3008,49.950905,50.599285,51.24819,51.899498,51.261738,50.62159
-50.559143,-51.406395,-52.254684,-52.345184,-52.43554,-52.700417,-52.965263
-60.75503,-60.056904,-59.35848,-58.51167,-57.665226,-57.82304,-57.982002
-2.4157462,-2.576229,-2.7356708,-3.1752431,-3.6157696,-3.304574,-2.9931195
29.510637,30.033535,30.55563,29.623985,28.692919,27.035397,25.37708
-73.64988,-73.57977,-73.50867,-72.68792,-71.86501,-71.50713,-71.14903
-23.603212,-23.940514,-24.277914,-23.779959,-23.283865,-23.573809,-23.862955
-48.174046,-48.996628,-49.819607,-50.30987,-50.799973,-51.418087,-52.035633
22.956266,23.853973,24.753088,24.894764,25.034393,25.520737,26.008522
-33.879066,-32.87032,-31.862265,-32.815044,-33.76805,-34.770634,-35.771263
-49.11,-49.07698,-49.043694,-48.841763,-48.638218,-48.983665,-49.328377
25.157305,25.173761,25.188833,24.548841,23.906885,22.795813,21.684729
43.591774,44.05482,44.519733,44.623466,44.72616,43.837437,42.94923
-40.786247,-40.208176,-39.630817,-39.193718,-38.75569,-38.831047,-38.90549
35.557377,36.081783,36.60748,36.478058,36.347218,36.546303,36.747726
-21.695948,-21.354612,-21.012545,-20.650103,-20.286455,-20.806452,-21.325655
