2014 SVI Disability Data and Encoding,2015 SVI Disability Data and Encoding,2016 SVI Disability Data and Encoding,2017 SVI Disability Data and Encoding,2018 SVI Disability Data and Encoding,2019 SVI Disability Data and Encoding,2020 SVI Disability Data and Encoding
34.89,28.78,22.67,44.12,65.58,62.95,60.31
66.92,59.0,51.07,30.72,10.38,6.68,2.99
10.98,11.54,12.1,12.26,12.42,10.3,8.18
34.16,33.27,32.38,43.02,53.65,54.74,55.82
46.74,45.46,44.19,42.01,39.83,35.4,30.97
47.85,48.95,50.05,51.85,53.65,52.78,51.91
32.51,37.32,42.12,39.88,37.63,46.28,54.93
56.73,63.7,70.68,67.13,63.58,53.54,43.51
25.25,30.23,35.21,39.84,44.48,45.82,47.17
36.01,39.06,42.12,35.68,29.23,43.0,56.78
18.31,18.4,18.5,22.88,27.25,27.6,27.94
24.45,23.56,22.67,21.94,21.2,27.26,33.32
16.05,14.37,12.7,12.86,13.02,15.15,17.28
9.11,9.09,9.07,7.22,5.38,7.88,10.38
21.46,18.24,15.03,18.8,22.57,20.62,18.68
50.08,40.16,30.25,35.5,40.75,42.48,44.21
51.19,53.06,54.92,55.51,56.1,53.28,50.45
27.19,28.22,29.26,28.26,27.25,24.03,20.81
29.96,27.46,24.96,19.72,14.49,14.26,14.04
2.23,2.61,2.99,3.16,3.34,3.94,4.55
18.94,22.44,25.95,28.98,32.0,29.05,26.1
38.78,40.45,42.12,41.44,40.75,43.96,47.17
10.32,10.06,9.81,9.62,9.42,8.16,6.91
34.89,43.89,52.88,61.72,70.55,71.46,72.37
62.56,55.43,48.3,50.26,52.21,51.33,50.45
13.72,8.56,3.41,3.72,4.04,5.48,6.91
24.45,23.56,22.67,18.18,13.69,16.9,20.11
47.85,45.46,43.08,45.12,47.15,41.18,35.2
20.89,15.35,9.81,23.05,36.29,34.8,33.32
40.75,29.97,19.2,20.88,22.57,23.08,23.58
64.37,63.45,62.53,57.37,52.21,44.55,36.89
20.89,26.64,32.38,36.1,39.83,28.55,17.28
2.9,6.36,9.81,8.14,6.46,6.49,6.52
70.49,62.34,54.19,51.62,49.06,41.19,33.32
40.75,35.0,29.26,39.65,50.05,58.58,67.12
30.82,25.01,19.2,27.22,35.24,31.18,27.12
78.16,71.26,64.37,51.64,38.9,43.7,48.5
17.54,19.34,21.14,20.47,19.8,19.24,18.68
48.93,51.56,54.19,51.12,48.04,43.82,39.59
17.54,16.84,16.14,16.6,17.06,14.5,11.94
64.37,69.7,75.04,76.33,77.62,82.43,87.24
3.57,23.88,44.19,57.37,70.55,56.62,42.68
13.34,14.4,15.47,14.58,13.69,18.34,22.98
10.32,12.18,14.04,12.94,11.84,25.1,38.35
40.75,43.01,45.27,66.03,86.79,84.6,82.4
71.76,76.95,82.14,75.98,69.82,64.63,59.45
98.73,97.71,96.69,86.22,75.74,57.66,39.59
96.5,96.24,95.99,95.82,95.64,95.08,94.53
84.75,80.52,76.28,56.29,36.29,29.35,22.41
81.31,87.96,94.62,92.76,90.89,89.3,87.71
14.45,17.35,20.25,19.73,19.2,18.56,17.92
68.26,75.2,82.14,69.12,56.1,50.67,45.23
51.74,72.23,92.71,91.26,89.81,74.14,58.47
23.72,31.94,40.15,46.9,53.65,54.29,54.93
52.66,56.37,60.08,55.54,51.0,53.89,56.78
25.25,28.82,32.38,32.76,33.14,32.62,32.11
83.79,83.32,82.84,84.24,85.64,85.66,85.68
27.19,30.28,33.37,37.06,40.75,36.43,32.11
11.97,12.67,13.37,14.89,16.4,16.54,16.68
27.19,30.28,33.37,32.14,30.91,33.4,35.9
7.45,7.54,7.64,8.53,9.42,9.9,10.38
27.19,26.57,25.95,23.78,21.62,22.6,23.58
47.85,44.0,40.15,36.65,33.14,30.13,27.12
28.18,27.06,25.95,28.06,30.18,33.54,36.89
2.74,2.26,1.78,1.73,1.69,1.7,1.72
12.61,13.32,14.04,15.22,16.4,16.14,15.88
30.82,31.07,31.33,30.28,29.23,30.67,32.11
37.03,39.05,41.07,38.68,36.29,38.26,40.23
51.74,47.41,43.08,39.16,35.24,38.54,41.85
21.46,22.06,22.67,19.26,15.85,14.94,14.04
22.32,23.3,24.29,24.56,24.83,22.14,19.45
5.48,5.05,4.62,4.23,3.85,3.52,3.18
3.09,3.25,3.41,3.19,2.96,2.88,2.8
8.25,7.53,6.81,7.64,8.47,7.98,7.48
3.09,3.25,3.41,3.5,3.6,4.46,5.32
5.48,5.94,6.4,6.68,6.97,7.58,8.18
1.69,1.73,1.78,1.91,2.04,2.3,2.55
31.65,30.95,30.25,28.75,27.25,25.86,24.47
4.81,4.0,3.18,3.07,2.96,2.76,2.55
44.03,49.11,54.19,50.24,46.29,45.76,45.23
1.46,1.56,1.66,1.62,1.59,1.46,1.34
6.24,6.65,7.07,8.72,10.38,10.38,10.38
4.11,4.22,4.33,4.09,3.85,3.85,3.85
11.97,14.93,17.89,20.72,23.56,21.83,20.11
27.19,28.22,29.26,29.72,30.18,35.2,40.23
99.84,99.57,99.3,99.43,99.55,99.65,99.75
62.56,63.95,65.33,62.51,59.69,61.21,62.73
88.67,91.79,94.91,95.74,96.56,93.5,90.45
95.7,92.38,89.05,90.3,91.56,93.63,95.7
54.76,57.9,61.03,57.34,53.65,58.19,62.73
88.67,91.79,94.91,93.76,92.61,77.67,62.73
11.97,14.55,17.13,24.56,32.0,36.44,40.87
53.68,46.4,39.13,34.18,29.23,36.37,43.51
92.68,90.64,88.6,83.35,78.1,81.64,85.17
92.04,88.9,85.77,89.4,93.03,86.42,79.82
93.92,91.48,89.05,91.18,93.31,82.84,72.37
76.5,76.15,75.8,82.33,88.86,84.34,79.82
19.8,19.5,19.2,18.13,17.06,17.87,18.68
83.79,81.26,78.73,76.54,74.34,81.96,89.59
7.45,9.78,12.1,8.16,4.23,3.28,2.32
73.96,80.1,86.25,86.08,85.9,85.54,85.17
36.01,41.66,47.31,54.02,60.74,57.84,54.93
99.3,98.65,97.99,98.48,98.98,99.46,99.94
72.62,64.9,57.18,59.41,61.64,70.0,78.36
98.22,97.2,96.18,93.87,91.56,90.88,90.2
76.5,69.51,62.53,57.36,52.19,47.02,41.85
47.85,57.92,68.0,66.44,64.88,72.02,79.15
21.46,22.88,24.29,25.77,27.25,30.73,34.21
23.72,30.84,37.95,40.74,43.52,43.86,44.21
96.5,97.96,99.43,99.3,99.17,98.31,97.45
28.84,29.54,30.25,27.54,24.83,30.86,36.89
98.22,96.93,95.64,96.84,98.03,97.54,97.04
98.44,98.2,97.96,98.18,98.41,96.8,95.19
78.16,80.15,82.14,80.12,78.1,72.2,66.3
69.02,67.54,66.06,64.82,63.58,69.1,74.63
76.5,75.15,73.8,80.07,86.34,89.71,93.09
76.5,78.67,80.83,79.94,79.05,82.8,86.54
15.09,13.9,12.7,12.86,13.02,12.26,11.49
45.78,48.42,51.07,53.12,55.17,54.48,53.79
34.16,34.3,34.45,38.98,43.52,47.35,51.18
38.78,43.04,47.31,49.16,51.0,50.72,50.45
45.78,46.54,47.31,50.48,53.65,51.57,49.49
34.89,34.13,33.37,38.44,43.52,40.2,36.89
46.74,48.4,50.05,50.05,50.05,53.91,57.77
40.75,38.42,36.1,42.58,49.06,51.42,53.79
67.62,70.3,72.97,75.81,78.64,76.86,75.08
42.31,46.69,51.07,52.36,53.65,55.71,57.77
51.74,53.33,54.92,54.28,53.65,48.16,42.68
23.72,24.34,24.96,25.72,26.49,25.48,24.47
51.19,56.11,61.03,59.29,57.56,62.93,68.3
28.18,28.32,28.46,27.48,26.49,22.97,19.45
29.96,28.8,27.63,27.44,27.25,28.0,28.74
55.71,59.12,62.53,62.08,61.64,56.78,51.91
37.89,42.14,46.39,47.72,49.06,53.42,57.77
60.17,61.35,62.53,58.61,54.7,57.95,61.2
29.96,31.17,32.38,38.9,45.43,43.64,41.85
46.74,46.56,46.39,40.29,34.19,29.72,25.24
39.83,61.81,83.79,90.6,97.42,92.33,87.24
38.78,39.92,41.07,46.64,52.21,51.7,51.18
32.51,31.92,31.33,34.48,37.63,38.93,40.23
6.91,6.99,7.07,7.31,7.55,7.03,6.52
34.89,35.99,37.09,38.92,40.75,41.3,41.85
19.8,22.04,24.29,25.02,25.76,22.22,18.68
13.34,14.4,15.47,19.52,23.56,22.64,21.71
23.02,24.82,26.62,28.76,30.91,33.4,35.9
51.74,50.02,48.3,53.2,58.1,55.52,52.93
2.9,2.6,2.29,2.08,1.88,2.1,2.32
7.45,6.93,6.4,7.18,7.96,8.07,8.18
31.65,30.06,28.46,31.33,34.19,35.04,35.9
50.08,48.7,47.31,44.9,42.5,37.3,32.11
18.94,20.48,22.03,22.3,22.57,24.34,26.1
19.8,19.15,18.5,20.06,21.62,23.86,26.1
18.31,19.01,19.71,18.69,17.67,16.78,15.88
57.62,61.48,65.33,63.48,61.64,57.72,53.79
36.01,39.54,43.08,45.56,48.04,45.36,42.68
25.25,26.44,27.63,30.91,34.19,35.04,35.9
9.71,9.76,9.81,8.68,7.55,6.22,4.9
5.76,5.56,5.35,5.07,4.78,5.05,5.32
23.02,24.82,26.62,28.76,30.91,33.4,35.9
6.91,6.86,6.81,6.63,6.46,6.3,6.14
3.57,4.1,4.62,4.33,4.04,3.42,2.8
45.78,50.35,54.92,55.51,56.1,55.96,55.82
13.72,14.08,14.45,13.74,13.02,12.48,11.94
28.18,29.76,31.33,28.08,24.83,26.78,28.74
58.42,55.3,52.18,54.14,56.1,56.44,56.78
36.01,44.44,52.88,57.72,62.56,61.0,59.45
48.93,51.92,54.92,59.25,63.58,61.52,59.45
53.68,52.93,52.18,51.12,50.05,48.61,47.17
4.52,4.78,5.03,5.04,5.06,4.98,4.9
51.74,50.9,50.05,54.08,58.1,55.52,52.93
29.96,33.03,36.1,38.76,41.42,44.3,47.17
7.45,5.76,4.08,3.84,3.6,5.26,6.91
39.83,36.6,33.37,33.26,33.14,36.36,39.59
33.4,37.76,42.12,43.3,44.48,44.0,43.51
38.78,36.61,34.45,37.93,41.42,47.18,52.93
36.01,39.54,43.08,43.3,43.52,44.86,46.21
4.11,3.96,3.82,4.02,4.23,4.39,4.55
23.72,25.67,27.63,30.91,34.19,30.65,27.12
25.25,25.93,26.62,24.12,21.62,17.51,13.4
42.31,42.22,42.12,40.51,38.9,34.94,30.97
61.64,66.44,71.25,71.65,72.05,70.18,68.3
86.82,85.76,84.69,89.12,93.54,86.34,79.15
80.64,80.74,80.83,74.9,68.96,71.4,73.84
58.42,53.36,48.3,50.26,52.21,54.5,56.78
75.96,82.98,90.0,86.04,82.08,77.96,73.84
80.01,77.7,75.39,75.89,76.38,71.75,67.12
88.16,89.82,91.47,89.64,87.81,92.3,96.79
93.22,92.34,91.47,88.04,84.62,77.53,70.43
62.56,65.73,68.9,67.88,66.86,61.82,56.78
37.89,36.55,35.21,33.06,30.91,29.42,27.94
83.22,84.16,85.1,84.6,84.11,84.51,84.91
8.25,8.28,8.31,8.86,9.42,8.45,7.48
75.96,76.12,76.28,74.54,72.81,74.54,76.26
37.89,37.92,37.95,34.43,30.91,41.41,51.91
73.48,76.71,79.94,80.44,80.93,76.4,71.87
88.67,88.86,89.05,80.93,72.81,75.09,77.37
31.65,35.39,39.13,38.38,37.63,34.3,30.97
25.25,32.19,39.13,43.58,48.04,43.82,39.59
82.43,84.1,85.77,85.4,85.04,82.43,79.82
41.45,46.26,51.07,51.64,52.21,60.26,68.3
55.71,60.88,66.06,69.82,73.58,79.24,84.91
63.67,63.1,62.53,59.7,56.86,51.04,45.23
85.8,85.45,85.1,83.8,82.49,81.16,79.82
67.62,68.26,68.9,65.27,61.64,56.78,51.91
40.75,48.96,57.18,60.38,63.58,61.95,60.31
18.31,28.13,37.95,39.68,41.42,33.76,26.1
39.83,40.98,42.12,35.68,29.23,22.56,15.88
60.17,62.27,64.37,60.24,56.1,51.16,46.21
28.84,32.03,35.21,43.1,51.0,52.4,53.79
60.94,66.64,72.33,76.26,80.2,79.28,78.36
9.11,7.76,6.4,6.43,6.46,5.68,4.9
68.26,70.1,71.95,66.8,61.64,58.28,54.93
11.46,11.56,11.65,9.8,7.96,9.72,11.49
42.31,43.25,44.19,48.2,52.21,54.02,55.82
62.56,59.08,55.59,53.9,52.21,48.72,45.23
64.37,69.44,74.5,82.16,89.81,89.0,88.19
29.96,53.44,76.92,80.52,84.11,86.85,89.59
79.53,73.76,68.0,61.58,55.17,49.69,44.21
80.01,85.0,90.0,91.9,93.79,90.75,87.71
11.46,11.56,11.65,12.04,12.42,13.23,14.04
93.7,92.01,90.32,84.48,78.64,78.23,77.82
34.89,34.13,33.37,31.3,29.23,35.96,42.68
51.74,58.06,64.37,65.92,67.46,67.29,67.12
56.73,56.6,56.48,50.48,44.48,43.58,42.68
92.96,86.64,80.32,84.48,88.63,89.54,90.45
44.03,41.58,39.13,51.68,64.22,68.29,72.37
58.42,65.18,71.95,54.12,36.29,39.49,42.68
24.45,25.53,26.62,26.56,26.49,23.3,20.11
34.16,29.22,24.29,30.29,36.29,37.32,38.35
31.65,33.43,35.21,36.42,37.63,36.42,35.2
96.28,96.66,97.04,96.9,96.75,96.52,96.28
37.03,37.06,37.09,42.56,48.04,54.62,61.2
90.89,92.53,94.17,94.48,94.78,94.66,94.53
47.85,48.95,50.05,47.74,45.43,43.15,40.87
94.3,90.28,86.25,86.52,86.79,85.98,85.17
71.76,68.06,64.37,65.61,66.86,70.74,74.63
60.94,53.67,46.39,54.01,61.64,63.97,66.3
81.31,79.7,78.1,78.94,79.78,81.92,84.05
3.76,3.47,3.18,2.61,2.04,1.88,1.72
92.36,91.34,90.32,87.22,84.11,82.38,80.65
58.42,49.74,41.07,42.78,44.48,55.39,66.3
44.03,45.21,46.39,49.3,52.21,50.36,48.5
51.74,54.11,56.48,57.02,57.56,58.01,58.47
27.19,24.93,22.67,23.12,23.56,21.83,20.11
95.61,95.04,94.46,90.18,85.9,83.28,80.65
39.83,49.58,59.34,63.1,66.86,60.9,54.93
3.09,3.04,2.99,2.9,2.8,2.48,2.16
81.31,84.96,88.6,88.38,88.16,85.82,83.48
53.68,48.38,43.08,44.26,45.43,45.82,46.21
66.92,68.8,70.68,65.18,59.69,60.44,61.2
80.64,75.28,69.91,59.48,49.06,57.68,66.3
71.12,75.53,79.94,78.16,76.38,79.39,82.4
18.94,20.04,21.14,22.62,24.1,30.5,36.89
56.73,58.04,59.34,66.46,73.58,76.7,79.82
34.16,36.06,37.95,45.08,52.21,57.47,62.73
85.8,81.04,76.28,74.54,72.81,69.4,65.98
68.26,64.64,61.03,60.01,58.99,58.38,57.77
71.76,66.8,61.83,57.02,52.21,54.02,55.82
58.42,56.67,54.92,52.96,51.0,53.41,55.82
88.98,88.33,87.68,85.26,82.84,83.68,84.53
78.16,79.24,80.32,78.03,75.74,60.98,46.21
88.16,86.96,85.77,77.8,69.82,65.96,62.09
63.67,59.3,54.92,48.71,42.5,47.72,52.93
48.93,49.49,50.05,49.55,49.06,59.35,69.64
69.79,75.6,81.41,82.52,83.64,83.32,83.0
43.11,45.7,48.3,61.72,75.14,75.11,75.08
69.02,62.3,55.59,56.58,57.56,51.89,46.21
65.87,75.48,85.1,89.72,94.33,90.0,85.68
4.11,4.36,4.62,4.42,4.23,4.39,4.55
95.92,91.08,86.25,78.4,70.55,73.4,76.26
1.46,1.7,1.94,2.05,2.16,2.24,2.32
98.6,93.4,88.19,85.52,82.84,81.95,81.06
95.7,93.92,92.14,92.44,92.74,92.41,92.08
8.63,9.88,11.14,11.78,12.42,12.53,12.64
58.42,61.88,65.33,62.16,58.99,55.45,51.91
77.17,74.56,71.95,73.84,75.74,75.77,75.81
56.73,52.02,47.31,49.76,52.21,49.69,47.17
59.22,61.8,64.37,63.46,62.56,58.18,53.79
82.74,83.72,84.69,79.52,74.34,73.1,71.87
34.16,23.77,13.37,9.92,6.46,18.72,30.97
15.09,22.18,29.26,34.54,39.83,28.25,16.68
3.09,5.08,7.07,21.16,35.24,44.52,53.79
0.06,2.19,4.33,10.36,16.4,20.43,24.47
24.45,29.45,34.45,40.37,46.29,46.25,46.21
13.34,11.58,9.81,9.14,8.47,7.11,5.76
13.72,8.9,4.08,2.63,1.18,2.61,4.04
10.32,9.7,9.07,7.5,5.92,8.4,10.88
4.11,5.88,7.64,5.94,4.23,4.78,5.32
24.45,19.45,14.45,10.02,5.6,6.54,7.48
13.72,9.91,6.11,7.53,8.95,7.54,6.14
59.22,57.4,55.59,46.61,37.63,34.3,30.97
28.84,30.08,31.33,29.9,28.46,28.6,28.74
16.05,20.51,24.96,51.05,77.14,75.49,73.84
55.71,51.51,47.31,51.0,54.7,45.8,36.89
10.98,13.23,15.47,11.72,7.96,17.03,26.1
39.83,39.99,40.15,40.45,40.75,50.97,61.2
5.76,7.03,8.31,7.93,7.55,5.27,2.99
28.18,28.32,28.46,34.15,39.83,37.86,35.9
36.01,41.66,47.31,45.9,44.48,36.21,27.94
28.84,28.65,28.46,24.13,19.8,27.85,35.9
18.94,21.95,24.96,26.1,27.25,18.59,9.93
26.52,22.2,17.89,16.19,14.49,13.22,11.94
45.78,33.9,22.03,18.26,14.49,12.68,10.88
28.84,22.98,17.13,20.35,23.56,24.02,24.47
56.73,60.17,63.61,49.42,35.24,30.67,26.1
15.09,8.44,1.78,2.56,3.34,4.93,6.52
7.9,8.49,9.07,8.31,7.55,7.52,7.48
18.31,17.23,16.14,12.78,9.42,14.05,18.68
15.09,10.22,5.35,4.47,3.6,2.34,1.08
2.45,1.86,1.27,5.11,8.95,24.27,39.59
16.05,20.17,24.29,32.06,39.83,58.04,76.26
15.09,11.7,8.31,18.77,29.23,20.94,12.64
34.89,29.92,24.96,22.38,19.8,19.24,18.68
16.71,14.18,11.65,9.8,7.96,5.9,3.85
32.51,39.91,47.31,46.8,46.29,55.21,64.13
38.78,33.2,27.63,36.96,46.29,36.2,26.1
18.94,16.16,13.37,27.4,41.42,44.96,48.5
6.91,6.3,5.7,8.04,10.38,14.53,18.68
28.84,30.61,32.38,42.3,52.21,53.57,54.93
12.61,15.25,17.89,22.19,26.49,24.74,22.98
61.64,44.13,26.62,28.4,30.18,23.73,17.28
12.61,8.82,5.03,8.44,11.84,21.4,30.97
17.54,38.81,60.08,64.52,68.96,71.1,73.23
8.25,7.18,6.11,7.53,8.95,6.33,3.72
23.02,33.61,44.19,37.55,30.91,17.9,4.9
44.03,40.06,36.1,36.86,37.63,45.28,52.93
6.24,8.02,9.81,20.36,30.91,37.56,44.21
4.81,9.43,14.04,16.92,19.8,18.24,16.68
64.37,59.28,54.19,47.8,41.42,40.83,40.23
9.11,8.38,7.64,7.05,6.46,6.68,6.91
39.83,37.14,34.45,48.5,62.56,48.38,34.21
3.76,3.24,2.71,3.88,5.06,8.27,11.49
85.8,86.24,86.69,84.97,83.25,85.48,87.71
46.74,47.52,48.3,49.18,50.05,55.18,60.31
34.89,37.98,41.07,37.63,34.19,33.15,32.11
47.85,51.72,55.59,56.84,58.1,57.94,57.77
39.83,46.36,52.88,56.29,59.69,59.57,59.45
19.8,18.84,17.89,14.53,11.17,13.52,15.88
63.67,63.1,62.53,59.7,56.86,55.32,53.79
65.87,59.02,52.18,55.58,58.99,61.17,63.34
16.05,16.59,17.13,18.77,20.41,18.84,17.28
37.03,36.57,36.1,39.3,42.5,51.4,60.31
42.31,44.81,47.31,51.7,56.1,55.96,55.82
59.22,59.65,60.08,61.32,62.56,61.43,60.31
25.25,25.1,24.96,27.1,29.23,32.56,35.9
36.01,40.64,45.27,50.22,55.17,58.18,61.2
61.64,58.28,54.92,55.89,56.86,58.16,59.45
40.75,37.6,34.45,43.33,52.21,52.06,51.91
54.76,60.04,65.33,63.48,61.64,63.17,64.7
41.45,42.82,44.19,45.24,46.29,44.07,41.85
33.4,38.8,44.19,39.72,35.24,33.67,32.11
31.65,30.06,28.46,26.28,24.1,20.69,17.28
1.24,1.14,1.05,1.28,1.5,1.72,1.94
43.11,40.1,37.09,40.3,43.52,42.68,41.85
29.96,30.1,30.25,31.13,32.0,30.37,28.74
60.94,59.52,58.1,59.42,60.74,71.87,83.0
18.31,16.89,15.47,14.25,13.02,13.88,14.74
22.32,26.29,30.25,30.22,30.18,31.14,32.11
79.53,80.47,81.41,83.52,85.64,85.08,84.53
6.91,8.36,9.81,9.62,9.42,9.47,9.52
21.46,21.74,22.03,23.43,24.83,25.46,26.1
64.37,67.81,71.25,69.85,68.45,65.27,62.09
24.45,23.94,23.43,22.32,21.2,19.24,17.28
16.71,15.87,15.03,14.36,13.69,15.8,17.92
44.03,38.2,32.38,36.56,40.75,42.48,44.21
50.08,56.84,63.61,69.68,75.74,71.02,66.3
30.82,33.96,37.09,32.17,27.25,24.48,21.71
72.62,74.21,75.8,75.07,74.34,74.71,75.08
60.17,63.45,66.73,67.1,67.46,65.8,64.13
3.09,3.14,3.18,2.44,1.69,1.92,2.16
34.89,33.64,32.38,32.19,32.0,34.44,36.89
86.82,87.5,88.19,81.26,74.34,77.08,79.82
71.76,72.78,73.8,72.92,72.05,70.51,68.97
36.01,36.55,37.09,31.79,26.49,27.22,27.94
16.05,18.15,20.25,23.0,25.76,29.54,33.32
89.4,89.38,89.37,90.84,92.3,92.52,92.74
34.16,34.68,35.21,42.14,49.06,49.28,49.49
47.85,44.0,40.15,36.08,32.0,25.72,19.45
39.83,44.94,50.05,48.6,47.15,41.52,35.9
46.74,47.52,48.3,48.17,48.04,47.6,47.17
37.03,42.66,48.3,48.17,48.04,50.48,52.93
55.71,53.94,52.18,50.11,48.04,50.92,53.79
72.62,77.73,82.84,81.31,79.78,74.37,68.97
6.24,8.02,9.81,10.49,11.17,12.28,13.4
86.82,88.57,90.32,91.82,93.31,93.02,92.74
14.45,13.57,12.7,14.27,15.85,12.24,8.63
28.18,28.32,28.46,31.85,35.24,31.18,27.12
71.76,76.59,81.41,85.02,88.63,85.82,83.0
51.19,50.28,49.38,48.26,47.15,47.82,48.5
76.5,81.78,87.07,88.71,90.35,90.28,90.2
37.89,39.02,40.15,41.32,42.5,47.72,52.93
56.73,56.6,56.48,59.52,62.56,56.87,51.18
79.53,67.56,55.59,69.62,83.64,86.18,88.73
54.76,52.92,51.07,51.64,52.21,51.33,50.45
57.62,58.85,60.08,64.26,68.45,64.82,61.2
61.64,62.08,62.53,64.05,65.58,74.29,83.0
51.19,47.69,44.19,46.62,49.06,51.42,53.79
93.22,93.38,93.54,94.38,95.22,93.49,91.76
20.89,22.92,24.96,26.71,28.46,27.79,27.12
58.42,56.31,54.19,56.14,58.1,55.52,52.93
7.45,7.26,7.07,7.31,7.55,6.43,5.32
38.78,44.41,50.05,53.08,56.1,59.1,62.09
70.49,74.61,78.73,81.89,85.04,84.78,84.53
40.75,40.45,40.15,45.1,50.05,48.61,47.17
90.19,89.96,89.72,90.3,90.89,91.99,93.09
37.03,36.57,36.1,39.3,42.5,41.68,40.87
18.31,20.49,22.67,23.38,24.1,30.0,35.9
33.4,31.33,29.26,29.24,29.23,28.58,27.94
25.25,24.34,23.43,24.13,24.83,27.34,29.85
44.73,43.42,42.12,42.82,43.52,48.22,52.93
30.82,33.96,37.09,38.0,38.9,40.79,42.68
15.09,15.06,15.03,15.08,15.12,11.88,8.63
40.75,43.01,45.27,42.08,38.9,39.24,39.59
77.17,82.42,87.68,88.27,88.86,87.02,85.17
4.81,4.72,4.62,5.11,5.6,7.12,8.63
77.84,79.99,82.14,83.12,84.11,81.23,78.36
18.31,15.51,12.7,15.95,19.2,21.83,24.47
37.03,38.59,40.15,43.22,46.29,53.74,61.2
7.9,10.0,12.1,13.3,14.49,16.97,19.45
33.4,30.93,28.46,30.8,33.14,33.67,34.21
78.16,78.44,78.73,78.42,78.1,81.08,84.05
59.22,56.05,52.88,57.72,62.56,62.64,62.73
94.3,94.46,94.62,92.92,91.21,92.15,93.09
6.24,5.03,3.82,6.14,8.47,19.16,29.85
51.74,47.96,44.19,45.67,47.15,42.02,36.89
89.97,89.08,88.19,84.94,81.69,75.33,68.97
75.33,80.79,86.25,87.2,88.16,87.35,86.54
70.49,76.87,83.25,85.22,87.2,84.8,82.4
25.25,27.26,29.26,28.86,28.46,28.2,27.94
64.37,69.44,74.5,75.44,76.38,78.72,81.06
70.49,66.51,62.53,64.39,66.25,74.62,83.0
92.68,89.22,85.77,87.95,90.13,92.33,94.53
27.19,32.57,37.95,41.22,44.48,68.78,93.09
26.52,26.57,26.62,27.54,28.46,30.89,33.32
91.12,87.9,84.69,88.86,93.03,95.24,97.45
71.76,72.78,73.8,75.95,78.1,79.83,81.57
91.12,84.61,78.1,80.87,83.64,86.06,88.48
93.22,93.12,93.03,91.26,89.49,89.84,90.2
69.79,55.43,41.07,36.54,32.0,32.06,32.11
44.73,37.49,30.25,28.37,26.49,23.65,20.81
92.36,92.7,93.03,93.41,93.79,92.25,90.71
66.92,56.1,45.27,47.66,50.05,53.41,56.78
55.71,41.67,27.63,37.39,47.15,64.1,81.06
44.03,40.99,37.95,39.68,41.42,49.6,57.77
55.71,47.42,39.13,42.71,46.29,49.1,51.91
53.68,51.87,50.05,56.31,62.56,66.5,70.43
69.79,56.99,44.19,61.14,78.1,78.62,79.15
89.4,88.8,88.19,90.07,91.95,88.24,84.53
84.75,80.52,76.28,79.18,82.08,84.66,87.24
19.8,21.24,22.67,25.57,28.46,54.14,79.82
90.89,92.34,93.79,95.42,97.04,95.79,94.53
90.89,88.79,86.69,87.42,88.16,81.0,73.84
45.78,47.04,48.3,54.52,60.74,56.32,51.91
78.16,85.43,92.71,93.96,95.22,95.06,94.91
97.99,97.99,97.99,96.16,94.33,94.76,95.19
65.87,68.56,71.25,77.45,83.64,81.0,78.36
54.76,59.56,64.37,56.21,48.04,34.42,20.81
82.43,83.76,85.1,86.63,88.16,85.28,82.4
94.81,95.08,95.35,95.21,95.07,95.26,95.45
90.51,88.95,87.39,89.48,91.56,90.7,89.85
85.8,83.06,80.32,79.68,79.05,81.02,83.0
19.8,24.53,29.26,30.08,30.91,38.07,45.23
47.85,56.11,64.37,73.6,82.84,86.96,91.09
48.93,40.65,32.38,30.42,28.46,32.18,35.9
88.16,84.05,79.94,82.92,85.9,86.38,86.86
95.29,95.64,95.99,95.82,95.64,95.42,95.19
84.24,77.46,70.68,66.62,62.56,63.63,64.7
99.59,99.62,99.65,99.49,99.33,96.85,94.37
80.01,83.7,87.39,89.14,90.89,92.18,93.48
77.84,78.29,78.73,86.76,94.78,93.27,91.76
78.16,75.98,73.8,71.38,68.96,75.26,81.57
60.94,62.66,64.37,66.41,68.45,63.11,57.77
81.31,79.4,77.49,69.12,60.74,59.6,58.47
96.75,92.22,87.68,83.16,78.64,75.26,71.87
33.4,31.83,30.25,30.58,30.91,31.51,32.11
82.43,80.27,78.1,80.47,82.84,86.01,89.18
72.62,75.06,77.49,74.77,72.05,71.96,71.87
81.31,77.9,74.5,78.29,82.08,83.49,84.91
79.08,76.02,72.97,67.3,61.64,55.07,48.5
15.09,15.62,16.14,16.27,16.4,19.06,21.71
89.97,89.84,89.72,92.14,94.56,94.88,95.19
64.37,54.28,44.19,49.68,55.17,53.54,51.91
69.02,69.46,69.91,71.36,72.81,69.96,67.12
99.4,99.2,99.01,98.93,98.85,99.04,99.24
41.45,34.03,26.62,39.42,52.21,49.69,47.17
44.73,46.51,48.3,45.4,42.5,48.14,53.79
88.67,86.88,85.1,87.2,89.3,92.1,94.91
95.92,96.12,96.31,94.67,93.03,93.3,93.57
79.08,79.96,80.83,81.66,82.49,84.08,85.68
11.97,8.3,4.62,2.84,1.05,1.26,1.46
69.02,66.7,64.37,67.1,69.82,80.46,91.09
32.51,31.38,30.25,31.13,32.0,30.37,28.74
51.19,49.74,48.3,53.99,59.69,65.06,70.43
63.67,60.42,57.18,55.41,53.65,52.78,51.91
34.16,27.2,20.25,22.54,24.83,48.6,72.37
