2014 SVI Below Poverty Data and Encoding,2015 SVI Below Poverty Data and Encoding,2016 SVI Below Poverty Data and Encoding,2017 SVI Below Poverty Data and Encoding,2018 SVI Below Poverty Data and Encoding,2019 SVI Below Poverty Data and Encoding,2020 SVI Below Poverty Data and Encoding
27.09,22.6,18.12,28.87,39.62,43.68,47.74
58.68,58.29,57.91,54.59,51.27,52.4,53.53
62.4,66.66,70.93,64.62,58.31,50.84,43.38
27.09,19.93,12.77,13.09,13.41,39.18,64.96
37.15,49.71,62.27,64.35,66.43,75.35,84.28
37.73,35.98,34.22,45.48,56.75,46.12,35.49
26.58,21.68,16.78,17.45,18.12,21.25,24.38
22.99,22.44,21.9,29.8,37.71,37.66,37.62
27.09,26.14,25.18,30.08,34.97,32.16,29.34
3.63,5.03,6.43,13.5,20.57,41.14,61.71
42.79,34.54,26.3,21.52,16.75,15.57,14.39
51.19,52.12,53.04,43.67,34.3,19.56,4.81
16.36,10.74,5.13,4.08,3.03,16.4,29.76
74.72,56.89,39.06,34.84,30.61,29.47,28.33
24.67,27.0,29.32,25.86,22.39,25.68,28.96
47.28,53.89,60.49,56.68,52.87,48.6,44.33
25.63,31.14,36.64,40.88,45.13,41.98,38.83
9.96,12.35,14.74,22.08,29.43,33.24,37.05
8.47,8.6,8.72,7.59,6.46,13.62,20.78
1.31,2.56,3.82,3.72,3.63,6.4,9.17
16.87,16.83,16.78,15.1,13.41,9.09,4.77
24.67,19.24,13.82,11.9,9.97,18.35,26.73
20.22,13.32,6.43,14.09,21.75,44.98,68.2
33.24,23.99,14.74,16.64,18.54,25.04,31.54
13.47,13.88,14.29,20.66,27.04,26.88,26.73
34.0,30.15,26.3,29.95,33.6,37.76,41.92
22.99,25.84,28.69,16.83,4.97,9.43,13.88
20.98,20.51,20.03,23.05,26.08,36.0,45.93
53.49,52.69,51.89,57.24,62.58,48.8,35.01
54.98,53.44,51.89,49.56,47.23,42.42,37.62
35.94,41.42,46.9,42.64,38.38,35.18,31.99
38.24,27.82,17.41,18.76,20.1,20.95,21.8
17.86,21.81,25.76,30.03,34.3,30.77,27.24
24.23,24.7,25.18,33.74,42.29,43.31,44.33
40.69,40.56,40.43,38.08,35.73,30.66,25.59
9.96,8.93,7.9,14.23,20.57,39.04,57.51
6.65,10.96,15.28,16.91,18.54,12.65,6.75
39.29,36.46,33.62,38.21,42.8,52.78,62.76
30.63,25.56,20.5,20.53,20.57,19.9,19.22
54.98,52.22,49.47,36.87,24.27,32.93,41.6
20.22,18.5,16.78,17.1,17.42,27.82,38.22
22.0,23.02,24.04,18.73,13.41,33.04,52.67
24.23,14.39,4.55,5.5,6.46,10.56,14.67
4.62,3.17,1.72,1.53,1.34,8.5,15.66
32.35,44.24,56.13,67.27,78.41,68.31,58.21
22.0,15.36,8.72,12.12,15.51,20.31,25.11
47.28,45.83,44.38,41.04,37.71,38.49,39.27
9.14,9.52,9.9,5.52,1.15,1.13,1.11
22.99,37.03,51.07,38.58,26.08,23.43,20.78
3.5,4.79,6.08,19.84,33.6,43.38,53.15
40.02,46.53,53.04,44.38,35.73,37.5,39.27
21.43,17.35,13.28,11.62,9.97,13.84,17.7
52.09,52.56,53.04,58.99,64.94,36.74,8.53
12.93,12.6,12.26,17.0,21.75,21.62,21.48
36.68,30.62,24.55,27.91,31.27,33.14,35.01
22.0,25.66,29.32,22.14,14.97,13.55,12.13
1.56,2.54,3.53,12.96,22.39,29.26,36.12
23.56,27.58,31.61,30.52,29.43,36.17,42.9
44.54,30.98,17.41,10.22,3.03,36.65,70.27
27.09,21.6,16.11,15.81,15.51,39.32,63.14
35.31,32.32,29.32,26.8,24.27,25.22,26.16
42.02,41.48,40.94,39.66,38.38,33.67,28.96
27.09,26.7,26.3,29.38,32.45,30.39,28.33
24.23,24.7,25.18,16.49,7.8,27.77,47.74
74.18,44.46,14.74,11.78,8.82,24.04,39.27
20.98,44.02,67.05,66.0,64.94,48.0,31.06
42.79,43.94,45.08,50.92,56.75,50.27,43.79
18.18,16.46,14.74,18.56,22.39,28.48,34.56
36.68,32.46,28.24,19.95,11.66,17.14,22.63
20.22,24.46,28.69,27.64,26.59,31.04,35.49
9.96,14.58,19.2,26.4,33.6,36.44,39.27
16.87,24.24,31.61,32.03,32.45,32.0,31.54
14.93,17.07,19.2,22.64,26.08,24.67,23.27
62.4,69.2,75.99,65.68,55.38,66.46,77.53
6.02,4.72,3.41,2.69,1.97,3.6,5.22
2.07,4.79,7.51,9.8,12.1,19.42,26.73
0.76,1.91,3.06,4.49,5.92,8.26,10.6
9.96,9.34,8.72,9.04,9.36,10.95,12.54
6.65,6.68,6.72,7.1,7.48,9.57,11.65
19.48,22.33,25.18,20.96,16.75,20.01,23.27
62.4,63.6,64.79,51.93,39.08,42.9,46.72
5.86,11.32,16.78,11.44,6.11,7.41,8.72
29.83,27.8,25.76,33.46,41.15,58.45,75.75
2.96,2.78,2.61,2.22,1.82,2.14,2.45
6.97,8.82,10.67,10.32,9.97,7.48,5.0
35.31,35.68,36.04,38.29,40.54,43.63,46.72
8.88,9.39,9.9,8.18,6.46,8.57,10.69
57.12,57.28,57.43,63.94,70.45,69.96,69.48
23.56,29.2,34.83,30.94,27.04,29.05,31.06
17.29,18.9,20.5,21.81,23.12,48.85,74.57
14.29,13.28,12.26,12.18,12.1,9.74,7.38
34.51,30.41,26.3,18.14,9.97,22.49,35.01
5.41,9.09,12.77,17.94,23.12,14.32,5.51
96.63,96.88,97.13,96.52,95.92,90.64,85.36
31.68,31.64,31.61,27.0,22.39,19.02,15.66
8.88,9.78,10.67,9.52,8.38,6.8,5.22
42.02,34.67,27.32,36.58,45.83,37.08,28.33
27.09,21.94,16.78,20.88,24.97,29.59,34.21
30.63,15.68,0.73,7.32,13.92,38.98,64.04
11.17,11.49,11.81,15.65,19.49,15.09,10.69
54.98,54.42,53.87,45.15,36.43,38.72,41.02
47.28,46.52,45.75,45.44,45.13,45.32,45.51
15.57,17.8,20.03,17.26,14.49,10.49,6.49
12.45,14.93,17.41,24.01,30.61,28.92,27.24
84.53,55.14,25.76,15.72,5.67,47.12,88.57
51.19,35.2,19.2,13.18,7.17,34.44,61.71
12.93,19.35,25.76,26.9,28.03,35.47,42.9
24.67,28.56,32.44,41.6,50.76,59.34,67.92
50.53,40.6,30.66,17.54,4.43,6.16,7.89
42.02,44.79,47.56,38.05,28.54,29.33,30.11
75.14,77.53,79.91,84.36,88.82,91.37,93.92
65.71,62.74,59.76,59.69,59.62,60.25,60.88
69.12,61.89,54.66,53.48,52.29,35.76,19.22
15.57,9.92,4.27,6.04,7.8,7.59,7.38
47.28,46.52,45.75,39.1,32.45,30.9,29.34
17.86,24.74,31.61,27.94,24.27,28.72,33.16
56.29,56.46,56.64,49.46,42.29,39.96,37.62
13.88,15.0,16.11,13.88,11.66,10.04,8.43
11.17,13.22,15.28,15.81,16.34,14.0,11.65
22.0,21.02,20.03,19.08,18.12,17.48,16.84
31.14,32.98,34.83,35.63,36.43,40.67,44.91
18.91,21.73,24.55,21.33,18.12,18.67,19.22
7.32,7.82,8.31,8.34,8.38,6.6,4.81
10.92,9.62,8.31,6.99,5.67,4.98,4.3
1.18,0.96,0.73,0.76,0.8,0.76,0.73
18.91,17.1,15.28,16.91,18.54,15.34,12.13
9.14,9.52,9.9,16.79,23.69,25.68,27.66
43.97,46.28,48.58,47.56,46.53,44.06,41.6
4.46,4.8,5.13,5.05,4.97,3.92,2.86
1.31,2.15,2.99,3.4,3.82,3.26,2.71
30.63,32.73,34.83,34.9,34.97,31.65,28.33
18.18,17.48,16.78,21.14,25.51,20.9,16.3
61.67,64.61,67.56,68.08,68.6,69.64,70.69
57.12,58.44,59.76,60.43,61.11,55.88,50.64
5.86,6.29,6.72,6.42,6.11,4.85,3.6
58.29,59.63,60.97,60.64,60.32,52.62,44.91
0.16,0.3,0.45,0.75,1.05,0.67,0.29
22.0,21.95,21.9,24.47,27.04,22.98,18.91
6.97,8.29,9.61,10.05,10.48,9.09,7.7
4.23,4.79,5.35,5.73,6.11,4.52,2.93
0.41,0.44,0.48,0.57,0.67,0.7,0.73
18.18,20.04,21.9,22.51,23.12,19.71,16.3
52.09,54.76,57.43,60.4,63.38,56.53,49.68
33.24,35.64,38.05,37.88,37.71,39.82,41.92
0.67,0.85,1.02,0.91,0.8,0.83,0.86
1.18,1.45,1.72,1.53,1.34,1.37,1.4
18.18,18.69,19.2,18.31,17.42,16.18,14.93
5.41,5.74,6.08,6.78,7.48,6.14,4.81
65.71,67.27,68.83,68.14,67.45,64.83,62.22
88.98,87.31,85.64,86.46,87.29,92.7,98.12
80.36,81.74,83.13,81.96,80.8,84.3,87.81
95.22,94.64,94.05,94.03,94.01,93.4,92.78
67.62,74.11,80.61,84.97,89.33,90.21,91.09
72.62,77.0,81.38,81.09,80.8,81.86,82.91
79.4,77.33,75.26,69.6,63.95,66.71,69.48
94.11,94.18,94.24,94.76,95.29,94.49,93.7
29.83,33.66,37.5,45.55,53.6,54.06,54.52
71.28,76.12,80.96,82.71,84.46,88.56,92.65
44.54,42.48,40.43,44.21,47.99,52.75,57.51
59.15,50.05,40.94,56.36,71.78,81.72,91.66
84.08,86.32,88.57,92.12,95.67,93.66,91.66
52.09,51.42,50.75,56.66,62.58,65.01,67.44
50.53,57.66,64.79,62.2,59.62,58.91,58.21
0.96,0.84,0.73,1.1,1.46,0.81,0.16
96.37,96.12,95.86,96.53,97.2,97.5,97.8
99.04,99.15,99.27,99.15,99.04,99.04,99.05
80.36,82.41,84.46,80.19,75.92,80.41,84.91
80.83,85.29,89.75,86.28,82.8,80.85,78.9
73.77,72.91,72.05,78.73,85.41,87.68,89.94
82.65,84.67,86.69,87.2725,87.85499999999999,88.43749999999999,89.02
94.11,92.88,91.66,92.22,92.77,90.12,87.46
40.69,41.12,41.55,44.04,46.53,36.06,25.59
78.89,78.14,77.4,80.23,83.06,84.71,86.35
95.64,95.98,96.31,95.8,95.29,94.24,93.19
53.49,51.48,49.47,42.95,36.43,40.67,44.91
59.79,71.33,82.87,87.28,91.69,89.91,88.13
89.59,87.02,84.46,90.48,96.5,96.06,95.61
86.34,84.28,82.23,79.24,76.24,80.26,84.28
95.35,96.12,96.88,94.92,92.96,91.92,90.87
33.24,45.58,57.91,51.52,45.13,61.33,77.53
88.98,87.68,86.37,81.61,76.85,71.71,66.58
34.0,33.22,32.44,31.86,31.27,27.82,24.38
55.65,57.45,59.25,62.1,64.94,64.78,64.61
96.53,96.56,96.59,96.54,96.5,95.21,93.92
60.39,60.68,60.97,62.96,64.94,64.49,64.04
59.79,60.74,61.7,61.82,61.94,64.26,66.58
26.11,24.66,23.21,26.32,29.43,35.68,41.92
70.23,71.41,72.59,73.12,73.66,71.25,68.84
49.25,50.16,51.07,50.57,50.06,49.87,49.68
52.09,50.1,48.11,47.32,46.53,48.32,50.1
43.97,48.16,52.34,52.97,53.6,45.61,37.62
14.93,22.8,30.66,30.64,30.61,29.78,28.96
33.24,35.64,38.05,46.38,54.71,50.11,45.51
33.24,42.16,51.07,55.34,59.62,59.2,58.78
8.15,9.41,10.67,12.04,13.41,11.7,9.99
40.69,42.16,43.62,45.8,47.99,44.12,40.26
20.22,17.75,15.28,15.39,15.51,21.12,26.73
71.73,71.6,71.47,71.39,71.31,68.94,66.58
50.53,53.58,56.64,55.68,54.71,55.73,56.75
27.09,28.2,29.32,28.18,27.04,25.44,23.84
35.94,34.56,33.17,36.39,39.62,34.69,29.76
10.92,16.81,22.7,13.66,4.62,22.44,40.26
48.39,43.72,39.06,43.83,48.6,47.42,46.24
42.79,42.82,42.85,44.34,45.83,48.23,50.64
85.61,85.21,84.81,83.66,82.52,77.53,72.53
31.68,35.37,39.06,42.1,45.13,48.9,52.67
40.69,42.88,45.08,43.38,41.69,34.67,27.66
18.91,22.34,25.76,21.94,18.12,17.04,15.95
45.3,45.19,45.08,47.22,49.36,43.79,38.22
68.55,72.97,77.4,77.9,78.41,74.34,70.27
2.07,2.05,2.04,2.24,2.45,1.98,1.5
59.79,61.03,62.27,62.42,62.58,52.98,43.38
34.0,35.32,36.64,38.59,40.54,37.55,34.56
52.56,54.6,56.64,57.76,58.89,52.2,45.51
43.97,45.43,46.9,47.75,48.6,44.22,39.85
14.93,15.52,16.11,16.23,16.34,16.32,16.3
27.09,28.55,30.02,30.01,30.0,26.92,23.84
45.85,47.66,49.47,48.0,46.53,51.45,56.37
65.01,65.76,66.51,68.24,69.97,62.78,55.6
52.09,52.98,53.87,53.94,54.01,49.17,44.33
1.05,1.04,1.02,1.24,1.46,1.26,1.05
44.54,43.7,42.85,40.28,37.71,35.74,33.77
29.83,29.26,28.69,29.98,31.27,24.26,17.25
25.63,29.04,32.44,34.44,36.43,27.36,18.3
37.15,39.64,42.12,44.32,46.53,43.78,41.02
71.73,71.6,71.47,70.3,69.14,67.86,66.58
2.96,2.92,2.87,3.1,3.34,3.1,2.86
28.33,27.32,26.3,26.67,27.04,26.08,25.11
29.19,34.49,39.8,39.44,39.08,33.37,27.66
32.35,37.6,42.85,43.14,43.44,49.52,55.6
29.83,29.26,28.69,31.14,33.6,37.6,41.6
48.39,47.37,46.35,45.32,44.3,46.99,49.68
2.96,3.76,4.55,4.89,5.22,4.01,2.8
61.67,60.46,59.25,54.31,49.36,48.04,46.72
10.92,15.71,20.5,21.12,21.75,24.7,27.66
76.06,75.82,75.58,76.4,77.23,63.93,50.64
25.63,29.4,33.17,38.3,43.44,38.3,33.16
23.56,22.42,21.27,21.51,21.75,17.82,13.88
29.83,31.14,32.44,31.86,31.27,30.69,30.11
23.56,24.66,25.76,26.18,26.59,26.92,27.24
11.17,12.5,13.82,13.87,13.92,11.22,8.53
13.88,18.81,23.75,24.01,24.27,20.98,17.7
45.3,41.91,38.52,32.78,27.04,35.68,44.33
66.7,67.13,67.56,65.76,63.95,63.08,62.22
54.25,57.61,60.97,55.87,50.76,48.74,46.72
78.0,75.47,72.94,82.06,91.18,90.92,90.67
87.36,86.24,85.13,81.64,78.15,80.77,83.39
75.61,75.2,74.79,72.62,70.45,61.4,52.36
63.13,59.88,56.64,51.93,47.23,52.37,57.51
72.62,67.16,61.7,68.58,75.45,74.16,72.88
90.39,84.71,79.02,83.28,87.55,90.49,93.44
94.33,94.58,94.84,94.08,93.31,92.85,92.39
51.19,49.04,46.9,42.13,37.36,30.32,23.27
52.56,48.47,44.38,38.74,33.09,38.24,43.38
76.31,75.55,74.79,72.81,70.83,73.56,76.29
30.63,27.59,24.55,24.41,24.27,22.22,20.18
75.61,68.94,62.27,62.42,62.58,64.79,67.0
2.8,9.79,16.78,21.43,26.08,21.46,16.84
43.97,38.8,33.62,31.08,28.54,24.66,20.78
79.59,81.23,82.87,80.05,77.23,65.59,53.95
44.54,47.8,51.07,45.08,39.08,39.83,40.58
38.78,37.71,36.64,33.62,30.61,30.84,31.06
70.23,71.59,72.94,67.44,61.94,69.73,77.53
93.35,91.07,88.79,83.01,77.23,75.61,74.0
86.15,69.6,53.04,54.9,56.75,57.13,57.51
73.77,76.22,78.67,79.18,79.68,80.34,81.0
87.93,86.9,85.86,87.6,89.33,89.64,89.94
50.53,48.72,46.9,50.25,53.6,52.78,51.97
58.29,60.28,62.27,66.79,71.31,73.53,75.75
14.29,14.52,14.74,16.64,18.54,14.0,9.45
9.14,8.15,7.16,7.99,8.82,12.08,15.34
50.05,51.54,53.04,53.88,54.71,57.79,60.88
38.78,38.65,38.52,40.4,42.29,37.72,33.16
92.84,93.54,94.24,92.18,90.13,86.94,83.74
62.4,61.68,60.97,59.64,58.31,49.44,40.58
89.88,90.68,91.47,90.14,88.82,89.3,89.78
68.55,70.74,72.94,70.77,68.6,63.69,58.78
45.3,49.58,53.87,50.55,47.23,46.98,46.72
62.4,61.08,59.76,57.57,55.38,53.87,52.36
49.25,37.78,26.3,25.9,25.51,37.21,48.92
78.64,75.34,72.05,71.44,70.83,58.78,46.72
47.76,51.56,55.36,49.4,43.44,47.04,50.64
89.24,88.9,88.57,90.72,92.87,88.13,83.39
61.25,61.76,62.27,59.83,57.39,55.96,54.52
90.83,92.07,93.31,92.79,92.26,94.0,95.74
63.13,64.82,66.51,65.72,64.94,63.85,62.76
47.76,52.2,56.64,50.04,43.44,44.18,44.91
41.29,38.06,34.83,28.61,22.39,25.02,27.66
91.91,90.35,88.79,88.63,88.47,89.13,89.78
81.6,83.62,85.64,83.9,82.17,74.08,65.98
77.49,80.72,83.95,84.96,85.96,81.49,77.02
32.35,33.59,34.83,32.42,30.0,26.92,23.84
82.01,84.05,86.09,81.16,76.24,74.56,72.88
52.09,47.47,42.85,41.24,39.62,41.26,42.9
66.7,75.91,85.13,89.38,93.63,91.4,89.18
66.19,66.35,66.51,62.7,58.89,63.4,67.92
86.34,84.6,82.87,85.21,87.55,87.5,87.46
46.55,46.45,46.35,46.79,47.23,38.67,30.11
74.18,74.72,75.26,70.54,65.83,66.88,67.92
76.31,71.68,67.05,64.82,62.58,64.12,65.66
63.13,59.63,56.13,62.36,68.6,62.1,55.6
82.65,79.32,75.99,73.65,71.31,78.33,85.36
45.85,43.14,40.43,38.08,35.73,32.34,28.96
71.28,68.04,64.79,54.54,44.3,45.72,47.14
91.79,87.01,82.23,80.0,77.77,71.55,65.34
51.19,47.02,42.85,38.91,34.97,29.12,23.27
60.39,60.68,60.97,57.84,54.71,60.35,65.98
62.4,62.65,62.91,64.99,67.07,59.23,51.4
91.79,93.52,95.26,90.05,84.84,84.88,84.91
40.69,39.61,38.52,40.66,42.8,50.15,57.51
54.25,48.18,42.12,41.33,40.54,32.82,25.11
31.68,36.9,42.12,43.62,45.13,56.86,68.59
70.9,65.94,60.97,59.93,58.89,52.41,45.93
61.67,65.25,68.83,60.56,52.29,47.1,41.92
66.7,61.03,55.36,55.04,54.71,50.92,47.14
72.62,70.09,67.56,68.35,69.14,60.27,51.4
87.14,88.06,88.98,89.26,89.55,82.82,76.1
32.35,37.24,42.12,28.82,15.51,20.18,24.86
61.67,59.79,57.91,57.33,56.75,60.68,64.61
86.79,89.2,91.6,90.86,90.13,89.58,89.02
97.33,97.06,96.78,96.22,95.67,95.91,96.15
66.7,69.64,72.59,71.52,70.45,68.95,67.44
68.55,66.67,64.79,63.36,61.94,62.76,63.59
77.27,74.66,72.05,71.25,70.45,74.68,78.9
88.86,88.57,88.28,89.2,90.13,86.52,82.91
96.91,97.02,97.13,96.21,95.29,95.42,95.54
52.98,56.12,59.25,52.89,46.53,43.4,40.26
56.29,52.2,48.11,44.9,41.69,45.3,48.92
72.21,68.22,64.22,64.32,64.43,70.09,75.75
93.86,90.28,86.69,76.88,67.07,73.3,79.54
35.31,38.43,41.55,45.46,49.36,52.16,54.96
84.53,87.7,90.86,91.56,92.26,84.52,76.77
11.17,12.22,13.28,12.94,12.61,10.89,9.17
90.39,90.86,91.34,90.44,89.55,88.07,86.6
19.48,19.34,19.2,18.31,17.42,13.84,10.25
88.98,88.63,88.28,81.86,75.45,81.46,87.46
87.68,87.4,87.11,87.85,88.6,89.96,91.31
97.39,97.18,96.98,95.98,94.97,90.93,86.89
82.65,82.32,81.98,82.63,83.28,79.52,75.75
87.93,83.81,79.69,79.05,78.41,73.3,68.2
87.14,85.8,84.46,84.06,83.66,86.23,88.8
70.23,70.32,70.42,62.01,53.6,58.37,63.14
78.89,79.57,80.26,77.85,75.45,67.39,59.33
9.58,13.5,17.41,13.38,9.36,22.42,35.49
4.23,9.02,13.82,17.78,21.75,16.94,12.13
98.6,98.33,98.06,98.41,98.76,97.82,96.88
13.47,16.98,20.5,15.82,11.15,7.53,3.91
14.93,12.42,9.9,14.7,19.49,15.3,11.11
5.41,5.38,5.35,6.42,7.48,6.85,6.21
34.0,29.59,25.18,14.58,3.98,3.9,3.82
5.41,5.46,5.51,7.44,9.36,7.29,5.22
27.67,26.42,25.18,24.15,23.12,20.18,17.25
0.22,0.7,1.18,9.86,18.54,20.9,23.27
7.32,7.82,8.31,4.88,1.46,2.53,3.6
4.08,7.94,11.81,27.05,42.29,41.44,40.58
20.98,22.76,24.55,18.58,12.61,9.68,6.75
47.28,41.34,35.4,38.84,42.29,40.25,38.22
33.24,29.77,26.3,23.2,20.1,21.97,23.84
20.98,16.4,11.81,8.74,5.67,15.39,25.11
5.41,8.84,12.26,8.04,3.82,9.1,14.39
62.4,62.65,62.91,64.67,66.43,58.26,50.1
37.15,36.9,36.64,33.32,30.0,32.28,34.56
2.64,3.6,4.55,6.46,8.38,6.8,5.22
8.47,7.99,7.51,11.51,15.51,16.38,17.25
7.67,5.74,3.82,11.18,18.54,35.84,53.15
8.47,10.62,12.77,20.66,28.54,27.06,25.59
9.14,6.48,3.82,5.14,6.46,10.17,13.88
33.24,23.99,14.74,12.94,11.15,13.55,15.95
31.68,22.22,12.77,10.58,8.38,22.25,36.12
40.02,35.82,31.61,36.38,41.15,39.68,38.22
21.43,17.62,13.82,11.32,8.82,7.02,5.22
6.43,5.78,5.13,5.18,5.22,10.76,16.3
7.67,8.2,8.72,8.55,8.38,8.55,8.72
24.23,24.7,25.18,22.34,19.49,30.26,41.02
7.32,7.82,8.31,15.03,21.75,20.02,18.3
4.93,2.59,0.25,6.64,13.03,16.12,19.22
3.5,2.77,2.04,3.5,4.97,11.34,17.7
21.43,43.97,66.51,66.17,65.83,50.66,35.49
26.58,23.54,20.5,24.52,28.54,36.72,44.91
6.65,8.66,10.67,6.64,2.61,11.87,21.13
7.32,5.28,3.25,2.02,0.8,2.7,4.61
18.91,16.6,14.29,14.63,14.97,23.83,32.69
99.14,98.22,97.29,96.98,96.66,95.46,94.27
2.39,2.05,1.72,0.99,0.25,0.64,1.02
15.98,36.94,57.91,51.1,44.3,25.26,6.21
98.95,99.1,99.24,99.18,99.11,99.22,99.33
4.23,9.75,15.28,8.62,1.97,7.7,13.43
4.62,4.01,3.41,7.76,12.1,15.92,19.73
2.64,2.5,2.36,2.62,2.87,6.43,9.99
19.48,19.34,19.2,24.6,30.0,30.53,31.06
21.43,30.62,39.8,36.12,32.45,32.8,33.16
13.47,10.49,7.51,5.74,3.98,4.49,5.0
16.87,17.5,18.12,17.23,16.34,29.62,42.9
9.96,7.26,4.55,8.98,13.41,11.06,8.72
4.93,2.97,1.02,2.5,3.98,7.67,11.36
6.24,10.03,13.82,9.22,4.62,5.68,6.75
89.88,89.43,88.98,87.86,86.75,85.96,85.17
64.31,58.32,52.34,51.2,50.06,47.2,44.33
45.3,46.71,48.11,43.86,39.62,39.74,39.85
68.13,70.81,73.48,76.82,80.16,81.39,82.62
97.04,96.98,96.91,97.18,97.45,95.12,92.78
9.58,9.39,9.2,10.43,11.66,9.33,7.0
39.29,42.82,46.35,44.02,41.69,38.12,34.56
40.02,48.33,56.64,57.01,57.39,58.36,59.33
35.31,35.98,36.64,37.18,37.71,31.65,25.59
48.39,43.72,39.06,38.72,38.38,37.71,37.05
27.09,24.5,21.9,23.44,24.97,23.62,22.28
68.13,66.18,64.22,60.48,56.75,58.82,60.88
15.57,16.49,17.41,16.46,15.51,16.6,17.7
54.98,50.94,46.9,42.3,37.71,45.62,53.53
50.53,50.64,50.75,49.68,48.6,47.87,47.14
62.4,50.73,39.06,50.08,61.11,65.69,70.27
51.19,50.67,50.14,50.7,51.27,54.39,57.51
65.01,66.28,67.56,69.2,70.83,65.85,60.88
35.94,32.32,28.69,24.09,19.49,30.26,41.02
33.24,34.94,36.64,30.16,23.69,22.24,20.78
0.54,0.57,0.6,0.64,0.67,0.54,0.41
27.67,29.64,31.61,31.44,31.27,30.12,28.96
17.29,16.46,15.63,15.3,14.97,13.16,11.36
63.13,65.64,68.16,66.55,64.94,64.26,63.59
61.67,60.46,59.25,59.78,60.32,53.73,47.14
24.23,23.06,21.9,18.44,14.97,16.63,18.3
72.62,76.61,80.61,83.52,86.43,71.02,55.6
5.41,4.47,3.53,3.28,3.03,3.58,4.14
38.24,34.92,31.61,32.03,32.45,25.38,18.3
66.19,70.25,74.31,76.99,79.68,74.13,68.59
64.31,63.98,63.64,61.63,59.62,51.7,43.79
41.29,38.66,36.04,32.29,28.54,24.83,21.13
67.62,58.54,49.47,56.42,63.38,55.26,47.14
61.25,63.42,65.58,65.26,64.94,57.52,50.1
27.67,21.65,15.63,16.19,16.75,16.35,15.95
74.72,76.44,78.16,79.97,81.78,76.55,71.32
54.25,55.19,56.13,48.91,41.69,45.9,50.1
38.78,35.61,32.44,28.98,25.51,26.59,27.66
35.94,34.19,32.44,37.07,41.69,39.96,38.22
86.15,86.0,85.86,81.54,77.23,76.76,76.29
58.68,59.22,59.76,65.3,70.83,66.98,63.14
45.85,47.66,49.47,47.65,45.83,35.99,26.16
9.58,8.74,7.9,8.63,9.36,9.5,9.64
58.29,62.67,67.05,70.13,73.22,74.48,75.75
26.11,28.06,30.02,28.53,27.04,23.38,19.73
54.98,47.02,39.06,39.8,40.54,36.26,31.99
40.02,39.54,39.06,40.67,42.29,36.92,31.54
77.49,77.82,78.16,76.55,74.94,71.19,67.44
21.43,19.77,18.12,19.11,20.1,16.47,12.83
61.25,63.42,65.58,67.09,68.6,66.32,64.04
68.55,64.76,60.97,59.64,58.31,57.34,56.37
4.46,3.76,3.06,3.34,3.63,3.17,2.71
84.53,84.83,85.13,85.7,86.27,85.22,84.18
8.15,7.83,7.51,6.06,4.62,6.25,7.89
28.33,24.8,21.27,18.12,14.97,14.68,14.39
66.7,68.07,69.44,66.01,62.58,61.73,60.88
65.01,66.28,67.56,67.5,67.45,61.53,55.6
70.9,73.67,76.44,75.69,74.94,77.97,81.0
32.35,26.42,20.5,20.3,20.1,18.68,17.25
69.12,65.04,60.97,60.64,60.32,60.16,59.99
34.51,30.14,25.76,39.89,54.01,48.46,42.9
14.29,17.78,21.27,21.21,21.15,18.04,14.93
36.68,28.59,20.5,20.53,20.57,22.84,25.11
66.7,72.05,77.4,76.82,76.24,65.38,54.52
28.33,28.14,27.95,28.69,29.43,30.48,31.54
87.68,82.92,78.16,77.2,76.24,80.32,84.4
49.25,47.5,45.75,42.06,38.38,33.02,27.66
28.33,32.18,36.04,32.29,28.54,21.46,14.39
2.8,4.33,5.86,5.0,4.14,4.82,5.51
51.19,53.28,55.36,50.94,46.53,50.03,53.53
70.23,69.84,69.44,69.7,69.97,65.42,60.88
40.69,37.46,34.22,37.96,41.69,39.65,37.62
88.32,88.06,87.81,88.32,88.82,88.48,88.13
56.29,52.88,49.47,49.42,49.36,46.0,42.65
20.22,16.24,12.26,12.84,13.41,19.13,24.86
42.79,41.3,39.8,41.62,43.44,42.01,40.58
40.69,40.82,40.94,39.66,38.38,37.71,37.05
57.82,59.76,61.7,64.92,68.15,66.38,64.61
38.24,37.44,36.64,37.86,39.08,42.0,44.91
5.41,5.74,6.08,5.35,4.62,3.42,2.23
31.68,29.96,28.24,26.88,25.51,23.32,21.13
83.57,81.92,80.26,81.02,81.78,81.99,82.21
1.31,1.31,1.31,0.99,0.67,1.19,1.72
52.98,51.56,50.14,51.22,52.29,48.31,44.33
32.35,31.5,30.66,32.13,33.6,29.88,26.16
39.29,40.42,41.55,41.92,42.29,33.06,23.84
41.29,39.4,37.5,38.56,39.62,36.16,32.69
19.48,20.38,21.27,18.39,15.51,17.62,19.73
93.16,94.73,96.31,96.48,96.66,95.79,94.91
35.94,32.63,29.32,20.96,12.61,21.66,30.71
83.09,82.86,82.62,81.15,79.68,81.15,82.62
9.58,12.43,15.28,25.12,34.97,37.12,39.27
38.78,38.92,39.06,42.44,45.83,59.62,73.42
43.97,41.88,39.8,38.12,36.43,45.19,53.95
60.39,61.04,61.7,62.54,63.38,71.14,78.9
75.14,76.9,78.67,78.78,78.89,77.83,76.77
4.46,5.44,6.43,8.2,9.97,8.93,7.89
46.55,47.57,48.58,56.5,64.43,64.24,64.04
