2014 SVI Single-Parent Household Data and Encoding,2015 SVI Single-Parent Household Data and Encoding,2016 SVI Single-Parent Household Data and Encoding,2017 SVI Single-Parent Household Data and Encoding,2018 SVI Single-Parent Household Data and Encoding,2019 SVI Single-Parent Household Data and Encoding,2020 SVI Single-Parent Household Data and Encoding
4.58,5.16,5.73,7.13,8.53,10.88,13.24
57.02,54.08,51.13,48.16,45.18,46.16,47.14
28.11,38.08,48.04,52.9,57.75,56.55,55.35
1.43,1.0,0.57,0.38,0.19,0.3,0.41
8.12,5.82,3.53,2.18,0.83,4.98,9.13
1.53,1.94,2.36,1.29,0.22,0.11,0.0
71.95,74.8,77.65,66.81,55.97,60.04,64.1
31.04,28.58,26.11,18.16,10.22,15.69,21.16
84.75,86.58,88.41,73.08,57.75,35.49,13.24
52.4,38.49,24.58,30.35,36.13,48.6,61.08
4.84,19.93,35.02,40.1,45.18,37.83,30.49
11.4,11.62,11.84,12.18,12.51,8.53,4.55
39.35,31.98,24.61,31.26,37.92,38.48,39.05
4.01,5.3,6.59,5.68,4.78,28.01,51.24
3.25,2.08,0.92,0.68,0.45,0.6,0.76
11.3,14.22,17.13,11.89,6.65,7.89,9.13
22.35,18.88,15.41,16.24,17.06,34.15,51.24
44.19,36.69,29.19,25.67,22.16,36.7,51.24
23.05,24.28,25.5,20.18,14.87,10.73,6.59
8.18,14.2,20.22,22.04,23.85,42.46,61.08
16.94,24.04,31.14,42.63,54.12,62.86,71.61
8.25,5.64,3.02,2.31,1.59,5.01,8.43
49.06,43.94,38.81,52.06,65.3,57.22,49.14
63.13,67.52,71.92,63.94,55.97,62.3,68.62
8.69,13.23,17.77,25.12,32.47,26.82,21.16
77.2,81.88,86.56,87.87,89.18,84.2,79.22
12.29,16.28,20.28,22.06,23.85,32.6,41.34
61.86,40.69,19.52,27.82,36.13,22.63,9.13
30.4,34.59,38.78,23.65,8.53,19.51,30.49
0.92,1.27,1.62,10.49,19.36,9.88,0.41
54.15,59.45,64.76,62.7,60.65,42.71,24.76
3.66,2.96,2.26,5.82,9.39,12.44,15.5
4.74,4.72,4.71,3.03,1.34,0.96,0.57
98.73,98.56,98.38,98.74,99.11,98.14,97.17
27.25,35.89,44.54,29.71,14.87,18.86,22.85
15.73,18.78,21.84,16.03,10.22,24.64,39.05
5.25,4.31,3.37,5.57,7.77,4.56,1.34
4.43,9.79,15.15,23.81,32.47,35.76,39.05
2.36,2.93,3.5,3.15,2.8,3.84,4.87
14.71,21.27,27.83,19.72,11.62,17.24,22.85
71.73,58.84,45.94,43.6,41.26,46.25,51.24
85.86,84.42,82.97,82.41,81.85,80.54,79.22
29.74,31.28,32.82,26.76,20.69,25.59,30.49
36.84,49.11,61.38,68.04,74.69,76.41,78.13
11.21,35.93,60.65,37.28,13.91,7.54,1.18
2.48,2.08,1.69,11.19,20.69,25.59,30.49
56.29,72.0,87.71,82.71,77.71,48.86,20.02
18.91,37.68,56.45,77.32,98.19,98.65,99.11
7.32,5.84,4.36,3.48,2.61,35.62,68.62
51.32,54.66,58.01,43.81,29.61,37.39,45.16
79.47,81.1,82.74,85.96,89.18,88.72,88.26
34.64,24.8,14.96,10.54,6.11,12.41,18.71
94.87,75.87,56.86,66.82,76.79,79.45,82.11
15.15,15.84,16.52,22.22,27.92,17.26,6.59
65.3,64.17,63.04,60.4,57.75,57.51,57.26
6.78,6.4,6.02,18.63,31.23,24.97,18.71
62.97,58.99,55.01,64.09,73.16,69.26,65.37
49.82,37.01,24.2,21.78,19.36,35.3,51.24
15.82,14.27,12.73,15.42,18.12,21.44,24.76
43.87,45.86,47.85,42.88,37.92,33.09,28.26
61.41,59.64,57.88,53.44,49.0,29.06,9.13
36.39,32.71,29.04,26.44,23.85,23.35,22.85
51.89,50.08,48.26,46.72,45.18,40.02,34.85
40.53,37.01,33.49,32.98,32.47,27.66,22.85
20.34,23.08,25.82,26.23,26.65,28.57,30.49
54.73,55.19,55.65,42.63,29.61,31.06,32.5
60.52,66.47,72.43,68.86,65.3,37.72,10.15
86.09,87.58,89.08,87.68,86.28,81.49,76.7
17.06,17.48,17.89,16.38,14.87,18.86,22.85
35.56,34.85,34.13,36.02,37.92,44.58,51.24
85.48,86.8,88.12,87.2,86.28,85.85,85.42
18.94,14.92,10.89,12.4,13.91,20.21,26.51
95.86,96.53,97.2,97.22,97.23,94.59,91.95
96.02,95.88,95.73,95.03,94.33,93.88,93.44
40.43,39.34,38.24,33.92,29.61,40.42,51.24
86.18,84.93,83.67,81.36,79.05,73.84,68.62
9.07,9.47,9.87,8.26,6.65,8.98,11.3
46.39,48.38,50.37,54.06,57.75,65.26,72.76
40.46,38.4,36.33,35.34,34.35,36.7,39.05
22.7,21.26,19.83,18.98,18.12,18.42,18.71
8.85,9.0,9.14,8.83,8.53,15.69,22.85
16.14,17.03,17.92,16.4,14.87,15.18,15.5
91.53,90.12,88.7,87.76,86.82,86.79,86.76
81.88,79.16,76.44,72.38,68.32,73.23,78.13
10.86,12.46,14.07,12.84,11.62,16.39,21.16
19.13,15.66,12.19,9.98,7.77,11.64,15.5
84.62,84.32,84.02,85.15,86.28,82.2,78.13
32.12,34.34,36.55,30.96,25.37,23.26,21.16
86.66,86.18,85.71,82.82,79.94,77.67,75.4
1.62,3.66,5.7,4.49,3.28,13.07,22.85
92.96,94.4,95.83,95.68,95.54,92.95,90.36
97.87,97.96,98.06,98.25,98.44,91.62,84.79
61.95,57.38,52.82,64.33,75.84,78.02,80.2
87.9,90.35,92.8,93.42,94.05,92.41,90.77
3.18,7.2,11.21,13.04,14.87,10.34,5.82
90.8,88.64,86.47,87.28,88.09,85.64,83.2
83.89,87.6,91.31,89.7,88.09,84.62,81.16
59.69,68.83,77.97,77.38,76.79,54.64,32.5
89.27,90.0,90.74,87.68,84.62,47.38,10.15
7.55,6.7,5.86,3.66,1.46,2.7,3.95
79.15,56.71,34.26,25.66,17.06,32.1,47.14
93.38,92.1,90.83,92.01,93.19,92.33,91.47
24.67,14.42,4.17,4.8,5.44,16.85,28.26
15.5,13.45,11.4,9.02,6.65,10.44,14.23
62.66,52.04,41.42,36.33,31.23,49.92,68.62
94.27,95.06,95.86,96.4,96.94,94.66,92.39
5.13,4.5,3.88,5.62,7.35,49.87,92.39
76.12,71.25,66.38,53.82,41.26,45.2,49.14
41.36,51.91,62.46,67.81,73.16,83.81,94.46
88.16,82.6,77.05,81.55499999999999,86.05999999999999,90.56499999999998,95.07
89.08,74.68,60.27,67.48,74.69,72.42,70.15
83.29,76.6,69.91,61.13,52.34,53.84,55.35
91.91,91.02,90.13,90.16,90.19,86.7,83.2
93.95,90.74,87.52,90.35,93.19,91.98,90.77
58.01,58.02,58.04,57.9,57.75,57.51,57.26
9.01,26.04,43.08,61.51,79.94,59.5,39.05
67.53,64.36,61.19,40.94,20.69,24.48,28.26
75.07,79.76,84.46,75.74,67.02,71.86,76.7
36.52,26.42,16.33,14.85,13.37,12.86,12.35
40.05,40.66,41.26,48.61,55.97,59.27,62.57
83.41,84.74,86.06,79.02,71.98,57.57,43.16
42.47,36.33,30.18,39.59,49.0,58.81,68.62
55.87,57.51,59.15,60.74,62.34,47.42,32.5
99.78,99.8,99.81,99.65,99.49,99.49,99.49
53.61,57.14,60.68,57.4,54.12,54.74,55.35
59.25,63.76,68.26,68.29,68.32,66.21,64.1
73.23,78.18,83.13,84.3,85.48,69.46,53.44
68.74,69.38,70.01,69.86,69.72,60.48,51.24
80.04,78.02,75.99,79.5,83.0,75.81,68.62
51.83,52.84,53.84,58.92,63.99,48.24,32.5
64.37,73.28,82.2,74.61,67.02,44.09,21.16
59.41,59.57,59.73,50.5,41.26,33.01,24.76
68.39,67.26,66.13,64.24,62.34,57.89,53.44
37.25,44.24,51.23,50.88,50.53,38.52,26.51
26.42,30.3,34.19,30.42,26.65,33.99,41.34
73.61,71.1,68.58,66.94,65.3,66.96,68.62
28.33,31.12,33.91,43.12,52.34,40.3,28.26
77.43,81.3,85.16,86.34,87.52,64.43,41.34
86.34,82.26,78.19,82.86,87.52,80.73,73.93
42.06,41.56,41.07,42.18,43.3,32.23,21.16
19.33,14.81,10.28,9.02,7.77,7.18,6.59
10.22,6.59,2.96,4.2,5.44,4.99,4.55
62.4,57.24,52.09,54.03,55.97,46.28,36.6
80.8,79.54,78.29,78.0,77.71,73.93,70.15
85.83,83.22,80.61,76.3,71.98,75.6,79.22
34.57,37.39,40.21,44.6,49.0,32.25,15.5
74.69,66.33,57.98,55.16,52.34,46.84,41.34
40.82,36.12,31.42,32.88,34.35,33.43,32.5
77.36,77.01,76.66,77.18,77.71,79.91,82.11
87.36,90.45,93.54,90.18,86.82,75.46,64.1
15.63,15.32,15.0,14.18,13.37,16.7,20.02
15.89,15.04,14.2,13.36,12.51,21.5,30.49
70.49,70.96,71.44,68.37,65.3,62.2,59.1
72.37,75.82,79.27,80.02,80.77,69.93,59.1
71.44,72.54,73.64,75.68,77.71,73.93,70.15
60.39,59.47,58.55,52.84,47.12,50.28,53.44
50.49,46.44,42.38,41.82,41.26,46.25,51.24
79.05,70.0,60.94,70.86,80.77,74.02,67.28
79.88,82.94,85.99,87.58,89.18,82.29,75.4
39.45,35.93,32.41,29.53,26.65,27.46,28.26
12.89,10.69,8.5,7.31,6.11,11.74,17.38
56.83,53.79,50.75,47.02,43.3,45.22,47.14
63.51,62.72,61.92,65.82,69.72,63.49,57.26
51.8,50.7,49.6,46.45,43.3,50.28,57.26
31.71,29.94,28.18,24.44,20.69,25.59,30.49
74.82,77.03,79.24,80.0,80.77,66.0,51.24
24.77,27.66,30.56,26.8,23.05,20.88,18.71
46.99,43.46,39.92,39.76,39.61,44.38,49.14
21.59,40.92,60.24,64.98,69.72,56.44,43.16
9.23,16.11,22.99,33.15,43.3,25.5,7.7
38.14,42.15,46.16,49.25,52.34,33.92,15.5
60.3,64.17,68.04,67.53,67.02,65.56,64.1
28.02,25.38,22.73,21.04,19.36,21.1,22.85
70.84,73.7,76.57,77.14,77.71,68.4,59.1
36.33,37.26,38.2,41.69,45.18,31.94,18.71
27.06,31.33,35.59,34.03,32.47,36.9,41.34
43.62,38.73,33.84,39.51,45.18,42.12,39.05
44.73,48.76,52.79,44.46,36.13,25.82,15.5
64.53,61.65,58.77,56.44,54.12,46.58,39.05
60.9,63.36,65.81,62.6,59.38,54.26,49.14
49.28,49.22,49.16,44.38,39.61,47.48,55.35
58.48,56.97,55.46,57.42,59.38,47.11,34.85
60.33,53.93,47.53,34.84,22.16,25.21,28.26
78.8,79.76,80.71,81.86,83.0,79.2,75.4
18.05,16.56,15.06,19.45,23.85,41.47,59.1
20.79,24.9,29.0,30.74,32.47,30.36,28.26
97.13,95.99,94.84,84.0,73.16,83.3,93.44
35.82,45.92,56.03,45.19,34.35,27.76,21.16
15.12,11.4,7.67,8.1,8.53,21.69,34.85
46.9,41.1,35.31,38.29,41.26,56.44,71.61
64.12,55.72,47.31,51.64,55.97,51.55,47.14
92.77,93.17,93.57,90.2,86.82,83.02,79.22
33.81,32.28,30.75,22.33,13.91,19.34,24.76
33.11,29.69,26.27,21.66,17.06,19.11,21.16
68.77,70.49,72.21,64.09,55.97,45.41,34.85
74.91,73.46,72.02,73.93,75.84,71.56,67.28
31.17,32.92,34.67,39.92,45.18,51.22,57.26
62.27,56.04,49.82,51.08,52.34,74.58,96.82
55.84,48.2,40.56,37.46,34.35,24.29,14.23
53.07,39.96,26.84,21.28,15.73,37.42,59.1
62.75,58.05,53.36,51.94,50.53,57.32,64.1
27.51,24.53,21.55,24.74,27.92,31.38,34.85
12.0,9.75,7.51,6.14,4.78,4.82,4.87
85.04,85.84,86.63,82.17,77.71,83.26,88.8
4.2,4.0,3.79,3.1,2.42,2.37,2.32
55.52,62.84,70.17,72.43,74.69,75.7,76.7
81.79,80.32,78.86,80.93,83.0,80.56,78.13
61.03,59.73,58.42,60.38,62.34,69.52,76.7
94.72,94.1,93.47,92.22,90.96,92.1,93.25
25.28,21.9,18.53,36.32,54.12,59.74,65.37
62.69,46.47,30.25,24.8,19.36,18.37,17.38
50.68,52.77,54.86,53.6,52.34,60.48,68.62
28.59,32.92,37.25,34.24,31.23,31.86,32.5
82.11,79.6,77.08,72.05,67.02,58.08,49.14
84.97,83.52,82.08,82.54,83.0,78.46,73.93
96.88,97.42,97.96,98.38,98.79,97.8,96.82
80.26,80.6,80.93,79.32,77.71,80.93,84.15
53.74,59.63,65.52,58.02,50.53,55.8,61.08
75.77,75.66,75.55,73.33,71.12,71.94,72.76
58.13,41.6,25.06,25.22,25.37,28.94,32.5
5.38,5.26,5.13,3.44,1.75,15.01,28.26
87.74,88.84,89.94,89.02,88.09,86.12,84.15
83.73,89.38,95.03,93.9,92.77,88.46,84.15
87.68,88.06,88.44,86.53,84.62,87.84,91.06
93.6,93.9,94.21,93.49,92.77,94.57,96.37
77.46,79.36,81.25,82.12,83.0,84.21,85.42
64.63,60.11,55.59,47.6,39.61,42.38,45.16
9.71,14.14,18.56,19.62,20.69,23.6,26.51
88.95,89.9,90.86,91.82,92.77,89.76,86.76
96.5,95.32,94.14,92.55,90.96,90.2,89.43
46.64,35.33,24.01,53.92,83.83,42.44,1.05
63.99,65.98,67.97,67.49,67.02,68.59,70.15
44.95,57.84,70.74,56.0,41.26,35.88,30.49
85.35,86.13,86.91,83.84,80.77,76.19,71.61
78.54,68.82,59.09,46.72,34.35,39.76,45.16
79.97,76.38,72.78,72.97,73.16,77.64,82.11
93.7,86.31,78.92,84.94,90.96,87.08,83.2
40.37,35.66,30.95,40.74,50.53,46.84,43.16
55.68,63.77,71.86,67.92,63.99,65.64,67.28
29.0,26.93,24.86,19.38,13.91,24.38,34.85
45.18,35.0,24.83,23.94,23.05,15.11,7.16
47.28,60.54,73.8,77.82,81.85,85.32,88.8
84.65,81.73,78.8,77.32,75.84,78.02,80.2
22.76,17.26,11.75,12.13,12.51,21.5,30.49
54.06,59.73,65.39,63.86,62.34,53.75,45.16
37.06,29.2,21.33,19.72,18.12,21.44,24.76
87.04,86.36,85.67,85.98,86.28,80.1,73.93
53.26,52.5,51.74,50.37,49.0,49.07,49.14
94.81,95.58,96.34,91.58,86.82,84.46,82.11
85.61,83.03,80.45,81.15,81.85,76.73,71.61
31.33,31.88,32.44,31.02,29.61,34.33,39.05
33.46,24.15,14.84,10.48,6.11,5.33,4.55
89.4,90.9,92.39,82.18,71.98,68.68,65.37
38.43,33.52,28.62,19.0,9.39,18.83,28.26
58.61,66.1,73.58,44.66,15.73,34.58,53.44
74.56,73.68,72.81,74.32,75.84,56.22,36.6
86.98,83.6,80.23,81.04,81.85,86.66,91.47
14.17,14.72,15.28,10.36,5.44,6.57,7.7
67.78,64.18,60.59,62.29,63.99,55.56,47.14
82.14,87.74,93.35,94.28,95.22,95.8,96.37
97.1,97.04,96.98,95.88,94.78,93.81,92.84
72.84,71.89,70.93,69.62,68.32,63.71,59.1
75.23,76.79,78.35,75.76,73.16,78.97,84.79
48.55,51.92,55.3,51.21,47.12,54.1,61.08
78.67,69.53,60.39,68.11,75.84,70.6,65.37
97.93,98.01,98.09,97.93,97.77,97.9,98.03
54.86,58.46,62.05,68.37,74.69,70.03,65.37
52.37,48.23,44.09,48.22,52.34,58.85,65.37
56.48,42.08,27.67,22.9,18.12,27.36,36.6
30.6,42.1,53.61,47.44,41.26,61.21,81.16
16.46,18.72,20.98,17.18,13.37,32.3,51.24
57.18,45.67,34.16,29.01,23.85,44.61,65.37
66.38,56.12,45.85,44.58,43.3,46.22,49.14
93.89,95.14,96.4,96.82,97.23,95.84,94.46
67.3,63.72,60.14,59.76,59.38,62.38,65.37
74.21,61.19,48.17,46.68,45.18,69.82,94.46
98.92,98.79,98.66,97.56,96.47,97.54,98.6
5.48,5.43,5.38,5.41,5.44,6.94,8.43
93.09,92.47,91.85,92.31,92.77,89.76,86.76
27.95,28.27,28.59,30.53,32.47,34.53,36.6
92.39,92.28,92.17,92.47,92.77,87.98,83.2
60.17,60.57,60.97,54.04,47.12,38.8,30.49
19.39,26.22,33.05,25.58,18.12,31.64,45.16
12.96,9.09,5.22,5.0,4.78,26.96,49.14
11.08,21.65,32.22,18.27,4.33,26.74,49.14
98.15,98.47,98.79,98.62,98.44,98.78,99.11
0.41,0.88,1.34,1.46,1.59,0.8,0.0
1.75,2.44,3.12,4.89,6.65,6.24,5.82
12.23,9.73,7.23,6.94,6.65,6.24,5.82
3.37,4.72,6.08,6.93,7.77,8.45,9.13
33.4,38.42,43.43,52.04,60.65,66.7,72.76
33.65,42.09,50.53,45.9,41.26,35.88,30.49
1.72,1.42,1.11,1.59,2.07,6.68,11.3
1.46,2.22,2.99,3.32,3.66,18.08,32.5
0.45,0.74,1.02,2.68,4.33,18.42,32.5
31.96,24.38,16.81,15.09,13.37,19.94,26.51
57.27,48.16,39.06,53.69,68.32,63.71,59.1
6.49,4.17,1.85,3.98,6.11,3.73,1.34
34.38,31.55,28.72,17.69,6.65,5.6,4.55
6.21,5.65,5.09,3.58,2.07,8.78,15.5
35.88,45.51,55.14,54.63,54.12,59.74,65.37
1.15,0.78,0.41,0.43,0.45,1.18,1.91
3.06,6.13,9.2,20.83,32.47,30.36,28.26
44.06,45.56,47.06,39.76,32.47,20.45,8.43
2.77,4.46,6.14,15.76,25.37,18.86,12.35
1.05,1.0,0.96,0.67,0.38,1.96,3.53
0.22,0.22,0.22,0.26,0.29,0.3,0.32
18.12,18.9,19.68,23.17,26.65,18.98,11.3
28.75,29.13,29.51,35.38,41.26,23.36,5.47
49.51,48.08,46.64,53.01,59.38,49.22,39.05
7.39,6.04,4.68,11.4,18.12,24.3,30.49
7.51,7.14,6.78,6.11,5.44,6.94,8.43
33.14,21.88,10.63,11.12,11.62,11.46,11.3
62.72,74.04,85.35,71.55,57.75,63.18,68.62
30.91,25.98,21.04,14.4,7.77,6.62,5.47
0.25,1.28,2.32,12.69,23.05,44.21,65.37
20.47,16.53,12.58,9.35,6.11,9.68,13.24
1.97,21.02,40.08,39.0,37.92,60.56,83.2
72.43,73.21,73.99,67.32,60.65,51.0,41.34
22.13,25.1,28.08,36.63,45.18,26.44,7.7
5.51,4.66,3.82,5.58,7.35,21.98,36.6
26.11,27.12,28.14,28.03,27.92,42.59,57.26
99.94,99.89,99.84,99.74,99.65,99.12,98.6
7.77,12.0,16.24,12.0,7.77,31.56,55.35
0.64,1.3,1.97,6.8,11.62,7.08,2.55
99.81,99.78,99.75,99.68,99.62,99.56,99.49
2.93,3.62,4.3,3.02,1.75,1.26,0.76
22.54,15.69,8.85,18.39,27.92,18.52,9.13
1.66,1.85,2.04,1.4,0.76,2.82,4.87
83.57,72.16,60.74,46.6,32.47,27.66,22.85
42.12,22.32,2.52,4.58,6.65,7.18,7.7
10.38,14.26,18.15,14.88,11.62,14.5,17.38
36.01,37.84,39.67,45.1,50.53,30.34,10.15
33.49,28.04,22.6,22.38,22.16,16.73,11.3
0.96,0.75,0.54,1.48,2.42,20.74,39.05
15.66,26.2,36.74,38.18,39.61,59.41,79.22
79.75,79.4,79.05,82.94,86.82,84.46,82.11
89.62,86.85,84.08,86.08,88.09,89.43,90.77
30.44,39.61,48.77,45.02,41.26,35.88,30.49
76.6,75.39,74.18,71.25,68.32,62.79,57.26
33.08,37.52,41.96,39.94,37.92,30.38,22.85
17.86,22.04,26.23,39.28,52.34,49.74,47.14
23.27,32.41,41.55,45.28,49.0,42.8,36.6
59.57,64.88,70.2,68.61,67.02,60.23,53.44
69.47,68.64,67.81,67.42,67.02,65.56,64.1
17.51,15.95,14.39,21.16,27.92,25.38,22.85
69.63,68.29,66.95,63.8,60.65,54.9,49.14
86.72,86.61,86.5,87.84,89.18,84.2,79.22
48.26,43.0,37.73,36.04,34.35,34.6,34.85
91.28,85.38,79.47,79.26,79.05,75.33,71.61
48.84,54.38,59.92,51.61,43.3,45.22,47.14
33.78,30.39,27.0,39.67,52.34,53.84,55.35
43.65,52.55,61.45,68.64,75.84,76.98,78.13
82.39,82.04,81.69,81.23,80.77,82.78,84.79
42.18,45.24,48.3,46.74,45.18,43.26,41.34
75.45,68.66,61.86,62.1,62.34,69.52,76.7
24.29,23.46,22.64,23.24,23.85,27.17,30.49
55.24,59.56,63.87,63.93,63.99,61.54,59.1
66.83,69.6,72.37,70.34,68.32,63.71,59.1
87.49,89.42,91.34,90.76,90.19,83.44,76.7
83.06,83.32,83.57,83.7,83.83,83.52,83.2
50.91,54.79,58.68,61.99,65.3,56.22,47.14
57.56,54.08,50.59,38.62,26.65,20.44,14.23
10.32,9.03,7.74,5.86,3.98,4.72,5.47
45.69,41.2,36.71,43.62,50.53,45.93,41.34
67.14,63.0,58.87,69.82,80.77,69.93,59.1
84.53,84.13,83.73,83.36,83.0,85.32,87.65
73.77,63.48,53.2,53.66,54.12,49.64,45.16
66.28,46.65,27.03,29.13,31.23,40.18,49.14
53.45,43.98,34.51,32.87,31.23,35.14,39.05
53.55,61.35,69.15,76.49,83.83,70.54,57.26
67.49,69.66,71.82,67.9,63.99,42.0,20.02
43.55,58.74,73.93,72.52,71.12,71.94,72.76
2.96,3.55,4.14,4.06,3.98,5.57,7.16
71.22,68.12,65.01,68.49,71.98,70.3,68.62
81.57,82.28,83.0,86.09,89.18,69.16,49.14
43.49,50.92,58.36,55.35,52.34,51.79,51.24
47.37,47.08,46.8,48.67,50.53,57.95,65.37
35.28,37.85,40.43,41.86,43.3,42.32,41.34
58.2,49.23,40.27,54.3,68.32,69.24,70.15
52.24,58.19,64.15,61.76,59.38,54.26,49.14
77.75,69.79,61.83,60.6,59.38,52.27,45.16
74.43,77.2,79.97,80.37,80.77,78.09,75.4
90.45,91.58,92.71,93.38,94.05,91.42,88.8
51.77,63.95,76.12,75.4,74.69,72.42,70.15
73.83,74.26,74.69,73.92,73.16,76.68,80.2
75.8,69.05,62.3,58.21,54.12,53.78,53.44
31.68,27.22,22.76,21.72,20.69,21.77,22.85
58.36,62.32,66.28,59.31,52.34,41.42,30.49
18.37,24.94,31.52,29.72,27.92,20.58,13.24
68.58,63.04,57.5,46.82,36.13,40.64,45.16
39.96,53.74,67.53,55.42,43.3,27.3,11.3
84.27,85.82,87.36,87.72,88.09,87.42,86.76
39.96,46.14,52.31,59.66,67.02,55.09,43.16
55.3,44.66,34.03,29.7,25.37,34.26,43.16
87.58,83.49,79.4,77.04,74.69,70.03,65.37
3.79,3.33,2.87,3.08,3.28,8.76,14.23
27.48,33.54,39.61,33.76,27.92,31.38,34.85
25.85,25.26,24.67,30.4,36.13,47.61,59.1
57.98,64.63,71.28,76.56,81.85,67.64,53.44
61.45,57.6,53.74,58.86,63.99,69.69,75.4
81.47,80.99,80.52,72.26,63.99,60.62,57.26
48.17,46.18,44.19,41.06,37.92,39.63,41.34
44.48,49.8,55.11,44.73,34.35,29.56,24.76
7.42,11.56,15.7,19.77,23.85,28.18,32.5
66.99,69.34,71.7,63.83,55.97,63.06,70.15
72.78,76.28,79.78,78.29,76.79,72.04,67.28
72.56,78.02,83.48,84.05,84.62,64.89,45.16
57.4,62.8,68.19,72.02,75.84,59.5,43.16
78.64,77.55,76.47,79.74,83.0,72.04,61.08
63.71,67.4,71.09,71.54,71.98,61.61,51.24
68.45,71.38,74.31,75.08,75.84,73.0,70.15
62.56,62.7,62.85,62.6,62.34,68.87,75.4
71.41,71.28,71.16,70.44,69.72,63.49,57.26
49.86,44.88,39.89,38.9,37.92,29.54,21.16
48.71,47.42,46.13,42.02,37.92,35.21,32.5
23.53,35.93,48.33,65.09,81.85,63.5,45.16
78.41,80.8,83.19,80.45,77.71,62.42,47.14
27.73,22.9,18.08,20.96,23.85,26.06,28.26
15.41,24.74,34.07,45.91,57.75,49.54,41.34
24.36,30.14,35.91,34.19,32.47,23.35,14.23
59.12,57.45,55.78,54.06,52.34,37.6,22.85
41.32,36.18,31.04,28.84,26.65,35.9,45.16
26.62,36.33,46.04,60.36,74.69,67.88,61.08
76.15,80.36,84.56,83.78,83.0,78.46,73.93
30.12,36.06,41.99,41.62,41.26,27.25,13.24
67.46,63.74,60.01,57.06,54.12,43.31,32.5
15.0,11.84,8.69,15.87,23.05,32.2,41.34
71.38,76.82,82.27,68.2,54.12,66.12,78.13
51.07,56.53,61.99,71.92,81.85,79.28,76.7
57.91,52.26,46.61,47.8,49.0,50.12,51.24
62.3,64.83,67.37,71.03,74.69,73.72,72.76
60.24,55.92,51.61,51.97,52.34,52.89,53.44
61.25,59.22,57.18,66.51,75.84,72.23,68.62
72.91,77.67,82.43,72.39,62.34,66.24,70.15
85.16,84.83,84.5,84.99,85.48,78.54,71.61
33.33,45.62,57.91,51.54,45.18,44.17,43.16
58.17,57.86,57.56,61.43,65.3,69.03,72.76
53.52,60.14,66.76,70.72,74.69,64.06,53.44
95.1,94.42,93.73,91.74,89.75,90.85,91.95
46.93,67.74,88.54,72.26,55.97,43.23,30.49
54.22,59.92,65.62,74.72,83.83,78.88,73.93
54.6,50.16,45.72,57.72,69.72,66.15,62.57
63.36,66.86,70.36,78.94,87.52,82.11,76.7
34.96,33.11,31.26,28.96,26.65,34.9,43.16
7.29,11.3,15.31,12.35,9.39,7.6,5.82
14.74,13.86,12.99,20.46,27.92,29.2,30.49
68.0,65.7,63.39,68.27,73.16,69.26,65.37
24.61,29.98,35.34,43.84,52.34,68.56,84.79
47.6,42.04,36.49,36.31,36.13,38.74,41.34
36.64,30.63,24.61,36.8,49.0,45.17,41.34
23.69,56.83,89.97,89.35,88.73,90.34,91.95
74.47,62.39,50.3,65.54,80.77,43.96,7.16
28.21,22.34,16.46,10.95,5.44,10.47,15.5
55.49,56.98,58.48,58.12,57.75,46.3,34.85
51.0,49.09,47.18,43.4,39.61,57.51,75.4
56.06,60.82,65.58,69.37,73.16,73.54,73.93
74.79,77.68,80.58,80.26,79.94,77.67,75.4
88.25,81.92,75.58,74.37,73.16,71.66,70.15
81.5,81.32,81.15,76.13,71.12,78.72,86.31
71.25,74.98,78.7,73.51,68.32,74.26,80.2
59.82,62.68,65.55,52.58,39.61,36.06,32.5
66.44,71.33,76.22,72.97,69.72,63.49,57.26
63.67,67.82,71.98,74.84,77.71,75.24,72.76
33.84,35.36,36.87,34.05,31.23,33.04,34.85
21.24,21.8,22.35,32.82,43.3,49.32,55.35
39.92,35.98,32.03,27.09,22.16,34.65,47.14
51.58,54.6,57.62,50.46,43.3,46.22,49.14
80.9,86.39,91.88,89.08,86.28,84.74,83.2
41.07,38.11,35.15,39.22,43.3,39.07,34.85
15.31,15.06,14.8,10.72,6.65,12.68,18.71
30.72,46.1,61.48,70.71,79.94,73.61,67.28
51.19,53.76,56.32,63.72,71.12,73.91,76.7
29.86,43.49,57.12,55.62,54.12,56.61,59.1
88.51,85.72,82.94,86.56,90.19,91.72,93.25
12.86,15.87,18.88,28.4,37.92,43.53,49.14
66.73,74.04,81.34,66.84,52.34,67.22,82.11
79.21,70.18,61.16,55.08,49.0,51.22,53.44
81.76,81.74,81.73,82.36,83.0,84.21,85.42
79.34,81.32,83.29,84.38,85.48,79.7,73.93
50.33,45.22,40.11,43.62,47.12,47.13,47.14
82.62,84.46,86.31,89.02,91.72,89.02,86.31
57.66,66.77,75.87,73.92,71.98,66.53,61.08
24.16,27.88,31.61,30.61,29.61,28.06,26.51
73.03,67.57,62.11,63.7,65.3,55.23,45.16
86.47,85.42,84.37,81.71,79.05,81.12,83.2
80.58,78.32,76.06,74.02,71.98,67.27,62.57
54.63,38.52,22.41,24.53,26.65,44.61,62.57
36.55,28.29,20.03,41.18,62.34,35.38,8.43
47.98,49.89,51.8,55.59,59.38,59.24,59.1
71.92,76.79,81.66,83.14,84.62,83.36,82.11
78.51,78.76,79.02,81.42,83.83,76.99,70.15
47.12,48.32,49.51,58.26,67.02,60.23,53.44
78.19,65.71,53.23,53.68,54.12,64.03,73.93
