2014 Dispensing Data and Encoding,2015 Dispensing Data and Encoding,2016 Dispensing Data and Encoding,2017 Dispensing Data and Encoding,2018 Dispensing Data and Encoding,2019 Dispensing Data and Encoding,2020 Dispensing Data and Encoding
46.7,45.6,42.7,39.7,34.2,27.2,31.5
83.7,79.3,75.1,67.3,55.6,41.9,33.4
86.0,76.7,71.7,64.9,54.8,73.3,73.4
68.5,67.3,67.2,63.3,51.4,36.1,33.3
173.5,167.3,153.4,141.9,118.1,55.1,53.9
83.6,84.4,82.2,76.5,74.5,44.4,39.5
95.6,82.9,74.6,61.9,48.0,33.7,31.7
96.0,89.5,83.7,74.3,61.9,45.0,40.2
84.8,78.4,72.4,64.6,54.5,72.7,64.7
133.6,121.7,106.5,91.3,70.2,42.6,39.9
87.4,78.9,75.5,67.5,55.3,63.2,59.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.6,41.5,36.3,29.8,25.6,7.2,6.7
96.6,86.5,78.4,69.6,57.3,29.7,31.1
23.0,21.6,20.3,18.6,14.5,5.9,6.1
97.6,93.1,91.0,83.7,67.2,44.7,38.9
67.2,62.3,58.9,53.4,44.9,27.7,25.4
161.7,151.7,132.8,110.2,93.7,49.7,41.9
82.6,86.1,82.1,77.8,49.0,47.0,42.6
107.8,101.7,97.5,87.0,73.1,56.4,54.0
118.0,107.0,98.4,86.6,75.4,78.8,58.6
93.1,92.6,83.8,75.7,66.0,66.8,57.4
142.4,133.5,124.5,118.5,98.9,54.8,48.6
104.6,95.2,90.2,83.4,69.9,75.5,73.2
67.7,57.6,43.6,32.7,30.1,15.2,15.4
92.1,87.4,83.3,75.4,62.8,57.4,50.6
33.5,24.7,37.3,33.5,24.2,8.2,6.2
107.6,100.7,92.6,79.0,66.6,37.7,37.2
135.7,123.9,115.9,107.8,89.8,57.4,47.7
74.5,67.8,64.3,60.1,49.3,21.7,17.4
151.3,135.8,126.7,111.5,95.7,78.0,66.5
131.3,128.2,116.0,105.1,88.5,39.5,35.0
81.6,77.0,72.8,65.2,54.7,73.4,69.7
73.8,71.1,67.3,61.4,48.7,47.7,42.4
188.0,160.9,148.3,133.0,114.5,71.0,78.2
37.8,39.4,32.5,29.3,24.0,51.0,49.5
104.8,93.1,81.0,68.2,51.9,23.3,19.8
143.8,117.1,98.0,84.1,71.8,9.7,8.2
174.0,160.1,150.2,146.1,125.8,113.7,111.5
67.5,61.5,58.6,52.7,44.4,28.0,28.0
53.7,54.1,52.4,49.6,41.9,25.2,20.1
208.7,183.3,147.5,131.8,117.1,37.5,41.7
110.0,97.0,91.0,79.0,67.1,84.9,80.2
117.5,110.6,100.6,91.5,79.5,60.4,56.3
129.4,117.7,105.9,94.1,76.1,35.9,33.2
58.3,52.4,46.4,41.1,27.7,14.9,17.7
118.4,98.3,105.6,94.3,86.0,57.6,45.6
105.3,98.5,96.5,87.8,70.8,36.5,33.7
90.9,82.6,78.3,67.6,57.9,48.1,41.8
120.6,117.8,112.8,99.5,78.2,37.6,35.7
55.5,50.6,44.1,38.6,30.7,76.7,70.2
101.7,93.1,89.1,78.2,64.9,58.9,55.7
176.2,163.7,144.7,125.1,99.0,59.4,62.9
107.2,98.7,80.6,68.1,56.5,48.9,44.5
61.6,57.3,52.1,44.6,38.5,22.2,20.3
59.4,52.6,45.6,38.2,35.7,26.8,21.2
67.0,60.1,55.4,46.5,41.4,29.4,29.5
47.4,43.0,39.3,32.7,30.1,3.2,2.3
107.9,88.4,84.9,82.8,70.9,48.9,45.0
72.7,70.7,66.0,58.0,51.2,47.4,45.8
72.5,67.6,56.6,48.6,41.0,30.3,29.3
99.1,72.1,62.9,55.1,51.0,28.1,26.5
46.8,43.7,40.2,35.4,32.2,25.3,23.9
42.2,35.9,31.2,24.8,22.0,10.4,8.4
68.3,73.3,70.4,62.7,52.1,25.8,21.6
39.9,41.1,34.6,30.7,25.7,15.1,15.0
66.9,62.7,54.4,44.4,34.4,10.8,10.0
80.7,75.5,68.3,57.8,47.6,54.8,57.4
1.4,1.6,41.3,35.2,33.6,10.3,6.7
63.1,51.6,73.9,77.3,66.9,23.6,20.2
76.8,68.2,59.7,52.0,46.9,37.5,33.3
59.3,54.0,48.4,42.6,36.9,18.5,18.4
20.2,18.2,16.9,13.6,10.0,2.4,2.4
109.1,101.6,91.0,80.2,60.2,38.9,37.6
59.0,56.9,54.7,49.3,39.1,24.6,25.6
31.9,31.3,29.8,28.9,24.0,13.6,17.9
45.5,41.4,35.7,34.5,29.0,18.0,17.9
57.5,51.1,46.9,41.2,33.7,20.9,20.2
44.8,45.9,47.2,32.9,28.7,28.3,24.2
47.8,43.2,38.6,33.3,28.6,39.4,38.0
26.6,23.0,23.4,21.6,20.0,16.1,11.4
74.2,64.1,57.4,49.2,40.6,33.0,29.5
58.7,57.9,52.4,47.5,45.8,27.5,23.2
97.9,81.4,65.1,56.0,51.0,31.0,30.3
31.1,0.6,26.5,23.8,24.6,18.3,14.9
87.4,90.5,82.4,70.4,61.1,38.1,32.3
68.3,66.2,64.3,58.3,50.2,36.1,29.1
41.7,40.4,38.7,37.1,32.2,16.7,13.7
78.8,68.6,59.5,51.5,49.2,39.3,36.5
57.0,57.0,61.0,57.7,52.3,37.1,42.5
28.8,32.1,32.8,28.4,24.5,19.3,13.2
77.2,71.7,68.2,63.3,18.1,3.0,4.7
29.2,22.2,10.9,9.5,10.1,2.6,2.0
63.8,64.0,43.2,39.0,35.5,44.5,51.8
54.8,52.9,49.5,43.3,39.0,28.1,25.0
77.0,71.5,69.0,62.8,55.1,26.8,23.3
57.3,47.9,37.7,30.9,27.6,6.8,5.0
27.0,25.4,24.0,21.0,17.9,9.3,9.1
91.5,86.1,76.7,70.2,61.9,50.2,51.1
39.5,37.9,30.2,26.1,16.2,11.3,7.5
89.5,84.0,74.5,61.9,50.1,29.5,30.2
77.8,74.7,64.8,57.3,52.7,40.6,35.7
49.2,48.1,41.2,34.9,26.9,15.1,14.6
36.8,36.0,36.1,35.8,29.4,22.7,20.6
28.3,25.5,20.2,18.6,16.9,15.2,15.6
58.4,60.8,48.5,38.5,33.9,20.7,18.2
41.9,38.8,26.4,21.7,12.2,11.6,9.8
36.5,33.3,28.9,27.1,25.9,90.2,84.3
66.6,60.6,56.2,48.1,40.6,26.1,23.7
95.6,87.5,74.8,69.7,55.8,35.4,35.8
61.9,62.5,63.3,54.3,48.5,24.6,25.1
80.2,91.0,74.7,73.1,69.0,50.7,36.7
78.8,71.0,64.1,56.9,49.5,31.0,28.8
68.7,70.6,68.6,58.4,53.4,44.1,39.9
48.9,46.0,42.0,35.6,31.2,42.2,40.0
36.8,32.5,32.0,27.5,25.2,1.6,3.2
60.5,57.4,50.0,41.0,35.7,14.6,14.9
33.0,31.6,31.0,28.7,22.8,40.7,61.0
62.0,56.8,50.2,42.7,37.8,20.7,19.5
55.7,28.7,59.6,53.8,50.8,30.0,30.9
66.8,63.0,60.4,59.6,55.0,44.1,39.3
80.6,75.1,64.6,54.6,47.8,49.2,47.7
42.7,39.9,37.2,32.9,28.6,9.5,8.8
52.8,49.1,41.1,36.0,31.8,12.2,11.7
29.6,30.6,28.0,23.5,18.8,12.6,11.5
67.4,63.5,55.0,48.2,44.2,48.0,39.2
59.1,51.6,48.0,40.9,35.4,28.6,21.7
55.8,53.0,57.5,49.7,43.3,27.5,28.3
57.6,56.3,55.0,46.4,39.7,39.1,37.7
29.4,27.4,25.3,23.0,21.1,7.7,7.5
110.3,99.3,56.6,39.1,42.6,19.5,10.0
9.8,11.7,10.1,8.3,5.9,12.7,9.6
174.6,155.3,145.6,125.4,111.2,89.0,84.0
49.1,48.2,43.4,47.6,34.0,17.3,16.4
60.7,57.5,53.0,47.6,42.6,27.5,25.4
49.3,44.4,43.0,45.5,41.5,41.9,41.0
81.9,70.5,62.2,52.9,42.6,8.8,6.1
60.9,54.2,47.4,40.6,34.4,17.6,18.2
61.9,56.7,52.8,46.7,41.0,17.3,15.4
38.8,37.6,37.4,34.7,30.6,35.3,38.1
178.7,166.0,158.2,121.8,94.8,86.9,91.0
205.7,188.9,175.7,160.9,132.1,116.5,109.9
52.2,48.8,48.4,42.5,34.7,7.7,10.9
119.8,118.6,116.6,102.8,80.9,36.8,34.7
73.8,68.0,67.4,59.3,47.3,12.6,9.7
92.6,92.6,87.6,76.4,61.7,30.9,35.5
84.8,82.2,79.8,72.4,57.6,41.0,45.9
1.2,0.7,0.5,0.7,0.0,10.8,10.6
125.7,95.9,86.8,84.2,76.0,34.3,24.4
91.6,74.9,58.7,53.0,36.1,25.0,19.4
90.0,84.7,78.8,60.8,46.1,28.4,18.7
138.5,133.6,120.9,100.7,75.1,19.9,20.1
119.8,115.4,113.4,103.1,91.7,60.6,30.1
108.6,106.0,120.3,113.6,88.1,35.4,33.4
108.7,103.3,101.6,90.2,72.9,53.2,51.4
103.6,114.1,113.6,108.7,92.0,40.3,38.0
109.4,104.4,100.5,90.6,77.1,63.5,62.0
240.3,217.4,210.0,189.0,158.5,206.0,193.8
87.4,83.8,72.0,61.2,46.1,4.9,4.6
179.7,169.4,158.9,131.0,107.2,36.7,44.4
56.3,55.1,57.9,52.9,47.2,19.5,14.3
147.5,157.9,164.7,160.4,134.2,70.0,63.2
99.1,89.6,89.2,81.8,72.0,31.0,33.9
141.0,134.3,125.7,108.6,89.1,86.4,83.6
78.0,77.1,72.2,61.3,49.7,110.9,108.6
65.8,64.5,66.5,60.3,54.3,27.4,22.7
59.1,62.1,61.1,56.2,48.5,17.2,17.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.8,132.7,122.3,103.7,82.1,31.4,26.6
124.8,114.5,103.1,89.4,73.8,71.5,66.2
43.1,41.8,38.7,37.1,33.4,5.5,3.3
0.6,0.1,0.2,0.3,0.0,2.3,2.7
127.9,118.5,118.3,110.3,88.9,21.7,23.7
171.9,168.5,148.4,137.1,109.7,102.1,104.2
57.6,51.1,39.7,33.4,29.5,4.5,3.6
77.6,72.7,71.2,61.6,52.6,77.1,72.3
43.5,44.7,38.9,35.3,29.0,16.8,13.8
170.1,162.7,157.7,140.6,116.4,165.7,157.7
136.2,123.5,118.0,109.0,90.5,51.1,44.3
91.5,90.7,92.4,87.3,72.1,47.8,46.2
128.7,127.0,124.9,112.0,90.2,122.5,117.0
118.8,117.9,119.1,112.9,97.6,105.7,108.2
133.5,122.6,115.5,101.2,82.9,77.7,79.3
130.5,131.5,124.2,99.9,78.8,59.6,56.2
72.8,70.3,67.7,61.8,49.5,48.9,49.2
217.9,192.9,182.9,168.5,140.3,62.6,56.9
53.1,51.3,48.7,48.5,44.5,36.4,23.4
113.1,101.1,102.3,94.9,75.7,41.0,39.3
102.9,95.5,91.4,84.8,56.1,17.0,18.6
187.0,161.0,147.1,127.7,98.8,27.0,24.3
73.2,65.4,71.2,63.9,47.4,18.0,15.3
99.2,96.1,99.3,86.9,70.0,18.4,14.1
78.8,73.9,74.1,64.8,54.7,69.4,69.5
110.4,110.8,101.4,93.6,81.6,30.2,23.2
153.4,147.3,133.1,114.9,101.1,32.4,32.9
96.8,93.1,89.0,66.1,51.6,38.2,35.8
185.3,175.8,153.2,134.4,108.9,63.6,53.9
108.7,103.9,98.5,85.9,65.0,26.4,26.8
128.8,118.9,107.4,92.5,75.0,42.3,38.8
70.8,54.3,72.3,72.0,60.1,9.3,8.5
105.8,102.8,101.0,91.5,76.2,70.6,63.3
103.8,97.6,92.5,86.7,70.4,24.5,23.7
132.5,120.4,99.8,82.7,70.5,5.4,5.7
125.4,116.7,107.7,96.0,83.3,36.3,29.7
48.6,51.0,48.3,42.9,37.5,6.9,4.1
179.4,168.9,158.5,132.2,110.7,54.8,60.2
54.3,51.8,53.8,46.8,39.4,33.4,28.7
11.1,35.4,38.1,31.5,28.5,23.0,18.9
143.3,137.2,128.2,110.0,90.1,49.9,39.2
121.9,120.3,106.3,92.0,72.8,24.7,19.3
161.9,148.0,160.8,133.6,108.5,55.3,56.3
1.6,19.5,37.5,34.9,30.5,9.1,9.8
132.3,124.1,115.7,100.0,81.2,64.5,70.3
70.9,70.4,67.6,66.2,52.0,21.4,20.4
120.7,111.4,105.9,92.8,73.1,76.8,78.9
110.1,108.2,104.3,92.1,72.9,65.8,69.0
144.7,140.2,135.3,122.3,95.1,33.6,33.1
137.3,128.4,155.0,142.5,118.1,99.9,104.8
116.9,111.2,92.2,75.6,64.6,40.5,39.1
130.0,119.4,116.5,95.7,78.3,26.4,28.8
59.9,58.1,55.0,48.7,41.0,11.5,10.5
65.9,65.1,62.4,55.8,47.2,9.4,10.5
158.9,138.8,113.5,102.9,89.7,89.2,85.3
2.2,1.6,1.0,0.4,0.0,2.0,2.5
54.9,31.4,99.9,94.4,88.4,62.0,62.5
76.0,72.1,69.8,62.1,61.2,28.0,26.4
134.0,108.8,123.9,108.0,95.0,61.2,53.2
66.4,62.1,127.1,105.4,76.8,40.7,35.1
57.8,61.9,56.8,45.4,30.3,28.5,28.8
106.6,108.5,103.4,97.5,80.6,25.6,32.3
70.2,66.8,65.6,55.2,46.8,17.8,17.6
53.8,51.2,46.5,40.9,36.7,87.4,80.3
127.6,118.7,109.2,95.9,83.3,59.5,54.4
216.1,197.5,180.7,162.8,142.9,136.3,125.4
2.8,3.0,2.7,1.9,0.0,6.3,6.6
41.3,44.8,44.0,38.2,33.1,17.0,18.9
134.7,118.9,111.2,92.8,95.0,55.3,49.7
128.3,125.5,117.8,105.4,87.6,110.5,102.8
76.5,50.5,86.6,82.3,69.8,49.1,49.8
1.9,0.9,0.8,0.4,0.0,11.6,15.6
117.9,109.3,106.2,97.2,84.6,43.7,41.6
19.7,17.7,9.1,73.7,135.6,75.7,63.2
29.0,41.8,36.9,32.7,27.6,3.3,6.5
90.9,82.3,73.8,65.3,55.8,56.3,45.4
4.8,6.4,81.2,72.6,57.8,52.2,39.2
101.2,94.7,89.2,78.9,68.9,53.9,51.9
63.8,64.9,62.4,56.7,55.0,27.3,27.6
122.9,107.3,97.2,84.7,69.7,69.9,68.2
45.9,41.5,38.0,35.3,28.9,17.4,14.7
65.2,84.4,84.7,81.4,73.5,2.0,5.2
51.5,40.7,33.5,29.7,23.7,46.3,57.9
42.4,37.8,33.9,31.3,23.8,11.6,16.1
36.8,32.5,32.7,28.7,25.7,36.3,39.1
0.0,0.0,0.0,0.0,0.0,4.2,4.1
121.4,104.8,95.4,84.5,81.3,61.8,54.9
99.4,88.7,84.7,78.4,66.0,18.6,8.2
201.8,172.3,162.6,168.2,148.6,52.1,74.1
115.2,107.6,100.4,88.0,74.6,53.5,48.3
39.7,54.3,69.1,70.9,70.8,32.7,30.9
46.0,45.9,50.6,52.6,63.7,27.9,32.1
127.0,116.4,108.9,97.8,85.0,87.0,83.0
149.2,131.1,109.3,99.4,92.2,44.5,34.8
132.7,126.1,125.5,113.2,99.0,42.3,35.7
166.1,145.4,148.0,131.0,113.2,76.9,68.7
9.5,7.7,4.0,1.6,0.0,14.6,16.9
0.0,0.0,0.0,0.0,0.0,2.2,1.8
4.3,3.3,0.9,0.2,0.0,55.3,59.3
192.7,176.5,162.5,150.1,131.7,106.0,93.7
142.8,137.3,140.0,135.7,121.2,9.3,9.2
88.3,83.8,79.6,68.9,60.3,63.7,58.4
169.3,152.7,140.9,127.4,112.3,103.6,95.8
90.7,83.1,78.4,72.6,64.7,33.9,32.1
57.8,57.9,54.8,48.7,43.1,32.7,31.5
2.0,2.5,1.7,1.2,0.0,0.1,1.1
127.8,112.5,108.6,96.4,81.5,39.5,36.4
61.1,54.8,44.0,43.8,39.7,35.6,29.4
57.9,56.2,51.2,46.1,42.4,34.6,35.7
2.9,3.4,3.4,3.7,49.0,56.5,55.0
86.2,77.1,73.4,66.1,56.1,29.6,27.4
57.1,46.5,41.9,38.1,42.6,20.0,18.0
149.2,117.2,98.5,95.3,85.7,29.7,21.1
45.9,49.0,43.6,38.1,28.9,10.1,8.2
77.7,88.6,84.4,74.6,57.8,32.3,31.2
156.5,152.3,127.1,127.8,115.3,41.0,38.8
4.5,12.5,0.0,0.0,0.0,5.0,5.2
128.0,125.4,118.6,106.6,96.9,89.1,83.6
74.3,69.9,59.6,49.9,41.7,22.7,21.7
73.6,69.5,71.9,61.8,53.8,19.6,19.8
77.0,65.7,66.1,59.6,58.0,70.5,64.3
2.5,2.0,0.4,0.4,0.0,8.2,10.2
3.1,3.0,2.6,1.3,0.0,6.8,7.8
72.2,65.3,59.6,46.8,39.2,31.7,33.4
38.6,33.5,30.5,26.4,42.0,4.2,6.3
64.4,68.0,71.4,65.9,65.3,7.6,4.4
58.5,55.4,54.2,49.7,49.6,22.0,17.8
84.8,86.5,76.5,69.3,60.4,39.4,37.8
61.4,57.1,51.8,55.3,51.0,4.9,7.6
28.1,25.6,24.0,22.1,18.4,21.5,19.7
57.9,54.8,49.4,51.6,55.3,12.3,13.7
142.2,142.3,148.6,98.1,28.0,73.2,32.4
68.0,63.7,62.3,56.3,48.0,8.3,7.0
96.4,75.4,79.2,71.7,68.0,36.6,35.0
139.0,116.9,90.3,81.9,75.6,83.5,76.9
70.1,68.4,69.6,81.9,75.7,38.9,40.2
78.9,71.9,68.4,60.2,52.8,38.8,37.1
118.7,102.0,99.2,86.8,62.9,44.6,60.6
54.1,48.8,42.5,33.6,27.5,37.3,31.8
2.6,1.2,57.9,43.9,34.6,10.8,9.8
0.0,0.0,0.0,0.0,0.0,12.6,11.9
116.8,110.1,114.8,110.0,96.4,33.1,32.0
79.1,69.9,78.0,69.7,55.3,35.8,36.0
3.3,1.9,0.8,1.1,0.0,8.9,1.9
197.2,162.7,145.5,126.8,95.4,40.1,39.5
81.2,78.5,75.2,67.3,59.7,37.5,33.3
4.3,4.3,2.4,26.5,34.9,33.3,34.0
37.5,39.3,45.9,42.7,40.8,26.1,15.2
197.9,176.7,171.5,155.2,138.0,107.4,99.5
75.3,72.1,69.0,63.0,55.3,73.4,68.8
69.3,91.9,88.0,77.7,72.2,50.1,42.0
0.0,0.0,0.2,1.1,3.3,1.2,2.7
4.8,3.6,102.6,85.4,65.3,32.1,40.8
137.6,127.5,118.9,115.3,97.9,77.7,70.6
2.0,1.0,43.0,35.3,30.1,3.0,4.0
40.1,33.1,32.2,27.2,22.6,4.1,5.3
125.7,104.8,99.3,86.1,74.6,43.2,38.0
86.1,81.4,73.9,70.2,71.2,29.9,28.7
2.0,16.3,79.9,69.5,49.5,66.1,63.2
132.0,119.2,112.8,99.0,81.4,70.5,68.8
75.9,63.2,66.1,49.5,37.1,26.9,26.6
111.0,95.1,85.3,75.4,60.4,39.5,33.8
74.4,68.2,60.7,57.5,50.6,9.0,8.6
52.7,47.7,41.6,37.2,24.4,12.8,11.1
33.2,27.9,26.6,3.6,0.0,0.6,0.9
114.8,104.4,98.2,90.3,75.0,29.3,45.8
4.2,4.3,4.2,1.4,0.0,0.6,0.0
143.6,133.7,121.1,113.6,103.0,57.2,65.3
60.8,57.7,54.1,47.8,42.5,89.3,80.7
92.0,89.2,86.2,76.6,68.0,39.6,34.1
2.1,2.2,1.2,19.1,21.3,9.6,9.0
47.5,40.2,37.8,35.2,32.3,12.1,11.9
1.7,0.9,35.1,31.3,28.0,12.4,13.1
0.9,1.9,26.4,24.6,23.3,16.8,13.0
0.0,0.0,0.0,0.0,0.0,0.9,0.3
113.9,102.7,97.2,79.5,65.4,57.1,56.8
42.1,34.0,33.0,27.0,20.2,16.0,15.4
126.7,116.0,105.1,98.8,80.6,81.1,77.7
8.9,7.5,5.7,4.7,0.0,0.8,0.3
94.3,92.8,86.2,83.6,62.7,34.6,29.4
96.3,96.6,96.0,75.1,73.0,51.5,52.7
5.2,2.8,2.9,2.4,0.1,0.9,5.3
90.6,81.9,79.6,72.0,64.1,39.3,32.6
103.8,95.8,88.7,79.2,72.0,68.1,66.1
56.6,51.6,46.7,38.4,31.9,30.4,29.2
0.0,0.0,0.0,0.0,0.0,7.1,9.6
49.6,41.1,31.3,36.8,30.9,16.0,17.3
0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.0,0.0,0.0,0.0,0.0,19.5,18.5
79.5,64.7,59.1,47.7,42.0,30.3,30.2
16.3,15.6,14.0,12.7,17.0,16.3,15.3
0.0,0.0,0.0,0.0,0.0,0.5,1.2
75.8,67.9,64.4,61.1,57.3,44.0,39.5
84.5,79.1,71.7,63.7,55.6,46.9,44.7
35.1,31.2,41.0,36.9,36.8,10.3,10.1
113.3,100.6,101.5,93.2,85.2,57.2,56.1
0.0,0.0,0.0,0.0,0.0,37.2,23.3
16.0,3.8,29.6,24.7,22.4,12.8,9.4
62.7,57.1,54.1,49.5,42.3,27.3,34.4
72.0,64.3,50.5,43.3,41.3,19.3,25.0
85.3,75.5,71.2,62.1,57.5,60.3,59.2
0.0,0.0,0.0,0.0,0.0,32.9,25.9
48.4,45.7,44.8,42.6,34.9,28.5,28.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.8,59.4,84.9,77.0,62.6,46.2,41.3
6.4,80.8,67.8,65.3,60.8,40.1,43.1
58.2,47.8,38.6,33.6,28.5,1.7,1.4
85.4,81.4,76.0,69.2,56.9,44.3,55.7
0.0,0.0,0.0,0.0,0.0,21.8,18.6
88.4,75.9,78.1,71.0,61.5,32.0,31.0
68.4,60.1,63.8,59.9,52.6,33.7,17.8
27.7,26.4,27.0,23.5,23.5,28.6,26.0
40.8,37.3,38.8,38.3,38.7,18.3,13.6
94.2,68.1,79.1,69.3,62.5,45.5,44.2
0.0,0.0,0.0,0.0,0.0,4.9,1.9
112.7,108.1,98.6,86.9,75.6,55.2,51.4
2.5,2.7,42.2,44.1,41.1,20.9,24.6
3.1,1.8,44.8,45.5,43.2,12.1,13.0
88.7,71.1,64.8,57.5,28.9,13.4,14.6
57.9,61.9,57.7,49.0,51.4,117.1,110.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.7,49.0,41.9,39.4,32.6,15.9,18.7
0.6,2.4,46.8,51.3,41.3,3.9,3.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0
101.7,95.5,86.8,73.8,65.2,73.7,68.1
83.7,78.9,77.8,69.1,67.8,47.3,48.1
59.5,53.6,48.6,48.0,48.8,42.1,40.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.9,5.1,2.0,0.7,0.0,12.7,13.5
83.6,91.0,101.7,102.2,89.5,73.8,64.5
65.4,27.3,0.0,0.0,0.0,12.2,33.8
64.3,59.3,55.5,41.2,33.9,8.1,7.1
79.6,77.4,73.9,70.0,68.3,75.7,73.1
54.9,46.6,20.8,20.0,18.0,19.2,18.7
72.3,69.0,65.6,54.7,52.4,50.5,41.9
25.3,26.4,25.9,35.2,30.1,10.1,9.4
37.8,37.1,34.4,35.0,32.7,15.9,14.9
75.9,69.5,64.4,56.7,52.8,86.3,70.7
82.3,85.0,91.3,78.4,59.9,20.1,18.8
68.4,54.1,45.5,39.9,35.5,28.1,30.8
1.4,1.1,1.0,0.0,0.0,2.7,1.5
1.4,1.4,0.5,0.1,0.0,12.0,10.3
29.6,30.6,29.1,25.4,23.1,5.2,10.0
93.1,83.0,91.1,79.1,75.7,47.0,43.3
75.1,73.3,73.2,65.7,63.2,20.6,21.4
75.6,70.8,72.9,65.4,56.8,36.9,35.9
53.4,52.0,56.3,58.1,54.9,26.7,25.1
4.3,4.3,3.9,0.9,0.0,3.0,2.1
11.2,12.5,12.7,11.2,10.4,10.6,8.1
107.7,104.3,100.7,90.3,79.5,55.2,43.1
72.3,66.7,64.5,57.3,49.6,67.9,64.3
111.3,115.2,124.9,106.6,107.7,45.7,30.8
2.5,5.2,2.6,0.4,0.1,20.1,20.0
3.6,4.2,0.0,0.0,0.0,75.4,80.6
0.0,0.0,0.0,0.0,0.0,3.2,5.0
2.1,3.8,2.9,1.2,0.0,27.5,31.6
90.3,76.1,62.2,54.1,41.1,25.6,25.6
104.1,111.8,117.3,102.9,89.5,35.8,30.2
7.3,11.4,13.3,105.4,165.4,93.4,75.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.7,0.0,0.0,0.0,0.0,0.0
89.1,82.9,77.5,70.6,64.3,67.0,64.7
68.9,68.1,65.2,59.1,52.6,57.0,57.7
86.2,85.5,86.0,81.8,80.4,29.4,34.6
0.0,0.0,0.0,0.0,0.0,2.1,2.3
0.0,0.0,0.0,0.0,0.0,18.5,17.4
78.2,73.3,59.5,34.6,11.6,24.2,48.8
0.0,0.0,0.0,0.0,0.0,13.2,14.6
80.9,77.7,70.6,60.2,55.0,40.8,36.0
135.5,115.8,118.0,109.6,105.9,47.2,44.5
51.4,51.0,46.1,43.8,45.3,62.3,51.0
69.9,65.5,62.7,53.9,44.7,32.1,28.3
134.1,122.0,119.6,103.6,93.2,48.2,47.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.9,1.1,0.0,16.4,35.9
32.2,27.4,27.7,27.2,29.0,31.7,28.4
69.0,64.1,62.9,56.2,50.3,52.1,47.6
107.8,102.2,95.9,90.7,81.3,76.0,76.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.2,95.8,89.1,83.7,79.4,71.3,92.2
66.7,65.2,61.3,58.4,77.6,39.1,39.0
58.0,69.0,60.4,56.8,57.7,16.4,12.4
21.7,45.2,44.6,43.4,39.2,8.6,4.5
104.5,101.6,93.9,89.8,82.4,67.8,77.9
78.0,67.1,43.4,40.9,42.8,9.0,7.4
97.6,92.2,86.9,80.4,70.5,45.0,38.0
84.0,80.0,70.9,50.7,50.9,53.5,37.8
64.5,65.6,68.0,69.6,76.4,93.5,86.9
113.8,110.8,114.5,116.1,104.8,93.9,89.7
29.9,26.0,28.6,27.2,25.2,33.8,43.0
83.1,78.2,77.4,66.6,60.3,31.5,27.0
34.2,25.7,24.7,22.6,23.0,10.3,8.7
131.5,118.4,111.5,101.3,103.7,49.9,45.3
60.4,53.9,51.6,45.3,37.8,15.2,16.8
0.0,0.0,0.0,0.0,0.0,6.0,10.2
62.3,57.0,52.8,49.0,48.7,25.9,26.3
59.2,55.5,53.3,45.5,40.0,29.0,26.6
48.4,44.1,31.6,26.9,19.8,18.5,19.3
110.5,101.1,94.2,85.5,75.5,83.0,75.0
49.3,57.2,51.6,50.4,47.1,27.5,27.3
0.7,1.2,0.8,16.7,0.0,3.0,4.8
2.7,2.9,2.1,1.4,0.0,3.7,3.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0
4.0,5.2,4.1,0.6,0.0,9.8,8.6
0.0,0.0,0.0,0.0,0.0,2.0,2.2
28.2,2.9,1.6,0.5,0.0,21.4,22.2
5.2,11.2,7.2,0.7,0.0,32.3,75.1
64.4,60.8,58.3,50.8,42.8,15.6,14.6
56.6,51.6,51.4,48.2,43.2,27.0,33.1
5.7,4.9,5.6,3.4,0.0,6.5,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
116.4,105.2,99.8,93.5,86.7,60.5,58.2
135.2,121.7,108.0,101.1,77.7,44.7,38.1
85.3,81.4,77.5,70.9,53.2,49.1,47.4
105.9,104.1,104.4,99.1,82.6,42.4,43.2
78.8,68.7,64.0,58.3,41.8,33.2,25.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,12.0,8.2
80.5,89.1,78.8,68.9,44.6,10.5,9.7
1.7,1.3,0.3,0.6,0.0,2.8,1.7
97.7,93.6,85.6,76.4,67.1,52.5,48.4
108.5,101.2,92.4,84.0,63.9,11.6,10.2
