FIPS,2014 EPL_NOHSDP,2015 EPL_NOHSDP,2016 EPL_NOHSDP,2017 EPL_NOHSDP,2018 EPL_NOHSDP,2019 EPL_NOHSDP,2020 EPL_NOHSDP
13095,77.94,75.61,73.29,74.58,75.87,74.84,73.81
13097,41.1,41.84,42.57,45.91,49.25,53.27,57.29
13099,77.94,79.62,81.31,82.84,84.37,85.28,86.19
13101,94.52,96.72,98.92,98.3,97.68,96.3,94.91
13103,53.07,54.26,55.46,52.36,49.25,47.42,45.58
13105,82.87,84.16,85.45,88.48,91.5,91.69,91.88
13107,85.8,86.71,87.62,87.38,87.14,89.02,90.9
13109,91.66,90.69,89.72,92.76,95.8,95.28,94.75
13111,77.78,74.01,70.23,63.42,56.61,56.1,55.6
13113,4.68,4.17,3.66,3.92,4.17,3.66,3.15
13115,83.6,82.64,81.69,81.4,81.12,78.87,76.61
13117,14.93,14.6,14.26,13.86,13.47,13.61,13.75
13119,95.48,93.16,90.83,87.79,84.75,84.37,83.99
13121,20.53,20.6,20.66,19.86,19.07,17.6,16.14
13123,85.2,82.27,79.34,78.62,77.91,75.86,73.81
13125,67.97,76.56,85.16,88.33,91.5,93.58,95.67
13127,48.55,48.0,47.44,48.67,49.89,50.9,51.91
13129,93.73,93.46,93.19,92.04,90.89,92.28,93.67
13131,94.52,92.12,89.72,86.76,83.79,84.42,85.04
13133,79.21,76.1,73.0,73.26,73.51,67.48,61.46
13135,44.29,46.24,48.2,49.66,51.13,53.68,56.24
13137,83.25,84.67,86.09,87.95,89.81,89.15,88.48
13139,82.04,85.53,89.02,89.13,89.24,90.07,90.9
13141,95.32,95.7,96.08,96.88,97.68,98.17,98.66
13143,88.41,87.25,86.09,84.32,82.55,82.24,81.92
13145,28.94,30.27,31.61,30.07,28.53,20.36,12.19
13147,74.53,75.87,77.2,80.36,83.51,81.89,80.27
13149,90.35,87.38,84.4,85.62,86.85,84.98,83.1
13151,27.86,31.12,34.38,32.76,31.14,29.0,26.86
13153,32.25,31.93,31.61,29.52,27.44,23.73,20.02
13155,71.31,66.71,62.11,70.47,78.83,82.06,85.3
13157,71.89,73.35,74.82,73.14,71.47,70.65,69.83
13159,77.49,83.49,89.49,89.11,88.73,79.83,70.94
13161,80.61,83.16,85.71,88.3,90.89,91.68,92.46
13163,95.73,95.27,94.81,94.9,95.0,93.68,92.36
13165,94.33,90.98,87.62,87.24,86.85,90.06,93.28
13167,89.4,92.25,95.1,93.57,92.04,94.68,97.33
13169,41.83,45.02,48.2,50.45,52.69,40.26,27.82
13171,63.55,64.47,65.39,61.0,56.61,58.51,60.41
13173,83.25,84.86,86.47,86.54,86.6,79.22,71.83
13175,74.53,72.51,70.49,67.83,65.17,65.13,65.09
13177,53.87,47.39,40.91,35.28,29.64,26.49,23.33
13179,23.97,28.2,32.44,29.94,27.44,26.82,26.19
13181,68.61,68.45,68.29,72.26,76.22,74.68,73.14
13183,60.24,54.88,49.51,57.12,64.72,65.66,66.61
13185,63.1,63.39,63.67,64.42,65.17,59.32,53.47
13187,51.93,58.12,64.31,67.89,71.47,69.04,66.61
13189,93.19,87.06,80.93,78.92,76.92,75.36,73.81
13191,81.63,77.16,72.68,65.69,58.71,61.32,63.94
13193,97.13,96.94,96.75,96.96,97.17,97.56,97.96
13195,75.8,73.32,70.84,71.98,73.13,75.7,78.26
13197,89.4,87.56,85.71,89.14,92.58,90.9,89.21
13199,95.48,92.6,89.72,88.62,87.52,85.88,84.25
13201,83.25,83.64,84.02,80.36,76.7,73.1,69.51
13205,94.27,92.55,90.83,93.14,95.45,92.33,89.21
13207,76.19,70.25,64.31,65.03,65.74,64.02,62.29
13209,69.12,71.59,74.05,76.28,78.51,78.38,78.26
13211,70.96,69.62,68.29,63.0,57.72,54.26,50.8
13213,97.74,98.06,98.38,98.48,98.57,98.26,97.96
13215,54.25,53.82,53.39,53.39,53.39,54.18,54.96
13217,63.55,63.61,63.67,62.48,61.29,61.1,60.92
13219,10.0,8.92,7.83,6.52,5.22,5.3,5.38
13221,70.42,76.22,82.01,84.3,86.6,82.0,77.4
13223,32.25,32.58,32.92,33.38,33.84,35.16,36.47
13225,59.85,60.2,60.55,65.47,70.39,72.1,73.81
13227,67.97,68.61,69.25,67.7,66.16,62.36,58.56
13229,78.48,76.26,74.05,72.76,71.47,73.35,75.24
13231,53.07,49.23,45.4,50.18,54.95,57.94,60.92
13233,91.28,92.01,92.74,90.13,87.52,87.33,87.14
13235,87.36,82.88,78.41,80.96,83.51,86.87,90.23
13237,58.2,61.5,64.79,64.31,63.83,60.56,57.29
13239,91.44,90.82,90.19,94.65,99.11,98.84,98.57
13241,51.93,55.27,58.61,63.94,69.28,70.24,71.2
13243,95.0,96.32,97.64,95.82,94.01,95.67,97.33
13245,63.1,65.12,67.14,69.95,72.75,70.28,67.82
13247,52.53,51.6,50.68,49.12,47.56,46.98,46.4
13249,93.19,85.2,77.2,73.02,68.83,68.15,67.47
13251,73.64,75.04,76.44,75.13,73.83,76.2,78.58
13253,72.33,73.05,73.77,68.46,63.16,68.69,74.22
13255,85.8,84.3,82.81,80.36,77.91,78.93,79.95
13257,69.47,72.96,76.44,74.35,72.27,78.13,83.99
13259,99.65,99.64,99.62,98.62,97.61,97.7,97.8
13261,87.77,87.7,87.62,85.08,82.55,78.59,74.63
13263,87.77,86.46,85.16,84.15,83.13,82.04,80.94
13265,98.85,98.84,98.82,98.33,97.84,95.86,93.89
13267,91.95,93.6,95.26,94.96,94.65,94.49,94.33
13269,92.36,92.18,92.01,90.91,89.81,90.02,90.23
13271,92.8,94.57,96.34,97.23,98.12,98.24,98.35
13273,98.03,96.98,95.92,94.42,92.93,94.1,95.26
13275,75.23,74.77,74.31,74.91,75.52,70.76,66.01
13277,82.04,79.12,76.19,77.24,78.29,78.44,78.58
13279,77.49,79.88,82.27,81.96,81.66,79.53,77.4
13281,34.64,34.51,34.38,37.63,40.88,34.35,27.82
13283,87.01,88.25,89.49,92.58,95.67,95.49,95.32
13285,63.96,65.55,67.14,70.86,74.59,72.51,70.43
13287,93.47,93.33,93.19,84.7,76.22,83.56,90.9
13289,97.74,97.98,98.22,98.09,97.96,93.95,89.94
13291,52.53,46.13,39.73,41.24,42.76,45.22,47.68
13293,88.32,85.96,83.6,84.35,85.1,82.89,80.68
13295,78.48,80.09,81.69,79.8,77.91,78.24,78.58
13297,60.24,56.58,52.91,53.15,53.39,56.9,60.41
13299,72.33,73.58,74.82,74.7,74.59,79.42,84.25
13301,97.01,96.34,95.67,96.12,96.56,96.53,96.5
13303,89.08,87.12,85.16,84.6,84.05,79.54,75.02
13305,71.89,72.83,73.77,75.84,77.91,75.52,73.14
13307,86.09,86.76,87.42,89.36,91.31,90.62,89.94
13309,94.33,92.58,90.83,90.58,90.32,93.49,96.66
13311,52.31,57.5,62.69,63.93,65.17,68.96,72.76
13313,97.96,98.14,98.31,98.39,98.47,98.48,98.5
13315,89.08,88.92,88.76,82.73,76.7,77.05,77.4
13317,83.89,85.65,87.42,85.28,83.13,84.21,85.3
13319,75.8,73.58,71.35,69.69,68.04,67.03,66.01
13321,93.0,90.88,88.76,84.38,80.01,75.6,71.2
15001,18.78,18.62,18.47,17.64,16.81,17.32,17.82
15003,20.53,21.31,22.09,21.87,21.65,21.7,21.74
15005,69.47,47.93,26.39,40.67,54.95,27.48,0.0
15007,18.78,17.38,15.98,18.46,20.95,21.34,21.74
15009,21.33,19.1,16.87,18.29,19.71,21.18,22.66
16001,4.3,3.98,3.66,3.5,3.34,3.78,4.23
16003,11.08,21.76,32.44,35.18,37.92,28.16,18.4
16005,14.93,15.46,15.98,18.21,20.44,20.67,20.91
16007,8.76,7.74,6.72,7.36,7.99,9.4,10.82
16009,51.93,52.84,53.74,50.43,47.12,50.66,54.2
16011,59.85,58.34,56.83,54.54,52.24,48.91,45.58
16013,23.97,26.98,29.99,38.14,46.29,49.1,51.91
16015,18.31,12.24,6.18,7.26,8.34,8.98,9.61
16017,14.93,21.33,27.73,28.13,28.53,28.9,29.28
16019,18.78,20.43,22.09,21.87,21.65,22.16,22.66
16021,39.48,36.93,34.38,27.04,19.71,21.52,23.33
16023,25.21,26.06,26.9,15.24,3.57,15.22,26.86
16025,63.1,54.25,45.4,27.19,8.98,44.62,80.27
16027,65.93,65.36,64.79,66.16,67.53,66.31,65.09
16029,33.81,24.36,14.9,16.6,18.31,27.04,35.77
16031,81.22,77.76,74.31,75.09,75.87,73.85,71.83
16033,83.25,90.62,97.99,98.88,99.78,99.76,99.75
16035,53.07,49.23,45.4,42.04,38.68,32.44,26.19
16037,25.82,18.8,11.78,25.56,39.35,43.24,47.14
16039,56.19,55.54,54.89,47.12,39.35,37.56,35.77
16041,20.53,25.26,29.99,27.49,24.99,26.4,27.82
16043,36.33,42.62,48.9,50.02,51.13,51.52,51.91
16045,49.44,49.48,49.51,49.7,49.89,54.53,59.17
16047,86.79,89.29,91.79,88.6,85.42,86.6,87.78
16049,26.55,34.24,41.93,35.78,29.64,26.49,23.33
16051,27.22,38.06,48.9,45.27,41.64,36.48,31.32
16053,96.72,95.35,93.98,92.44,90.89,91.94,93.0
16055,11.78,12.37,12.96,14.55,16.14,12.88,9.61
16057,0.73,0.78,0.83,0.86,0.89,0.99,1.08
16059,11.08,15.14,19.2,18.76,18.31,21.86,25.4
16061,36.33,35.36,34.38,40.0,45.62,46.65,47.68
16063,87.01,86.36,85.71,86.16,86.6,88.88,91.15
16065,1.56,1.12,0.67,1.08,1.5,2.6,3.69
16067,89.56,88.36,87.17,88.2,89.24,91.36,93.48
16069,21.87,20.17,18.47,17.98,17.48,18.34,19.19
16071,3.63,5.18,6.72,16.7,26.68,30.6,34.53
16073,92.8,93.39,93.98,94.54,95.1,95.96,96.82
16075,54.98,52.83,50.68,58.21,65.74,64.56,63.37
16077,77.78,80.49,83.19,82.42,81.66,85.43,89.21
16079,57.62,57.8,57.98,60.19,62.4,62.63,62.86
16081,37.31,29.37,21.43,17.13,12.83,14.48,16.14
16083,57.62,54.76,51.89,51.23,50.56,54.32,58.08
16085,8.15,4.84,1.53,3.22,4.9,16.77,28.64
16087,69.12,67.74,66.35,63.57,60.78,59.98,59.17
17001,23.97,20.72,17.48,16.35,15.22,19.28,23.33
17003,93.19,93.58,93.98,87.82,81.66,74.56,67.47
17005,50.62,48.01,45.4,41.24,37.09,39.2,41.31
17007,49.86,52.94,56.03,57.62,59.22,61.04,62.86
17009,71.54,64.18,56.83,62.83,68.83,75.32,81.8
17011,23.97,24.37,24.77,23.54,22.32,28.81,35.3
17013,28.94,22.9,16.87,23.26,29.64,20.92,12.19
17015,28.94,26.86,24.77,24.2,23.62,31.78,39.94
17017,56.83,57.72,58.61,64.5,70.39,74.16,77.94
17019,5.06,4.16,3.25,3.3,3.34,4.36,5.38
17021,38.05,41.36,44.67,43.98,43.3,48.75,54.2
17023,27.22,29.42,31.61,29.52,27.44,21.38,15.31
17025,44.29,42.6,40.91,38.25,35.59,46.44,57.29
17027,31.65,33.02,34.38,34.98,35.59,37.35,39.12
17029,28.94,28.65,28.37,29.53,30.69,32.28,33.86
17031,57.62,57.48,57.34,56.97,56.61,56.95,57.29
17033,32.25,34.88,37.5,46.51,55.52,60.76,66.01
17035,41.1,40.14,39.19,38.56,37.92,32.06,26.19
17037,14.01,12.9,11.78,14.3,16.81,20.64,24.47
17039,8.37,12.92,17.48,21.78,26.07,22.63,19.19
17041,63.1,64.24,65.39,71.04,76.7,77.05,77.4
17043,10.54,11.75,12.96,14.09,15.22,14.9,14.58
17045,46.9,46.53,46.16,43.52,40.88,40.7,40.52
17047,42.5,40.0,37.5,30.28,23.05,23.19,23.33
17049,16.75,19.42,22.09,18.66,15.22,15.68,16.14
17051,61.48,66.84,72.21,73.22,74.24,69.09,63.94
17053,35.53,37.36,39.19,36.98,34.77,33.04,31.32
17055,49.86,48.25,46.64,48.88,51.13,50.55,49.97
17057,42.5,44.97,47.44,47.98,48.52,47.46,46.4
17059,70.42,62.94,55.46,52.36,49.25,56.31,63.37
17061,45.46,50.74,56.03,52.96,49.89,34.15,18.4
17063,12.19,11.22,10.25,10.95,11.65,11.92,12.19
17065,47.53,39.57,31.61,38.62,45.62,54.78,63.94
17067,19.36,15.87,12.38,11.68,10.98,12.36,13.75
17069,70.96,70.1,69.25,74.94,80.64,71.75,62.86
17071,28.94,33.6,38.27,36.06,33.84,29.62,25.4
17073,31.65,34.96,38.27,35.68,33.08,27.41,21.74
17075,38.87,39.3,39.73,40.3,40.88,47.92,54.96
17077,21.33,17.44,13.56,15.93,18.31,19.16,20.02
17079,19.9,24.56,29.23,34.6,39.96,29.99,20.02
17081,51.54,54.18,56.83,58.44,60.04,53.86,47.68
17083,19.9,20.66,21.43,21.54,21.65,18.9,16.14
17085,14.01,14.76,15.5,18.22,20.95,21.34,21.74
17087,63.1,65.69,68.29,72.6,76.92,79.42,81.92
17089,65.71,67.83,69.95,69.91,69.88,68.85,67.82
17091,47.53,48.52,49.51,49.7,49.89,51.68,53.47
17093,8.15,8.53,8.91,13.99,19.07,20.86,22.66
17095,46.9,45.78,44.67,43.98,43.3,47.05,50.8
17097,30.79,31.2,31.61,30.63,29.64,32.08,34.53
17099,35.53,38.73,41.93,42.95,43.97,44.03,44.08
17101,85.61,86.23,86.85,77.0,67.14,69.17,71.2
17103,38.87,40.72,42.57,42.94,43.3,43.69,44.08
17105,48.55,45.56,42.57,41.26,39.96,41.26,42.55
17107,48.55,48.72,48.9,45.83,42.76,41.64,40.52
17109,12.19,11.41,10.63,10.02,9.42,6.9,4.39
17111,11.08,11.43,11.78,12.62,13.47,14.02,14.58
17113,2.26,1.78,1.31,1.4,1.5,1.48,1.46
17115,34.64,33.78,32.92,32.51,32.09,31.38,30.68
17117,33.21,31.6,29.99,28.34,26.68,27.66,28.64
17119,16.11,13.94,11.78,15.42,19.07,19.13,19.19
17121,46.9,43.9,40.91,42.1,43.3,44.14,44.97
17123,16.75,16.81,16.87,15.17,13.47,17.6,21.74
17125,49.44,49.48,49.51,46.4,43.3,45.49,47.68
17127,66.67,63.78,60.9,60.06,59.22,55.01,50.8
17129,10.0,12.99,15.98,12.99,10.0,7.2,4.39
17131,22.64,19.31,15.98,19.8,23.62,23.48,23.33
17133,5.64,3.65,1.66,1.48,1.31,1.9,2.48
17135,55.43,55.94,56.45,56.8,57.15,56.06,54.96
17137,29.7,26.93,24.16,22.9,21.65,32.1,42.55
17139,58.87,61.83,64.79,64.5,64.22,65.42,66.61
17141,32.25,37.41,42.57,39.08,35.59,36.59,37.59
17143,24.67,26.2,27.73,29.44,31.14,29.0,26.86
17145,56.83,59.04,61.25,64.9,68.55,73.56,78.58
17147,5.64,3.96,2.29,5.64,8.98,9.9,10.82
17149,43.33,44.36,45.4,44.68,43.97,43.7,43.44
17151,49.86,49.94,50.02,55.03,60.04,55.0,49.97
17153,73.13,72.24,71.35,66.62,61.89,52.99,44.08
17155,28.94,23.7,18.47,17.98,17.48,17.16,16.84
17157,63.1,63.07,63.04,67.9,72.75,72.52,72.28
17159,27.22,38.36,49.51,50.04,50.56,41.68,32.81
17161,40.62,40.42,40.21,41.48,42.76,46.03,49.3
17163,27.22,26.8,26.39,27.46,28.53,28.18,27.82
17165,54.98,55.5,56.03,57.16,58.29,58.73,59.17
17167,9.55,11.9,14.26,15.53,16.81,18.86,20.91
17169,43.33,41.26,39.19,37.72,36.26,34.53,32.81
17171,32.25,22.9,13.56,14.39,15.22,12.69,10.15
17173,23.27,18.42,13.56,15.93,18.31,16.03,13.75
17175,41.1,43.87,46.64,37.04,27.44,36.2,44.97
17177,25.21,24.99,24.77,18.8,12.83,18.65,24.47
17179,9.55,10.09,10.63,12.92,15.22,15.26,15.31
17181,59.28,58.94,58.61,54.87,51.13,49.14,47.14
17183,50.62,50.32,50.02,49.27,48.52,46.3,44.08
17185,25.82,30.1,34.38,32.54,30.69,29.66,28.64
17187,36.33,43.18,50.02,50.57,51.13,53.36,55.6
17189,19.36,22.06,24.77,21.92,19.07,23.85,28.64
17191,50.62,50.32,50.02,48.16,46.29,52.42,58.56
17193,48.55,47.6,46.64,35.38,24.13,28.99,33.86
17195,41.1,40.42,39.73,35.91,32.09,31.38,30.68
17197,21.87,23.02,24.16,25.8,27.44,28.36,29.28
17199,33.81,31.09,28.37,26.68,24.99,23.36,21.74
17201,48.55,48.72,48.9,50.02,51.13,53.92,56.72
17203,5.64,5.56,5.48,5.35,5.22,6.18,7.13
18001,62.62,63.46,64.31,67.1,69.88,70.54,71.2
18003,30.25,33.13,36.01,37.98,39.96,40.64,41.31
18005,27.22,27.48,27.73,27.58,27.44,33.98,40.52
18007,34.64,33.54,32.44,35.56,38.68,41.82,44.97
18009,49.44,50.36,51.29,45.32,39.35,35.67,31.99
18011,4.68,6.8,8.91,8.94,8.98,7.78,6.59
18013,41.1,37.01,32.92,28.96,24.99,19.37,13.75
18015,42.5,43.58,44.67,42.78,40.88,48.24,55.6
18017,69.12,69.98,70.84,70.06,69.28,69.86,70.43
18019,46.29,45.84,45.4,43.14,40.88,40.0,39.12
18021,47.53,39.99,32.44,27.38,22.32,28.42,34.53
18023,53.07,54.55,56.03,57.62,59.22,60.76,62.29
18025,68.61,69.98,71.35,74.13,76.92,78.6,80.27
18027,84.75,89.66,94.56,95.67,96.78,96.26,95.74
18029,27.86,26.7,25.53,27.59,29.64,34.04,38.45
18031,33.81,35.29,36.77,32.1,27.44,27.63,27.82
18033,33.81,33.13,32.44,32.76,33.08,32.94,32.81
18035,39.48,36.72,33.97,36.97,39.96,39.54,39.12
18037,48.55,46.61,44.67,39.72,34.77,40.17,45.58
18039,74.53,76.47,78.41,79.4,80.39,83.04,85.68
18041,76.95,76.57,76.19,75.86,75.52,76.46,77.4
18043,36.71,35.54,34.38,33.24,32.09,32.45,32.81
18045,47.53,46.1,44.67,44.32,43.97,47.38,50.8
18047,52.53,50.72,48.9,48.23,47.56,49.18,50.8
18049,57.27,59.26,61.25,56.97,52.69,57.32,61.94
18051,25.21,27.22,29.23,28.34,27.44,24.59,21.74
18053,54.25,53.99,53.74,54.34,54.95,55.28,55.6
18055,59.28,58.94,58.61,54.87,51.13,53.36,55.6
18057,0.41,0.62,0.83,0.82,0.8,0.66,0.51
18059,5.06,5.01,4.97,6.48,7.99,12.42,16.84
18061,36.33,38.03,39.73,41.02,42.31,42.43,42.55
18063,5.06,6.19,7.32,8.66,10.0,9.0,7.99
18065,50.62,48.39,46.16,42.04,37.92,38.52,39.12
18067,34.64,37.78,40.91,41.84,42.76,38.64,34.53
18069,33.21,31.22,29.23,27.96,26.68,26.44,26.19
18071,45.46,48.07,50.68,53.92,57.15,53.56,49.97
18073,40.08,45.68,51.29,49.42,47.56,46.57,45.58
18075,60.87,62.83,64.79,65.7,66.6,60.4,54.2
18077,56.83,54.36,51.89,42.86,33.84,40.12,46.4
18079,57.62,60.33,63.04,63.43,63.83,58.65,53.47
18081,14.01,16.6,19.2,19.45,19.71,22.95,26.19
18083,44.29,42.6,40.91,44.02,47.12,50.3,53.47
18085,56.19,59.02,61.86,62.51,63.16,62.73,62.29
18087,99.52,99.42,99.33,99.48,99.62,99.73,99.84
18089,46.29,46.86,47.44,47.98,48.52,48.1,47.68
18091,47.53,47.86,48.2,47.66,47.12,46.76,46.4
18093,56.83,49.38,41.93,43.78,45.62,46.65,47.68
18095,45.46,46.83,48.2,48.36,48.52,48.1,47.68
18097,57.27,57.62,57.98,59.94,61.89,62.38,62.86
18099,56.19,59.61,63.04,64.82,66.6,68.52,70.43
18101,69.82,66.74,63.67,63.42,63.16,61.17,59.17
18103,59.85,60.2,60.55,61.86,63.16,64.59,66.01
18105,11.08,12.67,14.26,16.28,18.31,17.58,16.84
18107,35.53,38.22,40.91,39.8,38.68,38.14,37.59
18109,38.87,40.4,41.93,46.53,51.13,53.04,54.96
18111,52.53,54.94,57.34,60.25,63.16,64.89,66.61
18113,61.48,61.8,62.11,66.0,69.88,72.82,75.75
18115,52.53,46.37,40.21,45.67,51.13,53.92,56.72
18117,69.82,69.32,68.83,70.98,73.13,75.26,77.4
18119,65.3,64.6,63.9,64.31,64.72,67.27,69.83
18121,58.2,58.56,58.93,57.22,55.52,65.85,76.19
18123,59.28,55.28,51.29,45.32,39.35,37.91,36.47
18125,44.29,49.59,54.89,54.4,53.9,55.59,57.29
18127,14.93,16.2,17.48,14.56,11.65,12.32,12.99
18129,8.76,6.7,4.65,7.58,10.51,15.26,20.02
18131,57.62,54.15,50.68,49.12,47.56,51.58,55.6
18133,43.33,42.63,41.93,41.4,40.88,45.09,49.3
18135,57.62,56.03,54.44,55.27,56.1,53.45,50.8
18137,45.46,48.98,52.5,45.92,39.35,39.24,39.12
18139,52.53,57.61,62.69,65.11,67.53,60.86,54.2
18141,36.71,41.68,46.64,46.46,46.29,44.42,42.55
18143,75.23,68.96,62.69,66.7,70.71,78.8,86.89
18145,49.44,48.04,46.64,47.94,49.25,51.36,53.47
18147,43.33,38.86,34.38,34.11,33.84,32.92,31.99
18149,67.97,69.23,70.49,70.18,69.88,70.86,71.83
18151,32.25,36.58,40.91,37.38,33.84,31.96,30.08
18153,53.87,54.16,54.44,49.2,43.97,48.72,53.47
18155,68.29,69.82,71.35,72.59,73.83,74.54,75.24
18157,19.9,22.34,24.77,23.21,21.65,23.06,24.47
18159,40.08,41.32,42.57,44.43,46.29,40.41,34.53
18161,43.33,43.3,43.27,44.0,44.73,51.01,57.29
18163,27.86,29.74,31.61,34.35,37.09,37.77,38.45
18165,34.64,36.07,37.5,34.8,32.09,29.96,27.82
18167,46.9,46.77,46.64,47.58,48.52,46.3,44.08
18169,39.48,42.44,45.4,46.26,47.12,45.28,43.44
18171,50.62,36.74,22.86,22.96,23.05,19.18,15.31
18173,7.64,9.14,10.63,11.43,12.23,10.62,9.01
18175,74.05,66.49,58.93,63.23,67.53,68.98,70.43
18177,60.87,61.49,62.11,59.1,56.1,56.41,56.72
18179,27.86,24.64,21.43,23.75,26.07,24.7,23.33
18181,33.81,33.36,32.92,38.82,44.73,45.93,47.14
18183,18.31,23.77,29.23,21.82,14.42,22.25,30.08
19001,13.44,10.64,7.83,6.97,6.11,5.64,5.16
19003,21.87,17.12,12.38,9.48,6.59,10.58,14.58
19005,37.31,40.67,44.03,47.58,51.13,52.04,52.96
19007,41.83,36.34,30.85,29.14,27.44,31.96,36.47
19009,18.31,25.62,32.92,34.59,36.26,38.39,40.52
19011,11.78,11.21,10.63,9.09,7.55,6.83,6.11
19013,27.22,25.69,24.16,24.14,24.13,25.5,26.86
19015,4.14,4.2,4.27,5.03,5.79,7.08,8.37
19017,3.06,2.55,2.04,1.56,1.08,1.08,1.08
19019,14.01,13.78,13.56,10.08,6.59,8.37,10.15
19021,80.99,83.73,86.47,88.57,90.67,92.17,93.67
19023,15.57,15.78,15.98,15.2,14.42,13.7,12.99
19025,21.87,18.07,14.26,10.68,7.1,8.62,10.15
19027,14.93,12.59,10.25,9.83,9.42,12.0,14.58
19029,9.55,18.64,27.73,37.65,47.56,48.43,49.3
19031,11.78,9.8,7.83,5.81,3.79,3.74,3.69
19033,7.64,7.99,8.34,10.0,11.65,13.48,15.31
19035,15.57,20.55,25.53,20.38,15.22,18.94,22.66
19037,30.25,28.99,27.73,22.6,17.48,14.84,12.19
19039,41.1,32.93,24.77,33.2,41.64,55.35,69.06
19041,5.06,6.98,8.91,9.17,9.42,8.01,6.59
19043,13.44,18.15,22.86,23.92,24.99,32.06,39.12
19045,21.33,19.9,18.47,22.27,26.07,31.83,37.59
19047,82.87,84.16,85.45,88.06,90.67,87.06,83.45
19049,2.87,2.2,1.53,2.1,2.67,2.91,3.15
19051,50.62,51.76,52.91,63.21,73.51,77.97,82.43
19053,50.62,51.26,51.89,47.93,43.97,43.26,42.55
19055,25.21,24.99,24.77,24.45,24.13,28.99,33.86
19057,20.53,17.4,14.26,18.29,22.32,22.82,23.33
19059,1.75,1.53,1.31,1.5,1.69,1.88,2.07
19061,12.61,13.08,13.56,15.18,16.81,15.7,14.58
19063,36.71,34.82,32.92,31.8,30.69,32.61,34.53
19065,28.94,30.27,31.61,25.34,19.07,23.85,28.64
19067,28.94,33.22,37.5,38.73,39.96,32.68,25.4
19069,53.07,46.64,40.21,34.92,29.64,33.62,37.59
19071,10.54,12.72,14.9,15.52,16.14,12.88,9.61
19073,21.33,15.98,10.63,9.49,8.34,11.04,13.75
19075,3.37,2.51,1.66,3.88,6.11,5.41,4.71
19077,11.08,12.99,14.9,14.18,13.47,12.14,10.82
19079,19.9,17.08,14.26,11.84,9.42,10.81,12.19
19081,10.54,10.98,11.43,10.72,10.0,13.91,17.82
19083,20.53,19.0,17.48,19.9,22.32,21.17,20.02
19085,16.75,19.8,22.86,21.9,20.95,20.07,19.19
19087,16.75,16.12,15.5,14.16,12.83,16.87,20.91
19089,41.83,40.05,38.27,35.18,32.09,31.7,31.32
19091,14.93,12.1,9.26,13.78,18.31,14.92,11.52
19093,25.21,16.78,8.34,8.88,9.42,17.41,25.4
19095,7.64,11.27,14.9,11.44,7.99,7.76,7.54
19097,22.64,22.04,21.43,19.45,17.48,16.81,16.14
19099,16.11,14.53,12.96,10.65,8.34,9.58,10.82
19101,2.26,2.45,2.64,8.53,14.42,18.54,22.66
19103,2.01,2.63,3.25,2.96,2.67,2.66,2.64
19105,16.11,15.5,14.9,18.27,21.65,16.92,12.19
19107,21.87,21.26,20.66,18.4,16.14,15.72,15.31
19109,6.21,5.43,4.65,5.07,5.48,8.83,12.19
19111,18.78,17.82,16.87,17.59,18.31,17.23,16.14
19113,3.63,3.64,3.66,4.17,4.68,5.64,6.59
19115,65.3,68.32,71.35,74.63,77.91,76.06,74.22
19117,21.33,19.1,16.87,15.17,13.47,15.16,16.84
19119,21.33,23.43,25.53,27.59,29.64,27.52,25.4
19121,2.87,3.57,4.27,4.03,3.79,3.47,3.15
19123,19.9,21.0,22.09,23.54,24.99,26.4,27.82
19125,8.37,9.31,10.25,10.12,10.0,10.08,10.15
19127,58.2,60.16,62.11,66.98,71.86,71.14,70.43
19129,4.68,6.51,8.34,9.17,10.0,11.1,12.19
19131,21.33,21.38,21.43,28.51,35.59,30.89,26.19
19133,18.31,22.35,26.39,21.6,16.81,18.86,20.91
19135,38.05,41.04,44.03,46.64,49.25,45.9,42.55
19137,40.08,38.42,36.77,35.3,33.84,30.35,26.86
19139,56.19,54.04,51.89,51.86,51.83,49.76,47.68
19141,16.11,15.5,14.9,16.19,17.48,22.17,26.86
19143,44.95,46.2,47.44,44.54,41.64,48.3,54.96
19145,34.64,38.29,41.93,34.68,27.44,23.73,20.02
19147,12.61,9.66,6.72,8.07,9.42,14.31,19.19
19149,10.54,12.72,14.9,13.56,12.23,12.21,12.19
19151,8.15,8.53,8.91,16.26,23.62,33.85,44.08
19153,12.61,15.04,17.48,20.26,23.05,23.76,24.47
19155,27.86,28.92,29.99,34.34,38.68,41.06,43.44
19157,12.19,10.01,7.83,10.03,12.23,11.52,10.82
19159,39.48,31.82,24.16,20.82,17.48,15.62,13.75
19161,14.01,15.74,17.48,16.35,15.22,17.62,20.02
19163,9.11,9.49,9.87,11.35,12.83,12.91,12.99
19165,14.93,17.79,20.66,20.55,20.44,24.13,27.82
19167,35.53,33.19,30.85,29.69,28.53,27.7,26.86
19169,0.73,0.65,0.57,0.48,0.38,0.54,0.7
19171,22.64,24.08,25.53,26.49,27.44,29.06,30.68
19173,19.36,21.46,23.56,28.32,33.08,36.1,39.12
19175,17.54,16.76,15.98,24.53,33.08,34.78,36.47
19177,35.53,39.05,42.57,39.08,35.59,41.0,46.4
19179,61.48,58.18,54.89,52.39,49.89,53.07,56.24
19181,0.73,1.02,1.31,1.58,1.85,1.96,2.07
19183,24.67,24.42,24.16,25.12,26.07,27.35,28.64
