FIPS,2014 EPL_NOHSDP,2015 EPL_NOHSDP,2016 EPL_NOHSDP,2017 EPL_NOHSDP,2018 EPL_NOHSDP,2019 EPL_NOHSDP,2020 EPL_NOHSDP
27031,1.43,1.37,1.31,1.03,0.76,0.66,0.57
27033,35.53,33.19,30.85,31.0,31.14,35.54,39.94
27035,9.11,8.22,7.32,7.83,8.34,8.16,7.99
27037,2.01,2.63,3.25,3.52,3.79,4.47,5.16
27039,5.64,5.14,4.65,4.41,4.17,6.27,8.37
27041,5.64,4.28,2.93,3.25,3.57,3.36,3.15
27043,25.21,26.79,28.37,25.35,22.32,22.82,23.33
27045,23.97,24.06,24.16,24.14,24.13,28.06,31.99
27047,40.62,39.44,38.27,36.93,35.59,44.9,54.2
27049,11.08,9.71,8.34,7.06,5.79,11.8,17.82
27051,14.01,12.32,10.63,9.8,8.98,12.91,16.84
27053,8.76,9.7,10.63,10.81,10.98,11.58,12.19
27055,12.19,9.46,6.72,5.81,4.9,5.5,6.11
27057,11.08,13.29,15.5,14.16,12.83,11.82,10.82
27059,14.01,17.72,21.43,21.54,21.65,22.16,22.66
27061,9.55,8.94,8.34,8.66,8.98,8.67,8.37
27063,15.57,14.92,14.26,12.96,11.65,13.48,15.31
27065,45.46,43.18,40.91,36.02,31.14,36.22,41.31
27067,35.53,39.4,43.27,44.44,45.62,39.74,33.86
27069,24.67,20.77,16.87,11.98,7.1,3.9,0.7
27071,31.65,27.26,22.86,20.17,17.48,18.34,19.19
27073,14.01,12.13,10.25,12.34,14.42,13.7,12.99
27075,3.06,2.36,1.66,1.48,1.31,3.95,6.59
27077,15.57,24.01,32.44,27.38,22.32,11.83,1.34
27079,23.27,23.72,24.16,18.81,13.47,10.3,7.13
27081,14.01,15.74,17.48,20.8,24.13,22.52,20.91
27083,10.0,11.48,12.96,16.34,19.71,18.27,16.84
27085,16.11,19.1,22.09,17.16,12.23,13.4,14.58
27087,61.48,56.08,50.68,53.1,55.52,60.76,66.01
27089,35.53,36.52,37.5,41.12,44.73,42.34,39.94
27091,37.31,33.27,29.23,21.82,14.42,13.3,12.19
27093,18.31,16.9,15.5,15.36,15.22,14.1,12.99
27095,36.71,33.78,30.85,33.56,36.26,37.69,39.12
27097,30.79,32.58,34.38,34.11,33.84,32.92,31.99
27099,43.33,47.31,51.29,53.4,55.52,54.86,54.2
27101,27.86,28.92,29.99,30.56,31.14,35.54,39.94
27103,5.64,6.18,6.72,6.42,6.11,8.46,10.82
27105,80.61,84.82,89.02,89.84,90.67,92.38,94.08
27107,34.64,31.18,27.73,25.93,24.13,20.13,16.14
27109,3.88,4.26,4.65,5.07,5.48,6.3,7.13
27111,20.53,19.0,17.48,17.48,17.48,20.98,24.47
27113,24.67,21.94,19.2,17.67,16.14,12.26,8.37
27115,35.53,36.15,36.77,37.34,37.92,34.62,31.32
27117,54.25,54.86,55.46,53.64,51.83,45.48,39.12
27119,27.86,24.98,22.09,21.26,20.44,17.88,15.31
27121,9.11,8.22,7.32,8.37,9.42,10.47,11.52
27123,25.82,26.78,27.73,30.78,33.84,33.32,32.81
27125,23.97,19.43,14.9,12.45,10.0,9.8,9.61
27127,39.48,40.2,40.91,34.72,28.53,25.14,21.74
27129,33.21,37.06,40.91,40.9,40.88,39.24,37.59
27131,28.94,29.08,29.23,29.96,30.69,29.98,29.28
27133,24.67,26.95,29.23,25.09,20.95,18.55,16.14
27135,15.57,18.5,21.43,17.92,14.42,21.85,29.28
27137,7.64,7.48,7.32,6.72,6.11,6.62,7.13
27139,2.45,2.54,2.64,3.4,4.17,4.44,4.71
27141,5.06,4.41,3.76,4.49,5.22,7.12,9.01
27143,32.25,31.93,31.61,29.52,27.44,25.38,23.33
27145,15.57,15.24,14.9,17.3,19.71,22.95,26.19
27147,14.01,13.48,12.96,17.64,22.32,20.76,19.19
27149,17.54,18.0,18.47,14.72,10.98,8.34,5.7
27151,33.81,37.01,40.21,38.65,37.09,34.95,32.81
27153,48.23,47.2,46.16,50.55,54.95,57.06,59.17
27155,22.64,23.7,24.77,22.24,19.71,14.36,9.01
27157,8.76,8.83,8.91,13.61,18.31,14.56,10.82
27159,35.53,35.34,35.15,33.15,31.14,30.61,30.08
27161,12.61,14.06,15.5,13.58,11.65,13.48,15.31
27163,0.57,0.7,0.83,1.07,1.31,1.6,1.88
27165,58.2,59.73,61.25,67.0,72.75,73.69,74.63
27167,20.53,17.04,13.56,10.56,7.55,7.07,6.59
27169,22.64,17.51,12.38,12.3,12.23,12.61,12.99
27171,3.63,4.3,4.97,5.1,5.22,7.42,9.61
27173,17.54,21.54,25.53,24.83,24.13,25.98,27.82
28001,78.89,78.2,77.52,83.38,89.24,92.66,96.09
28003,81.63,78.68,75.74,77.49,79.24,83.51,87.78
28005,92.14,91.48,90.83,88.3,85.77,76.19,66.61
28007,89.08,89.64,90.19,91.56,92.93,92.28,91.63
28009,94.68,93.32,91.95,95.13,98.31,97.61,96.91
28011,92.14,93.22,94.3,93.44,92.58,89.86,87.14
28013,97.39,96.01,94.62,93.36,92.1,92.79,93.48
28015,85.2,81.36,77.52,78.02,78.51,76.36,74.22
28017,94.84,95.46,96.08,96.7,97.33,95.83,94.33
28019,74.88,75.2,75.52,79.52,83.51,81.35,79.19
28021,84.34,86.26,88.19,89.84,91.5,91.07,90.64
28023,86.09,83.03,79.97,80.54,81.12,75.09,69.06
28025,80.99,82.82,84.65,81.74,78.83,77.72,76.61
28027,86.41,87.42,88.44,88.44,88.44,87.66,86.89
28029,79.21,83.32,87.42,86.26,85.1,80.06,75.02
28031,84.34,83.44,82.55,78.19,73.83,78.83,83.83
28033,33.21,34.61,36.01,36.55,37.09,34.95,32.81
28035,62.62,59.04,55.46,55.2,54.95,53.76,52.58
28037,70.42,67.37,64.31,66.57,68.83,72.51,76.19
28039,69.12,74.23,79.34,78.92,78.51,76.16,73.81
28041,93.31,93.42,93.54,92.82,92.1,92.69,93.28
28043,83.6,86.31,89.02,86.88,84.75,82.35,79.95
28045,56.83,60.36,63.9,60.53,57.15,47.37,37.59
28047,53.87,54.16,54.44,54.41,54.38,51.49,48.6
28049,54.98,54.94,54.89,54.92,54.95,54.58,54.2
28051,97.01,95.98,94.94,94.97,95.0,93.6,92.2
28053,98.98,99.09,99.2,98.52,97.84,97.96,98.09
28055,99.78,99.43,99.08,98.64,98.19,98.86,99.52
28057,80.99,86.77,92.55,90.72,88.89,89.56,90.23
28059,41.83,44.24,46.64,44.7,42.76,46.36,49.97
28061,83.25,76.25,69.25,71.54,73.83,65.27,56.72
28063,77.94,81.7,85.45,90.38,95.32,91.71,88.1
28065,85.8,83.56,81.31,84.72,88.12,81.68,75.24
28067,82.87,80.64,78.41,75.77,73.13,68.25,63.37
28069,83.6,85.61,87.62,80.38,73.13,75.7,78.26
28071,44.29,39.34,34.38,36.53,38.68,31.57,24.47
28073,21.87,18.39,14.9,21.72,28.53,37.47,46.4
28075,56.83,56.14,55.46,59.31,63.16,66.8,70.43
28077,72.33,77.57,82.81,78.16,73.51,73.13,72.76
28079,91.95,91.32,90.7,91.26,91.82,89.8,87.78
28081,63.96,66.12,68.29,69.7,71.12,70.47,69.83
28083,94.33,91.38,88.44,88.28,88.12,83.35,78.58
28085,65.93,61.38,56.83,56.99,57.15,60.54,63.94
28087,67.14,65.96,64.79,63.04,61.29,61.79,62.29
28089,25.82,26.78,27.73,24.34,20.95,23.9,26.86
28091,90.67,89.14,87.62,87.24,86.85,84.38,81.92
28093,91.44,88.44,85.45,82.73,80.01,82.84,85.68
28095,84.75,84.96,85.16,82.9,80.64,80.66,80.68
28097,93.31,93.72,94.14,90.26,86.37,88.06,89.75
28099,86.41,85.78,85.16,87.48,89.81,87.56,85.3
28101,64.28,65.98,67.69,67.42,67.14,69.17,71.2
28103,98.6,98.44,98.28,97.84,97.39,97.46,97.52
28105,48.55,50.52,52.5,41.6,30.69,31.0,31.32
28107,83.89,82.79,81.69,85.46,89.24,92.0,94.75
28109,67.56,67.35,67.14,68.76,70.39,66.62,62.86
28111,75.8,76.81,77.81,78.91,80.01,75.6,71.2
28113,81.63,82.22,82.81,80.66,78.51,79.96,81.41
28115,83.25,86.98,90.7,91.82,92.93,93.84,94.75
28117,92.8,92.07,91.34,89.89,88.44,82.74,77.05
28119,98.66,98.7,98.73,98.4,98.06,97.54,97.01
28121,30.79,30.39,29.99,34.34,38.68,43.18,47.68
28123,95.8,96.0,96.21,96.0,95.8,95.04,94.27
28125,83.6,89.08,94.56,95.48,96.4,92.71,89.02
28127,81.63,80.28,78.92,84.62,90.32,91.53,92.74
28129,74.05,75.02,75.99,77.41,78.83,85.36,91.88
28131,56.83,63.83,70.84,77.32,83.79,81.49,79.19
28133,97.55,97.01,96.47,96.78,97.1,96.88,96.66
28135,98.73,98.76,98.79,98.79,98.79,96.72,94.65
28137,75.8,78.55,81.31,80.07,78.83,72.13,65.44
28139,92.14,90.82,89.49,90.3,91.12,91.93,92.74
28141,85.8,85.62,85.45,86.48,87.52,88.73,89.94
28143,89.91,88.38,86.85,83.04,79.24,83.06,86.89
28145,86.79,89.06,91.34,91.0,90.67,92.71,94.75
28147,84.34,86.68,89.02,86.08,83.13,87.24,91.34
28149,56.19,54.55,52.91,53.4,53.9,60.26,66.61
28151,88.67,89.43,90.19,89.54,88.89,86.44,83.99
28153,94.14,93.57,93.0,90.72,88.44,88.27,88.1
28155,64.57,62.36,60.14,63.83,67.53,70.14,72.76
28157,95.13,96.6,98.06,97.77,97.48,95.98,94.49
28159,84.75,85.96,87.17,86.3,85.42,80.02,74.63
28161,81.63,83.67,85.71,79.77,73.83,74.23,74.63
28163,89.91,90.37,90.83,91.32,91.82,93.74,95.67
29001,43.33,37.09,30.85,30.24,29.64,30.82,31.99
29003,20.53,23.03,25.53,22.62,19.71,19.86,20.02
29005,33.21,31.6,29.99,29.82,29.64,32.47,35.3
29007,56.83,59.94,63.04,63.1,63.16,63.9,64.64
29009,71.54,72.8,74.05,75.48,76.92,75.57,74.22
29011,54.25,54.34,54.44,54.17,53.9,58.92,63.94
29013,61.16,60.49,59.82,58.22,56.61,59.04,61.46
29015,56.83,58.49,60.14,60.46,60.78,63.11,65.44
29017,76.95,80.8,84.65,85.62,86.6,81.82,77.05
29019,6.88,6.67,6.46,6.28,6.11,6.35,6.59
29021,47.53,48.78,50.02,48.79,47.56,48.76,49.97
29023,77.94,73.6,69.25,72.39,75.52,75.38,75.24
29025,46.29,38.14,29.99,31.54,33.08,36.51,39.94
29027,48.23,53.1,57.98,59.38,60.78,57.49,54.2
29029,36.71,39.99,43.27,42.46,41.64,35.46,29.28
29031,39.48,33.92,28.37,28.75,29.13,28.88,28.64
29033,46.9,51.87,56.83,57.28,57.72,57.9,58.08
29035,85.61,83.27,80.93,77.38,73.83,69.64,65.44
29037,11.08,11.73,12.38,14.6,16.81,14.9,12.99
29039,65.93,64.8,63.67,66.11,68.55,66.24,63.94
29041,64.28,55.46,46.64,40.71,34.77,35.03,35.3
29043,17.54,19.81,22.09,21.26,20.44,21.09,21.74
29045,54.25,53.99,53.74,59.45,65.17,64.55,63.94
29047,12.61,12.02,11.43,11.2,10.98,12.36,13.75
29049,14.01,13.2,12.38,17.35,22.32,20.36,18.4
29051,21.87,21.26,20.66,20.55,20.44,21.88,23.33
29053,41.1,39.3,37.5,39.9,42.31,46.56,50.8
29055,82.71,84.4,86.09,89.1,92.1,87.96,83.83
29057,58.87,56.31,53.74,56.48,59.22,57.09,54.96
29059,76.95,76.34,75.74,76.7,77.65,72.13,66.61
29061,58.2,61.5,64.79,65.96,67.14,61.69,56.24
29063,57.27,57.05,56.83,55.6,54.38,53.67,52.96
29065,82.71,83.56,84.4,83.03,81.66,78.7,75.75
29067,79.82,80.03,80.23,79.94,79.66,79.8,79.95
29069,95.64,95.53,95.42,94.92,94.43,92.88,91.34
29071,46.9,48.46,50.02,49.64,49.25,47.42,45.58
29073,63.55,60.0,56.45,54.92,53.39,55.06,56.72
29075,41.83,38.49,35.15,38.02,40.88,53.44,66.01
29077,22.64,22.04,21.43,21.88,22.32,21.17,20.02
29079,54.25,52.46,50.68,50.28,49.89,61.52,73.14
29081,59.28,59.55,59.82,56.86,53.9,45.18,36.47
29083,46.29,48.79,51.29,50.59,49.89,55.15,60.41
29085,68.61,71.56,74.5,70.33,66.16,63.28,60.41
29087,23.97,25.44,26.9,27.17,27.44,22.92,18.4
29089,49.86,46.22,42.57,44.43,46.29,48.13,49.97
29091,64.28,63.2,62.11,57.75,53.39,60.0,66.61
29093,81.22,79.37,77.52,79.82,82.11,83.71,85.3
29095,34.64,33.12,31.61,31.85,32.09,31.38,30.68
29097,55.43,53.36,51.29,53.12,54.95,57.68,60.41
29099,41.83,45.02,48.2,45.75,43.3,41.21,39.12
29101,18.78,19.38,19.99,19.85,19.71,20.31,20.91
29103,54.25,54.86,55.46,52.36,49.25,52.74,56.24
29105,71.54,73.02,74.5,73.18,71.86,69.54,67.22
29107,44.95,41.61,38.27,33.96,29.64,34.79,39.94
29109,64.28,64.54,64.79,69.15,73.51,72.9,72.28
29111,43.33,44.74,46.16,50.55,54.95,57.68,60.41
29113,57.27,53.64,50.02,48.57,47.12,43.82,40.52
29115,39.48,41.37,43.27,42.79,42.31,44.72,47.14
29117,46.29,51.37,56.45,58.24,60.04,59.06,58.08
29119,82.49,84.48,86.47,89.78,93.09,91.86,90.64
29121,45.46,47.18,48.9,50.36,51.83,48.7,45.58
29123,91.44,86.01,80.58,78.75,76.92,71.76,66.61
29125,64.57,68.17,71.76,65.03,58.29,67.24,76.19
29127,62.21,56.44,50.68,48.48,46.29,45.93,45.58
29129,40.08,39.64,39.19,37.72,36.26,43.53,50.8
29131,60.24,60.74,61.25,59.2,57.15,57.86,58.56
29133,94.68,95.44,96.21,95.94,95.67,95.08,94.49
29135,68.61,67.88,67.14,68.21,69.28,69.56,69.83
29137,30.25,31.34,32.44,35.56,38.68,39.6,40.52
29139,69.82,68.08,66.35,67.82,69.28,65.37,61.46
29141,76.19,81.9,87.62,87.24,86.85,89.8,92.74
29143,90.19,91.26,92.33,91.32,90.32,87.52,84.72
29145,54.25,56.43,58.61,57.61,56.61,56.42,56.24
29147,13.44,12.61,11.78,13.96,16.14,15.36,14.58
29149,74.05,70.6,67.14,72.72,78.29,73.38,68.46
29151,27.86,27.8,27.73,31.66,35.59,32.12,28.64
29153,65.93,66.14,66.35,70.47,74.59,80.39,86.19
29155,92.14,93.22,94.3,93.2,92.1,91.5,90.9
29157,55.43,51.82,48.2,50.22,52.24,57.8,63.37
29159,67.56,68.76,69.95,67.56,65.17,61.62,58.08
29161,43.33,47.31,51.29,50.92,50.56,47.0,43.44
29163,80.13,79.53,78.92,74.66,70.39,66.62,62.86
29165,2.26,2.15,2.04,2.23,2.42,2.08,1.75
29167,57.27,55.5,53.74,52.99,52.24,51.52,50.8
29169,29.7,30.27,30.85,27.24,23.62,19.1,14.58
29171,50.62,45.76,40.91,40.44,39.96,29.18,18.4
29173,36.71,41.06,45.4,45.06,44.73,40.6,36.47
29175,54.98,54.71,54.44,56.58,58.71,55.31,51.91
29177,37.31,40.99,44.67,49.52,54.38,52.59,50.8
29179,91.28,91.69,92.1,90.42,88.73,90.18,91.63
29181,92.14,89.3,86.47,85.61,84.75,84.29,83.83
29183,4.68,4.66,4.65,4.66,4.68,4.92,5.16
29185,70.42,73.43,76.44,73.16,69.88,66.62,63.37
29186,59.28,53.74,48.2,46.08,43.97,39.25,34.53
29187,72.91,73.1,73.29,70.92,68.55,69.19,69.83
29189,9.11,9.49,9.87,10.19,10.51,10.06,9.61
29195,62.21,62.45,62.69,66.28,69.88,71.32,72.76
29197,54.98,53.94,52.91,57.66,62.4,57.16,51.91
29199,86.41,78.62,70.84,81.47,92.1,90.92,89.75
29201,75.52,72.88,70.23,68.88,67.53,69.9,72.28
29203,69.82,72.32,74.82,78.46,82.11,82.46,82.81
29205,27.86,26.7,25.53,29.68,33.84,37.18,40.52
29207,78.29,78.6,78.92,80.74,82.55,86.01,89.47
29209,54.25,53.58,52.91,55.32,57.72,54.26,50.8
29211,67.56,66.96,66.35,67.2,68.04,68.55,69.06
29213,54.25,48.76,43.27,43.62,43.97,41.21,38.45
29215,70.96,72.36,73.77,73.26,72.75,73.28,73.81
29217,51.26,50.08,48.9,47.26,45.62,49.54,53.47
29219,58.87,58.1,57.34,53.62,49.89,47.43,44.97
29221,94.52,92.2,89.88,91.39,92.9,91.42,89.94
29223,90.19,91.8,93.41,94.06,94.72,90.01,85.3
29225,51.93,54.19,56.45,56.28,56.1,59.2,62.29
29227,30.79,33.78,36.77,45.58,54.38,46.75,39.12
29229,83.6,83.2,82.81,82.46,82.11,84.32,86.54
29510,64.92,63.98,63.04,59.28,55.52,53.16,50.8
30001,5.06,5.76,6.46,4.44,2.42,4.26,6.11
30003,59.28,57.09,54.89,51.23,47.56,47.35,47.14
30005,40.62,37.5,34.38,38.01,41.64,42.54,43.44
30007,16.11,11.42,6.72,6.1,5.48,6.51,7.54
30009,5.06,5.41,5.76,6.18,6.59,5.14,3.69
30011,13.44,14.47,15.5,14.16,12.83,17.74,22.66
30013,17.54,17.51,17.48,19.56,21.65,21.7,21.74
30015,16.11,12.99,9.87,11.05,12.23,14.54,16.84
30017,23.27,21.63,19.99,17.6,15.22,13.37,11.52
30019,4.68,3.8,2.93,2.8,2.67,3.18,3.69
30021,20.53,16.46,12.38,9.48,6.59,12.89,19.19
30023,19.36,26.66,33.97,35.11,36.26,38.79,41.31
30025,7.23,3.95,0.67,1.85,3.02,4.2,5.38
30027,2.67,5.96,9.26,10.12,10.98,8.78,6.59
30029,5.06,4.41,3.76,5.66,7.55,7.96,8.37
30031,0.35,0.35,0.35,0.5,0.64,0.6,0.57
30033,17.54,12.0,6.46,4.44,2.42,1.72,1.02
30035,60.24,45.92,31.61,37.18,42.76,50.02,57.29
30037,28.94,18.38,7.83,6.0,4.17,13.42,22.66
30039,35.53,34.75,33.97,28.8,23.62,19.88,16.14
30041,11.08,18.74,26.39,32.16,37.92,30.63,23.33
30043,2.01,2.33,2.64,3.4,4.17,4.66,5.16
30045,4.3,3.47,2.64,2.66,2.67,2.37,2.07
30047,20.53,23.03,25.53,25.26,24.99,20.92,16.84
30049,3.06,2.85,2.64,3.1,3.57,3.2,2.83
30051,76.57,79.88,83.19,89.14,95.1,96.77,98.44
30053,38.05,41.04,44.03,47.3,50.56,39.92,29.28
30055,6.69,7.98,9.26,10.12,10.98,9.99,9.01
30057,2.67,3.22,3.76,3.22,2.67,2.28,1.88
30059,20.53,16.46,12.38,8.64,4.9,6.22,7.54
30061,24.67,36.79,48.9,44.89,40.88,35.08,29.28
30063,1.75,2.08,2.42,2.28,2.13,2.31,2.48
30065,19.9,24.14,28.37,33.52,38.68,34.68,30.68
30067,1.27,1.46,1.66,2.04,2.42,3.06,3.69
30069,0.25,0.2,0.16,0.08,0.0,0.0,0.0
30071,16.11,18.39,20.66,30.01,39.35,33.11,26.86
30073,37.31,36.66,36.01,25.62,15.22,15.26,15.31
30075,4.68,3.66,2.64,3.4,4.17,8.96,13.75
30077,27.86,34.04,40.21,42.09,43.97,40.78,37.59
30079,42.5,25.88,9.26,11.36,13.47,37.2,60.92
30081,16.75,19.42,22.09,24.38,26.68,27.25,27.82
30083,14.93,14.6,14.26,15.87,17.48,12.92,8.37
30085,63.1,62.18,61.25,58.68,56.1,52.7,49.3
30087,39.48,41.02,42.57,48.48,54.38,45.98,37.59
30089,39.48,41.76,44.03,42.0,39.96,40.24,40.52
30091,20.53,20.6,20.66,18.74,16.81,15.28,13.75
30093,16.75,20.46,24.16,22.56,20.95,16.97,12.99
30095,11.08,6.75,2.42,3.1,3.79,8.77,13.75
30097,5.06,5.27,5.48,4.41,3.34,3.08,2.83
30099,16.75,13.5,10.25,14.28,18.31,18.75,19.19
30101,44.29,54.54,64.79,64.76,64.72,63.09,61.46
30103,30.79,22.52,14.26,10.18,6.11,18.4,30.68
30105,14.01,10.66,7.32,7.66,7.99,10.49,12.99
30107,72.33,82.33,92.33,88.88,85.42,71.07,56.72
30109,63.96,54.68,45.4,49.04,52.69,43.28,33.86
30111,10.0,9.63,9.26,8.8,8.34,7.02,5.7
31001,19.36,21.46,23.56,29.17,34.77,34.32,33.86
31003,18.31,20.58,22.86,19.84,16.81,21.1,25.4
31005,4.3,3.36,2.42,4.11,5.79,4.14,2.48
31007,10.0,5.42,0.83,0.6,0.38,0.42,0.45
31009,0.0,0.0,0.0,0.44,0.89,4.95,9.01
31011,11.08,9.2,7.32,6.72,6.11,6.62,7.13
31013,15.57,17.39,19.2,20.42,21.65,26.48,31.32
31015,11.08,7.0,2.93,3.92,4.9,3.18,1.46
31017,33.81,23.1,12.38,16.04,19.71,11.43,3.15
31019,9.11,7.92,6.72,9.48,12.23,18.81,25.4
31021,23.27,27.06,30.85,31.0,31.14,32.5,33.86
31023,30.25,26.17,22.09,20.58,19.07,20.4,21.74
31025,2.26,2.76,3.25,3.52,3.79,5.19,6.59
31027,7.23,8.93,10.63,12.92,15.22,14.1,12.99
31029,25.82,32.04,38.27,41.5,44.73,46.66,48.6
31031,19.9,20.66,21.43,22.78,24.13,12.38,0.64
31033,3.88,5.17,6.46,8.49,10.51,8.55,6.59
31035,41.1,37.01,32.92,31.02,29.13,23.76,18.4
31037,95.64,96.44,97.23,97.71,98.19,98.48,98.76
31039,35.53,41.08,46.64,49.67,52.69,46.6,40.52
31041,11.08,12.32,13.56,13.2,12.83,9.26,5.7
31043,94.14,94.62,95.1,95.32,95.54,95.02,94.49
31045,3.63,3.95,4.27,3.47,2.67,6.14,9.61
31047,88.67,90.5,92.33,91.44,90.54,90.84,91.15
31049,14.93,19.24,23.56,29.91,36.26,38.79,41.31
31051,48.55,44.73,40.91,42.82,44.73,52.3,59.87
31053,39.48,43.46,47.44,43.7,39.96,44.28,48.6
31055,30.25,32.32,34.38,34.58,34.77,34.65,34.53
31057,6.69,17.53,28.37,53.14,77.91,67.07,56.24
31059,8.15,12.82,17.48,18.96,20.44,17.88,15.31
31061,14.01,17.72,21.43,17.92,14.42,15.28,16.14
31063,3.06,2.36,1.66,2.04,2.42,3.9,5.38
31065,25.82,34.54,43.27,44.0,44.73,44.08,43.44
31067,29.7,32.42,35.15,36.12,37.09,36.78,36.47
31069,3.63,3.95,4.27,7.62,10.98,9.26,7.54
31071,2.26,3.45,4.65,2.9,1.15,1.61,2.07
31073,1.56,5.41,9.26,5.56,1.85,3.78,5.7
31075,1.56,0.89,0.22,0.37,0.51,9.46,18.4
31077,11.78,10.34,8.91,8.62,8.34,12.24,16.14
31079,65.71,67.48,69.25,68.2,67.14,68.79,70.43
31081,2.87,5.1,7.32,6.0,4.68,2.88,1.08
31083,20.53,20.26,19.99,26.92,33.84,23.8,13.75
31085,38.05,31.1,24.16,35.86,47.56,35.45,23.33
31087,7.23,12.05,16.87,15.64,14.42,13.7,12.99
31089,14.01,14.14,14.26,14.34,14.42,12.02,9.61
31091,3.37,4.3,5.22,7.32,9.42,10.12,10.82
31093,12.61,12.78,12.96,13.22,13.47,7.67,1.88
31095,28.94,32.04,35.15,30.07,24.99,31.29,37.59
31097,41.1,41.52,41.93,50.57,59.22,58.65,58.08
31099,17.54,12.68,7.83,4.49,1.15,5.38,9.61
31101,10.54,13.7,16.87,20.93,24.99,32.76,40.52
31103,12.19,10.26,8.34,5.5,2.67,2.66,2.64
31105,54.98,48.46,41.93,43.78,45.62,44.08,42.55
31107,26.55,22.51,18.47,21.73,24.99,21.4,17.82
31109,6.21,7.02,7.83,8.62,9.42,12.36,15.31
31111,15.57,15.78,15.98,13.48,10.98,11.58,12.19
31113,12.61,19.5,26.39,20.8,15.22,9.96,4.71
31115,4.3,2.28,0.25,0.24,0.22,0.16,0.1
31117,0.96,4.14,7.32,24.48,41.64,31.69,21.74
31119,39.48,41.02,42.57,38.2,33.84,34.18,34.53
31121,16.75,14.56,12.38,9.74,7.1,10.04,12.99
31123,44.29,48.6,52.91,55.03,57.15,51.36,45.58
31125,37.31,31.04,24.77,23.91,23.05,17.62,12.19
31127,5.64,4.96,4.27,8.25,12.23,22.11,31.99
31129,5.64,6.99,8.34,12.58,16.81,17.6,18.4
31131,14.93,18.51,22.09,22.57,23.05,22.86,22.66
31133,38.87,31.82,24.77,36.17,47.56,61.88,76.19
31135,13.44,25.1,36.77,38.36,39.96,42.77,45.58
31137,3.37,6.32,9.26,8.8,8.34,14.62,20.91
31139,3.37,3.15,2.93,3.55,4.17,4.94,5.7
31141,32.25,34.88,37.5,40.74,43.97,42.24,40.52
31143,7.23,6.22,5.22,12.47,19.71,29.42,39.12
31145,5.64,6.48,7.32,13.2,19.07,16.83,14.58
31147,12.19,17.52,22.86,16.92,10.98,13.91,16.84
31149,10.0,11.19,12.38,8.09,3.79,2.37,0.95
31151,65.93,66.54,67.14,67.99,68.83,75.82,82.81
31153,1.43,1.54,1.66,2.34,3.02,3.09,3.15
31155,7.23,8.24,9.26,11.36,13.47,11.54,9.61
31157,43.33,47.31,51.29,51.76,52.24,51.52,50.8
31159,10.54,10.58,10.63,8.61,6.59,6.35,6.11
31161,33.81,32.71,31.61,31.37,31.14,39.41,47.68
31163,30.25,21.32,12.38,12.3,12.23,16.12,20.02
31165,18.78,12.13,5.48,7.99,10.51,7.45,4.39
31167,7.64,11.81,15.98,14.1,12.23,8.31,4.39
31169,16.11,16.49,16.87,15.64,14.42,16.41,18.4
31171,5.06,6.44,7.83,11.98,16.14,8.22,0.29
31173,45.46,49.42,53.39,52.61,51.83,48.4,44.97
31175,7.23,9.33,11.43,13.78,16.14,14.16,12.19
31177,0.41,0.78,1.15,1.5,1.85,2.5,3.15
31179,6.88,4.76,2.64,2.16,1.69,1.78,1.88
31181,23.97,19.97,15.98,17.14,18.31,11.84,5.38
31183,4.3,3.36,2.42,2.72,3.02,2.92,2.83
31185,5.64,5.14,4.65,6.5,8.34,8.16,7.99
32001,41.1,37.74,34.38,30.91,27.44,22.14,16.84
32003,60.87,61.06,61.25,61.57,61.89,63.49,65.09
32005,7.64,8.75,9.87,9.1,8.34,8.36,8.37
32007,64.92,66.6,68.29,66.5,64.72,63.5,62.29
32009,54.98,45.5,36.01,43.28,50.56,69.88,89.21
32011,34.64,26.56,18.47,14.72,10.98,8.07,5.16
32013,63.96,68.32,72.68,72.27,71.86,73.55,75.24
32015,74.05,72.27,70.49,68.32,66.16,66.39,66.61
32017,46.29,43.25,40.21,51.3,62.4,62.17,61.94
32019,60.24,60.57,60.9,57.64,54.38,58.16,61.94
32021,50.62,52.18,53.74,54.06,54.38,49.98,45.58
32023,63.96,63.04,62.11,61.7,61.29,63.65,66.01
32027,81.63,84.05,86.47,82.49,78.51,79.96,81.41
32029,8.37,6.93,5.48,4.82,4.17,6.27,8.37
32031,47.53,49.41,51.29,49.2,47.12,48.21,49.3
32033,56.19,61.27,66.35,63.57,60.78,57.12,53.47
32510,47.53,48.52,49.51,51.45,53.39,54.18,54.96
33001,17.54,17.51,17.48,16.35,15.22,16.81,18.4
33003,7.64,7.99,8.34,8.16,7.99,7.29,6.59
33005,14.01,12.72,11.43,11.83,12.23,12.99,13.75
33007,48.55,46.98,45.4,45.06,44.73,49.84,54.96
33009,16.75,15.51,14.26,13.86,13.47,16.74,20.02
33011,19.36,18.92,18.47,19.71,20.95,21.34,21.74
33013,10.0,9.63,9.26,8.8,8.34,12.24,16.14
33015,2.67,2.8,2.93,3.55,4.17,3.93,3.69
33017,13.44,13.5,13.56,14.85,16.14,15.36,14.58
33019,23.97,25.44,26.9,26.49,26.07,29.03,31.99
34001,58.2,58.09,57.98,56.75,55.52,56.12,56.72
34003,15.57,15.53,15.5,16.9,18.31,18.36,18.4
34005,10.0,10.12,10.25,9.62,8.98,10.25,11.52
