FIPS,2014 RPL_THEMES,2015 RPL_THEMES,2016 RPL_THEMES,2017 RPL_THEMES,2018 RPL_THEMES,2019 RPL_THEMES,2020 RPL_THEMES
27001,28.37,29.88,31.39,31.11,30.83,29.44,28.04
27003,15.98,15.17,14.36,14.2,14.04,13.66,13.27
27005,30.85,28.97,27.09,28.49,29.9,32.03,34.15
27007,74.91,74.82,74.72,76.22,77.71,79.31,80.9
27009,41.55,41.1,40.66,41.92,43.18,37.04,30.9
27011,19.07,19.58,20.09,20.08,20.06,16.11,12.16
27013,15.06,17.53,19.99,24.18,28.38,30.09,31.8
27015,17.41,16.46,15.5,14.12,12.74,10.2,7.67
27017,33.87,31.4,28.94,27.8,26.66,25.58,24.51
27019,2.74,2.47,2.2,1.72,1.24,1.4,1.56
27021,36.52,34.62,32.73,33.86,35.0,37.78,40.55
27023,28.72,25.1,21.49,28.36,35.22,51.22,67.22
27025,11.17,9.72,8.28,7.1,5.92,4.55,3.18
27027,23.85,21.96,20.06,21.12,22.17,26.89,31.6
27029,70.74,71.52,72.3,75.74,79.17,81.78,84.4
27031,9.39,9.2,9.01,14.65,20.29,19.23,18.17
27033,47.6,47.2,46.8,47.03,47.26,46.86,46.47
27035,19.42,16.73,14.04,13.14,12.23,13.51,14.8
27037,11.78,11.5,11.21,11.64,12.07,13.64,15.21
27039,4.62,4.97,5.32,5.52,5.73,4.9,4.07
27041,6.27,5.22,4.17,4.32,4.46,5.7,6.94
27043,20.92,19.56,18.21,16.96,15.7,13.32,10.95
27045,20.12,21.96,23.81,22.75,21.69,20.51,19.32
27047,39.45,39.08,38.71,41.0,43.28,42.39,41.5
27049,18.27,18.91,19.55,18.31,17.07,17.0,16.93
27051,12.03,10.47,8.91,9.18,9.46,11.42,13.37
27053,33.21,32.51,31.81,31.36,30.92,35.24,39.56
27055,7.16,5.87,4.58,3.22,1.85,2.41,2.96
27057,9.74,12.29,14.84,17.68,20.51,22.43,24.35
27059,10.06,10.54,11.02,10.62,10.22,8.34,6.46
27061,31.65,31.58,31.52,32.22,32.93,35.48,38.03
27063,9.68,8.52,7.35,5.2,3.06,2.51,1.97
27065,48.2,41.96,35.72,32.06,28.41,25.98,23.55
27067,40.69,41.92,43.14,41.89,40.64,43.79,46.94
27069,12.96,13.39,13.82,11.9,9.97,10.62,11.27
27071,38.84,39.42,39.99,41.82,43.66,39.17,34.69
27073,5.64,4.76,3.88,6.97,10.06,8.42,6.78
27075,11.68,11.41,11.14,11.08,11.02,9.16,7.29
27077,8.05,12.07,16.08,15.92,15.76,11.46,7.16
27079,10.98,11.46,11.94,11.7,11.46,8.98,6.49
27081,4.2,5.2,6.21,6.44,6.66,8.82,10.98
27083,34.42,33.49,32.57,38.94,45.32,46.93,48.54
27085,12.16,13.23,14.29,13.45,12.61,10.11,7.61
27087,90.19,88.95,87.71,87.44,87.17,89.86,92.55
27089,11.02,12.34,13.66,13.88,14.11,12.5,10.88
27091,22.03,26.22,30.4,24.86,19.33,19.24,19.16
27093,17.13,17.37,17.61,18.15,18.69,14.56,10.44
27095,50.84,51.62,52.4,55.78,59.17,59.28,59.39
27097,23.69,25.04,26.39,26.6,26.82,23.4,19.99
27099,58.52,57.52,56.51,59.67,62.83,63.54,64.26
27101,7.96,8.96,9.96,10.3,10.64,10.52,10.41
27103,17.73,18.69,19.64,22.38,25.13,24.6,24.06
27105,75.55,74.76,73.96,77.73,81.5,79.72,77.94
27107,24.74,28.25,31.77,32.12,32.48,29.22,25.97
27109,21.14,24.06,26.97,26.48,25.99,24.98,23.97
27111,21.43,20.86,20.28,20.64,20.99,23.78,26.58
27113,28.59,24.58,20.57,25.36,30.16,27.36,24.57
27115,60.14,55.69,51.23,48.77,46.31,48.7,51.08
27117,43.94,43.68,43.43,44.94,46.46,45.86,45.26
27119,40.4,36.52,32.63,34.66,36.69,38.26,39.82
27121,5.35,4.93,4.52,3.83,3.15,3.02,2.9
27123,62.24,62.06,61.89,62.61,63.34,65.4,67.47
27125,25.53,23.67,21.81,18.53,15.25,13.21,11.17
27127,31.87,29.21,26.55,24.74,22.93,21.48,20.02
27129,21.33,19.53,17.73,18.7,19.68,20.7,21.71
27131,42.34,39.68,37.03,38.17,39.3,40.14,40.99
27133,33.08,25.14,17.19,16.26,15.32,14.06,12.79
27135,30.18,27.41,24.64,24.71,24.78,22.96,21.13
27137,34.16,33.02,31.87,31.52,31.18,30.46,29.73
27139,5.13,6.19,7.26,9.17,11.08,10.36,9.64
27141,10.82,10.63,10.44,9.65,8.85,8.02,7.19
27143,20.89,19.7,18.5,15.82,13.15,11.72,10.28
27145,29.07,30.92,32.76,35.8,38.85,38.86,38.86
27147,33.14,29.9,26.65,28.39,30.13,27.51,24.89
27149,20.69,20.74,20.79,21.68,22.58,19.74,16.9
27151,21.36,25.87,30.37,31.25,32.13,33.97,35.81
27153,50.3,46.98,43.65,45.88,48.12,51.86,55.6
27155,10.28,15.3,20.31,23.16,26.02,27.46,28.9
27157,2.26,2.58,2.9,4.4,5.89,8.07,10.25
27159,54.35,58.96,63.58,64.56,65.54,71.76,77.98
27161,27.38,25.96,24.55,24.79,25.03,26.46,27.88
27163,7.9,7.68,7.45,7.14,6.82,6.75,6.68
27165,30.72,32.36,34.0,42.96,51.91,58.45,64.99
27167,13.24,15.36,17.48,18.36,19.24,16.95,14.67
27169,25.98,24.61,23.24,22.19,21.15,18.34,15.53
27171,5.41,6.5,7.58,6.1,4.62,3.41,2.2
27173,17.77,19.39,21.01,27.22,33.44,29.7,25.97
28001,97.33,97.8,98.28,98.71,99.14,98.86,98.57
28003,81.88,78.53,75.17,72.36,69.55,76.68,83.8
28005,70.93,71.44,71.95,76.93,81.91,84.76,87.62
28007,98.57,97.38,96.18,97.31,98.44,97.86,97.29
28009,75.26,70.56,65.87,65.96,66.05,60.9,55.76
28011,97.1,98.02,98.95,97.85,96.75,97.85,98.95
28013,94.56,95.01,95.45,95.98,96.5,91.68,86.86
28015,57.53,54.68,51.83,57.43,63.03,58.85,54.68
28017,95.45,96.36,97.26,94.34,91.43,92.2,92.97
28019,89.18,88.48,87.77,86.59,85.41,74.12,62.83
28021,98.47,98.6,98.73,98.96,99.2,95.8,92.39
28023,85.13,78.89,72.65,69.67,66.69,69.63,72.57
28025,89.37,86.04,82.71,76.62,70.54,72.14,73.74
28027,96.88,96.64,96.4,94.81,93.22,93.84,94.46
28029,95.13,96.12,97.1,95.6,94.11,89.05,83.99
28031,86.12,87.5,88.89,83.84,78.79,79.02,79.25
28033,26.65,27.04,27.44,28.88,30.32,30.98,31.64
28035,94.94,94.78,94.62,94.14,93.66,95.14,96.63
28037,71.16,70.58,70.01,63.59,57.17,56.56,55.95
28039,72.87,65.3,57.72,59.54,61.37,71.16,80.94
28041,79.82,76.68,73.54,67.1,60.67,64.58,68.49
28043,85.42,87.12,88.83,88.27,87.71,87.81,87.91
28045,61.6,58.62,55.65,57.44,59.24,57.24,55.25
28047,79.85,82.74,85.64,87.01,88.38,90.28,92.17
28049,85.2,86.33,87.46,87.44,87.42,88.49,89.56
28051,96.18,96.05,95.92,97.05,98.18,98.69,99.2
28053,94.27,93.84,93.41,93.55,93.69,95.51,97.33
28055,92.39,93.16,93.92,94.51,95.1,96.78,98.47
28057,59.63,62.94,66.25,60.56,54.87,42.2,29.54
28059,53.9,52.85,51.8,53.07,54.33,62.9,71.48
28061,81.15,77.49,73.83,75.37,76.91,72.1,67.28
28063,95.57,96.51,97.45,96.91,96.37,94.21,92.04
28065,90.45,88.66,86.88,85.64,84.39,81.04,77.69
28067,92.45,91.06,89.68,89.44,89.2,86.16,83.13
28069,93.47,93.36,93.25,93.0,92.74,93.57,94.4
28071,56.19,50.1,44.0,47.48,50.96,49.35,47.74
28073,44.41,44.96,45.5,49.28,53.06,61.08,69.1
28075,92.04,92.87,93.7,93.26,92.83,92.29,91.76
28077,61.03,63.94,66.86,66.6,66.34,72.04,77.75
28079,99.4,99.26,99.11,99.28,99.46,98.62,97.77
28081,69.02,72.92,76.82,78.17,79.52,77.49,75.46
28083,96.72,96.83,96.94,96.74,96.53,94.8,93.06
28085,77.46,77.54,77.62,76.74,75.86,73.53,71.2
28087,88.0,86.88,85.77,82.76,79.75,79.02,78.29
28089,33.97,34.26,34.54,31.76,28.98,31.6,34.21
28091,96.37,94.94,93.51,93.51,93.5,93.94,94.37
28093,82.68,74.58,66.48,67.76,69.04,77.31,85.58
28095,81.95,78.83,75.71,69.84,63.98,65.26,66.55
28097,84.88,84.76,84.65,86.9,89.14,89.62,90.1
28099,91.85,91.4,90.96,93.9,96.85,96.18,95.51
28101,86.41,89.94,93.47,92.8,92.13,84.37,76.61
28103,97.17,97.18,97.2,97.9,98.6,98.7,98.79
28105,73.29,72.98,72.68,68.44,64.2,71.12,78.04
28107,89.78,88.42,87.07,88.2,89.33,87.12,84.91
28109,78.57,79.27,79.97,75.24,70.51,66.11,61.71
28111,77.33,79.29,81.25,76.06,70.86,73.26,75.65
28113,96.31,97.23,98.15,98.48,98.82,97.96,97.1
28115,68.99,74.76,80.52,85.07,89.62,81.17,72.72
28117,85.0,82.55,80.1,82.62,85.13,84.74,84.34
28119,96.15,96.58,97.01,96.23,95.45,95.69,95.93
28121,35.5,34.59,33.68,32.48,31.27,34.32,37.36
28123,99.27,99.24,99.2,98.85,98.5,97.98,97.45
28125,98.09,97.63,97.17,97.23,97.29,96.56,95.83
28127,92.23,92.66,93.09,91.91,90.73,81.17,71.61
28129,71.92,71.68,71.44,59.38,47.32,51.16,55.0
28131,73.07,75.01,76.95,68.7,60.45,71.46,82.46
28133,94.52,94.48,94.43,94.68,94.94,95.58,96.21
28135,99.01,98.78,98.54,97.95,97.36,96.52,95.67
28137,83.57,86.26,88.95,87.72,86.5,80.44,74.38
28139,87.14,86.4,85.67,86.06,86.46,85.38,84.31
28141,70.14,68.29,66.44,66.52,66.59,66.0,65.4
28143,98.06,97.95,97.84,97.52,97.2,97.36,97.52
28145,84.85,82.88,80.9,81.84,82.77,77.08,71.39
28147,80.23,82.34,84.46,85.28,86.11,86.29,86.47
28149,79.11,79.94,80.77,83.41,86.05,90.05,94.05
28151,97.58,96.5,95.42,96.62,97.83,98.66,99.49
28153,84.59,85.64,86.69,88.33,89.97,90.38,90.8
28155,81.22,76.83,72.43,66.03,59.62,55.27,50.92
28157,98.22,96.93,95.64,93.66,91.69,91.8,91.92
28159,95.32,94.92,94.52,93.79,93.06,92.2,91.34
28161,80.8,82.65,84.5,78.98,73.47,73.56,73.65
28163,99.46,99.3,99.14,99.33,99.52,99.68,99.84
29001,41.17,39.54,37.92,41.7,45.48,47.58,49.68
29003,9.23,6.92,4.62,3.93,3.25,3.73,4.2
29005,12.7,11.65,10.6,8.98,7.36,10.15,12.95
29007,61.76,61.49,61.22,61.36,61.5,59.18,56.87
29009,69.63,70.04,70.46,70.72,70.99,64.42,57.86
29011,53.39,58.12,62.85,61.4,59.94,66.37,72.79
29013,56.48,51.38,46.29,42.43,38.57,48.92,59.26
29015,46.23,49.94,53.65,54.39,55.13,59.14,63.14
29017,43.71,46.98,50.24,49.08,47.93,49.2,50.48
29019,22.38,22.92,23.46,26.36,29.27,33.73,38.19
29021,69.12,69.98,70.84,71.33,71.82,73.96,76.1
29023,69.09,74.9,80.71,81.22,81.72,82.94,84.15
29025,34.0,34.13,34.26,39.7,45.13,39.26,33.39
29027,32.06,34.52,36.99,34.66,32.32,27.97,23.62
29029,41.13,40.2,39.26,36.44,33.63,33.12,32.62
29031,45.05,39.91,34.77,37.98,41.18,37.58,33.99
29033,34.8,44.08,53.36,53.3,53.25,42.3,31.35
29035,68.1,71.52,74.94,74.74,74.55,62.43,50.32
29037,13.37,12.8,12.23,12.06,11.88,12.37,12.86
29039,66.86,58.28,49.7,56.91,64.11,64.82,65.53
29041,38.33,30.04,21.74,20.36,18.98,17.35,15.72
29043,13.4,14.68,15.95,15.46,14.97,14.4,13.84
29045,20.06,21.98,23.91,29.06,34.2,39.08,43.95
29047,15.82,15.13,14.45,14.04,13.63,19.15,24.67
29049,15.95,13.99,12.03,14.23,16.43,12.91,9.39
29051,33.81,32.65,31.49,28.66,25.83,25.4,24.98
29053,28.53,27.2,25.88,32.4,38.92,41.5,44.08
29055,71.76,71.65,71.54,73.54,75.54,77.68,79.82
29057,47.41,50.92,54.44,60.4,66.37,61.75,57.13
29059,81.5,81.42,81.34,75.76,70.19,64.18,58.18
29061,54.31,55.33,56.35,51.71,47.07,48.6,50.13
29063,38.3,40.24,42.18,41.36,40.54,26.8,13.05
29065,71.6,70.36,69.12,66.12,63.12,66.96,70.81
29067,45.65,46.94,48.23,50.28,52.32,44.68,37.05
29069,93.16,94.1,95.03,95.42,95.8,96.8,97.8
29071,20.38,17.88,15.38,14.98,14.59,13.6,12.6
29073,37.34,31.28,25.21,16.88,8.54,9.38,10.22
29075,45.62,41.69,37.76,40.83,43.89,46.96,50.03
29077,38.46,37.67,36.87,40.41,43.95,49.65,55.35
29079,61.1,64.17,67.24,64.54,61.85,68.32,74.79
29081,42.95,53.2,63.45,68.81,74.17,67.37,60.57
29083,37.79,40.06,42.34,50.96,59.59,63.93,68.27
29085,48.55,48.72,48.9,47.81,46.72,51.72,56.72
29087,16.46,18.92,21.39,20.49,19.59,16.16,12.73
29089,43.84,39.51,35.18,37.8,40.41,31.87,23.33
29091,75.45,73.91,72.37,69.77,67.17,66.26,65.34
29093,84.94,83.43,81.92,80.07,78.22,76.22,74.22
29095,57.43,56.72,56.0,54.77,53.54,60.35,67.15
29097,64.37,60.54,56.7,61.17,65.64,70.39,75.14
29099,20.5,21.28,22.06,20.34,18.63,17.34,16.04
29101,32.82,36.14,39.45,37.26,35.06,36.34,37.62
29103,40.27,42.2,44.13,49.92,55.7,44.67,33.64
29105,72.24,72.59,72.94,67.36,61.78,59.44,57.1
29107,39.54,42.85,46.16,42.49,38.82,27.7,16.58
29109,69.85,68.83,67.81,73.24,78.66,80.34,82.02
29111,48.58,46.05,43.52,44.08,44.65,47.2,49.75
29113,43.9,41.18,38.46,33.92,29.39,25.56,21.74
29115,48.14,45.12,42.09,34.65,27.2,21.48,15.75
29117,31.01,35.38,39.76,38.62,37.48,36.25,35.01
29119,81.38,83.8,86.21,86.26,86.31,84.06,81.8
29121,48.65,56.84,65.04,61.82,58.6,56.02,53.44
29123,67.62,57.06,46.51,47.14,47.77,54.15,60.53
29125,47.15,48.18,49.22,50.2,51.18,55.19,59.2
29127,53.96,52.69,51.42,53.0,54.59,47.0,39.4
29129,58.45,51.66,44.86,37.66,30.45,36.31,42.17
29131,66.35,57.58,48.81,49.46,50.1,44.68,39.27
29133,95.73,94.87,94.01,92.38,90.76,91.21,91.66
29135,57.82,54.11,50.4,50.92,51.43,51.74,52.04
29137,31.23,34.34,37.44,38.1,38.76,39.4,40.04
29139,56.16,54.86,53.55,53.43,53.31,49.56,45.8
29141,75.33,76.3,77.27,70.08,62.9,69.7,76.51
29143,74.94,80.18,85.42,87.55,89.68,87.22,84.75
29145,49.95,47.69,45.43,44.42,43.41,49.9,56.4
29147,32.09,29.9,27.7,24.95,22.2,22.94,23.68
29149,53.84,52.99,52.15,50.5,48.85,58.58,68.3
29151,8.09,7.37,6.65,5.81,4.97,3.14,1.3
29153,68.45,71.73,75.01,66.63,58.25,52.72,47.2
29155,91.09,92.57,94.05,93.54,93.03,94.19,95.35
29157,27.63,21.78,15.92,19.52,23.12,22.57,22.02
29159,75.04,77.27,79.5,79.92,80.35,74.04,67.73
29161,51.8,54.21,56.61,61.28,65.96,66.43,66.9
29163,68.83,63.65,58.48,56.12,53.76,56.1,58.43
29165,10.41,9.63,8.85,9.22,9.59,9.83,10.06
29167,57.72,59.26,60.81,60.34,59.87,59.58,59.29
29169,68.74,69.91,71.09,68.06,65.03,64.68,64.32
29171,40.43,47.53,54.63,56.14,57.64,43.53,29.41
29173,16.81,19.5,22.19,16.32,10.45,10.49,10.53
29175,65.36,61.96,58.55,57.04,55.54,51.18,46.82
29177,29.26,32.56,35.85,30.79,25.73,17.76,9.8
29179,72.59,65.22,57.85,56.79,55.73,55.88,56.02
29181,71.54,71.06,70.58,71.04,71.5,67.11,62.73
29183,5.22,4.81,4.39,4.01,3.63,3.62,3.6
29185,70.87,72.36,73.86,61.86,49.87,47.07,44.27
29186,15.85,17.4,18.94,18.9,18.85,13.84,8.82
29187,78.83,76.12,73.42,71.79,70.16,70.64,71.13
29189,27.92,27.82,27.73,26.92,26.11,29.05,31.99
29195,78.64,80.74,82.84,82.23,81.62,69.46,57.29
29197,54.12,53.1,52.09,45.2,38.31,29.53,20.75
29199,41.07,46.42,51.77,52.4,53.03,50.72,48.41
29201,73.86,72.24,70.61,74.52,78.44,76.52,74.6
29203,54.95,55.72,56.48,60.48,64.49,61.42,58.34
29205,41.71,40.67,39.64,39.74,39.84,38.12,36.41
29207,42.53,46.22,49.92,48.18,46.43,51.33,56.24
29209,31.52,34.03,36.55,35.71,34.87,40.48,46.09
29211,77.27,73.5,69.72,66.34,62.96,53.78,44.59
29213,75.96,76.7,77.43,79.8,82.17,77.02,71.87
29215,61.0,71.44,81.88,82.46,83.03,85.52,88.0
29217,62.53,60.44,58.36,51.73,45.1,54.55,64.0
29219,44.25,45.0,45.75,42.08,38.41,30.7,22.98
29221,86.06,81.06,76.06,77.55,79.04,79.7,80.36
29223,66.41,69.4,72.4,74.43,76.46,69.44,62.41
29225,65.9,65.22,64.53,64.19,63.85,59.83,55.82
29227,7.51,12.46,17.41,19.9,22.39,23.2,24.0
29229,66.48,73.1,79.72,84.89,90.06,88.82,87.59
29510,84.08,82.68,81.28,79.62,77.96,81.56,85.17
30001,19.45,25.88,32.31,28.74,25.16,25.38,25.59
30003,83.35,84.42,85.48,84.11,82.74,74.68,66.61
30005,92.52,92.54,92.55,92.02,91.5,93.12,94.75
30007,6.02,4.74,3.47,3.84,4.2,6.11,8.02
30009,1.5,2.42,3.34,3.83,4.33,5.92,7.51
30011,6.21,5.65,5.09,4.98,4.87,18.12,31.38
30013,41.32,40.83,40.34,40.68,41.02,46.92,52.83
30015,39.86,40.82,41.77,44.88,47.99,37.82,27.66
30017,31.55,30.08,28.62,28.82,29.01,34.86,40.71
30019,0.25,0.36,0.48,1.45,2.42,3.72,5.03
30021,20.6,25.52,30.44,18.98,7.52,12.61,17.7
30023,45.46,46.12,46.77,46.97,47.17,56.62,66.07
30025,2.07,1.83,1.59,1.88,2.17,8.33,14.48
30027,14.04,22.62,31.2,27.48,23.76,25.94,28.13
30029,12.8,12.04,11.27,10.26,9.24,15.98,22.72
30031,6.69,6.64,6.59,5.43,4.27,6.04,7.8
30033,2.52,1.74,0.96,0.86,0.76,4.23,7.7
30035,95.48,92.38,89.27,87.55,85.83,88.25,90.67
30037,30.44,19.2,7.96,6.58,5.19,10.28,15.37
30039,18.37,17.36,16.36,12.0,7.64,9.86,12.09
30041,50.46,57.48,64.5,67.17,69.84,62.21,54.58
30043,2.93,3.22,3.5,4.16,4.81,7.26,9.71
30045,0.8,0.59,0.38,1.0,1.62,2.14,2.67
30047,68.67,67.92,67.18,65.93,64.68,68.72,72.76
30049,16.24,16.95,17.67,15.12,12.58,13.4,14.23
30051,58.87,55.88,52.88,46.94,40.99,40.89,40.8
30053,34.38,39.83,45.27,43.6,41.94,43.76,45.58
30055,0.32,0.44,0.57,4.16,7.74,6.6,5.47
30057,2.83,6.75,10.67,13.96,17.26,14.36,11.46
30059,11.3,13.28,15.25,9.95,4.65,5.76,6.87
30061,27.89,33.28,38.68,47.45,56.21,46.96,37.71
30063,24.26,23.14,22.03,19.92,17.8,21.25,24.7
30065,18.47,23.78,29.1,32.3,35.51,36.69,37.87
30067,4.81,5.36,5.92,6.4,6.88,11.4,15.91
30069,0.54,0.34,0.13,0.21,0.29,0.29,0.29
30071,22.83,29.02,35.21,38.34,41.46,38.92,36.38
30073,66.13,73.99,81.85,82.4,82.96,77.43,71.9
30075,7.39,5.38,3.37,3.64,3.92,4.56,5.19
30077,23.97,20.62,17.26,21.36,25.45,29.29,33.13
30079,17.03,16.05,15.06,11.32,7.58,10.17,12.76
30081,32.35,29.82,27.28,22.94,18.6,22.66,26.73
30083,6.81,10.3,13.79,17.5,21.21,21.01,20.81
30085,69.28,75.47,81.66,85.22,88.79,84.16,79.54
30087,56.64,53.8,50.97,55.84,60.7,60.68,60.66
30089,39.83,40.77,41.71,38.25,34.78,38.73,42.68
30091,13.63,10.22,6.81,8.15,9.49,10.54,11.58
30093,47.09,47.5,47.91,50.24,52.58,48.95,45.32
30095,5.67,5.9,6.14,4.87,3.6,3.72,3.85
30097,6.05,6.05,6.05,3.45,0.86,1.51,2.16
30099,30.98,29.64,28.3,29.05,29.81,29.48,29.15
30101,43.2,43.76,44.32,46.0,47.68,52.78,57.89
30103,26.77,19.3,11.84,8.76,5.67,8.86,12.06
30105,12.54,10.76,8.98,10.3,11.62,21.56,31.51
30107,41.23,48.49,55.75,55.06,54.36,40.15,25.94
30109,14.01,14.4,14.8,27.06,39.33,28.05,16.77
30111,24.45,23.98,23.5,24.24,24.97,27.9,30.84
31001,22.0,22.78,23.56,29.74,35.92,41.51,47.1
31003,8.98,10.81,12.64,11.48,10.32,10.58,10.85
31005,0.99,0.9,0.8,0.82,0.83,7.21,13.59
31007,8.25,8.14,8.02,4.22,0.41,1.36,2.32
31009,3.53,5.66,7.8,8.44,9.08,5.26,1.43
31011,6.65,5.48,4.3,3.56,2.83,2.83,2.83
31013,36.49,26.6,16.71,26.28,35.86,38.49,41.12
31015,10.35,11.42,12.48,10.84,9.2,6.97,4.74
31017,13.75,13.23,12.7,12.61,12.52,13.22,13.91
31019,16.87,17.97,19.07,22.82,26.56,32.52,38.48
31021,7.83,9.86,11.88,18.64,25.41,23.16,20.91
31023,17.0,16.49,15.98,13.85,11.72,10.24,8.75
31025,2.61,2.36,2.1,1.59,1.08,2.82,4.55
31027,3.98,3.14,2.29,1.75,1.21,0.9,0.6
31029,22.35,22.58,22.8,19.16,15.51,20.44,25.37
31031,22.8,19.31,15.82,19.22,22.61,18.81,15.02
31033,7.42,6.72,6.02,9.06,12.1,17.02,21.93
31035,18.85,19.14,19.42,17.94,16.46,13.84,11.23
31037,56.67,57.22,57.78,54.83,51.88,45.21,38.54
31039,24.55,28.53,32.51,25.93,19.36,17.73,16.1
31041,7.45,8.93,10.41,14.3,18.18,18.21,18.24
31043,84.5,82.97,81.44,83.8,86.15,81.52,76.89
31045,31.49,29.5,27.51,22.34,17.17,20.26,23.36
31047,70.26,70.69,71.12,75.23,79.33,76.84,74.35
31049,13.05,10.73,8.4,12.45,16.5,13.24,9.99
31051,31.9,31.1,30.31,34.1,37.9,31.46,25.02
31053,46.26,45.83,45.4,51.16,56.91,60.49,64.07
31055,49.89,49.44,49.0,47.84,46.69,53.36,60.03
31057,1.85,2.05,2.26,16.32,30.38,23.72,17.06
31059,3.12,5.18,7.23,6.7,6.18,3.79,1.4
31061,6.59,6.1,5.6,6.64,7.68,7.93,8.18
31063,4.3,5.0,5.7,7.82,9.94,14.72,19.51
31065,24.77,26.08,27.38,22.82,18.25,16.94,15.63
31067,16.43,15.72,15.0,13.02,11.05,14.72,18.4
31069,2.64,2.0,1.37,1.4,1.43,9.12,16.8
31071,9.93,7.78,5.64,4.97,4.3,2.56,0.83
31073,4.23,2.45,0.67,0.59,0.51,0.42,0.32
31075,5.0,6.28,7.55,10.42,13.28,16.9,20.53
31077,4.49,4.32,4.14,4.12,4.11,3.71,3.31
31079,68.26,67.54,66.83,66.92,67.01,69.64,72.28
31081,0.89,0.86,0.83,0.86,0.89,0.76,0.64
31083,11.94,12.38,12.83,12.61,12.39,17.72,23.04
31085,5.48,3.7,1.91,3.14,4.36,4.47,4.58
31087,11.75,11.36,10.98,15.2,19.43,23.88,28.33
31089,10.79,11.22,11.65,10.73,9.81,10.97,12.13
31091,8.31,10.84,13.37,14.03,14.68,14.49,14.29
31093,3.28,3.97,4.65,6.34,8.03,9.76,11.49
31095,16.59,17.58,18.56,20.21,21.85,23.4,24.95
31097,39.13,40.44,41.74,49.76,57.77,50.3,42.84
31099,5.86,4.73,3.6,6.49,9.39,12.28,15.18
31101,12.0,13.77,15.54,19.11,22.68,29.92,37.17
31103,0.57,0.41,0.25,0.18,0.1,0.43,0.76
31105,46.35,42.6,38.84,47.48,56.11,54.39,52.67
31107,26.36,27.41,28.46,30.62,32.77,26.72,20.66
31109,33.68,32.9,32.12,31.18,30.25,34.03,37.81
31111,32.63,33.86,35.08,35.92,36.75,37.58,38.42
31113,3.63,4.87,6.11,8.42,10.73,15.07,19.41
31115,3.82,1.94,0.06,0.25,0.45,2.61,4.77
31117,2.23,4.28,6.34,7.36,8.38,4.19,0.0
31119,43.43,49.64,55.84,53.44,51.05,51.83,52.61
31121,13.31,15.87,18.43,19.09,19.75,24.85,29.95
31123,48.77,45.89,43.01,42.6,42.2,36.98,31.76
31125,12.86,12.68,12.51,10.38,8.25,7.28,6.3
31127,23.21,19.34,15.47,16.03,16.59,24.74,32.88
31129,5.25,9.58,13.91,15.63,17.36,12.22,7.07
31131,18.72,21.79,24.86,23.86,22.87,25.76,28.64
31133,35.34,28.32,21.3,22.24,23.18,40.34,57.51
31135,0.83,1.61,2.39,3.88,5.38,6.48,7.57
31137,10.03,13.3,16.56,14.41,12.26,17.74,23.23
31139,2.36,2.12,1.88,2.08,2.29,3.65,5.0
31141,32.38,32.28,32.19,31.06,29.94,34.48,39.02
31143,8.44,9.35,10.25,14.66,19.08,19.65,20.21
31145,20.09,21.04,22.0,22.86,23.73,30.69,37.65
31147,13.47,17.1,20.73,15.49,10.25,13.84,17.44
31149,1.27,1.13,0.99,0.96,0.92,2.06,3.21
31151,55.71,50.65,45.59,52.68,59.78,59.78,59.77
31153,10.95,11.28,11.62,10.66,9.71,10.5,11.3
31155,1.43,2.12,2.8,3.52,4.24,2.76,1.27
31157,54.5,56.88,59.25,58.0,56.75,61.92,67.09
31159,4.36,6.25,8.15,6.42,4.68,5.27,5.86
31161,34.93,35.15,35.37,47.52,59.68,55.43,51.18
31163,8.63,9.2,9.77,8.58,7.39,9.15,10.92
31165,0.29,0.22,0.16,0.97,1.78,13.66,25.53
31167,2.99,5.34,7.7,6.7,5.7,4.11,2.51
31169,6.34,6.53,6.72,6.26,5.8,5.74,5.67
31171,0.1,0.23,0.35,0.35,0.35,0.27,0.19
31173,88.06,88.52,88.98,88.82,88.66,84.28,79.89
31175,8.47,14.56,20.66,17.75,14.84,12.47,10.09
31177,2.55,3.17,3.79,3.79,3.79,3.47,3.15
31179,16.94,14.33,11.72,10.1,8.47,6.94,5.41
31181,17.54,13.36,9.17,10.05,10.92,8.37,5.82
31183,0.76,0.7,0.64,0.56,0.48,2.42,4.36
31185,10.89,12.3,13.72,16.0,18.28,16.03,13.78
32001,74.72,75.91,77.11,68.8,60.48,61.34,62.19
32003,75.2,75.03,74.85,74.45,74.04,79.84,85.65
32005,15.57,17.05,18.53,18.23,17.93,19.15,20.37
32007,37.89,42.16,46.42,49.1,51.78,54.64,57.51
32009,90.54,81.58,72.62,68.28,63.95,73.02,82.08
32011,2.13,1.12,0.1,3.42,6.75,15.31,23.87
32013,51.13,56.92,62.72,60.7,58.69,59.74,60.79
32015,50.75,57.15,63.55,73.08,82.61,76.3,69.99
32017,51.54,41.58,31.61,36.87,42.13,54.18,66.23
32019,64.92,69.68,74.43,66.13,57.83,58.23,58.63
32021,90.23,90.36,90.48,89.32,88.15,79.32,70.5
32023,73.96,71.18,68.39,70.74,73.09,77.42,81.76
32027,93.44,89.94,86.44,88.41,90.38,81.17,71.96
32029,7.26,6.19,5.13,6.15,7.17,9.41,11.65
32031,63.74,62.98,62.21,57.46,52.71,60.08,67.44
