FIPS,2014 RPL_THEMES,2015 RPL_THEMES,2016 RPL_THEMES,2017 RPL_THEMES,2018 RPL_THEMES,2019 RPL_THEMES,2020 RPL_THEMES
13065,93.95,95.75,97.55,97.66,97.77,96.02,94.27
13067,32.86,31.68,30.5,28.6,26.69,34.48,42.27
13069,96.47,95.61,94.75,94.9,95.06,95.9,96.75
13071,99.2,99.04,98.89,98.5,98.12,98.1,98.09
13073,13.15,14.22,15.28,14.31,13.34,14.9,16.45
13075,80.96,81.56,82.17,83.64,85.1,87.09,89.08
13077,24.86,25.79,26.71,25.49,24.27,26.95,29.63
13079,65.23,64.98,64.72,66.44,68.15,61.05,53.95
13081,97.61,97.96,98.31,98.44,98.57,98.95,99.33
13083,37.92,41.86,45.81,48.68,51.56,54.16,56.75
13085,17.48,14.92,12.35,11.36,10.38,14.62,18.87
13087,96.43,96.29,96.15,95.35,94.55,95.28,96.02
13089,71.67,70.74,69.82,67.96,66.11,73.88,81.64
13091,88.22,91.79,95.35,93.79,92.23,86.98,81.73
13093,90.99,93.14,95.29,95.06,94.84,93.38,91.92
13095,94.97,94.56,94.14,94.64,95.13,96.18,97.23
13097,58.99,56.59,54.19,54.12,54.04,61.66,69.29
13099,88.12,89.86,91.6,91.8,92.01,94.28,96.56
13101,89.46,89.3,89.14,77.64,66.15,58.95,51.75
13103,29.67,31.4,33.14,28.38,23.63,28.57,33.51
13105,88.6,86.18,83.76,83.57,83.38,90.14,96.91
13107,98.95,98.94,98.92,98.3,97.68,98.2,98.73
13109,98.66,97.98,97.29,97.88,98.47,97.46,96.44
13111,51.99,44.62,37.25,33.64,30.03,39.34,48.66
13113,10.0,9.02,8.05,7.06,6.08,10.02,13.97
13115,88.79,88.65,88.51,88.52,88.54,91.92,95.29
13117,4.78,4.16,3.53,3.63,3.73,5.36,7.0
13119,86.63,87.26,87.9,86.26,84.62,79.68,74.73
13121,61.41,58.76,56.1,54.39,52.68,60.84,69.0
13123,70.96,65.52,60.08,58.03,55.99,60.72,65.44
13125,53.04,55.03,57.02,62.81,68.6,67.5,66.39
13127,80.71,79.61,78.51,75.05,71.59,73.54,75.49
13129,77.59,82.7,87.81,87.94,88.06,87.64,87.21
13131,96.5,96.24,95.99,94.28,92.58,92.52,92.46
13133,65.97,65.14,64.31,59.05,53.79,55.06,56.33
13135,46.55,45.86,45.18,44.32,43.47,51.81,60.15
13137,80.13,81.85,83.57,77.52,71.46,69.24,67.03
13139,79.72,76.61,73.51,69.84,66.18,72.57,78.96
13141,91.72,89.92,88.12,83.98,79.84,85.02,90.2
13143,75.71,70.95,66.19,60.23,54.27,48.23,42.2
13145,9.26,12.76,16.27,14.84,13.41,10.08,6.75
13147,68.58,71.78,74.98,73.46,71.94,76.55,81.16
13149,70.11,69.5,68.9,70.61,72.32,76.68,81.03
13151,34.7,35.42,36.13,33.75,31.37,35.69,40.01
13153,49.76,53.55,57.34,57.01,56.69,55.19,53.69
13155,75.93,78.73,81.53,82.8,84.08,83.36,82.65
13157,45.88,44.4,42.92,39.04,35.16,36.93,38.7
13159,68.42,73.54,78.67,73.97,69.27,64.95,60.63
13161,84.62,85.64,86.66,90.2,93.73,90.48,87.24
13163,98.28,97.56,96.85,95.62,94.39,96.29,98.19
13165,95.64,91.28,86.91,84.87,82.83,83.89,84.95
13167,81.09,84.21,87.33,88.97,90.61,92.64,94.68
13169,30.21,29.6,29.0,33.47,37.93,32.53,27.12
13171,63.07,62.5,61.92,55.54,49.17,53.77,58.37
13173,97.29,96.05,94.81,90.89,86.97,76.06,65.15
13175,79.88,80.04,80.2,80.16,80.13,83.52,86.92
13177,30.02,30.1,30.18,32.68,35.19,32.22,29.25
13179,74.43,77.74,81.06,84.94,88.82,87.44,86.06
13181,63.55,66.71,69.88,62.76,55.64,64.44,73.23
13183,83.89,81.58,79.27,80.99,82.71,88.85,95.0
13185,89.84,89.97,90.1,88.36,86.62,86.98,87.33
13187,51.03,52.64,54.25,48.82,43.38,41.98,40.58
13189,92.49,93.66,94.84,94.3,93.76,89.42,85.07
13191,58.26,58.22,58.17,58.4,58.63,56.19,53.76
13193,98.79,98.72,98.66,95.89,93.12,95.51,97.9
13195,55.17,59.5,63.83,64.0,64.17,67.38,70.59
13197,92.61,93.78,94.94,90.06,85.19,82.14,79.09
13199,94.3,93.3,92.3,89.66,87.01,88.22,89.43
13201,89.62,87.33,85.04,81.52,77.99,84.56,91.12
13205,98.54,98.95,99.36,99.08,98.79,98.98,99.17
13207,59.98,56.88,53.77,49.86,45.96,46.56,47.17
13209,78.19,77.11,76.03,80.34,84.65,84.75,84.85
13211,33.75,36.36,38.97,31.72,24.46,24.53,24.6
13213,84.72,83.59,82.46,76.9,71.34,70.28,69.22
13215,89.24,89.88,90.51,90.27,90.03,92.5,94.97
13217,65.74,68.24,70.74,70.72,70.7,71.38,72.06
13219,1.62,2.46,3.31,3.42,3.54,4.11,4.68
13221,34.48,42.33,50.18,51.18,52.17,55.82,59.48
13223,21.62,20.57,19.52,16.64,13.76,15.18,16.61
13225,80.93,84.51,88.09,91.06,94.04,94.11,94.18
13227,25.82,25.53,25.25,26.6,27.96,34.19,40.42
13229,76.7,74.84,72.97,69.34,65.7,57.28,48.85
13231,33.78,28.68,23.59,19.35,15.1,12.12,9.13
13233,88.41,87.5,86.6,83.54,80.48,82.46,84.44
13235,78.86,83.35,87.84,86.22,84.59,91.04,97.49
13237,49.09,53.87,58.64,50.72,42.8,58.74,74.67
13239,83.83,82.0,80.17,87.25,94.33,89.08,83.83
13241,44.67,47.22,49.76,51.58,53.41,57.82,62.22
13243,95.61,94.46,93.31,95.35,97.39,98.63,99.87
13245,93.06,93.03,93.0,93.14,93.28,94.8,96.31
13247,62.43,62.26,62.08,58.68,55.29,66.17,77.05
13249,88.89,89.26,89.62,86.05,82.48,72.19,61.9
13251,85.32,86.85,88.38,86.82,85.25,83.58,81.92
13253,73.58,77.4,81.22,82.33,83.44,88.22,93.0
13255,89.21,89.59,89.97,88.44,86.91,82.11,77.31
13257,78.16,79.64,81.12,80.4,79.68,77.53,75.37
13259,98.73,98.42,98.12,95.28,92.45,94.41,96.37
13261,97.77,98.17,98.57,98.1,97.64,95.62,93.6
13263,88.92,83.9,78.89,82.39,85.89,87.76,89.62
13265,88.63,87.63,86.63,88.76,90.89,85.53,80.17
13267,95.92,94.0,92.07,91.44,90.8,90.58,90.36
13269,88.7,90.72,92.74,92.36,91.97,92.58,93.19
13271,92.3,90.53,88.76,86.22,83.69,85.4,87.11
13273,97.8,96.01,94.21,94.96,95.7,97.0,98.31
13275,90.64,90.24,89.84,90.46,91.08,89.84,88.61
13277,94.62,91.84,89.05,88.57,88.09,88.94,89.78
13279,95.0,96.2,97.39,97.5,97.61,97.24,96.88
13281,52.63,47.3,41.96,37.27,32.58,30.54,28.49
13283,78.54,72.16,65.78,80.24,94.71,95.94,97.17
13285,92.77,91.66,90.54,90.34,90.13,91.98,93.83
13287,99.87,99.86,99.84,98.96,98.09,96.78,95.48
13289,74.82,73.64,72.46,74.13,75.8,65.8,55.79
13291,49.86,43.47,37.09,34.12,31.15,45.73,60.31
13293,89.88,90.24,90.61,87.96,85.32,78.05,70.78
13295,62.88,63.42,63.96,64.02,64.08,66.78,69.48
13297,34.96,33.78,32.6,30.95,29.3,35.51,41.73
13299,97.26,96.54,95.83,90.16,84.49,86.44,88.38
13301,93.82,94.14,94.46,91.96,89.46,83.4,77.34
13303,93.73,94.19,94.65,94.64,94.62,93.02,91.41
13305,91.24,91.56,91.88,91.77,91.66,88.64,85.61
13307,76.6,76.61,76.63,77.7,78.76,83.14,87.52
13309,66.19,74.41,82.62,81.93,81.24,69.96,58.69
13311,39.57,38.87,38.17,30.87,23.57,26.25,28.93
13313,88.38,88.89,89.4,88.66,87.93,89.76,91.6
13315,89.43,85.56,81.69,81.69,81.69,79.16,76.64
13317,90.42,88.81,87.2,81.4,75.61,75.25,74.89
13319,66.06,73.33,80.61,79.67,78.73,78.37,78.01
13321,82.01,79.92,77.84,75.7,73.57,74.58,75.59
15001,59.22,57.58,55.94,56.82,57.71,60.0,62.29
15003,45.27,45.68,46.1,46.65,47.2,50.51,53.82
15005,45.14,42.38,39.61,35.61,31.62,15.84,0.06
15007,31.45,30.34,29.23,30.11,30.99,33.61,36.22
15009,44.92,41.64,38.36,38.58,38.79,43.38,47.96
16001,21.04,18.92,16.81,15.27,13.73,15.24,16.74
16003,25.72,29.54,33.37,31.36,29.36,25.4,21.45
16005,51.07,53.14,55.21,56.56,57.9,59.02,60.15
16007,13.34,15.2,17.06,19.24,21.43,19.46,17.5
16009,63.67,64.15,64.63,68.99,73.34,67.28,61.23
16011,58.48,55.34,52.21,51.46,50.7,50.82,50.95
16013,25.28,27.27,29.26,30.83,32.39,41.86,51.34
16015,13.72,11.11,8.5,7.61,6.72,8.3,9.87
16017,28.02,30.14,32.25,28.13,24.01,29.16,34.31
16019,32.57,33.98,35.4,35.87,36.34,39.91,43.48
16021,44.57,43.9,43.23,37.03,30.83,31.7,32.56
16023,35.15,28.94,22.73,23.68,24.62,27.43,30.24
16025,52.79,47.62,42.44,27.91,13.38,22.62,31.86
16027,78.89,77.36,75.84,74.75,73.66,68.98,64.29
16029,19.01,18.94,18.88,19.02,19.17,19.11,19.06
16031,73.19,72.58,71.98,69.65,67.32,62.8,58.27
16033,93.79,92.24,90.7,89.9,89.11,76.19,63.27
16035,46.77,42.33,37.89,40.95,44.01,54.48,64.96
16037,31.96,32.78,33.59,38.64,43.69,41.74,39.78
16039,64.6,62.96,61.32,60.07,58.82,69.08,79.34
16041,19.29,18.8,18.31,16.23,14.14,13.2,12.25
16043,41.04,42.01,42.98,47.18,51.37,57.56,63.75
16045,57.18,63.92,70.65,68.46,66.27,70.15,74.03
16047,69.34,65.3,61.25,66.0,70.76,77.66,84.56
16049,39.35,48.63,57.91,55.92,53.92,54.65,55.38
16051,26.33,28.13,29.93,27.59,25.25,18.04,10.82
16053,71.7,66.86,62.02,64.69,67.36,67.18,67.0
16055,32.51,29.5,26.49,24.88,23.28,24.45,25.62
16057,28.27,29.99,31.71,28.28,24.84,27.36,29.89
16059,35.98,35.3,34.61,32.29,29.97,40.43,50.89
16061,49.51,51.3,53.1,54.94,56.78,60.38,63.97
16063,60.11,56.29,52.47,54.12,55.76,63.05,70.34
16065,48.87,47.77,46.67,43.48,40.29,39.13,37.97
16067,63.13,63.17,63.2,65.52,67.83,68.26,68.68
16069,32.54,36.68,40.82,45.74,50.67,52.44,54.2
16071,27.03,31.86,36.68,35.46,34.24,27.37,20.5
16073,93.54,92.55,91.56,87.0,82.45,79.21,75.97
16075,63.45,62.72,61.99,61.04,60.1,60.51,60.92
16077,75.87,76.6,77.33,64.47,51.62,56.57,61.52
16079,66.6,65.7,64.79,70.24,75.7,75.56,75.43
16081,37.09,29.77,22.45,17.94,13.44,13.26,13.08
16083,64.28,57.77,51.26,50.4,49.55,51.67,53.79
16085,11.08,9.58,8.09,8.46,8.82,10.12,11.43
16087,90.26,86.7,83.13,84.1,85.06,88.16,91.25
17001,28.94,28.35,27.76,26.33,24.9,26.6,28.29
17003,99.65,99.62,99.59,97.66,95.73,94.02,92.3
17005,46.07,47.72,49.38,43.35,37.32,40.34,43.35
17007,38.52,40.96,43.39,45.18,46.97,44.25,41.53
17009,28.08,30.74,33.4,40.42,47.45,46.5,45.54
17011,23.37,27.78,32.19,30.41,28.63,27.92,27.21
17013,10.92,13.51,16.11,17.56,19.01,11.05,3.09
17015,19.58,18.12,16.65,16.74,16.82,15.76,14.7
17017,66.73,67.42,68.1,68.9,69.71,62.52,55.32
17019,38.05,42.73,47.41,48.66,49.9,52.97,56.05
17021,33.91,31.88,29.86,26.97,24.08,21.08,18.08
17023,17.61,24.82,32.03,26.38,20.73,13.92,7.1
17025,40.72,46.38,52.05,56.6,61.15,50.56,39.97
17027,11.62,12.28,12.93,15.4,17.87,15.54,13.21
17029,44.54,43.09,41.64,45.71,49.78,51.92,54.07
17031,70.77,70.07,69.37,68.46,67.55,73.8,80.04
17033,28.91,28.98,29.04,33.71,38.38,39.98,41.57
17035,36.1,33.12,30.15,23.21,16.27,9.01,1.75
17037,51.35,52.04,52.72,50.69,48.66,49.09,49.52
17039,8.56,9.3,10.03,11.46,12.9,8.64,4.39
17041,35.05,32.95,30.85,37.62,44.39,48.96,53.53
17043,16.78,16.28,15.79,15.95,16.11,19.05,21.99
17045,36.74,38.35,39.96,37.15,34.33,29.77,25.21
17047,21.74,20.38,19.01,21.72,24.43,23.96,23.49
17049,9.58,11.58,13.59,16.74,19.9,20.6,21.29
17051,52.15,55.54,58.93,59.21,59.49,53.37,47.26
17053,26.39,29.67,32.95,31.73,30.51,27.39,24.28
17055,61.51,58.52,55.52,58.22,60.92,57.82,54.71
17057,41.74,46.82,51.89,54.75,57.61,40.46,23.3
17059,32.47,35.07,37.66,41.52,45.38,46.83,48.28
17061,22.73,27.0,31.26,25.39,19.52,12.48,5.44
17063,17.86,14.22,10.57,9.5,8.44,8.22,7.99
17065,29.83,21.84,13.85,14.57,15.29,23.24,31.19
17067,9.17,9.12,9.07,10.7,12.32,10.62,8.91
17069,64.82,55.02,45.21,47.7,50.19,40.34,30.49
17071,8.6,11.91,15.22,10.96,6.69,4.7,2.71
17073,15.63,15.39,15.15,17.62,20.1,15.89,11.68
17075,36.71,36.18,35.66,34.85,34.04,36.08,38.13
17077,65.43,60.56,55.68,63.06,70.45,74.68,78.9
17079,3.76,3.45,3.15,13.66,24.17,22.88,21.58
17081,73.0,76.94,80.87,80.97,81.08,76.41,71.74
17083,12.19,13.61,15.03,12.72,10.41,6.91,3.41
17085,2.45,3.15,3.85,4.55,5.25,7.1,8.94
17087,50.02,49.28,48.55,47.4,46.24,37.68,29.12
17089,43.23,43.58,43.94,42.82,41.69,45.54,49.4
17091,73.23,73.15,73.07,69.82,66.56,68.13,69.7
17093,9.04,9.95,10.86,12.42,13.98,13.1,12.22
17095,63.23,63.3,63.36,63.99,64.62,64.42,64.23
17097,37.19,36.1,35.02,35.08,35.13,40.88,46.63
17099,37.73,38.73,39.73,41.38,43.03,40.64,38.26
17101,68.32,74.09,79.85,78.84,77.83,62.95,48.06
17103,23.81,29.14,34.48,32.29,30.1,31.0,31.89
17105,27.0,33.35,39.7,44.06,48.41,43.24,38.06
17107,38.78,39.08,39.38,31.04,22.71,20.42,18.14
17109,45.34,48.44,51.54,51.6,51.66,48.89,46.12
17111,9.55,8.83,8.12,7.56,7.01,9.26,11.52
17113,20.76,20.05,19.33,19.19,19.04,19.55,20.05
17115,62.05,62.53,63.01,61.36,59.71,56.14,52.58
17117,23.34,24.96,26.58,23.22,19.87,16.88,13.88
17119,18.66,20.16,21.65,25.65,29.65,27.73,25.81
17121,74.21,73.24,72.27,73.06,73.85,64.66,55.47
17123,5.83,5.19,4.55,5.0,5.45,6.13,6.81
17125,34.03,32.34,30.66,30.06,29.46,22.19,14.93
17127,66.76,69.32,71.89,73.51,75.13,66.84,58.56
17129,5.54,7.86,10.19,7.52,4.84,3.24,1.65
17131,10.12,8.29,6.46,8.9,11.34,8.66,5.98
17133,0.06,0.04,0.03,0.1,0.16,0.16,0.16
17135,41.87,42.88,43.9,41.52,39.14,32.1,25.05
17137,42.85,44.54,46.23,48.34,50.45,51.45,52.45
17139,40.18,37.66,35.15,32.32,29.49,32.54,35.58
17141,22.13,24.15,26.17,27.67,29.17,32.01,34.85
17143,55.56,55.34,55.11,58.21,61.31,64.58,67.85
17145,61.89,55.18,48.46,56.66,64.87,62.59,60.31
17147,0.03,0.16,0.29,0.3,0.32,0.34,0.35
17149,33.94,31.22,28.49,31.72,34.94,36.39,37.84
17151,37.41,42.58,47.76,46.6,45.45,48.16,50.86
17153,83.64,78.72,73.8,71.62,69.43,61.07,52.71
17155,2.2,2.16,2.13,2.45,2.77,2.19,1.62
17157,34.73,31.58,28.43,37.05,45.67,43.65,41.63
17159,38.27,39.03,39.8,40.42,41.05,35.85,30.65
17161,61.35,64.05,66.76,69.06,71.37,70.14,68.91
17163,51.64,52.99,54.35,53.32,52.29,53.87,55.44
17165,76.79,79.94,83.09,84.73,86.37,80.24,74.12
17167,34.86,36.7,38.55,41.06,43.57,43.3,43.03
17169,27.13,31.58,36.04,46.56,57.07,49.08,41.09
17171,20.03,18.44,16.84,15.19,13.54,7.66,1.78
17173,9.96,9.74,9.52,9.01,8.5,7.45,6.4
17175,8.85,9.26,9.68,8.01,6.34,4.14,1.94
17177,48.49,49.54,50.59,50.3,50.0,52.58,55.16
17179,7.2,7.18,7.16,8.93,10.7,10.09,9.48
17181,61.38,57.09,52.79,60.61,68.44,60.08,51.72
17183,76.09,77.81,79.53,80.42,81.31,73.56,65.82
17185,23.24,29.71,36.17,34.12,32.07,36.52,40.96
17187,62.72,61.44,60.17,60.45,60.73,57.0,53.28
17189,6.14,6.64,7.13,6.83,6.53,5.81,5.09
17191,27.73,30.96,34.19,38.75,43.31,43.58,43.86
17193,33.37,42.28,51.19,52.5,53.82,48.82,43.83
17195,39.89,40.06,40.24,36.53,32.83,29.16,25.49
17197,23.75,22.92,22.09,21.16,20.22,22.17,24.12
17199,39.51,40.21,40.91,44.48,48.06,45.53,43.0
17201,69.31,68.37,67.43,69.74,72.04,74.17,76.29
17203,3.92,3.19,2.45,2.16,1.88,2.07,2.26
18001,61.95,62.16,62.37,60.71,59.04,59.42,59.8
18003,52.12,53.27,54.41,53.38,52.36,51.45,50.54
18005,30.47,31.22,31.96,34.14,36.31,37.04,37.78
18007,28.65,26.39,24.13,28.8,33.47,37.53,41.6
18009,53.14,52.37,51.61,44.36,37.1,40.61,44.11
18011,3.15,3.74,4.33,4.41,4.49,4.33,4.17
18013,4.87,5.38,5.89,5.96,6.02,11.8,17.57
18015,18.97,19.5,20.03,15.89,11.75,10.54,9.33
18017,76.03,73.52,71.0,71.48,71.97,63.82,55.67
18019,33.46,31.56,29.67,27.58,25.48,26.22,26.96
18021,32.22,35.48,38.75,36.07,33.38,30.96,28.55
18023,54.89,52.84,50.78,53.94,57.1,54.34,51.59
18025,42.06,44.34,46.61,42.75,38.89,32.8,26.7
18027,47.88,54.52,61.16,64.99,68.82,71.5,74.19
18029,6.46,7.14,7.83,7.91,7.99,7.08,6.17
18031,30.09,29.23,28.37,24.7,21.02,12.92,4.81
18033,28.21,26.33,24.45,23.9,23.34,16.84,10.34
18035,62.59,59.44,56.29,56.47,56.66,59.98,63.3
18037,22.54,21.95,21.36,21.08,20.8,16.58,12.35
18039,80.2,80.5,80.8,78.9,77.01,78.19,79.38
18041,72.27,69.53,66.79,63.94,61.08,63.27,65.47
18043,31.61,28.54,25.47,21.08,16.69,15.76,14.83
18045,27.57,25.1,22.64,21.48,20.32,23.49,26.67
18047,18.62,15.8,12.99,13.85,14.71,15.55,16.39
18049,49.03,42.88,36.74,35.66,34.59,36.78,38.96
18051,21.17,23.51,25.85,28.68,31.5,27.7,23.9
18053,75.07,73.56,72.05,72.68,73.31,72.9,72.5
18055,42.41,42.58,42.76,43.59,44.43,41.18,37.94
18057,2.01,2.36,2.71,2.63,2.55,3.02,3.5
18059,2.39,2.56,2.74,2.22,1.69,2.51,3.34
18061,21.2,20.46,19.71,19.18,18.66,15.2,11.74
18063,6.4,6.72,7.04,7.6,8.15,7.64,7.13
18065,51.32,47.22,43.11,40.52,37.93,32.17,26.42
18067,52.82,51.52,50.21,49.18,48.15,42.95,37.75
18069,21.71,17.82,13.94,13.21,12.48,12.13,11.78
18071,48.84,47.98,47.12,50.5,53.89,52.14,50.38
18073,18.4,20.71,23.02,24.94,26.85,24.15,21.45
18075,53.93,56.54,59.15,63.32,67.48,54.18,40.87
18077,63.16,59.49,55.81,49.98,44.14,44.35,44.56
18079,53.55,47.74,41.93,40.2,38.47,29.7,20.94
18081,17.22,16.68,16.14,15.19,14.24,12.46,10.69
18083,46.9,44.58,42.25,50.76,59.27,61.11,62.95
18085,36.87,39.13,41.39,43.74,46.08,47.32,48.57
18087,52.28,47.25,42.22,39.64,37.07,38.03,38.99
18089,73.42,73.1,72.78,72.65,72.52,71.62,70.72
18091,66.54,67.33,68.13,70.15,72.17,65.35,58.53
18093,39.99,34.64,29.29,28.4,27.52,27.72,27.91
18095,67.91,65.9,63.9,65.52,67.13,66.41,65.69
18097,79.66,79.99,80.32,80.02,79.71,81.31,82.91
18099,57.4,57.5,57.59,57.78,57.96,55.82,53.69
18101,21.24,19.6,17.96,20.97,23.98,20.76,17.54
18103,51.51,51.04,50.56,54.68,58.79,51.5,44.21
18105,36.07,35.69,35.31,40.25,45.19,46.04,46.88
18107,50.27,42.9,35.53,36.19,36.85,34.51,32.18
18109,11.84,13.75,15.66,18.61,21.56,16.44,11.33
18111,21.3,22.48,23.65,28.65,33.66,30.71,27.75
18113,61.25,58.76,56.26,51.84,47.42,49.01,50.6
18115,16.01,10.88,5.76,4.14,2.52,5.85,9.17
18117,68.9,64.66,60.43,62.49,64.55,57.13,49.71
18119,39.22,36.47,33.72,34.14,34.55,33.79,33.04
18121,31.84,35.86,39.89,48.99,58.09,63.67,69.26
18123,30.5,29.82,29.13,30.07,31.02,27.59,24.16
18125,13.59,12.14,10.7,14.08,17.45,12.14,6.84
18127,18.43,18.4,18.37,16.58,14.78,15.66,16.55
18129,4.46,3.24,2.01,1.53,1.05,1.2,1.34
18131,28.56,26.79,25.02,24.06,23.09,27.11,31.13
18133,33.56,32.19,30.82,32.83,34.84,26.9,18.97
18135,47.53,45.56,43.58,43.27,42.96,40.44,37.91
18137,25.6,26.86,28.11,32.93,37.74,36.4,35.07
18139,24.83,26.7,28.56,27.12,25.67,25.76,25.84
18141,63.42,63.78,64.15,63.19,62.23,61.83,61.43
18143,59.89,43.2,26.52,34.26,42.01,52.7,63.4
18145,43.62,39.84,36.07,28.94,21.82,22.49,23.17
18147,18.56,15.16,11.75,10.27,8.79,6.75,4.71
18149,47.06,41.84,36.61,35.39,34.17,29.86,25.56
18151,29.23,28.13,27.03,27.06,27.1,21.64,16.17
18153,65.84,66.81,67.78,65.9,64.01,62.5,60.98
18155,64.98,63.04,61.1,61.9,62.71,66.37,70.02
18157,48.52,48.74,48.97,49.14,49.3,49.6,49.9
18159,17.83,15.48,13.12,10.19,7.26,5.84,4.42
18161,13.09,12.97,12.86,15.0,17.13,17.04,16.96
18163,50.43,51.19,51.96,52.19,52.42,55.44,58.47
18165,28.14,29.34,30.53,37.78,45.03,41.77,38.51
18167,62.97,66.07,69.18,70.96,72.74,72.1,71.45
18169,42.88,35.54,28.21,28.52,28.82,28.72,28.61
18171,5.6,5.98,6.37,7.08,7.8,4.4,0.99
18173,2.77,5.54,8.31,7.54,6.78,5.24,3.69
18175,50.59,44.89,39.19,38.48,37.77,32.16,26.54
18177,77.91,78.04,78.16,74.6,71.05,69.34,67.63
18179,19.36,18.62,17.89,16.14,14.39,11.4,8.4
18181,26.17,24.54,22.92,23.65,24.39,27.38,30.36
18183,7.07,8.18,9.3,6.22,3.15,5.6,8.05
19001,3.66,4.36,5.06,5.22,5.38,5.16,4.93
19003,3.6,3.86,4.11,3.93,3.76,3.84,3.91
19005,26.81,27.8,28.78,30.49,32.2,30.62,29.03
19007,31.2,33.75,36.29,37.06,37.83,43.69,49.55
19009,0.45,1.19,1.94,2.1,2.26,2.28,2.29
19011,2.67,2.6,2.52,1.85,1.18,0.8,0.41
19013,40.82,39.42,38.01,40.33,42.64,47.77,52.9
19015,14.49,16.13,17.77,14.77,11.78,8.12,4.46
19017,1.78,1.97,2.16,2.69,3.22,3.72,4.23
19019,5.16,5.34,5.51,6.06,6.62,5.48,4.33
19021,65.04,67.54,70.04,72.06,74.08,70.5,66.93
19023,2.42,2.33,2.23,2.3,2.36,2.74,3.12
19025,15.6,15.95,16.3,16.05,15.8,12.29,8.78
19027,9.07,8.23,7.39,5.97,4.55,6.16,7.77
19029,24.61,25.1,25.6,22.7,19.81,18.83,17.85
19031,2.32,1.72,1.11,0.96,0.8,0.64,0.48
19033,18.5,20.54,22.57,23.77,24.97,21.9,18.84
19035,10.67,14.33,17.99,17.5,17.01,14.44,11.87
19037,14.84,13.71,12.58,9.28,5.99,5.12,4.26
19039,55.3,52.28,49.25,48.86,48.47,63.19,77.91
19041,18.08,21.39,24.71,29.55,34.39,29.24,24.09
19043,14.1,16.54,18.97,18.69,18.41,22.35,26.29
19045,19.83,21.86,23.88,25.17,26.46,31.56,36.66
19047,66.67,68.85,71.03,78.27,85.51,84.51,83.51
19049,5.89,5.64,5.38,5.67,5.96,5.86,5.76
19051,52.53,48.66,44.79,39.91,35.03,35.98,36.92
19053,72.11,73.72,75.33,71.78,68.22,57.63,47.04
19055,4.01,5.25,6.49,4.96,3.44,2.3,1.15
19057,40.15,40.91,41.67,44.1,46.53,47.79,49.05
19059,3.95,5.4,6.84,8.01,9.17,8.8,8.43
19061,18.18,18.78,19.39,21.43,23.47,22.86,22.25
19063,22.48,29.62,36.77,38.12,39.46,34.21,28.96
19065,12.64,16.28,19.93,21.22,22.52,21.2,19.89
19067,31.81,28.8,25.79,30.87,35.96,26.59,17.22
19069,28.78,30.56,32.35,25.99,19.62,22.48,25.33
19071,5.28,6.57,7.86,6.7,5.54,3.56,1.59
19073,17.57,16.49,15.41,17.6,19.78,18.92,18.05
19075,0.6,0.57,0.54,0.46,0.38,0.32,0.25
19077,7.99,8.78,9.58,10.89,12.2,9.17,6.14
19079,14.8,13.59,12.38,11.95,11.53,8.74,5.95
19081,3.5,4.26,5.03,6.08,7.13,7.26,7.38
19083,14.71,12.98,11.24,11.83,12.42,14.47,16.52
19085,4.93,6.42,7.9,7.18,6.46,4.44,2.42
19087,32.76,36.48,40.21,35.78,31.34,25.82,20.31
19089,17.64,16.16,14.68,15.18,15.67,10.59,5.51
19091,12.99,12.34,11.68,13.07,14.46,12.0,9.55
19093,12.93,10.3,7.67,8.16,8.66,7.29,5.92
19095,3.09,4.14,5.19,4.33,3.47,3.26,3.06
19097,9.87,13.29,16.71,14.7,12.68,9.65,6.62
19099,23.46,21.92,20.38,22.93,25.48,22.47,19.45
19101,18.78,25.98,33.17,41.06,48.95,50.32,51.69
19103,23.88,24.31,24.74,25.74,26.75,30.93,35.11
19105,14.17,14.09,14.01,16.62,19.24,19.9,20.56
19107,9.42,10.98,12.54,8.26,3.98,5.1,6.21
19109,1.02,1.98,2.93,6.7,10.48,14.93,19.38
19111,36.9,41.28,45.65,48.03,50.41,38.96,27.5
19113,15.5,15.12,14.74,16.4,18.06,18.7,19.35
19115,39.96,40.35,40.75,43.22,45.7,36.97,28.23
19117,49.38,39.56,29.74,28.64,27.55,28.13,28.71
19119,4.04,3.56,3.09,3.74,4.39,3.63,2.86
19121,5.99,4.99,3.98,3.01,2.04,1.88,1.72
19123,29.04,31.44,33.84,40.11,46.37,31.83,17.28
19125,9.46,11.18,12.89,16.19,19.49,15.98,12.48
19127,59.95,60.42,60.9,64.76,68.63,67.42,66.2
19129,7.7,8.96,10.22,10.49,10.76,9.1,7.45
19131,8.82,7.53,6.24,7.42,8.6,7.96,7.32
19133,14.36,14.22,14.07,16.02,17.96,13.66,9.36
19135,33.05,34.28,35.5,30.34,25.19,23.58,21.96
19137,56.38,56.08,55.78,54.29,52.8,29.42,6.05
19139,43.27,40.62,37.98,38.51,39.04,41.29,43.54
19141,15.35,14.76,14.17,18.7,23.22,24.74,26.26
19143,18.05,21.04,24.04,25.19,26.34,20.26,14.19
19145,35.31,41.82,48.33,40.87,33.41,29.35,25.3
19147,12.73,12.16,11.59,14.44,17.29,13.16,9.04
19149,6.84,10.04,13.24,12.97,12.71,9.7,6.68
19151,7.64,8.64,9.65,12.14,14.62,11.92,9.23
19153,34.45,36.15,37.85,37.76,37.68,41.71,45.74
