FIPS,2014 EPL_POV,2015 EPL_POV,2016 EPL_POV,2017 EPL_POV,2018 EPL_POV,2019 EPL_POV,2020 EPL_POV
13105,75.61,74.96,74.31,75.58,76.85,84.36,91.88
13107,96.75,96.3,95.86,95.28,94.71,94.78,94.84
13109,92.87,92.6,92.33,93.7,95.06,94.56,94.05
13111,83.09,73.94,64.79,52.97,41.15,52.59,64.04
13113,6.02,5.01,4.01,3.14,2.26,2.19,2.13
13115,78.64,76.48,74.31,74.62,74.94,74.31,73.68
13117,3.63,3.25,2.87,2.8,2.74,1.77,0.8
13119,76.66,83.57,90.48,91.02,91.56,82.89,74.22
13121,60.39,59.47,58.55,55.42,52.29,44.96,37.62
13123,78.64,75.61,72.59,66.46,60.32,60.6,60.88
13125,52.98,49.94,46.9,59.34,71.78,72.33,72.88
13127,71.73,70.28,68.83,70.3,71.78,62.22,52.67
13129,75.14,76.27,77.4,78.14,78.89,75.1,71.32
13131,96.85,96.4,95.96,92.28,88.6,83.38,78.17
13133,91.24,89.9,88.57,87.26,85.96,76.7,67.44
13135,35.31,34.24,33.17,30.1,27.04,27.35,27.66
13137,60.39,63.45,66.51,57.25,47.99,47.77,47.55
13139,66.7,64.81,62.91,55.76,48.6,46.76,44.91
13141,97.8,97.4,97.01,93.57,90.13,92.31,94.49
13143,76.92,76.68,76.44,65.58,54.71,46.46,38.22
13145,7.67,7.71,7.74,6.08,4.43,3.98,3.53
13147,88.6,84.26,79.91,73.68,67.45,63.12,58.78
13149,83.57,71.06,58.55,56.96,55.38,61.19,67.0
13151,28.33,27.82,27.32,24.24,21.15,18.92,16.68
13153,52.98,58.89,64.79,60.4,56.02,44.36,32.69
13155,82.01,85.93,89.84,91.92,94.01,92.98,91.95
13157,42.79,39.42,36.04,30.5,24.97,22.58,20.18
13159,81.12,78.35,75.58,72.58,69.59,72.67,75.75
13161,88.32,83.24,78.16,79.48,80.8,86.1,91.41
13163,97.26,96.48,95.7,93.63,91.56,89.84,88.13
13165,96.12,95.6,95.07,95.86,96.66,97.87,99.08
13167,82.01,86.24,90.48,88.62,86.75,88.71,90.67
13169,45.85,41.68,37.5,44.39,51.27,47.32,43.38
13171,72.62,77.88,83.13,81.4,79.68,65.54,51.4
13173,96.63,95.79,94.94,92.14,89.33,93.25,97.17
13175,90.7,92.6,94.49,94.4,94.3,92.92,91.53
13177,23.56,24.66,25.76,34.28,42.8,30.55,18.3
13179,63.13,60.52,57.91,60.93,63.95,62.42,60.88
13181,87.93,89.46,90.99,83.92,76.85,75.89,74.92
13183,65.01,59.02,53.04,65.96,78.89,84.1,89.31
13185,89.88,89.98,90.07,91.16,92.26,87.73,83.2
13187,73.77,77.57,81.38,73.9,66.43,68.35,70.27
13189,85.35,88.76,92.17,91.93,91.69,87.16,82.62
13191,62.4,68.99,75.58,77.0,78.41,72.04,65.66
13193,95.83,96.76,97.68,96.32,94.97,96.07,97.17
13195,65.01,58.68,52.34,59.9,67.45,72.24,77.02
13197,65.71,78.1,90.48,86.32,82.17,71.94,61.71
13199,84.3,85.8,87.3,85.48,83.66,83.7,83.74
13201,91.79,91.07,90.35,88.95,87.55,86.36,85.17
13205,96.47,96.31,96.15,93.0,89.84,93.39,96.94
13207,32.35,33.28,34.22,38.83,43.44,42.01,40.58
13209,88.86,87.0,85.13,83.18,81.24,81.58,81.92
13211,44.54,39.68,34.83,28.29,21.75,14.12,6.49
13213,76.66,73.05,69.44,61.73,54.01,56.4,58.78
13215,74.18,76.6,79.02,80.77,82.52,79.52,76.51
13217,52.98,55.76,58.55,64.26,69.97,60.04,50.1
13219,6.24,5.12,4.01,3.38,2.74,2.2,1.65
13221,40.02,52.12,64.22,58.26,52.29,53.12,53.95
13223,27.67,23.2,18.72,16.84,14.97,12.21,9.45
13225,83.57,81.49,79.4,81.53,83.66,79.29,74.92
13227,24.23,20.17,16.11,16.23,16.34,22.65,28.96
13229,73.32,74.06,74.79,79.53,84.27,81.9,79.54
13231,26.58,26.95,27.32,32.85,38.38,25.46,12.54
13233,75.61,75.6,75.58,72.78,69.97,73.37,76.77
13235,35.94,61.73,87.52,90.34,93.15,87.79,82.43
13237,37.73,50.68,63.64,60.98,58.31,68.92,79.54
13239,94.94,93.2,91.47,89.19,86.91,72.21,57.51
13241,86.34,84.16,81.98,79.11,76.24,79.82,83.39
13243,97.8,96.64,95.48,97.31,99.14,99.28,99.43
13245,90.16,90.32,90.48,89.48,88.47,87.3,86.12
13247,48.39,54.08,59.76,56.32,52.87,55.19,57.51
13249,81.6,81.92,82.23,82.64,83.06,68.79,54.52
13251,89.37,89.72,90.07,88.02,85.96,77.97,69.99
13253,83.09,77.01,70.93,80.92,90.92,89.36,87.81
13255,83.09,85.1,87.11,85.53,83.95,80.12,76.29
13257,69.63,72.45,75.26,67.44,59.62,52.77,45.93
13259,98.5,99.12,99.75,99.44,99.14,97.37,95.61
13261,97.04,97.62,98.19,96.84,95.48,90.08,84.69
13263,64.31,71.24,78.16,76.55,74.94,80.4,85.87
13265,96.91,96.96,97.01,96.31,95.61,94.35,93.09
13267,95.45,94.97,94.49,90.46,86.43,86.39,86.35
13269,93.35,94.27,95.19,94.48,93.76,95.58,97.39
13271,93.54,94.51,95.48,95.64,95.8,96.07,96.34
13273,98.06,98.26,98.47,98.22,97.96,97.78,97.61
13275,91.91,86.08,80.26,80.9,81.53,79.15,76.77
13277,93.86,94.04,94.21,92.8,91.4,88.76,86.12
13279,90.99,92.02,93.06,91.08,89.11,90.38,91.66
13281,54.98,50.67,46.35,51.55,56.75,46.12,35.49
13283,81.12,74.98,68.83,75.82,82.8,89.95,97.1
13285,80.36,80.31,80.26,80.41,80.57,79.19,77.82
13287,88.98,91.61,94.24,96.53,98.82,97.12,95.42
13289,95.96,96.2,96.43,94.99,93.54,67.73,41.92
13291,57.82,45.72,33.62,40.42,47.23,53.0,58.78
13293,82.65,84.15,85.64,85.8,85.96,83.1,80.24
13295,58.29,62.67,67.05,68.1,69.14,67.56,65.98
13297,40.69,37.46,34.22,35.79,37.36,37.2,37.05
13299,91.79,93.32,94.84,91.98,89.11,90.61,92.11
13301,96.47,94.54,92.61,93.18,93.76,91.39,89.02
13303,93.06,92.84,92.61,93.38,94.14,93.12,92.11
13305,81.6,79.5,77.4,77.32,77.23,78.54,79.85
13307,88.6,86.28,83.95,88.22,92.48,88.44,84.4
13309,86.15,90.1,94.05,94.24,94.43,95.37,96.31
13311,68.13,70.09,72.05,57.42,42.8,33.32,23.84
13313,73.77,73.62,73.48,71.54,69.59,71.8,74.0
13315,91.53,85.28,79.02,82.02,85.03,88.06,91.09
13317,95.73,94.44,93.16,91.36,89.55,88.68,87.81
13319,72.62,75.64,78.67,85.29,91.91,88.74,85.58
13321,75.61,71.33,67.05,74.29,81.53,75.18,68.84
15001,69.12,68.98,68.83,65.7,62.58,52.74,42.9
15003,12.23,12.24,12.26,11.96,11.66,9.52,7.38
15005,59.15,45.8,32.44,27.42,22.39,11.21,0.03
15007,22.0,17.39,12.77,11.62,10.48,12.44,14.39
15009,20.22,17.02,13.82,15.28,16.75,13.2,9.64
16001,28.33,28.14,27.95,26.46,24.97,18.04,11.11
16003,40.02,41.44,42.85,34.94,27.04,35.21,43.38
16005,50.05,58.28,66.51,65.72,64.94,63.32,61.71
16007,31.14,36.63,42.12,53.28,64.43,60.4,56.37
16009,46.55,51.99,57.43,60.4,63.38,57.39,51.4
16011,35.94,35.67,35.4,34.85,34.3,44.41,54.52
16013,16.87,23.76,30.66,37.48,44.3,38.15,31.99
16015,48.39,42.94,37.5,37.94,38.38,38.3,38.22
16017,46.55,46.15,45.75,47.56,49.36,45.64,41.92
16019,27.67,29.16,30.66,31.3,31.94,29.8,27.66
16021,51.19,53.66,56.13,60.04,63.95,64.81,65.66
16023,46.55,47.57,48.58,54.1,59.62,70.4,81.19
16025,61.25,67.78,74.31,81.24,88.18,74.22,60.25
16027,75.14,71.98,68.83,60.85,52.87,53.2,53.53
16029,9.14,12.38,15.63,13.06,10.48,16.56,22.63
16031,40.02,44.3,48.58,47.56,46.53,51.64,56.75
16033,94.11,93.87,93.63,85.7,77.77,60.78,43.79
16035,31.68,32.65,33.62,37.08,40.54,43.84,47.14
16037,74.72,76.06,77.4,79.1,80.8,73.69,66.58
16039,55.65,60.61,65.58,54.19,42.8,60.76,78.71
16041,33.24,30.96,28.69,29.34,30.0,25.74,21.48
16043,24.23,25.26,26.3,31.02,35.73,40.83,45.93
16045,62.4,72.76,83.13,77.46,71.78,54.7,37.62
16047,79.97,64.72,49.47,53.43,57.39,58.36,59.33
16049,48.39,50.36,52.34,50.47,48.6,60.3,71.99
16051,31.14,26.52,21.9,14.54,7.17,13.68,20.18
16053,58.68,58.29,57.91,64.18,70.45,72.23,74.0
16055,29.83,29.92,30.02,30.98,31.94,29.8,27.66
16057,77.49,80.72,83.95,82.38,80.8,71.51,62.22
16059,78.89,68.4,57.91,48.14,38.38,49.32,60.25
16061,55.65,53.36,51.07,48.45,45.83,59.18,72.53
16063,49.25,37.78,26.3,33.42,40.54,55.61,70.69
16065,98.63,98.15,97.68,97.54,97.39,96.56,95.74
16067,46.55,55.1,63.64,69.78,75.92,68.82,61.71
16069,22.0,29.32,36.64,42.62,48.6,45.99,43.38
16071,44.54,41.02,37.5,37.6,37.71,34.85,31.99
16073,93.35,90.23,87.11,84.82,82.52,70.65,58.78
16075,65.01,67.46,69.91,55.8,41.69,43.96,46.24
16077,32.35,30.3,28.24,22.29,16.34,29.49,42.65
16079,60.39,62.3,64.22,65.64,67.07,73.66,80.24
16081,20.22,24.23,28.24,15.63,3.03,8.98,14.93
16083,48.39,48.93,49.47,49.76,50.06,54.14,58.21
16085,24.23,31.64,39.06,28.8,18.54,22.35,26.16
16087,45.85,46.71,47.56,51.79,56.02,69.61,83.2
17001,38.78,35.61,32.44,32.19,31.94,34.34,36.73
17003,99.11,98.58,98.06,97.63,97.2,95.32,93.44
17005,48.39,51.88,55.36,51.68,47.99,51.48,54.96
17007,23.56,22.42,21.27,23.12,24.97,17.78,10.6
17009,12.93,18.74,24.55,21.54,18.54,32.84,47.14
17011,24.23,28.92,33.62,34.29,34.97,38.0,41.02
17013,23.56,26.12,28.69,32.56,36.43,23.04,9.64
17015,30.63,26.92,23.21,24.36,25.51,23.9,22.28
17017,32.35,35.44,38.52,39.84,41.15,46.56,51.97
17019,83.57,82.48,81.38,81.58,81.78,72.91,64.04
17021,41.29,38.96,36.64,37.18,37.71,42.63,47.55
17023,31.68,42.78,53.87,44.42,34.97,29.68,24.38
17025,35.94,37.87,39.8,49.06,58.31,59.6,60.88
17027,9.96,11.11,12.26,12.65,13.03,14.49,15.95
17029,84.3,83.26,82.23,82.94,83.66,79.54,75.43
17031,57.12,56.88,56.64,54.47,52.29,46.66,41.02
17033,34.51,31.37,28.24,28.39,28.54,31.16,33.77
17035,41.29,47.58,53.87,49.08,44.3,37.68,31.06
17037,66.7,66.37,66.03,63.98,61.94,51.1,40.26
17039,27.67,26.99,26.3,25.64,24.97,30.54,36.12
17041,18.91,21.06,23.21,24.64,26.08,32.46,38.83
17043,3.63,3.72,3.82,4.12,4.43,3.62,2.8
17045,59.79,56.41,53.04,43.06,33.09,31.9,30.71
17047,26.58,25.56,24.55,22.56,20.57,26.28,31.99
17049,15.57,17.39,19.2,23.87,28.54,28.44,28.33
17051,52.09,52.22,52.34,61.16,69.97,64.65,59.33
17053,22.99,31.02,39.06,47.9,56.75,50.54,44.33
17055,70.9,71.18,71.47,74.35,77.23,78.07,78.9
17057,42.02,45.74,49.47,55.7,61.94,54.33,46.72
17059,53.49,53.27,53.04,65.14,77.23,78.74,80.24
17061,45.3,53.14,60.97,54.1,47.23,46.37,45.51
17063,9.96,11.89,13.82,12.96,12.1,9.74,7.38
17065,52.98,49.36,45.75,30.63,15.51,35.01,54.52
17067,24.67,24.21,23.75,27.18,30.61,35.82,41.02
17069,90.16,79.8,69.44,65.27,61.11,54.42,47.74
17071,17.29,17.7,18.12,13.47,8.82,12.24,15.66
17073,16.87,22.55,28.24,29.42,30.61,25.7,20.78
17075,44.54,48.44,52.34,48.32,44.3,45.27,46.24
17077,97.61,96.34,95.07,95.12,95.16,92.24,89.31
17079,2.64,4.9,7.16,22.77,38.38,34.54,30.71
17081,57.12,60.01,62.91,67.64,72.36,61.88,51.4
17083,4.08,7.24,10.41,12.16,13.92,12.08,10.25
17085,8.88,10.15,11.43,10.4,9.36,13.83,18.3
17087,43.27,36.65,30.02,30.01,30.0,31.58,33.16
17089,20.98,20.74,20.5,19.52,18.54,15.1,11.65
17091,48.39,49.26,50.14,50.1,50.06,46.72,43.38
17093,1.31,1.31,1.31,1.39,1.46,0.86,0.25
17095,59.79,61.03,62.27,66.55,70.83,71.86,72.88
17097,10.7,10.15,9.61,9.49,9.36,8.57,7.77
17099,29.19,33.86,38.52,39.84,41.15,37.46,33.77
17101,29.83,40.86,51.89,57.64,63.38,58.02,52.67
17103,16.87,21.58,26.3,25.29,24.27,27.19,30.11
17105,17.29,24.45,31.61,37.2,42.8,39.14,35.49
17107,29.19,29.26,29.32,19.9,10.48,15.98,21.48
17109,87.68,87.32,86.95,85.99,85.03,81.87,78.71
17111,4.62,5.24,5.86,5.54,5.22,3.68,2.13
17113,40.69,40.56,40.43,44.52,48.6,44.43,40.26
17115,62.4,65.61,68.83,64.22,59.62,55.13,50.64
17117,26.58,29.87,33.17,36.85,40.54,43.39,46.24
17119,35.94,35.08,34.22,38.26,42.29,35.62,28.96
17121,63.8,65.16,66.51,68.24,69.97,67.66,65.34
17123,20.98,17.64,14.29,20.18,26.08,27.2,28.33
17125,53.49,51.04,48.58,51.3,54.01,51.85,49.68
17127,68.13,68.79,69.44,69.95,70.45,66.08,61.71
17129,11.75,21.2,30.66,23.5,16.34,12.53,8.72
17131,17.29,16.7,16.11,21.58,27.04,26.32,25.59
17133,0.8,0.59,0.38,0.82,1.27,0.82,0.38
17135,40.02,44.06,48.11,52.75,57.39,54.01,50.64
17137,38.78,42.26,45.75,47.18,48.6,51.07,53.53
17139,38.78,33.05,27.32,20.62,13.92,17.35,20.78
17141,18.18,19.1,20.03,19.08,18.12,20.98,23.84
17143,55.65,55.5,55.36,57.84,60.32,55.86,51.4
17145,56.29,54.32,52.34,56.33,60.32,61.4,62.48
17147,2.8,2.15,1.5,2.12,2.74,2.56,2.39
17149,44.54,43.04,41.55,42.5,43.44,53.52,63.59
17151,52.56,48.82,45.08,42.08,39.08,58.45,77.82
17153,65.01,65.76,66.51,70.34,74.17,81.23,88.29
17155,15.57,16.18,16.78,14.44,12.1,10.41,8.72
17157,25.63,23.45,21.27,29.32,37.36,46.48,55.6
17159,42.79,43.2,43.62,47.45,51.27,44.44,37.62
17161,39.29,42.82,46.35,48.21,50.06,45.99,41.92
17163,60.39,61.33,62.27,61.69,61.11,53.68,46.24
17165,78.26,80.95,83.64,84.66,85.67,81.74,77.82
17167,42.02,44.46,46.9,49.88,52.87,44.96,37.05
17169,56.29,65.94,75.58,79.43,83.28,64.76,46.24
17171,35.94,40.51,45.08,41.22,37.36,32.04,26.73
17173,20.98,26.71,32.44,29.26,26.08,25.83,25.59
17175,12.45,23.92,35.4,47.14,58.89,50.4,41.92
17177,45.85,48.46,51.07,49.15,47.23,49.8,52.36
17179,9.96,8.02,6.08,8.62,11.15,12.29,13.43
17181,61.67,55.12,48.58,59.71,70.83,69.52,68.2
17183,68.55,71.3,74.05,75.64,77.23,75.06,72.88
17185,31.68,28.99,26.3,28.15,30.0,39.84,49.68
17187,46.55,47.57,48.58,41.09,33.6,35.61,37.62
17189,25.63,23.76,21.9,15.36,8.82,8.06,7.29
17191,44.54,47.0,49.47,47.3,45.13,46.88,48.63
17193,38.78,38.92,39.06,38.72,38.38,54.98,71.58
17195,23.56,23.38,23.21,22.8,22.39,20.04,17.7
17197,6.24,5.88,5.51,5.24,4.97,4.56,4.14
17199,43.97,44.52,45.08,48.18,51.27,47.53,43.79
17201,58.68,53.63,48.58,51.98,55.38,56.79,58.21
17203,6.02,5.76,5.51,5.59,5.67,5.24,4.81
18001,64.31,64.55,64.79,64.37,63.95,69.26,74.57
18003,45.85,46.38,46.9,46.72,46.53,44.22,41.92
18005,28.33,29.18,30.02,33.86,37.71,34.21,30.71
18007,32.35,31.98,31.61,45.25,58.89,66.73,74.57
18009,49.25,37.78,26.3,30.64,34.97,55.2,75.43
18011,3.25,2.8,2.36,2.09,1.82,1.98,2.13
18013,36.68,33.67,30.66,22.82,14.97,16.63,18.3
18015,13.47,16.34,19.2,19.65,20.1,19.66,19.22
18017,55.65,51.0,46.35,47.48,48.6,56.1,63.59
18019,21.43,17.86,14.29,16.42,18.54,22.89,27.24
18021,47.28,51.96,56.64,50.47,44.3,39.26,34.21
18023,29.83,30.24,30.66,32.48,34.3,38.84,43.38
18025,60.39,66.66,72.94,63.82,54.71,67.28,79.85
18027,28.33,32.18,36.04,35.88,35.73,43.56,51.4
18029,9.96,10.69,11.43,15.76,20.1,15.61,11.11
18031,35.31,34.24,33.17,34.45,35.73,27.48,19.22
18033,31.68,31.64,31.61,27.65,23.69,20.26,16.84
18035,83.09,82.86,82.62,83.14,83.66,81.76,79.85
18037,8.15,8.02,7.9,16.43,24.97,17.48,9.99
18039,50.53,47.8,45.08,42.35,39.62,38.62,37.62
18041,76.06,74.06,72.05,72.38,72.71,73.64,74.57
18043,28.33,27.82,27.32,22.72,18.12,16.4,14.67
18045,24.67,27.66,30.66,30.33,30.0,32.28,34.56
18047,32.35,27.78,23.21,16.59,9.97,12.66,15.34
18049,53.49,46.28,39.06,41.68,44.3,45.51,46.72
18051,18.18,19.34,20.5,19.99,19.49,21.25,23.01
18053,70.9,71.74,72.59,74.02,75.45,72.46,69.48
18055,35.31,40.2,45.08,44.69,44.3,46.46,48.63
18057,0.48,0.6,0.73,0.76,0.8,0.64,0.48
18059,4.62,4.8,4.97,5.1,5.22,4.68,4.14
18061,26.11,30.16,34.22,27.98,21.75,19.5,17.25
18063,1.31,1.02,0.73,1.1,1.46,1.62,1.78
18065,57.12,55.08,53.04,53.52,54.01,51.85,49.68
18067,58.68,58.06,57.43,57.41,57.39,45.28,33.16
18069,21.43,23.86,26.3,23.2,20.1,27.33,34.56
18071,37.15,40.76,44.38,51.64,58.89,53.9,48.92
18073,6.43,5.97,5.51,8.8,12.1,12.62,13.14
18075,45.85,48.46,51.07,57.75,64.43,62.21,59.99
18077,44.54,43.33,42.12,46.44,50.76,48.14,45.51
18079,52.56,50.06,47.56,48.46,49.36,40.67,31.99
18081,17.29,14.36,11.43,11.54,11.66,9.78,7.89
18083,42.02,40.91,39.8,53.12,66.43,61.4,56.37
18085,26.11,23.3,20.5,20.53,20.57,20.15,19.73
18087,44.54,36.93,29.32,17.62,5.92,7.32,8.72
18089,63.13,62.7,62.27,62.1,61.94,56.67,51.4
18091,59.79,60.14,60.49,61.22,61.94,56.67,51.4
18093,36.68,34.56,32.44,31.22,30.0,33.06,36.12
18095,59.15,58.29,57.43,61.93,66.43,62.32,58.21
18097,77.27,77.14,77.01,75.76,74.52,71.22,67.92
18099,31.68,27.86,24.04,25.54,27.04,37.39,47.74
18101,35.94,31.94,27.95,30.78,33.6,31.86,30.11
18103,53.49,52.92,52.34,56.72,61.11,59.66,58.21
18105,89.24,89.66,90.07,90.34,90.61,82.76,74.92
18107,43.27,36.96,30.66,25.07,19.49,27.81,36.12
18109,23.56,26.44,29.32,27.96,26.59,19.36,12.13
18111,23.56,29.2,34.83,37.68,40.54,33.06,25.59
18113,28.33,25.77,23.21,14.84,6.46,10.56,14.67
18115,6.97,5.11,3.25,3.14,3.03,7.58,12.13
18117,64.31,59.48,54.66,57.14,59.62,55.99,52.36
18119,41.29,42.84,44.38,52.0,59.62,61.19,62.76
18121,43.27,44.51,45.75,47.56,49.36,56.98,64.61
18123,27.67,35.64,43.62,44.38,45.13,35.93,26.73
18125,22.0,18.64,15.28,21.65,28.03,24.58,21.13
18127,20.22,19.71,19.2,19.65,20.1,16.12,12.13
18129,19.48,16.38,13.28,16.38,19.49,15.09,10.69
18131,37.73,36.57,35.4,38.84,42.29,38.65,35.01
18133,10.92,13.51,16.11,24.86,33.6,30.16,26.73
18135,54.25,57.37,60.49,58.94,57.39,47.5,37.62
18137,6.65,10.96,15.28,21.91,28.54,28.44,28.33
18139,47.28,56.04,64.79,65.31,65.83,54.81,43.79
18141,59.15,59.46,59.76,57.89,56.02,52.32,48.63
18143,71.73,55.4,39.06,47.22,55.38,63.35,71.32
18145,25.25,27.29,29.32,27.7,26.08,24.36,22.63
18147,22.99,18.64,14.29,14.63,14.97,20.04,25.11
18149,63.13,56.63,50.14,47.63,45.13,55.24,65.34
18151,19.48,18.13,16.78,20.88,24.97,24.12,23.27
18153,63.8,62.14,60.49,49.43,38.38,52.91,67.44
18155,74.18,77.57,80.96,80.08,79.2,81.47,83.74
18157,81.6,81.79,81.98,81.39,80.8,75.14,69.48
18159,10.7,9.71,8.72,8.55,8.38,14.28,20.18
18161,16.36,14.31,12.26,12.18,12.1,15.5,18.91
18163,50.53,54.54,58.55,62.81,67.07,61.91,56.75
18165,27.67,31.54,35.4,44.14,52.87,55.82,58.78
18167,72.21,74.32,76.44,75.2,73.95,74.09,74.22
18169,42.02,36.34,30.66,33.19,35.73,39.76,43.79
18171,3.25,4.66,6.08,13.61,21.15,17.77,14.39
18173,9.58,10.92,12.26,9.49,6.72,4.82,2.93
18175,43.97,44.52,45.08,41.73,38.38,46.67,54.96
18177,77.49,76.14,74.79,67.55,60.32,61.02,61.71
18179,19.48,24.75,30.02,22.76,15.51,16.6,17.7
18181,18.18,16.46,14.74,13.2,11.66,17.34,23.01
18183,8.47,8.83,9.2,11.56,13.92,14.42,14.93
19001,7.32,10.3,13.28,13.34,13.41,23.28,33.16
19003,17.86,15.84,13.82,20.92,28.03,28.68,29.34
19005,21.43,18.53,15.63,15.57,15.51,21.58,27.66
19007,37.15,44.74,52.34,55.61,58.89,70.23,81.57
19009,10.7,17.37,24.04,22.07,20.1,23.42,26.73
19011,7.67,9.17,10.67,12.3,13.92,11.54,9.17
19013,52.98,50.55,48.11,53.21,58.31,55.73,53.15
19015,16.36,16.24,16.11,12.1,8.09,9.39,10.69
19017,5.41,4.98,4.55,6.68,8.82,7.38,5.95
19019,8.88,9.78,10.67,13.09,15.51,11.7,7.89
19021,24.67,29.75,34.83,36.27,37.71,39.82,41.92
19023,9.58,9.39,9.2,12.08,14.97,21.65,28.33
19025,40.69,42.54,44.38,42.0,39.62,38.33,37.05
19027,11.17,11.49,11.81,11.95,12.1,18.24,24.38
19029,32.35,39.35,46.35,37.44,28.54,35.96,43.38
19031,5.86,4.36,2.87,3.25,3.63,4.79,5.95
19033,35.31,33.46,31.61,29.33,27.04,24.42,21.8
19035,10.92,18.05,25.18,20.96,16.75,25.48,34.21
19037,12.23,11.06,9.9,8.01,6.11,9.77,13.43
19039,60.39,56.14,51.89,49.56,47.23,61.87,76.51
19041,16.36,21.06,25.76,28.85,31.94,27.11,22.28
19043,21.43,19.42,17.41,15.22,13.03,30.61,48.19
19045,37.73,37.18,36.64,34.86,33.09,41.0,48.92
19047,63.8,72.8,81.79,69.27,56.75,60.4,64.04
19049,3.5,2.5,1.5,2.12,2.74,2.36,1.97
19051,82.39,75.61,68.83,50.96,33.09,22.37,11.65
19053,66.7,72.68,78.67,77.95,77.23,71.28,65.34
19055,6.97,9.87,12.77,11.62,10.48,10.36,10.25
19057,45.85,51.24,56.64,55.32,54.01,50.78,47.55
19059,3.25,3.39,3.53,5.81,8.09,10.98,13.88
19061,20.98,25.15,29.32,29.38,29.43,23.56,17.7
19063,22.0,29.32,36.64,34.29,31.94,26.06,20.18
19065,28.33,30.98,33.62,33.61,33.6,40.9,48.19
19067,34.51,37.16,39.8,47.91,56.02,43.06,30.11
19069,35.31,39.47,43.62,40.02,36.43,48.66,60.88
19071,14.29,15.85,17.41,16.46,15.51,21.38,27.24
19073,32.35,25.24,18.12,15.36,12.61,17.2,21.8
19075,3.5,2.77,2.04,2.54,3.03,3.19,3.34
19077,20.22,19.17,18.12,21.82,25.51,20.42,15.34
19079,24.23,21.72,19.2,17.98,16.75,12.74,8.72
19081,8.15,10.2,12.26,10.32,8.38,13.8,19.22
19083,10.7,8.71,6.72,7.26,7.8,19.43,31.06
19085,11.17,14.29,17.41,18.45,19.49,18.37,17.25
19087,50.53,43.58,36.64,30.16,23.69,28.42,33.16
19089,26.11,25.08,24.04,27.32,30.61,22.24,13.88
19091,22.99,29.82,36.64,33.04,29.43,37.17,44.91
19093,35.94,28.22,20.5,21.12,21.75,27.22,32.69
19095,11.75,12.78,13.82,11.32,8.82,8.52,8.21
19097,18.18,28.12,38.05,35.83,33.6,35.91,38.22
19099,19.48,15.46,11.43,14.42,17.42,16.54,15.66
19101,36.68,43.08,49.47,47.65,45.83,50.72,55.6
19103,59.79,62.0,64.22,66.9,69.59,63.17,56.75
19105,13.47,15.79,18.12,18.8,19.49,23.91,28.33
19107,29.83,30.72,31.61,26.38,21.15,32.26,43.38
19109,7.32,10.3,13.28,15.35,17.42,24.06,30.71
19111,50.53,52.59,54.66,53.76,52.87,47.4,41.92
19113,10.92,11.36,11.81,13.66,15.51,16.18,16.84
19115,23.56,26.79,30.02,27.76,25.51,20.22,14.93
19117,46.55,32.34,18.12,24.36,30.61,41.88,53.15
19119,5.41,3.56,1.72,1.44,1.15,3.68,6.21
19121,7.67,5.54,3.41,3.78,4.14,3.23,2.32
19123,40.02,39.27,38.52,42.88,47.23,47.18,47.14
19125,11.17,12.73,14.29,15.52,16.75,12.48,8.21
19127,23.56,21.14,18.72,21.5,24.27,28.13,31.99
19129,3.79,5.48,7.16,9.15,11.15,9.07,7.0
19131,18.18,14.42,10.67,11.85,13.03,15.66,18.3
19133,20.22,31.17,42.12,49.07,56.02,45.52,35.01
19135,17.29,25.76,34.22,31.83,29.43,31.6,33.77
19137,54.98,50.67,46.35,52.62,58.89,54.28,49.68
19139,33.24,28.22,23.21,21.89,20.57,24.76,28.96
19141,13.47,12.45,11.43,14.09,16.75,27.48,38.22
19143,6.02,11.4,16.78,24.02,31.27,24.26,17.25
19145,31.14,38.11,45.08,36.81,28.54,32.33,36.12
19147,12.45,11.43,10.41,7.2,3.98,5.36,6.75
19149,4.46,6.38,8.31,10.67,13.03,10.4,7.77
19151,43.27,37.44,31.61,32.35,33.09,35.36,37.62
19153,26.58,27.64,28.69,27.1,25.51,23.14,20.78
19155,31.14,28.16,25.18,25.35,25.51,28.75,31.99
19157,19.48,17.11,14.74,16.64,18.54,19.84,21.13
19159,52.56,36.53,20.5,19.99,19.49,30.7,41.92
19161,5.13,10.38,15.63,19.01,22.39,29.26,36.12
19163,28.33,28.14,27.95,29.94,31.94,28.76,25.59
19165,22.0,18.37,14.74,13.2,11.66,12.24,12.83
19167,6.97,6.16,5.35,4.89,4.43,4.17,3.91
19169,80.36,82.0,83.64,83.65,83.66,74.31,64.96
19171,26.11,29.64,33.17,32.56,31.94,34.03,36.12
19173,35.31,34.76,34.22,27.68,21.15,14.26,7.38
19175,31.68,32.06,32.44,39.49,46.53,42.08,37.62
19177,40.69,41.4,42.12,40.25,38.38,49.18,59.99
19179,68.55,65.12,61.7,58.2,54.71,64.06,73.42
19181,1.81,3.18,4.55,4.58,4.62,3.88,3.15
19183,6.97,8.44,9.9,12.2,14.49,13.82,13.14
19185,31.14,37.38,43.62,48.24,52.87,55.06,57.26
19187,47.76,48.95,50.14,51.87,53.6,53.77,53.95
19189,13.88,14.76,15.63,12.8,9.97,12.81,15.66
19191,5.13,5.78,6.43,8.79,11.15,10.7,10.25
19193,45.85,43.14,40.43,39.75,39.08,40.34,41.6
19195,29.83,23.62,17.41,15.95,14.49,10.74,7.0
