FIPS,2014 EPL_POV,2015 EPL_POV,2016 EPL_POV,2017 EPL_POV,2018 EPL_POV,2019 EPL_POV,2020 EPL_POV
19197,20.22,25.92,31.61,34.02,36.43,50.52,64.61
20001,61.67,54.89,48.11,55.02,61.94,62.99,64.04
20003,41.29,43.82,46.35,44.9,43.44,46.77,50.1
20005,63.8,67.64,71.47,70.04,68.6,53.41,38.22
20007,22.0,31.22,40.43,47.9,55.38,65.4,75.43
20009,49.25,48.92,48.58,55.98,63.38,64.17,64.96
20011,59.15,60.06,60.97,61.78,62.58,67.55,72.53
20013,69.63,55.88,42.12,43.97,45.83,52.3,58.78
20015,9.96,11.62,13.28,17.52,21.75,20.96,20.18
20017,20.22,24.77,29.32,32.15,34.97,32.16,29.34
20019,49.25,46.82,44.38,54.66,64.94,75.26,85.58
20021,61.25,57.14,53.04,47.92,42.8,55.12,67.44
20023,8.15,8.88,9.61,12.56,15.51,33.07,50.64
20025,34.51,35.58,36.64,30.8,24.97,28.26,31.54
20027,18.18,15.73,13.28,10.23,7.17,14.15,21.13
20029,57.82,45.13,32.44,32.19,31.94,48.96,65.98
20031,7.32,13.02,18.72,24.66,30.61,32.41,34.21
20033,0.73,4.52,8.31,5.82,3.34,7.01,10.69
20035,59.15,56.91,54.66,53.76,52.87,50.9,48.92
20037,79.59,80.78,81.98,81.88,81.78,81.99,82.21
20039,42.02,38.42,34.83,54.02,73.22,61.93,50.64
20041,20.22,21.06,21.9,28.1,34.3,30.52,26.73
20043,28.33,28.14,27.95,38.28,48.6,52.68,56.75
20045,65.01,68.24,71.47,72.56,73.66,63.8,53.95
20047,24.67,22.97,21.27,15.88,10.48,27.7,44.91
20049,45.85,53.41,60.97,54.78,48.6,62.81,77.02
20051,52.98,47.26,41.55,49.93,58.31,51.05,43.79
20053,8.47,8.18,7.9,16.43,24.97,21.64,18.3
20055,57.12,54.1,51.07,50.57,50.06,50.35,50.64
20057,65.01,62.99,60.97,54.1,47.23,53.74,60.25
20059,34.51,35.28,36.04,28.31,20.57,24.76,28.96
20061,29.83,29.26,28.69,30.57,32.45,49.52,66.58
20063,4.23,7.45,10.67,20.33,30.0,28.83,27.66
20065,27.67,21.89,16.11,16.23,16.34,47.52,78.71
20067,36.68,29.69,22.7,17.4,12.1,24.58,37.05
20069,10.92,9.22,7.51,5.19,2.87,2.66,2.45
20071,34.0,19.0,4.01,7.24,10.48,28.0,45.51
20073,42.79,42.17,41.55,37.0,32.45,44.86,57.26
20075,48.39,34.44,20.5,23.29,26.08,28.1,30.11
20077,46.55,42.02,37.5,48.2,58.89,61.92,64.96
20079,35.31,32.32,29.32,27.7,26.08,28.57,31.06
20081,20.22,26.33,32.44,34.08,35.73,40.32,44.91
20083,1.05,1.28,1.5,15.02,28.54,19.57,10.6
20085,11.17,9.16,7.16,12.85,18.54,22.06,25.59
20087,5.13,7.77,10.41,9.25,8.09,6.65,5.22
20089,35.94,41.75,47.56,52.48,57.39,67.08,76.77
20091,2.39,2.22,2.04,2.15,2.26,1.68,1.11
20093,6.24,18.13,30.02,54.22,78.41,68.6,58.78
20095,29.19,19.2,9.2,8.18,7.17,6.34,5.51
20097,49.25,34.64,20.03,14.7,9.36,20.21,31.06
20099,51.19,58.61,66.03,68.0,69.97,69.08,68.2
20101,12.93,11.27,9.61,23.02,36.43,37.63,38.83
20103,16.87,15.58,14.29,13.45,12.61,9.55,6.49
20105,29.83,24.52,19.2,16.56,13.92,27.92,41.92
20107,39.29,42.52,45.75,53.84,61.94,61.82,61.71
20109,9.14,10.96,12.77,9.75,6.72,25.52,44.33
20111,81.12,80.07,79.02,73.04,67.07,65.1,63.14
20113,6.02,4.54,3.06,10.59,18.12,18.92,19.73
20115,25.25,22.64,20.03,17.26,14.49,20.04,25.59
20117,29.19,20.72,12.26,13.61,14.97,18.39,21.8
20119,22.0,30.9,39.8,36.12,32.45,32.57,32.69
20121,9.96,11.36,12.77,9.97,7.17,5.89,4.61
20123,14.93,19.48,24.04,42.18,60.32,48.22,36.12
20125,63.13,66.78,70.42,71.1,71.78,74.53,77.28
20127,6.65,7.92,9.2,12.08,14.97,19.67,24.38
20129,14.93,15.1,15.28,10.69,6.11,29.82,53.53
20131,22.0,21.02,20.03,19.29,18.54,15.34,12.13
20133,52.98,63.52,74.05,71.1,68.15,65.46,62.76
20135,15.57,19.14,22.7,14.58,6.46,24.19,41.92
20137,9.58,9.6,9.61,22.67,35.73,25.84,15.95
20139,24.67,24.36,24.04,29.88,35.73,35.15,34.56
20141,56.29,58.63,60.97,50.76,40.54,45.97,51.4
20143,9.14,8.52,7.9,14.52,21.15,26.92,32.69
20145,3.79,4.17,4.55,8.1,11.66,27.52,43.38
20147,11.17,11.49,11.81,14.28,16.75,26.44,36.12
20149,11.17,10.54,9.9,13.32,16.75,12.59,8.43
20151,22.0,27.81,33.62,31.08,28.54,32.02,35.49
20153,23.56,15.14,6.72,10.32,13.92,38.76,63.59
20155,27.09,34.01,40.94,40.28,39.62,43.68,47.74
20157,34.51,28.86,23.21,23.16,23.12,31.49,39.85
20159,52.56,49.73,46.9,55.66,64.43,52.72,41.02
20161,82.01,81.9,81.79,82.87,83.95,83.29,82.62
20163,50.53,43.28,36.04,22.06,8.09,13.91,19.73
20165,14.29,9.71,5.13,11.27,17.42,21.79,26.16
20167,43.97,38.57,33.17,18.4,3.63,22.78,41.92
20169,59.15,51.76,44.38,38.42,32.45,37.18,41.92
20171,1.81,1.27,0.73,0.36,0.0,28.18,56.37
20173,43.27,44.51,45.75,45.03,44.3,43.47,42.65
20175,63.8,66.86,69.91,66.64,63.38,63.71,64.04
20177,51.19,46.66,42.12,39.28,36.43,32.7,28.96
20179,6.97,4.66,2.36,1.85,1.34,8.34,15.34
20181,65.01,61.78,58.55,66.74,74.94,40.97,7.0
20183,64.31,51.42,38.52,37.48,36.43,31.84,27.24
20185,42.79,46.77,50.75,47.52,44.3,48.92,53.53
20187,3.63,4.09,4.55,26.96,49.36,56.47,63.59
20189,29.83,47.31,64.79,67.81,70.83,62.9,54.96
20191,28.33,28.82,29.32,31.46,33.6,38.97,44.33
20193,7.32,11.03,14.74,20.12,25.51,23.65,21.8
20195,2.39,1.37,0.35,3.54,6.72,11.98,17.25
20197,2.07,2.66,3.25,2.85,2.45,3.18,3.91
20199,11.75,13.69,15.63,22.53,29.43,39.76,50.1
20201,18.18,17.79,17.41,27.56,37.71,29.6,21.48
20203,13.88,7.96,2.04,1.25,0.45,7.69,14.93
20205,66.7,61.67,56.64,51.93,47.23,51.1,54.96
20207,66.7,76.54,86.37,85.7,85.03,71.62,58.21
20209,87.93,86.37,84.81,82.0,79.2,79.94,80.68
21001,72.21,79.36,86.5,85.22,83.95,83.29,82.62
21003,70.9,64.72,58.55,66.74,74.94,73.74,72.53
21005,25.63,24.16,22.7,33.07,43.44,45.29,47.14
21007,53.49,54.08,54.66,59.8,64.94,71.11,77.28
21009,74.72,77.67,80.61,85.08,89.55,89.88,90.2
21011,92.39,90.68,88.98,85.58,82.17,85.23,88.29
21013,97.87,98.4,98.92,99.06,99.2,98.76,98.31
21015,7.67,6.88,6.08,5.65,5.22,5.22,5.22
21017,59.79,59.17,58.55,63.84,69.14,70.64,72.15
21019,71.73,71.08,70.42,72.68,74.94,70.46,65.98
21021,47.76,51.21,54.66,50.94,47.23,53.28,59.33
21023,55.65,66.9,78.16,76.55,74.94,74.93,74.92
21025,97.01,97.54,98.06,98.49,98.92,98.58,98.25
21027,63.13,61.19,59.25,63.7,68.15,72.98,77.82
21029,16.87,16.49,16.11,19.25,22.39,20.8,19.22
21031,93.16,91.28,89.4,82.82,76.24,73.91,71.58
21033,74.18,76.94,79.69,68.54,57.39,62.42,67.44
21035,78.26,84.05,89.84,88.47,87.1,82.19,77.28
21037,36.68,40.88,45.08,43.94,42.8,33.32,23.84
21039,69.63,62.14,54.66,63.94,73.22,80.21,87.21
21041,97.39,94.62,91.85,92.36,92.87,88.3,83.74
21043,66.19,67.18,68.16,80.66,93.15,92.23,91.31
21045,95.03,93.82,92.61,93.38,94.14,96.02,97.9
21047,75.14,75.79,76.44,78.06,79.68,83.74,87.81
21049,45.85,46.1,46.35,50.86,55.38,53.68,51.97
21051,98.63,99.15,99.68,99.5,99.33,99.11,98.89
21053,87.68,85.82,83.95,85.75,87.55,92.09,96.63
21055,82.01,80.96,79.91,70.51,61.11,64.98,68.84
21057,91.24,87.44,83.64,83.65,83.66,86.8,89.94
21059,47.76,50.82,53.87,56.38,58.89,59.88,60.88
21061,54.25,68.24,82.23,78.09,73.95,75.23,76.51
21063,95.83,97.04,98.25,97.77,97.29,95.89,94.49
21065,95.35,95.89,96.43,97.28,98.12,96.52,94.91
21067,69.63,69.77,69.91,69.75,69.59,60.11,50.64
21069,71.28,77.46,83.64,76.61,69.59,75.9,82.21
21071,95.73,96.24,96.75,97.34,97.93,96.54,95.16
21073,43.27,43.44,43.62,38.35,33.09,33.13,33.16
21075,88.6,90.88,93.16,95.06,96.97,96.62,96.28
21077,48.39,42.52,36.64,44.46,52.29,56.14,59.99
21079,76.31,74.18,72.05,67.72,63.38,56.53,49.68
21081,63.8,69.9,75.99,73.65,71.31,59.22,47.14
21083,65.01,66.03,67.05,68.1,69.14,75.45,81.76
21085,85.07,86.68,88.28,90.38,92.48,91.68,90.87
21087,77.49,75.48,73.48,72.4,71.31,82.44,93.57
21089,61.67,61.97,62.27,59.83,57.39,55.03,52.67
21091,49.25,54.25,59.25,47.84,36.43,43.54,50.64
21093,42.02,41.48,40.94,42.19,43.44,39.47,35.49
21095,97.39,97.46,97.52,98.3,99.08,99.0,98.92
21097,79.59,75.01,70.42,68.42,66.43,67.64,68.84
21099,90.99,89.64,88.28,85.78,83.28,87.18,91.09
21101,65.01,68.24,71.47,72.34,73.22,66.27,59.33
21103,59.15,59.82,60.49,67.97,75.45,72.14,68.84
21105,49.25,53.34,57.43,55.72,54.01,69.21,84.4
21107,57.82,55.08,52.34,61.16,69.97,72.86,75.75
21109,97.17,97.55,97.93,97.65,97.36,96.76,96.15
21111,53.49,52.69,51.89,50.98,50.06,46.36,42.65
21113,56.29,62.56,68.83,68.99,69.14,49.62,30.11
21115,89.88,91.1,92.33,89.81,87.29,90.52,93.76
21117,38.24,37.44,36.64,35.8,34.97,29.68,24.38
21119,92.2,94.74,97.29,97.77,98.25,98.43,98.6
21121,98.22,98.3,98.38,98.34,98.31,98.39,98.47
21123,61.25,57.96,54.66,54.68,54.71,56.11,57.51
21125,85.35,85.24,85.13,87.12,89.11,87.73,86.35
21127,85.93,84.94,83.95,89.12,94.3,92.98,91.66
21129,98.12,98.72,99.33,98.9,98.47,98.82,99.17
21131,86.98,92.29,97.61,98.3,98.98,97.96,96.94
21133,88.32,92.2,96.08,97.06,98.03,97.42,96.82
21135,97.99,96.46,94.94,95.3,95.67,97.23,98.79
21137,89.37,89.93,90.48,90.3,90.13,87.16,84.18
21139,45.3,41.91,38.52,40.11,41.69,43.81,45.93
21141,78.64,72.11,65.58,66.32,67.07,68.21,69.35
21143,35.94,40.51,45.08,49.54,54.01,44.75,35.49
21145,58.29,60.96,63.64,60.2,56.75,62.1,67.44
21147,99.27,99.52,99.78,99.51,99.24,99.3,99.36
21149,69.12,67.82,66.51,65.47,64.43,51.63,38.83
21151,79.59,79.92,80.26,77.39,74.52,68.5,62.48
21153,92.68,94.27,95.86,95.56,95.25,96.83,98.41
21155,55.65,63.29,70.93,79.02,87.1,84.15,81.19
21157,16.36,16.89,17.41,22.22,27.04,29.52,31.99
21159,98.25,97.88,97.52,95.64,93.76,86.09,78.42
21161,72.62,74.77,76.92,73.88,70.83,70.76,70.69
21163,50.05,49.76,49.47,39.45,29.43,30.48,31.54
21165,95.03,91.56,88.09,87.69,87.29,87.09,86.89
21167,60.39,62.98,65.58,61.95,58.31,49.44,40.58
21169,79.59,82.36,85.13,87.12,89.11,89.66,90.2
21171,90.83,91.5,92.17,91.39,90.61,90.74,90.87
21173,89.75,90.05,90.35,85.8,81.24,76.89,72.53
21175,95.96,92.9,89.84,90.62,91.4,89.84,88.29
21177,78.0,76.03,74.05,70.75,67.45,67.82,68.2
21179,57.82,48.17,38.52,31.4,24.27,17.69,11.11
21181,50.05,70.95,91.85,92.4,92.96,90.0,87.05
21183,81.6,80.76,79.91,80.24,80.57,76.99,73.42
21185,2.39,2.22,2.04,2.0,1.97,1.48,0.99
21187,43.27,53.09,62.91,62.01,61.11,59.95,58.78
21189,99.49,99.24,98.98,98.86,98.73,96.94,95.16
21191,42.02,43.2,44.38,56.49,68.6,60.0,51.4
21193,92.3,93.18,94.05,94.43,94.81,90.42,86.03
21195,87.36,88.92,90.48,92.24,94.01,93.49,92.97
21197,93.54,92.7,91.85,88.35,84.84,82.34,79.85
21199,91.24,90.66,90.07,89.44,88.82,87.2,85.58
21201,92.3,90.55,88.79,91.8,94.81,88.72,82.62
21203,89.37,88.03,86.69,84.43,82.17,85.37,88.57
21205,91.24,91.45,91.66,92.48,93.31,93.74,94.18
21207,92.87,92.88,92.9,92.04,91.18,86.8,82.43
21209,15.98,17.35,18.72,25.0,31.27,22.2,13.14
21211,26.11,29.28,32.44,33.7,34.97,30.04,25.11
21213,71.28,71.1,70.93,62.82,54.71,41.18,27.66
21215,3.25,9.26,15.28,12.62,9.97,11.92,13.88
21217,84.3,87.39,90.48,90.55,90.61,74.97,59.33
21219,72.62,66.19,59.76,65.1,70.45,69.96,69.48
21221,45.85,49.44,53.04,37.71,22.39,36.24,50.1
21223,52.56,58.68,64.79,69.66,74.52,64.24,53.95
21225,94.81,91.31,87.81,86.74,85.67,74.86,64.04
21227,68.55,70.01,71.47,69.46,67.45,67.22,67.0
21229,54.25,58.26,62.27,62.42,62.58,51.58,40.58
21231,90.39,90.69,90.99,91.08,91.18,91.36,91.53
21233,38.78,57.18,75.58,80.5,85.41,83.3,81.19
21235,87.36,90.42,93.47,93.39,93.31,90.94,88.57
21237,99.81,99.73,99.65,98.82,97.99,98.92,99.84
21239,29.19,35.37,41.55,43.69,45.83,32.52,19.22
22001,72.62,75.01,77.4,83.48,89.55,88.5,87.46
22003,54.25,52.66,51.07,62.36,73.66,66.5,59.33
22005,28.33,26.04,23.75,26.14,28.54,20.34,12.13
22007,55.65,61.35,67.05,67.25,67.45,75.6,83.74
22009,81.12,83.6,86.09,87.96,89.84,92.16,94.49
22011,66.19,68.31,70.42,68.42,66.43,63.65,60.88
22013,93.54,91.8,90.07,93.33,96.59,97.45,98.31
22015,34.0,41.29,48.58,54.84,61.11,61.8,62.48
22017,77.49,80.72,83.95,86.06,88.18,87.82,87.46
22019,57.12,58.44,59.76,62.1,64.43,63.07,61.71
22021,71.73,81.04,90.35,92.58,94.81,91.8,88.8
22023,6.43,8.02,9.61,15.09,20.57,42.76,64.96
22025,76.92,76.96,77.01,81.21,85.41,85.05,84.69
22027,95.45,95.94,96.43,96.91,97.39,98.28,99.17
22029,97.39,97.39,97.39,96.28,95.16,96.9,98.63
22031,89.59,91.1,92.61,92.15,91.69,87.06,82.43
22033,69.63,71.28,72.94,72.36,71.78,65.56,59.33
22035,99.9,99.94,99.97,99.94,99.9,99.92,99.94
22037,63.13,61.44,59.76,68.0,76.24,55.62,35.01
22039,90.58,92.66,94.75,94.96,95.16,96.62,98.09
22041,96.98,97.06,97.13,96.52,95.92,96.13,96.34
22043,62.4,66.41,70.42,74.1,77.77,73.3,68.84
22045,74.72,74.76,74.79,79.37,83.95,83.84,83.74
22047,71.28,69.42,67.56,69.01,70.45,69.18,67.92
22049,88.6,91.18,93.76,93.54,93.31,86.78,80.24
22051,54.25,53.3,52.34,53.52,54.71,52.68,50.64
22053,78.64,76.06,73.48,74.86,76.24,72.22,68.2
22055,51.19,53.28,55.36,58.65,61.94,60.36,58.78
22057,40.02,44.06,48.11,52.07,56.02,61.0,65.98
22059,58.68,72.39,86.09,85.56,85.03,75.8,66.58
22061,96.82,96.98,97.13,97.02,96.91,96.46,96.02
22063,34.51,38.32,42.12,36.36,30.61,28.1,25.59
22065,99.4,99.43,99.46,99.36,99.27,99.04,98.82
22067,93.16,94.38,95.61,95.83,96.05,96.28,96.5
22069,92.96,94.52,96.08,97.28,98.47,97.6,96.72
22071,93.86,93.1,92.33,91.76,91.18,88.89,86.6
22073,87.93,88.01,88.09,88.82,89.55,88.92,88.29
22075,34.51,47.14,59.76,68.3,76.85,67.53,58.21
22077,64.31,67.11,69.91,70.84,71.78,74.8,77.82
22079,76.06,75.82,75.58,75.91,76.24,73.91,71.58
22081,80.36,82.74,85.13,86.98,88.82,89.51,90.2
22083,78.26,83.04,87.81,92.06,96.31,96.32,96.34
22085,81.12,77.03,72.94,74.9,76.85,80.52,84.18
22087,56.29,65.94,75.58,76.68,77.77,82.06,86.35
22089,26.58,28.3,30.02,29.28,28.54,25.17,21.8
22091,94.94,94.59,94.24,88.01,81.78,84.19,86.6
22093,54.98,54.82,54.66,59.02,63.38,64.52,65.66
22095,59.15,62.59,66.03,70.28,74.52,63.6,52.67
22097,93.86,94.29,94.72,95.45,96.18,94.64,93.09
22099,66.7,63.6,60.49,64.54,68.6,68.02,67.44
22101,82.01,81.7,81.38,77.95,74.52,77.85,81.19
22103,16.87,19.07,21.27,23.12,24.97,24.4,23.84
22105,79.59,81.62,83.64,84.34,85.03,81.73,78.42
22107,98.92,98.57,98.22,98.88,99.55,99.34,99.14
22109,62.4,69.2,75.99,79.97,83.95,77.64,71.32
22111,94.62,92.23,89.84,81.27,72.71,80.09,87.46
22113,57.82,59.16,60.49,64.54,68.6,67.8,67.0
22115,31.14,36.63,42.12,54.28,66.43,66.2,65.98
22117,90.99,91.8,92.61,93.52,94.43,93.68,92.93
22119,85.07,87.33,89.59,91.68,93.76,96.13,98.5
22121,67.62,72.03,76.44,66.23,56.02,49.9,43.79
22123,92.39,90.1,87.81,87.36,86.91,82.9,78.9
22125,59.79,54.63,49.47,49.42,49.36,33.3,17.25
22127,90.7,91.02,91.34,90.34,89.33,81.51,73.68
23001,50.05,47.22,44.38,41.73,39.08,39.83,40.58
23003,56.29,59.6,62.91,64.67,66.43,65.52,64.61
23005,22.0,21.64,21.27,19.01,16.75,12.26,7.77
23007,44.54,42.17,39.8,36.12,32.45,41.54,50.64
23009,37.15,32.24,27.32,26.7,26.08,23.6,21.13
23011,33.24,38.04,42.85,41.24,39.62,39.22,38.83
23013,19.48,22.62,25.76,25.01,24.27,22.22,20.18
23015,20.98,24.15,27.32,29.3,31.27,29.0,26.73
23017,48.39,52.52,56.64,57.01,57.39,55.96,54.52
23019,54.98,54.42,53.87,54.94,56.02,51.37,46.72
23021,72.62,75.01,77.4,76.42,75.45,73.8,72.15
23023,21.43,20.08,18.72,18.07,17.42,14.98,12.54
23025,56.29,60.54,64.79,70.36,75.92,78.92,81.92
23027,53.49,52.69,51.89,47.66,43.44,39.47,35.49
23029,68.13,66.46,64.79,68.75,72.71,72.8,72.88
23031,15.98,13.9,11.81,10.89,9.97,8.67,7.38
24001,57.82,59.4,60.97,61.04,61.11,62.12,63.14
24003,1.56,1.96,2.36,2.62,2.87,2.42,1.97
24005,9.14,10.28,11.43,12.68,13.92,12.51,11.11
24009,1.31,1.68,2.04,1.69,1.34,0.97,0.6
24011,44.54,51.9,59.25,54.31,49.36,49.14,48.92
24013,0.96,1.23,1.5,1.48,1.46,1.16,0.86
24015,15.98,17.05,18.12,16.54,14.97,15.46,15.95
24017,4.62,5.07,5.51,4.27,3.03,2.98,2.93
24019,54.98,56.76,58.55,57.65,56.75,58.04,59.33
24021,1.81,2.91,4.01,4.61,5.22,3.88,2.55
24023,31.68,31.17,30.66,23.7,16.75,23.9,31.06
24025,4.93,5.22,5.51,6.11,6.72,5.43,4.14
24027,0.67,0.64,0.6,1.21,1.82,1.46,1.11
24029,22.99,24.64,26.3,29.7,33.09,30.71,28.33
24031,3.25,3.39,3.53,4.07,4.62,4.38,4.14
24033,11.75,12.51,13.28,12.94,12.61,10.89,9.17
24035,4.23,3.61,2.99,2.48,1.97,2.21,2.45
24037,2.96,4.41,5.86,7.61,9.36,8.06,6.75
24039,86.34,88.34,90.35,85.43,80.51,80.38,80.24
24041,14.93,17.48,20.03,17.77,15.51,12.88,10.25
24043,27.67,30.06,32.44,34.08,35.73,31.7,27.66
24045,58.29,56.08,53.87,53.37,52.87,53.41,53.95
24047,18.18,16.9,15.63,15.06,14.49,16.1,17.7
24510,87.68,86.88,86.09,85.28,84.46,79.52,74.57
25001,11.75,9.46,7.16,6.06,4.97,4.79,4.61
25003,27.67,28.18,28.69,27.86,27.04,23.61,20.18
25005,27.67,28.5,29.32,28.68,28.03,24.92,21.8
25007,19.48,14.94,10.41,9.25,8.09,6.94,5.79
25009,19.48,21.09,22.7,22.91,23.12,20.18,17.25
25011,23.56,23.13,22.7,21.92,21.15,22.49,23.84
25013,59.79,61.03,62.27,64.05,65.83,60.4,54.96
25015,35.94,39.78,43.62,41.62,39.62,27.96,16.3
25017,6.65,6.9,7.16,7.48,7.8,5.7,3.6
25019,9.58,12.84,16.11,13.63,11.15,7.77,4.39
25021,2.39,2.82,3.25,3.54,3.82,2.84,1.85
25023,4.93,5.68,6.43,6.58,6.72,5.04,3.37
25025,78.0,76.79,75.58,75.75,75.92,65.76,55.6
25027,21.43,22.32,23.21,22.18,21.15,16.99,12.83
26001,47.28,46.18,45.08,51.7,58.31,57.34,56.37
26003,35.94,34.78,33.62,31.08,28.54,32.79,37.05
26005,34.51,29.53,24.55,22.56,20.57,19.13,17.7
26007,58.68,56.28,53.87,50.55,47.23,56.28,65.34
26009,37.15,34.8,32.44,31.86,31.27,28.72,26.16
26011,66.7,69.08,71.47,71.39,71.31,63.46,55.6
26013,44.54,45.14,45.75,53.43,61.11,61.0,60.88
26015,18.91,15.17,11.43,11.54,11.66,10.1,8.53
26017,46.55,48.65,50.75,54.53,58.31,54.86,51.4
26019,24.23,23.06,21.9,18.7,15.51,19.07,22.63
26021,59.15,61.68,64.22,63.08,61.94,61.41,60.88
26023,63.13,63.67,64.22,59.46,54.71,58.6,62.48
26025,57.12,57.84,58.55,61.49,64.43,60.97,57.51
26027,38.24,41.66,45.08,38.51,31.94,28.52,25.11
26029,32.35,30.52,28.69,26.19,23.69,21.46,19.22
26031,60.39,64.27,68.16,59.11,50.06,51.36,52.67
26033,66.19,64.55,62.91,67.81,72.71,69.34,65.98
26035,92.96,90.62,88.28,88.44,88.6,86.88,85.17
26037,21.43,22.32,23.21,18.85,14.49,12.07,9.64
26039,40.02,49.89,59.76,56.89,54.01,60.3,66.58
26041,57.12,56.62,56.13,47.88,39.62,44.65,49.68
26043,32.35,37.6,42.85,41.24,39.62,33.98,28.33
26045,14.93,18.1,21.27,22.19,23.12,16.68,10.25
26047,17.86,17.64,17.41,16.46,15.51,19.39,23.27
26049,78.0,78.51,79.02,78.58,78.15,73.37,68.59
26051,72.62,74.53,76.44,73.88,71.31,72.1,72.88
26053,74.72,76.06,77.4,74.11,70.83,70.76,70.69
26055,22.0,17.91,13.82,16.65,19.49,18.9,18.3
26057,66.7,68.56,70.42,71.1,71.78,65.56,59.33
26059,73.77,70.96,68.16,63.24,58.31,59.6,60.88
26061,81.6,83.36,85.13,83.45,81.78,79.66,77.53
26063,45.85,42.18,38.52,37.94,37.36,42.55,47.74
26065,82.01,82.57,83.13,81.16,79.2,71.62,64.04
26067,45.3,43.12,40.94,38.68,36.43,31.58,26.73
26069,65.01,61.46,57.91,59.51,61.11,65.69,70.27
26071,40.02,49.89,59.76,52.03,44.3,53.0,61.71
26073,97.26,96.44,95.61,94.81,94.01,91.79,89.56
26075,58.68,57.66,56.64,50.89,45.13,42.2,39.27
26077,68.55,65.12,61.7,60.3,58.89,51.9,44.91
26079,55.65,56.54,57.43,61.18,64.94,64.95,64.96
26081,45.85,45.46,45.08,40.02,34.97,31.65,28.33
26083,61.67,60.11,58.55,44.91,31.27,21.46,11.65
26085,96.53,95.14,93.76,91.54,89.33,90.37,91.41
26087,21.43,18.77,16.11,17.8,19.49,21.25,23.01
26089,18.18,13.45,8.72,6.03,3.34,4.78,6.21
26091,39.29,40.42,41.55,37.0,32.45,33.33,34.21
26093,1.69,1.77,1.85,2.05,2.26,1.99,1.72
26095,73.32,76.36,79.4,70.99,62.58,60.04,57.51
26097,47.28,47.93,48.58,52.98,57.39,59.8,62.22
26099,28.33,27.32,26.3,26.44,26.59,22.91,19.22
26101,60.39,56.36,52.34,44.85,37.36,35.57,33.77
26103,54.25,55.19,56.13,58.62,61.11,54.33,47.55
26105,48.39,50.72,53.04,52.67,52.29,54.52,56.75
26107,85.61,85.15,84.69,83.88,83.06,78.64,74.22
26109,43.27,44.81,46.35,41.39,36.43,36.58,36.73
26111,31.14,29.69,28.24,25.96,23.69,23.16,22.63
26113,50.05,47.9,45.75,50.56,55.38,52.15,48.92
26115,22.99,21.1,19.2,20.8,22.39,21.58,20.78
26117,67.62,64.3,60.97,61.45,61.94,52.66,43.38
26119,47.76,50.82,53.87,58.22,62.58,62.86,63.14
26121,74.72,74.1,73.48,69.66,65.83,59.89,53.95
26123,70.23,68.13,66.03,67.81,69.59,64.92,60.25
26125,14.93,13.85,12.77,11.96,11.15,8.47,5.79
26127,74.72,74.76,74.79,69.86,64.94,65.76,66.58
26129,78.89,77.08,75.26,69.84,64.43,68.92,73.42
26131,51.19,49.04,46.9,50.25,53.6,59.47,65.34
26133,82.01,83.41,84.81,81.02,77.23,71.45,65.66
26135,67.62,70.28,72.94,70.01,67.07,60.8,54.52
26137,32.35,36.39,40.43,45.85,51.27,51.62,51.97
26139,16.36,15.32,14.29,12.38,10.48,9.6,8.72
26141,34.51,35.28,36.04,42.32,48.6,50.64,52.67
26143,81.12,77.59,74.05,72.68,71.31,68.32,65.34
26145,62.4,63.31,64.22,66.68,69.14,66.59,64.04
26147,43.97,41.88,39.8,39.71,39.62,38.33,37.05
26149,60.39,56.72,53.04,54.21,55.38,54.95,54.52
26151,46.55,48.34,50.14,52.76,55.38,55.49,55.6
26153,74.18,77.57,80.96,80.76,80.57,72.08,63.59
26155,45.85,43.14,40.43,33.74,27.04,28.57,30.11
26157,44.54,47.64,50.75,52.38,54.01,51.46,48.92
26159,69.12,65.41,61.7,58.2,54.71,57.79,60.88
26161,43.97,45.43,46.9,46.36,45.83,37.08,28.33
26163,88.98,88.98,88.98,88.4,87.83,83.36,78.9
26165,67.62,68.53,69.44,64.88,60.32,56.74,53.15
27001,23.56,27.58,31.61,34.66,37.71,41.82,45.93
27003,4.62,4.8,4.97,4.0,3.03,2.98,2.93
27005,33.24,32.42,31.61,32.35,33.09,33.13,33.16
27007,75.61,73.27,70.93,71.82,72.71,72.43,72.15
27009,37.73,36.88,36.04,35.5,34.97,25.82,16.68
27011,31.14,26.92,22.7,24.87,27.04,33.81,40.58
27013,67.62,67.06,66.51,68.67,70.83,64.52,58.21
27015,6.65,6.54,6.43,6.96,7.48,8.74,9.99
27017,34.51,34.06,33.62,32.44,31.27,26.95,22.63
27019,0.22,0.24,0.25,0.27,0.29,0.24,0.19
27021,55.65,53.36,51.07,49.84,48.6,50.48,52.36
27023,18.91,19.06,19.2,18.66,18.12,28.17,38.22
27025,2.29,2.16,2.04,2.15,2.26,2.6,2.93
27027,29.19,27.48,25.76,27.15,28.54,29.8,31.06
27029,53.49,55.07,56.64,60.79,64.94,57.79,50.64
27031,7.67,16.72,25.76,31.74,37.71,30.36,23.01
27033,50.53,51.21,51.89,43.1,34.3,41.61,48.92
27035,22.99,19.89,16.78,19.26,21.75,22.51,23.27
27037,5.13,4.7,4.27,3.95,3.63,3.28,2.93
27039,2.8,2.93,3.06,2.51,1.97,1.97,1.97
27041,12.93,10.82,8.72,9.04,9.36,9.5,9.64
27043,31.14,30.58,30.02,29.28,28.54,27.89,27.24
