FIPS,2014 EPL_NOVEH,2015 EPL_NOVEH,2016 EPL_NOVEH,2017 EPL_NOVEH,2018 EPL_NOVEH,2019 EPL_NOVEH,2020 EPL_NOVEH
27029,71.89,71.86,71.82,76.64,81.47,85.5,89.53
27031,55.78,50.57,45.37,62.82,80.26,72.91,65.56
27033,69.79,55.83,41.87,35.99,30.12,41.88,53.63
27035,64.34,60.4,56.45,52.46,48.46,48.05,47.64
27037,24.99,24.2,23.4,23.8,24.2,26.64,29.09
27039,10.16,8.18,6.21,7.71,9.2,9.74,10.28
27041,44.51,39.62,34.73,34.27,33.81,46.61,59.42
27043,34.8,39.19,43.58,43.96,44.35,46.0,47.64
27045,74.12,69.99,65.87,61.87,57.88,55.06,52.23
27047,65.97,60.46,54.95,53.18,51.42,56.14,60.85
27049,57.15,46.7,36.26,40.3,44.35,49.64,54.93
27051,8.44,12.99,17.54,20.87,24.2,24.98,25.75
27053,90.83,90.53,90.23,90.6,90.96,89.86,88.77
27055,40.18,40.02,39.86,33.42,26.97,26.36,25.75
27057,13.34,17.7,22.06,23.13,24.2,29.96,35.71
27059,13.34,12.97,12.61,19.79,26.97,23.42,19.86
27061,51.29,47.44,43.58,43.96,44.35,45.2,46.05
27063,34.8,32.1,29.39,20.74,12.1,11.19,10.28
27065,54.6,45.43,36.26,30.23,24.2,26.64,29.09
27067,65.97,61.21,56.45,46.8,37.15,38.25,39.34
27069,26.52,27.96,29.39,34.15,38.9,34.72,30.55
27071,75.17,69.07,62.97,61.7,60.43,69.82,79.22
27073,22.03,20.55,19.07,24.6,30.12,31.29,32.46
27075,65.97,60.46,54.95,58.47,61.99,54.02,46.05
27077,14.65,24.69,34.73,19.88,5.03,8.21,11.39
27079,14.65,19.02,23.4,21.56,19.71,15.55,11.39
27081,10.73,13.48,16.24,15.98,15.73,14.68,13.62
27083,55.78,49.68,43.58,48.26,52.94,58.52,64.1
27085,19.33,17.78,16.24,23.18,30.12,32.92,35.71
27087,94.05,89.38,84.72,84.32,83.92,84.64,85.36
27089,23.62,25.62,27.63,26.63,25.63,29.04,32.46
27091,75.17,74.53,73.89,59.12,44.35,45.2,46.05
27093,23.62,25.62,27.63,38.04,48.46,43.1,37.75
27095,58.87,56.91,54.95,60.3,65.65,62.54,59.42
27097,57.15,60.7,64.25,61.65,59.06,58.59,58.12
27099,69.79,69.56,69.34,72.16,74.98,75.86,76.73
27101,18.08,20.74,23.4,24.51,25.63,34.92,44.21
27103,24.99,36.17,47.34,57.18,67.02,65.56,64.1
27105,47.63,46.5,45.37,59.92,74.47,73.69,72.92
27107,32.73,27.39,22.06,29.6,37.15,45.39,53.63
27109,55.78,60.01,64.25,61.65,59.06,59.24,59.42
27111,51.29,52.34,53.39,51.7,50.02,48.04,46.05
27113,65.97,61.21,56.45,67.2,77.94,72.56,67.19
27115,51.29,46.58,41.87,40.39,38.9,49.16,59.42
27117,62.97,51.42,39.86,55.49,71.12,69.16,67.19
27119,73.0,67.27,61.54,65.77,70.01,64.71,59.42
27121,42.38,37.68,32.98,24.36,15.73,13.0,10.28
27123,93.35,92.66,91.98,92.18,92.39,91.7,91.02
27125,71.89,76.71,81.53,60.22,38.9,44.07,49.24
27127,29.74,31.36,32.98,39.88,46.77,44.79,42.81
27129,34.8,37.33,39.86,43.32,46.77,59.2,71.64
27131,58.87,61.56,64.25,64.95,65.65,50.68,35.71
27133,47.63,28.68,9.74,7.64,5.54,15.65,25.75
27135,45.88,38.59,31.3,30.71,30.12,39.68,49.24
27137,88.03,87.06,86.09,85.31,84.53,84.28,84.02
27139,12.0,11.88,11.75,12.51,13.28,10.84,8.4
27141,9.36,8.61,7.86,9.04,10.22,15.77,21.32
27143,27.98,23.52,19.07,17.4,15.73,25.72,35.71
27145,52.98,51.66,50.33,46.29,42.25,41.64,41.02
27147,71.89,65.87,59.85,64.07,68.29,70.6,72.92
27149,62.97,56.65,50.33,60.17,70.01,59.62,49.24
27151,40.18,45.26,50.33,51.64,52.94,54.73,56.52
27153,51.29,45.58,39.86,41.06,42.25,43.23,44.21
27155,20.73,34.75,48.77,53.32,57.88,66.94,76.0
27157,18.08,18.58,19.07,18.83,18.59,28.97,39.34
27159,64.34,72.03,79.72,62.04,44.35,65.68,87.01
27161,38.2,40.89,43.58,36.85,30.12,28.82,27.53
27163,10.73,10.24,9.74,12.16,14.58,17.95,21.32
27165,52.98,41.18,29.39,26.8,24.2,34.2,44.21
27167,75.17,75.89,76.6,72.45,68.29,50.37,32.46
27169,75.17,76.76,78.35,78.51,78.67,75.16,71.64
27171,10.16,13.2,16.24,16.67,17.1,13.24,9.39
27173,18.08,22.85,27.63,32.39,37.15,43.84,50.54
28001,83.41,83.32,83.22,83.88,84.53,89.42,94.3
28003,52.98,48.28,43.58,33.89,24.2,41.81,59.42
28005,74.12,60.73,47.34,59.79,72.24,81.17,90.1
28007,87.3,87.89,88.48,89.94,91.4,92.46,93.51
28009,69.79,42.49,15.19,13.65,12.1,24.92,37.75
28011,96.05,96.02,95.99,96.32,96.66,95.26,93.86
28013,86.47,87.72,88.98,86.45,83.92,81.9,79.89
28015,12.0,13.6,15.19,23.6,32.0,30.54,29.09
28017,87.3,87.5,87.71,87.28,86.85,87.51,88.16
28019,93.09,90.79,88.48,82.16,75.84,60.95,46.05
28021,95.64,88.8,81.95,86.96,91.98,90.76,89.53
28023,77.17,73.83,70.49,59.48,48.46,53.29,58.12
28025,88.03,87.4,86.76,81.3,75.84,81.18,86.51
28027,97.71,97.3,96.88,96.69,96.5,96.52,96.53
28029,86.47,83.1,79.72,76.55,73.38,78.05,82.72
28031,54.6,60.23,65.87,45.75,25.63,35.84,46.05
28033,5.48,7.61,9.74,9.98,10.22,9.31,8.4
28035,80.32,78.86,77.4,76.19,74.98,77.76,80.55
28037,26.52,40.74,54.95,37.33,19.71,17.88,16.04
28039,45.88,29.24,12.61,25.76,38.9,48.51,58.12
28041,40.18,41.88,43.58,26.06,8.53,20.5,32.46
28043,75.96,73.23,70.49,75.02,79.56,81.79,84.02
28045,17.13,19.6,22.06,35.26,48.46,57.01,65.56
28047,32.73,40.03,47.34,53.88,60.43,58.48,56.52
28049,74.12,77.42,80.71,78.78,76.85,74.24,71.64
28051,97.04,95.58,94.11,94.66,95.22,96.67,98.12
28053,97.29,97.68,98.06,98.09,98.12,98.31,98.5
28055,98.5,98.56,98.63,97.98,97.33,97.7,98.06
28057,7.7,10.87,14.04,16.88,19.71,20.52,21.32
28059,22.03,25.71,29.39,25.26,21.14,23.44,25.75
28061,75.96,57.05,38.14,47.2,56.26,65.8,75.33
28063,97.17,97.56,97.96,97.07,96.18,90.1,84.02
28065,95.86,93.04,90.23,88.27,86.31,70.62,54.93
28067,58.87,57.66,56.45,54.7,52.94,54.73,56.52
28069,90.83,91.4,91.98,93.28,94.59,89.64,84.69
28071,23.62,21.34,19.07,25.54,32.0,42.12,52.23
28073,26.52,27.08,27.63,32.39,37.15,41.6,46.05
28075,73.0,78.86,84.72,83.78,82.84,84.68,86.51
28077,58.87,60.2,61.54,48.63,35.72,32.4,29.09
28079,73.0,76.36,79.72,82.12,84.53,87.03,89.53
28081,40.18,43.76,47.34,51.8,56.26,55.59,54.93
28083,96.72,97.04,97.36,97.28,97.2,96.86,96.53
28085,22.03,23.49,24.96,41.42,57.88,46.79,35.71
28087,80.32,77.1,73.89,70.46,67.02,69.33,71.64
28089,26.52,23.45,20.38,15.3,10.22,13.83,17.44
28091,80.32,78.86,77.4,78.04,78.67,78.15,77.63
28093,49.32,46.45,43.58,42.92,42.25,30.4,18.56
28095,77.94,76.34,74.75,68.37,61.99,57.81,53.63
28097,82.84,79.36,75.87,66.06,56.26,54.24,52.23
28099,47.63,51.29,54.95,67.26,79.56,86.22,92.87
28101,57.15,61.51,65.87,57.16,48.46,51.7,54.93
28103,97.04,97.42,97.8,96.99,96.18,95.02,93.86
28105,60.17,59.09,58.01,57.14,56.26,58.56,60.85
28107,85.86,78.84,71.82,66.9,61.99,60.7,59.42
28109,62.97,56.65,50.33,37.26,24.2,19.53,14.86
28111,29.74,42.34,54.95,54.68,54.41,42.48,30.55
28113,94.05,93.9,93.76,89.15,84.53,70.53,56.52
28115,27.98,28.68,29.39,40.4,51.42,53.97,56.52
28117,64.34,48.66,32.98,53.18,73.38,72.51,71.64
28119,95.86,93.6,91.34,94.44,97.55,97.96,98.38
28121,8.44,7.74,7.04,5.44,3.85,3.76,3.66
28123,93.35,94.7,96.05,95.24,94.43,93.86,93.28
28125,98.31,98.06,97.8,97.93,98.06,97.01,95.96
28127,61.76,65.55,69.34,71.36,73.38,58.79,44.21
28129,64.34,71.57,78.8,60.53,42.25,52.48,62.7
28131,15.79,16.67,17.54,14.82,12.1,32.16,52.23
28133,95.38,93.82,92.26,93.74,95.22,94.89,94.56
28135,96.05,93.34,90.64,91.62,92.61,94.22,95.83
28137,19.33,37.14,54.95,47.88,40.82,26.1,11.39
28139,64.34,62.94,61.54,51.9,42.25,41.64,41.02
28141,64.34,45.98,27.63,39.52,51.42,40.25,29.09
28143,85.86,90.38,94.91,91.39,87.87,91.52,95.16
28145,36.52,38.19,39.86,43.32,46.77,37.15,27.53
28147,38.2,39.03,39.86,44.16,48.46,51.7,54.93
28149,77.94,76.9,75.87,75.86,75.84,77.53,79.22
28151,97.58,97.23,96.88,97.04,97.2,97.44,97.68
28153,49.32,49.04,48.77,52.52,56.26,68.4,80.55
28155,75.96,63.15,50.33,46.29,42.25,48.59,54.93
28157,96.31,96.42,96.53,95.48,94.43,89.56,84.69
28159,92.2,90.18,88.16,84.82,81.47,80.34,79.22
28161,80.32,77.54,74.75,74.06,73.38,69.47,65.56
28163,96.53,94.77,93.0,88.76,84.53,86.34,88.16
29001,84.59,83.27,81.95,78.9,75.84,74.86,73.87
29003,19.33,12.77,6.21,12.96,19.71,21.84,23.97
29005,47.63,52.82,58.01,54.01,50.02,43.88,37.75
29007,62.97,64.42,65.87,66.44,67.02,56.54,46.05
29009,14.65,18.36,22.06,27.03,32.0,26.66,21.32
29011,64.34,75.77,87.2,86.24,85.29,82.59,79.89
29013,60.17,48.22,36.26,36.7,37.15,53.32,69.48
29015,60.17,56.05,51.93,57.58,63.23,63.66,64.1
29017,31.36,34.75,38.14,36.93,35.72,46.92,58.12
29019,42.38,47.16,51.93,53.17,54.41,55.47,56.52
29021,87.3,86.01,84.72,85.52,86.31,87.92,89.53
29023,71.89,76.92,81.95,79.4,76.85,78.04,79.22
29025,23.62,22.84,22.06,46.03,70.01,70.82,71.64
29027,29.74,34.8,39.86,40.34,40.82,27.22,13.62
29029,14.65,16.1,17.54,15.41,13.28,12.34,11.39
29031,64.34,60.4,56.45,57.76,59.06,51.64,44.21
29033,74.12,76.92,79.72,84.78,89.84,78.52,67.19
29035,91.95,90.7,89.46,89.19,88.92,88.2,87.49
29037,10.73,12.38,14.04,13.07,12.1,14.77,17.44
29039,29.74,24.4,19.07,36.0,52.94,65.28,77.63
29041,42.38,33.67,24.96,22.34,19.71,28.73,37.75
29043,12.0,10.87,9.74,8.78,7.83,6.48,5.12
29045,27.98,32.12,36.26,58.26,80.26,80.4,80.55
29047,15.79,17.43,19.07,22.35,25.63,27.36,29.09
29049,10.73,11.67,12.61,12.35,12.1,21.32,30.55
29051,60.17,60.85,61.54,63.6,65.65,67.12,68.59
29053,44.51,34.74,24.96,35.86,46.77,47.2,47.64
29055,55.78,42.58,29.39,25.26,21.14,36.68,52.23
29057,23.62,24.29,24.96,23.72,22.48,34.26,46.05
29059,57.15,65.52,73.89,65.07,56.26,51.95,47.64
29061,73.0,71.74,70.49,75.37,80.26,81.25,82.24
29063,62.97,52.42,41.87,53.06,64.25,53.53,42.81
29065,65.97,70.36,74.75,70.88,67.02,59.62,52.23
29067,13.34,14.26,15.19,14.24,13.28,9.2,5.12
29069,91.09,89.62,88.16,89.2,90.23,90.4,90.58
29071,38.2,38.17,38.14,35.98,33.81,26.83,19.86
29073,32.73,29.52,26.3,23.0,19.71,24.4,29.09
29075,36.52,30.74,24.96,39.68,54.41,45.06,35.71
29077,57.15,57.58,58.01,62.52,67.02,69.97,72.92
29079,85.86,86.78,87.71,84.86,82.01,88.68,95.35
29081,17.13,20.26,23.4,32.11,40.82,56.23,71.64
29083,40.18,42.78,45.37,54.81,64.25,65.72,67.19
29085,26.52,34.2,41.87,31.5,21.14,14.16,7.19
29087,57.15,69.55,81.95,81.98,82.01,62.41,42.81
29089,69.79,51.38,32.98,23.13,13.28,12.92,12.57
29091,75.96,66.98,58.01,64.57,71.12,71.38,71.64
29093,87.71,89.52,91.34,86.4,81.47,78.4,75.33
29095,88.03,87.62,87.2,86.46,85.71,84.58,83.45
29097,62.97,58.18,53.39,56.22,59.06,59.96,60.85
29099,24.99,25.64,26.3,21.02,15.73,15.3,14.86
29101,29.74,40.84,51.93,50.2,48.46,46.34,44.21
29103,61.76,57.58,53.39,50.08,46.77,26.3,5.82
29105,54.6,57.22,59.85,54.94,50.02,57.06,64.1
29107,45.88,52.87,59.85,62.05,64.25,47.4,30.55
29109,60.17,60.85,61.54,55.78,50.02,46.41,42.81
29111,51.29,48.33,45.37,49.89,54.41,58.56,62.7
29113,18.08,17.16,16.24,15.98,15.73,18.52,21.32
29115,78.83,74.66,70.49,50.3,30.12,27.04,23.97
29117,36.52,48.18,59.85,50.33,40.82,45.03,49.24
29119,34.8,44.1,53.39,50.92,48.46,43.9,39.34
29121,38.2,50.58,62.97,65.0,67.02,73.78,80.55
29123,75.96,72.02,68.07,66.16,64.25,66.42,68.59
29125,12.0,22.49,32.98,58.23,83.48,80.55,77.63
29127,77.94,78.37,78.8,73.54,68.29,65.49,62.7
29129,69.79,67.83,65.87,55.11,44.35,37.45,30.55
29131,42.38,25.55,8.72,14.22,19.71,19.13,18.56
29133,94.91,93.12,91.34,94.0,96.66,97.55,98.44
29135,64.34,61.18,58.01,61.13,64.25,66.86,69.48
29137,31.36,45.6,59.85,60.14,60.43,72.9,85.36
29139,40.18,38.22,36.26,29.37,22.48,19.96,17.44
29141,81.12,82.17,83.22,83.57,83.92,89.8,95.67
29143,90.13,90.38,90.64,89.52,88.41,85.56,82.72
29145,49.32,42.79,36.26,34.13,32.0,36.51,41.02
29147,67.53,57.44,47.34,34.24,21.14,40.28,59.42
29149,45.88,50.42,54.95,41.71,28.46,26.22,23.97
29151,32.73,37.3,41.87,33.75,25.63,25.69,25.75
29153,54.6,63.21,71.82,62.38,52.94,56.18,59.42
29155,94.46,95.0,95.54,96.69,97.84,97.92,97.99
29157,42.38,33.67,24.96,24.58,24.2,27.38,30.55
29159,71.89,73.88,75.87,76.9,77.94,73.26,68.59
29161,62.97,63.61,64.25,65.64,67.02,65.56,64.1
29163,61.76,58.36,54.95,53.94,52.94,58.52,64.1
29165,31.36,30.37,29.39,28.18,26.97,25.47,23.97
29167,19.33,21.36,23.4,35.08,46.77,53.1,59.42
29169,31.36,40.06,48.77,45.51,42.25,33.11,23.97
29171,71.06,75.39,79.72,70.08,60.43,58.48,56.52
29173,34.8,23.7,12.61,14.17,15.73,13.56,11.39
29175,49.32,54.59,59.85,60.14,60.43,50.72,41.02
29177,55.78,62.56,69.34,70.23,71.12,55.23,39.34
29179,71.06,61.5,51.93,47.09,42.25,37.35,32.46
29181,36.52,53.5,70.49,73.16,75.84,74.86,73.87
29183,13.34,12.54,11.75,9.79,7.83,8.61,9.39
29185,73.0,67.99,62.97,54.87,46.77,47.2,47.64
29186,10.73,14.9,19.07,18.08,17.1,12.14,7.19
29187,71.89,69.98,68.07,65.03,61.99,66.82,71.64
29189,69.79,69.56,69.34,67.49,65.65,62.54,59.42
29195,85.86,85.71,85.55,79.46,73.38,67.12,60.85
29197,32.73,39.05,45.37,42.14,38.9,39.96,41.02
29199,42.38,55.86,69.34,61.14,52.94,51.74,50.54
29201,64.34,57.34,50.33,56.16,61.99,70.6,79.22
29203,19.33,18.44,17.54,18.62,19.71,17.28,14.86
29205,42.38,35.88,29.39,29.76,30.12,32.12,34.12
29207,61.76,63.0,64.25,63.12,61.99,60.06,58.12
29209,15.79,18.08,20.38,23.0,25.63,24.13,22.63
29211,81.12,70.48,59.85,50.33,40.82,45.68,50.54
29213,22.03,33.7,45.37,49.16,52.94,39.34,25.75
29215,40.18,46.78,53.39,56.22,59.06,68.71,78.36
29217,69.79,75.87,81.95,79.4,76.85,83.19,89.53
29219,31.36,33.81,36.26,26.0,15.73,9.52,3.31
29221,79.59,73.32,67.05,60.73,54.41,57.63,60.85
29223,60.17,62.21,64.25,72.26,80.26,66.94,53.63
29225,75.17,69.71,64.25,66.27,68.29,64.57,60.85
29227,7.13,9.87,12.61,10.57,8.53,42.26,76.0
29229,42.38,57.61,72.84,79.85,86.85,85.15,83.45
29510,99.2,99.25,99.3,99.22,99.14,99.11,99.08
30001,15.79,33.86,51.93,45.42,38.9,21.54,4.17
30003,26.52,27.08,27.63,29.82,32.0,33.86,35.71
30005,93.09,89.32,85.55,84.74,83.92,85.46,87.01
30007,14.65,9.43,4.2,3.26,2.32,2.07,1.81
30009,4.78,4.7,4.62,5.46,6.3,6.36,6.43
30011,8.44,17.37,26.3,20.44,14.58,40.07,65.56
30013,68.64,65.81,62.97,67.04,71.12,68.34,65.56
30015,45.88,42.87,39.86,46.4,52.94,56.9,60.85
30017,60.17,59.09,58.01,54.01,50.02,57.06,64.1
30019,1.62,1.59,1.56,8.64,15.73,22.41,29.09
30021,26.52,21.38,16.24,9.73,3.22,23.02,42.81
30023,68.64,74.68,80.71,79.32,77.94,76.63,75.33
30025,5.48,6.26,7.04,6.29,5.54,36.36,67.19
30027,36.52,32.96,29.39,35.1,40.82,63.42,86.03
30029,15.79,14.92,14.04,14.31,14.58,18.6,22.63
30031,20.73,20.56,20.38,16.83,13.28,11.34,9.39
30033,1.05,1.58,2.1,1.62,1.15,0.88,0.6
30035,91.95,87.85,83.76,70.82,57.88,44.22,30.55
30037,3.06,2.05,1.05,0.78,0.51,2.5,4.49
30039,0.96,5.86,10.76,8.53,6.3,13.81,21.32
30041,65.97,64.47,62.97,51.9,40.82,43.44,46.05
30043,3.88,2.99,2.1,2.97,3.85,6.12,8.4
30045,2.55,3.38,4.2,10.65,17.1,12.14,7.19
30047,31.36,34.75,38.14,31.88,25.63,25.69,25.75
30049,47.63,48.2,48.77,45.51,42.25,41.64,41.02
30051,99.08,98.65,98.22,96.61,95.0,96.92,98.85
30053,15.79,21.04,26.3,28.21,30.12,24.34,18.56
30055,0.22,0.2,0.19,0.1,0.0,0.0,0.0
30057,2.55,3.04,3.53,4.28,5.03,8.8,12.57
30059,22.03,33.7,45.37,28.22,11.08,5.8,0.51
30061,10.73,16.4,22.06,18.9,15.73,15.88,16.04
30063,40.18,41.02,41.87,44.32,46.77,47.2,47.64
30065,20.73,28.49,36.26,38.54,40.82,52.46,64.1
30067,27.98,40.68,53.39,48.87,44.35,41.84,39.34
30069,0.6,0.44,0.29,0.34,0.38,0.19,0.0
30071,27.98,34.92,41.87,30.79,19.71,17.88,16.04
30073,29.74,37.56,45.37,53.68,61.99,66.82,71.64
30075,9.36,10.06,10.76,6.05,1.34,3.23,5.12
30077,3.44,4.03,4.62,7.85,11.08,20.08,29.09
30079,3.44,3.48,3.53,3.69,3.85,7.62,11.39
30081,10.73,11.67,12.61,13.6,14.58,16.01,17.44
30083,18.08,16.06,14.04,24.88,35.72,57.47,79.22
30085,51.29,59.17,67.05,78.64,90.23,92.4,94.56
30087,8.44,12.34,16.24,25.98,35.72,43.97,52.23
30089,13.34,12.97,12.61,9.46,6.3,16.92,27.53
30091,47.63,48.98,50.33,55.38,60.43,52.32,44.21
30093,90.13,91.57,93.0,91.62,90.23,86.84,83.45
30095,3.88,5.04,6.21,9.15,12.1,12.86,13.62
30097,1.78,2.75,3.72,5.49,7.26,17.4,27.53
30099,27.98,27.81,27.63,31.67,35.72,29.84,23.97
30101,77.17,86.44,95.7,96.98,98.25,96.7,95.16
30103,71.06,47.23,23.4,17.75,12.1,29.87,47.64
30105,17.13,15.58,14.04,17.59,21.14,25.12,29.09
30107,92.52,79.19,65.87,51.51,37.15,43.84,50.54
30109,26.52,20.28,14.04,11.62,9.2,5.89,2.58
30111,38.2,37.23,36.26,43.14,50.02,50.28,50.54
31001,27.98,26.47,24.96,35.86,46.77,48.66,50.54
31003,15.79,23.54,31.3,25.5,19.71,16.66,13.62
31005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31007,71.06,37.84,4.62,5.08,5.54,3.17,0.8
31009,23.62,12.59,1.56,15.84,30.12,15.32,0.51
31011,10.73,8.89,7.04,14.09,21.14,19.85,18.56
31013,4.78,10.51,16.24,33.13,50.02,54.07,58.12
31015,40.18,33.24,26.3,25.25,24.2,15.32,6.43
31017,23.62,27.46,31.3,24.94,18.59,13.5,8.4
31019,27.98,27.14,26.3,29.15,32.0,34.88,37.75
31021,34.8,33.89,32.98,32.49,32.0,33.86,35.71
31023,12.0,10.87,9.74,7.64,5.54,5.33,5.12
31025,14.65,16.86,19.07,15.58,12.1,10.25,8.4
31027,17.13,11.67,6.21,7.37,8.53,7.48,6.43
31029,4.78,11.92,19.07,16.18,13.28,12.92,12.57
31031,1.46,7.75,14.04,26.47,38.9,43.27,47.64
31033,26.52,33.19,39.86,31.17,22.48,35.86,49.24
31035,2.8,3.16,3.53,3.18,2.83,3.66,4.49
31037,29.74,44.8,59.85,44.16,28.46,19.37,10.28
31039,23.62,37.78,51.93,47.09,42.25,33.11,23.97
31041,19.33,34.05,48.77,41.29,33.81,28.89,23.97
31043,58.87,42.58,26.3,37.38,48.46,61.17,73.87
31045,38.2,34.75,31.3,37.82,44.35,42.68,41.02
31047,15.79,20.38,24.96,39.68,54.41,51.02,47.64
31049,40.18,39.16,38.14,28.36,18.59,12.89,7.19
31051,24.99,28.98,32.98,23.13,13.28,10.24,7.19
31053,26.52,30.63,34.73,35.22,35.72,52.15,68.59
31055,74.12,74.44,74.75,72.94,71.12,70.94,70.75
31057,5.48,6.26,7.04,10.81,14.58,14.1,13.62
31059,6.08,4.35,2.61,3.82,5.03,5.73,6.43
31061,14.65,9.09,3.53,3.02,2.52,6.4,10.28
31063,22.03,17.32,12.61,15.6,18.59,16.73,14.86
31065,57.15,56.05,54.95,46.05,37.15,26.6,16.04
31067,42.38,36.84,31.3,29.88,28.46,48.97,69.48
31069,2.04,4.12,6.21,6.25,6.3,7.84,9.39
31071,7.7,6.16,4.62,3.57,2.52,2.26,2.01
31073,0.7,1.24,1.78,7.53,13.28,8.1,2.93
31075,4.78,5.91,7.04,4.68,2.32,1.6,0.89
31077,13.34,12.05,10.76,7.31,3.85,7.62,11.39
31079,57.15,48.5,39.86,37.79,35.72,35.71,35.71
31081,5.48,5.5,5.51,5.27,5.03,5.73,6.43
31083,15.79,10.2,4.62,3.57,2.52,2.26,2.01
31085,7.7,10.87,14.04,8.18,2.32,8.59,14.86
31087,5.48,5.5,5.51,8.3,11.08,15.47,19.86
31089,20.73,13.47,6.21,7.02,7.83,13.84,19.86
31091,0.0,0.0,0.0,0.16,0.32,32.94,65.56
31093,10.73,11.67,12.61,11.42,10.22,25.62,41.02
31095,34.8,43.36,51.93,40.2,28.46,42.49,56.52
31097,67.53,67.29,67.05,68.53,70.01,69.3,68.59
31099,22.03,30.08,38.14,38.52,38.9,45.56,52.23
31101,47.63,61.19,74.75,64.58,54.41,54.67,54.93
31103,2.32,1.38,0.45,0.48,0.51,0.26,0.0
31105,68.64,54.25,39.86,51.54,63.23,56.24,49.24
31107,47.63,51.29,54.95,53.18,51.42,41.94,32.46
31109,58.87,58.44,58.01,54.01,50.02,47.11,44.21
31111,55.78,54.58,53.39,60.2,67.02,55.62,44.21
31113,1.62,1.7,1.78,0.89,0.0,0.0,0.0
31115,0.54,0.8,1.05,0.85,0.64,2.56,4.49
31117,9.36,5.1,0.83,0.94,1.05,0.97,0.89
31119,42.38,50.2,58.01,57.14,56.26,60.18,64.1
31121,18.08,33.43,48.77,56.0,63.23,58.43,53.63
31123,10.73,12.38,14.04,13.66,13.28,17.95,22.63
31125,29.74,43.1,56.45,33.76,11.08,8.75,6.43
31127,52.98,40.3,27.63,21.68,15.73,15.88,16.04
31129,9.36,21.17,32.98,43.7,54.41,48.61,42.81
31131,36.52,49.03,61.54,58.9,56.26,54.94,53.63
31133,86.47,85.36,84.24,87.49,90.74,92.95,95.16
31135,13.34,12.97,12.61,16.16,19.71,27.71,35.71
31137,22.03,32.8,43.58,40.36,37.15,24.27,11.39
31139,3.44,3.02,2.61,4.94,7.26,19.86,32.46
31141,24.99,28.98,32.98,29.3,25.63,40.28,54.93
31143,4.78,11.92,19.07,24.6,30.12,23.78,17.44
31145,14.65,22.02,29.39,39.7,50.02,54.07,58.12
31147,27.98,41.46,54.95,32.58,10.22,35.54,60.85
31149,0.25,0.22,0.19,0.82,1.46,13.6,25.75
31151,29.74,19.74,9.74,5.88,2.01,2.01,2.01
31153,6.08,5.52,4.97,6.4,7.83,10.72,13.62
31155,17.13,13.95,10.76,8.53,6.3,11.17,16.04
31157,24.99,27.19,29.39,34.15,38.9,43.27,47.64
31159,17.13,19.6,22.06,16.57,11.08,19.3,27.53
31161,24.99,37.66,50.33,61.85,73.38,67.12,60.85
31163,10.16,10.46,10.76,7.31,3.85,7.06,10.28
31165,10.73,6.25,1.78,27.36,52.94,52.58,52.23
31167,2.55,3.38,4.2,4.03,3.85,5.52,7.19
31169,12.0,17.7,23.4,25.18,26.97,38.1,49.24
31171,0.38,0.46,0.54,0.43,0.32,0.75,1.18
31173,89.78,88.74,87.71,81.77,75.84,74.86,73.87
31175,20.73,32.16,43.58,36.85,30.12,24.34,18.56
31177,29.74,30.52,31.3,29.88,28.46,26.22,23.97
31179,27.98,17.92,7.86,8.2,8.53,5.73,2.93
31181,13.34,28.46,43.58,41.24,38.9,33.22,27.53
31183,17.13,12.08,7.04,4.33,1.62,1.4,1.18
31185,29.74,31.36,32.98,33.39,33.81,23.72,13.62
32001,22.03,34.68,47.34,38.73,30.12,20.2,10.28
32003,81.12,81.32,81.53,81.77,82.01,80.95,79.89
32005,4.33,5.27,6.21,5.88,5.54,4.6,3.66
32007,10.73,11.67,12.61,12.94,13.28,26.31,39.34
32009,84.59,42.6,0.6,30.51,60.43,79.8,99.17
32011,0.0,0.0,0.0,24.23,48.46,50.34,52.23
32013,12.0,15.53,19.07,16.18,13.28,20.4,27.53
32015,42.38,64.57,86.76,90.4,94.05,81.76,69.48
32017,17.13,9.87,2.61,8.6,14.58,42.66,70.75
32019,12.0,25.07,38.14,31.88,25.63,17.51,9.39
32021,78.83,85.4,91.98,89.14,86.31,63.66,41.02
32023,27.98,19.86,11.75,14.42,17.1,20.54,23.97
32027,52.98,58.61,64.25,68.24,72.24,48.1,23.97
32029,0.48,0.88,1.27,1.21,1.15,1.16,1.18
32031,77.94,77.27,76.6,71.12,65.65,64.88,64.1
32033,7.7,10.15,12.61,9.46,6.3,4.98,3.66
32510,69.79,70.14,70.49,60.96,51.42,49.53,47.64
33001,57.15,52.24,47.34,42.24,37.15,29.24,21.32
33003,19.33,22.14,24.96,32.89,40.82,31.07,21.32
33005,40.18,41.88,43.58,46.02,48.46,48.05,47.64
33007,75.96,73.23,70.49,71.93,73.38,75.87,78.36
33009,51.29,54.65,58.01,56.21,54.41,63.02,71.64
33011,51.29,50.81,50.33,50.88,51.42,50.98,50.54
33013,45.88,45.62,45.37,42.14,38.9,44.07,49.24
33015,8.44,9.09,9.74,9.98,10.22,10.81,11.39
33017,52.98,54.72,56.45,58.44,60.43,58.48,56.52
33019,45.88,49.64,53.39,54.82,56.26,44.36,32.46
34001,97.58,97.4,97.23,97.12,97.01,96.9,96.79
34003,80.32,78.86,77.4,78.83,80.26,80.08,79.89
