FIPS,2014 EPL_NOVEH,2015 EPL_NOVEH,2016 EPL_NOVEH,2017 EPL_NOVEH,2018 EPL_NOVEH,2019 EPL_NOVEH,2020 EPL_NOVEH
13093,80.32,77.1,73.89,82.8,91.72,89.6,87.49
13095,96.31,96.35,96.4,96.66,96.91,96.5,96.09
13097,19.33,17.78,16.24,20.22,24.2,20.12,16.04
13099,96.43,93.33,90.23,87.38,84.53,89.76,95.0
13101,27.98,16.74,5.51,5.9,6.3,7.35,8.4
13103,8.44,6.98,5.51,6.39,7.26,6.54,5.82
13105,69.79,72.83,75.87,80.58,85.29,84.65,84.02
13107,88.38,90.18,91.98,91.69,91.4,92.98,94.56
13109,73.0,74.8,76.6,67.83,59.06,44.8,30.55
13111,38.2,32.25,26.3,27.38,28.46,31.29,34.12
13113,3.88,4.7,5.51,5.9,6.3,8.29,10.28
13115,79.59,78.5,77.4,80.12,82.84,83.43,84.02
13117,4.33,3.47,2.61,2.56,2.52,2.41,2.29
13119,79.59,76.74,73.89,68.56,63.23,49.47,35.71
13121,94.46,94.28,94.11,93.86,93.6,94.08,94.56
13123,42.38,34.34,26.3,34.28,42.25,34.0,25.75
13125,9.36,18.5,27.63,42.76,57.88,75.87,93.86
13127,62.97,67.4,71.82,66.9,61.99,59.26,56.52
13129,34.8,36.47,38.14,50.07,61.99,64.59,67.19
13131,88.03,85.38,82.74,66.38,50.02,52.48,54.93
13133,73.0,76.36,79.72,78.29,76.85,55.48,34.12
13135,8.44,9.6,10.76,12.02,13.28,12.34,11.39
13137,36.52,38.19,39.86,42.1,44.35,46.0,47.64
13139,49.32,44.59,39.86,40.34,40.82,45.68,50.54
13141,95.38,91.93,88.48,91.04,93.6,95.21,96.82
13143,42.38,39.32,36.26,34.13,32.0,30.54,29.09
13145,6.08,10.06,14.04,11.28,8.53,6.1,3.66
13147,36.52,33.91,31.3,36.78,42.25,44.94,47.64
13149,34.8,33.89,32.98,39.88,46.77,42.26,37.75
13151,7.13,7.08,7.04,5.44,3.85,3.58,3.31
13153,17.13,20.26,23.4,26.76,30.12,32.12,34.12
13155,36.52,56.96,77.4,78.04,78.67,76.27,73.87
13157,24.99,27.19,29.39,29.76,30.12,22.49,14.86
13159,19.33,47.6,75.87,62.95,50.02,31.82,13.62
13161,78.83,75.32,71.82,78.76,85.71,86.36,87.01
13163,98.15,98.38,98.6,97.9,97.2,96.44,95.67
13165,73.0,84.76,96.53,95.16,93.79,89.58,85.36
13167,90.29,91.7,93.12,93.58,94.05,87.76,81.48
13169,19.33,17.78,16.24,25.02,33.81,29.78,25.75
13171,52.98,57.26,61.54,59.71,57.88,60.29,62.7
13173,77.94,84.29,90.64,88.74,86.85,89.86,92.87
13175,77.17,77.28,77.4,77.12,76.85,65.89,54.93
13177,10.73,9.3,7.86,10.57,13.28,9.2,5.12
13179,49.32,49.04,48.77,53.32,57.88,44.22,30.55
13181,82.84,83.54,84.24,64.3,44.35,63.3,82.24
13183,44.51,37.9,31.3,25.5,19.71,46.79,73.87
13185,71.89,76.3,80.71,78.78,76.85,82.17,87.49
13187,14.65,11.26,7.86,9.98,12.1,14.77,17.44
13189,81.12,78.86,76.6,84.82,93.03,86.79,80.55
13191,40.18,24.45,8.72,17.84,26.97,43.19,59.42
13193,97.58,97.85,98.12,98.04,97.96,97.42,96.88
13195,15.79,14.2,12.61,11.42,10.22,13.13,16.04
13197,88.92,81.4,73.89,67.94,61.99,62.35,62.7
13199,88.92,92.0,95.07,94.34,93.6,92.31,91.02
13201,82.23,78.49,74.75,75.3,75.84,87.06,98.28
13205,96.15,96.28,96.4,95.81,95.22,96.68,98.15
13207,55.78,54.58,53.39,44.56,35.72,36.74,37.75
13209,54.6,53.27,51.93,59.48,67.02,58.13,49.24
13211,6.08,9.35,12.61,22.3,32.0,31.28,30.55
13213,24.99,34.28,43.58,33.03,22.48,31.75,41.02
13215,91.09,91.68,92.26,92.77,93.28,92.56,91.85
13217,24.99,36.88,48.77,46.56,44.35,44.28,44.21
13219,3.88,4.7,5.51,4.97,4.43,3.68,2.93
13221,8.44,18.04,27.63,21.68,15.73,18.52,21.32
13223,7.7,5.71,3.72,4.38,5.03,6.11,7.19
13225,77.17,81.36,85.55,88.76,91.98,91.28,90.58
13227,14.65,17.52,20.38,25.25,30.12,24.34,18.56
13229,29.74,30.52,31.3,29.14,26.97,24.14,21.32
13231,10.73,8.89,7.04,10.16,13.28,8.3,3.31
13233,62.97,69.79,76.6,76.22,75.84,69.97,64.1
13235,62.97,61.41,59.85,69.26,78.67,88.04,97.42
13237,15.79,22.59,29.39,28.92,28.46,43.29,58.12
13239,82.23,85.6,88.98,89.6,90.23,88.37,86.51
13241,10.16,18.9,27.63,34.94,42.25,34.89,27.53
13243,99.17,99.18,99.2,99.08,98.95,99.0,99.05
13245,88.92,89.19,89.46,88.94,88.41,90.96,93.51
13247,24.99,27.19,29.39,25.26,21.14,21.23,21.32
13249,93.09,88.16,83.22,76.61,70.01,62.47,54.93
13251,90.83,89.66,88.48,90.76,93.03,78.56,64.1
13253,40.18,59.26,78.35,79.31,80.26,85.42,90.58
13255,71.89,78.07,84.24,86.82,89.4,80.08,70.75
13257,45.88,55.06,64.25,68.82,73.38,64.16,54.93
13259,98.12,98.66,99.2,98.96,98.73,97.28,95.83
13261,96.53,95.86,95.19,93.79,92.39,87.92,83.45
13263,93.09,83.49,73.89,78.9,83.92,89.8,95.67
13265,98.03,97.28,96.53,95.88,95.22,94.36,93.51
13267,90.29,86.76,83.22,75.12,67.02,64.86,62.7
13269,77.17,81.36,85.55,82.56,79.56,81.79,84.02
13271,91.66,87.2,82.74,75.52,68.29,76.82,85.36
13273,97.42,96.3,95.19,95.38,95.57,93.71,91.85
13275,88.92,79.7,70.49,70.81,71.12,60.83,50.54
13277,90.83,92.72,94.62,94.68,94.75,90.63,86.51
13279,89.49,89.86,90.23,87.07,83.92,81.9,79.89
13281,32.73,31.06,29.39,21.33,13.28,10.84,8.4
13283,40.18,31.79,23.4,54.56,85.71,90.53,95.35
13285,91.66,90.79,89.91,89.16,88.41,88.59,88.77
13287,54.6,66.7,78.8,76.89,74.98,86.9,98.82
13289,87.3,85.53,83.76,85.82,87.87,78.68,69.48
13291,57.15,43.27,29.39,31.6,33.81,42.18,50.54
13293,91.37,92.39,93.41,92.7,91.98,94.26,96.53
13295,38.2,37.23,36.26,32.36,28.46,31.29,34.12
13297,26.52,23.45,20.38,15.73,11.08,11.82,12.57
13299,92.52,92.52,92.52,87.26,82.01,83.35,84.69
13301,96.15,97.17,98.19,98.36,98.54,98.03,97.52
13303,91.95,89.02,86.09,82.38,78.67,81.06,83.45
13305,85.86,86.78,87.71,86.12,84.53,82.54,80.55
13307,85.86,85.29,84.72,79.05,73.38,49.57,25.75
13309,75.96,81.03,86.09,91.04,95.99,96.44,96.88
13311,57.15,36.17,15.19,10.11,5.03,5.73,6.43
13313,52.98,54.72,56.45,57.16,57.88,53.56,49.24
13315,68.64,56.11,43.58,39.65,35.72,35.71,35.71
13317,90.29,93.41,96.53,96.6,96.66,94.62,92.58
13319,57.15,67.27,77.4,78.04,78.67,76.27,73.87
13321,73.0,70.54,68.07,64.25,60.43,63.81,67.19
15001,27.98,27.14,26.3,31.72,37.15,39.08,41.02
15003,90.13,90.02,89.91,89.66,89.4,89.29,89.18
15005,98.79,98.56,98.34,98.79,99.24,50.48,1.72
15007,20.73,23.52,26.3,26.64,26.97,31.34,35.71
15009,52.98,45.56,38.14,39.48,40.82,37.47,34.12
16001,26.52,24.96,23.4,21.0,18.59,19.23,19.86
16003,15.79,12.26,8.72,10.41,12.1,6.96,1.81
16005,52.98,51.66,50.33,49.4,48.46,46.34,44.21
16007,2.32,7.46,12.61,15.6,18.59,25.52,32.46
16009,49.32,49.04,48.77,44.8,40.82,24.01,7.19
16011,34.8,22.78,10.76,7.6,4.43,11.5,18.56
16013,4.33,6.1,7.86,9.47,11.08,8.45,5.82
16015,7.13,11.16,15.19,16.89,18.59,10.3,2.01
16017,38.2,35.59,32.98,29.97,26.97,29.72,32.46
16019,29.74,28.02,26.3,28.21,30.12,37.17,44.21
16021,45.88,36.75,27.63,16.96,6.3,11.87,17.44
16023,1.46,3.84,6.21,10.4,14.58,18.6,22.63
16025,0.7,1.94,3.18,1.99,0.8,0.84,0.89
16027,31.36,27.38,23.4,20.25,17.1,17.83,18.56
16029,45.88,40.3,34.73,43.08,51.42,33.73,16.04
16031,45.88,42.87,39.86,29.78,19.71,14.06,8.4
16033,2.8,12.43,22.06,11.76,1.46,0.73,0.0
16035,10.73,8.47,6.21,9.15,12.1,25.72,39.34
16037,20.73,11.04,1.34,0.86,0.38,3.4,6.43
16039,14.65,14.34,14.04,23.92,33.81,39.01,44.21
16041,6.08,11.81,17.54,10.7,3.85,4.17,4.49
16043,1.46,2.32,3.18,2.75,2.32,2.99,3.66
16045,15.79,15.49,15.19,27.04,38.9,44.72,50.54
16047,6.08,5.52,4.97,13.06,21.14,31.98,42.81
16049,9.36,22.04,34.73,28.61,22.48,14.15,5.82
16051,7.13,5.16,3.18,2.32,1.46,1.48,1.5
16053,13.34,9.78,6.21,7.37,8.53,7.86,7.19
16055,19.33,17.78,16.24,16.67,17.1,16.57,16.04
16057,32.73,35.44,38.14,39.48,40.82,40.92,41.02
16059,57.15,50.36,43.58,32.36,21.14,45.31,69.48
16061,55.78,52.28,48.77,50.1,51.42,50.33,49.24
16063,0.64,1.1,1.56,1.3,1.05,1.39,1.72
16065,4.78,8.7,12.61,13.6,14.58,16.01,17.44
16067,19.33,17.78,16.24,10.34,4.43,10.94,17.44
16069,52.98,46.42,39.86,49.46,59.06,62.31,65.56
16071,60.17,48.22,36.26,18.53,0.8,1.15,1.5
16073,42.38,39.32,36.26,28.7,21.14,18.0,14.86
16075,7.13,8.94,10.76,9.3,7.83,14.58,21.32
16077,38.2,36.47,34.73,19.16,3.6,2.2,0.8
16079,60.17,63.02,65.87,65.76,65.65,59.64,53.63
16081,2.8,2.07,1.34,1.24,1.15,1.86,2.58
16083,36.52,28.45,20.38,21.43,22.48,19.96,17.44
16085,0.64,2.8,4.97,27.49,50.02,26.02,2.01
16087,27.98,26.47,24.96,39.68,54.41,59.26,64.1
17001,65.97,63.76,61.54,68.26,74.98,74.43,73.87
17003,97.29,96.02,94.75,90.02,85.29,89.08,92.87
17005,71.89,68.88,65.87,61.87,57.88,65.4,72.92
17007,22.03,24.83,27.63,24.38,21.14,18.59,16.04
17009,29.74,41.57,53.39,60.84,68.29,60.96,53.63
17011,45.88,48.9,51.93,48.14,44.35,48.99,53.63
17013,7.7,26.53,45.37,46.07,46.77,30.82,14.86
17015,24.99,35.18,45.37,42.14,38.9,36.51,34.12
17017,62.97,60.49,58.01,51.18,44.35,49.64,54.93
17019,94.05,94.08,94.11,94.43,94.75,95.14,95.54
17021,54.6,51.68,48.77,45.51,42.25,40.0,37.75
17023,22.03,17.32,12.61,9.46,6.3,17.7,29.09
17025,26.52,28.91,31.3,26.89,22.48,25.0,27.53
17027,24.99,24.2,23.4,32.82,42.25,36.4,30.55
17029,68.64,66.44,64.25,72.26,80.26,80.87,81.48
17031,98.82,98.82,98.82,98.87,98.92,98.92,98.92
17033,38.2,38.17,38.14,41.24,44.35,49.64,54.93
17035,51.29,49.32,47.34,37.9,28.46,21.04,13.62
17037,68.64,61.02,53.39,56.91,60.43,62.26,64.1
17039,23.62,18.83,14.04,14.31,14.58,15.31,16.04
17041,85.23,87.73,90.23,91.42,92.61,94.82,97.04
17043,18.08,20.07,22.06,22.27,22.48,23.22,23.97
17045,71.89,70.62,69.34,72.59,75.84,82.0,88.16
17047,49.32,39.36,29.39,40.4,51.42,47.11,42.81
17049,23.62,29.18,34.73,42.37,50.02,57.06,64.1
17051,38.2,39.03,39.86,28.48,17.1,22.32,27.53
17053,38.2,38.17,38.14,38.52,38.9,49.88,60.85
17055,78.83,80.39,81.95,81.1,80.26,79.31,78.36
17057,58.87,60.2,61.54,60.3,59.06,50.93,42.81
17059,34.8,35.53,36.26,49.12,61.99,66.82,71.64
17061,29.74,37.56,45.37,39.59,33.81,24.34,14.86
17063,24.99,21.26,17.54,18.07,18.59,22.17,25.75
17065,14.65,19.02,23.4,28.61,33.81,43.02,52.23
17067,20.73,24.18,27.63,30.72,33.81,39.01,44.21
17069,83.86,81.1,78.35,82.6,86.85,81.79,76.73
17071,10.73,9.72,8.72,8.96,9.2,9.74,10.28
17073,44.51,40.38,36.26,42.36,48.46,51.04,53.63
17075,38.2,31.58,24.96,29.38,33.81,34.76,35.71
17077,95.64,94.38,93.12,94.42,95.73,95.91,96.09
17079,13.34,9.15,4.97,28.19,51.42,49.53,47.64
17081,82.23,80.97,79.72,79.99,80.26,74.87,69.48
17083,27.98,25.69,23.4,30.28,37.15,23.72,10.28
17085,49.32,48.33,47.34,35.77,24.2,35.92,47.64
17087,32.73,37.3,41.87,42.06,42.25,36.4,30.55
17089,29.74,30.52,31.3,29.14,26.97,28.03,29.09
17091,67.53,69.68,71.82,76.04,80.26,76.59,72.92
17093,1.78,1.64,1.5,2.36,3.22,4.82,6.43
17095,85.23,86.47,87.71,87.01,86.31,88.2,90.1
17097,32.73,30.18,27.63,32.39,37.15,39.08,41.02
17099,57.15,55.27,53.39,55.64,57.88,53.56,49.24
17101,42.38,41.12,39.86,40.34,40.82,31.07,21.32
17103,45.88,47.32,48.77,54.6,60.43,74.3,88.16
17105,36.52,48.18,59.85,65.48,71.12,65.27,59.42
17107,60.17,60.01,59.85,59.46,59.06,54.8,50.54
17109,77.17,77.98,78.8,81.14,83.48,87.5,91.53
17111,8.44,9.6,10.76,13.24,15.73,18.52,21.32
17113,57.15,56.05,54.95,57.69,60.43,61.57,62.7
17115,87.71,88.1,88.48,89.16,89.84,89.68,89.53
17117,45.88,42.01,38.14,32.56,26.97,27.25,27.53
17119,54.6,57.22,59.85,62.05,64.25,56.74,49.24
17121,71.06,71.44,71.82,72.6,73.38,65.75,58.12
17123,8.44,14.41,20.38,15.73,11.08,16.86,22.63
17125,68.64,63.32,58.01,50.13,42.25,37.35,32.46
17127,80.32,82.52,84.72,80.78,76.85,68.85,60.85
17129,45.88,33.97,22.06,25.26,28.46,27.1,25.75
17131,34.8,37.33,39.86,45.64,51.42,45.38,39.34
17133,12.0,13.02,14.04,15.57,17.1,13.69,10.28
17135,40.18,46.06,51.93,57.58,63.23,65.21,67.19
17137,65.97,65.11,64.25,67.68,71.12,73.56,76.0
17139,88.38,89.66,90.93,91.16,91.4,94.14,96.88
17141,31.36,35.61,39.86,36.84,33.81,50.5,67.19
17143,86.47,87.48,88.48,89.94,91.4,90.46,89.53
17145,38.2,40.03,41.87,58.17,74.47,75.6,76.73
17147,4.78,4.25,3.72,5.49,7.26,5.88,4.49
17149,32.73,39.05,45.37,55.51,65.65,64.18,62.7
17151,38.2,44.26,50.33,44.62,38.9,60.81,82.72
17153,92.52,94.11,95.7,96.04,96.37,94.48,92.58
17155,6.08,5.14,4.2,4.61,5.03,12.44,19.86
17157,36.52,35.62,34.73,45.5,56.26,60.91,65.56
17159,51.29,57.77,64.25,62.34,60.43,62.26,64.1
17161,82.23,80.29,78.35,79.31,80.26,81.25,82.24
17163,83.86,85.53,87.2,87.54,87.87,86.28,84.69
17165,85.23,84.22,83.22,85.04,86.85,88.94,91.02
17167,68.64,72.62,76.6,78.43,80.26,79.31,78.36
17169,23.62,14.92,6.21,12.96,19.71,23.62,27.53
17171,40.18,45.26,50.33,41.16,32.0,25.28,18.56
17173,40.18,32.57,24.96,24.58,24.2,18.91,13.62
17175,24.99,24.2,23.4,18.34,13.28,14.66,16.04
17177,85.86,85.29,84.72,87.06,89.4,87.96,86.51
17179,34.8,33.89,32.98,41.5,50.02,53.27,56.52
17181,51.29,44.72,38.14,44.78,51.42,64.89,78.36
17183,88.38,89.51,90.64,91.31,91.98,90.38,88.77
17185,40.18,54.76,69.34,62.8,56.26,74.42,92.58
17187,49.32,47.35,45.37,40.54,35.72,43.97,52.23
17189,13.34,9.15,4.97,7.6,10.22,13.13,16.04
17191,40.18,46.78,53.39,62.82,72.24,79.38,86.51
17193,54.6,65.6,76.6,78.08,79.56,73.38,67.19
17195,69.79,70.14,70.49,62.45,54.41,48.61,42.81
17197,17.13,16.68,16.24,16.67,17.1,15.98,14.86
17199,62.97,63.61,64.25,68.24,72.24,70.86,69.48
17201,77.94,78.37,78.8,80.82,82.84,83.43,84.02
17203,19.33,24.36,29.39,28.18,26.97,24.14,21.32
18001,96.15,94.21,92.26,92.64,93.03,94.19,95.35
18003,68.64,66.44,64.25,62.34,60.43,57.03,53.63
18005,34.8,30.55,26.3,27.38,28.46,33.9,39.34
18007,23.62,16.17,8.72,8.62,8.53,17.14,25.75
18009,52.98,66.84,80.71,71.35,61.99,77.75,93.51
18011,19.33,19.86,20.38,20.76,21.14,16.26,11.39
18013,3.88,5.04,6.21,5.32,4.43,3.87,3.31
18015,22.03,28.38,34.73,30.85,26.97,24.14,21.32
18017,67.53,71.14,74.75,71.52,68.29,60.26,52.23
18019,42.38,47.88,53.39,47.82,42.25,37.35,32.46
18021,45.88,47.32,48.77,35.62,22.48,22.56,22.63
18023,27.98,33.06,38.14,45.54,52.94,55.53,58.12
18025,32.73,32.02,31.3,29.88,28.46,29.51,30.55
18027,93.09,95.35,97.61,98.14,98.66,98.55,98.44
18029,24.99,18.8,12.61,18.4,24.2,24.98,25.75
18031,19.33,17.26,15.19,24.5,33.81,30.67,27.53
18033,42.38,40.26,38.14,41.24,44.35,41.84,39.34
18035,77.94,76.34,74.75,74.61,74.47,76.05,77.63
18037,7.7,10.87,14.04,16.32,18.59,27.15,35.71
18039,83.41,83.82,84.24,83.12,82.01,81.74,81.48
18041,88.38,87.79,87.2,79.72,72.24,68.9,65.56
18043,65.97,61.21,56.45,54.7,52.94,53.94,54.93
18045,19.33,20.7,22.06,29.6,37.15,36.43,35.71
18047,12.0,14.12,16.24,17.97,19.71,36.67,53.63
18049,68.64,61.8,54.95,54.68,54.41,47.72,41.02
18051,20.73,22.06,23.4,30.28,37.15,29.24,21.32
18053,80.32,81.53,82.74,78.06,73.38,74.69,76.0
18055,52.98,48.28,43.58,37.79,32.0,33.86,35.71
18057,4.78,4.49,4.2,4.03,3.85,4.17,4.49
18059,7.7,8.72,9.74,9.47,9.2,9.74,10.28
18061,31.36,23.8,16.24,16.67,17.1,27.42,37.75
18063,3.06,2.72,2.39,2.61,2.83,4.32,5.82
18065,51.29,43.78,36.26,34.13,32.0,27.32,22.63
18067,75.96,75.36,74.75,70.88,67.02,64.86,62.7
18069,27.98,32.12,36.26,35.03,33.81,28.22,22.63
18071,38.2,39.03,39.86,45.64,51.42,58.49,65.56
18073,22.03,20.55,19.07,13.8,8.53,13.54,18.56
18075,73.0,77.48,81.95,86.09,90.23,86.24,82.24
18077,65.97,61.99,58.01,39.57,21.14,28.42,35.71
18079,38.2,47.32,56.45,46.8,37.15,23.72,10.28
18081,19.33,17.78,16.24,13.23,10.22,8.32,6.43
18083,82.23,77.03,71.82,71.47,71.12,75.5,79.89
18085,42.38,47.16,51.93,54.1,56.26,51.15,46.05
18087,99.33,99.34,99.36,99.36,99.36,99.38,99.4
18089,83.41,82.68,81.95,81.98,82.01,82.12,82.24
18091,62.97,71.34,79.72,79.19,78.67,69.76,60.85
18093,36.52,31.41,26.3,24.39,22.48,34.26,46.05
18095,80.32,78.46,76.6,73.3,70.01,68.6,67.19
18097,87.3,87.89,88.48,88.18,87.87,86.28,84.69
18099,71.06,68.46,65.87,65.76,65.65,60.29,54.93
18101,44.51,47.42,50.33,31.8,13.28,17.3,21.32
18103,26.52,25.74,24.96,26.71,28.46,41.04,53.63
18105,80.32,76.07,71.82,73.83,75.84,77.1,78.36
18107,45.88,39.43,32.98,30.72,28.46,32.08,35.71
18109,18.08,22.19,26.3,25.25,24.2,20.12,16.04
18111,23.62,15.74,7.86,13.23,18.59,21.28,23.97
18113,45.88,42.87,39.86,42.1,44.35,61.36,78.36
18115,52.98,36.68,20.38,21.43,22.48,42.59,62.7
18117,57.15,62.1,67.05,70.76,74.47,66.3,58.12
18119,22.03,16.89,11.75,13.16,14.58,14.1,13.62
18121,22.03,36.18,50.33,61.28,72.24,78.8,85.36
18123,34.8,33.05,31.3,31.65,32.0,39.02,46.05
18125,31.36,21.56,11.75,15.73,19.71,19.78,19.86
18127,20.73,19.14,17.54,16.63,15.73,17.14,18.56
18129,17.13,17.34,17.54,18.07,18.59,19.96,21.32
18131,29.74,21.18,12.61,10.9,9.2,26.7,44.21
18133,23.62,22.0,20.38,24.42,28.46,28.0,27.53
18135,62.97,53.28,43.58,36.85,30.12,31.29,32.46
18137,31.36,30.37,29.39,36.87,44.35,41.84,39.34
18139,61.76,59.88,58.01,51.18,44.35,46.0,47.64
18141,73.0,75.9,78.8,77.32,75.84,74.38,72.92
18143,23.62,21.34,19.07,34.54,50.02,53.27,56.52
18145,60.17,56.78,53.39,37.26,21.14,31.08,41.02
18147,15.79,17.43,19.07,20.78,22.48,18.05,13.62
18149,34.8,34.76,34.73,30.18,25.63,34.22,42.81
18151,14.65,22.02,29.39,30.7,32.0,37.4,42.81
18153,52.98,51.66,50.33,53.3,56.26,51.15,46.05
18155,22.03,28.38,34.73,30.18,25.63,34.92,44.21
18157,69.79,70.14,70.49,72.48,74.47,77.51,80.55
18159,26.52,23.45,20.38,12.4,4.43,3.5,2.58
18161,9.36,19.37,29.39,29.76,30.12,37.17,44.21
18163,79.59,79.66,79.72,79.99,80.26,78.5,76.73
18165,44.51,47.42,50.33,42.07,33.81,26.83,19.86
18167,73.0,77.87,82.74,81.5,80.26,80.08,79.89
18169,54.6,45.43,36.26,41.52,46.77,44.79,42.81
18171,7.13,6.32,5.51,5.52,5.54,6.36,7.19
18173,7.7,8.21,8.72,10.41,12.1,8.14,4.17
18175,47.63,42.88,38.14,51.9,65.65,66.42,67.19
18177,91.37,91.36,91.34,89.1,86.85,81.42,76.0
18179,27.98,24.18,20.38,24.42,28.46,26.22,23.97
18181,10.16,10.96,11.75,13.16,14.58,11.49,8.4
18183,7.7,10.15,12.61,10.22,7.83,10.2,12.57
19001,10.73,17.07,23.4,21.56,19.71,15.0,10.28
19003,7.7,10.15,12.61,15.6,18.59,22.17,25.75
19005,26.52,24.29,22.06,23.13,24.2,24.08,23.97
19007,64.34,71.34,78.35,81.14,83.92,78.9,73.87
19009,22.03,24.83,27.63,25.06,22.48,39.5,56.52
19011,19.33,24.36,29.39,27.51,25.63,19.1,12.57
19013,64.34,65.1,65.87,67.94,70.01,71.94,73.87
19015,27.98,27.14,26.3,18.69,11.08,30.16,49.24
19017,10.73,11.24,11.75,10.48,9.2,9.74,10.28
19019,51.29,50.81,50.33,48.55,46.77,46.41,46.05
19021,42.38,37.68,32.98,26.34,19.71,24.4,29.09
19023,12.0,11.88,11.75,11.42,11.08,16.2,21.32
19025,29.74,28.68,27.63,27.3,26.97,23.42,19.86
19027,40.18,36.58,32.98,30.72,28.46,42.49,56.52
19029,84.59,79.67,74.75,63.84,52.94,60.76,68.59
19031,22.03,18.04,14.04,9.79,5.54,8.46,11.39
19033,68.64,74.18,79.72,75.42,71.12,65.98,60.85
19035,36.52,46.48,56.45,53.94,51.42,58.49,65.56
19037,27.98,30.48,32.98,30.72,28.46,24.89,21.32
19039,38.2,46.58,54.95,51.7,48.46,70.16,91.85
19041,42.38,45.58,48.77,61.08,73.38,67.12,60.85
19043,31.36,34.75,38.14,45.54,52.94,60.76,68.59
19045,49.32,56.78,64.25,68.82,73.38,72.06,70.75
19047,24.99,23.52,22.06,43.86,65.65,66.42,67.19
19049,3.88,7.82,11.75,11.42,11.08,12.97,14.86
19051,92.2,93.56,94.91,95.96,97.01,97.82,98.63
19053,88.92,91.34,93.76,91.58,89.4,83.88,78.36
19055,32.73,23.96,15.19,16.14,17.1,16.57,16.04
19057,71.06,65.46,59.85,66.04,72.24,76.86,81.48
19059,23.62,40.82,58.01,46.86,35.72,36.74,37.75
19061,57.15,54.54,51.93,53.17,54.41,54.02,53.63
19063,44.51,42.18,39.86,33.42,26.97,22.76,18.56
19065,27.98,30.48,32.98,35.94,38.9,41.56,44.21
19067,69.79,71.32,72.84,73.91,74.98,73.31,71.64
19069,54.6,43.79,32.98,27.73,22.48,14.84,7.19
19071,20.73,26.86,32.98,25.79,18.59,18.02,17.44
19073,40.18,52.22,64.25,51.58,38.9,38.32,37.75
19075,19.33,21.36,23.4,18.99,14.58,16.57,18.56
19077,5.48,8.12,10.76,11.43,12.1,15.33,18.56
19079,44.51,33.96,23.4,23.8,24.2,22.03,19.86
19081,9.36,12.8,16.24,22.35,28.46,24.16,19.86
19083,38.2,38.17,38.14,44.08,50.02,54.72,59.42
19085,20.73,25.06,29.39,35.1,40.82,34.96,29.09
19087,23.62,29.18,34.73,25.23,15.73,17.79,19.86
19089,68.64,61.8,54.95,62.48,70.01,56.41,42.81
19091,14.65,18.36,22.06,34.42,46.77,54.74,62.7
19093,38.2,45.8,53.39,56.22,59.06,47.38,35.71
19095,10.73,12.96,15.19,16.14,17.1,14.25,11.39
19097,61.76,65.55,69.34,66.8,64.25,51.8,39.34
19099,49.32,39.36,29.39,34.15,38.9,39.96,41.02
19101,31.36,32.17,32.98,50.64,68.29,62.4,56.52
19103,67.53,67.8,68.07,65.65,63.23,66.99,70.75
19105,23.62,29.18,34.73,39.54,44.35,44.28,44.21
19107,15.79,16.67,17.54,11.54,5.54,7.46,9.39
19109,7.13,7.5,7.86,15.17,22.48,46.62,70.75
19111,71.06,72.47,73.89,71.95,70.01,63.26,56.52
19113,49.32,45.6,41.87,39.51,37.15,37.45,37.75
19115,47.63,41.94,36.26,45.34,54.41,53.32,52.23
19117,58.87,59.36,59.85,60.92,61.99,74.5,87.01
19119,10.16,10.46,10.76,7.9,5.03,4.76,4.49
19121,26.52,30.63,34.73,30.85,26.97,39.6,52.23
19123,61.76,63.0,64.25,67.13,70.01,64.71,59.42
19125,20.73,29.44,38.14,46.28,54.41,43.44,32.46
19127,58.87,60.2,61.54,63.6,65.65,67.12,68.59
19129,9.36,13.45,17.54,15.41,13.28,17.3,21.32
19131,20.73,20.56,20.38,24.42,28.46,33.9,39.34
19133,34.8,38.33,41.87,38.8,35.72,30.74,25.75
19135,57.15,46.7,36.26,44.6,52.94,66.42,79.89
19137,57.15,65.0,72.84,68.04,63.23,44.49,25.75
19139,32.73,26.56,20.38,28.76,37.15,46.04,54.93
19141,42.38,50.2,58.01,72.16,86.31,87.54,88.77
19143,32.73,41.53,50.33,41.16,32.0,23.43,14.86
19145,31.36,50.35,69.34,61.88,54.41,59.26,64.1
19147,18.08,16.06,14.04,22.08,30.12,31.29,32.46
19149,23.62,30.88,38.14,38.52,38.9,33.99,29.09
19151,26.52,27.96,29.39,41.9,54.41,39.19,23.97
19153,49.32,49.82,50.33,51.64,52.94,54.73,56.52
19155,61.76,60.8,59.85,62.75,65.65,64.88,64.1
19157,57.15,45.06,32.98,35.07,37.15,49.0,60.85
19159,68.64,51.68,34.73,24.65,14.58,26.16,37.75
19161,26.52,24.96,23.4,15.97,8.53,7.48,6.43
19163,51.29,53.87,56.45,56.36,56.26,54.94,53.63
19165,24.99,29.86,34.73,42.37,50.02,41.24,32.46
19167,9.36,8.61,7.86,11.8,15.73,15.3,14.86
19169,49.32,49.82,50.33,53.3,56.26,63.95,71.64
19171,15.79,13.77,11.75,11.42,11.08,15.47,19.86
19173,44.51,39.62,34.73,40.75,46.77,30.82,14.86
19175,26.52,25.74,24.96,38.19,51.42,53.97,56.52
19177,34.8,37.33,39.86,48.06,56.26,59.48,62.7
19179,64.34,68.59,72.84,74.34,75.84,79.64,83.45
19181,8.44,9.09,9.74,12.74,15.73,14.68,13.62
