FIPS,2014 EPL_CROWD,2015 EPL_CROWD,2016 EPL_CROWD,2017 EPL_CROWD,2018 EPL_CROWD,2019 EPL_CROWD,2020 EPL_CROWD
20003,1.56,7.48,13.4,17.72,22.03,15.39,8.75
20005,7.74,14.37,21.01,30.78,40.56,28.68,16.8
20007,39.8,31.01,22.22,31.39,40.56,63.02,85.49
20009,58.61,52.43,46.26,37.95,29.64,19.2,8.75
20011,40.66,53.15,65.65,76.38,87.11,80.54,73.97
20013,29.1,32.6,36.1,40.34,44.57,42.4,40.23
20015,28.46,43.4,58.33,56.66,54.98,49.3,43.63
20017,14.71,19.18,23.65,42.07,60.49,37.28,14.07
20019,2.61,9.63,16.65,41.44,66.22,79.94,93.67
20021,36.64,28.38,20.12,21.08,22.03,34.72,47.42
20023,0.0,1.02,2.04,3.17,4.3,10.55,16.8
20025,74.53,79.91,85.29,76.96,68.64,39.88,11.11
20027,3.06,4.5,5.95,3.83,1.72,29.14,56.56
20029,7.77,7.66,7.55,4.92,2.29,2.68,3.06
20031,31.9,37.24,42.57,45.37,48.17,49.24,50.32
20033,0.0,0.0,0.0,20.28,40.56,50.07,59.58
20035,54.03,51.39,48.74,48.46,48.17,45.9,43.63
20037,85.26,85.86,86.47,87.79,89.11,76.97,64.83
20039,8.28,5.92,3.57,3.93,4.3,5.6,6.91
20041,13.24,21.58,29.93,31.76,33.59,26.78,19.96
20043,71.12,68.98,66.83,48.24,29.64,43.1,56.56
20045,42.15,42.62,43.08,43.82,44.57,46.0,47.42
20047,47.21,36.84,26.46,24.24,22.03,12.02,2.01
20049,60.9,69.23,77.55,41.61,5.67,16.63,27.59
20051,15.25,16.81,18.37,15.3,12.23,16.1,19.96
20053,2.01,15.0,27.98,36.28,44.57,44.1,43.63
20055,95.67,96.07,96.47,97.25,98.03,97.78,97.52
20057,94.65,94.96,95.26,96.01,96.75,96.14,95.54
20059,40.88,37.08,33.27,31.46,29.64,38.53,47.42
20061,91.98,88.76,85.55,83.76,81.98,78.76,75.53
20063,9.3,24.42,39.54,30.78,22.03,34.72,47.42
20065,1.53,1.82,2.1,1.05,0.0,0.0,0.0
20067,82.94,86.2,89.46,79.05,68.64,82.09,95.54
20069,84.72,82.54,80.36,74.5,68.64,72.08,75.53
20071,0.0,36.24,72.49,70.56,68.64,34.32,0.0
20073,21.68,21.57,21.46,38.22,54.98,54.21,53.44
20075,89.97,76.74,63.51,34.59,5.67,32.63,59.58
20077,10.95,7.24,3.53,5.66,7.8,33.69,59.58
20079,21.52,15.12,8.72,13.8,18.88,43.16,67.44
20081,43.78,66.84,89.91,92.96,96.02,83.12,70.21
20083,19.93,14.44,8.95,30.37,51.8,34.3,16.8
20085,37.28,41.94,46.61,40.1,33.59,38.61,43.63
20087,50.75,43.03,35.31,25.4,15.5,13.3,11.11
20089,8.37,5.98,3.6,2.47,1.34,6.22,11.11
20091,25.53,23.66,21.78,23.91,26.04,28.94,31.83
20093,4.97,6.36,7.74,7.77,7.8,17.7,27.59
20095,62.62,54.18,45.75,26.78,7.8,13.88,19.96
20097,3.44,8.22,12.99,14.24,15.5,11.2,6.91
20099,80.13,83.14,86.15,81.18,76.22,67.9,59.58
20101,0.0,0.0,0.0,4.9,9.81,22.9,36.0
20103,30.6,33.64,36.68,36.86,37.03,38.63,40.23
20105,18.66,20.23,21.81,31.18,40.56,21.28,2.01
20107,66.73,79.07,91.4,83.81,76.22,84.68,93.13
20109,89.37,79.34,69.31,56.94,44.57,32.26,19.96
20111,65.04,59.66,54.28,66.9,79.53,80.33,81.13
20113,7.64,5.41,3.18,3.74,4.3,9.18,14.07
20115,24.74,28.75,32.76,25.82,18.88,15.0,11.11
20117,58.74,37.65,16.56,25.07,33.59,43.52,53.44
20119,72.68,74.83,76.98,49.5,22.03,16.57,11.11
20121,14.9,10.12,5.35,8.79,12.23,14.52,16.8
20123,19.99,30.4,40.82,57.58,74.34,47.15,19.96
20125,48.14,51.04,53.93,52.87,51.8,47.72,43.63
20127,35.47,22.13,8.79,6.01,3.22,2.46,1.69
20129,9.55,12.16,14.77,7.38,0.0,0.0,0.0
20131,22.8,20.42,18.05,16.78,15.5,9.69,3.88
20133,60.14,62.67,65.2,58.5,51.8,59.62,67.44
20135,49.95,39.84,29.74,19.78,9.81,4.9,0.0
20137,88.12,80.4,72.68,60.42,48.17,27.54,6.91
20139,33.81,40.22,46.64,36.34,26.04,28.94,31.83
20141,32.82,33.39,33.97,18.13,2.29,9.54,16.8
20143,4.46,6.22,7.99,6.83,5.67,5.59,5.51
20145,0.0,1.21,2.42,2.07,1.72,1.86,2.01
20147,32.57,27.9,23.24,48.79,74.34,79.92,85.49
20149,50.46,60.61,70.77,66.95,63.13,71.64,80.14
20151,22.86,35.82,48.77,67.64,86.5,81.01,75.53
20153,12.96,7.86,2.77,5.28,7.8,32.18,56.56
20155,29.04,51.07,73.1,73.72,74.34,69.58,64.83
20157,8.63,7.56,6.49,8.15,9.81,8.36,6.91
20159,70.81,58.23,45.65,37.65,29.64,15.82,2.01
20161,97.9,95.22,92.55,84.38,76.22,71.83,67.44
20163,61.13,46.45,31.77,17.5,3.22,2.46,1.69
20165,59.57,41.39,23.21,13.22,3.22,3.55,3.88
20167,17.67,10.97,4.27,8.25,12.23,35.9,59.58
20169,53.45,35.99,18.53,20.28,22.03,18.05,14.07
20171,87.87,80.1,72.33,74.28,76.22,59.92,43.63
20173,58.87,57.71,56.54,58.52,60.49,63.96,67.44
20175,94.91,95.61,96.31,96.34,96.37,89.22,82.08
20177,59.06,60.1,61.13,62.13,63.13,59.84,56.56
20179,0.0,1.4,2.8,3.01,3.22,1.61,0.0
20181,0.0,1.06,2.13,26.96,51.8,27.84,3.88
20183,1.27,1.4,1.53,1.62,1.72,2.8,3.88
20185,53.96,44.14,34.32,30.18,26.04,28.94,31.83
20187,47.79,31.86,15.92,15.71,15.5,13.3,11.11
20189,4.9,3.93,2.96,28.97,54.98,68.05,81.13
20191,15.15,19.74,24.32,23.18,22.03,22.9,23.77
20193,8.31,12.96,17.61,10.96,4.3,3.15,2.01
20195,34.07,17.04,0.0,0.0,0.0,0.0,0.0
20197,52.44,50.46,48.49,50.14,51.8,55.69,59.58
20199,0.0,0.0,0.0,0.0,0.0,11.88,23.77
20201,4.55,4.71,4.87,8.55,12.23,13.15,14.07
20203,94.17,94.33,94.49,82.57,70.65,65.11,59.58
20205,71.31,56.04,40.78,55.72,70.65,59.04,47.42
20207,38.01,46.36,54.7,38.36,22.03,11.86,1.69
20209,87.52,86.88,86.25,85.88,85.51,87.88,90.26
21001,39.89,57.51,75.14,76.58,78.03,60.83,43.63
21003,51.51,53.92,56.32,58.4,60.49,70.32,80.14
21005,43.65,30.31,16.97,28.76,40.56,23.74,6.91
21007,34.83,31.58,28.33,25.18,22.03,29.02,36.0
21009,49.86,53.79,57.72,61.97,66.22,73.18,80.14
21011,75.58,58.82,42.06,30.47,18.88,19.42,19.96
21013,69.44,71.04,72.65,54.84,37.03,38.63,40.23
21015,54.47,33.54,12.61,17.32,22.03,37.74,53.44
21017,31.3,29.5,27.7,32.36,37.03,38.63,40.23
21019,15.63,16.63,17.64,13.73,9.81,22.9,36.0
21021,3.12,5.67,8.21,11.86,15.5,10.5,5.51
21023,51.86,50.14,48.42,46.5,44.57,49.0,53.44
21025,77.17,81.31,85.45,79.9,74.34,77.74,81.13
21027,90.77,86.88,83.0,80.52,78.03,62.72,47.42
21029,29.51,24.46,19.42,29.99,40.56,52.7,64.83
21031,49.38,61.16,72.94,66.72,60.49,63.96,67.44
21033,3.57,3.45,3.34,40.68,78.03,52.81,27.59
21035,26.81,18.64,10.47,16.25,22.03,24.81,27.59
21037,34.13,28.51,22.89,26.26,29.64,30.74,31.83
21039,67.08,62.02,56.96,39.5,22.03,22.9,23.77
21041,96.28,95.69,95.1,93.54,91.98,92.56,93.13
21043,49.44,50.19,50.94,54.47,58.01,36.04,14.07
21045,10.41,19.16,27.92,28.78,29.64,44.61,59.58
21047,75.93,66.73,57.53,57.77,58.01,52.72,47.42
21049,66.35,60.5,54.66,56.34,58.01,49.12,40.23
21051,44.19,58.8,73.42,79.46,85.51,81.34,77.18
21053,27.67,20.25,12.83,36.66,60.49,61.45,62.41
21055,68.35,67.71,67.08,44.56,22.03,26.93,31.83
21057,13.69,18.39,23.08,30.06,37.03,36.52,36.0
21059,46.74,57.88,69.02,66.07,63.13,68.55,73.97
21061,1.97,37.66,73.35,69.79,66.22,74.15,82.08
21063,58.52,46.86,35.21,22.51,9.81,41.89,73.97
21065,70.14,77.68,85.23,77.94,70.65,65.11,59.58
21067,52.53,54.63,56.73,52.45,48.17,53.88,59.58
21069,59.5,71.36,83.22,77.86,72.49,73.23,73.97
21071,49.16,50.11,51.07,55.78,60.49,50.36,40.23
21073,47.88,37.72,27.57,39.68,51.8,51.06,50.32
21075,31.68,23.94,16.21,8.96,1.72,45.07,88.42
21077,74.98,78.16,81.34,68.16,54.98,51.2,47.42
21079,69.95,68.2,66.44,70.39,74.34,49.06,23.77
21081,80.52,84.52,88.51,87.01,85.51,64.57,43.63
21083,59.54,59.24,58.93,53.55,48.17,61.85,75.53
21085,38.81,44.73,50.65,52.81,54.98,58.7,62.41
21087,17.48,11.74,5.99,23.28,40.56,51.48,62.41
21089,62.66,59.33,56.0,39.02,22.03,22.9,23.77
21091,41.29,36.52,31.74,18.7,5.67,7.21,8.75
21093,38.17,33.92,29.67,38.92,48.17,47.8,47.42
21095,74.79,70.28,65.78,58.79,51.8,61.0,70.21
21097,27.19,29.57,31.96,36.26,40.56,54.0,67.44
21099,35.98,37.29,38.59,37.81,37.03,54.7,72.37
21101,40.56,40.72,40.88,37.24,33.59,25.2,16.8
21103,78.32,70.04,61.76,69.9,78.03,80.56,83.1
21105,92.07,81.54,71.0,54.02,37.03,36.52,36.0
21107,18.82,16.89,14.96,18.5,22.03,44.74,67.44
21109,70.68,55.38,40.08,27.79,15.5,27.86,40.23
21111,36.96,41.0,45.05,48.42,51.8,51.06,50.32
21113,47.72,51.83,55.94,53.87,51.8,39.7,27.59
21115,77.65,70.78,63.9,48.74,33.59,26.78,19.96
21117,44.89,44.6,44.32,36.98,29.64,34.94,40.23
21119,59.03,68.27,77.52,84.54,91.56,93.88,96.21
21121,72.02,58.38,44.73,39.16,33.59,32.71,31.83
21123,47.56,50.28,53.01,35.94,18.88,17.84,16.8
21125,71.67,67.72,63.77,65.0,66.22,70.1,73.97
21127,26.33,39.64,52.94,60.79,68.64,44.3,19.96
21129,80.01,49.07,18.12,11.21,4.3,31.94,59.58
21131,42.6,49.41,56.22,59.68,63.13,75.12,87.11
21133,39.48,52.24,65.01,73.5,81.98,83.0,84.02
21135,64.69,48.8,32.92,20.36,7.8,5.84,3.88
21137,33.21,52.31,71.41,73.82,76.22,69.32,62.41
21139,57.5,66.22,74.94,57.75,40.56,23.04,5.51
21141,28.33,25.15,21.97,20.42,18.88,21.32,23.77
21143,11.08,24.58,38.08,50.6,63.13,49.56,36.0
21145,10.86,12.4,13.94,17.98,22.03,43.43,64.83
21147,56.16,49.44,42.73,48.86,54.98,67.56,80.14
21149,58.26,53.71,49.16,44.86,40.56,30.26,19.96
21151,42.73,27.35,11.97,13.74,15.5,27.86,40.23
21153,69.82,74.09,78.35,82.73,87.11,85.1,83.1
21155,18.43,40.78,63.13,68.73,74.34,60.88,47.42
21157,51.83,51.21,50.59,52.78,54.98,43.4,31.83
21159,75.84,75.22,74.59,68.86,63.13,55.28,47.42
21161,9.71,30.6,51.48,42.54,33.59,30.59,27.59
21163,69.47,67.14,64.82,73.4,81.98,73.4,64.83
21165,38.14,27.62,17.1,34.45,51.8,51.06,50.32
21167,63.87,58.25,52.63,35.75,18.88,17.84,16.8
21169,44.67,32.96,21.24,40.86,60.49,68.01,75.53
21171,65.49,66.78,68.07,54.32,40.56,55.38,70.21
21173,35.53,49.41,63.29,69.76,76.22,78.18,80.14
21175,34.99,26.02,17.06,43.86,70.65,76.36,82.08
21177,61.86,52.77,43.68,36.66,29.64,16.76,3.88
21179,52.94,59.74,66.54,63.52,60.49,38.65,16.8
21181,19.04,41.58,64.12,72.51,80.9,44.82,8.75
21183,85.07,78.67,72.27,54.65,37.03,46.79,56.56
21185,6.65,12.88,19.1,24.37,29.64,23.22,16.8
21187,69.63,80.18,90.74,90.18,89.62,86.82,84.02
21189,64.76,63.17,61.57,54.87,48.17,42.08,36.0
21191,14.39,19.94,25.5,33.03,40.56,57.26,73.97
21193,81.98,81.83,81.69,76.17,70.65,45.3,19.96
21195,36.01,29.82,23.62,34.1,44.57,44.1,43.63
21197,49.28,61.67,74.05,78.02,81.98,86.74,91.5
21199,33.52,35.47,37.41,28.14,18.88,16.48,14.07
21201,19.58,11.05,2.52,2.87,3.22,50.48,97.74
21203,43.68,42.93,42.18,34.11,26.04,38.18,50.32
21205,33.49,26.17,18.85,29.71,40.56,38.28,36.0
21207,66.89,71.41,75.93,80.72,85.51,69.47,53.44
21209,66.67,60.94,55.21,59.17,63.13,61.36,59.58
21211,84.56,82.87,81.18,81.04,80.9,77.44,73.97
21213,30.47,25.33,20.18,13.99,7.8,27.61,47.42
21215,44.99,47.64,50.3,38.17,26.04,42.81,59.58
21217,63.39,52.52,41.64,31.84,22.03,13.77,5.51
21219,29.7,43.55,57.4,70.44,83.48,81.12,78.77
21221,57.21,50.4,43.58,38.58,33.59,38.61,43.63
21223,62.4,57.45,52.5,64.36,76.22,81.29,86.35
21225,65.36,57.66,49.95,32.72,15.5,12.12,8.75
21227,49.7,64.57,79.43,77.82,76.22,78.68,81.13
21229,50.88,56.14,61.41,52.99,44.57,32.26,19.96
21231,66.06,66.64,67.21,68.93,70.65,63.6,56.56
21233,46.93,62.11,77.3,75.82,74.34,62.33,50.32
21235,25.57,26.41,27.25,42.63,58.01,70.04,82.08
21237,25.37,17.38,9.39,9.6,9.81,53.08,96.34
21239,3.15,6.6,10.06,12.78,15.5,31.46,47.42
22001,88.86,86.22,83.57,73.35,63.13,65.28,67.44
22003,79.56,82.79,86.02,87.82,89.62,89.66,89.69
22005,71.95,66.94,61.92,59.96,58.01,52.72,47.42
22007,70.49,50.14,29.8,40.8,51.8,47.72,43.63
22009,73.03,75.35,77.68,81.6,85.51,69.47,53.44
22011,80.58,74.29,68.0,58.09,48.17,45.9,43.63
22013,43.27,43.7,44.13,59.23,74.34,79.61,84.88
22015,80.04,69.6,59.15,57.06,54.98,43.4,31.83
22017,57.53,55.18,52.82,46.69,40.56,50.07,59.58
22019,56.86,58.42,59.98,61.56,63.13,62.77,62.41
22021,73.61,70.44,67.27,78.0,88.73,91.8,94.88
22023,81.09,85.16,89.24,88.18,87.11,89.15,91.18
22025,60.84,59.51,58.17,51.37,44.57,27.84,11.11
22027,54.73,60.62,66.51,55.54,44.57,27.84,11.11
22029,88.67,85.45,82.23,83.4,84.56,74.69,64.83
22031,89.4,77.33,65.27,68.88,72.49,62.96,53.44
22033,66.41,66.0,65.58,65.9,66.22,65.53,64.83
22035,83.54,84.83,86.12,91.28,96.43,90.22,84.02
22037,66.7,75.38,84.05,86.84,89.62,73.09,56.56
22039,76.09,79.24,82.39,82.18,81.98,79.58,77.18
22041,67.91,73.46,79.02,76.68,74.34,62.33,50.32
22043,24.13,31.5,38.87,36.23,33.59,23.83,14.07
22045,87.39,84.97,82.55,84.03,85.51,86.6,87.68
22047,88.7,85.66,82.62,80.32,78.03,72.74,67.44
22049,57.08,61.26,65.43,51.23,37.03,28.5,19.96
22051,66.57,60.96,55.36,59.24,63.13,66.67,70.21
22053,82.87,88.3,93.73,87.32,80.9,67.17,53.44
22055,55.94,52.85,49.76,55.12,60.49,69.63,78.77
22057,75.52,70.03,64.53,59.76,54.98,55.77,56.56
22059,58.68,51.16,43.65,53.39,63.13,76.7,90.26
22061,70.77,62.54,54.31,53.06,51.8,54.18,56.56
22063,75.96,76.86,77.75,74.2,70.65,67.74,64.83
22065,87.42,89.73,92.04,91.48,90.93,94.59,98.25
22067,84.21,74.13,64.06,63.6,63.13,69.33,75.53
22069,82.68,71.69,60.71,34.25,7.8,12.3,16.8
22071,66.38,57.94,49.51,41.55,33.59,28.68,23.77
22073,67.18,65.41,63.64,63.39,63.13,66.67,70.21
22075,51.7,65.42,79.15,73.9,68.64,77.88,87.11
22077,83.41,87.66,91.91,92.14,92.36,68.0,43.63
22079,63.96,57.58,51.19,54.6,58.01,61.42,64.83
22081,64.18,63.34,62.5,64.36,66.22,51.11,36.0
22083,73.86,72.52,71.19,72.76,74.34,77.74,81.13
22085,71.73,69.07,66.41,59.1,51.8,46.02,40.23
22087,49.47,54.08,58.68,60.9,63.13,74.31,85.49
22089,39.1,46.78,54.47,60.35,66.22,49.02,31.83
22091,88.92,77.74,66.57,67.6,68.64,48.11,27.59
22093,83.99,79.7,75.42,79.45,83.48,79.51,75.53
22095,71.86,66.43,61.0,64.82,68.64,74.89,81.13
22097,72.24,73.87,75.49,78.74,81.98,84.83,87.68
22099,85.96,86.56,87.17,86.34,85.51,85.5,85.49
22101,91.02,89.72,88.41,73.21,58.01,40.89,23.77
22103,29.45,31.96,34.48,35.76,37.03,30.4,23.77
22105,75.26,70.15,65.04,60.01,54.98,61.21,67.44
22107,73.89,72.32,70.74,65.61,60.49,62.66,64.83
22109,89.68,87.58,85.48,78.07,70.65,62.04,53.44
22111,88.57,83.7,78.83,78.43,78.03,75.2,72.37
22113,87.74,89.6,91.47,88.98,86.5,78.35,70.21
22115,50.05,40.1,30.15,28.1,26.04,26.82,27.59
22117,77.01,81.07,85.13,83.02,80.9,67.17,53.44
22119,49.82,58.4,66.99,65.06,63.13,67.75,72.37
22121,57.75,58.43,59.12,63.88,68.64,66.74,64.83
22123,71.25,41.34,11.43,9.62,7.8,33.69,59.58
22125,92.9,91.04,89.18,70.49,51.8,27.84,3.88
22127,73.51,52.28,31.04,26.53,22.03,12.96,3.88
23001,48.52,46.71,44.89,46.53,48.17,44.2,40.23
23003,27.13,28.04,28.94,27.49,26.04,23.0,19.96
23005,34.1,30.47,26.84,26.44,26.04,31.02,36.0
23007,48.58,35.37,22.16,18.83,15.5,27.86,40.23
23009,25.69,35.91,46.13,54.63,63.13,55.28,47.42
23011,17.41,29.4,41.39,44.78,48.17,37.88,27.59
23013,38.84,38.29,37.73,29.88,22.03,12.96,3.88
23015,42.88,41.38,39.89,29.38,18.88,19.42,19.96
23017,25.76,31.76,37.76,35.68,33.59,32.71,31.83
23019,39.73,40.75,41.77,41.16,40.56,42.1,43.63
23021,54.95,44.56,34.16,28.1,22.03,32.83,43.63
23023,14.49,13.8,13.12,8.71,4.3,2.99,1.69
23025,30.56,45.14,59.73,60.11,60.49,61.45,62.41
23027,19.48,33.25,47.02,49.41,51.8,52.62,53.44
23029,23.94,17.56,11.17,10.49,9.81,13.3,16.8
23031,18.15,19.1,20.06,23.05,26.04,28.94,31.83
24001,25.85,19.61,13.37,19.71,26.04,18.58,11.11
24003,31.39,35.51,39.64,40.1,40.56,42.1,43.63
24005,36.17,38.77,41.36,39.2,37.03,42.22,47.42
24009,30.05,27.66,25.28,17.55,9.81,7.66,5.51
24011,76.15,69.29,62.43,62.78,63.13,70.16,77.18
24013,5.51,6.28,7.04,11.27,15.5,12.12,8.75
24015,32.51,35.66,38.81,48.41,58.01,62.72,67.44
24017,16.81,20.3,23.78,26.71,29.64,38.53,47.42
24019,15.66,15.16,14.65,16.76,18.88,12.9,6.91
24021,31.14,33.75,36.36,29.2,22.03,26.93,31.83
24023,28.11,19.24,10.38,12.94,15.5,14.78,14.07
24025,13.53,15.84,18.15,20.09,22.03,29.02,36.0
24027,41.2,46.58,51.96,51.88,51.8,47.72,43.63
24029,53.61,32.25,10.89,6.59,2.29,6.7,11.11
24031,73.13,75.47,77.81,78.67,79.53,79.15,78.77
24033,84.94,85.91,86.88,87.0,87.11,88.06,89.02
24035,22.22,27.22,32.22,27.12,22.03,18.05,14.07
24037,19.26,18.64,18.02,22.03,26.04,31.02,36.0
24039,33.24,24.2,15.15,18.59,22.03,24.81,27.59
24041,4.01,3.55,3.09,6.45,9.81,11.94,14.07
24043,22.89,36.75,50.62,47.6,44.57,38.2,31.83
24045,76.12,72.81,69.5,76.49,83.48,71.53,59.58
24047,29.83,23.38,16.94,23.29,29.64,41.54,53.44
24510,57.24,56.11,54.98,54.98,54.98,52.65,50.32
25001,14.8,13.26,11.72,16.88,22.03,22.9,23.77
25003,6.53,8.32,10.12,8.96,7.8,5.84,3.88
25005,30.82,28.96,27.09,28.36,29.64,32.82,36.0
25007,20.15,14.63,9.11,14.0,18.88,36.16,53.44
25009,52.21,53.28,54.35,58.74,63.13,68.55,73.97
25011,16.17,15.55,14.93,15.22,15.5,21.54,27.59
25013,63.8,65.0,66.19,62.1,58.01,55.72,53.44
25015,29.67,23.49,17.32,16.41,15.5,17.73,19.96
25017,43.84,45.46,47.09,47.63,48.17,47.8,47.42
25019,89.81,88.26,86.72,47.26,7.8,17.7,27.59
25021,30.31,31.36,32.41,33.0,33.59,41.96,50.32
25023,20.79,22.44,24.1,23.06,22.03,24.81,27.59
25025,82.71,83.25,83.79,84.18,84.56,84.72,84.88
25027,45.14,48.15,51.16,53.07,54.98,49.3,43.63
26001,39.57,34.42,29.26,22.38,15.5,14.78,14.07
26003,22.16,21.5,20.85,23.44,26.04,36.73,47.42
26005,54.38,57.92,61.45,58.22,54.98,59.9,64.83
26007,5.99,8.46,10.92,9.36,7.8,6.65,5.51
26009,68.77,65.47,62.18,45.91,29.64,26.7,23.77
26011,16.65,24.6,32.54,31.09,29.64,21.86,14.07
26013,4.14,33.35,62.56,65.6,68.64,61.04,53.44
26015,42.82,46.46,50.11,49.14,48.17,47.8,47.42
26017,9.36,10.5,11.65,10.73,9.81,9.28,8.75
26019,52.69,53.0,53.3,39.67,26.04,28.94,31.83
26021,38.36,39.11,39.86,44.02,48.17,42.08,36.0
26023,65.14,58.93,52.72,46.64,40.56,48.56,56.56
26025,21.65,24.34,27.03,24.53,22.03,24.81,27.59
26027,36.52,47.1,57.69,61.96,66.22,59.83,53.44
26029,11.3,10.18,9.07,8.44,7.8,12.3,16.8
26031,41.83,28.27,14.71,18.37,22.03,34.72,47.42
26033,26.49,18.1,9.71,8.76,7.8,21.9,36.0
26035,64.53,65.26,66.0,66.11,66.22,58.27,50.32
26037,6.78,8.92,11.05,10.43,9.81,13.3,16.8
26039,55.91,49.67,43.43,36.54,29.64,23.22,16.8
26041,13.21,22.9,32.6,31.12,29.64,32.82,36.0
26043,3.09,5.46,7.83,18.74,29.64,34.94,40.23
26045,22.54,33.52,44.51,44.54,44.57,42.4,40.23
26047,32.22,34.88,37.54,29.78,22.03,18.05,14.07
26049,24.07,27.08,30.09,28.06,26.04,24.9,23.77
26051,42.92,47.14,51.35,51.58,51.8,59.62,67.44
26053,4.2,5.76,7.32,6.5,5.67,4.36,3.06
26055,41.87,38.29,34.7,37.63,40.56,38.28,36.0
26057,18.69,18.29,17.89,16.7,15.5,14.78,14.07
26059,64.22,55.99,47.76,52.89,58.01,62.72,67.44
26061,45.81,57.38,68.96,67.59,66.22,59.83,53.44
26063,24.29,29.68,35.08,32.36,29.64,24.8,19.96
26065,36.29,40.92,45.56,45.06,44.57,46.0,47.42
26067,32.31,45.98,59.66,60.08,60.49,50.36,40.23
26069,28.84,36.96,45.08,42.82,40.56,36.2,31.83
26071,3.63,4.95,6.27,7.03,7.8,10.94,14.07
26073,54.7,54.35,54.0,47.28,40.56,34.08,27.59
26075,45.78,37.61,29.45,29.54,29.64,28.62,27.59
26077,23.75,25.62,27.48,28.56,29.64,28.62,27.59
26079,62.18,63.93,65.68,67.16,68.64,62.6,56.56
26081,44.7,47.58,50.46,54.24,58.01,55.72,53.44
26083,35.12,55.86,76.6,69.86,63.13,49.56,36.0
26085,73.38,62.81,52.24,46.4,40.56,25.84,11.11
26087,44.54,46.78,49.03,43.03,37.03,36.52,36.0
26089,22.0,16.65,11.3,13.4,15.5,16.15,16.8
26091,24.61,24.72,24.83,23.43,22.03,19.42,16.8
26093,10.0,13.04,16.08,15.79,15.5,12.12,8.75
26095,47.37,42.4,37.44,21.56,5.67,4.36,3.06
26097,41.52,51.24,60.97,52.77,44.57,29.32,14.07
26099,34.96,35.84,36.71,40.64,44.57,47.44,50.32
26101,31.61,25.98,20.34,17.92,15.5,23.67,31.83
26103,23.65,20.52,17.38,18.13,18.88,16.48,14.07
26105,60.87,50.7,40.53,29.7,18.88,17.84,16.8
26107,69.12,65.4,61.67,58.32,54.98,61.21,67.44
26109,42.06,36.42,30.79,26.41,22.03,22.9,23.77
26111,34.16,31.02,27.89,23.38,18.88,25.36,31.83
26113,73.48,78.0,82.52,81.03,79.53,81.32,83.1
26115,33.84,27.22,20.6,21.32,22.03,22.9,23.77
26117,29.0,33.19,37.38,40.98,44.57,44.1,43.63
26119,39.67,29.37,19.07,26.33,33.59,21.17,8.75
26121,44.6,49.61,54.63,49.6,44.57,46.0,47.42
26123,68.8,67.71,66.63,66.42,66.22,70.88,75.53
26125,26.9,24.82,22.73,20.8,18.88,19.42,19.96
26127,81.44,85.71,89.97,89.8,89.62,88.36,87.11
26129,24.55,42.52,60.49,65.57,70.65,65.11,59.58
26131,9.52,14.71,19.9,22.97,26.04,26.82,27.59
26133,53.04,56.06,59.09,59.79,60.49,58.53,56.56
26135,58.29,66.36,74.43,70.32,66.22,65.53,64.83
26137,12.32,26.64,40.97,50.73,60.49,50.36,40.23
26139,48.49,49.64,50.78,45.67,40.56,43.99,47.42
26141,24.58,21.98,19.39,22.72,26.04,28.94,31.83
26143,36.23,34.99,33.75,31.7,29.64,32.82,36.0
26145,25.41,27.64,29.86,27.95,26.04,23.0,19.96
26147,28.21,25.7,23.18,19.34,15.5,17.73,19.96
26149,72.91,72.97,73.03,68.08,63.13,59.84,56.56
26151,28.05,26.28,24.51,27.08,29.64,34.94,40.23
26153,15.0,15.16,15.31,11.56,7.8,6.65,5.51
26155,11.49,15.72,19.96,14.89,9.81,18.7,27.59
26157,24.9,36.38,47.85,51.42,54.98,45.49,36.0
26159,50.56,58.87,67.18,68.91,70.65,69.04,67.44
26161,27.54,31.76,35.98,32.81,29.64,26.7,23.77
26163,62.88,61.22,59.57,58.79,58.01,57.28,56.56
26165,45.46,49.86,54.25,49.41,44.57,58.47,72.37
27001,54.25,59.17,64.09,56.13,48.17,40.0,31.83
27003,54.98,54.21,53.45,50.81,48.17,49.24,50.32
27005,32.95,36.04,39.13,39.84,40.56,51.48,62.41
27007,72.43,67.13,61.83,62.48,63.13,62.77,62.41
27009,52.15,56.66,61.16,67.75,74.34,70.89,67.44
27011,3.79,3.34,2.9,5.35,7.8,5.84,3.88
27013,11.33,12.66,13.98,21.81,29.64,46.02,62.41
27015,45.5,35.28,25.06,16.43,7.8,13.88,19.96
27017,66.6,62.4,58.2,53.18,48.17,42.08,36.0
27019,27.48,23.04,18.59,18.74,18.88,13.82,8.75
27021,66.83,64.54,62.24,66.44,70.65,66.53,62.41
27023,3.82,9.12,14.42,31.3,48.17,56.5,64.83
27025,39.92,31.14,22.35,22.19,22.03,21.0,19.96
27027,51.32,45.86,40.4,35.02,29.64,41.54,53.44
27029,82.52,83.03,83.54,76.09,68.64,78.16,87.68
27031,68.86,69.36,69.85,83.4,96.94,96.04,95.13
27033,55.59,62.49,69.4,72.81,76.22,67.9,59.58
27035,15.82,13.66,11.49,11.86,12.23,16.1,19.96
27037,39.64,37.34,35.05,34.32,33.59,41.96,50.32
27039,15.31,20.34,25.37,22.12,18.88,29.56,40.23
27041,6.62,6.63,6.65,8.23,9.81,9.28,8.75
27043,17.22,14.3,11.37,8.52,5.67,9.87,14.07
27045,18.91,30.45,41.99,43.28,44.57,40.28,36.0
