FIPS,2014 EPL_UNEMP,2015 EPL_UNEMP,2016 EPL_UNEMP,2017 EPL_UNEMP,2018 EPL_UNEMP,2019 EPL_UNEMP,2020 EPL_UNEMP
13093,61.99,71.03,80.07,88.76,97.45,95.56,93.67
13095,98.54,98.62,98.69,98.46,98.22,97.33,96.44
13097,81.31,79.01,76.7,74.51,72.32,75.7,79.09
13099,50.72,57.69,64.66,72.18,79.71,84.76,89.82
13101,47.06,49.81,52.56,47.8,43.03,26.12,9.2
13103,35.5,36.71,37.92,31.24,24.55,46.63,68.71
13105,84.97,77.17,69.37,70.14,70.92,76.3,81.67
13107,94.43,93.12,91.82,86.16,80.51,84.56,88.61
13109,84.97,74.29,63.61,72.55,81.5,84.16,86.82
13111,93.98,86.24,78.51,70.29,62.07,64.12,66.17
13113,51.74,47.08,42.41,42.04,41.66,38.52,35.39
13115,84.37,81.84,79.31,71.54,63.76,63.27,62.79
13117,37.76,30.15,22.54,20.38,18.22,18.36,18.49
13119,52.88,58.77,64.66,54.78,44.9,43.3,41.69
13121,78.13,76.87,75.61,71.29,66.97,66.57,66.17
13123,78.13,70.87,63.61,56.84,50.06,33.16,16.26
13125,59.82,55.49,51.16,33.64,16.11,9.53,2.96
13127,79.82,71.71,63.61,56.18,48.76,48.09,47.42
13129,63.01,62.53,62.05,48.46,34.87,28.42,21.96
13131,81.76,80.14,78.51,73.41,68.31,42.28,16.26
13133,73.96,60.06,46.16,42.98,39.81,39.47,39.12
13135,63.01,56.29,49.57,42.96,36.34,33.49,30.65
13137,55.21,55.36,55.52,40.03,24.55,16.88,9.2
13139,59.82,47.02,34.22,27.38,20.54,21.25,21.96
13141,98.28,92.31,86.34,55.44,24.55,17.36,10.18
13143,87.68,87.01,86.34,62.36,38.38,38.02,37.65
13145,51.74,59.44,67.14,70.97,74.81,74.5,74.19
13147,49.38,41.18,32.98,36.39,39.81,56.36,72.92
13149,92.04,87.7,83.35,81.93,80.51,82.68,84.85
13151,82.36,78.98,75.61,72.65,69.68,67.05,64.42
13153,69.02,71.78,74.53,74.0,73.47,67.45,61.43
13155,76.5,63.83,51.16,70.85,90.54,94.32,98.09
13157,50.72,50.14,49.57,43.97,38.38,33.49,28.61
13159,85.9,80.21,74.53,71.42,68.31,61.08,53.85
13161,66.35,47.36,28.37,42.53,56.69,57.31,57.92
13163,98.47,97.23,95.99,84.16,72.32,75.7,79.09
13165,74.91,57.92,40.94,32.75,24.55,26.58,28.61
13167,61.99,70.65,79.31,84.4,89.49,93.72,97.96
13169,66.35,66.18,66.0,71.95,77.9,54.28,30.65
13171,96.24,95.94,95.64,95.82,95.99,92.65,89.31
13173,89.37,93.04,96.72,92.38,88.03,59.34,30.65
13175,33.43,35.1,36.77,37.58,38.38,45.05,51.72
13177,43.52,47.34,51.16,64.53,77.9,61.76,45.61
13179,90.61,93.12,95.64,95.99,96.34,95.18,94.02
13181,78.13,77.82,77.52,56.19,34.87,34.05,33.23
13183,96.47,97.47,98.47,98.54,98.6,98.49,98.38
13185,89.37,89.8,90.23,84.97,79.71,72.94,66.17
13187,68.04,58.8,49.57,41.28,32.99,40.2,47.42
13189,76.5,74.7,72.91,79.16,85.41,79.8,74.19
13191,72.78,78.42,84.05,83.18,82.32,57.78,33.23
13193,98.06,98.36,98.66,97.8,96.94,95.3,93.67
13195,44.57,55.28,66.0,76.38,86.75,80.47,74.19
13197,83.25,90.38,97.52,95.94,94.36,85.62,76.89
13199,95.13,93.0,90.86,73.77,56.69,59.74,62.79
13201,67.34,66.0,64.66,53.16,41.66,61.67,81.67
13205,81.76,90.18,98.6,98.3,97.99,97.56,97.14
13207,72.78,74.74,76.7,79.51,82.32,53.88,25.43
13209,25.76,30.54,35.31,55.57,75.83,81.71,87.59
13211,51.74,51.45,51.16,52.3,53.44,34.26,15.09
13213,83.25,79.43,75.61,78.55,81.5,79.19,76.89
13215,79.82,82.6,85.39,87.96,90.54,90.9,91.25
13217,85.9,86.95,88.0,84.26,80.51,76.72,72.92
13219,23.78,20.28,16.78,17.5,18.22,16.1,13.97
13221,23.78,28.38,32.98,34.66,36.34,46.1,55.86
13223,67.34,58.46,49.57,39.4,29.24,33.44,37.65
13225,91.5,89.24,86.98,88.76,90.54,92.8,95.07
13227,72.78,64.15,55.52,57.92,60.32,52.09,43.86
13229,55.21,62.29,69.37,62.09,54.81,53.27,51.72
13231,76.5,80.62,84.75,75.1,65.45,58.58,51.72
13233,88.19,80.94,73.7,65.2,56.69,58.2,59.71
13235,81.31,59.04,36.77,37.58,38.38,47.12,55.86
13237,40.08,53.04,66.0,50.44,34.87,28.42,21.96
13239,96.98,98.09,99.2,97.6,95.99,97.9,99.81
13241,51.74,50.65,49.57,38.51,27.45,30.34,33.23
13243,90.61,86.6,82.59,82.04,81.5,86.79,92.08
13245,88.98,90.4,91.82,93.09,94.36,94.19,94.02
13247,90.29,88.32,86.34,83.02,79.71,78.88,78.04
13249,60.74,78.19,95.64,96.58,97.52,93.06,88.61
13251,68.04,69.84,71.63,66.85,62.07,66.79,71.51
13253,56.45,65.07,73.7,77.1,80.51,63.96,47.42
13255,90.61,88.34,86.06,79.19,72.32,54.98,37.65
13257,80.58,84.0,87.42,88.76,90.1,82.8,75.49
13259,99.49,98.1,96.72,92.84,88.95,91.31,93.67
13261,93.47,94.28,95.1,92.82,90.54,83.72,76.89
13263,92.71,86.01,79.31,80.82,82.32,79.6,76.89
13265,95.89,94.24,92.58,92.16,91.75,63.57,35.39
13267,60.74,43.31,25.88,23.88,21.88,43.15,64.42
13269,98.54,98.76,98.98,97.8,96.62,72.02,47.42
13271,6.08,11.81,17.54,13.07,8.6,6.02,3.44
13273,97.87,95.83,93.79,90.54,87.29,86.07,84.85
13275,83.25,83.3,83.35,83.78,84.2,78.56,72.92
13277,49.38,37.63,25.88,18.56,11.24,12.06,12.89
13279,54.09,71.64,89.18,91.77,94.36,88.81,83.26
13281,84.97,80.29,75.61,62.83,50.06,42.72,35.39
13283,19.33,30.14,40.94,47.19,53.44,72.96,92.49
13285,91.5,90.02,88.54,85.43,82.32,74.24,66.17
13287,91.05,84.28,77.52,68.92,60.32,72.58,84.85
13289,66.35,64.2,62.05,67.18,72.32,52.77,33.23
13291,89.88,83.7,77.52,49.03,20.54,33.98,47.42
13293,87.17,90.88,94.59,89.64,84.68,61.17,37.65
13295,72.78,62.67,52.56,59.0,65.45,72.68,79.92
13297,55.21,59.41,63.61,61.08,58.54,52.98,47.42
13299,48.2,41.21,34.22,26.22,18.22,26.8,35.39
13301,98.92,96.76,94.59,89.0,83.41,54.42,25.43
13303,86.37,87.46,88.54,83.22,77.9,65.88,53.85
13305,81.76,88.51,95.26,87.48,79.71,69.71,59.71
13307,49.38,38.29,27.19,16.46,5.73,39.96,74.19
13309,24.86,42.16,59.47,77.61,95.76,89.51,83.26
13311,33.43,27.98,22.54,25.0,27.45,24.7,21.96
13313,82.36,82.04,81.73,72.74,63.76,66.96,70.15
13315,54.09,59.38,64.66,69.06,73.47,71.09,68.71
13317,72.78,72.84,72.91,51.08,29.24,18.61,7.99
13319,28.84,43.48,58.13,66.98,75.83,80.85,85.87
13321,79.82,73.98,68.13,67.55,66.97,71.23,75.49
15001,60.74,59.44,58.13,57.41,56.69,65.44,74.19
15003,22.86,24.37,25.88,27.56,29.24,32.32,35.39
15005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15007,24.86,25.37,25.88,25.22,24.55,23.26,21.96
15009,54.09,46.0,37.92,34.56,31.21,42.53,53.85
16001,37.76,33.06,28.37,25.12,21.88,23.66,25.43
16003,82.36,85.77,89.18,92.58,95.99,96.82,97.64
16005,38.81,46.53,54.25,58.16,62.07,60.89,59.71
16007,8.05,8.99,9.93,11.81,13.69,19.56,25.43
16009,73.96,80.01,86.06,87.28,88.5,81.99,75.49
16011,36.55,41.36,46.16,37.7,29.24,45.34,61.43
16013,13.59,12.75,11.91,8.12,4.33,4.98,5.63
16015,88.19,78.78,69.37,67.41,65.45,35.54,5.63
16017,47.06,40.64,34.22,27.38,20.54,25.6,30.65
16019,24.86,23.27,21.68,21.78,21.88,25.24,28.61
16021,17.06,15.34,13.63,18.49,23.34,17.67,12.0
16023,40.08,44.82,49.57,52.19,54.81,38.39,21.96
16025,86.66,52.1,17.54,15.0,12.45,10.82,9.2
16027,71.89,70.63,69.37,68.17,66.97,57.19,47.42
16029,4.93,4.95,4.97,5.11,5.25,16.23,27.21
16031,40.08,29.82,19.55,17.2,14.84,17.44,20.05
16033,20.25,20.96,21.68,51.59,81.5,50.77,20.05
16035,61.99,54.08,46.16,48.11,50.06,62.13,74.19
16037,15.31,13.29,11.27,23.8,36.34,33.49,30.65
16039,67.34,63.4,59.47,66.47,73.47,75.18,76.89
16041,26.81,19.9,12.99,7.82,2.64,1.9,1.15
16043,31.01,29.1,27.19,46.32,65.45,70.47,75.49
16045,92.04,84.37,76.7,54.84,32.99,24.63,16.26
16047,28.02,22.78,17.54,24.38,31.21,53.35,75.49
16049,54.09,48.88,43.68,41.74,39.81,41.84,43.86
16051,26.81,24.68,22.54,28.7,34.87,27.46,20.05
16053,50.72,38.3,25.88,25.22,24.55,35.08,45.61
16055,63.01,58.63,54.25,49.58,44.9,37.78,30.65
16057,48.2,55.12,62.05,51.86,41.66,49.79,57.92
16059,41.39,38.35,35.31,26.76,18.22,23.42,28.61
16061,25.76,34.08,42.41,48.61,54.81,54.33,53.85
16063,43.52,34.27,25.02,19.36,13.69,17.82,21.96
16065,70.77,75.42,80.07,74.19,68.31,76.58,84.85
16067,22.03,22.28,22.54,20.38,18.22,29.96,41.69
16069,26.81,31.79,36.77,36.56,36.34,28.2,20.05
16071,22.86,37.71,52.56,47.8,43.03,22.28,1.53
16073,90.29,82.41,74.53,53.76,32.99,22.5,12.0
16075,81.76,74.94,68.13,59.1,50.06,46.96,43.86
16077,48.2,47.18,46.16,34.75,23.34,43.06,62.79
16079,79.82,83.62,87.42,87.36,87.29,89.27,91.25
16081,73.96,55.36,36.77,47.66,58.54,57.2,55.86
16083,35.5,27.19,18.88,18.02,17.17,16.72,16.26
16085,14.74,19.22,23.69,26.46,29.24,15.38,1.53
16087,87.68,83.88,80.07,64.42,48.76,58.74,68.71
17001,36.55,40.12,43.68,40.01,36.34,34.78,33.23
17003,97.13,95.03,92.93,83.2,73.47,80.14,86.82
17005,44.57,40.67,36.77,30.06,23.34,17.27,11.2
17007,81.31,75.84,70.36,70.64,70.92,78.4,85.87
17009,15.31,20.6,25.88,27.56,29.24,22.75,16.26
17011,55.21,53.18,51.16,49.04,46.91,49.32,51.72
17013,36.55,35.38,34.22,38.62,43.03,41.08,39.12
17015,47.06,43.35,39.64,53.97,68.31,67.24,66.17
17017,72.78,73.66,74.53,69.14,63.76,69.62,75.49
17019,34.54,32.36,30.18,34.28,38.38,42.9,47.42
17021,28.02,26.52,25.02,21.1,17.17,18.61,20.05
17023,50.72,63.17,75.61,69.68,63.76,47.2,30.65
17025,38.81,37.79,36.77,43.42,50.06,56.42,62.79
17027,19.33,20.94,22.54,19.86,17.17,16.72,16.26
17029,79.05,68.59,58.13,55.78,53.44,66.68,79.92
17031,82.36,82.48,82.59,82.04,81.5,81.58,81.67
17033,58.8,53.52,48.23,48.5,48.76,39.7,30.65
17035,55.21,48.08,40.94,29.05,17.17,12.58,7.99
17037,70.77,75.42,80.07,78.98,77.9,77.97,78.04
17039,38.81,47.16,55.52,52.79,50.06,48.74,47.42
17041,23.78,26.08,28.37,28.81,29.24,23.34,17.44
17043,45.62,42.63,39.64,36.32,32.99,36.06,39.12
17045,79.82,79.94,80.07,69.3,58.54,50.11,41.69
17047,65.46,60.49,55.52,57.92,60.32,73.57,86.82
17049,24.86,24.28,23.69,23.52,23.34,17.27,11.2
17051,78.13,72.06,66.0,69.74,73.47,56.3,39.12
17053,69.02,64.24,59.47,53.19,46.91,43.02,39.12
17055,81.76,85.15,88.54,87.64,86.75,85.0,83.26
17057,57.59,60.6,63.61,66.64,69.68,74.8,79.92
17059,67.34,72.43,77.52,55.26,32.99,62.34,91.69
17061,57.59,61.12,64.66,44.6,24.55,19.26,13.97
17063,56.45,57.96,59.47,51.25,43.03,41.08,39.12
17065,36.55,27.04,17.54,16.19,14.84,18.4,21.96
17067,31.01,40.29,49.57,55.82,62.07,62.43,62.79
17069,95.13,97.08,99.04,99.06,99.08,86.64,74.19
17071,49.38,54.42,59.47,55.59,51.72,62.32,72.92
17073,22.03,25.2,28.37,35.7,43.03,39.21,35.39
17075,61.99,55.11,48.23,49.98,51.72,58.07,64.42
17077,70.77,73.74,76.7,84.22,91.75,92.12,92.49
17079,19.33,17.07,14.8,20.46,26.11,32.62,39.12
17081,70.77,75.42,80.07,78.98,77.9,75.41,72.92
17083,56.45,60.56,64.66,45.38,26.11,31.88,37.65
17085,18.53,21.11,23.69,28.34,32.99,21.1,9.2
17087,74.91,75.26,75.61,64.53,53.44,39.43,25.43
17089,56.45,53.8,51.16,50.61,50.06,50.89,51.72
17091,72.78,71.57,70.36,64.45,58.54,59.13,59.71
17093,40.08,34.22,28.37,34.09,39.81,36.52,33.23
17095,51.74,50.65,49.57,51.5,53.44,54.65,55.86
17097,57.59,55.08,52.56,52.14,51.72,54.82,57.92
17099,78.13,79.93,81.73,76.32,70.92,70.54,70.15
17101,18.53,25.76,32.98,48.37,63.76,53.81,43.86
17103,43.52,43.6,43.68,37.44,31.21,24.85,18.49
17105,38.81,39.22,39.64,44.2,48.76,49.16,49.55
17107,30.25,42.25,54.25,52.98,51.72,58.07,64.42
17109,71.89,75.6,79.31,79.51,79.71,86.46,93.22
17111,63.01,54.02,45.02,38.12,31.21,38.41,45.61
17113,24.86,23.27,21.68,19.95,18.22,18.36,18.49
17115,83.25,84.32,85.39,85.04,84.68,85.75,86.82
17117,57.59,68.83,80.07,77.44,74.81,68.12,61.43
17119,56.45,62.29,68.13,69.53,70.92,65.32,59.71
17121,72.78,75.15,77.52,84.84,92.17,92.12,92.08
17123,35.5,36.14,36.77,48.54,60.32,49.72,39.12
17125,57.59,71.49,85.39,83.86,82.32,76.92,71.51
17127,74.91,69.26,63.61,57.66,51.72,57.26,62.79
17129,22.03,28.12,34.22,37.02,39.81,44.68,49.55
17131,22.03,30.84,39.64,44.85,50.06,41.64,33.23
17133,18.53,19.55,20.57,17.13,13.69,11.44,9.2
17135,32.22,33.22,34.22,37.02,39.81,40.75,41.69
17137,55.21,55.36,55.52,56.1,56.69,59.06,61.43
17139,22.86,18.83,14.8,14.82,14.84,15.55,16.26
17141,64.02,54.52,45.02,50.86,56.69,64.81,72.92
17143,63.01,65.57,68.13,75.23,82.32,84.38,86.44
17145,66.35,56.26,46.16,58.54,70.92,67.67,64.42
17147,22.03,32.22,42.41,34.93,27.45,26.44,25.43
17149,25.76,35.96,46.16,47.46,48.76,55.09,61.43
17151,60.74,66.18,71.63,85.28,98.92,89.42,79.92
17153,89.37,91.31,93.25,92.23,91.21,84.05,76.89
17155,78.13,56.72,35.31,27.39,19.46,15.73,12.0
17157,28.84,28.02,27.19,35.11,43.03,41.08,39.12
17159,32.22,32.6,32.98,43.9,54.81,50.21,45.61
17161,48.2,55.12,62.05,64.51,66.97,66.57,66.17
17163,57.59,63.48,69.37,72.09,74.81,67.26,59.71
17165,90.61,92.54,94.46,93.78,93.09,90.54,88.0
17167,47.06,53.27,59.47,61.61,63.76,57.74,51.72
17169,17.06,29.0,40.94,45.5,50.06,66.66,83.26
17171,56.45,69.52,82.59,76.13,69.68,46.72,23.77
17173,33.43,31.8,30.18,32.53,34.87,32.76,30.65
17175,44.57,47.86,51.16,34.69,18.22,17.83,17.44
17177,80.58,76.1,71.63,73.22,74.81,77.36,79.92
17179,31.01,28.44,25.88,27.56,29.24,32.32,35.39
17181,65.46,53.94,42.41,55.36,68.31,62.08,55.86
17183,83.25,82.92,82.59,80.77,78.95,72.56,66.17
17185,57.59,65.25,72.91,64.8,56.69,47.9,39.12
17187,70.77,68.96,67.14,68.41,69.68,80.32,90.96
17189,22.86,26.52,30.18,28.82,27.45,41.66,55.86
17191,20.25,23.72,27.19,22.7,18.22,21.82,25.43
17193,42.73,57.18,71.63,76.98,82.32,76.24,70.15
17195,57.59,53.58,49.57,48.24,46.91,36.17,25.43
17197,56.45,53.01,49.57,47.24,44.9,47.22,49.55
17199,41.39,51.08,60.78,58.74,56.69,57.31,57.92
17201,85.9,86.66,87.42,88.76,90.1,88.84,87.59
17203,28.84,28.61,28.37,27.24,26.11,24.94,23.77
18001,36.55,34.06,31.58,25.52,19.46,17.28,15.09
18003,57.59,55.08,52.56,52.14,51.72,51.72,51.72
18005,20.25,23.72,27.19,32.78,38.38,38.75,39.12
18007,22.03,21.3,20.57,24.01,27.45,22.97,18.49
18009,77.3,73.33,69.37,67.41,65.45,68.48,71.51
18011,14.23,11.67,9.11,8.44,7.77,13.91,20.05
18013,47.06,40.02,32.98,34.66,36.34,35.86,35.39
18015,55.21,53.18,51.16,39.3,27.45,19.32,11.2
18017,65.46,63.12,60.78,59.66,58.54,48.83,39.12
18019,47.06,44.0,40.94,42.92,44.9,39.06,33.23
18021,58.8,51.24,43.68,45.3,46.91,45.38,43.86
18023,49.38,43.65,37.92,38.15,38.38,31.07,23.77
18025,43.52,42.96,42.41,32.88,23.34,18.66,13.97
18027,17.77,24.68,31.58,28.84,26.11,24.04,21.96
18029,47.06,50.66,54.25,47.03,39.81,29.93,20.05
18031,56.45,42.41,28.37,29.79,31.21,30.93,30.65
18033,52.88,46.91,40.94,37.9,34.87,30.15,25.43
18035,80.58,80.32,80.07,74.88,69.68,72.58,75.49
18037,11.11,9.1,7.1,5.2,3.31,5.33,7.35
18039,54.09,49.56,45.02,40.68,36.34,37.73,39.12
18041,90.61,84.56,78.51,60.08,41.66,40.39,39.12
18043,47.06,45.37,43.68,38.34,32.99,33.11,33.23
18045,64.02,65.01,66.0,60.4,54.81,57.26,59.71
18047,36.55,37.24,37.92,30.63,23.34,16.27,9.2
18049,35.5,36.71,37.92,36.39,34.87,57.79,80.71
18051,21.11,17.37,13.63,14.24,14.84,14.96,15.09
18053,60.74,63.94,67.14,72.2,77.26,80.54,83.83
18055,55.21,48.08,40.94,46.33,51.72,56.58,61.43
18057,15.31,12.99,10.67,10.96,11.24,12.06,12.89
18059,30.25,26.97,23.69,17.02,10.35,11.18,12.0
18061,52.88,50.56,48.23,55.15,62.07,56.9,51.72
18063,24.86,24.94,25.02,24.18,23.34,23.56,23.77
18065,80.58,75.47,70.36,65.34,60.32,47.86,35.39
18067,70.77,65.78,60.78,58.74,56.69,57.31,57.92
18069,54.09,40.64,27.19,22.18,17.17,13.18,9.2
18071,52.88,42.93,32.98,33.92,34.87,26.68,18.49
18073,36.55,40.12,43.68,36.46,29.24,37.42,45.61
18075,60.74,60.76,60.78,54.77,48.76,33.62,18.49
18077,69.02,63.58,58.13,58.34,58.54,39.3,20.05
18079,82.87,65.55,48.23,37.17,26.11,21.78,17.44
18081,35.5,33.54,31.58,29.52,27.45,25.61,23.77
18083,30.25,29.31,28.37,35.7,43.03,33.4,23.77
18085,42.73,35.55,28.37,26.46,24.55,24.16,23.77
18087,35.5,25.62,15.73,11.75,7.77,13.91,20.05
18089,79.05,80.39,81.73,82.57,83.41,82.54,81.67
18091,77.3,75.91,74.53,78.01,81.5,71.46,61.43
18093,49.38,41.18,32.98,36.39,39.81,37.6,35.39
18095,70.77,67.19,63.61,61.96,60.32,60.01,59.71
18097,79.05,77.88,76.7,75.76,74.81,69.62,64.42
18099,66.35,64.2,62.05,57.74,53.44,36.74,20.05
18101,35.5,32.84,30.18,21.94,13.69,8.72,3.76
18103,83.92,79.76,75.61,71.96,68.31,58.93,49.55
18105,40.08,43.12,46.16,55.8,65.45,70.47,75.49
18107,56.45,43.32,30.18,28.14,26.11,27.36,28.61
18109,45.62,44.65,43.68,50.18,56.69,56.28,55.86
18111,66.35,60.94,55.52,61.92,68.31,76.07,83.83
18113,68.04,60.3,52.56,43.72,34.87,32.76,30.65
18115,59.82,48.3,36.77,21.62,6.46,6.04,5.63
18117,56.45,44.02,31.58,31.4,31.21,22.05,12.89
18119,52.88,51.22,49.57,49.82,50.06,49.8,49.55
18121,40.08,46.32,52.56,52.14,51.72,47.79,43.86
18123,31.01,23.37,15.73,13.04,10.35,15.2,20.05
18125,23.78,18.7,13.63,20.54,27.45,21.86,16.26
18127,45.62,44.02,42.41,39.38,36.34,39.02,41.69
18129,22.03,21.3,20.57,24.01,27.45,25.61,23.77
18131,55.21,53.89,52.56,53.68,54.81,60.49,66.17
18133,48.2,46.61,45.02,36.24,27.45,17.72,7.99
18135,48.2,45.94,43.68,42.67,41.66,44.54,47.42
18137,40.08,43.12,46.16,48.11,50.06,44.59,39.12
18139,55.21,44.72,34.22,37.94,41.66,50.68,59.71
18141,69.91,64.69,59.47,53.19,46.91,48.23,49.55
18143,87.17,67.7,48.23,48.5,48.76,43.94,39.12
18145,58.8,60.42,62.05,44.75,27.45,25.61,23.77
18147,40.08,37.15,34.22,30.16,26.11,28.38,30.65
18149,92.04,86.56,81.09,77.28,73.47,68.13,62.79
18151,54.09,45.43,36.77,29.33,21.88,44.02,66.17
18153,45.62,39.3,32.98,47.52,62.07,48.73,35.39
18155,81.31,66.24,51.16,52.3,53.44,57.43,61.43
18157,40.08,40.51,40.94,39.66,38.38,34.51,30.65
18159,28.84,28.61,28.37,21.6,14.84,17.44,20.05
18161,50.72,40.45,30.18,19.84,9.49,11.73,13.97
18163,33.43,33.83,34.22,37.02,39.81,45.76,51.72
18165,37.76,39.35,40.94,41.98,43.03,65.82,88.61
18167,47.06,57.1,67.14,74.73,82.32,75.52,68.71
18169,38.81,37.79,36.77,33.01,29.24,33.44,37.65
18171,21.11,23.06,25.02,23.45,21.88,19.66,17.44
18173,25.76,22.66,19.55,17.83,16.11,19.04,21.96
18175,75.68,74.69,73.7,67.01,60.32,47.86,35.39
18177,73.96,65.47,56.99,55.9,54.81,48.25,41.69
18179,16.17,14.58,12.99,10.04,7.1,9.15,11.2
18181,31.01,30.6,30.18,28.82,27.45,34.57,41.69
18183,28.02,24.85,21.68,16.46,11.24,25.18,39.12
19001,7.04,6.82,6.59,12.4,18.22,43.46,68.71
19003,9.65,8.92,8.18,9.26,10.35,17.06,23.77
19005,30.25,25.96,21.68,14.72,7.77,10.33,12.89
19007,43.52,44.84,46.16,47.46,48.76,63.4,78.04
19009,3.85,5.22,6.59,7.18,7.77,5.2,2.64
19011,11.11,12.05,12.99,12.12,11.24,9.62,7.99
19013,43.52,42.96,42.41,37.7,32.99,45.46,57.92
19015,17.77,17.65,17.54,19.71,21.88,14.62,7.35
19017,17.77,13.18,8.6,11.72,14.84,15.55,16.26
19019,12.86,12.92,12.99,12.72,12.45,13.21,13.97
19021,12.13,15.84,19.55,33.23,46.91,57.81,68.71
19023,12.13,10.36,8.6,12.35,16.11,21.66,27.21
19025,12.13,9.06,5.99,5.86,5.73,7.46,9.2
19027,3.37,4.47,5.57,5.41,5.25,5.44,5.63
19029,7.04,8.08,9.11,8.1,7.1,6.36,5.63
19031,7.48,8.3,9.11,9.3,9.49,11.19,12.89
19033,17.06,16.4,15.73,20.92,26.11,22.3,18.49
19035,7.48,8.04,8.6,7.53,6.46,7.83,9.2
19037,18.53,13.56,8.6,6.46,4.33,5.84,7.35
19039,19.33,19.95,20.57,17.7,14.84,10.72,6.59
19041,13.31,11.21,9.11,14.28,19.46,31.66,43.86
19043,17.06,15.93,14.8,10.02,5.25,6.3,7.35
19045,18.53,19.55,20.57,25.89,31.21,35.16,39.12
19047,17.77,26.0,34.22,53.84,73.47,64.66,55.86
19049,5.35,4.73,4.11,5.6,7.1,12.27,17.44
19051,20.25,17.99,15.73,13.04,10.35,12.72,15.09
19053,38.81,37.06,35.31,33.26,31.21,30.93,30.65
19055,10.54,10.24,9.93,8.2,6.46,5.3,4.14
19057,38.81,36.52,34.22,40.56,46.91,41.15,35.39
19059,16.17,13.05,9.93,10.14,10.35,7.99,5.63
19061,13.59,14.19,14.8,20.46,26.11,29.67,33.23
19063,13.59,20.98,28.37,22.24,16.11,15.6,15.09
19065,16.17,16.86,17.54,17.35,17.17,12.58,7.99
19067,16.17,13.42,10.67,9.22,7.77,9.49,11.2
19069,7.48,18.83,30.18,26.76,23.34,32.52,41.69
19071,12.13,12.88,13.63,17.08,20.54,23.88,27.21
19073,33.43,34.37,35.31,41.11,46.91,42.28,37.65
19075,15.31,14.15,12.99,9.12,5.25,7.22,9.2
19077,12.86,10.98,9.11,13.14,17.17,22.19,27.21
19079,16.17,11.86,7.55,10.0,12.45,14.36,16.26
19081,4.27,3.41,2.55,3.44,4.33,5.46,6.59
19083,26.81,18.37,9.93,6.94,3.95,7.97,12.0
19085,10.54,8.57,6.59,4.82,3.06,6.62,10.18
19087,28.02,25.86,23.69,34.29,44.9,46.16,47.42
19089,8.05,9.98,11.91,9.84,7.77,8.49,9.2
19091,14.74,14.18,13.63,17.08,20.54,22.98,25.43
19093,6.08,8.67,11.27,19.36,27.45,17.72,7.99
19095,4.27,3.41,2.55,6.02,9.49,14.77,20.05
19097,10.54,16.54,22.54,25.89,29.24,43.58,57.92
19099,21.11,22.4,23.69,31.75,39.81,30.88,21.96
19101,13.31,29.74,46.16,57.92,69.68,76.76,83.83
19103,8.05,8.32,8.6,12.35,16.11,20.77,25.43
19105,23.78,21.66,19.55,20.72,21.88,30.5,39.12
19107,14.23,22.91,31.58,35.7,39.81,33.51,27.21
19109,2.55,2.55,2.55,8.12,13.69,19.56,25.43
19111,54.09,59.38,64.66,70.24,75.83,65.84,55.86
19113,16.17,16.48,16.78,17.5,18.22,23.42,28.61
19115,30.25,23.9,17.54,30.28,43.03,38.13,33.23
19117,54.09,39.99,25.88,32.84,39.81,29.15,18.49
19119,4.93,4.0,3.06,3.96,4.87,5.73,6.59
19121,41.39,31.96,22.54,23.54,24.55,19.82,15.09
19123,48.2,45.3,42.41,44.66,46.91,32.17,17.44
19125,11.56,12.6,13.63,13.04,12.45,11.32,10.18
19127,30.25,33.51,36.77,39.9,43.03,49.44,55.86
19129,9.04,11.34,13.63,17.76,21.88,26.26,30.65
19131,12.13,11.7,11.27,12.48,13.69,8.57,3.44
19133,16.17,15.95,15.73,14.71,13.69,11.44,9.2
19135,28.02,32.4,36.77,46.73,56.69,53.12,49.55
19137,67.34,68.85,70.36,70.64,70.92,45.49,20.05
19139,25.76,22.66,19.55,13.32,7.1,12.8,18.49
19141,4.93,5.46,5.99,5.86,5.73,5.3,4.87
19143,7.48,6.74,5.99,6.88,7.77,11.43,15.09
19145,18.53,18.04,17.54,23.39,29.24,41.54,53.85
19147,8.63,6.06,3.5,2.54,1.59,3.23,4.87
19149,7.48,9.38,11.27,8.86,6.46,6.52,6.59
19151,12.13,17.34,22.54,18.69,14.84,22.74,30.65
19153,23.78,25.49,27.19,28.22,29.24,36.55,43.86
19155,22.86,23.28,23.69,26.46,29.24,32.32,35.39
19157,21.11,19.32,17.54,26.2,34.87,43.3,51.72
19159,17.77,23.07,28.37,29.79,31.21,23.15,15.09
19161,9.04,11.34,13.63,13.04,12.45,12.67,12.89
19163,22.86,23.28,23.69,25.57,27.45,29.05,30.65
19165,7.04,8.08,9.11,11.98,14.84,18.4,21.96
19167,2.07,2.31,2.55,5.57,8.6,7.97,7.35
19169,21.11,24.15,27.19,28.22,29.24,46.83,64.42
19171,30.25,32.24,34.22,28.05,21.88,26.26,30.65
19173,10.54,9.83,9.11,14.82,20.54,16.27,12.0
19175,28.84,22.28,15.73,30.32,44.9,46.16,47.42
19177,30.25,21.08,11.91,24.13,36.34,40.98,45.61
19179,56.45,54.5,52.56,59.0,65.45,59.65,53.85
19181,21.11,24.15,27.19,21.65,16.11,17.3,18.49
