FIPS,2014 EPL_UNEMP,2015 EPL_UNEMP,2016 EPL_UNEMP,2017 EPL_UNEMP,2018 EPL_UNEMP,2019 EPL_UNEMP,2020 EPL_UNEMP
19183,15.31,16.05,16.78,22.12,27.45,20.17,12.89
19185,37.76,22.66,7.55,7.0,6.46,4.71,2.96
19187,61.99,54.08,46.16,39.58,32.99,24.63,16.26
19189,20.25,33.2,46.16,40.52,34.87,25.56,16.26
19191,5.7,5.49,5.28,4.8,4.33,5.46,6.59
19193,20.25,22.64,25.02,30.68,36.34,40.98,45.61
19195,18.53,30.47,42.41,39.38,36.34,28.2,20.05
19197,31.01,35.98,40.94,44.85,48.76,30.82,12.89
20001,38.81,33.59,28.37,31.62,34.87,35.13,35.39
20003,49.38,30.64,11.91,11.58,11.24,29.33,47.42
20005,44.57,46.4,48.23,41.55,34.87,31.04,27.21
20007,3.37,5.98,8.6,6.13,3.66,7.43,11.2
20009,34.54,33.06,31.58,27.46,23.34,21.7,20.05
20011,14.23,9.75,5.28,6.52,7.77,14.86,21.96
20013,21.11,17.37,13.63,16.54,19.46,31.66,43.86
20015,31.01,29.69,28.37,27.91,27.45,31.42,35.39
20017,7.04,11.39,15.73,24.36,32.99,25.22,17.44
20019,22.86,31.9,40.94,59.42,77.9,76.7,75.49
20021,28.84,36.93,45.02,40.68,36.34,22.17,7.99
20023,5.35,3.87,2.39,7.42,12.45,9.9,7.35
20025,1.72,2.39,3.06,2.5,1.94,2.69,3.44
20027,2.23,5.2,8.18,7.98,7.77,9.49,11.2
20029,25.76,31.26,36.77,36.56,36.34,26.89,17.44
20031,26.81,24.68,22.54,26.88,31.21,38.41,45.61
20033,10.09,15.88,21.68,14.07,6.46,10.78,15.09
20035,49.38,45.16,40.94,40.38,39.81,46.83,53.85
20037,25.76,30.54,35.31,34.15,32.99,44.42,55.86
20039,19.33,12.96,6.59,6.52,6.46,17.54,28.61
20041,32.22,32.6,32.98,43.9,54.81,34.39,13.97
20043,22.86,24.37,25.88,23.88,21.88,12.26,2.64
20045,31.01,29.69,28.37,29.79,31.21,34.43,37.65
20047,5.7,3.88,2.07,3.9,5.73,5.68,5.63
20049,14.74,25.02,35.31,49.54,63.76,66.96,70.15
20051,14.23,12.08,9.93,8.52,7.1,13.57,20.05
20053,13.59,11.76,9.93,14.7,19.46,11.8,4.14
20055,12.13,17.34,22.54,29.44,36.34,35.86,35.39
20057,30.25,42.88,55.52,56.1,56.69,51.15,45.61
20059,36.55,37.24,37.92,35.46,32.99,24.63,16.26
20061,60.74,69.62,78.51,73.41,68.31,48.46,28.61
20063,2.55,2.55,2.55,3.25,3.95,8.96,13.97
20065,3.85,2.96,2.07,10.14,18.22,25.72,33.23
20067,38.81,31.92,25.02,35.97,46.91,59.21,71.51
20069,4.93,6.24,7.55,9.4,11.24,9.62,7.99
20071,3.37,2.32,1.27,1.21,1.15,0.57,0.0
20073,17.06,16.4,15.73,14.71,13.69,10.84,7.99
20075,3.37,2.96,2.55,3.9,5.25,2.62,0.0
20077,12.13,15.5,18.88,16.28,13.69,31.62,49.55
20079,15.31,13.61,11.91,12.18,12.45,17.2,21.96
20081,17.06,15.34,13.63,11.12,8.6,9.39,10.18
20083,7.04,4.3,1.56,7.62,13.69,16.87,20.05
20085,12.86,20.02,27.19,41.0,54.81,45.1,35.39
20087,34.54,44.4,54.25,52.15,50.06,36.01,21.96
20089,4.62,4.36,4.11,6.36,8.6,5.78,2.96
20091,15.31,15.52,15.73,14.71,13.69,15.57,17.44
20093,6.08,5.35,4.62,11.42,18.22,10.99,3.76
20095,23.78,27.68,31.58,39.25,46.91,37.76,28.61
20097,11.56,12.6,13.63,11.12,8.6,10.74,12.89
20099,31.01,29.69,28.37,26.46,24.55,19.26,13.97
20101,8.63,9.95,11.27,8.86,6.46,8.32,10.18
20103,35.5,30.26,25.02,24.18,23.34,43.88,64.42
20105,32.22,39.19,46.16,42.27,38.38,21.26,4.14
20107,71.89,59.02,46.16,51.42,56.69,53.12,49.55
20109,11.11,11.19,11.27,7.61,3.95,2.62,1.3
20111,41.39,43.78,46.16,49.8,53.44,42.04,30.65
20113,6.65,5.81,4.97,5.72,6.46,4.55,2.64
20115,21.11,21.4,21.68,26.44,31.21,30.93,30.65
20117,5.35,7.23,9.11,18.28,27.45,19.32,11.2
20119,6.65,5.81,4.97,7.66,10.35,9.17,7.99
20121,34.54,26.04,17.54,16.19,14.84,9.86,4.87
20123,4.62,5.6,6.59,10.14,13.69,13.29,12.89
20125,68.04,63.08,58.13,54.1,50.06,52.96,55.86
20127,9.65,7.82,5.99,10.42,14.84,13.42,12.0
20129,10.54,37.6,64.66,42.06,19.46,11.21,2.96
20131,1.72,2.14,2.55,3.44,4.33,5.28,6.24
20133,21.11,15.52,9.93,15.9,21.88,22.82,23.77
20135,4.62,6.86,9.11,9.3,9.49,6.06,2.64
20137,1.37,1.88,2.39,2.16,1.94,9.69,17.44
20139,54.09,59.38,64.66,55.78,46.91,40.07,33.23
20141,9.04,11.02,12.99,10.38,7.77,7.0,6.24
20143,18.53,17.65,16.78,12.69,8.6,8.3,7.99
20145,7.48,4.38,1.27,3.5,5.73,5.3,4.87
20147,13.31,10.43,7.55,7.66,7.77,8.98,10.18
20149,9.04,13.29,17.54,21.04,24.55,15.95,7.35
20151,12.86,20.62,28.37,25.12,21.88,20.18,18.49
20153,1.37,3.17,4.97,4.01,3.06,2.38,1.69
20155,28.84,28.02,27.19,30.09,32.99,36.06,39.12
20157,10.09,10.68,11.27,9.52,7.77,4.89,2.01
20159,34.54,32.36,30.18,38.54,46.91,45.38,43.86
20161,17.77,26.0,34.22,42.14,50.06,50.89,51.72
20163,10.09,12.91,15.73,20.14,24.55,15.95,7.35
20165,32.22,29.7,27.19,22.18,17.17,20.47,23.77
20167,19.33,32.17,45.02,54.39,63.76,51.44,39.12
20169,20.25,19.9,19.55,20.72,21.88,26.26,30.65
20171,12.86,17.7,22.54,22.21,21.88,11.78,1.69
20173,45.62,41.77,37.92,41.41,44.9,50.38,55.86
20175,51.74,61.68,71.63,59.27,46.91,35.34,23.77
20177,36.55,37.24,37.92,35.46,32.99,33.11,33.23
20179,2.55,2.05,1.56,3.64,5.73,7.46,9.2
20181,28.02,19.96,11.91,19.68,27.45,43.58,59.71
20183,14.74,13.0,11.27,10.81,10.35,11.18,12.0
20185,3.37,7.02,10.67,19.96,29.24,34.18,39.12
20187,3.37,2.22,1.08,2.07,3.06,5.2,7.35
20189,5.35,8.63,11.91,22.45,32.99,56.46,79.92
20191,36.55,37.24,37.92,29.23,20.54,37.2,53.85
20193,3.37,3.22,3.06,3.7,4.33,3.48,2.64
20195,1.91,1.73,1.56,2.43,3.31,4.95,6.59
20197,18.53,20.1,21.68,17.69,13.69,9.96,6.24
20199,18.53,32.34,46.16,26.96,7.77,4.33,0.89
20201,11.56,9.33,7.1,9.17,11.24,7.69,4.14
20203,4.93,5.25,5.57,6.33,7.1,18.87,30.65
20205,41.39,37.8,34.22,38.62,43.03,42.36,41.69
20207,21.11,27.66,34.22,60.76,87.29,88.94,90.58
20209,85.9,82.6,79.31,79.13,78.95,76.57,74.19
21001,73.96,54.64,35.31,48.69,62.07,72.3,82.53
21003,84.37,69.31,54.25,52.15,50.06,58.12,66.17
21005,41.39,49.76,58.13,69.32,80.51,76.01,71.51
21007,32.22,30.3,28.37,39.22,50.06,55.74,61.43
21009,49.38,55.08,60.78,68.3,75.83,77.46,79.09
21011,93.19,87.46,81.73,78.27,74.81,48.38,21.96
21013,82.87,85.43,88.0,88.74,89.49,92.2,94.91
21015,25.76,27.06,28.37,28.81,29.24,26.51,23.77
21017,75.68,68.86,62.05,63.75,65.45,64.12,62.79
21019,80.58,76.1,71.63,80.56,89.49,88.74,88.0
21021,54.09,43.54,32.98,34.66,36.34,51.26,66.17
21023,36.55,55.54,74.53,62.3,50.06,48.74,47.42
21025,81.31,87.42,93.54,95.02,96.5,94.86,93.22
21027,85.9,86.12,86.34,85.87,85.41,86.5,87.59
21029,52.88,50.56,48.23,43.3,38.38,45.05,51.72
21031,74.91,52.54,30.18,44.36,58.54,71.69,84.85
21033,73.96,69.98,66.0,53.83,41.66,57.29,72.92
21035,73.96,62.56,51.16,46.41,41.66,39.66,37.65
21037,48.2,41.76,35.31,34.15,32.99,35.32,37.65
21039,45.62,55.14,64.66,60.67,56.69,51.15,45.61
21041,95.13,92.51,89.88,89.68,89.49,92.92,96.34
21043,84.37,86.78,89.18,85.34,81.5,67.68,53.85
21045,75.68,77.5,79.31,82.36,85.41,88.0,90.58
21047,92.04,89.51,86.98,86.2,85.41,86.12,86.82
21049,57.59,54.37,51.16,54.85,58.54,55.13,51.72
21051,97.39,94.98,92.58,93.72,94.87,94.82,94.78
21053,68.04,71.82,75.61,75.72,75.83,77.88,79.92
21055,57.59,48.61,39.64,32.1,24.55,19.26,13.97
21057,83.25,69.39,55.52,53.62,51.72,43.56,35.39
21059,32.22,38.62,45.02,46.89,48.76,43.94,39.12
21061,67.34,76.36,85.39,86.71,88.03,89.64,91.25
21063,43.52,52.15,60.78,48.56,36.34,20.6,4.87
21065,88.19,92.33,96.47,96.7,96.94,96.45,95.96
21067,45.62,44.65,43.68,46.22,48.76,52.31,55.86
21069,57.59,70.82,84.05,78.18,72.32,81.45,90.58
21071,51.74,71.3,90.86,93.74,96.62,95.32,94.02
21073,78.13,70.87,63.61,58.53,53.44,50.43,47.42
21075,79.82,83.62,87.42,77.87,68.31,68.51,68.71
21077,63.01,50.46,37.92,47.3,56.69,62.7,68.71
21079,84.97,80.29,75.61,67.07,58.54,58.23,57.92
21081,69.02,54.98,40.94,30.2,19.46,33.44,47.42
21083,51.74,61.05,70.36,75.44,80.51,68.18,55.86
21085,75.68,63.42,51.16,41.18,31.21,26.58,21.96
21087,60.74,60.11,59.47,44.36,29.24,44.47,59.71
21089,83.92,82.5,81.09,82.88,84.68,73.06,61.43
21091,24.86,35.51,46.16,50.48,54.81,53.27,51.72
21093,58.8,59.79,60.78,58.74,56.69,67.89,79.09
21095,67.34,76.84,86.34,89.26,92.17,95.34,98.5
21097,51.74,51.45,51.16,47.1,43.03,35.82,28.61
21099,69.91,60.54,51.16,61.74,72.32,51.48,30.65
21101,60.74,52.21,43.68,40.01,36.34,32.48,28.61
21103,52.88,48.28,43.68,45.3,46.91,46.26,45.61
21105,87.68,71.6,55.52,55.16,54.81,65.15,75.49
21107,49.38,46.53,43.68,48.56,53.44,64.46,75.49
21109,68.04,81.65,95.26,94.48,93.69,83.94,74.19
21111,60.74,58.13,55.52,56.1,56.69,57.31,57.92
21113,58.8,62.4,66.0,64.04,62.07,55.81,49.55
21115,64.02,75.04,86.06,89.29,92.52,92.51,92.49
21117,50.72,47.87,45.02,41.7,38.38,33.49,28.61
21119,94.21,95.94,97.68,97.55,97.42,96.53,95.64
21121,96.66,96.32,95.99,85.91,75.83,75.01,74.19
21123,84.97,73.51,62.05,58.43,54.81,32.01,9.2
21125,88.19,86.12,84.05,84.12,84.2,67.96,51.72
21127,44.57,59.55,74.53,82.32,90.1,78.14,66.17
21129,78.13,87.34,96.56,91.92,87.29,91.62,95.96
21131,61.99,80.34,98.69,96.52,94.36,79.39,64.42
21133,83.92,89.68,95.45,96.52,97.58,95.4,93.22
21135,81.31,65.44,49.57,60.94,72.32,73.9,75.49
21137,87.17,87.85,88.54,79.11,69.68,77.26,84.85
21139,44.57,35.22,25.88,36.39,46.91,56.54,66.17
21141,55.21,56.67,58.13,54.92,51.72,48.67,45.61
21143,44.57,39.94,35.31,22.4,9.49,13.46,17.44
21145,36.55,31.22,25.88,26.66,27.45,24.7,21.96
21147,99.01,98.93,98.85,98.96,99.08,92.95,86.82
21149,38.81,48.47,58.13,65.8,73.47,68.95,64.42
21151,58.8,60.42,62.05,65.18,68.31,72.6,76.89
21153,79.05,86.98,94.91,95.82,96.72,97.52,98.31
21155,68.04,70.87,73.7,81.9,90.1,89.05,88.0
21157,44.57,47.07,49.57,49.82,50.06,36.92,23.77
21159,99.08,99.18,99.27,98.63,97.99,86.09,74.19
21161,33.43,39.8,46.16,47.46,48.76,42.08,35.39
21163,79.05,77.88,76.7,75.76,74.81,65.33,55.86
21165,96.98,92.76,88.54,76.15,63.76,53.81,43.86
21167,90.61,84.96,79.31,84.93,90.54,80.34,70.15
21169,55.21,54.73,54.25,51.5,48.76,32.51,16.26
21171,59.82,68.26,76.7,69.39,62.07,42.02,21.96
21173,89.88,82.74,75.61,71.29,66.97,62.44,57.92
21175,65.46,68.54,71.63,64.16,56.69,58.2,59.71
21177,63.01,66.68,70.36,79.66,88.95,70.33,51.72
21179,75.68,64.96,54.25,53.84,53.44,35.97,18.49
21181,26.81,45.21,63.61,69.21,74.81,63.26,51.72
21183,57.59,73.06,88.54,89.32,90.1,75.76,61.43
21185,16.17,15.95,15.73,14.71,13.69,18.73,23.77
21187,59.82,65.72,71.63,57.33,43.03,35.82,28.61
21189,94.75,82.56,70.36,82.9,95.45,96.36,97.26
21191,41.39,37.18,32.98,28.16,23.34,27.0,30.65
21193,91.5,94.71,97.93,98.02,98.12,96.07,94.02
21195,77.3,81.68,86.06,87.5,88.95,88.78,88.61
21197,73.96,66.04,58.13,65.8,73.47,71.09,68.71
21199,61.99,70.25,78.51,82.31,86.11,78.13,70.15
21201,89.88,62.6,35.31,34.15,32.99,59.91,86.82
21203,72.78,81.82,90.86,88.14,85.41,88.95,92.49
21205,21.11,31.76,42.41,40.39,38.38,33.49,28.61
21207,85.42,86.71,88.0,87.06,86.11,80.8,75.49
21209,42.73,35.55,28.37,26.46,24.55,21.52,18.49
21211,40.08,31.88,23.69,30.02,36.34,31.78,27.21
21213,52.88,42.23,31.58,23.21,14.84,41.78,68.71
21215,32.22,40.22,48.23,44.02,39.81,43.62,47.42
21217,79.05,76.79,74.53,63.98,53.44,51.5,49.55
21219,45.62,55.14,64.66,69.73,74.81,68.8,62.79
21221,40.08,62.74,85.39,89.24,93.09,90.54,88.0
21223,87.17,92.47,97.77,96.06,94.36,94.88,95.39
21225,45.62,57.99,70.36,77.52,84.68,69.26,53.85
21227,58.8,54.18,49.57,46.3,43.03,45.22,47.42
21229,44.57,39.94,35.31,37.56,39.81,40.75,41.69
21231,95.61,95.44,95.26,78.67,62.07,63.24,64.42
21233,41.39,47.82,54.25,47.03,39.81,39.47,39.12
21235,84.37,83.86,83.35,84.38,85.41,81.73,78.04
21237,61.99,74.03,86.06,92.78,99.49,99.73,99.97
21239,25.76,21.65,17.54,16.19,14.84,16.67,18.49
22001,61.99,69.76,77.52,83.81,90.1,92.51,94.91
22003,40.08,59.7,79.31,85.92,92.52,92.1,91.69
22005,26.81,31.79,36.77,47.66,58.54,64.35,70.15
22007,79.82,73.98,68.13,72.69,77.26,65.55,53.85
22009,69.91,70.77,71.63,73.73,75.83,75.66,75.49
22011,31.01,41.78,52.56,67.44,82.32,85.16,88.0
22013,76.5,80.62,84.75,66.76,48.76,53.34,57.92
22015,26.81,30.52,34.22,44.52,54.81,57.26,59.71
22017,42.73,48.49,54.25,64.53,74.81,77.76,80.71
22019,56.45,57.29,58.13,55.78,53.44,59.8,66.17
22021,70.77,80.32,89.88,87.28,84.68,89.58,94.49
22023,23.78,17.23,10.67,19.06,27.45,16.54,5.63
22025,58.8,57.9,56.99,55.21,53.44,70.13,86.82
22027,96.24,96.76,97.29,94.52,91.75,61.2,30.65
22029,96.88,89.74,82.59,73.17,63.76,78.72,93.67
22031,56.45,69.9,83.35,88.85,94.36,93.79,93.22
22033,45.62,49.09,52.56,59.76,66.97,72.5,78.04
22035,98.47,95.14,91.82,86.66,81.5,78.5,75.49
22037,28.84,34.24,39.64,47.22,54.81,66.95,79.09
22039,52.88,71.87,90.86,94.36,97.87,98.4,98.92
22041,63.01,74.2,85.39,89.24,93.09,91.63,90.17
22043,70.77,70.56,70.36,61.04,51.72,42.47,33.23
22045,70.77,80.82,90.86,92.48,94.11,92.9,91.69
22047,47.06,51.29,55.52,61.24,66.97,80.94,94.91
22049,45.62,39.3,32.98,45.76,58.54,48.83,39.12
22051,38.81,41.24,43.68,48.56,53.44,56.58,59.71
22053,71.89,71.76,71.63,80.56,89.49,87.17,84.85
22055,28.84,27.36,25.88,32.13,38.38,46.11,53.85
22057,32.22,44.6,56.99,64.66,72.32,76.99,81.67
22059,33.43,30.31,27.19,24.54,21.88,30.5,39.12
22061,85.42,86.2,86.98,80.9,74.81,60.21,45.61
22063,44.57,42.76,40.94,38.64,36.34,45.1,53.85
22065,98.89,97.9,96.91,95.0,93.09,94.14,95.19
22067,71.89,69.51,67.14,57.95,48.76,57.46,66.17
22069,79.05,86.42,93.79,95.95,98.12,98.47,98.82
22071,81.76,82.56,83.35,84.73,86.11,88.54,90.96
22073,44.57,54.09,63.61,66.64,69.68,64.69,59.71
22075,16.17,14.9,13.63,16.54,19.46,18.45,17.44
22077,24.86,49.7,74.53,79.6,84.68,72.19,59.71
22079,52.88,59.44,66.0,70.91,75.83,71.0,66.17
22081,81.76,73.88,66.0,51.17,36.34,35.86,35.39
22083,75.68,82.11,88.54,62.44,36.34,57.19,78.04
22085,73.96,78.66,83.35,88.85,94.36,92.8,91.25
22087,84.97,87.78,90.58,92.47,94.36,93.64,92.93
22089,48.2,58.16,68.13,60.78,53.44,62.47,71.51
22091,95.38,96.29,97.2,97.58,97.96,98.82,99.68
22093,77.3,73.83,70.36,68.66,66.97,58.26,49.55
22095,75.68,71.9,68.13,71.98,75.83,83.4,90.96
22097,25.76,30.54,35.31,48.69,62.07,58.96,55.86
22099,43.52,48.04,52.56,61.74,70.92,77.38,83.83
22101,82.36,86.12,89.88,89.68,89.49,84.29,79.09
22103,43.52,50.26,56.99,55.9,54.81,56.36,57.92
22105,86.37,84.86,83.35,85.32,87.29,84.91,82.53
22107,71.89,84.83,97.77,98.56,99.36,99.28,99.2
22109,34.54,31.46,28.37,48.34,68.31,71.25,74.19
22111,41.39,43.78,46.16,54.96,63.76,47.2,30.65
22113,48.2,58.16,68.13,75.77,83.41,84.13,84.85
22115,40.08,54.1,68.13,78.81,89.49,87.68,85.87
22117,96.34,96.07,95.8,95.78,95.76,95.27,94.78
22119,73.96,71.67,69.37,60.54,51.72,50.64,49.55
22121,24.86,35.51,46.16,52.35,58.54,73.27,88.0
22123,64.02,77.3,90.58,93.1,95.61,89.72,83.83
22125,86.66,87.04,87.42,83.96,80.51,85.34,90.17
22127,32.22,45.18,58.13,46.5,34.87,48.83,62.79
23001,56.45,45.88,35.31,35.09,34.87,38.28,41.69
23003,38.81,39.88,40.94,41.98,43.03,46.29,49.55
23005,22.03,21.3,20.57,18.87,17.17,17.3,17.44
23007,54.09,52.63,51.16,52.3,53.44,50.43,47.42
23009,44.57,44.12,43.68,40.01,36.34,30.06,23.77
23011,50.72,51.64,52.56,46.18,39.81,32.62,25.43
23013,21.11,27.04,32.98,30.22,27.45,24.7,21.96
23015,15.31,13.29,11.27,16.58,21.88,25.24,28.61
23017,68.04,63.08,58.13,58.34,58.54,65.03,71.51
23019,45.62,51.3,56.99,53.52,50.06,46.96,43.86
23021,70.77,77.76,84.75,82.63,80.51,70.97,61.43
23023,31.01,28.44,25.88,17.24,8.6,18.6,28.61
23025,64.02,71.26,78.51,82.9,87.29,66.45,45.61
23027,49.38,52.45,55.52,53.62,51.72,49.57,47.42
23029,74.91,73.91,72.91,73.19,73.47,78.0,82.53
23031,31.01,28.44,25.88,26.0,26.11,24.04,21.96
24001,69.91,74.99,80.07,83.41,86.75,86.31,85.87
24003,30.25,30.92,31.58,33.22,34.87,35.13,35.39
24005,38.81,38.36,37.92,41.41,44.9,48.31,51.72
24009,49.38,56.5,63.61,64.53,65.45,46.33,27.21
24011,59.82,59.64,59.47,52.18,44.9,47.22,49.55
24013,14.23,16.89,19.55,18.89,18.22,19.14,20.05
24015,55.21,50.68,46.16,48.94,51.72,53.79,55.86
24017,35.5,30.26,25.02,24.78,24.55,31.84,39.12
24019,74.91,80.15,85.39,83.86,82.32,83.08,83.83
24021,26.81,27.59,28.37,31.62,34.87,34.05,33.23
24023,33.43,33.2,32.98,28.76,24.55,29.97,35.39
24025,35.5,36.71,37.92,38.15,38.38,36.88,35.39
24027,16.17,18.37,20.57,21.22,21.88,25.24,28.61
24029,35.5,34.24,32.98,32.1,31.21,24.85,18.49
24031,28.84,32.07,35.31,37.56,39.81,41.84,43.86
24033,64.02,65.01,66.0,67.84,69.68,72.58,75.49
24035,28.02,22.78,17.54,14.39,11.24,13.75,16.26
24037,18.53,18.7,18.88,19.17,19.46,20.71,21.96
24039,57.59,63.98,70.36,79.66,88.95,91.31,93.67
24041,37.76,37.84,37.92,27.02,16.11,15.04,13.97
24043,58.8,59.14,59.47,63.22,66.97,64.2,61.43
24045,59.82,60.94,62.05,70.88,79.71,83.86,88.0
24047,81.31,71.68,62.05,54.48,46.91,57.81,68.71
24510,92.23,91.88,91.53,90.82,90.1,88.27,86.44
25001,44.57,43.49,42.41,39.38,36.34,34.78,33.23
25003,61.99,65.06,68.13,63.34,58.54,56.19,53.85
25005,68.04,67.59,67.14,60.98,54.81,57.26,59.71
25007,16.17,16.86,17.54,16.19,14.84,34.35,53.85
25009,51.74,52.15,52.56,50.66,48.76,52.31,55.86
25011,40.08,39.86,39.64,42.27,44.9,52.3,59.71
25013,77.3,75.91,74.53,72.72,70.92,71.92,72.92
25015,37.76,46.0,54.25,55.47,56.69,59.74,62.79
25017,32.22,31.2,30.18,28.82,27.45,31.42,35.39
25019,6.08,8.0,9.93,10.14,10.35,38.26,66.17
25021,41.39,41.9,42.41,42.04,41.66,41.68,41.69
25023,55.21,53.18,51.16,49.96,48.76,51.3,53.85
25025,69.02,66.84,64.66,69.06,73.47,76.7,79.92
25027,52.88,50.56,48.23,49.14,50.06,48.74,47.42
26001,89.88,88.11,86.34,87.64,88.95,80.23,71.51
26003,83.25,72.02,60.78,63.87,66.97,56.29,45.61
26005,42.73,32.2,21.68,18.26,14.84,17.44,20.05
26007,72.78,68.2,63.61,61.08,58.54,72.21,85.87
26009,84.37,73.99,63.61,55.26,46.91,41.15,35.39
26011,93.7,91.44,89.18,90.85,92.52,86.22,79.92
26013,44.57,47.07,49.57,57.51,65.45,49.34,33.23
26015,61.99,51.46,40.94,42.92,44.9,51.41,57.92
26017,72.78,70.46,68.13,70.23,72.32,70.52,68.71
26019,61.99,61.38,60.78,56.25,51.72,50.64,49.55
26021,73.96,68.79,63.61,64.53,65.45,69.18,72.92
26023,58.8,45.19,31.58,32.29,32.99,44.42,55.86
26025,81.76,76.7,71.63,72.55,73.47,74.48,75.49
26027,72.78,74.19,75.61,72.65,69.68,67.92,66.17
26029,64.02,61.74,59.47,46.23,32.99,40.2,47.42
26031,95.96,95.44,94.91,89.8,84.68,84.76,84.85
26033,89.37,87.38,85.39,88.3,91.21,92.07,92.93
26035,96.34,95.46,94.59,94.24,93.89,94.76,95.64
26037,36.55,32.46,28.37,26.46,24.55,22.3,20.05
26039,92.04,90.96,89.88,87.28,84.68,84.76,84.85
26041,77.3,68.39,59.47,53.19,46.91,50.38,53.85
26043,51.74,51.45,51.16,41.18,31.21,29.21,27.21
26045,60.74,54.49,48.23,47.57,46.91,45.38,43.86
26047,54.09,56.78,59.47,50.57,41.66,36.16,30.65
26049,95.73,94.64,93.54,93.32,93.09,92.79,92.49
26051,88.19,83.75,79.31,76.39,73.47,73.19,72.92
26053,75.68,73.66,71.63,61.68,51.72,46.7,41.69
26055,43.52,39.42,35.31,37.56,39.81,33.51,27.21
26057,72.78,69.39,66.0,67.84,69.68,58.55,47.42
26059,74.91,67.84,60.78,51.22,41.66,37.44,33.23
26061,57.59,57.86,58.13,62.55,66.97,67.84,68.71
26063,65.46,55.81,46.16,47.46,48.76,51.3,53.85
26065,68.04,71.82,75.61,75.21,74.81,77.36,79.92
26067,79.05,73.59,68.13,56.52,44.9,49.38,53.85
26069,93.19,92.5,91.82,88.25,84.68,84.76,84.85
26071,47.06,54.56,62.05,60.3,58.54,57.2,55.86
26073,84.37,84.21,84.05,81.88,79.71,81.77,83.83
26075,82.87,79.24,75.61,73.26,70.92,72.56,74.19
26077,70.77,63.88,56.99,57.76,58.54,65.73,72.92
26079,87.17,81.39,75.61,77.28,78.95,73.83,68.71
26081,56.45,49.43,42.41,40.39,38.38,41.12,43.86
26083,18.53,32.34,46.16,52.35,58.54,60.66,62.79
26085,93.7,93.74,93.79,95.51,97.23,81.7,66.17
26087,85.9,82.2,78.51,71.98,65.45,67.08,68.71
26089,45.62,45.89,46.16,46.54,46.91,40.07,33.23
26091,69.91,64.02,58.13,50.58,43.03,45.22,47.42
26093,40.08,35.83,31.58,29.52,27.45,27.33,27.21
26095,93.19,94.68,96.18,74.81,53.44,65.74,78.04
26097,87.17,89.02,90.86,91.98,93.09,93.38,93.67
26099,76.5,67.99,59.47,56.46,53.44,58.12,62.79
26101,85.42,86.98,88.54,82.18,75.83,79.83,83.83
26103,51.74,53.63,55.52,57.92,60.32,63.24,66.17
26105,80.58,81.96,83.35,71.84,60.32,51.0,41.69
26107,95.13,91.84,88.54,81.0,73.47,73.19,72.92
26109,69.02,61.64,54.25,42.73,31.21,45.46,59.71
26111,55.21,58.0,60.78,59.66,58.54,50.11,41.69
26113,80.58,77.55,74.53,69.14,63.76,75.88,88.0
26115,68.04,60.3,52.56,46.18,39.81,45.76,51.72
26117,88.98,80.94,72.91,57.97,43.03,36.84,30.65
26119,99.27,97.92,96.56,96.53,96.5,89.88,83.26
26121,93.0,89.99,86.98,82.44,77.9,80.58,83.26
26123,88.19,81.9,75.61,67.96,60.32,58.09,55.86
26125,58.8,50.6,42.41,40.39,38.38,42.0,45.61
26127,63.01,66.19,69.37,73.64,77.9,74.03,70.15
26129,90.61,89.9,89.18,86.3,83.41,86.01,88.61
26131,95.38,94.46,93.54,84.68,75.83,72.27,68.71
26133,78.13,76.33,74.53,73.42,72.32,79.38,86.44
26135,94.75,90.54,86.34,91.72,97.1,95.56,94.02
26137,75.68,62.62,49.57,50.64,51.72,58.07,64.42
26139,38.81,33.59,28.37,25.86,23.34,27.0,30.65
26141,93.7,94.08,94.46,91.7,88.95,82.22,75.49
26143,94.94,95.9,96.85,96.52,96.18,93.38,90.58
26145,84.37,82.73,81.09,80.02,78.95,77.92,76.89
26147,88.19,82.86,77.52,73.6,69.68,73.86,78.04
26149,74.91,60.54,46.16,45.53,44.9,40.14,35.39
26151,87.17,82.84,78.51,75.99,73.47,72.49,71.51
26153,96.15,94.97,93.79,94.08,94.36,89.6,84.85
26155,81.31,77.92,74.53,58.1,41.66,36.16,30.65
26157,82.36,76.36,70.36,67.9,65.45,71.74,78.04
26159,63.01,61.9,60.78,61.42,62.07,58.96,55.86
26161,50.72,46.56,42.41,39.38,36.34,39.02,41.69
26163,97.39,96.52,95.64,94.88,94.11,93.3,92.49
26165,81.31,74.72,68.13,64.22,60.32,65.91,71.51
27001,47.06,49.81,52.56,54.62,56.69,55.27,53.85
27003,36.55,30.12,23.69,22.12,20.54,22.16,23.77
27005,12.86,12.38,11.91,15.68,19.46,23.34,27.21
27007,77.3,81.82,86.34,83.42,80.51,76.01,71.51
27009,47.06,36.04,25.02,24.78,24.55,21.52,18.49
27011,6.08,5.35,4.62,5.54,6.46,9.68,12.89
27013,21.11,22.4,23.69,24.12,24.55,26.58,28.61
27015,11.11,8.55,5.99,5.43,4.87,6.43,7.99
27017,31.01,24.28,17.54,22.5,27.45,37.44,47.42
27019,14.23,10.89,7.55,6.4,5.25,7.72,10.18
27021,51.74,47.08,42.41,45.58,48.76,60.84,72.92
27023,8.05,6.08,4.11,6.8,9.49,33.7,57.92
27025,23.78,26.98,30.18,28.14,26.11,25.77,25.43
27027,14.74,11.46,8.18,8.39,8.6,12.43,16.26
