FIPS,2014 OD,2015 OD,2016 OD,2017 OD,2018 OD,2019 OD,2020 OD
36049,11.16,10.1,13.3,21.1,14.4,15.5,18.1
36051,8.0,9.9,13.8,13.6,14.34,15.66,24.7
36053,12.6,14.14,15.6,17.83,14.7,12.3,27.72
36055,14.5,13.6,20.06,26.5,14.77,15.53,35.5
36057,9.1,10.66,11.3,10.6,15.2,10.7,15.5
36059,11.95,14.6,15.2,17.38,20.42,15.4,21.99
36061,10.4,11.55,16.5,15.8,17.1,12.64,24.5
36063,15.9,21.9,31.4,21.7,22.2,21.7,33.1
36065,11.68,15.6,22.4,19.54,13.77,13.3,28.4
36067,16.0,16.01,14.49,20.1,21.1,15.45,32.5
36069,11.0,10.91,14.02,15.92,16.3,17.0,20.08
36071,17.5,16.92,20.7,22.62,21.47,22.1,32.49
36073,7.9,16.52,31.4,8.6,11.3,12.8,13.4
36075,14.5,18.0,15.43,19.7,16.4,14.27,28.6
36077,11.6,12.4,16.71,14.4,13.8,13.5,22.14
36079,14.4,16.1,20.0,19.77,20.8,17.97,20.5
36081,6.7,12.1,11.4,17.95,11.6,11.7,25.75
36083,10.8,12.32,15.58,12.6,16.1,14.4,21.4
36085,17.9,11.96,26.5,24.4,18.8,20.4,29.5
36087,14.99,13.53,12.5,12.5,17.87,18.99,23.98
36089,9.22,10.86,12.05,12.7,14.25,14.07,15.5
36091,9.2,9.0,12.53,8.8,12.7,8.2,19.65
36093,8.3,10.25,12.5,11.4,12.7,17.3,18.83
36095,6.6,12.9,10.0,10.1,10.2,16.64,15.9
36097,10.22,9.7,14.42,10.4,10.6,11.5,15.3
36099,9.88,12.15,11.3,11.4,14.45,13.81,16.7
36101,9.03,9.78,14.8,14.5,12.3,13.0,16.5
36103,17.2,14.6,25.2,17.38,26.3,15.4,21.99
36105,25.5,18.33,26.7,21.75,21.6,39.5,33.99
36107,19.0,13.78,21.19,16.1,14.3,14.0,29.1
36109,13.21,12.2,17.1,17.7,14.3,17.94,23.88
36111,16.18,17.5,28.9,27.3,18.18,21.1,40.7
36113,8.31,8.8,11.08,10.2,11.76,9.4,17.09
36115,6.7,6.5,7.6,12.13,9.0,14.02,18.3
36117,8.1,13.56,11.1,17.94,15.88,12.9,18.3
36119,14.12,11.4,16.54,17.31,16.4,11.7,17.6
36121,7.2,9.0,11.7,18.7,11.4,14.2,22.9
36123,8.0,9.1,13.05,13.6,13.07,13.83,13.4
37001,13.32,12.44,16.84,17.11,21.8,20.02,34.2
37003,19.7,27.9,26.5,22.9,21.3,24.15,27.7
37005,16.9,17.7,20.6,23.2,18.8,29.3,25.85
37007,13.05,17.9,14.8,15.8,19.97,18.08,28.18
37009,17.4,17.7,20.6,20.7,19.9,28.07,22.3
37011,17.36,23.46,24.6,21.2,23.9,20.9,31.29
37013,16.0,17.19,17.8,31.4,25.7,26.7,33.91
37015,9.1,12.97,14.46,16.36,16.83,13.9,19.2
37017,21.9,18.6,22.92,26.21,25.0,22.5,46.57
37019,20.23,26.1,31.53,37.2,24.27,30.38,34.6
37021,16.5,16.8,25.8,27.87,28.22,36.7,31.04
37023,18.17,24.45,28.02,33.0,26.2,22.46,28.82
37025,14.8,16.23,21.2,30.8,24.6,18.48,31.6
37027,21.5,31.7,30.9,25.2,25.4,25.82,37.1
37029,12.7,14.23,17.5,21.18,19.7,19.5,25.7
37031,25.8,18.43,19.9,29.72,21.67,29.8,39.5
37033,11.88,12.48,16.9,21.9,19.1,17.7,30.7
37035,19.6,24.97,26.17,24.65,24.3,21.25,25.0
37037,10.5,13.47,9.2,18.23,18.66,18.3,19.5
37039,25.5,21.68,25.41,26.09,26.34,22.49,39.6
37041,10.9,14.0,14.48,18.9,14.2,18.6,22.0
37043,24.1,22.0,24.01,30.8,28.0,23.56,33.0
37045,15.44,19.29,24.34,27.1,17.4,19.8,24.92
37047,19.5,18.3,27.3,28.75,24.77,33.07,41.6
37049,19.23,17.93,17.57,35.1,30.6,37.2,35.6
37051,13.6,16.3,18.6,30.3,20.14,26.3,43.6
37053,15.0,16.87,19.5,24.9,21.7,20.0,24.6
37055,14.85,22.2,23.1,35.5,20.15,22.33,24.6
37057,20.2,18.55,25.4,24.55,27.2,21.8,36.41
37059,21.42,16.3,24.44,22.0,28.17,20.88,31.4
37061,14.36,16.87,9.6,24.29,11.8,12.6,19.7
37063,10.89,9.4,12.2,15.9,15.8,15.83,20.27
