FIPS,2014 EPL_CROWD,2015 EPL_CROWD,2016 EPL_CROWD,2017 EPL_CROWD,2018 EPL_CROWD,2019 EPL_CROWD,2020 EPL_CROWD,2021 EPL_CROWD,2022 EPL_CROWD
29177,27.79,31.54,35.28,28.65,22.03,32.83,43.63,50.61,57.59
29179,31.55,28.51,25.47,31.25,37.03,46.79,56.56,47.94,39.33
29181,68.64,63.2,57.75,52.96,48.17,35.97,23.77,22.02,20.27
29183,10.73,8.76,6.78,8.3,9.81,10.46,11.11,12.95,14.79
29185,46.16,51.51,56.86,46.94,37.03,38.63,40.23,55.21,70.19
29186,17.57,24.5,31.42,25.15,18.88,25.36,31.83,27.88,23.93
29187,76.85,67.65,58.45,56.72,54.98,61.21,67.44,57.28,47.12
29189,16.62,18.05,19.48,17.49,15.5,17.73,19.96,21.94,23.93
29195,51.8,56.29,60.78,65.72,70.65,49.12,27.59,18.54,9.48
29197,87.9,54.82,21.74,31.15,40.56,28.68,16.8,48.26,79.73
29199,90.26,85.62,80.99,84.05,87.11,75.97,64.83,57.85,50.87
29201,76.44,77.54,78.64,79.09,79.53,79.15,78.77,73.64,68.5
29203,65.39,72.03,78.67,76.5,74.34,86.12,97.9,97.44,96.98
29205,64.98,62.64,60.3,56.05,51.8,30.28,8.75,6.4,4.04
29207,48.01,45.34,42.66,39.84,37.03,38.63,40.23,41.67,43.11
29209,12.0,25.61,39.22,45.51,51.8,54.18,56.56,57.08,57.59
29211,66.76,76.01,85.26,82.4,79.53,70.97,62.41,64.32,66.24
29213,27.63,43.25,58.87,64.76,70.65,71.51,72.37,72.01,71.65
29215,21.14,34.1,47.06,45.82,44.57,52.08,59.58,56.86,54.15
29217,37.06,43.09,49.12,46.85,44.57,42.4,40.23,43.68,47.12
29219,79.24,82.79,86.34,87.98,89.62,91.23,92.84,86.28,79.73
29221,65.71,63.99,62.27,64.24,66.22,68.22,70.21,65.52,60.83
29223,51.58,59.14,66.7,72.36,78.03,84.94,91.85,93.25,94.65
29225,91.44,90.1,88.76,88.32,87.87,87.49,87.11,81.94,76.77
29227,2.83,15.31,27.79,24.91,22.03,13.77,5.51,4.78,4.04
29229,57.47,69.69,81.92,83.72,85.51,73.96,62.41,47.2,31.98
29510,58.23,54.76,51.29,45.92,40.56,50.07,59.58,55.22,50.87
30001,46.7,40.02,33.33,29.68,26.04,23.0,19.96,25.97,31.98
30003,99.08,99.3,99.52,99.6,99.68,99.7,99.71,98.88,98.06
30005,76.06,84.38,92.71,93.81,94.91,95.77,96.63,94.82,93.0
30007,60.68,45.32,29.96,15.65,1.34,1.68,2.01,3.79,5.57
30009,18.37,26.18,34.0,23.12,12.23,16.1,19.96,15.94,11.93
30011,85.77,45.48,5.19,12.04,18.88,39.23,59.58,53.35,47.12
30013,63.61,57.72,51.83,50.0,48.17,47.8,47.42,39.7,31.98
30015,45.3,54.55,63.8,67.22,70.65,55.44,40.23,24.86,9.48
30017,29.99,29.38,28.78,23.83,18.88,25.36,31.83,52.72,73.62
30019,7.8,4.65,1.5,1.61,1.72,14.66,27.59,22.42,17.24
30021,70.61,81.05,91.5,71.65,51.8,57.1,62.41,32.2,2.0
30023,65.3,46.68,28.05,27.04,26.04,21.42,16.8,9.98,3.15
30025,19.13,14.19,9.26,6.78,4.3,22.26,40.23,33.94,27.65
30027,36.84,52.94,69.05,67.64,66.22,37.48,8.75,34.79,60.83
30029,36.55,43.09,49.63,53.82,58.01,62.72,67.44,65.52,63.6
30031,35.91,36.62,37.34,37.18,37.03,38.63,40.23,41.67,43.11
30033,86.41,79.05,71.7,76.84,81.98,84.83,87.68,90.34,93.0
30035,97.93,95.67,93.41,92.48,91.56,92.92,94.27,95.62,96.98
30037,93.31,49.78,6.24,5.96,5.67,32.63,59.58,45.78,31.98
30039,61.51,44.64,27.76,24.9,22.03,34.72,47.42,52.5,57.59
30041,56.96,46.36,35.75,36.39,37.03,32.31,27.59,27.62,27.65
30043,28.65,25.72,22.8,31.68,40.56,55.38,70.21,74.26,78.3
30045,10.19,6.06,1.94,2.12,2.29,1.14,0.0,0.0,0.0
30047,83.83,84.94,86.06,81.14,76.22,66.39,56.56,61.4,66.24
30049,39.86,40.74,41.61,31.82,22.03,16.57,11.11,14.18,17.24
30051,71.16,59.16,47.15,31.32,15.5,7.75,0.0,7.4,14.79
30053,55.36,51.3,47.25,31.37,15.5,14.78,14.07,30.6,47.12
30055,34.22,18.86,3.5,42.74,81.98,83.43,84.88,52.58,20.27
30057,6.59,8.9,11.21,20.42,29.64,30.74,31.83,35.58,39.33
30059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,4.04
30061,8.34,36.15,63.96,70.99,78.03,62.72,47.42,50.78,54.15
30063,62.97,54.22,45.46,43.01,40.56,42.1,43.63,43.37,43.11
30065,73.19,81.02,88.86,90.91,92.96,86.55,80.14,78.46,76.77
30067,3.76,7.72,11.68,16.86,22.03,39.3,56.56,47.94,39.33
30069,30.85,15.42,0.0,18.52,37.03,34.43,31.83,35.58,39.33
30071,60.36,60.38,60.39,60.44,60.49,68.84,77.18,62.15,47.12
30073,68.23,73.7,79.18,67.08,54.98,68.05,81.13,80.43,79.73
30075,7.51,3.76,0.0,0.0,0.0,0.0,0.0,13.82,27.65
30077,41.07,25.8,10.54,47.55,84.56,87.13,89.69,71.92,54.15
30079,9.84,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30081,64.6,55.19,45.78,43.17,40.56,42.1,43.63,33.78,23.93
30083,10.38,41.28,72.17,75.1,78.03,67.29,56.56,40.24,23.93
30085,86.5,89.46,92.42,92.96,93.51,91.88,90.26,86.24,82.21
30087,85.58,86.71,87.84,88.06,88.28,91.28,94.27,91.74,89.21
30089,46.64,49.08,51.51,36.77,22.03,22.9,23.77,35.44,47.12
30091,0.0,2.07,4.14,18.86,33.59,23.83,14.07,14.43,14.79
30093,42.02,32.72,23.43,30.23,37.03,24.07,11.11,10.3,9.48
30095,76.92,76.04,75.17,47.02,18.88,15.0,11.11,35.97,60.83
30097,50.84,56.44,62.05,37.14,12.23,10.49,8.75,14.51,20.27
30099,62.46,65.63,68.8,76.68,84.56,73.48,62.41,54.76,47.12
30101,17.7,22.57,27.44,14.86,2.29,34.86,67.44,64.13,60.83
30103,0.0,2.4,4.81,4.56,4.3,2.15,0.0,33.12,66.24
30105,14.1,9.71,5.32,5.5,5.67,8.39,11.11,14.18,17.24
30107,96.53,95.1,93.66,90.08,86.5,80.24,73.97,39.77,5.57
30109,0.0,0.0,0.0,2.84,5.67,6.29,6.91,43.32,79.73
30111,48.3,56.88,65.46,62.98,60.49,53.96,47.42,43.38,39.33
31001,22.57,18.05,13.53,23.56,33.59,51.9,70.21,63.9,57.59
31003,15.41,17.97,20.53,18.02,15.5,41.47,67.44,53.38,39.33
31005,17.89,11.44,5.0,2.5,0.0,28.28,56.56,65.09,73.62
31007,27.73,27.04,26.36,13.18,0.0,0.0,0.0,2.02,4.04
31009,23.5,31.58,39.67,59.6,79.53,45.32,11.11,14.18,17.24
31011,25.79,35.28,44.76,31.82,18.88,23.24,27.59,15.05,2.51
31013,68.99,59.42,49.86,41.72,33.59,43.52,53.44,61.82,70.19
31015,2.67,2.69,2.71,2.5,2.29,1.14,0.0,0.0,0.0
31017,0.0,15.63,31.26,39.72,48.17,50.8,53.44,26.72,0.0
31019,17.64,23.24,28.84,34.7,40.56,38.28,36.0,33.99,31.98
31021,27.35,21.74,16.14,39.64,63.13,43.45,23.77,16.62,9.48
31023,90.07,77.4,64.72,50.88,37.03,36.52,36.0,28.14,20.27
31025,41.23,42.95,44.67,33.35,22.03,29.02,36.0,33.99,31.98
31027,22.06,17.28,12.51,8.4,4.3,4.9,5.51,8.72,11.93
31029,3.66,4.71,5.76,6.78,7.8,5.84,3.88,3.52,3.15
31031,81.53,50.76,19.99,14.9,9.81,18.7,27.59,52.18,76.77
31033,22.19,24.37,26.55,48.6,70.65,73.09,75.53,64.84,54.15
31035,32.63,43.09,53.55,39.8,26.04,34.84,43.63,33.78,23.93
31037,94.62,96.08,97.55,96.42,95.29,93.4,91.5,93.95,96.4
31039,21.49,22.24,22.99,15.4,7.8,21.9,36.0,28.14,20.27
31041,16.78,19.45,22.13,40.07,58.01,58.79,59.58,39.92,20.27
31043,92.58,93.68,94.78,95.72,96.66,95.34,94.02,95.84,97.65
31045,59.18,59.23,59.28,42.66,26.04,16.48,6.91,4.46,2.0
31047,92.68,90.13,87.58,89.57,91.56,90.91,90.26,92.24,94.21
31049,2.04,1.02,0.0,0.67,1.34,2.61,3.88,3.52,3.15
31051,39.45,39.94,40.43,51.78,63.13,55.28,47.42,52.5,57.59
31053,49.35,47.72,46.1,57.37,68.64,58.03,47.42,33.85,20.27
31055,67.3,65.38,63.45,57.62,51.8,54.18,56.56,58.7,60.83
31057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31059,10.28,11.18,12.07,8.87,5.67,4.78,3.88,3.2,2.51
31061,13.47,26.26,39.06,28.97,18.88,31.26,43.63,48.89,54.15
31063,7.07,4.41,1.75,1.55,1.34,18.67,36.0,58.58,81.16
31065,15.54,24.24,32.95,25.92,18.88,23.24,27.59,23.93,20.27
31067,10.09,11.4,12.7,7.21,1.72,4.31,6.91,15.42,23.93
31069,44.64,33.06,21.49,12.9,4.3,3.15,2.01,2.26,2.51
31071,10.7,7.82,4.93,7.37,9.81,4.9,0.0,0.0,0.0
31073,2.23,1.12,0.0,0.0,0.0,0.0,0.0,19.66,39.33
31075,0.0,0.0,0.0,0.0,0.0,32.42,64.83,72.28,79.73
31077,7.86,18.94,30.02,31.8,33.59,43.52,53.44,48.28,43.11
31079,82.65,85.29,87.93,87.52,87.11,82.14,77.18,65.66,54.15
31081,2.32,2.28,2.23,1.98,1.72,2.8,3.88,12.08,20.27
31083,11.65,7.12,2.58,1.96,1.34,47.09,92.84,91.02,89.21
31085,19.01,9.5,0.0,0.0,0.0,2.76,5.51,22.42,39.33
31087,14.55,14.32,14.1,18.06,22.03,48.78,75.53,69.56,63.6
31089,14.23,13.45,12.67,12.45,12.23,16.1,19.96,14.72,9.48
31091,7.0,7.24,7.48,9.86,12.23,19.91,27.59,46.91,66.24
31093,4.17,2.99,1.81,5.81,9.81,16.79,23.77,35.44,47.12
31095,2.74,2.02,1.31,1.8,2.29,5.52,8.75,5.95,3.15
31097,36.93,38.38,39.83,47.4,54.98,45.49,36.0,20.78,5.57
31099,11.97,18.61,25.25,32.9,40.56,57.26,73.97,76.13,78.3
31101,1.66,1.77,1.88,15.76,29.64,24.8,19.96,21.94,23.93
31103,5.25,9.15,13.05,6.52,0.0,1.53,3.06,13.5,23.93
31105,15.12,10.86,6.59,12.74,18.88,19.42,19.96,15.94,11.93
31107,31.1,42.36,53.61,63.98,74.34,63.89,53.44,46.38,39.33
31109,57.34,56.1,54.86,54.92,54.98,57.28,59.58,58.58,57.59
31111,48.17,53.4,58.64,53.4,48.17,40.0,31.83,26.05,20.27
31113,67.49,73.58,79.66,74.15,68.64,68.04,67.44,72.1,76.77
31115,0.0,0.0,0.0,0.0,0.0,36.98,73.97,60.54,47.12
31117,89.94,89.27,88.6,90.29,91.98,63.99,36.0,62.0,88.01
31119,40.53,53.89,67.24,65.18,63.13,58.28,53.44,59.84,66.24
31121,2.13,2.1,2.07,21.32,40.56,50.07,59.58,60.2,60.83
31123,54.0,41.58,29.16,20.7,12.23,13.15,14.07,10.64,7.22
31125,12.8,7.48,2.16,1.08,0.0,1.53,3.06,2.78,2.51
31127,75.2,55.97,36.74,21.2,5.67,14.72,23.77,22.02,20.27
31129,11.11,11.98,12.86,14.18,15.5,19.63,23.77,13.9,4.04
31131,8.82,15.57,22.32,17.28,12.23,45.5,78.77,75.21,71.65
31133,62.08,38.64,15.19,27.88,40.56,54.0,67.44,74.82,82.21
31135,0.0,0.67,1.34,1.53,1.72,3.62,5.51,11.37,17.24
31137,1.46,1.62,1.78,2.04,2.29,34.86,67.44,67.97,68.5
31139,14.58,14.2,13.82,8.52,3.22,5.98,8.75,7.98,7.22
31141,75.42,74.82,74.21,70.22,66.22,68.22,70.21,48.93,27.65
31143,13.94,24.08,34.22,44.6,54.98,55.77,56.56,33.02,9.48
31145,35.69,34.41,33.14,17.71,2.29,1.14,0.0,1.0,2.0
31147,14.07,21.74,29.42,22.46,15.5,9.69,3.88,4.72,5.57
31149,50.68,26.49,2.29,2.29,2.29,1.14,0.0,0.0,0.0
31151,68.45,59.44,50.43,67.97,85.51,83.32,81.13,66.0,50.87
31153,54.86,58.33,61.8,58.39,54.98,49.3,43.63,35.64,27.65
31155,3.34,9.66,15.98,19.0,22.03,18.05,14.07,14.43,14.79
31157,68.1,67.16,66.22,46.13,26.04,24.9,23.77,35.44,47.12
31159,9.04,10.18,11.33,8.5,5.67,6.29,6.91,15.42,23.93
31161,34.03,45.59,57.15,68.34,79.53,68.04,56.56,49.83,43.11
31163,7.58,20.83,34.07,21.94,9.81,4.9,0.0,2.78,5.57
31165,0.0,0.0,0.0,3.9,7.8,49.49,91.18,84.74,78.3
31167,6.4,20.03,33.65,24.58,15.5,13.3,11.11,14.18,17.24
31169,6.94,4.84,2.74,4.2,5.67,4.78,3.88,27.38,50.87
31171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31173,98.85,98.84,98.82,99.12,99.43,99.38,99.33,98.79,98.25
31175,6.02,5.75,5.48,15.76,26.04,34.84,43.63,50.61,57.59
31177,13.4,11.9,10.41,6.35,2.29,3.9,5.51,4.78,4.04
31179,85.0,82.23,79.47,54.56,29.64,16.35,3.06,5.14,7.22
31181,42.98,23.06,3.15,5.48,7.8,24.01,40.23,38.16,36.08
31183,27.57,54.14,80.71,41.5,2.29,1.14,0.0,28.8,57.59
31185,4.93,3.66,2.39,2.8,3.22,13.5,23.77,47.71,71.65
32001,63.16,71.72,80.29,75.47,70.65,57.14,43.63,61.68,79.73
32003,91.6,90.9,90.19,89.46,88.73,89.21,89.69,90.0,90.3
32005,39.29,40.44,41.58,53.9,66.22,65.53,64.83,64.22,63.6
32007,85.64,84.44,83.25,82.62,81.98,76.1,70.21,68.23,66.24
32009,91.12,90.68,90.23,90.58,90.93,51.02,11.11,34.35,57.59
32011,16.94,9.25,1.56,11.8,22.03,56.6,91.18,90.5,89.82
32013,87.23,85.96,84.69,86.28,87.87,90.15,92.43,90.82,89.21
32015,77.46,81.71,85.96,88.76,91.56,54.18,16.8,49.95,83.11
32017,17.06,9.49,1.91,0.96,0.0,15.92,31.83,56.5,81.16
32019,77.33,73.74,70.14,72.24,74.34,66.96,59.58,64.04,68.5
32021,95.16,95.58,95.99,94.18,92.36,74.46,56.56,36.9,17.24
32023,46.45,54.6,62.75,71.82,80.9,79.04,77.18,70.39,63.6
32027,97.77,97.38,96.98,95.73,94.49,70.96,47.42,37.54,27.65
32029,0.0,0.0,0.0,0.0,0.0,1.0,2.01,3.79,5.57
32031,89.59,90.48,91.37,90.9,90.42,89.42,88.42,88.22,88.01
32033,42.53,39.9,37.28,54.89,72.49,77.79,83.1,65.11,47.12
32510,86.47,86.87,87.27,88.44,89.62,87.98,86.35,86.78,87.21
33001,20.12,21.41,22.7,22.36,22.03,31.13,40.23,33.94,27.65
33003,27.32,34.02,40.72,40.64,40.56,30.26,19.96,28.02,36.08
33005,25.82,27.25,28.69,22.1,15.5,23.67,31.83,33.96,36.08
33007,10.32,16.2,22.09,22.06,22.03,26.93,31.83,24.54,17.24
33009,41.32,37.24,33.17,29.61,26.04,23.0,19.96,15.94,11.93
33011,41.77,42.39,43.01,45.59,48.17,45.9,43.63,43.37,43.11
33013,28.59,25.53,22.48,24.26,26.04,33.14,40.23,41.67,43.11
33015,20.31,18.36,16.4,21.22,26.04,24.9,23.77,25.71,27.65
33017,43.97,45.34,46.7,38.17,29.64,39.98,50.32,38.98,27.65
33019,8.6,8.45,8.31,9.06,9.81,8.36,6.91,13.59,20.27
34001,80.48,80.22,79.97,76.23,72.49,74.84,77.18,76.28,75.37
34003,60.08,60.13,60.17,61.65,63.13,66.67,70.21,74.97,79.73
34005,24.45,28.44,32.44,33.02,33.59,34.8,36.0,33.99,31.98
34007,55.81,54.46,53.1,52.45,51.8,58.32,64.83,68.24,71.65
34009,25.09,25.06,25.02,27.33,29.64,28.62,27.59,22.42,17.24
34011,87.93,87.58,87.23,85.9,84.56,81.66,78.77,79.25,79.73
34013,92.3,90.94,89.59,89.16,88.73,90.29,91.85,93.03,94.21
34015,22.6,19.74,16.87,16.18,15.5,14.78,14.07,15.66,17.24
34017,96.37,96.5,96.63,96.93,97.23,97.28,97.33,97.33,97.33
34019,18.88,13.78,8.69,7.18,5.67,7.21,8.75,10.34,11.93
34021,69.72,64.55,59.38,57.18,54.98,58.7,62.41,67.03,71.65
34023,86.79,87.96,89.14,88.94,88.73,89.21,89.69,90.54,91.38
34025,40.59,38.3,36.01,34.8,33.59,34.8,36.0,36.04,36.08
34027,30.44,30.56,30.69,33.86,37.03,34.43,31.83,35.58,39.33
34029,53.36,58.26,63.16,63.15,63.13,61.36,59.58,60.2,60.83
34031,98.47,97.9,97.33,97.04,96.75,96.54,96.34,96.6,96.85
34033,21.39,22.25,23.11,28.35,33.59,26.78,19.96,20.11,20.27
34035,40.62,35.49,30.37,28.2,26.04,34.84,43.63,54.94,66.24
34037,11.72,10.78,9.84,8.82,7.8,8.27,8.75,13.0,17.24
34039,95.99,94.38,92.77,91.6,90.42,90.64,90.87,91.76,92.65
34041,33.65,33.19,32.73,29.38,26.04,23.0,19.96,18.6,17.24
35001,73.99,75.79,77.59,74.12,70.65,70.43,70.21,69.36,68.5
35003,20.09,35.25,50.4,26.81,3.22,3.14,3.06,1.53,0.0
35005,88.76,88.78,88.79,87.15,85.51,77.86,70.21,68.23,66.24
35006,96.69,97.32,97.96,98.18,98.41,97.78,97.14,96.84,96.53
35007,43.9,54.76,65.62,70.92,76.22,69.32,62.41,56.64,50.87
35009,56.8,66.82,76.85,78.88,80.9,82.0,83.1,82.66,82.21
35011,22.29,13.5,4.71,10.1,15.5,12.12,8.75,4.38,0.0
35013,88.25,87.12,85.99,87.14,88.28,88.35,88.42,88.22,88.01
35015,85.55,88.78,92.01,91.22,90.42,85.28,80.14,83.32,86.51
35017,54.6,61.75,68.9,70.69,72.49,73.23,73.97,47.12,20.27
35019,36.42,43.1,49.79,31.01,12.23,8.06,3.88,39.63,75.37
35021,4.33,2.16,0.0,6.12,12.23,47.16,82.08,83.47,84.86
35023,89.91,68.8,47.69,44.12,40.56,59.66,78.77,77.77,76.77
35025,92.87,93.81,94.75,94.28,93.82,93.33,92.84,90.42,88.01
35027,93.63,89.6,85.58,75.9,66.22,58.27,50.32,59.41,68.5
35028,20.47,16.84,13.21,9.44,5.67,6.29,6.91,12.08,17.24
35029,87.2,79.96,72.72,66.6,60.49,46.16,31.83,46.33,60.83
35031,99.14,99.22,99.3,99.41,99.52,99.57,99.62,99.56,99.49
35033,76.79,80.92,85.04,82.97,80.9,60.57,40.23,20.11,0.0
35035,80.93,76.4,71.86,64.94,58.01,69.08,80.14,82.5,84.86
35037,80.55,43.9,7.26,4.49,1.72,2.39,3.06,2.78,2.51
35039,84.4,78.66,72.91,68.82249999999999,64.73499999999999,60.64749999999999,56.56,49.83,43.11
35041,88.83,85.04,81.25,82.9,84.56,84.72,84.88,82.3,79.73
35043,84.34,85.94,87.55,81.88,76.22,70.52,64.83,66.66,68.5
35045,96.63,96.04,95.45,95.51,95.57,95.89,96.21,96.06,95.9
35047,22.45,23.45,24.45,36.31,48.17,61.85,75.53,80.19,84.86
35049,75.77,74.14,72.52,73.43,74.34,75.76,77.18,76.98,76.77
35051,29.16,32.68,36.2,25.85,15.5,12.12,8.75,7.16,5.57
35053,68.93,70.68,72.43,65.22,58.01,72.56,87.11,90.4,93.7
35055,56.51,58.26,60.01,55.9,51.8,52.62,53.44,44.76,36.08
35057,90.35,85.86,81.38,77.86,74.34,76.55,78.77,78.54,78.3
35059,63.71,33.74,3.76,5.78,7.8,37.62,67.44,76.66,85.87
35061,83.25,79.13,75.01,75.61,76.22,80.55,84.88,80.12,75.37
36001,17.26,15.18,13.09,14.3,15.5,23.67,31.83,31.9,31.98
36003,54.28,55.4,56.51,41.28,26.04,33.14,40.23,39.78,39.33
36005,99.17,99.22,99.27,99.28,99.3,99.43,99.55,99.49,99.43
36007,34.35,31.93,29.51,31.55,33.59,41.96,50.32,50.6,50.87
36009,55.52,58.82,62.11,55.14,48.17,47.8,47.42,49.14,50.87
36011,16.24,17.69,19.13,17.32,15.5,21.54,27.59,27.62,27.65
36013,37.7,36.99,36.29,34.94,33.59,28.68,23.77,29.92,36.08
36015,13.82,14.55,15.28,12.54,9.81,18.7,27.59,23.93,20.27
36017,51.67,55.24,58.8,60.96,63.13,55.28,47.42,45.26,43.11
36019,37.73,36.04,34.35,28.19,22.03,34.72,47.42,35.68,23.93
36021,26.55,23.59,20.63,25.14,29.64,23.22,16.8,18.54,20.27
36023,28.37,23.22,18.08,23.86,29.64,39.98,50.32,41.15,31.98
36025,80.32,82.46,84.59,77.62,70.65,47.21,23.77,22.02,20.27
36027,56.35,70.17,83.99,82.98,81.98,66.15,50.32,46.72,43.11
36029,12.77,15.56,18.34,20.18,22.03,24.81,27.59,27.62,27.65
36031,57.69,59.52,61.35,50.96,40.56,38.28,36.0,28.14,20.27
36033,35.37,34.99,34.61,41.39,48.17,35.97,23.77,25.71,27.65
36035,23.43,19.98,16.52,14.38,12.23,11.67,11.11,10.3,9.48
36037,11.62,11.2,10.79,9.3,7.8,25.72,43.63,39.86,36.08
36039,30.95,32.17,33.4,36.98,40.56,42.1,43.63,43.37,43.11
36041,6.49,26.35,46.2,43.38,40.56,23.04,5.51,6.36,7.22
36043,38.52,37.15,35.78,38.17,40.56,32.16,23.77,19.28,14.79
36045,60.97,60.01,59.06,49.81,40.56,47.0,53.44,50.28,47.12
36047,98.82,98.86,98.89,98.89,98.89,98.78,98.66,98.76,98.85
36049,38.46,34.08,29.7,27.87,26.04,26.82,27.59,25.76,23.93
36051,38.33,41.24,44.16,38.88,33.59,23.83,14.07,13.0,11.93
36053,17.1,22.61,28.11,23.49,18.88,12.9,6.91,10.85,14.79
36055,20.06,18.74,17.41,19.72,22.03,24.81,27.59,29.78,31.98
36057,61.41,54.14,46.86,47.52,48.17,45.9,43.63,41.48,39.33
36059,67.56,67.94,68.32,68.48,68.64,71.3,73.97,74.67,75.37
36061,94.14,94.18,94.21,94.49,94.78,94.96,95.13,94.54,93.95
36063,14.29,14.52,14.74,16.81,18.88,17.84,16.8,18.54,20.27
36065,27.25,30.88,34.51,37.54,40.56,47.0,53.44,55.52,57.59
36067,27.89,29.37,30.85,32.22,33.59,38.61,43.63,41.48,39.33
36069,20.6,19.82,19.04,17.27,15.5,17.73,19.96,21.94,23.93
36071,86.02,85.54,85.07,85.29,85.51,85.2,84.88,85.7,86.51
36073,50.81,52.28,53.74,55.88,58.01,42.8,27.59,25.76,23.93
36075,49.57,53.31,57.05,60.09,63.13,63.98,64.83,62.83,60.83
36077,69.25,70.68,72.11,56.34,40.56,34.08,27.59,25.76,23.93
36079,53.3,51.78,50.27,36.15,22.03,26.93,31.83,37.47,43.11
36081,98.57,98.5,98.44,98.54,98.63,98.52,98.41,98.5,98.6
36083,24.77,25.28,25.79,31.41,37.03,34.43,31.83,29.74,27.65
36085,86.15,86.4,86.66,87.88,89.11,89.68,90.26,91.98,93.7
36087,95.61,95.72,95.83,95.88,95.92,96.13,96.34,96.44,96.53
36089,45.72,43.92,42.12,45.14,48.17,57.8,67.44,64.13,60.83
36091,8.79,8.46,8.12,10.18,12.23,14.52,16.8,22.22,27.65
36093,25.47,22.06,18.66,18.77,18.88,19.42,19.96,31.54,43.11
36095,37.09,34.45,31.81,23.65,15.5,32.91,50.32,50.6,50.87
36097,58.45,55.11,51.77,54.89,58.01,67.6,77.18,58.26,39.33
36099,17.19,19.36,21.52,16.88,12.23,13.15,14.07,13.0,11.93
36101,33.17,34.26,35.34,25.42,15.5,14.78,14.07,17.17,20.27
36103,65.58,68.32,71.06,69.85,68.64,64.11,59.58,64.04,68.5
36105,61.64,56.72,51.8,59.01,66.22,58.27,50.32,62.84,75.37
36107,20.41,18.94,17.48,21.76,26.04,17.4,8.75,7.16,5.57
36109,34.0,37.98,41.96,37.78,33.59,36.91,40.23,26.08,11.93
36111,38.08,43.64,49.19,46.88,44.57,47.44,50.32,44.82,39.33
36113,23.08,29.22,35.37,28.7,22.03,16.57,11.11,14.18,17.24
36115,42.95,41.61,40.27,42.42,44.57,44.1,43.63,37.8,31.98
36117,29.64,32.98,36.33,31.18,26.04,31.02,36.0,36.04,36.08
36119,89.84,89.8,89.75,89.02,88.28,87.32,86.35,88.08,89.82
36121,6.69,12.54,18.4,16.95,15.5,12.12,8.75,13.0,17.24
36123,59.22,63.7,68.19,61.58,54.98,51.2,47.42,52.5,57.59
37001,74.91,72.93,70.96,68.59,66.22,56.82,47.42,45.26,43.11
37003,78.73,80.31,81.88,78.11,74.34,72.28,70.21,72.79,75.37
37005,25.44,28.22,31.01,26.52,22.03,36.18,50.32,65.03,79.73
37007,56.83,70.09,83.35,79.78,76.22,69.32,62.41,54.76,47.12
37009,27.92,19.24,10.57,10.19,9.81,14.89,19.96,21.94,23.93
37011,86.53,80.46,74.4,57.48,40.56,38.28,36.0,51.12,66.24
37013,25.34,21.88,18.43,14.12,9.81,25.02,40.23,36.1,31.98
37015,46.1,37.32,28.53,47.38,66.22,72.5,78.77,64.82,50.87
37017,57.12,60.07,63.01,63.07,63.13,39.97,16.8,24.39,31.98
37019,26.17,31.82,37.47,41.02,44.57,40.28,36.0,36.04,36.08
37021,65.2,72.51,79.82,79.68,79.53,69.56,59.58,60.2,60.83
37023,65.11,70.96,76.82,79.4,81.98,74.71,67.44,59.16,50.87
37025,72.4,78.46,84.53,85.82,87.11,84.6,82.08,79.42,76.77
37027,39.16,39.03,38.9,46.94,54.98,59.9,64.83,61.21,57.59
37029,59.12,45.6,32.09,19.94,7.8,21.9,36.0,29.96,23.93
37031,38.27,32.22,26.17,24.1,22.03,19.42,16.8,15.8,14.79
37033,36.49,50.08,63.67,55.92,48.17,27.54,6.91,13.59,20.27
37035,74.88,73.86,72.84,73.59,74.34,74.15,73.97,71.24,68.5
37037,50.4,46.62,42.85,41.71,40.56,34.08,27.59,37.35,47.12
37039,27.41,44.35,61.29,58.14,54.98,41.28,27.59,21.19,14.79
37041,92.52,90.68,88.83,59.23,29.64,15.82,2.01,3.79,5.57
37043,32.19,19.8,7.42,7.61,7.8,10.94,14.07,23.02,31.98
37045,57.15,56.04,54.92,54.95,54.98,66.88,78.77,80.49,82.21
37047,49.92,57.66,65.39,64.26,63.13,59.84,56.56,53.72,50.87
37049,45.11,44.14,43.17,51.83,60.49,65.35,70.21,62.18,54.15
37051,49.63,48.94,48.26,48.22,48.17,56.5,64.83,69.23,73.62
37053,27.86,41.2,54.54,51.36,48.17,29.64,11.11,14.18,17.24
37055,23.78,31.62,39.45,55.97,72.49,73.23,73.97,72.81,71.65
37057,66.19,71.47,76.76,69.94,63.13,56.72,50.32,48.72,47.12
37059,48.55,52.26,55.97,63.31,70.65,65.11,59.58,53.35,47.12
37061,92.39,92.62,92.84,91.88,90.93,91.06,91.18,88.84,86.51
37063,71.0,70.95,70.9,71.69,72.49,73.23,73.97,72.81,71.65
37065,79.27,82.6,85.93,83.96,81.98,81.56,81.13,70.98,60.83
37067,68.7,65.36,62.02,58.5,54.98,55.77,56.56,57.08,57.59
37069,63.55,63.92,64.28,61.14,58.01,62.72,67.44,66.84,66.24
37071,83.76,79.66,75.55,73.1,70.65,63.6,56.56,53.72,50.87
