FIPS,2014 EPL_CROWD,2015 EPL_CROWD,2016 EPL_CROWD,2017 EPL_CROWD,2018 EPL_CROWD,2019 EPL_CROWD,2020 EPL_CROWD,2021 EPL_CROWD,2022 EPL_CROWD
18167,47.06,48.03,49.0,50.4,51.8,62.08,72.37,73.0,73.62
18169,50.37,33.61,16.84,19.43,22.03,24.81,27.59,25.76,23.93
18171,57.43,57.67,57.91,51.24,44.57,36.08,27.59,45.6,63.6
18173,29.07,38.03,46.99,43.78,40.56,28.68,16.8,17.02,17.24
18175,44.86,45.28,45.69,37.66,29.64,21.86,14.07,26.7,39.33
18177,38.05,40.15,42.25,34.15,26.04,23.0,19.96,23.8,27.65
18179,39.06,23.06,7.07,5.14,3.22,5.07,6.91,7.06,7.22
18181,48.97,47.64,46.32,37.98,29.64,30.74,31.83,24.54,17.24
18183,19.33,22.43,25.53,15.6,5.67,5.59,5.51,10.15,14.79
19001,32.79,22.12,11.46,7.88,4.3,4.9,5.51,5.54,5.57
19003,6.75,4.23,1.72,3.7,5.67,7.21,8.75,6.4,4.04
19005,46.96,48.52,50.08,50.94,51.8,41.82,31.83,19.53,7.22
19007,18.27,29.16,40.05,44.11,48.17,44.2,40.23,28.74,17.24
19009,2.77,3.12,3.47,4.57,5.67,4.78,3.88,3.96,4.04
19011,15.95,17.59,19.23,15.73,12.23,11.67,11.11,10.3,9.48
19013,40.5,38.04,35.59,32.62,29.64,41.54,53.44,55.52,57.59
19015,65.23,62.54,59.85,54.01,48.17,32.48,16.8,12.01,7.22
19017,8.72,7.4,6.08,5.19,4.3,9.18,14.07,14.43,14.79
19019,23.24,16.97,10.7,14.79,18.88,25.36,31.83,29.74,27.65
19021,93.98,95.03,96.08,96.37,96.66,94.26,91.85,91.07,90.3
19023,23.85,24.36,24.86,17.34,9.81,9.28,8.75,11.77,14.79
19025,1.62,14.49,27.35,32.19,37.03,45.24,53.44,46.38,39.33
19027,5.06,4.9,4.74,3.98,3.22,3.14,3.06,3.55,4.04
19029,1.88,2.22,2.55,2.42,2.29,6.7,11.11,12.95,14.79
19031,9.81,7.69,5.57,7.69,9.81,11.94,14.07,13.0,11.93
19033,7.55,8.71,9.87,12.68,15.5,21.54,27.59,25.76,23.93
19035,2.2,2.63,3.06,3.14,3.22,5.98,8.75,5.95,3.15
19037,10.35,7.86,5.38,4.84,4.3,5.6,6.91,12.08,17.24
19039,52.56,59.18,65.81,71.02,76.22,86.09,95.96,95.7,95.45
19041,52.05,54.41,56.77,45.18,33.59,21.17,8.75,5.63,2.51
19043,41.48,43.14,44.79,44.68,44.57,46.0,47.42,29.68,11.93
19045,15.38,9.38,3.37,4.52,5.67,9.87,14.07,19.0,23.93
19047,76.82,78.86,80.9,85.0,89.11,92.87,96.63,77.11,57.59
19049,32.41,39.06,45.72,46.94,48.17,49.24,50.32,46.72,43.11
19051,87.68,89.74,91.79,94.78,97.77,96.32,94.88,95.82,96.75
19053,48.42,56.4,64.37,66.51,68.64,50.24,31.83,41.35,50.87
19055,3.85,11.74,19.64,28.34,37.03,25.55,14.07,20.86,27.65
19057,24.8,28.52,32.25,22.24,12.23,18.0,23.77,22.02,20.27
19059,11.21,10.76,10.32,10.06,9.81,7.66,5.51,3.76,2.0
19061,16.11,14.68,13.24,19.64,26.04,21.42,16.8,22.22,27.65
19063,4.81,19.26,33.72,54.97,76.22,77.5,78.77,45.35,11.93
19065,13.31,12.84,12.38,12.3,12.23,10.49,8.75,7.16,5.57
19067,38.43,40.38,42.34,39.68,37.03,28.5,19.96,15.94,11.93
19069,9.96,15.38,20.79,15.3,9.81,10.46,11.11,8.34,5.57
19071,19.64,25.77,31.9,36.23,40.56,27.32,14.07,19.0,23.93
19073,3.98,6.24,8.5,28.34,48.17,61.85,75.53,64.84,54.15
19075,7.42,11.68,15.95,12.88,9.81,7.66,5.51,8.72,11.93
19077,26.77,37.66,48.55,39.1,29.64,36.64,43.63,39.86,36.08
19079,28.97,28.59,28.21,23.54,18.88,11.38,3.88,4.72,5.57
19081,11.88,9.54,7.2,8.51,9.81,14.89,19.96,20.11,20.27
19083,17.8,20.7,23.59,22.81,22.03,26.93,31.83,29.74,27.65
19085,9.01,11.32,13.63,11.72,9.81,10.46,11.11,29.12,47.12
19087,20.92,28.92,36.93,24.58,12.23,8.87,5.51,6.36,7.22
19089,6.14,5.32,4.49,3.39,2.29,9.54,16.8,14.36,11.93
19091,2.04,2.12,2.2,3.93,5.67,4.36,3.06,25.09,47.12
19093,16.36,9.16,1.97,4.89,7.8,25.72,43.63,26.56,9.48
19095,17.96,16.54,15.12,15.31,15.5,13.3,11.11,14.18,17.24
19097,12.19,9.01,5.83,5.75,5.67,4.78,3.88,13.9,23.93
19099,31.42,39.44,47.47,44.02,40.56,34.08,27.59,23.93,20.27
19101,19.9,28.61,37.31,23.56,9.81,16.79,23.77,38.96,54.15
19103,55.87,53.72,51.58,53.28,54.98,54.21,53.44,53.79,54.15
19105,5.76,10.66,15.57,24.58,33.59,28.68,23.77,15.5,7.22
19107,63.48,61.35,59.22,34.51,9.81,16.79,23.77,25.71,27.65
19109,5.35,9.35,13.34,12.78,12.23,11.67,11.11,8.34,5.57
19111,7.96,10.38,12.8,15.84,18.88,13.82,8.75,6.4,4.04
19113,21.94,22.1,22.25,25.94,29.64,32.82,36.0,29.96,23.93
19115,90.29,85.4,80.52,78.37,76.22,74.3,72.37,71.28,70.19
19117,76.5,69.79,63.07,33.15,3.22,3.55,3.88,7.91,11.93
19119,39.61,28.96,18.31,14.06,9.81,20.82,31.83,26.05,20.27
19121,25.02,18.66,12.29,7.75,3.22,3.55,3.88,5.55,7.22
19123,9.26,9.88,10.51,27.54,44.57,32.26,19.96,17.38,14.79
19125,11.91,15.32,18.72,22.38,26.04,31.02,36.0,36.04,36.08
19127,72.78,75.77,78.76,79.83,80.9,83.62,86.35,87.78,89.21
19129,29.35,20.16,10.98,20.31,29.64,38.53,47.42,35.68,23.93
19131,25.98,18.13,10.28,11.26,12.23,8.06,3.88,7.91,11.93
19133,9.17,9.9,10.63,11.43,12.23,10.49,8.75,7.16,5.57
19135,73.54,68.86,64.18,39.84,15.5,41.47,67.44,59.16,50.87
19137,31.2,31.95,32.7,43.84,54.98,39.38,23.77,14.67,5.57
19139,51.89,54.25,56.61,52.39,48.17,56.5,64.83,61.21,57.59
19141,17.35,16.68,16.01,22.82,29.64,53.41,77.18,72.84,68.5
19143,76.28,69.32,62.37,67.43,72.49,44.64,16.8,14.36,11.93
19145,54.09,58.38,62.66,36.24,9.81,9.28,8.75,9.12,9.48
19147,22.67,23.54,24.42,29.0,33.59,22.35,11.11,27.11,43.11
19149,1.94,2.78,3.63,5.72,7.8,12.3,16.8,18.54,20.27
19151,20.28,18.52,16.75,11.21,5.67,5.59,5.51,12.89,20.27
19153,65.07,67.97,70.87,68.54,66.22,68.22,70.21,66.9,63.6
19155,49.51,45.3,41.1,44.64,48.17,47.8,47.42,43.38,39.33
19157,2.71,2.69,2.67,4.17,5.67,9.87,14.07,11.77,9.48
19159,65.84,47.3,28.75,22.12,15.5,23.67,31.83,33.96,36.08
19161,5.38,4.61,3.85,5.82,7.8,37.62,67.44,66.84,66.24
19163,19.39,20.1,20.82,21.42,22.03,24.81,27.59,25.76,23.93
19165,2.58,8.31,14.04,16.46,18.88,17.84,16.8,9.98,3.15
19167,63.42,70.76,78.1,74.38,70.65,57.14,43.63,39.86,36.08
19169,40.82,40.72,40.62,29.75,18.88,12.9,6.91,7.06,7.22
19171,49.19,61.54,73.89,72.27,70.65,74.71,78.77,81.44,84.12
19173,30.09,25.63,21.17,18.34,15.5,12.12,8.75,11.77,14.79
19175,1.72,4.04,6.37,12.62,18.88,33.15,47.42,37.54,27.65
19177,72.46,57.54,42.63,52.88,63.13,70.95,78.77,59.05,39.33
19179,66.92,72.98,79.05,75.77,72.49,67.45,62.41,63.0,63.6
19181,20.44,19.98,19.52,17.51,15.5,27.86,40.23,45.55,50.87
19183,21.97,24.34,26.71,26.38,26.04,16.48,6.91,8.2,9.48
19185,63.9,74.63,85.35,87.48,89.62,87.56,85.49,74.54,63.6
19187,3.47,2.74,2.01,8.75,15.5,27.86,40.23,38.16,36.08
19189,5.67,6.18,6.69,12.78,18.88,15.0,11.11,15.69,20.27
19191,2.29,3.26,4.23,4.26,4.3,7.71,11.11,14.18,17.24
19193,61.95,61.38,60.81,63.52,66.22,64.32,62.41,63.0,63.6
19195,47.15,31.86,16.56,9.89,3.22,13.5,23.77,33.44,43.11
19197,20.69,22.84,24.99,23.51,22.03,22.9,23.77,14.67,5.57
20001,36.71,36.65,36.58,29.31,22.03,13.77,5.51,22.42,39.33
20003,1.56,7.48,13.4,17.72,22.03,15.39,8.75,14.51,20.27
20005,7.74,14.37,21.01,30.78,40.56,28.68,16.8,17.02,17.24
20007,39.8,31.01,22.22,31.39,40.56,63.02,85.49,89.4,93.32
20009,58.61,52.43,46.26,37.95,29.64,19.2,8.75,7.98,7.22
20011,40.66,53.15,65.65,76.38,87.11,80.54,73.97,75.37,76.77
20013,29.1,32.6,36.1,40.34,44.57,42.4,40.23,23.72,7.22
20015,28.46,43.4,58.33,56.66,54.98,49.3,43.63,35.64,27.65
20017,14.71,19.18,23.65,42.07,60.49,37.28,14.07,23.02,31.98
20019,2.61,9.63,16.65,41.44,66.22,79.94,93.67,89.77,85.87
20021,36.64,28.38,20.12,21.08,22.03,34.72,47.42,56.83,66.24
20023,0.0,1.02,2.04,3.17,4.3,10.55,16.8,28.06,39.33
20025,74.53,79.91,85.29,76.96,68.64,39.88,11.11,27.11,43.11
20027,3.06,4.5,5.95,3.83,1.72,29.14,56.56,63.38,70.19
20029,7.77,7.66,7.55,4.92,2.29,2.68,3.06,5.14,7.22
20031,31.9,37.24,42.57,45.37,48.17,49.24,50.32,37.12,23.93
20033,0.0,0.0,0.0,20.28,40.56,50.07,59.58,70.9,82.21
20035,54.03,51.39,48.74,48.46,48.17,45.9,43.63,47.25,50.87
20037,85.26,85.86,86.47,87.79,89.11,76.97,64.83,77.56,90.3
20039,8.28,5.92,3.57,3.93,4.3,5.6,6.91,3.45,0.0
20041,13.24,21.58,29.93,31.76,33.59,26.78,19.96,11.24,2.51
20043,71.12,68.98,66.83,48.24,29.64,43.1,56.56,51.84,47.12
20045,42.15,42.62,43.08,43.82,44.57,46.0,47.42,49.14,50.87
20047,47.21,36.84,26.46,24.24,22.03,12.02,2.01,1.0,0.0
20049,60.9,69.23,77.55,41.61,5.67,16.63,27.59,23.93,20.27
20051,15.25,16.81,18.37,15.3,12.23,16.1,19.96,37.06,54.15
20053,2.01,15.0,27.98,36.28,44.57,44.1,43.63,33.78,23.93
20055,95.67,96.07,96.47,97.25,98.03,97.78,97.52,96.85,96.18
20057,94.65,94.96,95.26,96.01,96.75,96.14,95.54,92.38,89.21
20059,40.88,37.08,33.27,31.46,29.64,38.53,47.42,35.68,23.93
20061,91.98,88.76,85.55,83.76,81.98,78.76,75.53,68.18,60.83
20063,9.3,24.42,39.54,30.78,22.03,34.72,47.42,24.71,2.0
20065,1.53,1.82,2.1,1.05,0.0,0.0,0.0,0.0,0.0
20067,82.94,86.2,89.46,79.05,68.64,82.09,95.54,96.37,97.2
20069,84.72,82.54,80.36,74.5,68.64,72.08,75.53,81.37,87.21
20071,0.0,36.24,72.49,70.56,68.64,34.32,0.0,0.0,0.0
20073,21.68,21.57,21.46,38.22,54.98,54.21,53.44,35.34,17.24
20075,89.97,76.74,63.51,34.59,5.67,32.63,59.58,77.11,94.65
20077,10.95,7.24,3.53,5.66,7.8,33.69,59.58,65.61,71.65
20079,21.52,15.12,8.72,13.8,18.88,43.16,67.44,64.13,60.83
20081,43.78,66.84,89.91,92.96,96.02,83.12,70.21,68.23,66.24
20083,19.93,14.44,8.95,30.37,51.8,34.3,16.8,14.36,11.93
20085,37.28,41.94,46.61,40.1,33.59,38.61,43.63,47.25,50.87
20087,50.75,43.03,35.31,25.4,15.5,13.3,11.11,10.3,9.48
20089,8.37,5.98,3.6,2.47,1.34,6.22,11.11,12.95,14.79
20091,25.53,23.66,21.78,23.91,26.04,28.94,31.83,27.88,23.93
20093,4.97,6.36,7.74,7.77,7.8,17.7,27.59,22.42,17.24
20095,62.62,54.18,45.75,26.78,7.8,13.88,19.96,18.6,17.24
20097,3.44,8.22,12.99,14.24,15.5,11.2,6.91,21.5,36.08
20099,80.13,83.14,86.15,81.18,76.22,67.9,59.58,47.83,36.08
20101,0.0,0.0,0.0,4.9,9.81,22.9,36.0,18.0,0.0
20103,30.6,33.64,36.68,36.86,37.03,38.63,40.23,41.67,43.11
20105,18.66,20.23,21.81,31.18,40.56,21.28,2.01,1.0,0.0
20107,66.73,79.07,91.4,83.81,76.22,84.68,93.13,76.98,60.83
20109,89.37,79.34,69.31,56.94,44.57,32.26,19.96,20.11,20.27
20111,65.04,59.66,54.28,66.9,79.53,80.33,81.13,81.14,81.16
20113,7.64,5.41,3.18,3.74,4.3,9.18,14.07,26.7,39.33
20115,24.74,28.75,32.76,25.82,18.88,15.0,11.11,12.95,14.79
20117,58.74,37.65,16.56,25.07,33.59,43.52,53.44,55.52,57.59
20119,72.68,74.83,76.98,49.5,22.03,16.57,11.11,21.54,31.98
20121,14.9,10.12,5.35,8.79,12.23,14.52,16.8,22.22,27.65
20123,19.99,30.4,40.82,57.58,74.34,47.15,19.96,9.98,0.0
20125,48.14,51.04,53.93,52.87,51.8,47.72,43.63,48.89,54.15
20127,35.47,22.13,8.79,6.01,3.22,2.46,1.69,2.86,4.04
20129,9.55,12.16,14.77,7.38,0.0,0.0,0.0,0.0,0.0
20131,22.8,20.42,18.05,16.78,15.5,9.69,3.88,4.72,5.57
20133,60.14,62.67,65.2,58.5,51.8,59.62,67.44,71.4,75.37
20135,49.95,39.84,29.74,19.78,9.81,4.9,0.0,7.4,14.79
20137,88.12,80.4,72.68,60.42,48.17,27.54,6.91,8.2,9.48
20139,33.81,40.22,46.64,36.34,26.04,28.94,31.83,42.99,54.15
20141,32.82,33.39,33.97,18.13,2.29,9.54,16.8,20.36,23.93
20143,4.46,6.22,7.99,6.83,5.67,5.59,5.51,8.72,11.93
20145,0.0,1.21,2.42,2.07,1.72,1.86,2.01,1.0,0.0
20147,32.57,27.9,23.24,48.79,74.34,79.92,85.49,79.55,73.62
20149,50.46,60.61,70.77,66.95,63.13,71.64,80.14,83.32,86.51
20151,22.86,35.82,48.77,67.64,86.5,81.01,75.53,42.5,9.48
20153,12.96,7.86,2.77,5.28,7.8,32.18,56.56,62.53,68.5
20155,29.04,51.07,73.1,73.72,74.34,69.58,64.83,53.97,43.11
20157,8.63,7.56,6.49,8.15,9.81,8.36,6.91,4.71,2.51
20159,70.81,58.23,45.65,37.65,29.64,15.82,2.01,3.02,4.04
20161,97.9,95.22,92.55,84.38,76.22,71.83,67.44,69.54,71.65
20163,61.13,46.45,31.77,17.5,3.22,2.46,1.69,4.46,7.22
20165,59.57,41.39,23.21,13.22,3.22,3.55,3.88,4.72,5.57
20167,17.67,10.97,4.27,8.25,12.23,35.9,59.58,39.92,20.27
20169,53.45,35.99,18.53,20.28,22.03,18.05,14.07,10.64,7.22
20171,87.87,80.1,72.33,74.28,76.22,59.92,43.63,45.38,47.12
20173,58.87,57.71,56.54,58.52,60.49,63.96,67.44,66.84,66.24
20175,94.91,95.61,96.31,96.34,96.37,89.22,82.08,69.84,57.59
20177,59.06,60.1,61.13,62.13,63.13,59.84,56.56,57.08,57.59
20179,0.0,1.4,2.8,3.01,3.22,1.61,0.0,0.0,0.0
20181,0.0,1.06,2.13,26.96,51.8,27.84,3.88,9.34,14.79
20183,1.27,1.4,1.53,1.62,1.72,2.8,3.88,6.68,9.48
20185,53.96,44.14,34.32,30.18,26.04,28.94,31.83,31.9,31.98
20187,47.79,31.86,15.92,15.71,15.5,13.3,11.11,6.81,2.51
20189,4.9,3.93,2.96,28.97,54.98,68.05,81.13,52.53,23.93
20191,15.15,19.74,24.32,23.18,22.03,22.9,23.77,33.44,43.11
20193,8.31,12.96,17.61,10.96,4.3,3.15,2.01,2.26,2.51
20195,34.07,17.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20197,52.44,50.46,48.49,50.14,51.8,55.69,59.58,56.86,54.15
20199,0.0,0.0,0.0,0.0,0.0,11.88,23.77,35.44,47.12
20201,4.55,4.71,4.87,8.55,12.23,13.15,14.07,35.83,57.59
20203,94.17,94.33,94.49,82.57,70.65,65.11,59.58,73.04,86.51
20205,71.31,56.04,40.78,55.72,70.65,59.04,47.42,45.26,43.11
20207,38.01,46.36,54.7,38.36,22.03,11.86,1.69,4.46,7.22
20209,87.52,86.88,86.25,85.88,85.51,87.88,90.26,89.74,89.21
21001,39.89,57.51,75.14,76.58,78.03,60.83,43.63,52.23,60.83
21003,51.51,53.92,56.32,58.4,60.49,70.32,80.14,75.16,70.19
21005,43.65,30.31,16.97,28.76,40.56,23.74,6.91,12.08,17.24
21007,34.83,31.58,28.33,25.18,22.03,29.02,36.0,53.82,71.65
21009,49.86,53.79,57.72,61.97,66.22,73.18,80.14,76.88,73.62
21011,75.58,58.82,42.06,30.47,18.88,19.42,19.96,43.1,66.24
21013,69.44,71.04,72.65,54.84,37.03,38.63,40.23,41.67,43.11
21015,54.47,33.54,12.61,17.32,22.03,37.74,53.44,52.15,50.87
21017,31.3,29.5,27.7,32.36,37.03,38.63,40.23,62.55,84.86
21019,15.63,16.63,17.64,13.73,9.81,22.9,36.0,26.62,17.24
21021,3.12,5.67,8.21,11.86,15.5,10.5,5.51,4.78,4.04
21023,51.86,50.14,48.42,46.5,44.57,49.0,53.44,52.15,50.87
21025,77.17,81.31,85.45,79.9,74.34,77.74,81.13,82.62,84.12
21027,90.77,86.88,83.0,80.52,78.03,62.72,47.42,54.12,60.83
21029,29.51,24.46,19.42,29.99,40.56,52.7,64.83,65.54,66.24
21031,49.38,61.16,72.94,66.72,60.49,63.96,67.44,71.4,75.37
21033,3.57,3.45,3.34,40.68,78.03,52.81,27.59,56.22,84.86
21035,26.81,18.64,10.47,16.25,22.03,24.81,27.59,33.46,39.33
21037,34.13,28.51,22.89,26.26,29.64,30.74,31.83,26.05,20.27
21039,67.08,62.02,56.96,39.5,22.03,22.9,23.77,51.75,79.73
21041,96.28,95.69,95.1,93.54,91.98,92.56,93.13,87.67,82.21
21043,49.44,50.19,50.94,54.47,58.01,36.04,14.07,13.0,11.93
21045,10.41,19.16,27.92,28.78,29.64,44.61,59.58,70.9,82.21
21047,75.93,66.73,57.53,57.77,58.01,52.72,47.42,52.5,57.59
21049,66.35,60.5,54.66,56.34,58.01,49.12,40.23,45.55,50.87
21051,44.19,58.8,73.42,79.46,85.51,81.34,77.18,67.39,57.59
21053,27.67,20.25,12.83,36.66,60.49,61.45,62.41,54.76,47.12
21055,68.35,67.71,67.08,44.56,22.03,26.93,31.83,44.71,57.59
21057,13.69,18.39,23.08,30.06,37.03,36.52,36.0,52.25,68.5
21059,46.74,57.88,69.02,66.07,63.13,68.55,73.97,76.85,79.73
21061,1.97,37.66,73.35,69.79,66.22,74.15,82.08,57.03,31.98
21063,58.52,46.86,35.21,22.51,9.81,41.89,73.97,72.08,70.19
21065,70.14,77.68,85.23,77.94,70.65,65.11,59.58,41.76,23.93
21067,52.53,54.63,56.73,52.45,48.17,53.88,59.58,56.86,54.15
21069,59.5,71.36,83.22,77.86,72.49,73.23,73.97,76.13,78.3
21071,49.16,50.11,51.07,55.78,60.49,50.36,40.23,30.25,20.27
21073,47.88,37.72,27.57,39.68,51.8,51.06,50.32,48.72,47.12
21075,31.68,23.94,16.21,8.96,1.72,45.07,88.42,89.71,91.0
21077,74.98,78.16,81.34,68.16,54.98,51.2,47.42,67.72,88.01
21079,69.95,68.2,66.44,70.39,74.34,49.06,23.77,37.32,50.87
21081,80.52,84.52,88.51,87.01,85.51,64.57,43.63,30.44,17.24
21083,59.54,59.24,58.93,53.55,48.17,61.85,75.53,74.57,73.62
21085,38.81,44.73,50.65,52.81,54.98,58.7,62.41,60.0,57.59
21087,17.48,11.74,5.99,23.28,40.56,51.48,62.41,58.28,54.15
21089,62.66,59.33,56.0,39.02,22.03,22.9,23.77,23.85,23.93
21091,41.29,36.52,31.74,18.7,5.67,7.21,8.75,13.0,17.24
21093,38.17,33.92,29.67,38.92,48.17,47.8,47.42,45.26,43.11
21095,74.79,70.28,65.78,58.79,51.8,61.0,70.21,69.36,68.5
21097,27.19,29.57,31.96,36.26,40.56,54.0,67.44,53.38,39.33
21099,35.98,37.29,38.59,37.81,37.03,54.7,72.37,76.76,81.16
21101,40.56,40.72,40.88,37.24,33.59,25.2,16.8,18.54,20.27
21103,78.32,70.04,61.76,69.9,78.03,80.56,83.1,82.66,82.21
21105,92.07,81.54,71.0,54.02,37.03,36.52,36.0,36.04,36.08
21107,18.82,16.89,14.96,18.5,22.03,44.74,67.44,70.53,73.62
21109,70.68,55.38,40.08,27.79,15.5,27.86,40.23,53.24,66.24
21111,36.96,41.0,45.05,48.42,51.8,51.06,50.32,48.72,47.12
21113,47.72,51.83,55.94,53.87,51.8,39.7,27.59,33.46,39.33
21115,77.65,70.78,63.9,48.74,33.59,26.78,19.96,28.02,36.08
21117,44.89,44.6,44.32,36.98,29.64,34.94,40.23,47.19,54.15
21119,59.03,68.27,77.52,84.54,91.56,93.88,96.21,95.29,94.37
21121,72.02,58.38,44.73,39.16,33.59,32.71,31.83,41.35,50.87
21123,47.56,50.28,53.01,35.94,18.88,17.84,16.8,10.42,4.04
21125,71.67,67.72,63.77,65.0,66.22,70.1,73.97,68.79,63.6
21127,26.33,39.64,52.94,60.79,68.64,44.3,19.96,21.94,23.93
21129,80.01,49.07,18.12,11.21,4.3,31.94,59.58,73.8,88.01
21131,42.6,49.41,56.22,59.68,63.13,75.12,87.11,81.94,76.77
21133,39.48,52.24,65.01,73.5,81.98,83.0,84.02,76.26,68.5
21135,64.69,48.8,32.92,20.36,7.8,5.84,3.88,19.98,36.08
21137,33.21,52.31,71.41,73.82,76.22,69.32,62.41,58.28,54.15
21139,57.5,66.22,74.94,57.75,40.56,23.04,5.51,11.37,17.24
21141,28.33,25.15,21.97,20.42,18.88,21.32,23.77,35.44,47.12
21143,11.08,24.58,38.08,50.6,63.13,49.56,36.0,25.4,14.79
21145,10.86,12.4,13.94,17.98,22.03,43.43,64.83,68.24,71.65
21147,56.16,49.44,42.73,48.86,54.98,67.56,80.14,58.11,36.08
21149,58.26,53.71,49.16,44.86,40.56,30.26,19.96,25.97,31.98
21151,42.73,27.35,11.97,13.74,15.5,27.86,40.23,36.1,31.98
21153,69.82,74.09,78.35,82.73,87.11,85.1,83.1,83.61,84.12
21155,18.43,40.78,63.13,68.73,74.34,60.88,47.42,50.78,54.15
21157,51.83,51.21,50.59,52.78,54.98,43.4,31.83,21.88,11.93
21159,75.84,75.22,74.59,68.86,63.13,55.28,47.42,52.5,57.59
21161,9.71,30.6,51.48,42.54,33.59,30.59,27.59,22.42,17.24
21163,69.47,67.14,64.82,73.4,81.98,73.4,64.83,48.4,31.98
21165,38.14,27.62,17.1,34.45,51.8,51.06,50.32,70.31,90.3
21167,63.87,58.25,52.63,35.75,18.88,17.84,16.8,24.39,31.98
21169,44.67,32.96,21.24,40.86,60.49,68.01,75.53,75.45,75.37
21171,65.49,66.78,68.07,54.32,40.56,55.38,70.21,70.93,71.65
21173,35.53,49.41,63.29,69.76,76.22,78.18,80.14,53.9,27.65
21175,34.99,26.02,17.06,43.86,70.65,76.36,82.08,69.84,57.59
21177,61.86,52.77,43.68,36.66,29.64,16.76,3.88,6.68,9.48
21179,52.94,59.74,66.54,63.52,60.49,38.65,16.8,22.22,27.65
21181,19.04,41.58,64.12,72.51,80.9,44.82,8.75,9.12,9.48
21183,85.07,78.67,72.27,54.65,37.03,46.79,56.56,51.84,47.12
21185,6.65,12.88,19.1,24.37,29.64,23.22,16.8,18.54,20.27
21187,69.63,80.18,90.74,90.18,89.62,86.82,84.02,63.56,43.11
21189,64.76,63.17,61.57,54.87,48.17,42.08,36.0,21.61,7.22
21191,14.39,19.94,25.5,33.03,40.56,57.26,73.97,79.04,84.12
21193,81.98,81.83,81.69,76.17,70.65,45.3,19.96,23.8,27.65
21195,36.01,29.82,23.62,34.1,44.57,44.1,43.63,39.86,36.08
21197,49.28,61.67,74.05,78.02,81.98,86.74,91.5,84.9,78.3
21199,33.52,35.47,37.41,28.14,18.88,16.48,14.07,15.66,17.24
21201,19.58,11.05,2.52,2.87,3.22,50.48,97.74,97.65,97.55
21203,43.68,42.93,42.18,34.11,26.04,38.18,50.32,43.2,36.08
21205,33.49,26.17,18.85,29.71,40.56,38.28,36.0,33.99,31.98
21207,66.89,71.41,75.93,80.72,85.51,69.47,53.44,38.68,23.93
21209,66.67,60.94,55.21,59.17,63.13,61.36,59.58,45.78,31.98
21211,84.56,82.87,81.18,81.04,80.9,77.44,73.97,68.79,63.6
21213,30.47,25.33,20.18,13.99,7.8,27.61,47.42,45.26,43.11
21215,44.99,47.64,50.3,38.17,26.04,42.81,59.58,49.46,39.33
21217,63.39,52.52,41.64,31.84,22.03,13.77,5.51,5.54,5.57
21219,29.7,43.55,57.4,70.44,83.48,81.12,78.77,85.07,91.38
21221,57.21,50.4,43.58,38.58,33.59,38.61,43.63,60.2,76.77
21223,62.4,57.45,52.5,64.36,76.22,81.29,86.35,84.73,83.11
21225,65.36,57.66,49.95,32.72,15.5,12.12,8.75,7.98,7.22
21227,49.7,64.57,79.43,77.82,76.22,78.68,81.13,81.67,82.21
21229,50.88,56.14,61.41,52.99,44.57,32.26,19.96,15.94,11.93
21231,66.06,66.64,67.21,68.93,70.65,63.6,56.56,34.25,11.93
21233,46.93,62.11,77.3,75.82,74.34,62.33,50.32,46.72,43.11
21235,25.57,26.41,27.25,42.63,58.01,70.04,82.08,83.47,84.86
21237,25.37,17.38,9.39,9.6,9.81,53.08,96.34,95.49,94.65
21239,3.15,6.6,10.06,12.78,15.5,31.46,47.42,52.5,57.59
22001,88.86,86.22,83.57,73.35,63.13,65.28,67.44,67.97,68.5
22003,79.56,82.79,86.02,87.82,89.62,89.66,89.69,89.26,88.83
22005,71.95,66.94,61.92,59.96,58.01,52.72,47.42,52.5,57.59
22007,70.49,50.14,29.8,40.8,51.8,47.72,43.63,52.23,60.83
22009,73.03,75.35,77.68,81.6,85.51,69.47,53.44,53.79,54.15
22011,80.58,74.29,68.0,58.09,48.17,45.9,43.63,57.64,71.65
22013,43.27,43.7,44.13,59.23,74.34,79.61,84.88,88.76,92.65
22015,80.04,69.6,59.15,57.06,54.98,43.4,31.83,42.99,54.15
22017,57.53,55.18,52.82,46.69,40.56,50.07,59.58,60.2,60.83
22019,56.86,58.42,59.98,61.56,63.13,62.77,62.41,63.0,63.6
22021,73.61,70.44,67.27,78.0,88.73,91.8,94.88,95.16,95.45
22023,81.09,85.16,89.24,88.18,87.11,89.15,91.18,95.12,99.05
22025,60.84,59.51,58.17,51.37,44.57,27.84,11.11,23.6,36.08
22027,54.73,60.62,66.51,55.54,44.57,27.84,11.11,21.54,31.98
22029,88.67,85.45,82.23,83.4,84.56,74.69,64.83,73.97,83.11
22031,89.4,77.33,65.27,68.88,72.49,62.96,53.44,52.15,50.87
22033,66.41,66.0,65.58,65.9,66.22,65.53,64.83,66.66,68.5
22035,83.54,84.83,86.12,91.28,96.43,90.22,84.02,47.97,11.93
22037,66.7,75.38,84.05,86.84,89.62,73.09,56.56,51.84,47.12
22039,76.09,79.24,82.39,82.18,81.98,79.58,77.18,77.74,78.3
22041,67.91,73.46,79.02,76.68,74.34,62.33,50.32,32.56,14.79
22043,24.13,31.5,38.87,36.23,33.59,23.83,14.07,26.7,39.33
22045,87.39,84.97,82.55,84.03,85.51,86.6,87.68,90.16,92.65
