FIPS,2014 EPL_UNEMP,2015 EPL_UNEMP,2016 EPL_UNEMP,2017 EPL_UNEMP,2018 EPL_UNEMP,2019 EPL_UNEMP,2020 EPL_UNEMP,2021 EPL_UNEMP,2022 EPL_UNEMP
45073,83.92,78.41,72.91,69.18,65.45,68.48,71.51,71.17,70.82
45075,90.29,90.76,91.24,91.22,91.21,93.3,95.39,95.14,94.88
45077,76.5,71.25,66.0,60.4,54.81,53.27,51.72,45.12,38.53
45079,71.89,71.76,71.63,71.28,70.92,71.22,71.51,77.35,83.2
45081,70.77,65.78,60.78,59.66,58.54,48.83,39.12,30.6,22.08
45083,70.77,65.78,60.78,57.11,53.44,56.58,59.71,54.62,49.54
45085,92.23,93.41,94.59,94.88,95.16,93.06,90.96,88.56,86.16
45087,92.71,88.38,84.05,81.5,78.95,82.88,86.82,91.8,96.79
45089,83.25,84.8,86.34,81.8,77.26,64.49,51.72,48.54,45.37
45091,71.89,67.75,63.61,61.08,58.54,55.13,51.72,50.63,49.54
46003,1.11,1.75,2.39,2.16,1.94,1.34,0.73,1.23,1.72
46005,7.04,7.07,7.1,5.38,3.66,5.82,7.99,8.69,9.39
46007,95.61,97.09,98.57,97.65,96.72,95.6,94.49,92.68,90.87
46009,1.02,0.88,0.73,1.68,2.64,19.02,35.39,21.99,8.59
46011,9.04,9.86,10.67,14.44,18.22,23.42,28.61,30.78,32.96
46013,3.37,3.74,4.11,4.92,5.73,6.54,7.35,17.44,27.52
46015,9.04,7.0,4.97,4.92,4.87,4.32,3.76,11.96,20.17
46017,94.21,95.75,97.29,98.46,99.62,99.74,99.87,99.68,99.49
46019,8.05,5.3,2.55,12.22,21.88,44.02,66.17,68.49,70.82
46021,1.11,0.92,0.73,1.06,1.4,1.54,1.69,17.32,32.96
46023,30.25,30.22,30.18,50.55,70.92,80.75,90.58,88.02,85.46
46025,8.05,9.98,11.91,15.07,18.22,20.09,21.96,41.78,61.6
46027,43.52,42.23,40.94,47.88,54.81,72.89,90.96,91.38,91.79
46029,8.63,7.61,6.59,7.59,8.6,9.9,11.2,7.56,3.91
46031,99.84,99.92,100.0,99.98,99.97,99.96,99.94,99.96,99.97
46033,16.17,18.37,20.57,18.87,17.17,38.44,59.71,38.44,17.18
46035,6.08,9.86,13.63,13.04,12.45,9.52,6.59,5.0,3.4
46037,14.74,8.9,3.06,3.7,4.33,4.04,3.76,8.01,12.25
46039,14.74,9.25,3.76,4.32,4.87,3.76,2.64,4.61,6.59
46041,99.68,99.73,99.78,99.81,99.84,99.82,99.81,99.62,99.43
46043,0.57,0.41,0.25,0.92,1.59,1.44,1.3,1.28,1.27
46045,1.11,2.31,3.5,6.05,8.6,6.37,4.14,5.73,7.32
46047,5.7,6.14,6.59,5.27,3.95,5.97,7.99,10.82,13.65
46049,2.36,1.44,0.51,0.56,0.61,27.23,53.85,41.54,29.24
46051,9.65,8.92,8.18,4.79,1.4,4.38,7.35,14.72,22.08
46053,8.05,4.92,1.78,1.68,1.59,4.79,7.99,10.12,12.25
46055,6.08,6.04,5.99,7.3,8.6,6.02,3.44,1.72,0.0
46057,5.7,4.9,4.11,4.49,4.87,6.43,7.99,9.74,11.49
46059,4.93,4.0,3.06,1.98,0.89,0.44,0.0,1.37,2.74
46061,1.91,1.08,0.25,1.1,1.94,4.96,7.99,7.29,6.59
46063,0.45,1.0,1.56,4.01,6.46,4.2,1.94,5.26,8.59
46065,3.37,4.0,4.62,4.93,5.25,5.06,4.87,2.91,0.95
46067,5.7,15.36,25.02,24.18,23.34,15.66,7.99,5.95,3.91
46069,3.37,3.74,4.11,4.22,4.33,2.74,1.15,1.3,1.46
46071,95.13,96.72,98.31,92.21,86.11,90.06,94.02,91.0,87.97
46073,0.38,0.49,0.6,0.54,0.48,0.6,0.73,1.1,1.46
46075,3.09,3.86,4.62,22.22,39.81,24.5,9.2,6.81,4.42
46077,2.36,3.06,3.76,2.39,1.02,1.52,2.01,1.86,1.72
46079,10.09,11.86,13.63,20.54,27.45,22.97,18.49,11.46,4.42
46081,11.56,10.34,9.11,8.85,8.6,10.3,12.0,11.74,11.49
46083,1.72,2.39,3.06,4.39,5.73,8.86,12.0,7.7,3.4
46085,54.09,53.32,52.56,61.12,69.68,71.3,72.92,64.47,56.03
46087,2.55,3.76,4.97,13.42,21.88,16.03,10.18,8.75,7.32
46089,18.53,27.65,36.77,60.48,84.2,44.17,4.14,2.51,0.89
46091,1.72,2.14,2.55,2.8,3.06,7.13,11.2,6.97,2.74
46093,6.08,3.93,1.78,2.21,2.64,6.41,10.18,17.93,25.68
46095,88.98,83.25,77.52,81.1,84.68,90.32,95.96,97.86,99.75
46097,6.65,11.72,16.78,12.69,8.6,5.51,2.42,2.91,3.4
46099,13.59,12.75,11.91,13.38,14.84,13.02,11.2,10.85,10.5
46101,22.86,36.21,49.57,41.28,32.99,21.58,10.18,7.54,4.9
46102,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
46103,17.77,20.16,22.54,22.21,21.88,27.55,33.23,29.46,25.68
46105,7.48,11.14,14.8,14.82,14.84,8.9,2.96,20.74,38.53
46107,0.29,0.51,0.73,0.88,1.02,1.52,2.01,8.29,14.57
46109,49.38,52.45,55.52,57.92,60.32,64.52,68.71,63.96,59.21
46111,8.63,7.86,7.1,10.97,14.84,9.3,3.76,3.14,2.51
46115,0.73,1.25,1.78,3.76,5.73,8.86,12.0,8.21,4.42
46117,2.36,1.9,1.43,2.37,3.31,1.65,0.0,0.3,0.6
46119,3.37,1.98,0.6,0.7,0.8,1.05,1.3,0.65,0.0
46121,99.87,99.76,99.65,98.66,97.68,97.26,96.85,98.2,99.55
46123,10.09,5.3,0.51,9.37,18.22,37.04,55.86,54.9,53.93
46125,2.55,3.58,4.62,6.2,7.77,8.49,9.2,9.3,9.39
46127,6.65,6.32,5.99,4.97,3.95,5.97,7.99,12.58,17.18
46129,17.06,13.5,9.93,10.14,10.35,29.95,49.55,38.53,27.52
46135,6.08,6.59,7.1,10.4,13.69,10.52,7.35,5.88,4.42
46137,100.0,99.97,99.94,99.9,99.87,99.94,100.0,100.0,100.0
47001,50.72,54.42,58.13,58.34,58.54,59.98,61.43,62.64,63.86
47003,51.74,45.69,39.64,41.34,43.03,41.08,39.12,43.25,47.38
47005,93.98,92.28,90.58,86.04,81.5,82.38,83.26,81.88,80.5
47007,86.37,82.84,79.31,85.26,91.21,88.54,85.87,84.09,82.31
47009,57.59,51.3,45.02,44.03,43.03,45.22,47.42,42.05,36.68
47011,79.05,79.18,79.31,68.92,58.54,59.13,59.71,61.78,63.86
47013,81.31,77.5,73.7,80.5,87.29,91.82,96.34,90.9,85.46
47015,87.17,85.61,84.05,61.93,39.81,27.45,15.09,18.58,22.08
47017,79.82,75.72,71.63,65.09,58.54,44.6,30.65,39.02,47.38
47019,59.82,57.03,54.25,51.5,48.76,58.74,68.71,77.44,86.16
47021,49.38,47.77,46.16,39.58,32.99,35.32,37.65,33.44,29.24
47023,95.38,91.96,88.54,90.35,92.17,88.0,83.83,83.93,84.03
47025,65.46,67.91,70.36,78.55,86.75,85.0,83.26,79.35,75.44
47027,31.01,51.32,71.63,51.42,31.21,44.56,57.92,61.88,65.83
47029,89.37,87.06,84.75,89.22,93.69,92.47,91.25,83.98,76.71
47031,76.5,64.53,52.56,51.31,50.06,44.59,39.12,43.25,47.38
47033,36.55,43.06,49.57,47.24,44.9,40.14,35.39,33.27,31.15
47035,66.35,70.44,74.53,72.72,70.92,71.92,72.92,71.15,69.39
47037,48.2,44.57,40.94,37.9,34.87,40.24,45.61,46.5,47.38
47039,74.91,72.14,69.37,79.16,88.95,88.78,88.61,89.74,90.87
47041,74.91,63.74,52.56,47.8,43.03,46.29,49.55,52.79,56.03
47043,50.72,41.85,32.98,28.76,24.55,23.26,21.96,26.56,31.15
47045,50.72,58.93,67.14,73.82,80.51,76.72,72.92,59.14,45.37
47047,66.35,68.36,70.36,70.64,70.92,73.21,75.49,68.54,61.6
47049,70.77,70.56,70.36,71.91,73.47,73.83,74.19,67.9,61.6
47051,79.82,75.72,71.63,53.25,34.87,32.76,30.65,21.45,12.25
47053,79.82,72.91,66.0,67.16,68.31,67.24,66.17,65.02,63.86
47055,77.3,65.78,54.25,57.28,60.32,60.01,59.71,58.79,57.87
47057,82.36,75.24,68.13,67.55,66.97,61.42,55.86,63.34,70.82
47059,69.02,67.51,66.0,66.48,66.97,59.35,51.72,57.79,63.86
47061,64.02,77.63,91.24,89.0,86.75,87.68,88.61,83.28,77.95
47063,81.31,77.5,73.7,78.01,82.32,84.57,86.82,84.12,81.42
47065,56.45,53.8,51.16,50.61,50.06,46.96,43.86,43.26,42.67
47067,95.89,95.67,95.45,90.78,86.11,92.1,98.09,97.36,96.63
47069,99.2,99.14,99.08,98.44,97.8,98.31,98.82,98.84,98.85
47071,96.88,95.48,94.08,88.2,82.32,63.09,43.86,32.97,22.08
47073,69.02,72.32,75.61,74.54,73.47,79.96,86.44,89.75,93.06
47075,81.31,68.42,55.52,65.68,75.83,71.0,66.17,79.49,92.81
47077,77.3,78.68,80.07,80.78,81.5,84.16,86.82,75.34,63.86
47079,87.17,75.91,64.66,67.17,69.68,57.64,45.61,40.35,35.09
47081,69.02,63.58,58.13,48.97,39.81,29.15,18.49,23.86,29.24
47083,49.38,53.76,58.13,56.47,54.81,60.49,66.17,52.35,38.53
47085,78.13,72.06,66.0,65.72,65.45,79.33,93.22,95.01,96.79
47087,95.13,91.57,88.0,85.16,82.32,84.38,86.44,86.3,86.16
47089,75.68,69.64,63.61,60.15,56.69,64.81,72.92,68.39,63.86
47091,69.91,59.07,48.23,35.06,21.88,18.49,15.09,28.88,42.67
47093,33.43,37.18,40.94,39.66,38.38,36.88,35.39,33.27,31.15
47095,92.23,93.16,94.08,93.58,93.09,95.73,98.38,91.57,84.76
47097,94.21,92.87,91.53,88.47,85.41,83.54,81.67,78.55,75.44
47099,80.58,77.55,74.53,81.28,88.03,88.92,89.82,83.88,77.95
47101,69.91,46.23,22.54,21.54,20.54,31.12,41.69,50.45,59.21
47103,47.06,54.56,62.05,50.93,39.81,33.51,27.21,33.79,40.38
47105,73.96,66.72,59.47,54.12,48.76,36.26,23.77,20.47,17.18
47107,69.02,70.96,72.91,73.19,73.47,73.19,72.92,67.26,61.6
47109,93.19,95.44,97.68,97.5,97.32,89.02,80.71,78.71,76.71
47111,67.34,58.46,49.57,40.39,31.21,35.16,39.12,33.32,27.52
47113,70.77,63.88,56.99,50.01,43.03,61.06,79.09,83.53,87.97
47115,47.06,46.04,45.02,44.96,44.9,50.38,55.86,62.62,69.39
47117,76.5,73.43,70.36,66.22,62.07,68.78,75.49,73.16,70.82
47119,56.45,55.35,54.25,49.58,44.9,36.06,27.21,19.35,11.49
47121,98.38,96.48,94.59,93.17,91.75,92.12,92.49,90.52,88.55
47123,91.72,91.77,91.82,91.18,90.54,85.62,80.71,81.07,81.42
47125,67.34,67.74,68.13,71.47,74.81,72.48,70.15,72.8,75.44
47127,75.68,55.5,35.31,35.83,36.34,32.48,28.61,33.57,38.53
47129,60.74,66.82,72.91,76.71,80.51,83.66,86.82,89.62,92.43
47131,88.19,88.68,89.18,76.47,63.76,68.34,72.92,64.47,56.03
47133,68.04,61.14,54.25,39.4,24.55,24.16,23.77,24.72,25.68
47135,84.97,69.61,54.25,69.83,85.41,88.74,92.08,94.83,97.58
47137,10.54,24.23,37.92,32.02,26.11,36.76,47.42,46.4,45.37
47139,84.97,80.84,76.7,80.45,84.2,79.19,74.19,82.34,90.49
47141,66.35,64.2,62.05,62.06,62.07,65.39,68.71,57.04,45.37
47143,84.97,75.48,66.0,73.26,80.51,86.3,92.08,91.48,90.87
47145,70.77,75.04,79.31,78.29,77.26,73.7,70.15,62.04,53.93
47147,58.8,58.46,58.13,58.34,58.54,52.08,45.61,38.38,31.15
47149,48.2,43.92,39.64,39.01,38.38,36.88,35.39,34.17,32.96
47151,93.7,94.94,96.18,92.84,89.49,89.66,89.82,92.82,95.83
47153,69.91,73.72,77.52,64.62,51.72,48.67,45.61,33.85,22.08
47155,57.59,50.64,43.68,48.56,53.44,50.43,47.42,36.55,25.68
47157,79.82,79.94,80.07,80.29,80.51,82.68,84.85,86.08,87.31
47159,40.08,28.43,16.78,18.12,19.46,22.44,25.43,25.56,25.68
47161,88.98,81.34,73.7,74.76,75.83,72.99,70.15,50.65,31.15
47163,60.74,61.4,62.05,62.06,62.07,69.48,76.89,76.8,76.71
47165,33.43,30.9,28.37,25.86,23.34,21.7,20.05,22.86,25.68
47167,84.37,82.22,80.07,80.29,80.51,69.22,57.92,60.89,63.86
47169,67.34,66.67,66.0,79.44,92.87,68.36,43.86,22.79,1.72
47171,80.58,86.2,91.82,91.18,90.54,81.02,71.51,67.68,63.86
47173,69.91,73.72,77.52,82.4,87.29,83.19,79.09,74.24,69.39
47175,60.74,76.66,92.58,94.65,96.72,74.22,51.72,44.2,36.68
47177,50.72,57.16,63.61,61.96,60.32,43.76,27.21,30.08,32.96
47179,26.81,30.52,34.22,36.3,38.38,42.9,47.42,51.72,56.03
47181,94.36,82.36,70.36,73.1,75.83,72.99,70.15,58.76,47.38
47183,88.19,86.47,84.75,71.65,58.54,52.08,45.61,40.35,35.09
47185,80.58,84.0,87.42,84.87,82.32,65.94,49.55,56.7,63.86
47187,14.74,13.32,11.91,14.01,16.11,13.15,10.18,8.75,7.32
47189,37.76,33.97,30.18,26.76,23.34,22.65,21.96,25.6,29.24
48001,19.33,18.44,17.54,16.83,16.11,18.08,20.05,26.51,32.96
48003,11.56,19.37,27.19,31.76,36.34,32.48,28.61,21.13,13.65
48005,61.99,65.68,69.37,75.85,82.32,80.7,79.09,76.47,73.85
48007,28.84,44.16,59.47,63.89,68.31,81.16,94.02,68.34,42.67
48009,6.65,7.88,9.11,13.66,18.22,21.82,25.43,22.04,18.64
48011,5.7,3.88,2.07,1.61,1.15,1.15,1.15,0.88,0.6
48013,42.73,49.12,55.52,69.86,84.2,83.73,83.26,81.23,79.19
48015,35.5,35.4,35.31,35.83,36.34,49.57,62.79,46.97,31.15
48017,23.78,13.77,3.76,4.74,5.73,10.41,15.09,11.21,7.32
48019,22.86,19.3,15.73,38.9,62.07,72.3,82.53,82.42,82.31
48021,57.59,65.25,72.91,71.3,69.68,61.76,53.85,48.26,42.67
48023,4.27,2.92,1.56,4.33,7.1,5.98,4.87,3.69,2.51
48025,37.76,38.7,39.64,64.29,88.95,89.56,90.17,84.68,79.19
48027,61.99,67.84,73.7,77.1,80.51,83.19,85.87,87.93,89.98
48029,45.62,46.92,48.23,51.52,54.81,59.61,64.42,65.12,65.83
48031,48.2,43.92,39.64,46.54,53.44,51.5,49.55,41.26,32.96
48033,0.57,0.82,1.08,3.16,5.25,33.34,61.43,33.4,5.38
48035,60.74,52.21,43.68,38.34,32.99,35.32,37.65,35.3,32.96
48037,50.72,58.93,67.14,67.73,68.31,57.86,47.42,41.26,35.09
48039,22.86,25.02,27.19,31.76,36.34,41.88,47.42,47.4,47.38
48041,42.73,38.48,34.22,32.71,31.21,35.16,39.12,43.25,47.38
48043,11.56,32.06,52.56,41.88,31.21,33.3,35.39,26.29,17.18
48045,9.65,23.21,36.77,43.42,50.06,33.16,16.26,19.17,22.08
48047,98.06,96.76,95.45,96.9,98.34,50.3,2.26,4.79,7.32
48049,12.13,13.93,15.73,20.14,24.55,31.1,37.65,34.4,31.15
48051,36.55,38.1,39.64,49.98,60.32,44.46,28.61,29.88,31.15
48053,25.76,23.16,20.57,26.78,32.99,25.22,17.44,20.68,23.93
48055,36.55,28.05,19.55,14.52,9.49,9.83,10.18,10.34,10.5
48057,55.21,48.81,42.41,59.12,75.83,56.74,37.65,30.79,23.93
48059,26.81,19.9,12.99,14.55,16.11,25.75,35.39,43.6,51.8
48061,72.78,76.42,80.07,74.19,68.31,65.55,62.79,66.09,69.39
48063,76.5,61.33,46.16,54.12,62.07,69.48,76.89,70.38,63.86
48065,2.96,3.54,4.11,5.28,6.46,5.11,3.76,4.81,5.85
48067,68.04,71.28,74.53,75.18,75.83,82.57,89.31,87.74,86.16
48069,9.65,16.1,22.54,13.9,5.25,4.35,3.44,15.48,27.52
48071,37.76,40.72,43.68,52.0,60.32,71.43,82.53,85.54,88.55
48073,32.22,35.07,37.92,43.34,48.76,62.82,76.89,73.86,70.82
48075,20.25,31.33,42.41,69.08,95.76,91.68,87.59,90.32,93.06
48077,24.86,36.54,48.23,60.28,72.32,42.6,12.89,9.13,5.38
48079,73.96,63.26,52.56,59.0,65.45,79.97,94.49,89.98,85.46
48081,8.63,13.08,17.54,16.19,14.84,11.42,7.99,12.58,17.18
48083,35.5,36.71,37.92,27.02,16.11,41.14,66.17,72.06,77.95
48085,19.33,19.44,19.55,21.44,23.34,27.0,30.65,34.59,38.53
48087,15.31,19.5,23.69,55.49,87.29,76.73,66.17,40.37,14.57
48089,18.53,13.82,9.11,13.66,18.22,23.42,28.61,49.0,69.39
48091,24.86,22.2,19.55,20.05,20.54,25.6,30.65,29.94,29.24
48093,28.84,28.02,27.19,19.82,12.45,41.98,71.51,79.41,87.31
48095,10.09,6.58,3.06,2.5,1.94,2.45,2.96,6.18,9.39
48097,52.88,48.95,45.02,43.34,41.66,36.16,30.65,31.8,32.96
48099,70.77,74.64,78.51,84.52,90.54,84.82,79.09,82.28,85.46
48101,26.81,59.52,92.23,89.49,86.75,88.03,89.31,63.0,36.68
48103,38.81,23.96,9.11,5.74,2.36,8.16,13.97,15.58,17.18
48105,32.22,19.4,6.59,3.3,0.0,0.0,0.0,3.3,6.59
48107,72.78,76.94,81.09,79.18,77.26,67.59,57.92,55.92,53.93
48109,67.34,43.96,20.57,43.77,66.97,80.5,94.02,95.32,96.63
48111,25.76,24.15,22.54,22.94,23.34,19.8,16.26,14.26,12.25
48113,51.74,49.98,48.23,46.56,44.9,48.31,51.72,52.82,53.93
48115,58.8,58.46,58.13,54.1,50.06,66.95,83.83,89.72,95.61
48117,22.03,22.86,23.69,29.28,34.87,26.68,18.49,12.9,7.32
48119,94.43,87.25,80.07,63.49,46.91,45.38,43.86,61.53,79.19
48121,25.76,25.82,25.88,26.66,27.45,28.03,28.61,31.85,35.09
48123,26.81,37.52,48.23,56.0,63.76,71.43,79.09,69.15,59.21
48125,82.87,87.9,92.93,95.88,98.82,86.5,74.19,85.14,96.09
48127,76.5,85.88,95.26,97.25,99.24,93.62,88.0,68.77,49.54
48129,12.86,18.27,23.69,14.71,5.73,4.74,3.76,1.88,0.0
48131,76.5,84.16,91.82,93.49,95.16,93.62,92.08,92.26,92.43
48133,10.54,17.78,25.02,34.96,44.9,46.16,47.42,50.68,53.93
48135,17.77,30.72,43.68,56.68,69.68,73.86,78.04,74.43,70.82
48137,70.77,42.2,13.63,19.87,26.11,13.06,0.0,0.0,0.0
48139,41.39,36.48,31.58,25.52,19.46,20.71,21.96,27.46,32.96
48141,57.59,61.12,64.66,66.48,68.31,70.62,72.92,78.06,83.2
48143,15.31,15.52,15.73,16.45,17.17,34.44,51.72,59.74,67.77
48145,48.2,44.57,40.94,51.5,62.07,75.69,89.31,88.64,87.97
48147,49.38,46.53,43.68,40.01,36.34,40.98,45.61,47.58,49.54
48149,4.62,3.5,2.39,2.85,3.31,18.27,33.23,29.46,25.68
48151,24.86,37.21,49.57,57.51,65.45,38.32,11.2,13.54,15.88
48153,28.84,44.81,60.78,63.12,65.45,39.17,12.89,24.78,36.68
48155,65.46,72.39,79.31,86.6,93.89,93.19,92.49,82.5,72.51
48157,20.25,25.22,30.18,38.54,46.91,54.85,62.79,61.0,59.21
48159,23.78,34.4,45.02,61.98,78.95,77.22,75.49,78.0,80.5
48161,17.06,24.32,31.58,40.82,50.06,34.28,18.49,22.08,25.68
48163,41.39,46.28,51.16,59.06,66.97,76.42,85.87,49.06,12.25
48165,7.04,13.3,19.55,28.96,38.38,32.79,27.21,25.57,23.93
48167,47.06,51.29,55.52,59.64,63.76,66.24,68.71,70.61,72.51
48169,2.55,4.82,7.1,10.97,14.84,53.67,92.49,94.4,96.31
48171,28.84,32.8,36.77,33.01,29.24,33.44,37.65,31.66,25.68
48173,3.85,4.92,5.99,3.0,0.0,0.0,0.0,1.58,3.15
48175,31.01,57.18,83.35,69.08,54.81,45.1,35.39,43.6,51.8
48177,43.52,44.27,45.02,37.13,29.24,20.22,11.2,6.66,2.13
48179,16.17,22.27,28.37,44.34,60.32,57.08,53.85,58.85,63.86
48181,58.8,59.14,59.47,54.12,48.76,43.94,39.12,36.04,32.96
48183,28.84,32.07,35.31,36.84,38.38,35.8,33.23,31.24,29.24
48185,31.01,33.89,36.77,36.56,36.34,48.02,59.71,63.74,67.77
48187,33.43,30.31,27.19,25.26,23.34,32.52,41.69,41.04,40.38
48189,49.38,47.2,45.02,57.35,69.68,52.54,35.39,42.46,49.54
48191,82.36,79.94,77.52,86.34,95.16,95.56,95.96,92.26,88.55
48193,22.86,23.28,23.69,12.81,1.94,5.57,9.2,11.88,14.57
48195,3.09,4.18,5.28,20.08,34.87,66.06,97.26,68.82,40.38
48197,82.36,58.29,34.22,56.06,77.9,61.76,45.61,28.55,11.49
48199,28.84,25.69,22.54,23.54,24.55,26.58,28.61,38.0,47.38
48201,48.2,50.38,52.56,56.44,60.32,66.62,72.92,76.06,79.19
48203,51.74,60.56,69.37,60.54,51.72,61.61,71.51,73.47,75.44
48205,3.09,2.58,2.07,1.61,1.15,1.02,0.89,2.4,3.91
48207,24.86,53.3,81.73,87.81,93.89,88.86,83.83,80.89,77.95
48209,34.54,37.09,39.64,43.28,46.91,54.17,61.43,59.65,57.87
48211,5.35,12.45,19.55,31.29,43.03,60.54,78.04,57.36,36.68
48213,58.8,54.98,51.16,47.1,43.03,58.61,74.19,70.01,65.83
48215,71.89,74.3,76.7,77.3,77.9,80.87,83.83,86.7,89.56
48217,69.91,72.76,75.61,77.66,79.71,76.32,72.92,59.14,45.37
48219,32.22,43.87,55.52,64.5,73.47,75.76,78.04,69.82,61.6
48221,30.25,19.42,8.6,9.92,11.24,40.7,70.15,70.48,70.82
48223,49.38,43.65,37.92,36.39,34.87,36.99,39.12,45.46,51.8
48225,57.59,40.64,23.69,14.71,5.73,10.41,15.09,30.23,45.37
48227,34.54,40.35,46.16,58.54,70.92,75.42,79.92,69.56,59.21
48229,38.81,35.89,32.98,59.2,85.41,88.55,91.69,91.74,91.79
48231,83.25,82.92,82.59,66.32,50.06,49.8,49.55,60.18,70.82
48233,26.81,25.25,23.69,41.12,58.54,70.1,81.67,61.02,40.38
48235,35.5,22.3,9.11,38.71,68.31,65.55,62.79,32.97,3.15
48237,19.33,20.51,21.68,18.26,14.84,16.67,18.49,55.14,91.79
48239,16.17,21.02,25.88,26.0,26.11,36.76,47.42,56.62,65.83
48241,89.88,88.43,86.98,87.14,87.29,91.62,95.96,97.31,98.66
48243,19.33,20.94,22.54,34.72,46.91,24.03,1.15,0.57,0.0
48245,69.91,63.45,56.99,55.21,53.44,58.93,64.42,64.14,63.86
48247,83.92,91.53,99.14,97.76,96.37,92.84,89.31,67.34,45.37
48249,34.54,38.48,42.41,43.66,44.9,35.16,25.43,42.32,59.21
48251,42.73,42.57,42.41,35.82,29.24,25.6,21.96,23.82,25.68
48253,20.25,16.08,11.91,17.62,23.34,46.74,70.15,59.85,49.54
48255,17.06,15.93,14.8,22.02,29.24,25.6,21.96,41.78,61.6
48257,60.74,56.65,52.56,61.12,69.68,63.8,57.92,55.92,53.93
48259,11.11,16.4,21.68,25.46,29.24,33.44,37.65,44.72,51.8
48261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48263,1.11,2.44,3.76,12.15,20.54,36.13,51.72,57.79,63.86
48265,43.52,55.82,68.13,57.52,46.91,42.28,37.65,29.86,22.08
48267,58.8,48.36,37.92,25.8,13.69,15.57,17.44,9.58,1.72
48269,14.23,14.98,15.73,47.72,79.71,86.86,94.02,69.69,45.37
48271,95.61,96.45,97.29,83.48,69.68,35.97,2.26,4.06,5.85
48273,77.3,82.36,87.42,88.76,90.1,80.12,70.15,79.35,88.55
48275,33.43,31.8,30.18,40.12,50.06,45.88,41.69,23.06,4.42
48277,41.39,46.98,52.56,52.14,51.72,40.16,28.61,30.78,32.96
48279,55.21,38.44,21.68,16.46,11.24,23.32,35.39,24.98,14.57
48281,55.21,61.67,68.13,71.98,75.83,79.18,82.53,72.06,61.6
48283,36.55,53.46,70.36,48.9,27.45,20.17,12.89,25.71,38.53
48285,30.25,20.46,10.67,13.39,16.11,17.3,18.49,17.84,17.18
48287,22.86,30.39,37.92,24.14,10.35,10.26,10.18,12.38,14.57
48289,28.84,44.81,60.78,65.85,70.92,69.82,68.71,63.29,57.87
48291,82.87,80.69,78.51,75.41,72.32,79.1,85.87,84.95,84.03
48293,37.76,58.91,80.07,84.78,89.49,79.1,68.71,48.12,27.52
48295,9.65,22.48,35.31,47.82,60.32,61.56,62.79,67.65,72.51
48297,25.76,17.84,9.93,7.83,5.73,9.85,13.97,20.74,27.52
48299,25.76,43.91,62.05,70.88,79.71,78.3,76.89,75.37,73.85
48301,96.47,48.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48303,28.02,29.1,30.18,28.82,27.45,32.55,37.65,42.52,47.38
48305,42.73,66.66,90.58,88.35,86.11,55.77,25.43,26.48,27.52
48307,13.59,15.18,16.78,12.28,7.77,28.66,49.55,71.46,93.38
48309,33.43,33.2,32.98,32.98,32.99,38.42,43.86,43.26,42.67
48311,78.13,88.03,97.93,98.74,99.55,77.7,55.86,33.18,10.5
48313,25.76,19.7,13.63,13.66,13.69,39.05,64.42,71.18,77.95
48315,25.76,51.23,76.7,86.34,95.99,96.56,97.14,97.2,97.26
48317,3.37,6.65,9.93,9.26,8.6,19.62,30.65,63.72,96.79
48319,33.43,26.16,18.88,36.16,53.44,55.68,57.92,36.25,14.57
48321,33.43,35.68,37.92,55.7,73.47,74.48,75.49,78.9,82.31
48323,86.37,90.42,94.46,95.48,96.5,91.66,86.82,86.14,85.46
48325,36.55,37.24,37.92,28.69,19.46,18.98,18.49,14.5,10.5
48327,31.01,50.68,70.36,42.02,13.69,27.69,41.69,70.51,99.33
48329,9.65,10.46,11.27,13.69,16.11,18.08,20.05,21.99,23.93
48331,59.82,70.78,81.73,54.59,27.45,52.17,76.89,73.86,70.82
48333,7.04,10.34,13.63,8.98,4.33,6.16,7.99,8.69,9.39
48335,45.62,41.77,37.92,46.36,54.81,36.12,17.44,10.42,3.4
48337,23.78,30.85,37.92,43.34,48.76,60.84,72.92,65.4,57.87
48339,31.01,30.6,30.18,31.58,32.99,38.42,43.86,42.12,40.38
48341,9.04,11.34,13.63,26.72,39.81,32.62,25.43,18.46,11.49
48343,89.37,92.41,95.45,91.1,86.75,85.8,84.85,78.68,72.51
48345,64.02,74.39,84.75,82.63,80.51,62.18,43.86,30.52,17.18
48347,51.74,63.14,74.53,80.64,86.75,86.78,86.82,84.12,81.42
48349,75.68,81.33,86.98,85.2,83.41,66.48,49.55,58.66,67.77
48351,90.29,93.68,97.07,90.24,83.41,90.34,97.26,97.22,97.17
48353,49.38,45.9,42.41,59.12,75.83,81.92,88.0,84.71,81.42
48355,38.81,39.22,39.64,48.16,56.69,61.43,66.17,67.78,69.39
48357,28.84,25.69,22.54,36.3,50.06,38.64,27.21,15.56,3.91
48359,67.34,49.46,31.58,25.52,19.46,10.17,0.89,2.4,3.91
48361,54.09,56.78,59.47,54.76,50.06,45.88,41.69,56.26,70.82
48363,49.38,48.8,48.23,63.97,79.71,72.94,66.17,76.74,87.31
48365,15.31,18.5,21.68,28.28,34.87,24.42,13.97,14.92,15.88
48367,34.54,33.76,32.98,37.32,41.66,43.64,45.61,39.29,32.96
