FIPS,2014 EPL_NOVEH,2015 EPL_NOVEH,2016 EPL_NOVEH,2017 EPL_NOVEH,2018 EPL_NOVEH,2019 EPL_NOVEH,2020 EPL_NOVEH,2021 EPL_NOVEH,2022 EPL_NOVEH
45073,55.78,57.82,59.85,59.46,59.06,61.58,64.1,57.94,51.77
45075,88.03,86.14,84.24,84.76,85.29,82.59,79.89,82.45,85.01
45077,40.18,48.32,56.45,58.44,60.43,63.0,65.56,67.52,69.49
45079,64.34,64.29,64.25,66.27,68.29,65.49,62.7,65.61,68.53
45081,75.96,73.23,70.49,62.45,54.41,59.98,65.56,55.05,44.54
45083,68.64,65.81,62.97,61.02,59.06,52.55,46.05,39.87,33.69
45085,85.86,83.29,80.71,83.0,85.29,84.99,84.69,83.38,82.06
45087,91.66,92.71,93.76,92.0,90.23,89.2,88.16,88.08,88.01
45089,96.63,95.99,95.35,95.46,95.57,96.82,98.06,98.14,98.22
45091,32.73,30.18,27.63,23.67,19.71,20.52,21.32,21.0,20.68
46003,0.48,0.66,0.83,1.42,2.01,1.76,1.5,2.31,3.12
46005,62.97,62.97,62.97,38.78,14.58,21.06,27.53,49.78,72.03
46007,94.3,60.96,27.63,18.42,9.2,43.78,78.36,83.18,88.01
46009,22.03,22.04,22.06,28.89,35.72,29.84,23.97,25.52,27.08
46011,18.08,19.23,20.38,26.19,32.0,39.82,47.64,52.26,56.89
46013,52.98,57.26,61.54,67.46,73.38,68.04,62.7,63.28,63.86
46015,26.52,47.93,69.34,70.79,72.24,74.94,77.63,60.29,42.95
46017,93.7,94.22,94.75,94.27,93.79,96.28,98.76,98.49,98.22
46019,31.36,44.68,58.01,50.13,42.25,26.82,11.39,16.74,22.08
46021,7.7,5.44,3.18,2.75,2.32,26.43,50.54,42.11,33.69
46023,61.76,56.84,51.93,55.5,59.06,59.96,60.85,54.76,48.68
46025,22.03,30.08,38.14,30.31,22.48,19.96,17.44,15.78,14.13
46027,32.73,32.02,31.3,24.2,17.1,38.26,59.42,71.39,83.36
46029,49.32,46.45,43.58,42.92,42.25,42.53,42.81,47.29,51.77
46031,96.43,96.92,97.42,97.77,98.12,97.7,97.29,95.58,93.86
46033,3.44,3.48,3.53,7.31,11.08,7.37,3.66,2.1,0.54
46035,29.74,25.9,22.06,44.54,67.02,73.12,79.22,79.35,79.48
46037,23.62,20.58,17.54,12.68,7.83,7.51,7.19,16.05,24.91
46039,5.48,3.41,1.34,1.48,1.62,3.72,5.82,5.2,4.58
46041,85.86,87.66,89.46,84.86,80.26,72.91,65.56,63.89,62.23
46043,10.73,15.56,20.38,19.49,18.59,19.96,21.32,16.6,11.87
46045,10.73,11.24,11.75,20.94,30.12,18.66,7.19,4.06,0.92
46047,51.29,57.77,64.25,62.34,60.43,48.07,35.71,45.66,55.62
46049,13.34,12.97,12.61,10.9,9.2,41.06,72.92,73.19,73.46
46051,17.13,10.42,3.72,5.01,6.3,9.44,12.57,30.63,48.68
46053,52.98,47.42,41.87,37.84,33.81,28.89,23.97,28.07,32.17
46055,1.78,1.3,0.83,21.54,42.25,63.8,85.36,86.41,87.46
46057,10.73,11.24,11.75,13.16,14.58,10.5,6.43,4.63,2.83
46059,23.62,20.58,17.54,13.37,9.2,19.88,30.55,30.58,30.61
46061,0.7,0.88,1.05,0.93,0.8,0.76,0.73,1.23,1.72
46063,1.31,1.18,1.05,0.85,0.64,1.61,2.58,2.28,1.97
46065,77.17,70.71,64.25,69.62,74.98,69.54,64.1,71.01,77.92
46067,12.0,14.12,16.24,28.53,40.82,42.52,44.21,40.86,37.51
46069,1.46,3.22,4.97,11.04,17.1,10.64,4.17,2.08,0.0
46071,8.44,44.58,80.71,86.22,91.72,94.38,97.04,97.77,98.5
46073,7.13,5.88,4.62,6.22,7.83,9.61,11.39,27.96,44.54
46075,0.7,8.47,16.24,10.04,3.85,30.18,56.52,32.32,8.11
46077,24.99,25.64,26.3,19.79,13.28,17.3,21.32,30.35,39.39
46079,45.88,40.3,34.73,28.61,22.48,19.26,16.04,11.5,6.97
46081,55.78,66.59,77.4,79.7,82.01,69.26,56.52,45.1,33.69
46083,3.88,3.24,2.61,2.31,2.01,1.6,1.18,1.58,1.97
46085,67.53,67.29,67.05,62.46,57.88,57.2,56.52,74.43,92.33
46087,8.44,12.34,16.24,14.76,13.28,7.93,2.58,3.86,5.15
46089,40.18,24.02,7.86,9.47,11.08,14.82,18.56,23.67,28.79
46091,24.99,21.26,17.54,16.06,14.58,8.76,2.93,3.28,3.63
46093,4.78,4.88,4.97,4.7,4.43,5.81,7.19,7.08,6.97
46095,96.94,92.96,88.98,91.7,94.43,95.34,96.24,81.74,67.23
46097,10.73,8.47,6.21,5.32,4.43,9.02,13.62,19.26,24.91
46099,45.88,42.87,39.86,44.94,50.02,45.52,41.02,42.78,44.54
46101,23.62,24.29,24.96,18.02,11.08,19.3,27.53,24.8,22.08
46102,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
46103,32.73,31.06,29.39,34.15,38.9,47.71,56.52,55.05,53.58
46105,45.88,45.62,45.37,36.17,26.97,46.26,65.56,41.24,16.93
46107,12.0,10.36,8.72,4.68,0.64,0.57,0.51,1.24,1.97
46109,51.29,43.78,36.26,37.58,38.9,45.56,52.23,40.51,28.79
46111,1.62,1.23,0.83,2.02,3.22,20.48,37.75,58.61,79.48
46115,32.73,25.9,19.07,16.83,14.58,11.99,9.39,19.09,28.79
46117,1.05,1.83,2.61,2.12,1.62,0.81,0.0,5.44,10.88
46119,4.78,3.7,2.61,3.52,4.43,3.22,2.01,1.4,0.8
46121,99.27,99.18,99.08,99.18,99.27,99.2,99.14,99.04,98.95
46123,60.17,49.16,38.14,22.98,7.83,12.64,17.44,35.51,53.58
46125,14.65,16.1,17.54,14.82,12.1,8.3,4.49,5.22,5.95
46127,12.0,9.1,6.21,5.32,4.43,4.78,5.12,6.04,6.97
46129,32.73,25.9,19.07,14.64,10.22,7.2,4.17,7.52,10.88
46135,45.88,37.64,29.39,41.16,52.94,51.74,50.54,46.74,42.95
46137,93.54,95.28,97.01,96.5,95.99,95.67,95.35,95.42,95.48
47001,54.6,58.78,62.97,54.87,46.77,42.26,37.75,44.03,50.3
47003,58.87,57.66,56.45,46.08,35.72,29.18,22.63,23.04,23.45
47005,52.98,61.74,70.49,76.67,82.84,69.68,56.52,42.66,28.79
47007,64.34,59.64,54.95,53.18,51.42,43.56,35.71,41.06,46.42
47009,29.74,22.47,15.19,16.14,17.1,16.57,16.04,13.96,11.87
47011,47.63,48.2,48.77,46.56,44.35,48.29,52.23,44.87,37.51
47013,74.12,76.46,78.8,83.6,88.41,80.66,72.92,67.58,62.23
47015,52.98,46.42,39.86,29.78,19.71,22.73,25.75,33.48,41.2
47017,73.0,68.62,64.25,67.68,71.12,75.17,79.22,73.23,67.23
47019,42.38,48.67,54.95,57.0,59.06,60.88,62.7,60.5,58.29
47021,6.08,5.8,5.51,8.3,11.08,8.1,5.12,4.12,3.12
47023,44.51,38.74,32.98,34.35,35.72,31.63,27.53,26.22,24.91
47025,55.78,62.56,69.34,63.61,57.88,57.2,56.52,50.53,44.54
47027,65.97,54.78,43.58,39.65,35.72,53.68,71.64,68.84,66.05
47029,71.06,63.0,54.95,49.65,44.35,38.4,32.46,31.54,30.61
47031,42.38,35.0,27.63,22.36,17.1,20.54,23.97,27.29,30.61
47033,38.2,30.8,23.4,32.11,40.82,37.47,34.12,40.27,46.42
47035,32.73,36.3,39.86,37.79,35.72,34.92,34.12,43.85,53.58
47037,71.89,70.62,69.34,66.8,64.25,62.55,60.85,64.69,68.53
47039,18.08,24.69,31.3,37.82,44.35,28.98,13.62,17.85,22.08
47041,49.32,48.33,47.34,37.9,28.46,42.49,56.52,71.53,86.54
47043,44.51,44.04,43.58,41.24,38.9,27.47,16.04,9.83,3.63
47045,68.64,65.81,62.97,47.48,32.0,39.82,47.64,56.31,64.97
47047,22.03,25.71,29.39,28.92,28.46,30.46,32.46,37.7,42.95
47049,75.17,78.96,82.74,85.58,88.41,81.87,75.33,63.55,51.77
47051,49.32,42.79,36.26,31.62,26.97,33.99,41.02,46.4,51.77
47053,54.6,51.68,48.77,55.38,61.99,72.36,82.72,85.84,88.96
47055,61.76,56.04,50.33,42.07,33.81,29.78,25.75,25.33,24.91
47057,26.52,22.03,17.54,23.83,30.12,31.29,32.46,49.84,67.23
47059,32.73,41.53,50.33,40.22,30.12,34.73,39.34,40.27,41.2
47061,55.78,56.12,56.45,53.24,50.02,56.36,62.7,60.5,58.29
47063,60.17,55.25,50.33,47.34,44.35,46.0,47.64,44.42,41.2
47065,75.17,74.01,72.84,69.93,67.02,63.22,59.42,58.85,58.29
47067,84.59,84.65,84.72,83.36,82.01,89.18,96.34,97.1,97.87
47069,92.52,90.5,88.48,78.38,68.29,68.88,69.48,70.76,72.03
47071,58.87,66.38,73.89,67.94,61.99,59.26,56.52,45.1,33.69
47073,24.99,28.98,32.98,44.62,56.26,51.15,46.05,44.5,42.95
47075,94.91,94.99,95.07,93.52,91.98,90.58,89.18,90.04,90.9
47077,58.87,52.12,45.37,54.81,64.25,55.94,47.64,41.58,35.51
47079,61.76,47.37,32.98,35.94,38.9,50.8,62.7,62.46,62.23
47081,58.87,48.5,38.14,41.24,44.35,31.46,18.56,16.34,14.13
47083,27.98,20.29,12.61,28.48,44.35,40.03,35.71,32.25,28.79
47085,38.2,37.23,36.26,33.19,30.12,18.66,7.19,11.28,15.37
47087,31.36,24.45,17.54,29.9,42.25,46.4,50.54,60.01,69.49
47089,32.73,29.52,26.3,19.2,12.1,8.3,4.49,6.3,8.11
47091,71.06,74.93,78.8,71.52,64.25,67.94,71.64,58.09,44.54
47093,60.17,60.01,59.85,58.86,57.88,55.06,52.23,52.9,53.58
47095,96.72,97.32,97.93,98.18,98.44,98.72,99.01,98.96,98.92
47097,85.23,90.76,96.28,95.64,95.0,92.79,90.58,87.27,83.96
47099,69.79,68.93,68.07,70.16,72.24,73.06,73.87,73.67,73.46
47101,73.0,77.26,81.53,82.51,83.48,67.86,52.23,31.06,9.9
47103,52.98,62.91,72.84,74.34,75.84,71.52,67.19,51.35,35.51
47105,19.33,27.8,36.26,35.03,33.81,28.22,22.63,17.82,13.01
47107,42.38,43.88,45.37,47.7,50.02,37.89,25.75,22.04,18.33
47109,64.34,66.84,69.34,63.61,57.88,40.25,22.63,31.01,39.39
47111,45.88,45.62,45.37,30.55,15.73,13.0,10.28,12.82,15.37
47113,71.89,76.92,81.95,82.72,83.48,83.1,82.72,81.1,79.48
47115,75.17,73.5,71.82,59.29,46.77,40.44,34.12,33.9,33.69
47117,44.51,46.64,48.77,38.62,28.46,21.04,13.62,9.1,4.58
47119,52.98,47.42,41.87,32.17,22.48,15.44,8.4,8.26,8.11
47121,51.29,58.58,65.87,52.38,38.9,45.56,52.23,41.42,30.61
47123,45.88,41.07,36.26,29.37,22.48,27.47,32.46,36.83,41.2
47125,26.52,24.29,22.06,22.27,22.48,21.17,19.86,19.73,19.6
47127,10.73,21.02,31.3,20.25,9.2,14.53,19.86,15.37,10.88
47129,44.51,50.48,56.45,47.68,38.9,33.99,29.09,30.63,32.17
47131,71.89,76.3,80.71,74.5,68.29,67.74,67.19,71.46,75.72
47133,40.18,52.22,64.25,67.68,71.12,73.92,76.73,56.12,35.51
47135,49.32,51.36,53.39,47.82,42.25,36.4,30.55,25.08,19.6
47137,45.88,40.3,34.73,30.85,26.97,41.74,56.52,69.94,83.36
47139,32.73,37.3,41.87,40.39,38.9,41.56,44.21,49.92,55.62
47141,24.99,29.86,34.73,43.08,51.42,44.58,37.75,32.42,27.08
47143,64.34,62.1,59.85,57.13,54.41,48.61,42.81,55.02,67.23
47145,47.63,47.48,47.34,45.84,44.35,53.52,62.7,56.5,50.3
47147,22.03,18.61,15.19,16.14,17.1,14.84,12.57,12.22,11.87
47149,12.0,11.88,11.75,10.14,8.53,7.86,7.19,7.08,6.97
47151,68.64,50.81,32.98,42.96,52.94,46.98,41.02,34.9,28.79
47153,62.97,47.14,31.3,25.5,19.71,25.13,30.55,25.62,20.68
47155,19.33,16.68,14.04,13.66,13.28,13.45,13.62,16.61,19.6
47157,86.85,86.2,85.55,85.42,85.29,85.32,85.36,84.94,84.51
47159,36.52,35.62,34.73,30.85,26.97,33.16,39.34,44.01,48.68
47161,10.73,13.48,16.24,14.17,12.1,19.81,27.53,40.56,53.58
47163,57.15,58.5,59.85,59.46,59.06,56.34,53.63,47.42,41.2
47165,22.03,19.78,17.54,18.07,18.59,16.73,14.86,15.12,15.37
47167,13.34,16.86,20.38,22.29,24.2,23.42,22.63,26.62,30.61
47169,36.52,32.07,27.63,19.36,11.08,8.1,5.12,5.38,5.63
47171,58.87,51.22,43.58,45.18,46.77,58.13,69.48,60.62,51.77
47173,60.17,46.58,32.98,34.35,35.72,34.92,34.12,24.13,14.13
47175,24.99,21.26,17.54,38.98,60.43,63.0,65.56,80.47,95.39
47177,61.76,62.36,62.97,65.0,67.02,63.22,59.42,51.98,44.54
47179,49.32,51.36,53.39,56.91,60.43,62.26,64.1,57.94,51.77
47181,9.36,12.8,16.24,34.59,52.94,60.07,67.19,67.21,67.23
47183,57.15,52.96,48.77,58.53,68.29,73.32,78.36,73.45,68.53
47185,68.64,51.68,34.73,35.94,37.15,32.34,27.53,27.3,27.08
47187,3.44,3.58,3.72,3.66,3.6,4.04,4.49,4.82,5.15
47189,10.16,10.46,10.76,11.43,12.1,9.26,6.43,6.19,5.95
48001,58.87,53.82,48.77,44.8,40.82,40.92,41.02,53.54,66.05
48003,9.36,7.78,6.21,8.22,10.22,11.4,12.57,7.51,2.45
48005,29.74,33.94,38.14,41.24,44.35,47.44,50.54,52.06,53.58
48007,23.62,24.29,24.96,27.54,30.12,41.88,53.63,49.08,44.54
48009,3.06,6.91,10.76,13.93,17.1,15.98,14.86,10.92,6.97
48011,0.38,0.86,1.34,1.24,1.15,32.63,64.1,32.05,0.0
48013,22.03,26.66,31.3,48.48,65.65,55.85,46.05,48.91,51.77
48015,23.62,21.34,19.07,23.02,26.97,27.25,27.53,22.93,18.33
48017,26.52,28.91,31.3,25.5,19.71,56.29,92.87,95.21,97.55
48019,4.33,3.47,2.61,2.56,2.52,1.85,1.18,1.58,1.97
48021,13.34,20.48,27.63,28.04,28.46,25.54,22.63,16.76,10.88
48023,1.05,1.05,1.05,2.45,3.85,6.62,9.39,11.2,13.01
48025,71.06,71.44,71.82,74.33,76.85,72.02,67.19,55.07,42.95
48027,36.52,41.93,47.34,47.9,48.46,54.66,60.85,58.87,56.89
48029,77.17,75.01,72.84,71.98,71.12,70.3,69.48,67.22,64.97
48031,5.48,5.5,5.51,10.05,14.58,9.12,3.66,3.39,3.12
48033,0.0,0.52,1.05,1.94,2.83,7.7,12.57,7.14,1.72
48035,17.13,14.44,11.75,8.09,4.43,10.24,16.04,13.46,10.88
48037,65.97,67.02,68.07,70.16,72.24,66.55,60.85,61.54,62.23
48039,10.73,11.24,11.75,11.42,11.08,9.74,8.4,8.64,8.88
48041,62.97,58.18,53.39,47.1,40.82,44.23,47.64,49.7,51.77
48043,31.36,33.81,36.26,38.54,40.82,51.76,62.7,61.76,60.83
48045,47.63,35.52,23.4,18.99,14.58,32.56,50.54,37.72,24.91
48047,95.64,93.28,90.93,92.76,94.59,92.34,90.1,94.42,98.73
48049,68.64,60.28,51.93,45.42,38.9,48.51,58.12,56.87,55.62
48051,29.74,27.35,24.96,28.48,32.0,32.23,32.46,24.7,16.93
48053,29.74,28.68,27.63,25.92,24.2,21.38,18.56,16.96,15.37
48055,55.78,43.54,31.3,28.46,25.63,29.87,34.12,33.9,33.69
48057,34.8,33.89,32.98,25.04,17.1,17.83,18.56,22.82,27.08
48059,12.0,9.93,7.86,8.2,8.53,11.08,13.62,15.28,16.93
48061,80.32,77.54,74.75,72.38,70.01,70.82,71.64,70.56,69.49
48063,47.63,50.51,53.39,58.82,64.25,58.24,52.23,47.59,42.95
48065,2.32,3.47,4.62,2.98,1.34,2.33,3.31,6.6,9.9
48067,78.83,70.18,61.54,60.98,60.43,70.16,79.89,70.36,60.83
48069,4.33,13.86,23.4,44.53,65.65,71.19,76.73,45.43,14.13
48071,4.78,4.88,4.97,15.3,25.63,16.41,7.19,7.08,6.97
48073,55.78,51.56,47.34,44.08,40.82,45.03,49.24,55.04,60.83
48075,12.0,46.98,81.95,73.1,64.25,40.84,17.44,11.01,4.58
48077,12.0,7.86,3.72,3.47,3.22,3.86,4.49,9.93,15.37
48079,82.84,76.67,70.49,41.3,12.1,39.65,67.19,63.39,59.59
48081,14.65,15.44,16.24,17.42,18.59,10.58,2.58,11.09,19.6
48083,49.32,46.45,43.58,38.7,33.81,46.61,59.42,64.46,69.49
48085,5.48,5.5,5.51,6.39,7.26,7.83,8.4,9.64,10.88
48087,65.97,62.91,59.85,64.07,68.29,80.31,92.33,58.62,24.91
48089,19.33,25.32,31.3,37.82,44.35,42.68,41.02,47.3,53.58
48091,8.44,8.58,8.72,10.41,12.1,11.74,11.39,9.18,6.97
48093,29.74,30.52,31.3,36.06,40.82,39.29,37.75,34.18,30.61
48095,6.08,13.23,20.38,46.31,72.24,49.0,25.75,28.18,30.61
48097,29.74,35.8,41.87,42.06,42.25,36.4,30.55,34.97,39.39
48099,22.03,22.04,22.06,23.13,24.2,29.16,34.12,31.46,28.79
48101,94.46,96.28,98.09,95.24,92.39,91.24,90.1,85.66,81.23
48103,19.33,20.7,22.06,19.58,17.1,54.47,91.85,91.06,90.26
48105,84.59,42.96,1.34,4.58,7.83,4.5,1.18,0.59,0.0
48107,29.74,30.52,31.3,40.66,50.02,54.72,59.42,60.12,60.83
48109,94.05,72.99,51.93,59.48,67.02,71.51,76.0,85.08,94.15
48111,15.79,9.2,2.61,3.52,4.43,3.5,2.58,9.76,16.93
48113,69.79,69.56,69.34,68.18,67.02,66.29,65.56,67.04,68.53
48115,71.06,68.46,65.87,76.87,87.87,87.19,86.51,85.24,83.96
48117,42.38,48.67,54.95,46.92,38.9,33.22,27.53,22.23,16.93
48119,44.51,65.85,87.2,82.02,76.85,65.89,54.93,35.15,15.37
48121,7.7,7.37,7.04,6.67,6.3,7.35,8.4,10.7,13.01
48123,64.34,53.96,43.58,38.7,33.81,48.26,62.7,71.09,79.48
48125,15.79,11.42,7.04,40.76,74.47,77.97,81.48,65.08,48.68
48127,73.0,66.42,59.85,77.7,95.54,95.54,95.54,97.04,98.54
48129,3.06,2.42,1.78,4.04,6.3,8.29,10.28,15.48,20.68
48131,96.53,94.97,93.41,92.07,90.74,93.54,96.34,94.43,92.52
48133,49.32,43.73,38.14,47.2,56.26,58.56,60.85,62.36,63.86
48135,38.2,34.75,31.3,28.46,25.63,31.69,37.75,42.08,46.42
48137,65.97,59.68,53.39,28.31,3.22,1.61,0.0,5.94,11.87
48139,10.16,9.01,7.86,7.56,7.26,8.32,9.39,10.14,10.88
48141,75.17,74.01,72.84,70.56,68.29,68.88,69.48,67.76,66.05
48143,20.73,25.06,29.39,38.08,46.77,43.9,41.02,34.05,27.08
48145,79.59,77.17,74.75,83.57,92.39,92.12,91.85,89.66,87.46
48147,22.03,19.78,17.54,23.83,30.12,23.78,17.44,15.78,14.13
48149,12.0,17.7,23.4,35.93,48.46,43.1,37.75,38.57,39.39
48151,52.98,50.88,48.77,34.96,21.14,26.8,32.46,43.02,53.58
48153,51.29,52.34,53.39,47.82,42.25,56.94,71.64,82.08,92.52
48155,57.15,32.51,7.86,20.84,33.81,57.18,80.55,65.42,50.3
48157,4.78,5.14,5.51,4.68,3.85,4.84,5.82,7.86,9.9
48159,24.99,17.36,9.74,10.41,11.08,6.54,2.01,2.82,3.63
48161,22.03,30.94,39.86,39.38,38.9,31.44,23.97,19.67,15.37
48163,77.17,74.5,71.82,69.42,67.02,81.18,95.35,95.02,94.69
48165,9.36,17.83,26.3,30.06,33.81,42.18,50.54,38.81,27.08
48167,54.6,53.27,51.93,48.14,44.35,42.68,41.02,45.66,50.3
48169,20.73,32.16,43.58,34.6,25.63,24.13,22.63,43.24,63.86
48171,6.08,9.35,12.61,19.12,25.63,36.64,47.64,49.7,51.77
48173,0.38,0.34,0.29,0.14,0.0,0.0,0.0,0.67,1.34
48175,38.2,43.48,48.77,63.36,77.94,84.48,91.02,88.35,85.68
48177,75.17,76.98,78.8,71.52,64.25,65.72,67.19,75.58,83.96
48179,8.44,22.35,36.26,45.34,54.41,46.88,39.34,26.74,14.13
48181,47.63,48.98,50.33,41.16,32.0,28.88,25.75,23.92,22.08
48183,58.87,59.36,59.85,64.93,70.01,62.47,54.93,50.68,46.42
48185,55.78,51.56,47.34,45.84,44.35,27.87,11.39,12.76,14.13
48187,15.79,13.77,11.75,9.79,7.83,7.13,6.43,7.66,8.88
48189,31.36,33.81,36.26,41.52,46.77,53.1,59.42,40.05,20.68
48191,78.83,85.68,92.52,86.04,79.56,53.54,27.53,21.45,15.37
48193,51.29,42.14,32.98,32.49,32.0,27.98,23.97,20.45,16.93
48195,24.99,13.69,2.39,4.35,6.3,12.43,18.56,28.04,37.51
48197,75.96,77.16,78.35,65.64,52.94,49.5,46.05,36.57,27.08
48199,14.65,10.84,7.04,14.76,22.48,21.17,19.86,29.62,39.39
48201,64.34,61.18,58.01,56.21,54.41,56.27,58.12,63.33,68.53
48203,40.18,37.46,34.73,36.82,38.9,45.56,52.23,58.6,64.97
48205,1.78,1.94,2.1,1.2,0.29,0.74,1.18,3.56,5.95
48207,65.97,70.92,75.87,72.94,70.01,64.71,59.42,52.92,46.42
48209,6.08,7.4,8.72,9.47,10.22,9.8,9.39,9.65,9.9
48211,51.29,38.12,24.96,17.08,9.2,12.03,14.86,17.23,19.6
48213,27.98,25.69,23.4,27.7,32.0,39.02,46.05,48.18,50.3
48215,62.97,62.97,62.97,63.1,63.23,62.04,60.85,57.22,53.58
48217,38.2,32.25,26.3,28.21,30.12,34.73,39.34,45.56,51.77
48219,42.38,35.88,29.39,28.18,26.97,44.84,62.7,60.5,58.29
48221,7.7,8.21,8.72,7.13,5.54,5.68,5.82,6.4,6.97
48223,29.74,29.56,29.39,21.33,13.28,15.36,17.44,22.26,27.08
48225,75.17,72.26,69.34,74.45,79.56,70.21,60.85,70.68,80.5
48227,77.94,73.64,69.34,64.2,59.06,54.15,49.24,47.83,46.42
48229,34.8,26.17,17.54,18.07,18.59,56.79,95.0,89.18,83.36
48231,60.17,59.09,58.01,56.21,54.41,54.02,53.63,46.51,39.39
48233,57.15,58.5,59.85,47.78,35.72,27.79,19.86,24.32,28.79
48235,32.73,21.74,10.76,5.84,0.92,14.22,27.53,13.99,0.45
48237,12.0,16.19,20.38,34.42,48.46,68.31,88.16,91.31,94.46
48239,36.52,38.19,39.86,43.32,46.77,50.2,53.63,61.08,68.53
48241,69.79,54.82,39.86,34.99,30.12,37.17,44.21,51.25,58.29
48243,13.34,6.67,0.0,0.0,0.0,2.24,4.49,6.68,8.88
48245,86.47,84.21,81.95,81.1,80.26,78.13,76.0,76.31,76.61
48247,79.59,83.65,87.71,91.15,94.59,89.64,84.69,62.94,41.2
48249,83.41,81.56,79.72,77.35,74.98,73.95,72.92,75.87,78.81
48251,8.44,9.09,9.74,7.64,5.54,5.33,5.12,5.53,5.95
48253,61.76,54.55,47.34,55.79,64.25,54.23,44.21,31.9,19.6
48255,78.83,63.8,48.77,49.4,50.02,57.06,64.1,75.58,87.05
48257,13.34,14.26,15.19,17.45,19.71,17.28,14.86,14.5,14.13
48259,6.08,6.56,7.04,8.12,9.2,7.16,5.12,6.62,8.11
48261,64.34,62.1,59.85,65.48,71.12,35.56,0.0,0.0,0.0
48263,22.03,36.98,51.93,71.45,90.96,70.75,50.54,30.22,9.9
48265,17.13,24.22,31.3,24.2,17.1,15.36,13.62,22.9,32.17
48267,13.34,17.7,22.06,26.09,30.12,33.94,37.75,33.27,28.79
48269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48271,69.79,49.59,29.39,31.6,33.81,48.96,64.1,38.56,13.01
48273,83.86,84.98,86.09,85.31,84.53,81.08,77.63,69.23,60.83
48275,47.63,34.01,20.38,17.48,14.58,9.54,4.49,10.71,16.93
48277,74.12,74.44,74.75,74.61,74.47,73.69,72.92,73.19,73.46
48279,45.88,49.64,53.39,66.82,80.26,67.6,54.93,48.07,41.2
48281,26.52,31.39,36.26,38.54,40.82,44.23,47.64,39.9,32.17
48283,94.05,92.84,91.63,59.3,26.97,23.42,19.86,13.42,6.97
48285,24.99,28.98,32.98,40.72,48.46,44.74,41.02,30.31,19.6
48287,13.34,14.26,15.19,11.22,7.26,8.77,10.28,23.9,37.51
48289,17.13,14.87,12.61,20.54,28.46,19.92,11.39,7.51,3.63
48291,31.36,37.47,43.58,50.73,57.88,54.21,50.54,43.03,35.51
48293,61.76,61.65,61.54,56.48,51.42,38.58,25.75,24.6,23.45
48295,3.06,2.31,1.56,2.99,4.43,9.65,14.86,22.74,30.61
48297,8.44,9.09,9.74,10.92,12.1,16.71,21.32,46.03,70.73
48299,27.98,27.81,27.63,21.68,15.73,20.74,25.75,20.56,15.37
48301,98.92,97.9,96.88,48.44,0.0,0.0,0.0,48.49,96.98
48303,38.2,42.77,47.34,47.9,48.46,48.85,49.24,51.41,53.58
48305,19.33,22.14,24.96,45.3,65.65,66.42,67.19,47.99,28.79
48307,74.12,64.54,54.95,57.0,59.06,57.0,54.93,47.16,39.39
48309,62.97,62.97,62.97,63.1,63.23,59.88,56.52,51.47,46.42
48311,73.0,80.99,88.98,55.06,21.14,14.16,7.19,9.53,11.87
48313,75.96,73.23,70.49,48.73,26.97,44.84,62.7,74.62,86.54
48315,77.94,61.65,45.37,39.59,33.81,42.18,50.54,45.87,41.2
48317,5.48,4.33,3.18,1.59,0.0,0.0,0.0,0.0,0.0
48319,4.33,10.94,17.54,14.31,11.08,23.4,35.71,26.32,16.93
48321,55.78,47.82,39.86,47.14,54.41,57.63,60.85,64.04,67.23
48323,74.12,73.48,72.84,65.36,57.88,62.54,67.19,73.84,80.5
48325,13.34,24.04,34.73,39.54,44.35,41.84,39.34,38.42,37.51
48327,19.33,44.91,70.49,69.39,68.29,73.76,79.22,53.15,27.08
48329,20.73,17.96,15.19,15.46,15.73,16.58,17.44,27.48,37.51
48331,77.94,76.34,74.75,55.95,37.15,26.0,14.86,19.89,24.91
48333,15.79,30.58,45.37,43.81,42.25,22.27,2.29,2.37,2.45
48335,31.36,33.81,36.26,20.9,5.54,5.68,5.82,4.72,3.63
48337,23.62,18.83,14.04,13.07,12.1,17.36,22.63,29.07,35.51
48339,12.0,13.02,14.04,13.66,13.28,14.66,16.04,15.7,15.37
48341,49.32,45.6,41.87,35.99,30.12,53.88,77.63,78.55,79.48
48343,51.29,62.07,72.84,65.36,57.88,59.36,60.85,58.24,55.62
48345,55.78,43.54,31.3,37.82,44.35,34.16,23.97,14.96,5.95
48347,82.23,79.05,75.87,73.5,71.12,68.34,65.56,62.58,59.59
48349,77.17,75.53,73.89,70.46,67.02,48.06,29.09,36.82,44.54
48351,1.62,5.17,8.72,27.74,46.77,60.32,73.87,76.34,78.81
48353,83.86,80.63,77.4,78.48,79.56,76.24,72.92,71.2,69.49
48355,81.12,79.96,78.8,77.82,76.85,73.16,69.48,70.76,72.03
48357,3.44,5.24,7.04,5.74,4.43,5.81,7.19,11.28,15.37
48359,0.7,0.57,0.45,1.64,2.83,6.56,10.28,6.36,2.45
48361,29.74,36.66,43.58,47.5,51.42,47.82,44.21,46.44,48.68
48363,61.76,66.12,70.49,68.07,65.65,47.37,29.09,27.0,24.91
48365,29.74,20.25,10.76,17.48,24.2,29.16,34.12,23.56,13.01
48367,10.73,9.72,8.72,7.51,6.3,6.75,7.19,8.54,9.9
