FIPS,2014 EPL_NOVEH,2015 EPL_NOVEH,2016 EPL_NOVEH,2017 EPL_NOVEH,2018 EPL_NOVEH,2019 EPL_NOVEH,2020 EPL_NOVEH,2021 EPL_NOVEH,2022 EPL_NOVEH
18159,26.52,23.45,20.38,12.4,4.43,3.5,2.58,1.96,1.34
18161,9.36,19.37,29.39,29.76,30.12,37.17,44.21,35.64,27.08
18163,79.59,79.66,79.72,79.99,80.26,78.5,76.73,79.4,82.06
18165,44.51,47.42,50.33,42.07,33.81,26.83,19.86,22.38,24.91
18167,73.0,77.87,82.74,81.5,80.26,80.08,79.89,76.68,73.46
18169,54.6,45.43,36.26,41.52,46.77,44.79,42.81,37.49,32.17
18171,7.13,6.32,5.51,5.52,5.54,6.36,7.19,9.04,10.88
18173,7.7,8.21,8.72,10.41,12.1,8.14,4.17,3.9,3.63
18175,47.63,42.88,38.14,51.9,65.65,66.42,67.19,64.01,60.83
18177,91.37,91.36,91.34,89.1,86.85,81.42,76.0,79.41,82.82
18179,27.98,24.18,20.38,24.42,28.46,26.22,23.97,19.05,14.13
18181,10.16,10.96,11.75,13.16,14.58,11.49,8.4,7.68,6.97
18183,7.7,10.15,12.61,10.22,7.83,10.2,12.57,16.62,20.68
19001,10.73,17.07,23.4,21.56,19.71,15.0,10.28,21.98,33.69
19003,7.7,10.15,12.61,15.6,18.59,22.17,25.75,28.96,32.17
19005,26.52,24.29,22.06,23.13,24.2,24.08,23.97,24.44,24.91
19007,64.34,71.34,78.35,81.14,83.92,78.9,73.87,69.96,66.05
19009,22.03,24.83,27.63,25.06,22.48,39.5,56.52,64.99,73.46
19011,19.33,24.36,29.39,27.51,25.63,19.1,12.57,13.35,14.13
19013,64.34,65.1,65.87,67.94,70.01,71.94,73.87,74.8,75.72
19015,27.98,27.14,26.3,18.69,11.08,30.16,49.24,48.96,48.68
19017,10.73,11.24,11.75,10.48,9.2,9.74,10.28,7.26,4.23
19019,51.29,50.81,50.33,48.55,46.77,46.41,46.05,54.14,62.23
19021,42.38,37.68,32.98,26.34,19.71,24.4,29.09,29.85,30.61
19023,12.0,11.88,11.75,11.42,11.08,16.2,21.32,19.12,16.93
19025,29.74,28.68,27.63,27.3,26.97,23.42,19.86,16.43,13.01
19027,40.18,36.58,32.98,30.72,28.46,42.49,56.52,61.28,66.05
19029,84.59,79.67,74.75,63.84,52.94,60.76,68.59,66.22,63.86
19031,22.03,18.04,14.04,9.79,5.54,8.46,11.39,13.38,15.37
19033,68.64,74.18,79.72,75.42,71.12,65.98,60.85,58.87,56.89
19035,36.52,46.48,56.45,53.94,51.42,58.49,65.56,72.18,78.81
19037,27.98,30.48,32.98,30.72,28.46,24.89,21.32,18.34,15.37
19039,38.2,46.58,54.95,51.7,48.46,70.16,91.85,91.38,90.9
19041,42.38,45.58,48.77,61.08,73.38,67.12,60.85,42.88,24.91
19043,31.36,34.75,38.14,45.54,52.94,60.76,68.59,73.26,77.92
19045,49.32,56.78,64.25,68.82,73.38,72.06,70.75,68.99,67.23
19047,24.99,23.52,22.06,43.86,65.65,66.42,67.19,52.35,37.51
19049,3.88,7.82,11.75,11.42,11.08,12.97,14.86,13.36,11.87
19051,92.2,93.56,94.91,95.96,97.01,97.82,98.63,98.76,98.89
19053,88.92,91.34,93.76,91.58,89.4,83.88,78.36,81.16,83.96
19055,32.73,23.96,15.19,16.14,17.1,16.57,16.04,31.23,46.42
19057,71.06,65.46,59.85,66.04,72.24,76.86,81.48,83.58,85.68
19059,23.62,40.82,58.01,46.86,35.72,36.74,37.75,30.6,23.45
19061,57.15,54.54,51.93,53.17,54.41,54.02,53.63,55.26,56.89
19063,44.51,42.18,39.86,33.42,26.97,22.76,18.56,20.32,22.08
19065,27.98,30.48,32.98,35.94,38.9,41.56,44.21,40.86,37.51
19067,69.79,71.32,72.84,73.91,74.98,73.31,71.64,73.12,74.61
19069,54.6,43.79,32.98,27.73,22.48,14.84,7.19,15.32,23.45
19071,20.73,26.86,32.98,25.79,18.59,18.02,17.44,12.78,8.11
19073,40.18,52.22,64.25,51.58,38.9,38.32,37.75,37.63,37.51
19075,19.33,21.36,23.4,18.99,14.58,16.57,18.56,13.72,8.88
19077,5.48,8.12,10.76,11.43,12.1,15.33,18.56,16.96,15.37
19079,44.51,33.96,23.4,23.8,24.2,22.03,19.86,35.82,51.77
19081,9.36,12.8,16.24,22.35,28.46,24.16,19.86,23.47,27.08
19083,38.2,38.17,38.14,44.08,50.02,54.72,59.42,52.92,46.42
19085,20.73,25.06,29.39,35.1,40.82,34.96,29.09,29.85,30.61
19087,23.62,29.18,34.73,25.23,15.73,17.79,19.86,26.02,32.17
19089,68.64,61.8,54.95,62.48,70.01,56.41,42.81,55.67,68.53
19091,14.65,18.36,22.06,34.42,46.77,54.74,62.7,55.69,48.68
19093,38.2,45.8,53.39,56.22,59.06,47.38,35.71,33.16,30.61
19095,10.73,12.96,15.19,16.14,17.1,14.25,11.39,11.14,10.88
19097,61.76,65.55,69.34,66.8,64.25,51.8,39.34,48.82,58.29
19099,49.32,39.36,29.39,34.15,38.9,39.96,41.02,34.05,27.08
19101,31.36,32.17,32.98,50.64,68.29,62.4,56.52,70.24,83.96
19103,67.53,67.8,68.07,65.65,63.23,66.99,70.75,74.78,78.81
19105,23.62,29.18,34.73,39.54,44.35,44.28,44.21,36.5,28.79
19107,15.79,16.67,17.54,11.54,5.54,7.46,9.39,7.27,5.15
19109,7.13,7.5,7.86,15.17,22.48,46.62,70.75,74.33,77.92
19111,71.06,72.47,73.89,71.95,70.01,63.26,56.52,50.53,44.54
19113,49.32,45.6,41.87,39.51,37.15,37.45,37.75,41.14,44.54
19115,47.63,41.94,36.26,45.34,54.41,53.32,52.23,42.96,33.69
19117,58.87,59.36,59.85,60.92,61.99,74.5,87.01,83.24,79.48
19119,10.16,10.46,10.76,7.9,5.03,4.76,4.49,13.97,23.45
19121,26.52,30.63,34.73,30.85,26.97,39.6,52.23,40.51,28.79
19123,61.76,63.0,64.25,67.13,70.01,64.71,59.42,48.46,37.51
19125,20.73,29.44,38.14,46.28,54.41,43.44,32.46,26.57,20.68
19127,58.87,60.2,61.54,63.6,65.65,67.12,68.59,71.03,73.46
19129,9.36,13.45,17.54,15.41,13.28,17.3,21.32,36.54,51.77
19131,20.73,20.56,20.38,24.42,28.46,33.9,39.34,41.94,44.54
19133,34.8,38.33,41.87,38.8,35.72,30.74,25.75,16.36,6.97
19135,57.15,46.7,36.26,44.6,52.94,66.42,79.89,70.36,60.83
19137,57.15,65.0,72.84,68.04,63.23,44.49,25.75,29.72,33.69
19139,32.73,26.56,20.38,28.76,37.15,46.04,54.93,50.68,46.42
19141,42.38,50.2,58.01,72.16,86.31,87.54,88.77,85.0,81.23
19143,32.73,41.53,50.33,41.16,32.0,23.43,14.86,13.36,11.87
19145,31.36,50.35,69.34,61.88,54.41,59.26,64.1,63.98,63.86
19147,18.08,16.06,14.04,22.08,30.12,31.29,32.46,27.27,22.08
19149,23.62,30.88,38.14,38.52,38.9,33.99,29.09,26.27,23.45
19151,26.52,27.96,29.39,41.9,54.41,39.19,23.97,24.44,24.91
19153,49.32,49.82,50.33,51.64,52.94,54.73,56.52,56.07,55.62
19155,61.76,60.8,59.85,62.75,65.65,64.88,64.1,64.54,64.97
19157,57.15,45.06,32.98,35.07,37.15,49.0,60.85,73.26,85.68
19159,68.64,51.68,34.73,24.65,14.58,26.16,37.75,45.66,53.58
19161,26.52,24.96,23.4,15.97,8.53,7.48,6.43,17.61,28.79
19163,51.29,53.87,56.45,56.36,56.26,54.94,53.63,59.84,66.05
19165,24.99,29.86,34.73,42.37,50.02,41.24,32.46,20.67,8.88
19167,9.36,8.61,7.86,11.8,15.73,15.3,14.86,18.47,22.08
19169,49.32,49.82,50.33,53.3,56.26,63.95,71.64,69.44,67.23
19171,15.79,13.77,11.75,11.42,11.08,15.47,19.86,16.43,13.01
19173,44.51,39.62,34.73,40.75,46.77,30.82,14.86,21.82,28.79
19175,26.52,25.74,24.96,38.19,51.42,53.97,56.52,60.19,63.86
19177,34.8,37.33,39.86,48.06,56.26,59.48,62.7,70.76,78.81
19179,64.34,68.59,72.84,74.34,75.84,79.64,83.45,80.03,76.61
19181,8.44,9.09,9.74,12.74,15.73,14.68,13.62,9.78,5.95
19183,26.52,23.45,20.38,20.05,19.71,23.62,27.53,31.52,35.51
19185,44.51,57.5,70.49,78.97,87.46,81.73,76.0,76.96,77.92
19187,64.34,55.84,47.34,61.59,75.84,74.86,73.87,71.68,69.49
19189,27.98,25.02,22.06,20.32,18.59,14.99,11.39,23.45,35.51
19191,17.13,13.44,9.74,10.92,12.1,19.81,27.53,29.85,32.17
19193,74.12,66.98,59.85,67.42,74.98,69.54,64.1,63.17,62.23
19195,29.74,33.94,38.14,37.65,37.15,27.85,18.56,28.97,39.39
19197,44.51,56.92,69.34,69.68,70.01,74.18,78.36,80.21,82.06
20001,47.63,44.75,41.87,45.16,48.46,57.82,67.19,73.0,78.81
20003,81.12,64.95,48.77,56.0,63.23,43.6,23.97,43.1,62.23
20005,80.32,74.19,68.07,74.77,81.47,81.86,82.24,77.13,72.03
20007,15.79,27.82,39.86,42.1,44.35,51.89,59.42,59.5,59.59
20009,44.51,41.32,38.14,48.01,57.88,61.72,65.56,61.22,56.89
20011,61.76,57.58,53.39,55.64,57.88,46.79,35.71,28.19,20.68
20013,69.79,54.82,39.86,30.5,21.14,25.85,30.55,34.03,37.51
20015,31.36,37.47,43.58,41.24,38.9,39.12,39.34,29.47,19.6
20017,7.7,14.88,22.06,40.56,59.06,51.64,44.21,39.86,35.51
20019,27.98,52.29,76.6,79.31,82.01,75.74,69.48,43.2,16.93
20021,65.97,64.47,62.97,65.63,68.29,79.44,90.58,83.6,76.61
20023,0.7,3.1,5.51,9.4,13.28,27.15,41.02,24.95,8.88
20025,3.06,4.28,5.51,4.17,2.83,5.62,8.4,17.74,27.08
20027,13.34,9.78,6.21,5.88,5.54,24.18,42.81,59.71,76.61
20029,42.38,50.2,58.01,51.18,44.35,35.94,27.53,45.69,63.86
20031,47.63,45.6,43.58,31.64,19.71,25.13,30.55,35.88,41.2
20033,2.8,3.26,3.72,2.18,0.64,6.6,12.57,18.01,23.45
20035,36.52,40.05,43.58,49.92,56.26,54.94,53.63,57.93,62.23
20037,38.2,49.87,61.54,69.19,76.85,83.94,91.02,89.04,87.05
20039,77.94,71.1,64.25,41.42,18.59,23.06,27.53,19.2,10.88
20041,49.32,52.89,56.45,57.76,59.06,49.2,39.34,48.82,58.29
20043,47.63,44.75,41.87,38.8,35.72,34.09,32.46,35.92,39.39
20045,38.2,47.32,56.45,53.94,51.42,40.98,30.55,48.3,66.05
20047,58.87,53.1,47.34,31.54,15.73,11.46,7.19,23.29,39.39
20049,6.08,14.74,23.4,49.19,74.98,70.27,65.56,55.99,46.42
20051,34.8,33.05,31.3,36.78,42.25,38.18,34.12,28.1,22.08
20053,58.87,62.96,67.05,67.67,68.29,48.69,29.09,27.0,24.91
20055,13.34,16.2,19.07,21.64,24.2,37.37,50.54,57.2,63.86
20057,36.52,50.39,64.25,51.58,38.9,39.12,39.34,39.36,39.39
20059,15.79,18.92,22.06,22.27,22.48,21.17,19.86,22.38,24.91
20061,42.38,41.12,39.86,34.16,28.46,31.29,34.12,30.6,27.08
20063,4.78,3.28,1.78,1.56,1.34,1.58,1.81,1.76,1.72
20065,6.08,4.9,3.72,6.46,9.2,14.53,19.86,24.32,28.79
20067,2.55,2.86,3.18,3.0,2.83,3.5,4.17,3.64,3.12
20069,2.32,2.46,2.61,2.12,1.62,1.25,0.89,1.43,1.97
20071,6.08,10.06,14.04,17.59,21.14,23.44,25.75,33.48,41.2
20073,34.8,39.19,43.58,43.96,44.35,48.29,52.23,61.48,70.73
20075,10.73,9.72,8.72,7.51,6.3,5.71,5.12,4.12,3.12
20077,20.73,24.18,27.63,25.92,24.2,15.32,6.43,5.79,5.15
20079,14.65,16.86,19.07,31.71,44.35,58.0,71.64,51.12,30.61
20081,2.04,1.77,1.5,1.56,1.62,1.72,1.81,10.07,18.33
20083,0.96,1.78,2.61,3.1,3.6,2.7,1.81,1.18,0.54
20085,27.98,25.02,22.06,19.58,17.1,21.42,25.75,23.22,20.68
20087,4.78,4.25,3.72,4.63,5.54,7.46,9.39,21.54,33.69
20089,10.16,6.67,3.18,19.45,35.72,36.74,37.75,27.34,16.93
20091,12.0,13.02,14.04,13.66,13.28,12.92,12.57,13.97,15.37
20093,5.48,4.04,2.61,4.94,7.26,4.22,1.18,5.03,8.88
20095,18.08,12.14,6.21,5.62,5.03,8.8,12.57,20.68,28.79
20097,92.2,91.06,89.91,69.18,48.46,38.78,29.09,19.5,9.9
20099,49.32,59.33,69.34,60.38,51.42,53.97,56.52,49.74,42.95
20101,27.98,20.29,12.61,14.86,17.1,12.75,8.4,9.15,9.9
20103,18.08,19.23,20.38,26.19,32.0,28.88,25.75,32.57,39.39
20105,12.0,6.89,1.78,3.1,4.43,10.24,16.04,19.06,22.08
20107,42.38,43.88,45.37,36.17,26.97,22.2,17.44,22.26,27.08
20109,36.52,22.62,8.72,7.51,6.3,5.71,5.12,11.72,18.33
20111,77.94,80.34,82.74,74.19,65.65,59.64,53.63,59.84,66.05
20113,6.08,7.4,8.72,15.6,22.48,23.22,23.97,22.32,20.68
20115,22.03,19.78,17.54,22.26,26.97,24.8,22.63,19.0,15.37
20117,32.73,32.02,31.3,29.14,26.97,27.25,27.53,26.22,24.91
20119,13.34,15.44,17.54,17.32,17.1,11.46,5.82,8.35,10.88
20121,17.13,24.22,31.3,22.29,13.28,14.66,16.04,12.46,8.88
20123,44.51,39.62,34.73,24.0,13.28,16.57,19.86,37.74,55.62
20125,86.85,85.78,84.72,77.36,70.01,77.01,84.02,83.69,83.36
20127,51.29,46.58,41.87,50.46,59.06,50.04,41.02,32.24,23.45
20129,3.44,13.42,23.4,19.56,15.73,23.14,30.55,19.33,8.11
20131,38.2,32.25,26.3,23.0,19.71,26.08,32.46,28.68,24.91
20133,62.97,62.97,62.97,67.6,72.24,59.14,46.05,50.84,55.62
20135,29.74,19.23,8.72,4.76,0.8,1.86,2.93,4.44,5.95
20137,23.62,23.51,23.4,22.27,21.14,15.26,9.39,6.98,4.58
20139,31.36,33.04,34.73,24.65,14.58,10.88,7.19,6.41,5.63
20141,5.48,8.62,11.75,16.44,21.14,23.44,25.75,23.22,20.68
20143,40.18,29.62,19.07,12.69,6.3,4.98,3.66,11.0,18.33
20145,38.2,23.97,9.74,23.44,37.15,28.51,19.86,53.2,86.54
20147,13.34,14.26,15.19,17.45,19.71,34.48,49.24,28.11,6.97
20149,7.13,7.92,8.72,8.27,7.83,7.13,6.43,4.63,2.83
20151,24.99,33.43,41.87,34.42,26.97,23.42,19.86,21.65,23.45
20153,12.0,11.38,10.76,30.39,50.02,59.3,68.59,60.18,51.77
20155,42.38,52.68,62.97,62.48,61.99,55.62,49.24,42.38,35.51
20157,36.52,28.45,20.38,34.42,48.46,43.9,39.34,32.12,24.91
20159,57.15,38.76,20.38,21.43,22.48,25.0,27.53,16.74,5.95
20161,47.63,50.51,53.39,56.91,60.43,59.92,59.42,54.86,50.3
20163,18.08,20.07,22.06,19.58,17.1,20.54,23.97,48.0,72.03
20165,13.34,12.05,10.76,9.98,9.2,12.62,16.04,12.97,9.9
20167,64.34,43.87,23.4,22.94,22.48,21.9,21.32,20.46,19.6
20169,54.6,60.23,65.87,71.9,77.94,80.98,84.02,83.42,82.82
20171,10.16,5.22,0.29,0.6,0.92,1.21,1.5,1.52,1.53
20173,52.98,52.46,51.93,54.9,57.88,58.0,58.12,58.86,59.59
20175,36.52,32.96,29.39,38.92,48.46,62.23,76.0,72.74,69.49
20177,73.0,75.2,77.4,76.62,75.84,74.86,73.87,72.95,72.03
20179,3.44,2.24,1.05,11.76,22.48,24.12,25.75,41.32,56.89
20181,73.0,38.81,4.62,6.91,9.2,11.41,13.62,14.5,15.37
20183,45.88,43.88,41.87,27.58,13.28,18.62,23.97,16.42,8.88
20185,15.79,16.67,17.54,13.88,10.22,8.7,7.19,6.57,5.95
20187,14.65,23.82,32.98,21.6,10.22,12.54,14.86,8.65,2.45
20189,1.05,1.72,2.39,13.29,24.2,42.52,60.85,56.31,51.77
20191,36.52,28.45,20.38,25.25,30.12,32.12,34.12,37.66,41.2
20193,10.73,8.89,7.04,5.74,4.43,11.5,18.56,16.34,14.13
20195,3.88,2.99,2.1,1.31,0.51,0.6,0.7,5.3,9.9
20197,3.44,5.65,7.86,5.86,3.85,7.62,11.39,8.51,5.63
20199,27.98,17.51,7.04,4.94,2.83,6.11,9.39,18.24,27.08
20201,5.48,5.22,4.97,7.08,9.2,8.8,8.4,10.14,11.87
20203,13.34,10.6,7.86,22.5,37.15,36.43,35.71,18.84,1.97
20205,71.06,69.06,67.05,64.52,61.99,57.81,53.63,51.96,50.3
20207,69.79,63.9,58.01,51.18,44.35,50.44,56.52,49.74,42.95
20209,88.38,88.68,88.98,88.7,88.41,87.22,86.03,84.04,82.06
21001,69.79,60.86,51.93,55.5,59.06,51.64,44.21,47.99,51.77
21003,77.94,76.9,75.87,63.64,51.42,48.74,46.05,55.51,64.97
21005,12.0,13.6,15.19,18.16,21.14,22.56,23.97,13.8,3.63
21007,9.36,28.35,47.34,62.1,76.85,84.86,92.87,71.58,50.3
21009,65.97,63.76,61.54,56.48,51.42,50.98,50.54,59.54,68.53
21011,75.96,77.84,79.72,81.6,83.48,83.1,82.72,86.49,90.26
21013,98.69,98.69,98.69,98.31,97.93,95.26,92.58,86.03,79.48
21015,13.34,12.97,12.61,11.84,11.08,10.24,9.39,12.38,15.37
21017,83.86,78.88,73.89,63.42,52.94,45.34,37.75,41.14,44.54
21019,87.3,85.53,83.76,84.15,84.53,82.21,79.89,83.21,86.54
21021,58.87,62.37,65.87,65.06,64.25,71.3,78.36,67.62,56.89
21023,69.79,69.56,69.34,68.18,67.02,51.36,35.71,21.91,8.11
21025,96.94,97.37,97.8,98.09,98.38,98.28,98.19,97.92,97.65
21027,69.79,61.59,53.39,64.18,74.98,58.9,42.81,42.0,41.2
21029,7.7,6.6,5.51,5.9,6.3,9.44,12.57,20.68,28.79
21031,87.71,82.56,77.4,69.69,61.99,59.26,56.52,63.0,69.49
21033,55.78,58.66,61.54,50.22,38.9,62.7,86.51,83.87,81.23
21035,71.06,70.78,70.49,64.78,59.06,45.76,32.46,39.44,46.42
21037,80.32,81.14,81.95,79.94,77.94,75.9,73.87,70.55,67.23
21039,55.78,53.86,51.93,47.09,42.25,30.4,18.56,13.34,8.11
21041,80.32,82.28,84.24,76.26,68.29,58.76,49.24,54.42,59.59
21043,55.78,50.57,45.37,49.16,52.94,57.82,62.7,67.37,72.03
21045,73.0,70.54,68.07,60.5,52.94,53.28,53.63,68.23,82.82
21047,78.83,80.39,81.95,84.71,87.46,82.54,77.63,76.12,74.61
21049,83.41,75.23,67.05,63.05,59.06,63.13,67.19,67.21,67.23
21051,96.85,97.04,97.23,97.12,97.01,96.86,96.72,96.52,96.31
21053,31.36,49.72,68.07,73.0,77.94,80.98,84.02,72.42,60.83
21055,81.12,86.38,91.63,86.82,82.01,75.74,69.48,62.55,55.62
21057,67.53,76.12,84.72,87.28,89.84,89.3,88.77,90.2,91.63
21059,47.63,55.3,62.97,63.1,63.23,64.4,65.56,68.14,70.73
21061,54.6,49.09,43.58,33.03,22.48,17.53,12.57,17.33,22.08
21063,86.85,83.78,80.71,68.48,56.26,40.12,23.97,47.35,70.73
21065,77.17,75.53,73.89,71.95,70.01,80.77,91.53,86.8,82.06
21067,81.12,79.26,77.4,77.67,77.94,76.97,76.0,75.31,74.61
21069,84.59,80.23,75.87,71.45,67.02,71.51,76.0,81.73,87.46
21071,92.52,93.25,93.98,91.2,88.41,87.46,86.51,86.1,85.68
21073,38.2,41.78,45.37,54.3,63.23,68.08,72.92,64.9,56.89
21075,97.42,97.61,97.8,98.39,98.98,98.74,98.5,98.32,98.15
21077,26.52,44.03,61.54,57.24,52.94,43.53,34.12,24.74,15.37
21079,29.74,34.8,39.86,35.93,32.0,25.28,18.56,28.04,37.51
21081,10.73,21.02,31.3,30.71,30.12,24.34,18.56,36.07,53.58
21083,78.83,81.77,84.72,82.49,80.26,64.75,49.24,53.76,58.29
21085,55.78,53.06,50.33,55.38,60.43,59.28,58.12,50.54,42.95
21087,57.15,60.7,64.25,64.25,64.25,61.18,58.12,46.82,35.51
21089,57.15,43.27,29.39,28.18,26.97,32.36,37.75,36.63,35.51
21091,20.73,14.3,7.86,15.17,22.48,22.56,22.63,22.36,22.08
21093,42.38,49.42,56.45,53.24,50.02,46.41,42.81,53.34,63.86
21095,96.31,96.2,96.08,96.5,96.91,96.04,95.16,91.31,87.46
21097,51.29,56.41,61.54,63.6,65.65,75.17,84.69,86.35,88.01
21099,92.77,94.38,95.99,96.24,96.5,93.3,90.1,86.08,82.06
21101,85.86,85.29,84.72,84.32,83.92,79.62,75.33,71.93,68.53
21103,47.63,37.63,27.63,28.88,30.12,26.38,22.63,36.47,50.3
21105,51.29,49.32,47.34,61.16,74.98,64.96,54.93,47.16,39.39
21107,61.76,59.88,58.01,61.13,64.25,66.42,68.59,60.18,51.77
21109,64.34,66.2,68.07,74.77,81.47,83.42,85.36,82.08,78.81
21111,89.78,89.62,89.46,89.19,88.92,88.54,88.16,88.08,88.01
21113,44.51,39.62,34.73,32.43,30.12,26.38,22.63,23.77,24.91
21115,88.92,91.02,93.12,94.56,95.99,94.64,93.28,86.04,78.81
21117,77.94,78.83,79.72,79.19,78.67,76.27,73.87,72.3,70.73
21119,88.38,90.9,93.41,94.92,96.43,91.72,87.01,82.46,77.92
21121,95.64,93.64,91.63,92.84,94.05,94.86,95.67,96.54,97.42
21123,20.73,22.84,24.96,25.3,25.63,17.51,9.39,15.04,20.68
21125,74.12,72.97,71.82,69.42,67.02,66.29,65.56,57.93,50.3
21127,82.23,81.47,80.71,78.78,76.85,69.77,62.7,50.1,37.51
21129,90.29,91.28,92.26,94.12,95.99,97.17,98.35,98.5,98.66
21131,84.59,90.06,95.54,95.56,95.57,95.22,94.88,89.7,84.51
21133,96.72,91.4,86.09,83.18,80.26,81.25,82.24,77.85,73.46
21135,91.95,81.22,70.49,79.18,87.87,84.68,81.48,73.23,64.97
21137,77.17,75.96,74.75,69.5,64.25,58.24,52.23,60.38,68.53
21139,51.29,54.65,58.01,54.72,51.42,28.27,5.12,8.0,10.88
21141,55.78,60.01,64.25,71.9,79.56,78.96,78.36,69.6,60.83
21143,3.88,2.99,2.1,2.46,2.83,3.07,3.31,6.1,8.88
21145,74.12,74.44,74.75,73.5,72.24,73.06,73.87,78.61,83.36
21147,94.46,95.73,97.01,95.3,93.6,92.57,91.53,93.0,94.46
21149,49.32,49.04,48.77,41.29,33.81,50.5,67.19,62.04,56.89
21151,52.98,50.16,47.34,44.79,42.25,40.0,37.75,35.72,33.69
21153,92.87,93.14,93.41,90.91,88.41,90.49,92.58,88.8,85.01
21155,82.84,84.2,85.55,81.2,76.85,67.48,58.12,56.87,55.62
21157,13.34,12.05,10.76,22.28,33.81,35.78,37.75,34.96,32.17
21159,88.38,87.57,86.76,88.5,90.23,84.3,78.36,81.16,83.96
21161,71.89,80.68,89.46,89.65,89.84,89.3,88.77,91.22,93.67
21163,24.99,24.98,24.96,20.34,15.73,15.3,14.86,21.82,28.79
21165,77.94,84.43,90.93,83.38,75.84,62.54,49.24,59.98,70.73
21167,47.63,41.94,36.26,48.34,60.43,55.48,50.54,45.87,41.2
21169,74.12,56.13,38.14,25.71,13.28,19.52,25.75,44.8,63.86
21171,87.3,87.89,88.48,88.18,87.87,83.12,78.36,78.14,77.92
21173,77.17,72.11,67.05,59.23,51.42,53.18,54.93,58.58,62.23
21175,73.0,67.27,61.54,62.89,64.25,69.06,73.87,71.2,68.53
21177,62.97,67.4,71.82,70.06,68.29,52.0,35.71,35.61,35.51
21179,40.18,33.9,27.63,41.02,54.41,49.31,44.21,28.04,11.87
21181,18.08,55.6,93.12,93.36,93.6,92.96,92.33,89.9,87.46
21183,40.18,35.74,31.3,25.5,19.71,21.17,22.63,21.66,20.68
21185,9.36,6.54,3.72,3.47,3.22,2.76,2.29,1.82,1.34
21187,23.62,19.93,16.24,13.23,10.22,9.31,8.4,9.15,9.9
21189,99.11,99.0,98.89,97.31,95.73,94.92,94.11,93.72,93.32
21191,29.74,20.74,11.75,13.74,15.73,21.63,27.53,29.07,30.61
21193,95.86,96.2,96.53,96.52,96.5,92.84,89.18,84.84,80.5
21195,88.38,87.57,86.76,81.8,76.85,78.7,80.55,84.0,87.46
21197,92.2,89.48,86.76,80.62,74.47,82.0,89.53,87.27,85.01
21199,69.79,71.84,73.89,76.28,78.67,75.79,72.92,66.88,60.83
21201,71.89,56.88,41.87,42.06,42.25,37.35,32.46,19.72,6.97
21203,85.23,85.66,86.09,88.52,90.96,86.22,81.48,85.02,88.55
21205,58.87,61.56,64.25,74.39,84.53,89.54,94.56,90.8,87.05
21207,79.59,82.84,86.09,72.58,59.06,48.4,37.75,30.6,23.45
21209,54.6,42.95,31.3,29.88,28.46,22.95,17.44,17.18,16.93
21211,15.79,12.26,8.72,12.22,15.73,13.0,10.28,7.96,5.63
21213,45.88,45.62,45.37,27.28,9.2,8.2,7.19,9.53,11.87
21215,18.08,10.9,3.72,2.78,1.85,3.49,5.12,7.0,8.88
21217,71.89,77.82,83.76,82.88,82.01,75.74,69.48,69.01,68.53
21219,82.23,82.72,83.22,87.31,91.4,90.46,89.53,89.45,89.37
21221,65.97,65.92,65.87,55.11,44.35,53.52,62.7,67.37,72.03
21223,45.88,58.18,70.49,68.76,67.02,73.78,80.55,64.61,48.68
21225,77.94,66.44,54.95,48.6,42.25,37.35,32.46,38.5,44.54
21227,60.17,61.57,62.97,58.69,54.41,56.27,58.12,63.33,68.53
21229,38.2,32.92,27.63,30.72,33.81,48.26,62.7,66.1,69.49
21231,81.12,87.94,94.75,91.31,87.87,86.28,84.69,72.14,59.59
21233,36.52,46.48,56.45,49.35,42.25,53.9,65.56,57.12,48.68
21235,83.86,74.87,65.87,67.08,68.29,72.14,76.0,80.84,85.68
21237,94.91,95.9,96.88,98.04,99.2,99.26,99.33,99.08,98.82
21239,22.03,29.14,36.26,35.99,35.72,26.58,17.44,19.06,20.68
22001,83.86,79.31,74.75,77.5,80.26,78.13,76.0,82.48,88.96
22003,85.86,82.33,78.8,76.89,74.98,67.2,59.42,71.39,83.36
22005,23.62,19.4,15.19,18.16,21.14,18.59,16.04,18.36,20.68
22007,86.85,80.8,74.75,71.52,68.29,81.2,94.11,91.06,88.01
22009,89.49,88.13,86.76,84.8,82.84,81.7,80.55,86.09,91.63
22011,42.38,40.26,38.14,50.07,61.99,60.7,59.42,54.86,50.3
22013,94.46,92.9,91.34,93.92,96.5,96.02,95.54,96.44,97.33
22015,54.6,45.43,36.26,32.36,28.46,37.26,46.05,53.44,60.83
22017,91.37,91.5,91.63,92.12,92.61,92.07,91.53,92.2,92.87
22019,60.17,63.02,65.87,61.87,57.88,51.96,46.05,54.14,62.23
22021,80.32,88.01,95.7,91.58,87.46,60.79,34.12,61.34,88.55
22023,0.96,0.78,0.6,0.82,1.05,0.97,0.89,1.43,1.97
22025,54.6,61.34,68.07,73.0,77.94,74.79,71.64,82.26,92.87
22027,92.2,93.48,94.75,92.74,90.74,89.12,87.49,92.34,97.2
22029,96.15,90.85,85.55,88.26,90.96,90.53,90.1,93.03,95.96
22031,92.87,89.82,86.76,86.24,85.71,87.9,90.1,89.32,88.55
22033,64.34,65.1,65.87,67.94,70.01,71.46,72.92,76.2,79.48
22035,98.89,99.02,99.14,99.08,99.01,98.26,97.52,97.0,96.47
