FIPS,2014 EPL_DISABL,2015 EPL_DISABL,2016 EPL_DISABL,2017 EPL_DISABL,2018 EPL_DISABL,2019 EPL_DISABL,2020 EPL_DISABL,2021 EPL_DISABL,2022 EPL_DISABL
29175,71.12,70.9,70.68,67.45,64.22,63.78,63.34,66.97,70.6
29177,54.76,57.9,61.03,54.09,47.15,35.07,22.98,28.22,33.47
29179,98.09,97.98,97.87,97.95,98.03,98.11,98.19,98.82,99.46
29181,95.61,97.25,98.89,99.3,99.71,99.38,99.05,96.68,94.3
29183,6.24,5.97,5.7,6.08,6.46,6.97,7.48,8.48,9.48
29185,93.7,93.94,94.17,93.24,92.3,90.52,88.73,91.24,93.76
29186,69.79,60.98,52.18,52.92,53.65,51.08,48.5,53.15,57.81
29187,82.74,84.9,87.07,87.14,87.2,86.71,86.22,86.42,86.61
29189,16.71,17.6,18.5,18.45,18.4,17.14,15.88,15.61,15.34
29195,70.49,71.41,72.33,69.29,66.25,66.27,66.3,64.47,62.65
29197,53.68,58.64,63.61,60.85,58.1,57.44,56.78,68.34,79.89
29199,41.45,43.92,46.39,42.01,37.63,33.74,29.85,35.86,41.87
29201,73.48,72.9,72.33,76.84,81.34,81.46,81.57,76.35,71.14
29203,80.01,85.16,90.32,93.68,97.04,95.48,93.92,89.99,86.06
29205,66.92,65.64,64.37,57.69,51.0,43.94,36.89,38.4,39.9
29207,88.16,90.6,93.03,93.8,94.56,94.74,94.91,91.57,88.23
29209,76.5,80.6,84.69,83.97,83.25,79.16,75.08,76.24,77.41
29211,72.62,60.46,48.3,36.56,24.83,16.73,8.63,11.17,13.71
29213,62.56,66.9,71.25,69.85,68.45,66.29,64.13,63.05,61.98
29215,93.47,92.8,92.14,93.35,94.56,95.01,95.45,95.88,96.31
29217,79.53,76.25,72.97,71.4,69.82,67.26,64.7,72.3,79.89
29219,45.78,46.08,46.39,48.7,51.0,49.75,48.5,46.7,44.89
29221,98.22,98.1,97.99,97.85,97.71,97.38,97.04,96.06,95.07
29223,99.17,99.03,98.89,99.18,99.46,99.44,99.43,99.1,98.76
29225,37.89,39.48,41.07,42.3,43.52,39.71,35.9,37.9,39.9
29227,44.73,47.06,49.38,53.12,56.86,55.32,53.79,65.81,77.82
29229,81.31,82.08,82.84,83.24,83.64,82.8,81.95,75.85,69.74
29510,45.78,48.42,51.07,50.07,49.06,48.11,47.17,48.08,49.0
30001,28.18,34.62,41.07,45.06,49.06,57.68,66.3,59.66,53.01
30003,13.72,11.76,9.81,6.39,2.96,2.97,2.99,5.53,8.08
30005,57.62,67.86,78.1,82.65,87.2,87.46,87.71,84.1,80.5
30007,34.89,46.5,58.1,64.68,71.25,66.22,61.2,50.55,39.9
30009,44.73,47.39,50.05,52.37,54.7,56.24,57.77,58.65,59.53
30011,18.31,24.82,31.33,31.12,30.91,29.42,27.94,38.92,49.89
30013,47.85,47.58,47.31,45.9,44.48,44.34,44.21,44.06,43.91
30015,10.98,11.84,12.7,13.91,15.12,13.0,10.88,15.51,20.14
30017,47.85,52.52,57.18,65.38,73.58,78.29,83.0,82.86,82.72
30019,26.52,29.45,32.38,41.69,51.0,50.24,49.49,66.1,82.72
30021,34.89,37.98,41.07,32.95,24.83,32.21,39.59,48.7,57.81
30023,88.98,91.94,94.91,95.06,95.22,95.64,96.05,96.46,96.88
30025,14.45,16.17,17.89,20.23,22.57,36.88,51.18,39.4,27.62
30027,41.45,41.26,41.07,30.74,20.41,29.38,38.35,40.64,42.92
30029,15.09,13.11,11.14,13.13,15.12,17.28,19.45,16.28,13.11
30031,1.88,1.77,1.66,1.58,1.5,1.91,2.32,2.9,3.47
30033,12.61,17.64,22.67,15.81,8.95,7.74,6.52,6.86,7.19
30035,43.11,37.22,31.33,22.51,13.69,10.58,7.48,25.2,42.92
30037,81.95,74.69,67.43,59.82,52.21,63.42,74.63,75.18,75.72
30039,76.5,78.22,79.94,78.16,76.38,73.41,70.43,67.89,65.35
30041,28.84,38.08,47.31,48.68,50.05,42.97,35.9,26.04,16.19
30043,38.78,38.36,37.95,31.86,25.76,40.79,55.82,58.9,61.98
30045,34.89,29.59,24.29,32.52,40.75,35.3,29.85,23.74,17.63
30047,38.78,39.92,41.07,40.45,39.83,47.38,54.93,49.91,44.89
30049,31.65,32.51,33.37,33.78,34.19,28.88,23.58,28.52,33.47
30051,52.66,59.0,65.33,65.1,64.88,66.92,68.97,74.43,79.89
30053,75.33,81.51,87.68,87.92,88.16,90.3,92.43,91.3,90.17
30055,37.89,36.17,34.45,29.27,24.1,19.66,15.21,22.13,29.05
30057,17.54,19.78,22.03,30.93,39.83,35.97,32.11,36.47,40.82
30059,80.64,70.36,60.08,52.76,45.43,52.87,60.31,53.11,45.91
30061,85.32,88.48,91.63,92.58,93.54,82.96,72.37,72.44,72.51
30063,15.09,17.67,20.25,22.18,24.1,19.66,15.21,17.23,19.25
30065,41.45,44.38,47.31,45.42,43.52,39.36,35.2,52.06,68.92
30067,33.4,25.95,18.5,15.46,12.42,9.09,5.76,9.43,13.11
30069,0.67,7.35,14.04,21.64,29.23,17.28,5.32,2.84,0.35
30071,69.02,67.54,66.06,62.87,59.69,70.17,80.65,64.82,49.0
30073,63.67,63.64,63.61,63.92,64.22,66.93,69.64,70.78,71.91
30075,54.76,51.53,48.3,53.99,59.69,50.77,41.85,53.6,65.35
30077,55.71,56.1,56.48,50.48,44.48,58.42,72.37,80.12,87.88
30079,68.26,62.37,56.48,55.82,55.17,55.97,56.78,64.34,71.91
30081,66.92,69.95,72.97,77.33,81.69,81.38,81.06,77.16,73.27
30083,37.89,24.52,11.14,17.98,24.83,28.47,32.11,29.37,26.63
30085,25.25,28.82,32.38,25.39,18.4,15.52,12.64,22.12,31.59
30087,31.65,44.88,58.1,65.84,73.58,75.3,77.02,72.58,68.15
30089,78.16,78.13,78.1,79.9,81.69,84.7,87.71,87.8,87.88
30091,46.74,37.18,27.63,26.23,24.83,40.33,55.82,60.01,64.21
30093,59.22,64.06,68.9,72.32,75.74,77.44,79.15,78.48,77.82
30095,34.89,33.11,31.33,29.29,27.25,32.07,36.89,49.44,61.98
30097,25.25,36.28,47.31,38.75,30.18,41.99,53.79,45.72,37.64
30099,57.62,54.34,51.07,50.56,50.05,48.61,47.17,34.89,22.62
30101,65.27,64.44,63.61,68.21,72.81,73.72,74.63,73.57,72.51
30103,84.75,64.47,44.19,47.6,51.0,72.68,94.37,70.14,45.91
30105,51.74,45.94,40.15,42.79,45.43,50.18,54.93,54.86,54.79
30107,42.31,36.28,30.25,24.72,19.2,21.39,23.58,15.83,8.08
30109,44.73,39.59,34.45,30.85,27.25,42.51,57.77,62.0,66.24
30111,27.19,26.9,26.62,23.91,21.2,20.66,20.11,23.37,26.63
31001,18.94,21.18,23.43,30.53,37.63,28.87,20.11,28.88,37.64
31003,48.93,51.92,54.92,51.04,47.15,41.18,35.2,36.42,37.64
31005,2.55,3.32,4.08,7.96,11.84,28.02,44.21,50.57,56.92
31007,80.64,65.34,50.05,44.94,39.83,33.48,27.12,33.97,40.82
31009,4.52,4.04,3.57,9.98,16.4,40.55,64.7,78.99,93.29
31011,26.52,22.2,17.89,17.78,17.67,21.88,26.1,29.78,33.47
31013,18.94,13.29,7.64,8.8,9.96,16.18,22.41,25.01,27.62
31015,64.37,65.9,67.43,67.94,68.45,66.58,64.7,69.3,73.91
31017,60.17,49.65,39.13,39.02,38.9,37.4,35.9,34.68,33.47
31019,3.09,4.95,6.81,9.62,12.42,13.58,14.74,20.68,26.63
31021,54.76,54.84,54.92,55.04,55.17,53.54,51.91,60.42,68.92
31023,23.72,24.84,25.95,20.54,15.12,19.8,24.47,19.4,14.32
31025,9.71,8.67,7.64,5.94,4.23,8.82,13.4,17.6,21.79
31027,15.09,12.45,9.81,12.15,14.49,10.7,6.91,7.05,7.19
31029,40.75,32.09,23.43,20.92,18.4,20.4,22.41,23.15,23.89
31031,37.03,33.64,30.25,31.13,32.0,27.79,23.58,20.6,17.63
31033,16.71,17.3,17.89,28.4,38.9,43.04,47.17,45.54,43.91
31035,48.93,52.26,55.59,51.82,48.04,41.97,35.9,31.76,27.62
31037,1.69,1.6,1.5,3.28,5.06,6.62,8.18,4.85,1.53
31039,21.46,21.3,21.14,15.28,9.42,9.02,8.63,6.99,5.35
31041,23.72,24.34,24.96,25.72,26.49,31.69,36.89,39.38,41.87
31043,2.45,2.58,2.71,5.34,7.96,14.04,20.11,16.91,13.71
31045,11.46,10.26,9.07,11.78,14.49,14.85,15.21,21.76,28.32
31047,16.71,17.6,18.5,21.03,23.56,24.83,26.1,25.0,23.89
31049,24.45,24.7,24.96,44.92,64.88,69.36,73.84,75.4,76.96
31051,34.89,29.92,24.96,29.05,33.14,25.21,17.28,17.17,17.05
31053,30.82,30.54,30.25,28.75,27.25,28.0,28.74,35.3,41.87
31055,9.71,9.01,8.31,8.86,9.42,9.26,9.1,8.4,7.7
31057,27.19,24.61,22.03,15.72,9.42,19.63,29.85,36.88,43.91
31059,47.85,52.16,56.48,55.06,53.65,44.42,35.2,39.06,42.92
31061,68.26,62.72,57.18,60.38,63.58,59.26,54.93,61.54,68.15
31063,18.94,27.52,36.1,52.96,69.82,77.89,85.96,82.67,79.38
31065,72.62,66.35,60.08,64.52,68.96,69.98,71.01,72.98,74.96
31067,46.74,48.9,51.07,50.07,49.06,50.12,51.18,50.9,50.62
31069,54.76,43.04,31.33,46.94,62.56,70.19,77.82,79.76,81.71
31071,46.74,40.6,34.45,42.72,51.0,38.12,25.24,28.01,30.77
31073,39.83,39.48,39.13,32.44,25.76,16.34,6.91,12.27,17.63
31075,16.71,14.18,11.65,14.03,16.4,16.84,17.28,13.2,9.13
31077,56.73,49.42,42.12,42.31,42.5,39.7,36.89,44.58,52.27
31079,18.94,18.42,17.89,19.55,21.2,22.09,22.98,23.44,23.89
31081,20.89,19.7,18.5,15.46,12.42,11.65,10.88,10.18,9.48
31083,75.33,66.71,58.1,57.83,57.56,55.24,52.93,59.58,66.24
31085,74.59,67.81,61.03,56.62,52.21,54.5,56.78,47.6,38.43
31087,74.59,74.54,74.5,74.42,74.34,77.08,79.82,82.05,84.28
31089,37.03,37.49,37.95,36.07,34.19,30.65,27.12,24.04,20.97
31091,75.33,86.52,97.71,97.56,97.42,73.94,50.45,36.95,23.45
31093,39.83,39.48,39.13,33.19,27.25,22.97,18.68,26.08,33.47
31095,44.73,50.96,57.18,59.87,62.56,69.96,77.37,79.27,81.16
31097,34.89,31.26,27.63,42.86,58.1,56.96,55.82,64.17,72.51
31099,34.16,26.02,17.89,16.87,15.85,16.26,16.68,9.74,2.8
31101,43.11,32.57,22.03,25.63,29.23,33.79,38.35,39.58,40.82
31103,71.12,57.66,44.19,26.57,8.95,8.22,7.48,9.62,11.77
31105,44.73,48.8,52.88,59.87,66.86,59.9,52.93,64.61,76.3
31107,40.75,34.6,28.46,29.68,30.91,37.21,43.51,50.22,56.92
31109,6.91,7.99,9.07,9.52,9.96,9.53,9.1,10.44,11.77
31111,46.74,44.43,42.12,41.77,41.42,39.89,38.35,42.13,45.91
31113,32.51,34.8,37.09,21.51,5.92,5.24,4.55,7.84,11.14
31115,34.89,28.78,22.67,44.12,65.58,62.95,60.31,56.66,53.01
31117,66.92,59.0,51.07,30.72,10.38,6.68,2.99,2.26,1.53
31119,10.98,11.54,12.1,12.26,12.42,10.3,8.18,9.09,9.99
31121,34.16,33.27,32.38,43.02,53.65,54.74,55.82,61.62,67.42
31123,46.74,45.46,44.19,42.01,39.83,35.4,30.97,33.79,36.62
31125,47.85,48.95,50.05,51.85,53.65,52.78,51.91,54.86,57.81
31127,32.51,37.32,42.12,39.88,37.63,46.28,54.93,56.86,58.8
31129,56.73,63.7,70.68,67.13,63.58,53.54,43.51,35.92,28.32
31131,25.25,30.23,35.21,39.84,44.48,45.82,47.17,43.15,39.13
31133,36.01,39.06,42.12,35.68,29.23,43.0,56.78,60.1,63.41
31135,18.31,18.4,18.5,22.88,27.25,27.6,27.94,23.22,18.49
31137,24.45,23.56,22.67,21.94,21.2,27.26,33.32,31.18,29.05
31139,16.05,14.37,12.7,12.86,13.02,15.15,17.28,16.31,15.34
31141,9.11,9.09,9.07,7.22,5.38,7.88,10.38,12.35,14.32
31143,21.46,18.24,15.03,18.8,22.57,20.62,18.68,17.44,16.19
31145,50.08,40.16,30.25,35.5,40.75,42.48,44.21,49.5,54.79
31147,51.19,53.06,54.92,55.51,56.1,53.28,50.45,54.62,58.8
31149,27.19,28.22,29.26,28.26,27.25,24.03,20.81,18.08,15.34
31151,29.96,27.46,24.96,19.72,14.49,14.26,14.04,16.64,19.25
31153,2.23,2.61,2.99,3.16,3.34,3.94,4.55,4.95,5.35
31155,18.94,22.44,25.95,28.98,32.0,29.05,26.1,23.12,20.14
31157,38.78,40.45,42.12,41.44,40.75,43.96,47.17,47.6,48.04
31159,10.32,10.06,9.81,9.62,9.42,8.16,6.91,10.62,14.32
31161,34.89,43.89,52.88,61.72,70.55,71.46,72.37,71.06,69.74
31163,62.56,55.43,48.3,50.26,52.21,51.33,50.45,50.93,51.42
31165,13.72,8.56,3.41,3.72,4.04,5.48,6.91,19.76,32.61
31167,24.45,23.56,22.67,18.18,13.69,16.9,20.11,16.32,12.54
31169,47.85,45.46,43.08,45.12,47.15,41.18,35.2,27.67,20.14
31171,20.89,15.35,9.81,23.05,36.29,34.8,33.32,30.47,27.62
31173,40.75,29.97,19.2,20.88,22.57,23.08,23.58,21.04,18.49
31175,64.37,63.45,62.53,57.37,52.21,44.55,36.89,47.84,58.8
31177,20.89,26.64,32.38,36.1,39.83,28.55,17.28,16.74,16.19
31179,2.9,6.36,9.81,8.14,6.46,6.49,6.52,27.28,48.04
31181,70.49,62.34,54.19,51.62,49.06,41.19,33.32,26.29,19.25
31183,40.75,35.0,29.26,39.65,50.05,58.58,67.12,65.66,64.21
31185,30.82,25.01,19.2,27.22,35.24,31.18,27.12,30.85,34.58
32001,78.16,71.26,64.37,51.64,38.9,43.7,48.5,64.2,79.89
32003,17.54,19.34,21.14,20.47,19.8,19.24,18.68,19.82,20.97
32005,48.93,51.56,54.19,51.12,48.04,43.82,39.59,46.82,54.06
32007,17.54,16.84,16.14,16.6,17.06,14.5,11.94,17.28,22.62
32009,64.37,69.7,75.04,76.33,77.62,82.43,87.24,89.74,92.24
32011,3.57,23.88,44.19,57.37,70.55,56.62,42.68,58.82,74.96
32013,13.34,14.4,15.47,14.58,13.69,18.34,22.98,31.06,39.13
32015,10.32,12.18,14.04,12.94,11.84,25.1,38.35,36.82,35.28
32017,40.75,43.01,45.27,66.03,86.79,84.6,82.4,84.7,86.99
32019,71.76,76.95,82.14,75.98,69.82,64.63,59.45,58.63,57.81
32021,98.73,97.71,96.69,86.22,75.74,57.66,39.59,44.74,49.89
32023,96.5,96.24,95.99,95.82,95.64,95.08,94.53,94.42,94.3
32027,84.75,80.52,76.28,56.29,36.29,29.35,22.41,44.32,66.24
32029,81.31,87.96,94.62,92.76,90.89,89.3,87.71,89.72,91.73
32031,14.45,17.35,20.25,19.73,19.2,18.56,17.92,17.48,17.05
32033,68.26,75.2,82.14,69.12,56.1,50.67,45.23,40.92,36.62
32510,51.74,72.23,92.71,91.26,89.81,74.14,58.47,52.19,45.91
33001,23.72,31.94,40.15,46.9,53.65,54.29,54.93,56.86,58.8
33003,52.66,56.37,60.08,55.54,51.0,53.89,56.78,55.78,54.79
33005,25.25,28.82,32.38,32.76,33.14,32.62,32.11,33.7,35.28
33007,83.79,83.32,82.84,84.24,85.64,85.66,85.68,86.34,86.99
33009,27.19,30.28,33.37,37.06,40.75,36.43,32.11,31.44,30.77
33011,11.97,12.67,13.37,14.89,16.4,16.54,16.68,15.5,14.32
33013,27.19,30.28,33.37,32.14,30.91,33.4,35.9,36.26,36.62
33015,7.45,7.54,7.64,8.53,9.42,9.9,10.38,9.93,9.48
33017,27.19,26.57,25.95,23.78,21.62,22.6,23.58,25.1,26.63
33019,47.85,44.0,40.15,36.65,33.14,30.13,27.12,33.12,39.13
34001,28.18,27.06,25.95,28.06,30.18,33.54,36.89,36.08,35.28
34003,2.74,2.26,1.78,1.73,1.69,1.7,1.72,1.86,2.0
34005,12.61,13.32,14.04,15.22,16.4,16.14,15.88,14.8,13.71
34007,30.82,31.07,31.33,30.28,29.23,30.67,32.11,35.27,38.43
34009,37.03,39.05,41.07,38.68,36.29,38.26,40.23,41.58,42.92
34011,51.74,47.41,43.08,39.16,35.24,38.54,41.85,41.34,40.82
34013,21.46,22.06,22.67,19.26,15.85,14.94,14.04,14.18,14.32
34015,22.32,23.3,24.29,24.56,24.83,22.14,19.45,21.04,22.62
34017,5.48,5.05,4.62,4.23,3.85,3.52,3.18,2.74,2.29
34019,3.09,3.25,3.41,3.19,2.96,2.88,2.8,2.68,2.55
34021,8.25,7.53,6.81,7.64,8.47,7.98,7.48,7.16,6.84
34023,3.09,3.25,3.41,3.5,3.6,4.46,5.32,4.9,4.49
34025,5.48,5.94,6.4,6.68,6.97,7.58,8.18,7.68,7.19
34027,1.69,1.73,1.78,1.91,2.04,2.3,2.55,2.68,2.8
34029,31.65,30.95,30.25,28.75,27.25,25.86,24.47,23.54,22.62
34031,4.81,4.0,3.18,3.07,2.96,2.76,2.55,2.76,2.96
34033,44.03,49.11,54.19,50.24,46.29,45.76,45.23,48.32,51.42
34035,1.46,1.56,1.66,1.62,1.59,1.46,1.34,1.56,1.78
34037,6.24,6.65,7.07,8.72,10.38,10.38,10.38,10.76,11.14
34039,4.11,4.22,4.33,4.09,3.85,3.85,3.85,3.4,2.96
34041,11.97,14.93,17.89,20.72,23.56,21.83,20.11,17.73,15.34
35001,27.19,28.22,29.26,29.72,30.18,35.2,40.23,41.05,41.87
35003,99.84,99.57,99.3,99.43,99.55,99.65,99.75,99.88,100.0
35005,62.56,63.95,65.33,62.51,59.69,61.21,62.73,70.07,77.41
35006,88.67,91.79,94.91,95.74,96.56,93.5,90.45,89.34,88.23
35007,95.7,92.38,89.05,90.3,91.56,93.63,95.7,96.22,96.75
35009,54.76,57.9,61.03,57.34,53.65,58.19,62.73,64.76,66.78
35011,88.67,91.79,94.91,93.76,92.61,77.67,62.73,47.16,31.59
35013,11.97,14.55,17.13,24.56,32.0,36.44,40.87,40.39,39.9
35015,53.68,46.4,39.13,34.18,29.23,36.37,43.51,45.78,48.04
35017,92.68,90.64,88.6,83.35,78.1,81.64,85.17,87.89,90.61
35019,92.04,88.9,85.77,89.4,93.03,86.42,79.82,79.6,79.38
35021,93.92,91.48,89.05,91.18,93.31,82.84,72.37,72.14,71.91
35023,76.5,76.15,75.8,82.33,88.86,84.34,79.82,72.58,65.35
35025,19.8,19.5,19.2,18.13,17.06,17.87,18.68,17.01,15.34
35027,83.79,81.26,78.73,76.54,74.34,81.96,89.59,90.92,92.24
35028,7.45,9.78,12.1,8.16,4.23,3.28,2.32,5.42,8.53
35029,73.96,80.1,86.25,86.08,85.9,85.54,85.17,88.16,91.15
35031,36.01,41.66,47.31,54.02,60.74,57.84,54.93,49.42,43.91
35033,99.3,98.65,97.99,98.48,98.98,99.46,99.94,99.88,99.81
35035,72.62,64.9,57.18,59.41,61.64,70.0,78.36,80.96,83.55
35037,98.22,97.2,96.18,93.87,91.56,90.88,90.2,93.06,95.93
35039,76.5,69.51,62.53,57.36,52.19,47.019999999999996,41.85,46.24,50.62
35041,47.85,57.92,68.0,66.44,64.88,72.02,79.15,78.92,78.68
35043,21.46,22.88,24.29,25.77,27.25,30.73,34.21,34.39,34.58
35045,23.72,30.84,37.95,40.74,43.52,43.86,44.21,46.6,49.0
35047,96.5,97.96,99.43,99.3,99.17,98.31,97.45,95.49,93.54
35049,28.84,29.54,30.25,27.54,24.83,30.86,36.89,35.18,33.47
35051,98.22,96.93,95.64,96.84,98.03,97.54,97.04,98.12,99.2
35053,98.44,98.2,97.96,98.18,98.41,96.8,95.19,94.88,94.56
35055,78.16,80.15,82.14,80.12,78.1,72.2,66.3,71.3,76.3
35057,69.02,67.54,66.06,64.82,63.58,69.1,74.63,83.43,92.24
35059,76.5,75.15,73.8,80.07,86.34,89.71,93.09,93.0,92.9
35061,76.5,78.67,80.83,79.94,79.05,82.8,86.54,87.04,87.53
36001,15.09,13.9,12.7,12.86,13.02,12.26,11.49,13.42,15.34
36003,45.78,48.42,51.07,53.12,55.17,54.48,53.79,54.8,55.81
36005,34.16,34.3,34.45,38.98,43.52,47.35,51.18,50.9,50.62
36007,38.78,43.04,47.31,49.16,51.0,50.72,50.45,50.93,51.42
36009,45.78,46.54,47.31,50.48,53.65,51.57,49.49,52.14,54.79
36011,34.89,34.13,33.37,38.44,43.52,40.2,36.89,38.01,39.13
36013,46.74,48.4,50.05,50.05,50.05,53.91,57.77,62.0,66.24
36015,40.75,38.42,36.1,42.58,49.06,51.42,53.79,53.4,53.01
36017,67.62,70.3,72.97,75.81,78.64,76.86,75.08,74.5,73.91
36019,42.31,46.69,51.07,52.36,53.65,55.71,57.77,60.59,63.41
36021,51.74,53.33,54.92,54.28,53.65,48.16,42.68,40.16,37.64
36023,23.72,24.34,24.96,25.72,26.49,25.48,24.47,26.04,27.62
36025,51.19,56.11,61.03,59.29,57.56,62.93,68.3,70.4,72.51
36027,28.18,28.32,28.46,27.48,26.49,22.97,19.45,21.67,23.89
36029,29.96,28.8,27.63,27.44,27.25,28.0,28.74,29.76,30.77
36031,55.71,59.12,62.53,62.08,61.64,56.78,51.91,55.36,58.8
36033,37.89,42.14,46.39,47.72,49.06,53.42,57.77,60.99,64.21
36035,60.17,61.35,62.53,58.61,54.7,57.95,61.2,61.59,61.98
36037,29.96,31.17,32.38,38.9,45.43,43.64,41.85,44.42,46.99
36039,46.74,46.56,46.39,40.29,34.19,29.72,25.24,28.42,31.59
36041,39.83,61.81,83.79,90.6,97.42,92.33,87.24,77.33,67.42
36043,38.78,39.92,41.07,46.64,52.21,51.7,51.18,49.08,46.99
36045,32.51,31.92,31.33,34.48,37.63,38.93,40.23,39.68,39.13
36047,6.91,6.99,7.07,7.31,7.55,7.03,6.52,6.68,6.84
36049,34.89,35.99,37.09,38.92,40.75,41.3,41.85,42.38,42.92
36051,19.8,22.04,24.29,25.02,25.76,22.22,18.68,23.86,29.05
36053,13.34,14.4,15.47,19.52,23.56,22.64,21.71,23.42,25.14
36055,23.02,24.82,26.62,28.76,30.91,33.4,35.9,35.59,35.28
36057,51.74,50.02,48.3,53.2,58.1,55.52,52.93,54.92,56.92
36059,2.9,2.6,2.29,2.08,1.88,2.1,2.32,2.43,2.55
36061,7.45,6.93,6.4,7.18,7.96,8.07,8.18,9.29,10.4
36063,31.65,30.06,28.46,31.33,34.19,35.04,35.9,40.9,45.91
36065,50.08,48.7,47.31,44.9,42.5,37.3,32.11,35.62,39.13
36067,18.94,20.48,22.03,22.3,22.57,24.34,26.1,29.35,32.61
36069,19.8,19.15,18.5,20.06,21.62,23.86,26.1,32.26,38.43
36071,18.31,19.01,19.71,18.69,17.67,16.78,15.88,14.8,13.71
36073,57.62,61.48,65.33,63.48,61.64,57.72,53.79,50.92,48.04
36075,36.01,39.54,43.08,45.56,48.04,45.36,42.68,42.8,42.92
36077,25.25,26.44,27.63,30.91,34.19,35.04,35.9,35.24,34.58
36079,9.71,9.76,9.81,8.68,7.55,6.22,4.9,5.71,6.52
36081,5.76,5.56,5.35,5.07,4.78,5.05,5.32,5.33,5.35
36083,23.02,24.82,26.62,28.76,30.91,33.4,35.9,37.16,38.43
36085,6.91,6.86,6.81,6.63,6.46,6.3,6.14,6.49,6.84
36087,3.57,4.1,4.62,4.33,4.04,3.42,2.8,2.88,2.96
36089,45.78,50.35,54.92,55.51,56.1,55.96,55.82,59.23,62.65
36091,13.72,14.08,14.45,13.74,13.02,12.48,11.94,11.86,11.77
36093,28.18,29.76,31.33,28.08,24.83,26.78,28.74,25.68,22.62
36095,58.42,55.3,52.18,54.14,56.1,56.44,56.78,58.16,59.53
36097,36.01,44.44,52.88,57.72,62.56,61.0,59.45,52.68,45.91
36099,48.93,51.92,54.92,59.25,63.58,61.52,59.45,60.72,61.98
36101,53.68,52.93,52.18,51.12,50.05,48.61,47.17,45.04,42.92
36103,4.52,4.78,5.03,5.04,5.06,4.98,4.9,5.12,5.35
36105,51.74,50.9,50.05,54.08,58.1,55.52,52.93,52.18,51.42
36107,29.96,33.03,36.1,38.76,41.42,44.3,47.17,43.54,39.9
36109,7.45,5.76,4.08,3.84,3.6,5.26,6.91,9.34,11.77
36111,39.83,36.6,33.37,33.26,33.14,36.36,39.59,39.01,38.43
36113,33.4,37.76,42.12,43.3,44.48,44.0,43.51,47.06,50.62
36115,38.78,36.61,34.45,37.93,41.42,47.18,52.93,49.42,45.91
36117,36.01,39.54,43.08,43.3,43.52,44.86,46.21,42.32,38.43
36119,4.11,3.96,3.82,4.02,4.23,4.39,4.55,5.33,6.11
36121,23.72,25.67,27.63,30.91,34.19,30.65,27.12,27.37,27.62
36123,25.25,25.93,26.62,24.12,21.62,17.51,13.4,13.56,13.71
37001,42.31,42.22,42.12,40.51,38.9,34.94,30.97,27.21,23.45
37003,61.64,66.44,71.25,71.65,72.05,70.18,68.3,65.14,61.98
37005,86.82,85.76,84.69,89.12,93.54,86.34,79.15,71.68,64.21
37007,80.64,80.74,80.83,74.9,68.96,71.4,73.84,78.87,83.9
37009,58.42,53.36,48.3,50.26,52.21,54.5,56.78,62.46,68.15
37011,75.96,82.98,90.0,86.04,82.08,77.96,73.84,74.78,75.72
37013,80.01,77.7,75.39,75.89,76.38,71.75,67.12,64.55,61.98
37015,88.16,89.82,91.47,89.64,87.81,92.3,96.79,95.16,93.54
37017,93.22,92.34,91.47,88.04,84.62,77.53,70.43,55.62,40.82
37019,62.56,65.73,68.9,67.88,66.86,61.82,56.78,49.32,41.87
37021,37.89,36.55,35.21,33.06,30.91,29.42,27.94,29.01,30.07
37023,83.22,84.16,85.1,84.6,84.11,84.51,84.91,84.04,83.17
37025,8.25,8.28,8.31,8.86,9.42,8.45,7.48,8.01,8.53
37027,75.96,76.12,76.28,74.54,72.81,74.54,76.26,75.32,74.39
37029,37.89,37.92,37.95,34.43,30.91,41.41,51.91,49.98,48.04
37031,73.48,76.71,79.94,80.44,80.93,76.4,71.87,68.04,64.21
37033,88.67,88.86,89.05,80.93,72.81,75.09,77.37,78.94,80.5
37035,31.65,35.39,39.13,38.38,37.63,34.3,30.97,32.22,33.47
37037,25.25,32.19,39.13,43.58,48.04,43.82,39.59,31.74,23.89
37039,82.43,84.1,85.77,85.4,85.04,82.43,79.82,74.78,69.74
37041,41.45,46.26,51.07,51.64,52.21,60.26,68.3,62.61,56.92
37043,55.71,60.88,66.06,69.82,73.58,79.24,84.91,69.85,54.79
37045,63.67,63.1,62.53,59.7,56.86,51.04,45.23,49.64,54.06
37047,85.8,85.45,85.1,83.8,82.49,81.16,79.82,72.58,65.35
37049,67.62,68.26,68.9,65.27,61.64,56.78,51.91,49.45,46.99
37051,40.75,48.96,57.18,60.38,63.58,61.95,60.31,59.56,58.8
37053,18.31,28.13,37.95,39.68,41.42,33.76,26.1,20.21,14.32
37055,39.83,40.98,42.12,35.68,29.23,22.56,15.88,11.98,8.08
37057,60.17,62.27,64.37,60.24,56.1,51.16,46.21,46.06,45.91
37059,28.84,32.03,35.21,43.1,51.0,52.4,53.79,61.76,69.74
37061,60.94,66.64,72.33,76.26,80.2,79.28,78.36,70.5,62.65
37063,9.11,7.76,6.4,6.43,6.46,5.68,4.9,4.89,4.87
37065,68.26,70.1,71.95,66.8,61.64,58.28,54.93,53.6,52.27
37067,11.46,11.56,11.65,9.8,7.96,9.72,11.49,15.37,19.25
37069,42.31,43.25,44.19,48.2,52.21,54.02,55.82,57.68,59.53
