FIPS,2014 EPL_DISABL,2015 EPL_DISABL,2016 EPL_DISABL,2017 EPL_DISABL,2018 EPL_DISABL,2019 EPL_DISABL,2020 EPL_DISABL,2021 EPL_DISABL,2022 EPL_DISABL
18177,69.79,70.87,71.95,71.25,70.55,68.84,67.12,68.02,68.92
18179,25.25,24.77,24.29,25.77,27.25,25.42,23.58,22.28,20.97
18181,48.93,51.56,54.19,57.47,60.74,61.42,62.09,51.0,39.9
18183,47.85,52.52,57.18,50.83,44.48,40.68,36.89,33.83,30.77
19001,41.45,45.42,49.38,54.54,59.69,52.95,46.21,42.67,39.13
19003,53.68,51.87,50.05,40.48,30.91,34.63,38.35,39.12,39.9
19005,18.94,17.54,16.14,14.92,13.69,13.86,14.04,14.18,14.32
19007,51.19,56.11,61.03,68.08,75.14,73.76,72.37,69.58,66.78
19009,17.54,21.25,24.96,25.72,26.49,26.3,26.1,28.09,30.07
19011,21.46,18.8,16.14,14.58,13.02,11.95,10.88,12.6,14.32
19013,20.89,17.13,13.37,14.25,15.12,20.61,26.1,28.84,31.59
19015,23.02,32.57,42.12,40.98,39.83,32.54,25.24,20.72,16.19
19017,4.81,4.72,4.62,5.54,6.46,9.2,11.94,11.17,10.4
19019,11.97,11.22,10.47,12.48,14.49,18.1,21.71,21.34,20.97
19021,4.11,4.1,4.08,4.73,5.38,5.57,5.76,4.8,3.85
19023,6.91,7.61,8.31,9.35,10.38,12.56,14.74,12.57,10.4
19025,41.45,37.95,34.45,29.0,23.56,21.83,20.11,27.7,35.28
19027,13.72,13.55,13.37,11.4,9.42,10.15,10.88,13.54,16.19
19029,59.22,50.67,42.12,35.68,29.23,26.4,23.58,32.72,41.87
19031,13.34,13.69,14.04,12.21,10.38,9.74,9.1,10.82,12.54
19033,27.19,33.16,39.13,37.18,35.24,34.72,34.21,33.41,32.61
19035,21.46,26.4,31.33,34.48,37.63,24.01,10.38,10.76,11.14
19037,30.82,34.38,37.95,33.2,28.46,29.72,30.97,36.42,41.87
19039,48.93,41.69,34.45,33.22,32.0,52.18,72.37,61.9,51.42
19041,34.16,31.31,28.46,37.8,47.15,47.82,48.5,47.74,46.99
19043,19.8,25.57,31.33,29.9,28.46,31.83,35.2,40.56,45.91
19045,27.19,29.78,32.38,30.42,28.46,32.18,35.9,34.68,33.47
19047,23.02,23.99,24.96,31.93,38.9,42.06,45.23,45.57,45.91
19049,1.46,1.26,1.05,0.93,0.8,0.94,1.08,0.97,0.86
19051,23.02,22.08,21.14,18.77,16.4,15.81,15.21,11.64,8.08
19053,66.92,69.95,72.97,61.98,51.0,46.42,41.85,41.86,41.87
19055,20.89,16.49,12.1,13.3,14.49,11.8,9.1,14.18,19.25
19057,41.45,42.26,43.08,45.56,48.04,54.62,61.2,60.0,58.8
19059,36.01,34.69,33.37,37.4,41.42,41.64,41.85,41.86,41.87
19061,13.72,12.91,12.1,12.26,12.42,12.53,12.64,11.32,9.99
19063,18.94,29.54,40.15,41.32,42.5,51.4,60.31,67.35,74.39
19065,38.78,36.61,34.45,37.93,41.42,46.66,51.91,53.35,54.79
19067,34.89,37.98,41.07,47.36,53.65,52.78,51.91,48.4,44.89
19069,29.96,27.96,25.95,16.46,6.97,4.31,1.65,2.67,3.69
19071,46.74,45.46,44.19,37.55,30.91,29.02,27.12,32.38,37.64
19073,61.64,59.87,58.1,55.16,52.21,57.78,63.34,63.38,63.41
19075,10.32,10.98,11.65,9.8,7.96,7.44,6.91,5.38,3.85
19077,33.4,33.38,33.37,32.14,30.91,24.8,18.68,15.61,12.54
19079,25.25,25.6,25.95,22.58,19.2,16.97,14.74,23.68,32.61
19081,10.98,15.34,19.71,21.14,22.57,28.39,34.21,37.52,40.82
19083,23.72,19.93,16.14,15.63,15.12,18.76,22.41,26.59,30.77
19085,47.85,47.12,46.39,35.61,24.83,24.2,23.58,20.6,17.63
19087,22.32,32.7,43.08,38.64,34.19,36.27,38.35,36.47,34.58
19089,19.8,18.46,17.13,13.76,10.38,7.21,4.04,5.62,7.19
19091,19.8,20.47,21.14,25.18,29.23,33.79,38.35,40.64,42.92
19093,28.84,28.24,27.63,33.26,38.9,29.18,19.45,18.97,18.49
19095,19.8,17.64,15.47,17.94,20.41,18.84,17.28,23.16,29.05
19097,21.46,22.44,23.43,21.32,19.2,17.54,15.88,16.76,17.63
19099,48.93,42.52,36.1,35.67,35.24,29.41,23.58,25.1,26.63
19101,5.76,5.73,5.7,9.06,12.42,19.26,26.1,30.69,35.28
19103,1.37,1.14,0.92,0.81,0.7,0.94,1.18,2.07,2.96
19105,28.84,26.9,24.96,20.68,16.4,18.6,20.81,23.36,25.9
19107,45.78,46.08,46.39,43.9,41.42,49.6,57.77,60.99,64.21
19109,24.45,25.2,25.95,37.51,49.06,55.58,62.09,58.44,54.79
19111,52.66,59.36,66.06,62.08,58.1,52.15,46.21,50.14,54.06
19113,7.9,8.1,8.31,7.64,6.97,6.74,6.52,7.52,8.53
19115,11.46,15.86,20.25,17.69,15.12,15.9,16.68,25.98,35.28
19117,44.73,47.9,51.07,54.58,58.1,63.87,69.64,66.92,64.21
19119,10.98,12.18,13.37,11.66,9.96,10.42,10.88,16.34,21.79
19121,18.31,19.73,21.14,21.86,22.57,14.36,6.14,4.92,3.69
19123,28.84,31.1,33.37,32.14,30.91,33.06,35.2,32.64,30.07
19125,21.46,25.86,30.25,33.27,36.29,38.58,40.87,34.96,29.05
19127,25.25,24.34,23.43,20.55,17.67,15.16,12.64,12.88,13.11
19129,54.76,59.56,64.37,56.21,48.04,43.82,39.59,34.83,30.07
19131,8.63,8.47,8.31,15.44,22.57,21.34,20.11,16.32,12.54
19133,41.45,38.78,36.1,38.76,41.42,44.96,48.5,45.71,42.92
19135,42.31,39.2,36.1,29.34,22.57,25.26,27.94,33.18,38.43
19137,69.02,68.96,68.9,61.8,54.7,45.3,35.9,44.08,52.27
19139,16.71,14.18,11.65,9.8,7.96,9.95,11.94,18.54,25.14
19141,23.72,23.2,22.67,27.33,32.0,36.92,41.85,44.42,46.99
19143,17.54,24.44,31.33,25.87,20.41,20.61,20.81,15.98,11.14
19145,58.42,58.88,59.34,59.16,58.99,46.16,33.32,41.6,49.89
19147,39.83,44.6,49.38,45.06,40.75,44.62,48.5,42.56,36.62
19149,9.11,14.41,19.71,15.78,11.84,15.26,18.68,18.15,17.63
19151,20.89,23.76,26.62,34.56,42.5,42.18,41.85,41.34,40.82
19153,10.32,11.21,12.1,11.64,11.17,11.56,11.94,11.17,10.4
19155,37.03,39.58,42.12,39.88,37.63,39.25,40.87,42.88,44.89
19157,28.84,22.49,16.14,11.03,5.92,9.98,14.04,17.92,21.79
19159,52.66,52.42,52.18,42.09,32.0,30.37,28.74,36.32,43.91
19161,28.84,24.02,19.2,14.58,9.96,8.72,7.48,8.74,9.99
19163,8.63,8.85,9.07,9.01,8.95,9.24,9.52,12.43,15.34
19165,48.93,48.12,47.31,41.28,35.24,25.56,15.88,11.0,6.11
19167,0.67,1.08,1.5,2.05,2.61,3.23,3.85,4.0,4.14
19169,0.86,0.76,0.67,0.8,0.92,1.43,1.94,2.24,2.55
19171,30.82,26.74,22.67,18.58,14.49,12.21,9.93,7.5,5.06
19173,40.75,38.92,37.09,44.65,52.21,44.55,36.89,30.17,23.45
19175,46.74,48.4,50.05,55.84,61.64,52.92,44.21,45.6,46.99
19177,32.51,30.07,27.63,32.63,37.63,44.41,51.18,59.3,67.42
19179,51.74,44.84,37.95,37.12,36.29,43.37,50.45,49.24,48.04
19181,10.98,12.71,14.45,15.15,15.85,12.69,9.52,8.61,7.7
19183,30.82,30.04,29.26,21.14,13.02,14.12,15.21,19.33,23.45
19185,65.27,65.3,65.33,59.49,53.65,46.94,40.23,36.85,33.47
19187,44.73,40.91,37.09,35.11,33.14,37.49,41.85,38.56,35.28
19189,34.89,37.98,41.07,42.3,43.52,36.68,29.85,22.08,14.32
19191,2.74,2.72,2.71,8.2,13.69,15.18,16.68,15.2,13.71
19193,18.94,20.8,22.67,22.14,21.62,20.15,18.68,23.5,28.32
19195,32.51,31.92,31.33,35.12,38.9,38.62,38.35,39.58,40.82
19197,29.96,29.61,29.26,33.44,37.63,34.3,30.97,26.8,22.62
20001,82.74,82.44,82.14,77.48,72.81,73.02,73.23,68.72,64.21
20003,65.87,48.6,31.33,31.66,32.0,34.44,36.89,48.7,60.52
20005,57.62,55.25,52.88,50.46,48.04,37.58,27.12,31.2,35.28
20007,44.03,44.65,45.27,49.46,53.65,62.04,70.43,74.9,79.38
20009,38.78,34.02,29.26,38.2,47.15,46.19,45.23,54.32,63.41
20011,69.79,73.04,76.28,80.45,84.62,78.92,73.23,70.32,67.42
20013,65.27,65.66,66.06,60.61,55.17,55.05,54.93,50.42,45.91
20015,28.84,24.02,19.2,16.84,14.49,22.17,29.85,32.21,34.58
20017,59.22,57.85,56.48,61.03,65.58,48.85,32.11,29.37,26.63
20019,95.29,93.71,92.14,91.52,90.89,91.99,93.09,91.55,90.01
20021,84.75,83.8,82.84,87.2,91.56,91.66,91.76,88.48,85.21
20023,51.19,54.64,58.1,55.16,52.21,50.85,49.49,50.88,52.27
20025,56.73,52.52,48.3,40.15,32.0,56.53,81.06,73.65,66.24
20027,54.76,50.57,46.39,46.34,46.29,54.81,63.34,68.62,73.91
20029,54.76,51.53,48.3,42.3,36.29,32.12,27.94,27.28,26.63
20031,30.82,36.95,43.08,51.39,59.69,62.2,64.7,64.05,63.41
20033,46.74,41.92,37.09,29.83,22.57,50.86,79.15,75.53,71.91
20035,61.64,59.41,57.18,61.03,64.88,63.8,62.73,68.56,74.39
20037,51.74,52.31,52.88,52.54,52.21,49.69,47.17,49.72,52.27
20039,90.51,88.6,86.69,75.46,64.22,77.21,90.2,79.56,68.92
20041,53.68,58.1,62.53,65.49,68.45,63.46,58.47,56.63,54.79
20043,36.01,41.2,46.39,51.62,56.86,40.66,24.47,21.48,18.49
20045,6.24,6.65,7.07,8.24,9.42,10.68,11.94,12.52,13.11
20047,32.51,43.35,54.19,43.1,32.0,29.56,27.12,38.87,50.62
20049,85.32,87.82,90.32,93.8,97.29,94.19,91.09,92.95,94.81
20051,10.32,12.18,14.04,15.86,17.67,15.86,14.04,18.33,22.62
20053,55.71,56.44,57.18,62.02,66.86,60.9,54.93,58.14,61.34
20055,6.24,6.94,7.64,8.53,9.42,11.41,13.4,19.27,25.14
20057,9.11,8.09,7.07,7.02,6.97,8.24,9.52,9.96,10.4
20059,43.11,40.53,37.95,36.07,34.19,43.05,51.91,54.42,56.92
20061,11.97,15.24,18.5,20.06,21.62,21.66,21.71,25.01,28.32
20063,30.82,33.96,37.09,44.04,51.0,57.85,64.7,53.81,42.92
20065,71.12,74.92,78.73,80.21,81.69,72.52,63.34,54.62,45.91
20067,1.46,6.3,11.14,7.96,4.78,2.71,0.64,0.5,0.35
20069,10.32,13.73,17.13,14.49,11.84,6.65,1.46,1.34,1.21
20071,33.4,47.96,62.53,72.89,83.25,76.11,68.97,41.04,13.11
20073,65.87,74.35,82.84,84.82,86.79,83.93,81.06,79.44,77.82
20075,25.25,16.16,7.07,16.78,26.49,28.73,30.97,18.74,6.52
20077,36.01,45.46,54.92,52.49,50.05,54.26,58.47,67.1,75.72
20079,25.25,30.23,35.21,41.62,48.04,43.2,38.35,36.82,35.28
20081,5.48,3.38,1.27,0.98,0.7,1.43,2.16,2.36,2.55
20083,70.49,60.78,51.07,39.77,28.46,37.34,46.21,54.1,61.98
20085,36.01,46.6,57.18,63.86,70.55,64.51,58.47,58.14,57.81
20087,30.82,34.98,39.13,40.82,42.5,37.91,33.32,33.39,33.47
20089,44.73,52.04,59.34,67.54,75.74,73.8,71.87,66.2,60.52
20091,3.09,3.45,3.82,3.83,3.85,3.2,2.55,2.68,2.8
20093,17.54,16.5,15.47,17.94,20.41,31.54,42.68,34.66,26.63
20095,44.03,50.26,56.48,48.16,39.83,36.58,33.32,44.56,55.81
20097,73.96,59.08,44.19,44.81,45.43,55.06,64.7,58.86,53.01
20099,74.59,73.78,72.97,75.54,78.1,77.96,77.82,81.05,84.28
20101,62.56,63.46,64.37,62.03,59.69,56.31,52.93,53.86,54.79
20103,38.78,40.93,43.08,44.68,46.29,34.64,22.98,25.65,28.32
20105,36.01,44.1,52.18,57.37,62.56,56.03,49.49,53.21,56.92
20107,80.64,78.02,75.39,77.02,78.64,69.92,61.2,62.7,64.21
20109,37.03,34.18,31.33,33.81,36.29,43.74,51.18,64.3,77.41
20111,25.25,28.29,31.33,30.28,29.23,27.24,25.24,31.44,37.64
20113,17.54,18.37,19.2,21.65,24.1,26.02,27.94,27.78,27.62
20115,61.64,53.46,45.27,50.68,56.1,48.48,40.87,40.84,40.82
20117,43.11,47.09,51.07,51.64,52.21,42.16,32.11,32.36,32.61
20119,9.11,7.76,6.4,6.43,6.46,5.5,4.55,4.35,4.14
20121,19.8,18.84,17.89,22.57,27.25,28.0,28.74,26.94,25.14
20123,33.4,36.26,39.13,45.67,52.21,48.72,45.23,45.06,44.89
20125,73.96,70.34,66.73,72.18,77.62,78.72,79.82,82.94,86.06
20127,55.71,58.37,61.03,63.3,65.58,67.27,68.97,68.56,68.15
20129,34.16,38.62,43.08,50.32,57.56,64.28,71.01,65.76,60.52
20131,24.45,26.04,27.63,28.04,28.46,28.2,27.94,29.01,30.07
20133,67.62,66.47,65.33,69.07,72.81,76.32,79.82,79.6,79.38
20135,56.73,51.0,45.27,52.48,59.69,49.02,38.35,45.68,53.01
20137,50.08,50.07,50.05,34.22,18.4,26.3,34.21,42.05,49.89
20139,66.92,63.98,61.03,61.8,62.56,60.52,58.47,61.34,64.21
20141,59.22,68.36,77.49,74.77,72.05,58.64,45.23,40.92,36.62
20143,42.31,35.38,28.46,26.28,24.1,29.65,35.2,34.34,33.47
20145,59.22,60.12,61.03,67.3,73.58,80.22,86.86,90.46,94.05
20147,46.74,48.4,50.05,52.61,55.17,61.14,67.12,67.27,67.42
20149,4.52,4.57,4.62,5.8,6.97,9.23,11.49,12.9,14.32
20151,37.03,36.12,35.21,24.12,13.02,12.26,11.49,19.06,26.63
20153,58.42,60.13,61.83,69.96,78.1,78.23,78.36,85.04,91.73
20155,43.11,42.09,41.07,42.78,44.48,44.86,45.23,49.12,53.01
20157,59.22,46.29,33.37,32.14,30.91,27.24,23.58,35.81,48.04
20159,37.89,41.58,45.27,49.98,54.7,53.3,51.91,48.91,45.91
20161,0.89,2.15,3.41,5.68,7.96,11.92,15.88,19.25,22.62
20163,60.17,51.62,43.08,47.04,51.0,51.96,52.93,62.72,72.51
20165,60.94,61.74,62.53,61.11,59.69,46.95,34.21,37.52,40.82
20167,65.87,64.2,62.53,67.29,72.05,70.84,69.64,64.22,58.8
20169,22.32,23.3,24.29,32.86,41.42,49.1,56.78,54.9,53.01
20171,15.09,10.95,6.81,4.49,2.16,5.84,9.52,16.71,23.89
20173,21.46,19.3,17.13,20.62,24.1,30.5,36.89,38.01,39.13
20175,1.97,2.05,2.13,1.65,1.18,1.99,2.8,2.4,2.0
20177,43.11,42.09,41.07,37.1,33.14,31.49,29.85,30.31,30.77
20179,37.89,40.01,42.12,43.3,44.48,36.61,28.74,31.66,34.58
20181,69.79,64.94,60.08,63.77,67.46,56.34,45.23,57.48,69.74
20183,68.26,70.3,72.33,71.44,70.55,62.74,54.93,62.34,69.74
20185,44.73,46.02,47.31,46.37,45.43,42.83,40.23,43.61,46.99
20187,11.46,14.3,17.13,44.59,72.05,56.95,41.85,29.45,17.05
20189,11.46,8.4,5.35,7.86,10.38,10.38,10.38,14.82,19.25
20191,38.78,34.51,30.25,35.84,41.42,50.44,59.45,58.63,57.81
20193,19.8,18.46,17.13,28.94,40.75,34.34,27.94,36.42,44.89
20195,6.24,7.28,8.31,16.57,24.83,31.59,38.35,35.91,33.47
20197,32.51,42.34,52.18,53.44,54.7,57.51,60.31,63.27,66.24
20199,58.42,66.11,73.8,71.38,68.96,79.92,90.87,80.74,70.6
20201,55.71,46.83,37.95,36.07,34.19,35.54,36.89,36.08,35.28
20203,14.45,26.2,37.95,62.58,87.2,86.06,84.91,83.31,81.71
20205,92.36,92.0,91.63,91.42,91.21,84.78,78.36,78.36,78.36
20207,76.5,77.96,79.43,85.69,91.95,92.52,93.09,87.64,82.18
20209,38.78,38.36,37.95,40.22,42.5,36.18,29.85,31.23,32.61
21001,64.37,68.35,72.33,74.36,76.38,80.22,84.05,86.85,89.66
21003,67.62,74.23,80.83,83.58,86.34,83.08,79.82,76.16,72.51
21005,38.78,45.83,52.88,58.55,64.22,72.44,80.65,75.9,71.14
21007,57.62,48.38,39.13,49.94,60.74,66.31,71.87,66.92,61.98
21009,80.64,81.03,81.41,83.22,85.04,86.14,87.24,86.92,86.61
21011,90.51,91.77,93.03,94.12,95.22,96.6,97.99,94.57,91.15
21013,99.46,99.65,99.84,99.84,99.84,99.14,98.44,97.6,96.75
21015,13.34,13.36,13.37,13.53,13.69,15.8,17.92,18.2,18.49
21017,43.11,46.24,49.38,52.28,55.17,58.95,62.73,72.22,81.71
21019,85.8,85.45,85.1,88.16,91.21,92.87,94.53,91.82,89.12
21021,71.76,67.14,62.53,61.64,60.74,63.93,67.12,65.26,63.41
21023,48.93,44.03,39.13,32.44,25.76,38.1,50.45,55.9,61.34
21025,99.9,99.88,99.87,99.94,100.0,99.94,99.87,99.58,99.3
21027,85.32,85.78,86.25,86.72,87.2,87.22,87.24,86.48,85.71
21029,40.75,43.57,46.39,50.02,53.65,55.21,56.78,53.7,50.62
21031,84.75,89.02,93.28,91.54,89.81,86.93,84.05,81.72,79.38
21033,69.79,73.94,78.1,84.37,90.64,94.42,98.19,98.36,98.54
21035,37.89,34.61,31.33,39.68,48.04,55.06,62.09,65.92,69.74
21037,25.25,20.7,16.14,16.6,17.06,20.02,22.98,25.3,27.62
21039,47.85,48.61,49.38,45.06,40.75,42.48,44.21,52.36,60.52
21041,81.95,80.34,78.73,70.64,62.56,57.74,52.93,59.14,65.35
21043,81.95,81.14,80.32,81.0,81.69,84.28,86.86,87.99,89.12
21045,88.98,88.79,88.6,89.9,91.21,88.72,86.22,78.68,71.14
21047,31.65,39.98,48.3,53.64,58.99,63.64,68.3,71.1,73.91
21049,63.67,66.16,68.64,71.11,73.58,77.32,81.06,76.78,72.51
21051,93.47,95.11,96.75,97.84,98.92,99.11,99.3,99.03,98.76
21053,52.66,50.48,48.3,59.78,71.25,77.36,83.48,89.61,95.74
21055,65.27,69.12,72.97,79.66,86.34,91.07,95.8,97.63,99.46
21057,65.27,58.73,52.18,46.0,39.83,44.66,49.49,61.94,74.39
21059,50.08,54.09,58.1,55.16,52.21,54.99,57.77,57.34,56.92
21061,97.71,98.37,99.04,98.63,98.22,98.4,98.57,98.08,97.58
21063,91.82,91.24,90.67,93.49,96.31,96.68,97.04,97.62,98.19
21065,98.38,98.58,98.79,98.5,98.22,98.52,98.82,98.78,98.73
21067,16.05,15.76,15.47,17.64,19.8,20.76,21.71,21.34,20.97
21069,87.81,90.13,92.45,94.25,96.05,95.75,95.45,89.86,84.28
21071,99.11,99.27,99.43,99.42,99.4,98.1,96.79,96.93,97.07
21073,61.64,62.62,63.61,63.6,63.58,64.14,64.7,65.47,66.24
21075,86.82,89.22,91.63,91.79,91.95,90.22,88.48,88.7,88.93
21077,48.93,47.1,45.27,41.45,37.63,35.92,34.21,46.5,58.8
21079,80.64,82.87,85.1,83.02,80.93,73.46,65.98,63.25,60.52
21081,48.93,53.06,57.18,59.41,61.64,51.74,41.85,53.03,64.21
21083,47.85,52.16,56.48,61.36,66.25,71.26,76.26,76.28,76.3
21085,89.4,84.06,78.73,79.26,79.78,77.43,75.08,77.79,80.5
21087,94.97,95.75,96.53,97.38,98.22,98.57,98.92,97.84,96.75
21089,83.22,80.36,77.49,81.27,85.04,86.14,87.24,85.4,83.55
21091,73.48,77.45,81.41,73.5,65.58,68.73,71.87,78.08,84.28
21093,55.71,61.22,66.73,67.1,67.46,65.1,62.73,64.76,66.78
21095,99.71,99.79,99.87,99.84,99.81,99.7,99.59,98.97,98.35
21097,75.96,73.96,71.95,68.08,64.22,65.67,67.12,65.66,64.21
21099,88.16,87.2,86.25,88.3,90.35,89.27,88.19,85.46,82.72
21101,75.33,77.03,78.73,82.96,87.2,88.19,89.18,91.04,92.9
21103,62.56,63.46,64.37,71.0,77.62,79.6,81.57,76.74,71.91
21105,79.53,87.44,95.35,95.7,96.05,92.39,88.73,85.72,82.72
21107,66.92,66.12,65.33,67.94,70.55,78.11,85.68,91.49,97.3
21109,99.84,99.72,99.59,99.35,99.11,99.22,99.33,97.07,94.81
21111,44.73,42.9,41.07,39.35,37.63,38.61,39.59,37.08,34.58
21113,50.08,51.48,52.88,48.2,43.52,38.86,34.21,38.04,41.87
21115,99.17,99.36,99.55,99.04,98.54,97.88,97.23,96.94,96.66
21117,38.78,37.44,36.1,36.2,36.29,34.8,33.32,31.18,29.05
21119,98.79,99.25,99.71,99.79,99.87,99.82,99.78,99.03,98.28
21121,82.74,75.69,68.64,63.37,58.1,63.87,69.64,79.29,88.93
21123,77.17,81.47,85.77,85.2,84.62,84.58,84.53,77.13,69.74
21125,74.59,72.92,71.25,74.19,77.14,74.5,71.87,69.64,67.42
21127,97.1,96.37,95.64,94.82,94.01,89.59,85.17,90.85,96.53
21129,99.97,99.89,99.81,99.78,99.75,99.67,99.59,99.12,98.66
21131,99.55,99.78,100.0,99.89,99.78,99.65,99.52,98.96,98.41
21133,98.89,99.2,99.52,99.57,99.62,99.66,99.71,99.54,99.36
21135,94.49,94.02,93.54,91.42,89.3,87.24,85.17,84.94,84.7
21137,88.98,87.84,86.69,83.44,80.2,75.6,71.01,68.9,66.78
21139,91.82,90.6,89.37,91.34,93.31,95.12,96.94,98.15,99.36
21141,59.22,57.85,56.48,51.82,47.15,53.3,59.45,58.18,56.92
21143,95.7,92.54,89.37,90.13,90.89,95.4,99.9,99.94,99.97
21145,64.37,59.98,55.59,53.9,52.21,47.86,43.51,47.46,51.42
21147,99.11,98.38,97.64,98.02,98.41,94.56,90.71,91.48,92.24
21149,72.62,71.93,71.25,70.1,68.96,78.72,88.48,80.88,73.27
21151,53.68,54.64,55.59,57.64,59.69,61.21,62.73,54.86,46.99
21153,98.5,98.79,99.08,99.38,99.68,99.48,99.27,99.36,99.46
21155,47.85,56.11,64.37,75.58,86.79,85.98,85.17,87.15,89.12
21157,48.93,53.06,57.18,66.78,76.38,78.1,79.82,73.62,67.42
21159,99.75,99.59,99.43,99.48,99.52,99.44,99.36,99.52,99.68
21161,61.64,68.34,75.04,75.39,75.74,76.38,77.02,72.97,68.92
21163,54.76,61.83,68.9,70.86,72.81,74.54,76.26,78.08,79.89
21165,95.7,92.71,89.72,90.46,91.21,93.46,95.7,96.29,96.88
21167,81.95,80.34,78.73,77.24,75.74,73.37,71.01,58.46,45.91
21169,94.3,94.24,94.17,94.54,94.91,94.29,93.67,87.92,82.18
21171,94.97,94.12,93.28,93.16,93.03,91.95,90.87,93.1,95.32
21173,81.95,83.52,85.1,86.15,87.2,89.48,91.76,88.48,85.21
21175,94.81,95.97,97.13,97.58,98.03,97.66,97.29,97.3,97.3
21177,85.8,86.6,87.39,90.21,93.03,94.24,95.45,92.28,89.12
21179,60.94,60.98,61.03,67.68,74.34,68.84,63.34,55.69,48.04
21181,57.62,74.28,90.93,93.74,96.56,94.82,93.09,92.02,90.96
21183,90.13,88.41,86.69,85.86,85.04,77.0,68.97,70.06,71.14
21185,2.32,3.32,4.33,3.47,2.61,2.46,2.32,2.9,3.47
21187,76.5,81.78,87.07,85.84,84.62,74.66,64.7,69.3,73.91
21189,99.97,99.43,98.89,98.98,99.08,99.32,99.55,99.6,99.65
21191,64.37,69.08,73.8,74.07,74.34,75.08,75.81,72.78,69.74
21193,98.15,98.78,99.4,99.44,99.49,99.43,99.36,99.4,99.43
21195,99.59,99.34,99.08,98.94,98.79,98.49,98.19,98.48,98.76
21197,97.58,95.56,93.54,93.66,93.79,93.11,92.43,92.0,91.57
21199,88.98,89.49,90.0,85.1,80.2,77.42,74.63,77.9,81.16
21201,77.84,79.08,80.32,62.4,44.48,35.8,27.12,42.46,57.81
21203,94.49,94.14,93.79,95.05,96.31,92.25,88.19,89.18,90.17
21205,59.22,59.65,60.08,66.06,72.05,63.94,55.82,54.94,54.06
21207,90.51,87.15,83.79,77.92,72.05,74.71,77.37,82.62,87.88
21209,28.18,22.16,16.14,19.85,23.56,28.88,34.21,31.63,29.05
21211,22.32,24.14,25.95,35.21,44.48,33.73,22.98,20.3,17.63
21213,43.11,41.12,39.13,30.16,21.2,29.04,36.89,36.76,36.62
21215,39.83,36.6,33.37,33.78,34.19,33.76,33.32,32.04,30.77
21217,71.76,77.77,83.79,84.72,85.64,88.36,91.09,87.9,84.7
21219,62.56,50.85,39.13,34.18,29.23,36.72,44.21,45.6,46.99
21221,63.67,64.86,66.06,70.9,75.74,87.04,98.35,98.3,98.25
21223,73.96,68.24,62.53,76.01,89.49,89.11,88.73,84.62,80.5
21225,84.75,83.08,81.41,80.23,79.05,85.56,92.08,95.7,99.33
21227,41.45,42.82,44.19,44.81,45.43,39.38,33.32,32.97,32.61
21229,67.62,71.95,76.28,73.76,71.25,72.24,73.23,78.76,84.28
21231,97.61,97.44,97.26,93.38,89.49,87.72,85.96,90.64,95.32
21233,87.81,86.25,84.69,88.72,92.74,95.7,98.66,98.78,98.89
21235,90.19,85.51,80.83,83.81,86.79,89.18,91.57,90.25,88.93
21237,99.43,99.51,99.59,99.78,99.97,99.97,99.97,99.92,99.87
21239,34.89,32.07,29.26,29.72,30.18,34.26,38.35,33.7,29.05
22001,74.59,72.92,71.25,74.19,77.14,79.1,81.06,80.22,79.38
22003,80.64,85.78,90.93,84.99,79.05,76.84,74.63,77.0,79.38
22005,19.8,17.97,16.14,19.36,22.57,22.49,22.41,20.83,19.25
22007,73.48,76.9,80.32,83.56,86.79,88.32,89.85,75.59,61.34
22009,83.79,78.06,72.33,76.26,80.2,87.28,94.37,94.06,93.76
22011,86.82,87.1,87.39,85.32,83.25,82.6,81.95,75.44,68.92
22013,90.51,88.38,86.25,86.08,85.9,89.16,92.43,88.16,83.9
22015,24.45,23.56,22.67,21.24,19.8,19.24,18.68,22.65,26.63
22017,45.78,46.54,47.31,46.8,46.29,46.73,47.17,56.26,65.35
22019,64.37,62.7,61.03,56.62,52.21,41.59,30.97,32.78,34.58
22021,63.67,51.4,39.13,36.14,33.14,41.79,50.45,59.68,68.92
22023,72.62,66.35,60.08,50.75,41.42,34.27,27.12,39.27,51.42
22025,73.96,57.52,41.07,38.68,36.29,40.76,45.23,53.28,61.34
22027,87.33,85.56,83.79,76.38,68.96,69.98,71.01,55.46,39.9
22029,77.17,48.71,20.25,21.41,22.57,47.9,73.23,79.47,85.71
22031,71.12,68.23,65.33,66.4,67.46,73.64,79.82,80.16,80.5
22033,26.52,29.94,33.37,34.3,35.24,36.8,38.35,36.82,35.28
22035,51.74,57.14,62.53,57.37,52.21,61.61,71.01,68.62,66.24
22037,72.62,65.36,58.1,49.42,40.75,47.84,54.93,52.77,50.62
22039,86.82,89.38,91.95,93.71,95.48,95.46,95.45,95.82,96.18
22041,75.96,77.34,78.73,69.74,60.74,56.84,52.93,51.41,49.89
22043,85.32,82.02,78.73,76.16,73.58,71.61,69.64,74.16,78.68
22045,59.22,59.28,59.34,58.72,58.1,56.96,55.82,57.68,59.53
22047,65.87,71.68,77.49,80.37,83.25,80.14,77.02,66.97,56.92
22049,85.8,89.26,92.71,93.81,94.91,94.42,93.92,89.1,84.28
22051,30.82,30.54,30.25,32.22,34.19,38.85,43.51,47.06,50.62
22053,90.13,85.48,80.83,74.9,68.96,74.39,79.82,67.82,55.81
22055,20.89,18.51,16.14,16.9,17.67,17.18,16.68,17.58,18.49
