FIPS,2014 EPL_SNGPNT,2015 EPL_SNGPNT,2016 EPL_SNGPNT,2017 EPL_SNGPNT,2018 EPL_SNGPNT,2019 EPL_SNGPNT,2020 EPL_SNGPNT
13081,97.45,98.01,98.57,96.9,95.22,97.14,99.05
13083,14.23,14.23,14.23,13.8,13.37,21.93,30.49
13085,46.74,44.54,42.34,23.56,4.78,16.52,28.26
13087,95.32,97.04,98.76,98.44,98.12,98.08,98.03
13089,85.51,85.76,86.02,85.32,84.62,84.7,84.79
13091,91.12,92.92,94.72,90.1,85.48,86.12,86.76
13093,81.22,78.35,75.49,67.44,59.38,65.49,71.61
13095,98.6,98.82,99.04,99.24,99.43,99.4,99.36
13097,94.43,93.48,92.52,93.87,95.22,95.21,95.19
13099,92.04,93.4,94.75,95.75,96.75,97.61,98.47
13101,83.95,90.8,97.64,64.44,31.23,37.2,43.16
13103,71.09,76.0,80.9,74.61,68.32,71.12,73.93
13105,75.99,65.04,54.09,45.11,36.13,43.68,51.24
13107,96.12,96.01,95.89,96.32,96.75,96.29,95.83
13109,95.0,92.84,90.67,93.28,95.89,95.48,95.07
13111,22.48,14.47,6.46,6.28,6.11,16.31,26.51
13113,28.88,26.65,24.42,24.14,23.85,39.6,55.35
13115,46.61,55.18,63.74,69.79,75.84,83.65,91.47
13117,13.12,15.54,17.96,15.93,13.91,20.21,26.51
13119,36.1,36.62,37.15,49.74,62.34,72.23,82.11
13121,79.72,77.27,74.82,73.99,73.16,77.64,82.11
13123,11.62,13.1,14.58,13.1,11.62,33.48,55.35
13125,4.04,2.42,0.8,24.9,49.0,73.17,97.33
13127,85.64,87.55,89.46,85.65,81.85,73.61,65.37
13129,46.64,65.42,84.21,84.02,83.83,81.53,79.22
13131,93.31,91.66,90.0,88.14,86.28,79.52,72.76
13133,44.09,42.86,41.64,44.38,47.12,60.52,73.93
13135,88.06,87.42,86.79,85.7,84.62,83.36,82.11
13137,19.61,21.66,23.72,19.72,15.73,11.44,7.16
13139,72.08,70.78,69.47,68.24,67.02,64.8,62.57
13141,32.54,32.64,32.73,26.04,19.36,54.08,88.8
13143,75.39,81.64,87.9,87.36,86.82,72.96,59.1
13145,21.68,29.61,37.54,33.58,29.61,21.42,13.24
13147,48.49,60.33,72.17,64.07,55.97,39.41,22.85
13149,47.06,53.27,59.47,44.54,29.61,38.38,47.14
13151,95.16,94.97,94.78,94.78,94.78,93.12,91.47
13153,88.28,87.98,87.68,88.72,89.75,87.58,85.42
13155,57.53,61.19,64.85,65.94,67.02,74.56,82.11
13157,38.97,35.53,32.09,38.64,45.18,47.16,49.14
13159,91.6,73.58,55.56,40.46,25.37,36.25,47.14
13161,50.81,70.09,89.37,89.78,90.19,76.38,62.57
13163,91.82,89.94,88.06,82.88,77.71,87.26,96.82
13165,98.06,76.84,55.62,64.39,73.16,44.33,15.5
13167,51.45,60.28,69.12,59.06,49.0,55.04,61.08
13169,70.58,72.03,73.48,69.39,65.3,59.37,53.44
13171,46.42,35.16,23.91,15.84,7.77,7.18,6.59
13173,95.07,96.3,97.52,94.86,92.2,55.46,18.71
13175,83.83,87.22,90.61,91.69,92.77,94.3,95.83
13177,74.85,70.79,66.73,72.22,77.71,82.24,86.76
13179,97.42,97.6,97.77,97.56,97.36,96.8,96.24
13181,54.66,53.24,51.83,55.6,59.38,71.29,83.2
13183,98.69,96.05,93.41,95.29,97.17,97.63,98.09
13185,92.3,89.12,85.93,84.46,83.0,86.39,89.78
13187,23.15,41.82,60.49,50.88,41.26,28.38,15.5
13189,89.88,94.48,99.08,98.73,98.38,96.15,93.92
13191,39.38,56.46,73.54,69.42,65.3,35.08,4.87
13193,81.73,85.12,88.51,79.12,69.72,80.39,91.06
13195,54.82,67.73,80.64,72.97,65.3,73.7,82.11
13197,75.68,76.84,78.0,65.17,52.34,63.14,73.93
13199,70.33,69.82,69.31,72.0,74.69,81.48,88.26
13201,90.58,82.97,75.36,66.56,57.75,65.84,73.93
13205,83.19,80.31,77.43,85.88,94.33,96.88,99.43
13207,31.81,25.22,18.62,15.57,12.51,16.84,21.16
13209,36.74,26.59,16.43,23.83,31.23,53.32,75.4
13211,45.27,49.46,53.65,36.5,19.36,35.3,51.24
13213,83.54,78.97,74.4,64.26,54.12,47.73,41.34
13215,97.07,96.56,96.05,94.81,93.57,94.38,95.19
13217,93.79,95.0,96.21,94.7,93.19,91.48,89.78
13219,24.9,35.0,45.11,46.12,47.12,61.26,75.4
13221,26.52,33.62,40.72,42.95,45.18,66.99,88.8
13223,77.01,80.21,83.41,80.56,77.71,74.66,71.61
13225,70.14,75.81,81.47,87.76,94.05,92.2,90.36
13227,14.42,11.74,9.07,8.8,8.53,15.69,22.85
13229,75.93,79.68,83.44,87.58,91.72,82.24,72.76
13231,76.79,45.06,13.34,8.42,3.5,6.82,10.15
13233,62.11,71.01,79.91,80.88,81.85,84.08,86.31
13235,74.75,71.59,68.42,82.08,95.73,96.53,97.33
13237,72.21,57.0,41.8,29.43,17.06,24.78,32.5
13239,9.87,38.86,67.84,73.45,79.05,44.6,10.15
13241,20.95,19.48,18.02,17.54,17.06,15.15,13.24
13243,97.61,96.94,96.28,95.3,94.33,97.04,99.75
13245,96.75,95.86,94.97,94.08,93.19,95.45,97.71
13247,97.58,97.04,96.5,96.62,96.75,96.86,96.98
13249,93.25,95.88,98.5,95.11,91.72,88.57,85.42
13251,79.11,80.19,81.28,70.33,59.38,68.04,76.7
13253,46.77,60.94,75.1,63.72,52.34,63.14,73.93
13255,80.48,80.74,80.99,87.98,94.97,91.88,88.8
13257,22.64,21.88,21.11,19.61,18.12,32.63,47.14
13259,91.69,90.56,89.43,71.78,54.12,69.14,84.15
13261,97.9,97.94,97.99,97.58,97.17,96.28,95.39
13263,79.27,52.96,26.65,39.5,52.34,67.22,82.11
13265,17.29,31.6,45.91,61.35,76.79,87.63,98.47
13267,90.96,90.28,89.59,91.96,94.33,91.88,89.43
13269,38.75,52.3,65.84,66.43,67.02,83.13,99.24
13271,85.8,85.65,85.51,82.72,79.94,80.55,81.16
13273,96.63,97.02,97.42,98.1,98.79,92.55,86.31
13275,88.92,90.26,91.6,93.74,95.89,95.83,95.77
13277,92.84,95.08,97.33,93.26,89.18,90.32,91.47
13279,92.42,93.44,94.46,93.33,92.2,82.48,72.76
13281,13.18,11.78,10.38,11.88,13.37,11.25,9.13
13283,58.23,46.76,35.28,46.52,57.75,52.44,47.14
13285,96.78,97.07,97.36,95.46,93.57,93.5,93.44
13287,97.77,97.96,98.15,98.82,99.49,96.16,92.84
13289,78.29,70.96,63.64,63.82,63.99,41.35,18.71
13291,2.61,8.49,14.36,17.53,20.69,18.1,15.5
13293,42.57,45.92,49.28,48.2,47.12,44.23,41.34
13295,46.16,51.76,57.37,58.38,59.38,71.29,83.2
13297,66.48,71.92,77.36,78.65,79.94,79.58,79.22
13299,80.01,85.24,90.48,89.28,88.09,87.87,87.65
13301,91.47,85.84,80.2,78.96,77.71,85.82,93.92
13303,79.43,78.6,77.78,82.65,87.52,90.72,93.92
13305,77.11,61.9,46.7,43.16,39.61,52.49,65.37
13307,77.24,79.04,80.83,86.52,92.2,89.26,86.31
13309,94.91,88.82,82.74,44.7,6.65,20.75,34.85
13311,26.36,19.24,12.13,11.18,10.22,22.54,34.85
13313,71.47,74.67,77.87,74.5,71.12,79.96,88.8
13315,74.53,62.0,49.47,48.3,47.12,70.52,93.92
13317,77.33,74.02,70.71,70.22,69.72,55.53,41.34
13319,82.78,81.4,80.01,68.88,57.75,60.16,62.57
13321,87.52,87.9,88.28,90.92,93.57,93.2,92.84
15001,58.74,54.68,50.62,48.87,47.12,41.86,36.6
15003,19.99,18.72,17.45,17.78,18.12,21.44,24.76
15005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15007,21.17,23.1,25.02,29.68,34.35,23.8,13.24
15009,56.64,54.56,52.47,48.82,45.18,47.16,49.14
16001,46.1,45.12,44.13,38.3,32.47,37.82,43.16
16003,40.66,36.6,32.54,24.14,15.73,8.93,2.13
16005,65.33,59.36,53.39,50.26,47.12,52.19,57.26
16007,12.73,11.36,10.0,16.92,23.85,32.6,41.34
16009,48.2,44.12,40.05,42.62,45.18,45.17,45.16
16011,58.1,54.14,50.18,59.95,69.72,60.48,51.24
16013,74.12,81.57,89.02,80.5,71.98,78.7,85.42
16015,6.4,5.88,5.35,8.18,11.02,7.48,3.95
16017,30.69,34.48,38.27,28.82,19.36,23.81,28.26
16019,62.81,59.1,55.4,54.76,54.12,60.7,67.28
16021,21.62,15.0,8.37,6.58,4.78,16.52,28.26
16023,4.17,8.98,13.79,10.57,7.35,15.1,22.85
16025,90.67,89.76,88.86,48.7,8.53,4.93,1.34
16027,76.47,74.66,72.84,70.58,68.32,51.58,34.85
16029,8.56,7.76,6.97,7.37,7.77,8.45,9.13
16031,26.14,44.7,63.26,65.79,68.32,56.74,45.16
16033,99.17,96.22,93.28,95.66,98.03,51.92,5.82
16035,2.83,6.27,9.71,9.96,10.22,6.88,3.53
16037,1.18,7.66,14.14,12.58,11.02,6.78,2.55
16039,41.39,42.8,44.22,54.1,63.99,64.04,64.1
16041,25.79,28.86,31.93,27.89,23.85,12.6,1.34
16043,3.5,5.16,6.81,6.12,5.44,7.28,9.13
16045,42.6,43.98,45.37,57.54,69.72,62.54,55.35
16047,24.83,22.49,20.15,31.72,43.3,59.35,75.4
16049,18.43,12.96,7.48,6.36,5.25,8.28,11.3
16051,45.85,49.19,52.53,38.95,25.37,22.04,18.71
16053,58.58,54.32,50.05,59.18,68.32,66.21,64.1
16055,64.18,65.92,67.65,65.82,63.99,43.42,22.85
16057,9.84,10.33,10.82,10.1,9.39,6.46,3.53
16059,12.45,8.36,4.27,6.4,8.53,16.64,24.76
16061,5.6,7.32,9.04,8.78,8.53,7.56,6.59
16063,19.83,18.66,17.48,20.26,23.05,40.15,57.26
16065,4.52,3.26,2.01,3.17,4.33,5.46,6.59
16067,54.54,62.43,70.33,74.69,79.05,54.77,30.49
16069,53.65,57.47,61.29,66.2,71.12,58.14,45.16
16071,10.7,6.11,1.53,5.88,10.22,12.22,14.23
16073,85.26,80.78,76.31,68.48,60.65,63.96,67.28
16075,67.62,39.18,10.73,17.29,23.85,31.45,39.05
16077,93.0,90.24,87.49,45.58,3.66,34.52,65.37
16079,19.17,15.97,12.77,14.25,15.73,15.62,15.5
16081,64.34,66.11,67.88,43.62,19.36,25.93,32.5
16083,75.17,68.34,61.51,59.63,57.75,53.44,49.14
16085,0.6,1.94,3.28,4.96,6.65,7.54,8.43
16087,77.97,74.26,70.55,80.96,91.37,83.38,75.4
17001,47.47,55.48,63.48,60.61,57.75,57.51,57.26
17003,99.4,97.58,95.77,95.96,96.15,94.05,91.95
17005,34.54,28.28,22.03,15.28,8.53,21.69,34.85
17007,50.46,66.47,82.49,83.98,85.48,77.05,68.62
17009,20.63,27.1,33.56,30.11,26.65,23.9,21.16
17011,53.39,60.95,68.51,70.24,71.98,66.53,61.08
17013,7.0,4.96,2.93,4.09,5.25,4.6,3.95
17015,36.23,27.29,18.34,17.04,15.73,14.98,14.23
17017,66.25,67.94,69.63,74.78,79.94,64.54,49.14
17019,39.54,42.6,45.65,39.06,32.47,46.78,61.08
17021,56.73,68.02,79.31,73.82,68.32,55.74,43.16
17023,59.22,61.44,63.67,66.0,68.32,59.78,51.24
17025,71.06,77.38,83.7,88.24,92.77,57.81,22.85
17027,42.02,39.1,36.17,37.04,37.92,37.26,36.6
17029,62.85,59.94,57.02,65.09,73.16,58.16,43.16
17031,66.63,65.85,65.07,62.86,60.65,63.96,67.28
17033,30.05,36.48,42.92,45.02,47.12,47.13,47.14
17035,18.24,30.34,42.44,36.84,31.23,16.78,2.32
17037,54.0,61.68,69.37,72.03,74.69,70.03,65.37
17039,24.48,26.2,27.92,34.59,41.26,33.01,24.76
17041,32.41,23.53,14.65,29.92,45.18,34.97,24.76
17043,16.84,16.49,16.14,15.93,15.73,22.0,28.26
17045,69.37,69.82,70.26,76.06,81.85,70.47,59.1
17047,37.6,40.24,42.88,35.4,27.92,27.22,26.51
17049,58.64,51.52,44.41,45.76,47.12,49.18,51.24
17051,30.18,39.04,47.91,49.22,50.53,57.32,64.1
17053,15.06,31.2,47.34,60.25,73.16,70.22,67.28
17055,70.61,67.32,64.02,69.36,74.69,58.92,43.16
17057,50.21,62.62,75.04,80.26,85.48,58.99,32.5
17059,31.58,47.88,64.18,76.96,89.75,91.29,92.84
17061,43.74,47.12,50.49,52.3,54.12,58.34,62.57
17063,69.66,52.32,34.99,38.12,41.26,58.33,75.4
17065,24.58,18.2,11.81,17.43,23.05,39.2,55.35
17067,24.51,22.94,21.36,24.01,26.65,28.57,30.49
17069,48.3,28.51,8.72,8.24,7.77,13.9,20.02
17071,61.7,73.51,85.32,55.98,26.65,18.4,10.15
17073,40.02,34.0,27.98,30.22,32.47,45.78,59.1
17075,38.81,43.26,47.72,41.92,36.13,30.44,24.76
17077,38.52,34.48,30.44,48.73,67.02,74.56,82.11
17079,16.05,10.78,5.51,8.26,11.02,19.64,28.26
17081,57.75,63.36,68.96,72.88,76.79,79.99,83.2
17083,65.84,57.69,49.54,31.72,13.91,16.96,20.02
17085,32.44,27.99,23.53,16.88,10.22,20.36,30.49
17087,12.26,16.48,20.69,26.58,32.47,50.54,68.62
17089,54.98,56.41,57.85,60.1,62.34,56.79,51.24
17091,88.89,87.09,85.29,82.17,79.05,82.23,85.42
17093,36.96,47.62,58.29,58.83,59.38,61.74,64.1
17095,68.35,62.44,56.54,53.54,50.53,49.83,49.14
17097,49.16,49.46,49.76,48.44,47.12,48.13,49.14
17099,56.99,51.96,46.93,55.46,63.99,60.62,57.26
17101,38.11,50.86,63.61,66.66,69.72,52.28,34.85
17103,39.61,45.22,50.84,41.66,32.47,33.66,34.85
17105,64.72,69.07,73.42,78.21,83.0,76.57,70.15
17107,79.24,77.32,75.39,48.78,22.16,19.77,17.38
17109,47.02,43.39,39.76,36.11,32.47,28.62,24.76
17111,31.45,30.38,29.32,30.9,32.47,39.8,47.14
17113,31.1,29.99,28.88,29.24,29.61,41.52,53.44
17115,77.68,79.9,82.11,79.91,77.71,74.66,71.61
17117,41.67,46.56,51.45,48.32,45.18,44.17,43.16
17119,55.05,57.18,59.31,56.72,54.12,59.11,64.1
17121,88.0,84.15,80.29,82.45,84.62,69.98,55.35
17123,13.37,13.82,14.26,17.48,20.69,17.46,14.23
17125,62.02,62.26,62.5,65.41,68.32,52.46,36.6
17127,26.58,37.61,48.65,55.5,62.34,44.42,26.51
17129,27.16,48.33,69.5,63.62,57.75,46.3,34.85
17131,75.29,52.2,29.1,36.2,43.3,35.78,28.26
17133,13.5,12.18,10.86,11.24,11.62,16.39,21.16
17135,71.19,70.86,70.52,53.32,36.13,25.18,14.23
17137,65.81,67.36,68.9,70.01,71.12,71.94,72.76
17139,55.65,46.05,36.45,25.18,13.91,22.2,30.49
17141,36.68,41.92,47.15,53.9,60.65,51.9,43.16
17143,84.72,81.69,78.67,81.64,84.62,82.41,80.2
17145,38.01,51.9,65.78,67.75,69.72,80.39,91.06
17147,10.73,14.42,18.12,16.92,15.73,12.43,9.13
17149,49.54,42.06,34.57,46.16,57.75,69.46,81.16
17151,11.56,11.26,10.95,6.14,1.34,45.56,89.78
17153,34.42,25.74,17.06,17.59,18.12,41.74,65.37
17155,14.77,20.23,25.69,34.49,43.3,43.23,43.16
17157,66.35,56.38,46.42,48.48,50.53,55.8,61.08
17159,40.4,39.35,38.3,37.21,36.13,36.36,36.6
17161,78.61,79.1,79.59,83.2,86.82,84.46,82.11
17163,90.16,90.52,90.89,87.36,83.83,84.62,85.42
17165,45.46,58.86,72.27,80.18,88.09,84.62,81.16
17167,76.35,75.32,74.28,77.53,80.77,82.78,84.79
17169,36.49,56.16,75.84,77.44,79.05,50.95,22.85
17171,73.48,63.76,54.03,50.58,47.12,48.13,49.14
17173,15.47,25.58,35.69,26.9,18.12,16.81,15.5
17175,5.76,12.48,19.2,30.23,41.26,24.48,7.7
17177,69.09,78.94,88.79,91.18,93.57,90.16,86.76
17179,41.23,39.17,37.12,40.21,43.3,36.9,30.49
17181,43.97,42.06,40.15,53.59,67.02,55.09,43.16
17183,85.07,86.26,87.46,88.1,88.73,89.9,91.06
17185,7.26,13.31,19.36,19.36,19.36,41.73,64.1
17187,68.32,56.76,45.21,55.26,65.3,63.94,62.57
17189,10.25,16.85,23.46,23.65,23.85,31.45,39.05
17191,40.34,30.47,20.6,26.53,32.47,26.24,20.02
17193,42.66,45.34,48.01,55.18,62.34,68.13,73.93
17195,52.53,51.85,51.16,51.75,52.34,60.48,68.62
17197,52.91,51.99,51.07,49.1,47.12,50.28,53.44
17199,59.92,60.4,60.87,62.43,63.99,67.07,70.15
17201,89.53,90.29,91.05,90.62,90.19,89.22,88.26
17203,25.34,20.65,15.95,19.06,22.16,32.66,43.16
18001,32.92,36.8,40.69,40.98,41.26,34.76,28.26
18003,81.06,82.06,83.06,84.67,86.28,83.72,81.16
18005,56.32,55.48,54.63,58.48,62.34,61.71,61.08
18007,45.3,50.52,55.75,66.73,77.71,82.01,86.31
18009,86.15,73.86,61.57,59.66,57.75,48.4,39.05
18011,26.97,26.97,26.97,32.44,37.92,43.53,49.14
18013,50.05,44.89,39.73,29.54,19.36,30.35,41.34
18015,10.54,14.42,18.31,16.59,14.87,22.68,30.49
18017,64.76,58.38,51.99,62.58,73.16,72.39,71.61
18019,52.72,45.19,37.66,42.39,47.12,49.18,51.24
18021,37.57,45.92,54.28,60.65,67.02,74.09,81.16
18023,55.62,56.12,56.61,54.48,52.34,49.74,47.14
18025,67.81,70.96,74.12,52.68,31.23,21.26,11.3
18027,19.77,28.88,37.98,40.64,43.3,39.07,34.85
18029,46.26,51.16,56.06,55.09,54.12,56.61,59.1
18031,82.3,86.72,91.15,79.09,67.02,36.8,6.59
18033,52.28,54.9,57.53,72.81,88.09,71.72,55.35
18035,67.08,62.04,56.99,59.66,62.34,69.52,76.7
18037,32.25,28.61,24.96,29.65,34.35,29.56,24.76
18039,87.84,88.58,89.33,89.03,88.73,85.42,82.11
18041,69.85,74.77,79.69,76.43,73.16,78.66,84.15
18043,71.03,67.92,64.82,66.57,68.32,69.24,70.15
18045,42.28,31.14,19.99,18.52,17.06,31.11,45.16
18047,39.86,43.03,46.2,60.45,74.69,60.92,47.14
18049,44.54,39.88,35.21,29.53,23.85,18.55,13.24
18051,24.99,35.22,45.46,55.38,65.3,58.27,51.24
18053,76.19,79.07,81.95,86.66,91.37,84.04,76.7
18055,38.27,32.24,26.2,31.16,36.13,34.32,32.5
18057,36.13,36.18,36.23,37.08,37.92,45.68,53.44
18059,49.79,50.88,51.96,44.04,36.13,36.36,36.6
18061,55.78,51.61,47.44,39.96,32.47,23.35,14.23
18063,34.32,37.57,40.82,46.58,52.34,51.79,51.24
18065,58.68,61.74,64.79,64.39,63.99,55.56,47.14
18067,74.02,76.49,78.96,76.82,74.69,75.04,75.4
18069,22.51,19.58,16.65,21.01,25.37,38.3,51.24
18071,69.72,65.25,60.78,65.25,69.72,66.15,62.57
18073,47.53,46.0,44.48,47.5,50.53,47.84,45.16
18075,72.68,70.12,67.56,71.7,75.84,54.17,32.5
18077,93.22,90.8,88.38,87.95,87.52,78.07,68.62
18079,86.6,81.34,76.09,65.1,54.12,56.61,59.1
18081,52.88,59.46,66.03,66.53,67.02,65.56,64.1
18083,67.27,71.26,75.26,80.37,85.48,87.14,88.8
18085,29.48,36.76,44.03,50.0,55.97,62.3,68.62
18087,15.85,16.62,17.38,22.65,27.92,29.2,30.49
18089,87.93,88.87,89.81,89.5,89.18,88.99,88.8
18091,66.03,70.96,75.9,76.81,77.71,77.2,76.7
18093,53.2,53.85,54.5,52.52,50.53,49.83,49.14
18095,68.04,73.28,78.51,81.56,84.62,84.38,84.15
18097,94.11,93.24,92.36,91.28,90.19,88.92,87.65
18099,27.63,27.28,26.93,24.54,22.16,23.46,24.76
18101,30.25,33.43,36.61,42.8,49.0,36.88,24.76
18103,62.37,62.4,62.43,68.56,74.69,68.63,62.57
18105,34.51,34.64,34.77,35.45,36.13,40.64,45.16
18107,65.04,61.16,57.27,58.96,60.65,61.61,62.57
18109,42.22,42.17,42.12,45.56,49.0,48.07,47.14
18111,47.5,46.69,45.88,56.45,67.02,64.05,61.08
18113,64.88,69.69,74.5,69.24,63.99,49.42,34.85
18115,40.18,28.68,17.19,12.48,7.77,11.64,15.5
18117,47.76,55.32,62.88,68.02,73.16,83.54,93.92
18119,53.1,41.98,30.85,33.49,36.13,25.82,15.5
18121,6.53,7.36,8.18,9.2,10.22,9.68,9.13
18123,30.66,39.02,47.37,57.19,67.02,42.2,17.38
18125,9.3,11.24,13.18,10.48,7.77,8.45,9.13
18127,49.25,50.4,51.54,55.46,59.38,60.23,61.08
18129,65.14,49.22,33.3,23.34,13.37,19.06,24.76
18131,24.8,31.46,38.11,37.12,36.13,59.12,82.11
18133,60.78,56.91,53.04,54.5,55.97,43.23,30.49
18135,57.5,65.6,73.7,68.84,63.99,61.54,59.1
18137,23.91,26.2,28.49,38.74,49.0,55.04,61.08
18139,59.76,71.8,83.83,67.18,50.53,37.64,24.76
18141,79.02,76.49,73.96,74.9,75.84,73.0,70.15
18143,77.84,51.54,25.25,33.26,41.26,51.17,61.08
18145,81.34,71.38,61.41,60.4,59.38,47.11,34.85
18147,5.83,5.4,4.97,7.18,9.39,9.77,10.15
18149,61.54,48.01,34.48,28.76,23.05,20.22,17.38
18151,62.5,48.57,34.64,37.95,41.26,23.54,5.82
18153,52.34,68.2,84.05,81.99,79.94,78.32,76.7
18155,77.17,76.06,74.94,70.12,65.3,55.23,45.16
18157,53.17,52.66,52.15,53.14,54.12,55.69,57.26
18159,62.91,44.98,27.06,22.59,18.12,17.75,17.38
18161,17.35,24.4,31.45,29.68,27.92,38.53,49.14
18163,82.68,82.68,82.68,79.74,76.79,78.0,79.22
18165,71.31,72.14,72.97,77.41,81.85,84.3,86.76
18167,75.55,72.97,70.39,74.05,77.71,71.54,65.37
18169,49.98,46.91,43.84,46.42,49.0,57.18,65.37
18171,35.98,45.18,54.38,57.52,60.65,34.17,7.7
18173,11.43,21.32,31.2,32.78,34.35,38.76,43.16
18175,76.38,67.96,59.54,64.63,69.72,61.58,53.44
18177,80.2,78.0,75.8,81.94,88.09,84.15,80.2
18179,61.16,62.62,64.09,51.85,39.61,46.52,53.44
18181,30.56,24.51,18.47,24.04,29.61,30.05,30.49
18183,44.38,42.56,40.75,43.94,47.12,55.61,64.1
19001,25.41,35.6,45.78,37.7,29.61,28.94,28.26
19003,6.14,8.13,10.12,7.45,4.78,6.24,7.7
19005,6.11,6.2,6.3,8.26,10.22,9.68,9.13
19007,17.8,12.96,8.12,11.02,13.91,15.65,17.38
19009,22.83,17.23,11.62,17.74,23.85,30.22,36.6
19011,28.84,26.44,24.04,25.98,27.92,32.26,36.6
19013,50.27,51.91,53.55,61.64,69.72,62.54,55.35
19015,37.92,33.96,29.99,29.8,29.61,20.98,12.35
19017,12.8,10.84,8.88,12.97,17.06,31.11,45.16
19019,5.99,11.0,16.01,35.99,55.97,36.68,17.38
19021,66.0,77.53,89.05,85.45,81.85,55.06,28.26
19023,10.41,9.44,8.47,11.67,14.87,29.02,43.16
19025,56.54,53.77,51.0,54.37,57.75,56.55,55.35
19027,55.14,49.79,44.44,39.4,34.35,40.74,47.14
19029,53.84,56.18,58.52,47.32,36.13,26.76,17.38
19031,35.53,25.82,16.11,12.32,8.53,13.62,18.71
19033,39.83,41.02,42.22,52.28,62.34,51.84,41.34
19035,27.19,29.46,31.74,42.93,54.12,50.63,47.14
19037,51.86,46.51,41.17,25.28,9.39,6.67,3.95
19039,56.92,47.2,37.47,35.91,34.35,34.6,34.85
19041,34.19,45.97,57.75,56.86,55.97,54.71,53.44
19043,32.03,36.2,40.37,35.8,31.23,27.04,22.85
19045,60.55,66.06,71.57,70.64,69.72,70.67,71.61
19047,41.01,44.44,47.88,55.94,63.99,76.12,88.26
19049,44.6,32.68,20.76,19.44,18.12,16.81,15.5
19051,56.1,58.95,61.8,41.98,22.16,22.5,22.85
19053,50.08,47.01,43.94,42.6,41.26,29.32,17.38
19055,37.38,50.29,63.2,43.53,23.85,15.5,7.16
19057,86.95,89.45,91.95,91.66,91.37,93.8,96.24
19059,13.4,17.83,22.25,33.72,45.18,32.6,20.02
19061,45.56,50.83,56.1,56.04,55.97,58.53,61.08
19063,40.72,44.34,47.95,58.14,68.32,45.58,22.85
19065,22.38,39.51,56.64,67.18,77.71,51.24,24.76
19067,68.07,55.19,42.31,44.72,47.12,35.94,24.76
19069,67.84,74.7,81.57,77.36,73.16,66.13,59.1
19071,47.09,43.74,40.4,28.73,17.06,15.15,13.24
19073,43.78,38.08,32.38,35.99,39.61,38.1,36.6
19075,20.92,20.82,20.73,21.44,22.16,21.09,20.02
19077,46.7,44.47,42.25,48.18,54.12,49.64,45.16
19079,38.78,30.02,21.27,15.33,9.39,17.95,26.51
19081,21.52,14.68,7.83,9.72,11.62,19.94,28.26
19083,3.6,9.83,16.05,14.98,13.91,24.38,34.85
19085,17.73,25.43,33.14,36.38,39.61,33.06,26.51
19087,61.67,67.33,73.0,79.91,86.82,74.69,62.57
19089,33.37,27.78,22.19,34.66,47.12,26.3,5.47
19091,81.09,76.71,72.33,49.49,26.65,23.9,21.16
19093,54.7,43.94,33.17,26.26,19.36,14.76,10.15
19095,19.68,31.46,43.23,30.68,18.12,29.73,41.34
19097,40.91,55.3,69.69,67.49,65.3,47.9,30.49
19099,41.99,43.87,45.75,48.14,50.53,54.81,59.1
19101,18.97,18.26,17.54,27.73,37.92,25.58,13.24
19103,27.67,26.42,25.18,22.27,19.36,22.06,24.76
19105,55.01,49.49,43.97,29.85,15.73,35.54,55.35
19107,8.98,10.02,11.05,12.96,14.87,18.02,21.16
19109,4.36,11.4,18.43,32.78,47.12,34.14,21.16
19111,63.07,66.24,69.4,72.62,75.84,61.49,47.14
19113,56.0,52.34,48.68,54.67,60.65,61.61,62.57
19115,38.3,45.9,53.49,45.7,37.92,28.32,18.71
19117,17.89,19.81,21.74,26.49,31.23,23.36,15.5
19119,3.47,7.42,11.37,13.55,15.73,12.43,9.13
19121,23.43,19.6,15.76,18.96,22.16,34.65,47.14
19123,35.5,49.9,64.31,68.14,71.98,59.56,47.14
19125,12.42,12.04,11.65,20.63,29.61,42.48,55.35
19127,49.0,47.2,45.4,53.02,60.65,58.96,57.26
19129,37.89,33.82,29.74,32.94,36.13,34.32,32.5
19131,12.67,9.6,6.53,12.94,19.36,35.3,51.24
19133,14.65,17.35,20.06,36.2,52.34,36.75,21.16
19135,23.56,30.1,36.64,28.0,19.36,12.59,5.82
19137,92.93,93.12,93.31,93.04,92.77,56.96,21.16
19139,68.64,71.96,75.29,78.03,80.77,79.45,78.13
19141,4.27,7.24,10.22,12.54,14.87,11.02,7.16
19143,16.91,16.02,15.12,23.8,32.47,41.86,51.24
19145,31.36,29.48,27.6,29.42,31.23,37.2,43.16
19147,26.87,22.27,17.67,15.09,12.51,10.47,8.43
19149,22.19,37.8,53.42,60.22,67.02,46.76,26.51
19151,26.46,22.74,19.01,16.94,14.87,16.79,18.71
19153,71.7,74.48,77.27,74.63,71.98,72.96,73.93
19155,78.13,81.39,84.65,80.72,76.79,75.36,73.93
19157,33.72,39.91,46.1,42.86,39.61,39.33,39.05
19159,9.77,20.18,30.6,29.26,27.92,41.64,55.35
19161,7.64,13.78,19.93,38.84,57.75,48.4,39.05
19163,68.26,67.4,66.54,65.92,65.3,69.62,73.93
19165,9.61,9.12,8.63,27.88,47.12,34.98,22.85
19167,25.02,26.25,27.48,19.99,12.51,11.9,11.3
19169,4.39,5.65,6.91,7.13,7.35,9.32,11.3
