FIPS,2014 EPL_SNGPNT,2015 EPL_SNGPNT,2016 EPL_SNGPNT,2017 EPL_SNGPNT,2018 EPL_SNGPNT,2019 EPL_SNGPNT,2020 EPL_SNGPNT
27017,60.68,62.34,63.99,63.17,62.34,58.84,55.35
27019,11.33,14.16,17.0,19.58,22.16,24.34,26.51
27021,64.06,59.4,54.73,58.54,62.34,49.47,36.6
27023,54.38,41.68,28.97,41.54,54.12,61.37,68.62
27025,40.78,37.38,33.97,38.64,43.3,32.23,21.16
27027,45.91,40.54,35.18,39.24,43.3,48.37,53.44
27029,44.67,42.64,40.62,40.94,41.26,33.88,26.51
27031,27.28,20.2,13.12,20.52,27.92,20.58,13.24
27033,31.77,31.77,31.77,32.12,32.47,33.66,34.85
27035,50.59,55.82,61.06,55.79,50.53,41.52,32.5
27037,58.29,58.24,58.2,61.1,63.99,67.07,70.15
27039,71.98,71.01,70.04,74.54,79.05,69.08,59.1
27041,19.29,16.7,14.1,17.4,20.69,18.1,15.5
27043,36.71,35.53,34.35,34.35,34.35,34.6,34.85
27045,25.57,25.47,25.37,23.03,20.69,19.04,17.38
27047,61.06,64.15,67.24,70.2,73.16,67.12,61.08
27049,43.23,41.34,39.45,38.68,37.92,39.63,41.34
27051,59.09,43.92,28.75,32.44,36.13,29.49,22.85
27053,46.86,44.73,42.6,37.53,32.47,42.96,53.44
27055,27.83,32.89,37.95,30.5,23.05,27.78,32.5
27057,11.91,15.49,19.07,26.71,34.35,27.18,20.02
27059,47.85,47.63,47.41,54.87,62.34,43.55,24.76
27061,32.51,33.52,34.54,29.96,25.37,22.04,18.71
27063,20.76,31.18,41.61,31.15,20.69,17.46,14.23
27065,44.92,45.11,45.3,45.24,45.18,26.44,7.7
27067,45.14,52.83,60.52,57.32,54.12,57.6,61.08
27069,23.75,23.32,22.89,16.96,11.02,25.04,39.05
27071,26.74,44.03,61.32,60.35,59.38,42.07,24.76
27073,16.3,15.9,15.5,17.43,19.36,17.43,15.5
27075,14.8,16.73,18.66,15.58,12.51,28.84,45.16
27077,17.83,19.77,21.71,31.49,41.26,29.32,17.38
27079,51.54,45.27,39.0,36.68,34.35,36.7,39.05
27081,8.21,12.96,17.7,14.66,11.62,13.56,15.5
27083,55.11,48.25,41.39,56.68,71.98,68.04,64.1
27085,33.59,42.76,51.93,56.29,60.65,34.54,8.43
27087,96.94,96.62,96.31,95.64,94.97,93.02,91.06
27089,16.81,16.33,15.85,16.46,17.06,28.06,39.05
27091,53.33,69.09,84.85,73.6,62.34,49.47,36.6
27093,20.28,27.51,34.73,34.54,34.35,28.6,22.85
27095,83.7,85.02,86.34,88.26,90.19,84.16,78.13
27097,32.19,44.03,55.87,53.2,50.53,39.4,28.26
27099,77.4,79.1,80.8,73.05,65.3,69.03,72.76
27101,15.22,16.08,16.94,14.28,11.62,16.39,21.16
27103,74.72,63.5,52.28,59.65,67.02,71.86,76.7
27105,76.54,74.65,72.75,76.76,80.77,83.54,86.31
27107,10.98,20.2,29.42,23.24,17.06,17.22,17.38
27109,51.29,54.32,57.34,53.94,50.53,43.56,36.6
27111,11.88,12.56,13.24,14.48,15.73,24.12,32.5
27113,58.07,56.16,54.25,66.65,79.05,77.22,75.4
27115,57.21,47.52,37.82,35.14,32.47,21.88,11.3
27117,47.88,48.5,49.12,34.9,20.69,28.64,36.6
27119,56.77,43.35,29.93,33.03,36.13,42.64,49.14
27121,5.54,4.06,2.58,6.4,10.22,10.18,10.15
27123,72.3,71.8,71.31,71.65,71.98,64.62,57.26
27125,42.53,39.81,37.09,28.89,20.69,28.64,36.6
27127,34.73,33.28,31.84,41.18,50.53,39.4,28.26
27129,36.87,30.82,24.77,27.19,29.61,28.06,26.51
27131,75.14,67.4,59.66,57.82,55.97,54.71,53.44
27133,64.66,44.08,23.5,27.36,31.23,39.18,47.14
27135,75.42,62.2,48.97,49.75,50.53,63.62,76.7
27137,59.5,56.1,52.69,46.15,39.61,33.94,28.26
27139,23.4,28.7,34.0,31.8,29.61,39.38,49.14
27141,55.75,63.39,71.03,67.51,63.99,62.54,61.08
27143,31.07,40.22,49.38,36.61,23.85,14.36,4.87
27145,39.19,46.75,54.31,56.03,57.75,49.54,41.34
27147,57.15,55.78,54.41,50.77,47.12,35.94,24.76
27149,5.73,5.33,4.93,4.46,3.98,4.9,5.82
27151,30.79,46.07,61.35,61.0,60.65,69.94,79.22
27153,23.62,26.76,29.89,24.0,18.12,23.19,28.26
27155,2.67,7.28,11.88,23.12,34.35,28.6,22.85
27157,22.41,23.26,24.1,21.73,19.36,25.93,32.5
27159,67.97,75.3,82.62,87.0,91.37,86.74,82.11
27161,36.99,35.03,33.08,47.71,62.34,60.72,59.1
27163,55.81,52.61,49.41,47.3,45.18,46.16,47.14
27165,43.14,54.87,66.6,65.95,65.3,62.2,59.1
27167,12.58,31.84,51.1,56.72,62.34,65.48,68.62
27169,4.33,8.8,13.28,13.32,13.37,13.8,14.23
27171,61.92,59.79,57.66,46.9,36.13,32.2,28.26
27173,34.22,44.69,55.17,67.97,80.77,80.96,81.16
28001,94.52,95.64,96.75,95.86,94.97,95.18,95.39
28003,58.96,57.09,55.21,42.41,29.61,47.49,65.37
28005,7.74,17.65,27.57,45.78,63.99,70.34,76.7
28007,86.06,81.22,76.38,80.93,85.48,89.46,93.44
28009,30.37,32.49,34.61,29.99,25.37,35.26,45.16
28011,99.2,99.04,98.89,98.87,98.85,98.84,98.82
28013,81.25,79.38,77.52,84.24,90.96,83.18,75.4
28015,20.15,15.38,10.6,8.98,7.35,13.68,20.02
28017,95.77,96.16,96.56,95.89,95.22,97.26,99.3
28019,34.35,34.86,35.37,25.55,15.73,16.56,17.38
28021,99.08,99.18,99.27,98.95,98.63,87.02,75.4
28023,84.43,81.27,78.1,76.97,75.84,86.33,96.82
28025,98.44,97.94,97.45,97.1,96.75,97.16,97.58
28027,99.71,99.57,99.43,99.18,98.92,98.87,98.82
28029,73.58,81.68,89.78,89.26,88.73,87.74,86.76
28031,87.62,87.74,87.87,81.86,75.84,84.88,93.92
28033,85.0,86.12,87.23,82.47,77.71,80.93,84.15
28035,93.98,95.28,96.59,95.78,94.97,95.6,96.24
28037,91.95,89.05,86.15,80.99,75.84,80.63,85.42
28039,57.62,41.8,25.98,16.04,6.11,31.68,57.26
28041,21.01,26.66,32.31,23.11,13.91,35.58,57.26
28043,81.44,88.98,96.53,94.65,92.77,94.08,95.39
28045,63.55,71.7,79.85,84.29,88.73,90.79,92.84
28047,89.81,91.24,92.68,93.12,93.57,94.32,95.07
28049,98.66,98.47,98.28,97.96,97.64,97.4,97.17
28051,99.68,99.79,99.9,99.84,99.78,99.81,99.84
28053,98.54,98.19,97.84,98.14,98.44,98.33,98.22
28055,8.44,13.4,18.37,16.62,14.87,28.11,41.34
28057,18.34,41.9,65.46,65.38,65.3,50.08,34.85
28059,67.43,65.74,64.06,70.88,77.71,82.68,87.65
28061,94.01,92.92,91.82,92.5,93.19,94.29,95.39
28063,99.62,99.24,98.85,97.37,95.89,97.15,98.41
28065,94.59,96.2,97.8,80.9,63.99,51.52,39.05
28067,94.08,93.0,91.91,91.82,91.72,92.82,93.92
28069,68.93,81.63,94.33,96.38,98.44,98.68,98.92
28071,72.17,59.56,46.96,47.04,47.12,50.28,53.44
28073,90.77,91.51,92.26,84.05,75.84,78.5,81.16
28075,97.68,96.96,96.24,93.22,90.19,93.76,97.33
28077,69.75,59.12,48.49,52.23,55.97,53.6,51.24
28079,96.08,92.42,88.76,92.55,96.34,95.51,94.68
28081,89.68,89.49,89.3,87.39,85.48,82.84,80.2
28083,99.65,99.56,99.46,99.46,99.46,99.57,99.68
28085,88.35,87.78,87.2,85.1,83.0,77.31,71.61
28087,83.92,88.33,92.74,93.76,94.78,93.36,91.95
28089,82.84,82.57,82.3,81.54,80.77,79.99,79.22
28091,95.19,89.04,82.9,75.61,68.32,55.74,43.16
28093,90.32,86.74,83.16,77.14,71.12,78.94,86.76
28095,76.41,76.58,76.76,69.55,62.34,62.45,62.57
28097,87.2,90.04,92.87,95.22,97.58,91.18,84.79
28099,96.15,96.6,97.04,97.2,97.36,92.81,88.26
28101,95.42,96.58,97.74,96.64,95.54,89.37,83.2
28103,97.52,97.4,97.29,95.81,94.33,97.14,99.94
28105,74.05,72.82,71.6,61.06,50.53,66.86,83.2
28107,75.04,82.11,89.18,84.12,79.05,80.1,81.16
28109,78.89,70.32,61.76,59.76,57.75,64.68,71.61
28111,73.16,73.88,74.59,64.36,54.12,66.67,79.22
28113,94.24,96.18,98.12,96.92,95.73,92.0,88.26
28115,88.44,90.06,91.69,91.32,90.96,80.55,70.15
28117,76.7,71.45,66.19,55.69,45.18,61.65,78.13
28119,94.49,94.49,94.49,92.34,90.19,89.5,88.8
28121,63.8,60.35,56.89,53.71,50.53,64.88,79.22
28123,99.01,99.09,99.17,99.08,98.98,98.46,97.93
28125,95.7,93.04,90.39,81.18,71.98,84.48,96.98
28127,85.2,80.17,75.14,74.15,73.16,56.1,39.05
28129,95.38,90.05,84.72,59.54,34.35,35.48,36.6
28131,85.93,88.46,90.99,73.48,55.97,64.37,72.76
28133,97.99,98.62,99.24,98.92,98.6,99.02,99.43
28135,98.38,94.67,90.96,93.56,96.15,93.81,91.47
28137,88.79,91.68,94.56,85.68,76.79,74.78,72.76
28139,83.51,72.84,62.18,70.62,79.05,74.6,70.15
28141,40.24,34.74,29.23,22.05,14.87,17.44,20.02
28143,99.49,99.49,99.49,99.58,99.68,99.64,99.59
28145,79.37,63.67,47.98,57.5,67.02,67.15,67.28
28147,61.32,60.03,58.74,68.23,77.71,60.43,43.16
28149,92.33,93.49,94.65,92.42,90.19,92.69,95.19
28151,99.27,99.0,98.73,98.04,97.36,97.6,97.84
28153,67.05,77.54,88.03,86.76,85.48,89.46,93.44
28155,93.19,90.07,86.95,86.22,85.48,74.79,64.1
28157,90.39,88.0,85.61,68.97,52.34,74.76,97.17
28159,98.19,96.78,95.38,88.07,80.77,80.49,80.2
28161,64.95,77.53,90.1,77.04,63.99,48.24,32.5
28163,99.43,99.42,99.4,99.02,98.63,98.1,97.58
29001,15.44,13.06,10.67,15.02,19.36,36.4,53.44
29003,17.67,24.34,31.01,26.58,22.16,24.34,26.51
29005,23.5,19.95,16.4,13.71,11.02,14.2,17.38
29007,67.59,62.91,58.23,51.7,45.18,56.9,68.62
29009,37.54,31.74,25.95,34.62,43.3,42.32,41.34
29011,19.55,29.24,38.94,53.63,68.32,61.83,55.35
29013,53.71,56.66,59.6,63.96,68.32,62.79,57.26
29015,12.51,12.6,12.7,8.98,5.25,13.2,21.16
29017,25.92,27.38,28.84,24.1,19.36,15.86,12.35
29019,42.88,39.84,36.8,34.64,32.47,39.8,47.14
29021,80.23,81.87,83.51,82.14,80.77,74.69,68.62
29023,66.32,70.04,73.77,72.45,71.12,69.2,67.28
29025,53.04,42.9,32.76,30.34,27.92,27.22,26.51
29027,69.18,62.56,55.94,61.48,67.02,56.09,45.16
29029,28.14,18.29,8.44,6.61,4.78,6.24,7.7
29031,54.41,43.38,32.35,36.8,41.26,38.93,36.6
29033,25.37,43.09,60.81,54.9,49.0,37.76,26.51
29035,18.56,42.23,65.9,73.88,81.85,57.18,32.5
29037,54.47,53.4,52.34,51.43,50.53,50.89,51.24
29039,20.25,27.54,34.83,51.58,68.32,41.91,15.5
29041,18.53,12.16,5.79,6.22,6.65,8.98,11.3
29043,51.99,55.7,59.41,54.97,50.53,43.56,36.6
29045,13.66,35.25,56.83,58.74,60.65,36.94,13.24
29047,69.98,66.36,62.75,60.25,57.75,65.84,73.93
29049,74.5,81.25,88.0,87.76,87.52,72.39,57.26
29051,83.13,78.21,73.29,75.04,76.79,70.45,64.1
29053,59.28,57.09,54.89,58.61,62.34,67.55,72.76
29055,86.56,78.73,70.9,62.51,54.12,50.63,47.14
29057,70.36,58.6,46.83,47.92,49.0,35.08,21.16
29059,61.8,55.42,49.03,57.16,65.3,57.22,49.14
29061,8.76,7.92,7.07,10.97,14.87,20.69,26.51
29063,10.16,11.56,12.96,15.54,18.12,31.64,45.16
29065,70.04,50.96,31.87,34.89,37.92,56.66,75.4
29067,22.03,17.62,13.21,9.93,6.65,7.89,9.13
29069,87.81,91.74,95.67,93.94,92.2,91.28,90.36
29071,45.75,46.05,46.35,47.68,49.0,47.08,45.16
29073,19.26,20.44,21.62,15.5,9.39,27.28,45.16
29075,8.79,11.21,13.63,15.34,17.06,32.1,47.14
29077,52.09,51.74,51.38,46.32,41.26,41.3,41.34
29079,56.7,42.63,28.56,37.84,47.12,41.86,36.6
29081,20.18,32.12,44.06,66.9,89.75,82.58,75.4
29083,38.94,34.82,30.69,31.58,32.47,47.52,62.57
29085,17.13,11.28,5.44,4.55,3.66,3.44,3.21
29087,14.04,16.14,18.24,20.2,22.16,25.21,28.26
29089,33.91,39.12,44.32,45.72,47.12,54.84,62.57
29091,70.42,70.64,70.87,59.0,47.12,39.81,32.5
29093,78.32,76.2,74.08,63.21,52.34,66.27,80.2
29095,84.18,84.58,84.97,84.8,84.62,82.89,81.16
29097,73.35,67.88,62.4,66.06,69.72,69.94,70.15
29099,64.41,68.72,73.03,73.1,73.16,73.54,73.93
29101,28.3,32.36,36.42,38.02,39.61,44.38,49.14
29103,32.86,37.38,41.9,58.29,74.69,59.92,45.16
29105,87.65,85.1,82.55,61.08,39.61,49.36,59.1
29107,54.79,68.34,81.88,78.29,74.69,47.92,21.16
29109,47.25,39.57,31.9,44.82,57.75,55.59,53.44
29111,27.79,27.52,27.25,31.69,36.13,26.76,17.38
29113,67.18,63.9,60.62,69.84,79.05,76.49,73.93
29115,56.26,65.24,74.21,78.03,81.85,72.21,62.57
29117,25.63,38.88,52.12,54.04,55.97,64.37,72.76
29119,50.37,64.32,78.26,77.98,77.71,79.44,81.16
29121,21.04,29.13,37.22,52.12,67.02,60.23,53.44
29123,32.47,23.03,13.59,8.43,3.28,19.94,36.6
29125,31.23,36.08,40.94,41.1,41.26,42.21,43.16
29127,89.97,85.78,81.6,80.32,79.05,76.49,73.93
29129,21.87,14.92,7.96,7.66,7.35,12.36,17.38
29131,82.52,73.15,63.77,58.06,52.34,30.02,7.7
29133,93.12,93.96,94.81,95.78,96.75,90.45,84.15
29135,33.52,25.79,18.05,20.55,23.05,40.15,57.26
29137,10.67,13.12,15.57,33.96,52.34,44.47,36.6
29139,63.2,64.71,66.22,75.42,84.62,82.89,81.16
29141,14.68,17.0,19.33,24.47,29.61,25.38,21.16
29143,98.12,97.28,96.43,96.45,96.47,96.15,95.83
29145,20.03,26.64,33.24,31.42,29.61,23.49,17.38
29147,30.75,33.14,35.53,32.57,29.61,28.94,28.26
29149,12.54,24.02,35.5,35.82,36.13,57.13,78.13
29151,20.85,15.71,10.57,8.0,5.44,8.37,11.3
29153,65.01,60.65,56.29,34.4,12.51,7.11,1.72
29155,97.04,96.56,96.08,96.12,96.15,96.74,97.33
29157,41.58,42.0,42.41,48.26,54.12,34.81,15.5
29159,56.86,65.64,74.43,77.6,80.77,67.1,53.44
29161,40.97,37.36,33.75,47.2,60.65,69.39,78.13
29163,75.01,73.28,71.54,70.63,69.72,78.24,86.76
29165,59.73,59.4,59.06,61.53,63.99,57.61,51.24
29167,21.08,33.13,45.18,60.51,75.84,70.6,65.37
29169,57.43,61.27,65.11,55.14,45.18,60.94,76.7
29171,48.04,66.19,84.34,86.76,89.18,51.7,14.23
29173,44.86,46.9,48.93,37.15,25.37,21.38,17.38
29175,72.65,59.32,46.0,51.88,57.75,67.22,76.7
29177,50.88,51.37,51.86,53.92,55.97,40.36,24.76
29179,24.26,18.58,12.89,14.31,15.73,20.24,24.76
29181,34.07,31.09,28.11,36.65,45.18,37.83,30.49
29183,37.31,36.7,36.1,35.22,34.35,37.84,41.34
29185,13.28,20.79,28.3,31.33,34.35,23.35,12.35
29186,24.96,37.42,49.89,60.94,71.98,48.37,24.76
29187,55.43,56.69,57.94,60.14,62.34,58.84,55.35
29189,66.19,64.23,62.27,61.46,60.65,66.13,71.61
29195,88.83,88.78,88.73,78.53,68.32,41.28,14.23
29197,32.76,58.34,83.92,60.02,36.13,23.72,11.3
29199,63.42,62.34,61.25,41.71,22.16,25.21,28.26
29201,90.29,89.72,89.14,90.05,90.96,82.44,73.93
29203,37.19,29.07,20.95,34.98,49.0,35.93,22.85
29205,44.89,41.15,37.41,45.76,54.12,59.74,65.37
29207,19.52,21.92,24.32,24.84,25.37,47.0,68.62
29209,7.07,8.2,9.33,6.49,3.66,4.11,4.55
29211,74.08,70.6,67.11,55.21,43.3,23.92,4.55
29213,66.76,66.92,67.08,69.53,71.98,55.52,39.05
29215,36.07,52.07,68.07,64.36,60.65,40.34,20.02
29217,85.39,73.77,62.15,54.64,47.12,53.11,59.1
29219,64.69,69.07,73.45,65.6,57.75,49.54,41.34
29221,58.87,43.0,27.13,37.12,47.12,58.64,70.15
29223,52.63,45.99,39.35,28.2,17.06,9.8,2.55
29225,41.55,40.21,38.87,32.76,26.65,23.34,20.02
29227,6.69,14.9,23.11,21.9,20.69,56.32,91.95
29229,41.52,49.42,57.31,69.58,81.85,72.21,62.57
29510,88.57,87.98,87.39,87.74,88.09,88.18,88.26
30001,6.27,3.92,1.56,1.51,1.46,23.31,45.16
30003,87.33,91.48,95.64,95.68,95.73,68.54,41.34
30005,95.45,84.28,73.1,66.88,60.65,75.5,90.36
30007,29.07,18.5,7.93,5.36,2.8,1.92,1.05
30009,12.61,15.22,17.83,18.6,19.36,18.37,17.38
30011,0.32,0.35,0.38,1.22,2.07,1.62,1.18
30013,58.26,57.92,57.59,55.86,54.12,66.12,78.13
30015,49.22,44.21,39.19,31.52,23.85,30.22,36.6
30017,37.28,40.39,43.49,46.24,49.0,37.76,26.51
30019,2.64,3.48,4.33,9.12,13.91,7.48,1.05
30021,36.42,53.94,71.47,39.62,7.77,29.5,51.24
30023,17.54,21.71,25.88,24.86,23.85,58.34,92.84
30025,16.87,11.72,6.56,4.92,3.28,8.26,13.24
30027,10.03,38.73,67.43,57.28,47.12,45.14,43.16
30029,38.71,28.61,18.5,15.06,11.62,12.43,13.24
30031,19.45,19.36,19.26,18.69,18.12,14.71,11.3
30033,4.14,2.39,0.64,4.2,7.77,22.18,36.6
30035,89.14,82.44,75.74,70.52,65.3,77.54,89.78
30037,33.01,36.96,40.91,28.32,15.73,8.2,0.67
30039,20.57,12.32,4.08,2.18,0.29,1.0,1.72
30041,65.65,79.21,92.77,94.56,96.34,91.55,86.76
30043,19.64,22.52,25.41,25.39,25.37,30.11,34.85
30045,1.56,4.09,6.62,17.27,27.92,21.71,15.5
30047,77.78,67.35,56.92,61.11,65.3,73.23,81.16
30049,40.56,45.35,50.14,44.03,37.92,45.68,53.44
30051,0.86,0.56,0.25,5.94,11.62,19.94,28.26
30053,5.19,5.11,5.03,4.9,4.78,5.97,7.16
30055,0.57,0.29,0.0,0.0,0.0,0.86,1.72
30057,1.88,1.56,1.24,1.03,0.83,1.08,1.34
30059,31.14,31.16,31.17,15.9,0.64,0.32,0.0
30061,1.69,4.26,6.84,40.76,74.69,58.92,43.16
30063,33.3,34.72,36.13,32.03,27.92,27.22,26.51
30065,1.4,4.47,7.55,6.49,5.44,5.16,4.87
30067,4.3,6.6,8.91,10.71,12.51,11.9,11.3
30069,28.94,16.58,4.23,3.64,3.06,1.91,0.76
30071,5.0,4.95,4.9,2.7,0.51,0.93,1.34
30073,37.22,57.98,78.73,72.02,65.3,42.0,18.71
30075,39.22,29.56,19.9,16.9,13.91,7.24,0.57
30077,37.03,51.94,66.86,60.49,54.12,55.69,57.26
30079,2.74,2.28,1.81,1.42,1.02,4.36,7.7
30081,33.94,29.86,25.79,17.16,8.53,14.27,20.02
30083,55.59,63.04,70.49,56.9,43.3,30.34,17.38
30085,91.66,93.82,95.99,95.02,94.05,76.57,59.1
30087,46.04,24.55,3.06,3.06,3.06,4.26,5.47
30089,6.37,5.2,4.04,2.82,1.59,1.95,2.32
30091,17.03,9.72,2.42,2.51,2.61,5.87,9.13
30093,61.76,58.16,54.57,46.24,37.92,44.58,51.24
30095,4.93,3.77,2.61,2.7,2.8,9.15,15.5
30097,5.06,6.13,7.2,7.86,8.53,6.03,3.53
30099,7.99,4.71,1.43,2.88,4.33,4.9,5.47
30101,54.5,36.72,18.94,23.43,27.92,16.87,5.82
30103,0.83,1.53,2.23,1.78,1.34,1.34,1.34
30105,9.17,16.16,23.15,13.74,4.33,19.59,34.85
30107,0.29,4.88,9.46,26.38,43.3,23.26,3.21
30109,15.54,31.81,48.07,66.78,85.48,44.34,3.21
30111,60.04,55.48,50.91,52.52,54.12,54.74,55.35
31001,11.59,15.18,18.78,24.2,29.61,47.49,65.37
31003,9.04,9.56,10.09,10.86,11.62,9.66,7.7
31005,17.77,8.98,0.19,0.2,0.22,0.55,0.89
31007,2.39,35.51,68.64,41.28,13.91,31.52,49.14
31009,60.81,42.8,24.8,12.86,0.92,2.06,3.21
31011,14.96,12.64,10.32,7.88,5.44,4.99,4.55
31013,64.25,38.78,13.31,37.82,62.34,43.55,24.76
31015,0.99,1.36,1.72,1.83,1.94,1.18,0.41
31017,94.3,82.65,71.0,41.31,11.62,12.43,13.24
31019,38.87,38.7,38.52,36.44,34.35,44.85,55.35
31021,10.09,8.04,5.99,22.8,39.61,41.38,43.16
31023,25.95,29.66,33.37,35.64,37.92,32.21,26.51
31025,14.87,14.81,14.74,20.7,26.65,22.68,18.71
31027,3.12,3.56,4.01,3.4,2.8,4.7,6.59
31029,45.97,36.66,27.35,19.93,12.51,22.5,32.5
31031,3.02,4.65,6.27,11.0,15.73,20.24,24.76
31033,42.63,31.14,19.64,23.78,27.92,19.04,10.15
31035,47.69,35.64,23.59,18.75,13.91,20.21,26.51
31037,57.24,48.79,40.34,29.23,18.12,18.42,18.71
31039,35.75,43.47,51.19,38.92,26.65,18.4,10.15
31041,33.56,27.29,21.01,47.09,73.16,60.15,47.14
31043,95.99,90.56,85.13,88.66,92.2,77.39,62.57
31045,8.34,15.95,23.56,37.95,52.34,58.85,65.37
31047,83.32,81.44,79.56,86.94,94.33,81.48,68.62
31049,17.38,13.44,9.49,11.0,12.51,11.33,10.15
31051,25.53,23.46,21.39,31.33,41.26,49.26,57.26
31053,57.37,59.73,62.08,65.9,69.72,62.54,55.35
31055,78.57,75.85,73.13,72.55,71.98,72.37,72.76
31057,17.32,15.09,12.86,31.69,50.53,27.24,3.95
31059,12.38,15.78,19.17,15.1,11.02,8.24,5.47
31061,3.44,6.1,8.76,10.19,11.62,18.19,24.76
31063,19.2,20.4,21.59,14.68,7.77,8.96,10.15
31065,11.75,9.88,8.02,10.26,12.51,8.69,4.87
31067,18.47,17.39,16.3,16.02,15.73,25.29,34.85
31069,6.56,3.52,0.48,0.52,0.57,20.96,41.34
31071,26.77,45.51,64.25,46.08,27.92,17.81,7.7
31073,0.54,0.93,1.31,1.24,1.18,1.26,1.34
31075,16.17,8.72,1.27,1.14,1.02,1.78,2.55
31077,9.42,7.5,5.57,4.18,2.8,5.97,9.13
31079,91.88,92.88,93.89,94.89,95.89,91.32,86.76
31081,11.17,16.74,22.32,25.12,27.92,29.2,30.49
31083,3.15,4.7,6.24,4.87,3.5,8.86,14.23
31085,3.57,5.03,6.49,4.04,1.59,2.77,3.95
31087,2.9,6.55,10.19,17.78,25.37,30.11,34.85
31089,5.44,4.35,3.25,3.38,3.5,2.82,2.13
31091,0.19,1.34,2.48,5.5,8.53,12.02,15.5
31093,7.2,7.23,7.26,15.56,23.85,47.0,70.15
31095,27.57,27.12,26.68,31.4,36.13,19.34,2.55
31097,27.38,33.2,39.03,55.08,71.12,83.16,95.19
31099,5.7,10.15,14.61,12.0,9.39,16.12,22.85
31101,15.95,23.04,30.12,39.56,49.0,42.8,36.6
31103,1.24,1.06,0.89,0.74,0.6,7.42,14.23
31105,38.65,49.17,59.69,68.7,77.71,65.58,53.44
31107,4.58,5.16,5.73,7.13,8.53,10.88,13.24
31109,57.02,54.08,51.13,48.16,45.18,46.16,47.14
31111,28.11,38.08,48.04,52.9,57.75,56.55,55.35
31113,1.43,1.0,0.57,0.38,0.19,0.3,0.41
31115,8.12,5.82,3.53,2.18,0.83,4.98,9.13
31117,1.53,1.94,2.36,1.29,0.22,0.11,0.0
31119,71.95,74.8,77.65,66.81,55.97,60.04,64.1
31121,31.04,28.58,26.11,18.16,10.22,15.69,21.16
31123,84.75,86.58,88.41,73.08,57.75,35.49,13.24
31125,52.4,38.49,24.58,30.35,36.13,48.6,61.08
31127,4.84,19.93,35.02,40.1,45.18,37.83,30.49
31129,11.4,11.62,11.84,12.18,12.51,8.53,4.55
31131,39.35,31.98,24.61,31.26,37.92,38.48,39.05
31133,4.01,5.3,6.59,5.68,4.78,28.01,51.24
31135,3.25,2.08,0.92,0.68,0.45,0.6,0.76
31137,11.3,14.22,17.13,11.89,6.65,7.89,9.13
31139,22.35,18.88,15.41,16.24,17.06,34.15,51.24
31141,44.19,36.69,29.19,25.67,22.16,36.7,51.24
31143,23.05,24.28,25.5,20.18,14.87,10.73,6.59
31145,8.18,14.2,20.22,22.04,23.85,42.46,61.08
31147,16.94,24.04,31.14,42.63,54.12,62.86,71.61
31149,8.25,5.64,3.02,2.31,1.59,5.01,8.43
31151,49.06,43.94,38.81,52.06,65.3,57.22,49.14
31153,63.13,67.52,71.92,63.94,55.97,62.3,68.62
31155,8.69,13.23,17.77,25.12,32.47,26.82,21.16
31157,77.2,81.88,86.56,87.87,89.18,84.2,79.22
31159,12.29,16.28,20.28,22.06,23.85,32.6,41.34
31161,61.86,40.69,19.52,27.82,36.13,22.63,9.13
31163,30.4,34.59,38.78,23.65,8.53,19.51,30.49
31165,0.92,1.27,1.62,10.49,19.36,9.88,0.41
31167,54.15,59.45,64.76,62.7,60.65,42.71,24.76
31169,3.66,2.96,2.26,5.82,9.39,12.44,15.5
31171,4.74,4.72,4.71,3.03,1.34,0.96,0.57
31173,98.73,98.56,98.38,98.74,99.11,98.14,97.17
31175,27.25,35.89,44.54,29.71,14.87,18.86,22.85
31177,15.73,18.78,21.84,16.03,10.22,24.64,39.05
31179,5.25,4.31,3.37,5.57,7.77,4.56,1.34
31181,4.43,9.79,15.15,23.81,32.47,35.76,39.05
31183,2.36,2.93,3.5,3.15,2.8,3.84,4.87
31185,14.71,21.27,27.83,19.72,11.62,17.24,22.85
32001,71.73,58.84,45.94,43.6,41.26,46.25,51.24
32003,85.86,84.42,82.97,82.41,81.85,80.54,79.22
32005,29.74,31.28,32.82,26.76,20.69,25.59,30.49
32007,36.84,49.11,61.38,68.04,74.69,76.41,78.13
32009,11.21,35.93,60.65,37.28,13.91,7.54,1.18
32011,2.48,2.08,1.69,11.19,20.69,25.59,30.49
32013,56.29,72.0,87.71,82.71,77.71,48.86,20.02
32015,18.91,37.68,56.45,77.32,98.19,98.65,99.11
32017,7.32,5.84,4.36,3.48,2.61,35.62,68.62
32019,51.32,54.66,58.01,43.81,29.61,37.39,45.16
32021,79.47,81.1,82.74,85.96,89.18,88.72,88.26
32023,34.64,24.8,14.96,10.54,6.11,12.41,18.71
32027,94.87,75.87,56.86,66.82,76.79,79.45,82.11
32029,15.15,15.84,16.52,22.22,27.92,17.26,6.59
32031,65.3,64.17,63.04,60.4,57.75,57.51,57.26
32033,6.78,6.4,6.02,18.63,31.23,24.97,18.71
32510,62.97,58.99,55.01,64.09,73.16,69.26,65.37
33001,49.82,37.01,24.2,21.78,19.36,35.3,51.24
33003,15.82,14.27,12.73,15.42,18.12,21.44,24.76
33005,43.87,45.86,47.85,42.88,37.92,33.09,28.26
33007,61.41,59.64,57.88,53.44,49.0,29.06,9.13
33009,36.39,32.71,29.04,26.44,23.85,23.35,22.85
33011,51.89,50.08,48.26,46.72,45.18,40.02,34.85
