FIPS,2014 EPL_MUNIT,2015 EPL_MUNIT,2016 EPL_MUNIT,2017 EPL_MUNIT,2018 EPL_MUNIT,2019 EPL_MUNIT,2020 EPL_MUNIT
27051,69.28,69.15,69.02,68.23,67.43,71.05,74.67
27053,99.3,99.32,99.33,99.3,99.27,99.27,99.27
27055,66.09,63.99,61.89,58.8,55.71,53.18,50.64
27057,60.39,58.54,56.7,57.29,57.88,64.32,70.75
27059,85.35,83.58,81.82,81.04,80.26,79.77,79.28
27061,69.21,69.79,70.36,72.27,74.18,73.77,73.36
27063,75.52,72.91,70.3,64.09,57.88,51.67,45.45
27065,67.84,67.24,66.63,66.17,65.71,67.56,69.41
27067,87.2,87.08,86.95,84.75,82.55,83.27,83.99
27069,73.54,72.47,71.41,75.13,78.86,76.67,74.47
27071,69.18,68.84,68.51,73.68,78.86,79.76,80.65
27073,74.59,76.26,77.94,78.08,78.22,78.75,79.28
27075,64.98,60.2,55.43,57.8,60.17,55.88,51.59
27077,38.94,47.8,56.67,57.28,57.88,52.35,46.82
27079,71.09,73.78,76.47,75.32,74.18,73.52,72.85
27081,57.98,55.53,53.07,53.78,54.5,56.5,58.5
27083,93.28,92.85,92.42,92.68,92.93,92.52,92.11
27085,88.35,88.49,88.63,88.96,89.3,90.45,91.6
27087,74.05,76.61,79.18,77.96,76.73,72.17,67.6
27089,69.63,68.42,67.21,69.76,72.3,73.15,74.0
27091,85.99,85.72,85.45,85.04,84.62,84.3,83.99
27093,68.1,67.42,66.73,68.32,69.91,69.22,68.52
27095,81.28,79.29,77.3,79.92,82.55,81.99,81.44
27097,79.02,79.21,79.4,78.55,77.71,74.87,72.02
27099,88.44,87.66,86.88,86.45,86.02,85.8,85.58
27101,69.82,69.1,68.39,66.57,64.76,67.08,69.41
27103,86.44,86.96,87.49,88.89,90.29,91.08,91.88
27105,90.83,87.79,84.75,85.26,85.77,87.28,88.8
27107,81.57,82.18,82.78,83.24,83.7,81.49,79.28
27109,93.22,93.09,92.96,92.9,92.84,93.12,93.41
27111,73.7,73.72,73.73,74.57,75.42,73.08,70.75
27113,87.84,88.16,88.48,89.24,90.0,91.29,92.58
27115,65.3,64.98,64.66,63.53,62.4,59.89,57.38
27117,83.99,80.34,76.7,80.34,83.99,84.69,85.39
27119,91.6,91.95,92.3,92.02,91.75,91.53,91.31
27121,71.47,63.75,56.03,57.67,59.31,63.92,68.52
27123,99.2,99.2,99.2,99.15,99.11,99.1,99.08
27125,80.01,79.77,79.53,77.48,75.42,74.71,74.0
27127,81.85,82.84,83.83,82.7,81.57,80.6,79.63
27129,73.93,73.34,72.75,74.53,76.31,80.15,83.99
27131,90.26,90.61,90.96,90.13,89.3,89.26,89.21
27133,77.84,77.58,77.33,78.26,79.18,76.82,74.47
27135,83.57,84.02,84.46,84.22,83.99,84.78,85.58
27137,89.65,89.9,90.16,90.02,89.88,89.42,88.96
27139,78.54,79.37,80.2,81.86,83.51,83.04,82.56
27141,85.96,85.5,85.04,84.67,84.3,84.94,85.58
27143,72.72,72.23,71.73,69.96,68.19,68.8,69.41
27145,95.86,96.13,96.4,96.54,96.69,96.8,96.91
27147,90.89,89.48,88.06,88.41,88.76,88.38,88.0
27149,94.78,93.76,92.74,91.66,90.58,88.3,86.03
27151,90.1,88.27,86.44,84.5,82.55,82.72,82.88
27153,61.13,57.94,54.76,56.32,57.88,60.59,63.3
27155,79.08,75.34,71.6,70.17,68.74,75.48,82.21
27157,55.11,60.08,65.04,66.62,68.19,66.6,65.02
27159,73.96,75.81,77.65,74.97,72.3,78.33,84.37
27161,82.36,84.5,86.63,83.86,81.09,78.6,76.1
27163,86.37,85.93,85.48,84.74,83.99,84.9,85.81
27165,72.43,68.75,65.07,70.46,75.84,78.42,81.0
27167,84.78,82.62,80.45,83.11,85.77,84.16,82.56
27169,88.19,89.4,90.61,91.47,92.33,90.77,89.21
27171,78.41,79.88,81.34,81.04,80.74,79.24,77.75
27173,70.65,70.49,70.33,72.43,74.53,72.94,71.36
28001,57.78,65.78,73.77,73.62,73.48,68.82,64.16
28003,36.29,37.44,38.59,35.3,32.0,47.26,62.51
28005,2.9,2.82,2.74,3.31,3.88,13.87,23.87
28007,45.4,41.84,38.27,37.76,37.25,39.16,41.06
28009,2.99,3.63,4.27,4.08,3.88,11.86,19.83
28011,64.95,66.16,67.37,62.11,56.86,56.04,55.22
28013,13.34,12.0,10.67,14.1,17.54,13.78,10.03
28015,3.34,2.94,2.55,2.63,2.71,2.93,3.15
28017,17.41,20.2,22.99,16.67,10.35,11.11,11.87
28019,24.61,28.68,32.76,30.37,27.98,21.92,15.85
28021,69.05,74.24,79.43,74.67,69.91,54.71,39.5
28023,3.53,3.2,2.87,2.79,2.71,1.36,0.0
28025,15.76,18.22,20.69,17.9,15.12,16.6,18.08
28027,53.58,59.96,66.35,61.03,55.71,58.1,60.5
28029,7.48,7.05,6.62,4.66,2.71,2.93,3.15
28031,7.55,6.82,6.08,4.98,3.88,11.86,19.83
28033,67.69,66.48,65.27,64.63,63.99,61.69,59.39
28035,88.16,87.74,87.33,88.04,88.76,87.88,87.01
28037,3.15,1.58,0.0,0.0,0.0,2.21,4.42
28039,4.39,2.2,0.0,3.45,6.91,16.95,26.99
28041,35.05,26.34,17.64,21.72,25.79,29.2,32.62
28043,55.97,53.86,51.74,40.77,29.8,40.7,51.59
28045,56.67,58.28,59.89,60.03,60.17,59.34,58.5
28047,90.77,91.61,92.45,92.39,92.33,91.2,90.07
28049,81.6,82.11,82.62,82.29,81.95,82.62,83.29
28051,12.45,12.12,11.78,13.45,15.12,20.39,25.65
28053,26.33,23.41,20.5,16.19,11.88,19.43,26.99
28055,20.98,33.52,46.07,57.13,68.19,69.17,70.15
28057,27.19,20.45,13.72,21.76,29.8,33.88,37.97
28059,70.33,71.9,73.48,74.9,76.31,76.46,76.61
28061,19.26,12.29,5.32,4.6,3.88,4.15,4.42
28063,10.03,23.72,37.41,38.2,39.0,35.81,32.62
28065,5.25,4.03,2.8,2.76,2.71,1.36,0.0
28067,37.95,36.23,34.51,34.21,33.91,28.89,23.87
28069,10.76,10.46,10.16,6.43,2.71,4.89,7.07
28071,87.04,86.28,85.51,88.76,92.01,92.94,93.86
28073,86.21,85.46,84.72,83.34,81.95,83.99,86.03
28075,57.82,62.24,66.67,67.43,68.19,70.1,72.02
28077,2.64,2.94,3.25,7.56,11.88,15.86,19.83
28079,14.42,19.11,23.81,21.7,19.58,21.72,23.87
28081,74.63,75.34,76.06,79.01,81.95,83.4,84.85
28083,43.68,44.74,45.81,49.57,53.33,48.68,44.02
28085,22.09,22.52,22.95,19.04,15.12,22.1,29.09
28087,72.4,70.28,68.16,65.28,62.4,60.45,58.5
28089,77.4,78.16,78.92,79.18,79.43,78.02,76.61
28091,40.78,33.11,25.44,22.51,19.58,30.32,41.06
28093,9.93,8.6,7.26,9.57,11.88,11.88,11.87
28095,19.33,13.71,8.09,6.8,5.51,4.33,3.15
28097,4.14,7.31,10.47,12.8,15.12,29.57,44.02
28099,12.8,17.91,23.02,23.59,24.16,27.55,30.94
28101,23.24,28.9,34.57,28.36,22.16,17.81,13.46
28103,33.21,31.2,29.19,31.55,33.91,33.26,32.62
28105,88.12,89.35,90.58,89.43,88.28,88.22,88.16
28107,39.1,27.29,15.47,17.53,19.58,14.81,10.03
28109,16.78,20.12,23.46,21.52,19.58,14.81,10.03
28111,10.89,8.2,5.51,5.51,5.51,4.96,4.42
28113,22.25,26.83,31.42,45.79,60.17,68.74,77.31
28115,5.13,5.16,5.19,8.54,11.88,12.67,13.46
28117,41.17,34.99,28.81,23.18,17.54,26.88,36.22
28119,10.6,7.1,3.6,11.59,19.58,24.34,29.09
28121,71.89,69.93,67.97,66.84,65.71,63.6,61.49
28123,32.82,30.46,28.11,20.0,11.88,9.48,7.07
28125,6.65,6.6,6.56,3.28,0.0,0.0,0.0
28127,18.62,14.86,11.11,9.78,8.44,7.76,7.07
28129,8.66,10.14,11.62,14.58,17.54,16.7,15.85
28131,4.2,5.24,6.27,5.89,5.51,18.23,30.94
28133,44.76,47.16,49.57,45.64,41.71,41.39,41.06
28135,33.43,32.14,30.85,25.22,19.58,28.78,37.97
28137,31.52,29.65,27.79,25.98,24.16,18.81,13.46
28139,6.21,7.99,9.77,15.96,22.16,31.61,41.06
28141,33.17,35.74,38.3,40.01,41.71,42.86,44.02
28143,92.74,93.32,93.89,94.35,94.81,92.24,89.66
28145,21.04,28.2,35.37,33.68,32.0,38.72,45.45
28147,0.0,1.32,2.64,2.68,2.71,4.25,5.79
28149,81.44,81.55,81.66,80.09,78.51,78.13,77.75
28151,63.77,63.48,63.2,68.86,74.53,75.92,77.31
28153,16.52,26.4,36.29,37.65,39.0,27.42,15.85
28155,13.56,9.15,4.74,9.22,13.69,20.34,26.99
28157,10.54,9.6,8.66,13.1,17.54,21.6,25.65
28159,8.56,9.14,9.71,8.31,6.91,12.5,18.08
28161,24.36,28.64,32.92,27.54,22.16,21.0,19.83
28163,14.39,10.41,6.43,4.57,2.71,5.68,8.66
29001,60.14,63.02,65.9,61.38,56.86,54.22,51.59
29003,58.8,46.96,35.12,27.35,19.58,28.78,37.97
29005,47.02,40.58,34.13,23.0,11.88,15.86,19.83
29007,28.88,28.88,28.88,33.06,37.25,34.94,32.62
29009,24.45,17.83,11.21,13.16,15.12,12.58,10.03
29011,40.02,33.32,26.62,23.1,19.58,26.1,32.62
29013,19.29,18.94,18.59,15.24,11.88,10.96,10.03
29015,9.9,9.66,9.42,14.5,19.58,18.83,18.08
29017,9.42,11.74,14.07,12.21,10.35,9.5,8.66
29019,87.49,87.84,88.19,89.24,90.29,91.02,91.76
29021,84.05,83.72,83.38,82.06,80.74,79.64,78.55
29023,42.12,43.01,43.9,47.96,52.02,48.74,45.45
29025,5.64,6.74,7.83,10.76,13.69,16.76,19.83
29027,33.27,33.6,33.94,32.97,32.0,32.31,32.62
29029,95.38,95.97,96.56,96.92,97.29,97.44,97.58
29031,76.73,77.5,78.26,77.5,76.73,77.46,78.2
29033,40.69,29.94,19.2,31.84,44.48,43.47,42.46
29035,9.65,9.24,8.82,4.41,0.0,3.54,7.07
29037,45.05,45.76,46.48,47.24,48.01,40.32,32.62
29039,41.42,29.06,16.71,17.12,17.54,15.5,13.46
29041,28.4,19.72,11.05,9.75,8.44,10.95,13.46
29043,63.96,62.67,61.38,59.12,56.86,54.22,51.59
29045,5.79,5.73,5.67,4.78,3.88,8.67,13.46
29047,88.98,89.32,89.65,89.48,89.3,88.89,88.48
29049,40.66,30.48,20.31,22.24,24.16,24.02,23.87
29051,81.06,79.91,78.76,78.24,77.71,77.4,77.08
29053,20.25,25.93,31.61,37.39,43.17,33.52,23.87
29055,25.5,30.22,34.93,33.47,32.0,36.53,41.06
29057,9.23,12.42,15.6,15.36,15.12,17.48,19.83
29059,12.96,9.12,5.28,12.43,19.58,16.52,13.46
29061,14.2,19.65,25.09,26.53,27.98,31.34,34.69
29063,59.54,64.66,69.79,60.9,52.02,45.0,37.97
29065,9.3,10.0,10.7,8.8,6.91,7.78,8.66
29067,0.0,7.21,14.42,15.98,17.54,13.78,10.03
29069,22.99,24.96,26.93,22.24,17.54,30.0,42.46
29071,54.31,53.96,53.61,55.24,56.86,57.12,57.38
29073,12.86,10.32,7.77,8.1,8.44,10.95,13.46
29075,29.07,30.69,32.31,36.34,40.37,39.93,39.5
29077,92.96,93.06,93.16,93.52,93.89,93.52,93.16
29079,43.08,46.8,50.53,53.7,56.86,57.68,58.5
29081,17.35,25.07,32.79,30.38,27.98,33.74,39.5
29083,29.67,33.35,37.03,45.18,53.33,46.42,39.5
29085,2.58,2.51,2.45,1.23,0.0,0.0,0.0
29087,27.95,31.55,35.15,27.36,19.58,19.71,19.83
29089,54.95,48.87,42.79,37.4,32.0,25.92,19.83
29091,53.33,50.45,47.56,53.44,59.31,53.06,46.82
29093,30.88,24.14,17.41,14.64,11.88,15.86,19.83
29095,93.06,92.98,92.9,92.82,92.74,93.2,93.67
29097,66.0,66.56,67.11,67.65,68.19,68.36,68.52
29099,55.46,55.84,56.22,54.78,53.33,53.6,53.88
29101,69.75,67.81,65.87,61.87,57.88,58.63,59.39
29103,13.44,14.2,14.96,12.66,10.35,6.75,3.15
29105,46.74,44.43,42.12,43.94,45.75,51.08,56.4
29107,58.39,57.69,56.99,56.35,55.71,51.27,46.82
29109,21.24,23.3,25.37,29.64,33.91,29.78,25.65
29111,32.7,32.12,31.55,30.67,29.8,25.99,22.18
29113,31.1,28.54,25.98,29.94,33.91,37.48,41.06
29115,13.98,17.04,20.09,21.12,22.16,20.12,18.08
29117,43.87,46.64,49.41,40.71,32.0,34.11,36.22
29119,26.52,31.44,36.36,37.68,39.0,32.33,25.65
29121,51.64,50.2,48.77,45.24,41.71,38.97,36.22
29123,33.33,29.67,26.01,33.19,40.37,49.43,58.5
29125,31.49,21.86,12.23,11.29,10.35,14.22,18.08
29127,61.8,62.77,63.74,64.72,65.71,68.86,72.02
29129,59.85,55.24,50.62,50.72,50.81,47.42,44.02
29131,77.55,77.16,76.76,78.51,80.26,75.2,70.15
29133,27.0,24.06,21.11,22.64,24.16,24.02,23.87
29135,35.12,39.3,43.49,32.82,22.16,22.17,22.18
29137,24.86,28.7,32.54,28.35,24.16,34.8,45.45
29139,13.53,15.84,18.15,14.25,10.35,18.67,26.99
29141,23.81,33.4,42.98,39.4,35.82,36.02,36.22
29143,5.06,6.56,8.05,9.96,11.88,17.03,22.18
29145,48.07,45.11,42.15,41.93,41.71,47.8,53.88
29147,71.73,71.25,70.77,71.36,71.95,75.43,78.9
29149,6.05,5.7,5.35,4.61,3.88,3.52,3.15
29151,15.73,20.26,24.8,24.48,24.16,18.81,13.46
29153,3.06,2.84,2.61,8.15,13.69,12.78,11.87
29155,41.2,40.33,39.45,41.96,44.48,36.79,29.09
29157,47.69,45.11,42.53,39.89,37.25,43.94,50.64
29159,70.81,67.46,64.12,64.92,65.71,67.56,69.41
29161,69.85,69.56,69.28,69.01,68.74,74.3,79.85
29163,56.35,50.4,44.44,49.47,54.5,58.0,61.49
29165,93.35,92.74,92.14,92.29,92.45,92.38,92.3
29167,25.12,35.38,45.65,50.68,55.71,49.86,44.02
29169,65.43,63.98,62.53,63.64,64.76,57.7,50.64
29171,19.77,22.3,24.83,16.63,8.44,7.76,7.07
29173,38.2,35.43,32.66,20.55,8.44,7.76,7.07
29175,36.64,40.62,44.6,51.96,59.31,50.89,42.46
29177,34.13,37.46,40.78,39.02,37.25,28.54,19.83
29179,5.16,4.6,4.04,7.96,11.88,11.88,11.87
29181,30.47,28.14,25.82,17.13,8.44,12.14,15.85
29183,83.73,83.76,83.79,83.17,82.55,82.2,81.86
29185,25.44,23.38,21.33,19.43,17.54,18.69,19.83
29186,22.76,26.35,29.93,28.96,27.98,28.54,29.09
29187,73.07,73.26,73.45,68.39,63.32,58.6,53.88
29189,89.88,89.59,89.3,88.96,88.63,88.72,88.8
29195,63.13,66.49,69.85,67.3,64.76,64.03,63.3
29197,13.05,25.34,37.63,33.72,29.8,33.88,37.97
29199,6.84,19.9,32.95,35.98,39.0,34.04,29.09
29201,46.16,42.28,38.4,38.7,39.0,40.03,41.06
29203,15.98,12.27,8.56,4.28,0.0,0.0,0.0
29205,16.05,16.14,16.24,15.68,15.12,35.17,55.22
29207,21.11,25.02,28.94,22.03,15.12,14.29,13.46
29209,71.0,73.1,75.2,71.97,68.74,69.74,70.75
29211,33.84,29.05,24.26,18.07,11.88,10.27,8.66
29213,97.55,97.38,97.2,96.56,95.92,95.36,94.81
29215,26.46,24.82,23.18,23.67,24.16,24.9,25.65
29217,35.53,36.65,37.76,32.87,27.98,23.03,18.08
29219,33.78,34.6,35.43,34.67,33.91,22.89,11.87
29221,12.54,10.01,7.48,7.2,6.91,5.03,3.15
29223,7.83,7.29,6.75,7.6,8.44,9.24,10.03
29225,44.73,44.86,44.99,45.88,46.77,41.5,36.22
29227,31.33,44.9,58.48,53.24,48.01,45.24,42.46
29229,22.6,24.59,26.58,29.29,32.0,27.09,22.18
29510,96.82,96.9,96.98,96.98,96.98,97.04,97.1
30001,38.59,42.98,47.37,44.54,41.71,39.84,37.97
30003,47.56,44.06,40.56,30.07,19.58,21.72,23.87
30005,64.82,60.36,55.91,56.9,57.88,54.74,51.59
30007,6.24,14.31,22.38,24.08,25.79,22.81,19.83
30009,19.9,17.54,15.19,13.54,11.88,15.86,19.83
30011,13.5,18.45,23.4,22.78,22.16,30.06,37.97
30013,86.72,87.18,87.65,87.62,87.58,88.5,89.43
30015,43.23,45.56,47.88,51.8,55.71,56.54,57.38
30017,77.43,79.32,81.22,82.6,83.99,83.43,82.88
30019,33.91,45.96,58.01,57.94,57.88,57.63,57.38
30021,75.04,72.19,69.34,61.92,54.5,60.86,67.22
30023,61.86,66.59,71.31,72.19,73.07,72.96,72.85
30025,38.62,26.78,14.93,15.02,15.12,28.09,41.06
30027,65.55,62.48,59.41,55.11,50.81,45.94,41.06
30029,70.93,68.91,66.89,67.16,67.43,70.71,74.0
30031,79.37,79.32,79.27,79.35,79.43,83.11,86.79
30033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30035,59.15,57.12,55.08,56.48,57.88,60.59,63.3
30037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30039,3.41,1.7,0.0,0.0,0.0,0.0,0.0
30041,75.87,74.02,72.17,71.41,70.65,65.58,60.5
30043,8.95,5.81,2.67,8.18,13.69,15.88,18.08
30045,25.82,19.18,12.54,15.04,17.54,21.6,25.65
30047,28.97,27.64,26.3,26.04,25.79,26.39,26.99
30049,69.88,70.17,70.46,70.18,69.91,69.22,68.52
30051,81.38,83.51,85.64,84.38,83.13,86.8,90.48
30053,28.46,33.2,37.95,31.87,25.79,24.83,23.87
30055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30057,80.04,81.86,83.67,84.72,85.77,82.52,79.28
30059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30061,8.02,8.2,8.37,6.94,5.51,6.29,7.07
30063,87.52,87.84,88.16,88.22,88.28,88.62,88.96
30065,43.65,35.48,27.32,18.83,10.35,10.19,10.03
30067,56.06,52.22,48.39,50.2,52.02,57.26,62.51
30069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30071,0.0,9.06,18.12,16.62,15.12,15.48,15.85
30073,68.67,66.17,63.67,68.58,73.48,62.06,50.64
30075,0.0,0.0,0.0,0.0,0.0,2.9,5.79
30077,34.86,31.55,28.24,17.58,6.91,25.46,44.02
30079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30081,46.61,48.5,50.4,47.44,44.48,40.35,36.22
30083,47.53,56.02,64.5,65.52,66.54,75.7,84.85
30085,48.55,53.58,58.61,54.71,50.81,43.52,36.22
30087,53.17,46.24,39.32,31.74,24.16,30.19,36.22
30089,6.34,7.14,7.93,6.72,5.51,5.65,5.79
30091,58.77,51.53,44.29,40.06,35.82,35.26,34.69
30093,84.62,83.81,83.0,84.51,86.02,86.52,87.01
30095,28.49,30.21,31.93,31.96,32.0,27.94,23.87
30097,4.33,10.81,17.29,19.72,22.16,20.12,18.08
30099,54.5,58.44,62.37,61.91,61.45,57.04,52.64
30101,88.67,85.78,82.9,81.38,79.85,81.2,82.56
30103,16.97,32.44,47.91,41.86,35.82,36.9,37.97
30105,45.46,45.18,44.89,49.11,53.33,56.36,59.39
30107,21.71,18.16,14.61,7.31,0.0,0.0,0.0
30109,41.01,42.14,43.27,28.48,13.69,6.84,0.0
30111,80.26,80.78,81.31,81.8,82.3,82.8,83.29
31001,72.49,69.86,67.24,65.61,63.99,65.8,67.6
31003,32.09,33.19,34.29,28.22,22.16,26.55,30.94
31005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31009,15.79,21.03,26.27,13.14,0.0,0.0,0.0
31011,58.33,54.86,51.38,49.7,48.01,42.99,37.97
31013,89.08,89.98,90.89,91.4,91.91,86.88,81.86
31015,44.22,46.86,49.51,41.71,33.91,24.88,15.85
31017,8.69,22.19,35.69,36.47,37.25,41.35,45.45
31019,77.68,79.22,80.77,83.27,85.77,85.68,85.58
31021,35.08,32.04,29.0,33.12,37.25,30.56,23.87
31023,25.98,21.76,17.54,19.85,22.16,24.57,26.99
31025,62.21,55.36,48.52,49.67,50.81,53.02,55.22
31027,36.55,39.3,42.06,33.11,24.16,18.81,13.46
31029,43.58,38.44,33.3,28.73,24.16,22.0,19.83
31031,70.77,67.33,63.9,63.95,63.99,56.55,49.11
31033,65.2,59.12,53.04,63.05,73.07,78.72,84.37
31035,21.14,15.93,10.73,12.92,15.12,15.48,15.85
31037,38.08,37.4,36.71,36.26,35.82,32.46,29.09
31039,64.28,62.9,61.51,59.7,57.88,61.02,64.16
31041,41.32,49.82,58.33,47.79,37.25,41.35,45.45
31043,91.44,90.08,88.73,88.82,88.92,88.1,87.27
31045,70.26,58.29,46.32,45.4,44.48,57.61,70.75
31047,74.56,76.46,78.35,79.54,80.74,81.65,82.56
31049,27.86,31.26,34.67,30.23,25.79,15.11,4.42
31051,44.7,45.76,46.83,44.27,41.71,36.33,30.94
31053,78.8,78.1,77.4,77.07,76.73,76.42,76.1
31055,97.13,97.12,97.1,97.04,96.98,97.01,97.04
31057,30.12,18.93,7.74,9.81,11.88,18.76,25.65
31059,15.89,24.5,33.11,38.14,43.17,50.83,58.5
31061,20.41,20.63,20.85,22.5,24.16,16.41,8.66
31063,15.38,20.92,26.46,29.23,32.0,37.23,42.46
31065,67.11,68.13,69.15,66.96,64.76,61.63,58.5
31067,74.85,70.55,66.25,62.78,59.31,52.38,45.45
31069,12.77,14.82,16.87,18.22,19.58,24.34,29.09
31071,51.48,37.9,24.32,21.95,19.58,16.52,13.46
31073,2.8,1.4,0.0,5.94,11.88,8.83,5.79
31075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31077,18.24,21.18,24.13,26.06,27.98,21.92,15.85
31079,86.41,86.41,86.41,84.77,83.13,84.36,85.58
31081,30.4,25.15,19.9,27.86,35.82,37.66,39.5
31083,10.57,8.53,6.49,7.46,8.44,8.55,8.66
31085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31087,8.18,15.11,22.03,25.92,29.8,24.82,19.83
31089,62.27,61.92,61.57,58.04,54.5,56.94,59.39
31091,0.0,3.98,7.96,5.92,3.88,1.94,0.0
31093,68.55,67.42,66.28,59.8,53.33,44.78,36.22
31095,70.61,71.93,73.26,66.72,60.17,54.64,49.11
31097,45.11,50.14,55.17,58.78,62.4,58.14,53.88
31099,57.53,55.26,52.98,55.43,57.88,50.17,42.46
31101,27.89,34.56,41.23,33.51,25.79,30.24,34.69
31103,14.14,11.99,9.84,8.38,6.91,3.45,0.0
31105,68.0,66.51,65.01,49.46,33.91,26.87,19.83
31107,35.94,37.01,38.08,37.67,37.25,36.74,36.22
31109,97.52,97.48,97.45,97.29,97.13,97.1,97.07
31111,84.85,85.08,85.32,85.67,86.02,83.2,80.39
31113,0.0,0.0,0.0,12.9,25.79,28.36,30.94
31115,35.28,19.9,4.52,2.26,0.0,0.0,0.0
31117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31119,87.65,87.88,88.12,87.26,86.41,88.13,89.85
31121,41.77,50.1,58.42,62.07,65.71,59.8,53.88
31123,15.06,13.77,12.48,17.32,22.16,17.81,13.46
31125,34.96,30.52,26.07,24.12,22.16,13.97,5.79
31127,85.93,80.86,75.8,70.76,65.71,68.54,71.36
31129,47.31,53.62,59.92,55.36,50.81,47.42,44.02
31131,59.34,62.78,66.22,62.05,57.88,61.45,65.02
31133,38.4,36.55,34.7,27.14,19.58,11.36,3.15
31135,45.78,54.68,63.58,66.16,68.74,69.45,70.15
31137,68.45,70.79,73.13,72.72,72.3,62.47,52.64
31139,26.84,25.44,24.04,28.98,33.91,29.78,25.65
31141,84.08,82.33,80.58,79.72,78.86,77.05,75.24
31143,58.36,49.16,39.96,36.94,33.91,30.45,26.99
31145,79.59,76.6,73.61,80.42,87.23,83.06,78.9
31147,55.87,53.52,51.16,38.48,25.79,16.43,7.07
31149,6.27,9.9,13.53,13.61,13.69,11.18,8.66
31151,59.57,61.44,63.32,60.6,57.88,59.68,61.49
31153,94.21,93.99,93.76,93.92,94.08,93.57,93.06
31155,41.07,44.38,47.69,47.23,46.77,47.94,49.11
31157,72.24,70.26,68.29,64.87,61.45,66.4,71.36
31159,67.49,71.0,74.5,75.17,75.84,75.97,76.1
31161,44.29,42.86,41.42,42.3,43.17,47.9,52.64
31163,4.49,4.14,3.79,4.65,5.51,18.23,30.94
31165,20.22,19.02,17.83,11.67,5.51,29.7,53.88
31167,28.21,28.86,29.51,23.52,17.54,25.08,32.62
31169,54.92,49.89,44.86,35.33,25.79,27.44,29.09
31171,23.53,36.5,49.47,46.98,44.48,44.96,45.45
31173,53.93,59.38,64.82,64.4,63.99,63.64,63.3
31175,57.75,65.01,72.27,71.46,70.65,70.4,70.15
31177,71.22,71.89,72.56,72.43,72.3,71.23,70.15
31179,68.07,73.44,78.8,80.68,82.55,78.61,74.67
31181,5.48,10.32,15.15,17.36,19.58,17.72,15.85
31183,18.94,9.47,0.0,0.0,0.0,0.0,0.0
31185,84.43,84.29,84.15,85.58,87.01,83.83,80.65
32001,52.37,56.43,60.49,56.91,53.33,56.36,59.39
32003,95.92,96.05,96.18,95.91,95.64,95.52,95.39
32005,50.78,53.36,55.94,60.35,64.76,61.63,58.5
32007,49.06,53.58,58.1,56.91,55.71,58.1,60.5
32009,87.55,89.67,91.79,92.16,92.52,94.08,95.64
32011,0.0,0.0,0.0,3.45,6.91,7.78,8.66
32013,38.81,42.84,46.86,45.67,44.48,41.22,37.97
32015,11.75,18.4,25.06,30.44,35.82,17.91,0.0
32017,15.85,19.29,22.73,27.36,32.0,30.54,29.09
32019,18.47,30.92,43.36,46.41,49.47,42.08,34.69
32021,53.65,42.66,31.68,35.34,39.0,40.03,41.06
32023,40.08,38.58,37.09,41.93,46.77,46.11,45.45
32027,23.4,38.27,53.14,49.44,45.75,52.12,58.5
32029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32031,93.79,93.8,93.82,93.95,94.08,94.26,94.43
32033,32.92,34.8,36.68,23.52,10.35,8.71,7.07
32510,95.42,95.14,94.87,94.38,93.89,92.66,91.44
33001,61.92,63.1,64.28,62.22,60.17,61.74,63.3
33003,47.76,49.34,50.91,53.31,55.71,57.55,59.39
33005,77.52,77.16,76.79,78.11,79.43,80.64,81.86
33007,54.66,54.44,54.22,51.84,49.47,49.29,49.11
33009,77.05,78.66,80.26,79.72,79.18,78.46,77.75
33011,94.59,94.52,94.46,94.71,94.97,94.9,94.84
33013,85.71,85.88,86.06,86.3,86.53,86.77,87.01
33015,87.81,87.81,87.81,87.7,87.58,87.3,87.01
33017,87.33,87.65,87.97,87.41,86.85,87.3,87.75
33019,76.03,73.99,71.95,70.07,68.19,66.18,64.16
34001,95.48,95.49,95.51,95.62,95.73,95.43,95.13
34003,97.26,96.99,96.72,96.6,96.47,96.53,96.59
34005,85.64,85.83,86.02,85.48,84.94,85.0,85.07
34007,93.73,93.89,94.05,94.36,94.68,94.9,95.13
34009,85.83,83.88,81.92,78.22,74.53,73.28,72.02
34011,79.94,80.94,81.95,82.25,82.55,82.38,82.21
34013,98.69,98.68,98.66,98.55,98.44,98.5,98.57
34015,82.87,82.36,81.85,81.47,81.09,80.47,79.85
34017,99.65,99.64,99.62,99.65,99.68,99.72,99.75
34019,73.73,74.14,74.56,73.43,72.3,70.41,68.52
34021,96.18,95.88,95.57,95.6,95.64,95.98,96.31
34023,96.37,96.48,96.59,96.46,96.34,96.14,95.93
34025,94.14,94.11,94.08,93.5,92.93,92.55,92.17
