FIPS,2021 MR
01001,14.7
01003,36.77
01005,12.27
01007,26.3
01009,27.1
01011,0.0
01013,28.46
01015,26.73
01017,19.83
01019,26.81
01021,26.51
01023,11.17
01025,15.24
01027,11.66
01029,0.0
01031,20.28
01033,22.62
01035,68.12
01037,20.8
01039,45.76
01041,19.25
01043,37.99
01045,20.27
01047,7.3
01049,16.71
01051,18.61
01053,68.12
01055,28.11
01057,33.6
01059,16.39
01061,27.94
01063,0.0
01065,12.96
01067,11.1
01069,13.03
01071,30.91
01073,52.11
01075,33.14
01077,20.2
01079,0.0
01081,12.41
01083,22.73
01085,0.0
01087,16.87
01089,33.15
01091,2.59
01093,30.27
01095,32.58
01097,28.08
01099,37.65
01101,17.59
01103,24.26
01105,0.0
01107,19.41
01109,12.62
01111,20.68
01113,37.46
01115,49.6
01117,27.32
01119,0.0
01121,23.31
01123,15.19
01125,25.55
01127,41.66
01129,21.62
01131,0.0
01133,26.55
02013,0.0
02016,0.0
02020,42.34
02050,17.59
02060,0.0
02063,28.18
02066,21.14
02068,0.0
02070,0.0
02090,23.01
02100,0.0
02105,0.0
02110,37.53
02122,35.14
02130,0.0
02150,17.57
02158,17.59
02164,0.0
02170,35.23
02180,8.8
02185,0.0
02188,0.0
02195,0.0
02198,0.0
02220,0.0
02230,0.0
02240,19.84
02275,0.0
02282,0.0
02290,13.56
04001,42.67
04003,31.73
04005,28.27
04007,39.19
04009,35.85
04011,44.71
04012,28.65
04013,37.74
04015,29.4
04017,47.16
04019,44.96
04021,28.69
04023,33.41
04025,32.2
04027,31.4
05001,12.49
05003,40.48
05005,9.35
05007,13.62
05009,28.43
05011,37.2
05013,20.38
05015,29.23
05017,20.73
05019,6.81
05021,39.02
05023,11.27
05025,16.43
05027,11.3
05029,17.94
05031,16.93
05033,24.84
05035,23.15
05037,14.62
05039,0.0
05041,0.0
05043,19.68
05045,14.39
05047,23.32
05049,12.28
05051,27.91
05053,21.03
05055,26.21
05057,17.02
05059,20.42
05061,14.3
05063,11.41
05065,9.15
05067,14.95
05069,16.7
05071,21.07
05073,15.88
05075,14.43
05077,19.47
05079,0.0
05081,20.78
05083,21.25
05085,29.44
05087,20.41
05089,23.94
05091,35.17
05093,30.26
05095,12.29
05097,17.94
05099,0.0
05101,21.9
05103,10.4
05105,27.43
05107,13.91
05109,7.94
05111,23.45
