FIPS,2018 MR
01001,3.98
01003,12.84
01005,0.0
01007,14.57
01009,17.29
01011,0.0
01013,0.0
01015,14.88
01017,6.5
01019,20.66
01021,8.93
01023,0.0
01025,8.04
01027,10.02
01029,0.0
01031,12.95
01033,15.15
01035,16.32
01037,12.77
01039,18.56
01041,7.9
01043,22.77
01045,5.73
01047,3.61
01049,21.01
01051,8.23
01053,32.65
01055,27.32
01057,7.15
01059,9.32
01061,14.57
01063,0.0
01065,6.87
01067,0.0
01069,17.19
01071,17.84
01073,28.21
01075,0.0
01077,15.15
01079,15.6
01081,6.71
01083,15.48
01085,0.0
01087,8.0
01089,12.82
01091,2.96
01093,0.0
01095,17.69
01097,14.26
01099,15.45
01101,7.97
01103,18.47
01105,0.0
01107,3.35
01109,5.76
01111,6.1
01113,17.31
01115,30.44
01117,17.15
01119,0.0
01121,20.04
01123,7.71
01125,12.92
01127,15.7
01129,6.78
01131,5.15
01133,12.82
02013,0.0
02016,0.0
02020,16.46
02050,10.32
02060,0.0
02063,14.43
02066,7.09
02068,0.0
02070,0.0
02090,11.11
02100,0.0
02105,0.0
02110,0.0
02122,27.34
02130,0.0
02150,0.0
02158,10.32
02164,0.0
02170,13.94
02180,5.16
02185,0.0
02188,0.0
02195,0.0
02198,0.0
02220,0.0
02230,0.0
02240,0.0
02275,0.0
02282,0.0
02290,5.65
04001,16.71
04003,18.93
04005,24.5
04007,31.55
04009,26.27
04011,0.0
04012,19.73
04013,24.46
04015,19.57
04017,12.68
04019,25.21
04021,16.1
04023,22.07
04025,24.14
04027,15.56
05001,7.91
05003,1.78
05005,9.33
05007,13.21
05009,28.44
05011,0.89
05013,0.0
05015,38.98
05017,0.0
05019,0.0
05021,29.9
05023,13.76
05025,7.51
05027,0.21
05029,8.01
05031,9.21
05033,20.5
05035,24.82
05037,14.6
05039,0.0
05041,0.0
05043,3.28
05045,16.02
05047,17.3
05049,0.0
05051,27.23
05053,14.14
05055,19.56
05057,0.0
05059,11.4
05061,2.45
05063,7.38
05065,0.0
05067,10.91
05069,20.55
05071,18.07
05073,0.0
05075,9.59
05077,12.41
05079,9.49
05081,2.65
05083,16.48
05085,19.01
05087,18.84
05089,23.17
05091,0.0
05093,15.36
05095,0.0
05097,9.09
