FIPS,2014 MR
01001,6.92
01003,18.99
01005,1.05
01007,14.43
01009,20.79
01011,4.2
01013,15.42
01015,16.39
01017,11.15
01019,15.35
01021,7.91
01023,0.0
01025,13.93
01027,0.0
01029,14.33
01031,1.48
01033,21.09
01035,34.45
01037,0.0
01039,14.18
01041,2.8
01043,36.91
01045,3.12
01047,2.31
01049,17.24
01051,12.35
01053,34.45
01055,17.39
01057,11.37
01059,15.13
01061,0.0
01063,0.0
01065,6.57
01067,0.0
01069,12.48
01071,19.1
01073,26.48
01075,0.0
01077,26.24
01079,21.9
01081,7.78
01083,12.8
01085,0.0
01087,7.45
01089,6.57
01091,4.76
01093,0.0
01095,22.19
01097,13.49
01099,29.3
01101,8.4
01103,10.03
01105,0.0
01107,5.81
01109,0.0
01111,12.21
01113,4.72
01115,39.22
01117,19.36
01119,2.64
01121,14.99
01123,7.25
01125,11.87
01127,33.6
01129,10.83
01131,10.53
01133,23.5
02013,0.0
02016,0.0
02020,19.27
02050,0.0
02060,0.0
02063,14.02
02066,8.36
02068,9.13
02070,0.0
02090,17.11
02100,0.0
02105,0.0
02110,0.0
02122,17.4
02130,0.0
02150,8.7
02158,0.0
02164,0.0
02170,19.41
02180,0.0
02185,0.0
02188,0.0
02195,0.0
02198,0.0
02220,0.0
02230,0.0
02240,0.0
02275,0.0
02282,0.0
02290,0.0
04001,17.92
04003,16.48
04005,10.89
04007,33.89
04009,20.97
04011,17.98
04012,18.01
04013,17.0
04015,28.52
04017,24.05
04019,22.2
04021,8.21
04023,19.34
04025,26.96
04027,19.19
05001,4.89
05003,2.1
05005,26.92
05007,14.44
05009,8.36
05011,0.0
05013,0.0
05015,8.23
05017,0.0
05019,3.24
05021,35.43
05023,13.86
05025,3.83
05027,1.18
05029,6.62
05031,20.27
05033,16.21
05035,5.77
05037,1.92
05039,0.0
05041,0.0
05043,0.0
05045,13.25
05047,14.02
05049,0.0
05051,26.72
05053,9.66
05055,36.86
05057,1.62
05059,9.7
05061,1.87
05063,13.5
05065,13.46
05067,6.19
05069,12.73
05071,7.01
05073,0.0
05075,20.35
05077,0.0
05079,4.41
05081,3.26
05083,10.95
05085,19.56
05087,10.12
05089,13.46
05091,3.57
05093,15.4
05095,0.0
05097,0.0
05099,1.44
05101,0.0
05103,1.08
05105,0.0
05107,0.82
05109,1.56
05111,4.63
05113,5.92
05115,6.15
05117,0.0
05119,13.75
05121,31.65
05123,0.0
05125,12.1
05127,9.87
05129,11.63
05131,11.83
05133,0.0
05135,13.62
05137,17.34
05139,2.06
05141,11.0
05143,9.06
05145,9.33
05147,0.0
05149,8.41
06001,10.24
06003,0.0
06005,38.1
06007,33.0
06009,20.66
06011,0.0
06013,11.34
06015,21.31
06017,25.67
06019,13.35
06021,29.0
06023,31.9
06025,14.52
06027,11.82
06029,24.35
06031,15.97
06033,54.53
06035,40.95
06037,7.27
06039,14.24
06041,6.9
06043,18.44
06045,28.45
06047,11.26
06049,24.16
06051,0.0
06053,11.13
06055,9.18
06057,20.22
06059,11.83
06061,9.69
06063,59.12
06065,14.04
06067,16.87
06069,12.9
06071,5.87
06073,12.84
06075,19.24
06077,16.91
06079,11.82
06081,8.96
06083,12.71
06085,7.07
06087,21.71
06089,22.25
06091,34.62
06093,22.16
06095,16.0
06097,14.79
06099,12.97
06101,14.32
06103,34.36
06105,29.24
06107,7.86
06109,35.3
06111,14.3
06113,12.04
06115,28.49
08001,19.97
08003,0.0
08005,16.48
08007,0.0
08009,0.0
08011,0.0
08013,15.0
08014,16.1
08015,6.0
08017,0.0
08019,15.57
08021,34.52
08023,24.37
08025,0.0
08027,0.0
08029,13.49
08031,20.18
08033,2.63
08035,7.31
08037,7.48
08039,14.91
08041,20.95
08043,12.49
08045,6.87
08047,15.38
08049,14.39
08051,6.4
08053,0.0
08055,6.95
08057,16.6
08059,15.76
08061,0.0
08063,0.0
08065,0.0
08067,5.92
08069,16.97
08071,8.34
08073,8.9
08075,1.96
08077,13.49
08079,0.0
08081,16.93
08083,7.08
08085,8.99
08087,8.9
08089,6.95
08091,2.74
08093,11.5
08095,0.0
08097,6.5
08099,0.0
08101,27.8
08103,13.45
08105,0.0
08107,13.66
08109,0.0
08111,1.97
08113,0.0
08115,0.0
08117,9.02
08119,14.67
08121,0.0
08123,13.69
08125,0.0
09110,18.79
09120,15.32
09130,22.96
09140,15.9
09150,20.64
09160,17.06
09170,18.24
09180,22.96
09190,14.74
10001,23.26
10003,20.08
10005,18.02
11001,14.57
12001,8.58
12003,14.44
12005,16.76
12007,12.08
12009,19.93
12011,11.77
12013,16.76
12015,8.31
12017,18.65
12019,14.51
12021,13.76
12023,19.16
12027,16.52
12029,7.34
12031,16.49
12033,13.2
12035,13.67
12037,9.96
12039,6.5
12041,11.66
12043,13.84
12045,16.76
12047,6.39
12049,17.55
12051,12.89
12053,15.35
12055,18.32
12057,12.38
12059,0.0
12061,18.65
12063,8.13
12065,0.0
12067,5.5
12069,12.67
12071,12.66
12073,6.34
12075,14.68
12077,9.66
12079,0.0
12081,25.87
12083,16.81
12085,13.04
12086,5.26
12087,14.26
12089,8.24
12091,10.69
12093,15.26
12095,14.13
12097,13.22
12099,16.88
12101,21.63
12103,20.25
12105,14.65
12107,13.15
12109,10.55
12111,15.81
12113,10.4
12115,13.6
12117,12.43
12119,16.63
12121,8.52
12123,0.0
12125,13.57
12127,14.78
12129,3.17
12131,8.33
12133,8.36
13001,23.53
13003,15.02
13005,37.89
13007,0.0
13009,0.0
13011,24.23
13013,17.75
13015,17.69
13017,0.0
13019,0.0
13021,8.45
13023,2.01
13025,16.39
13027,0.53
13029,6.78
13031,3.18
13033,6.87
13035,12.38
13037,0.0
13039,4.12
13043,4.08
13045,18.41
13047,19.81
13049,0.0
13051,8.82
13053,3.82
13055,13.26
13057,16.88
13059,9.1
13061,0.0
13063,7.1
13065,0.0
13067,16.42
13069,13.43
13071,1.22
13073,12.93
13075,0.84
13077,9.59
13079,4.19
13081,0.83
13083,18.61
13085,15.3
13087,1.39
13089,8.17
13091,0.0
13093,2.01
13095,0.0
13097,18.74
13099,0.0
13101,0.0
13103,4.74
13105,14.1
13107,2.12
13109,4.98
13111,19.96
13113,12.77
13115,10.41
13117,14.68
13119,30.65
13121,14.05
13123,19.22
13125,0.0
13127,10.26
13129,16.6
13131,3.86
13133,0.0
13135,6.83
13137,20.77
13139,12.58
13141,0.0
13143,19.94
13145,8.76
13147,29.39
13149,14.61
13151,14.49
13153,8.05
13155,0.0
13157,17.73
13159,6.53
13161,9.47
13163,3.66
13165,0.0
13167,0.29
13169,2.11
13171,8.85
13173,3.32
13175,0.4
13177,0.32
13179,6.86
13181,0.0
13183,6.86
13185,1.6
13187,13.94
13189,6.58
13191,10.01
13193,0.0
13195,42.38
13197,0.76
13199,8.55
13201,0.0
13205,1.31
13207,6.69
13209,0.0
13211,5.71
13213,27.91
13215,11.45
13217,12.46
13219,11.23
13221,10.73
13223,21.48
13225,0.0
13227,17.06
13229,30.72
13231,8.55
13233,17.38
13235,0.0
13237,0.0
13239,0.0
13241,23.68
13243,0.0
13245,13.41
13247,12.54
13249,0.0
13251,1.19
13253,4.16
13255,10.17
13257,27.16
13259,0.0
13261,0.46
13263,0.0
13265,0.0
13267,9.21
13269,0.15
13271,0.0
13273,0.0
13275,2.41
13277,0.49
13279,6.92
13281,18.63
13283,0.0
13285,15.83
13287,0.29
13289,0.0
13291,15.72
13293,4.31
13295,16.12
13297,17.12
13299,45.05
13301,0.0
13303,0.0
13305,16.06
13307,0.0
13309,0.0
13311,13.26
13313,10.62
13315,0.0
13317,1.65
13319,0.75
13321,0.61
15001,10.81
15003,10.39
15005,0.0
15007,-9.0
15009,15.34
16001,16.19
16003,0.0
16005,31.19
16007,0.0
16009,10.38
16011,22.09
16013,7.87
16015,11.93
16017,4.51
16019,21.17
16021,0.0
16023,7.36
16025,0.0
16027,14.77
16029,0.0
16031,7.33
16033,0.0
16035,0.0
16037,9.05
16039,7.51
16041,8.6
16043,0.0
16045,7.67
16047,0.0
16049,2.28
16051,0.0
16053,0.0
16055,8.15
16057,5.19
16059,4.67
16061,0.0
16063,0.0
16065,7.06
16067,0.0
16069,2.15
16071,0.0
16073,10.12
16075,7.38
16077,17.76
16079,4.58
16081,9.41
16083,3.71
16085,5.93
16087,0.0
17001,0.0
17003,9.28
17005,33.01
17007,22.28
17009,0.0
17011,10.21
17013,0.0
17015,16.87
17017,12.4
17019,14.97
17021,14.58
17023,9.23
17025,13.08
17027,28.15
17029,6.76
17031,11.86
17033,9.72
17035,0.0
17037,16.5
17039,12.14
17041,11.68
17043,9.76
17045,15.38
17047,0.0
17049,4.76
17051,20.72
17053,17.23
17055,32.99
17057,8.36
17059,5.66
17061,13.08
17063,14.48
17065,0.0
17067,0.37
17069,0.0
17071,0.0
17073,7.84
17075,19.32
17077,16.76
17079,4.66
17081,20.42
17083,16.89
17085,16.7
17087,24.12
17089,8.15
17091,20.65
17093,8.24
17095,5.83
17097,11.49
17099,16.18
17101,9.72
17103,18.25
17105,15.66
17107,14.15
17109,2.58
17111,12.69
17113,13.21
17115,11.08
17117,24.87
17119,33.01
17121,24.13
17123,0.0
17125,10.69
17127,29.09
17129,13.83
17131,0.0
17133,23.06
17135,24.71
17137,31.49
17139,0.0
17141,19.2
17143,15.48
17145,24.88
17147,10.51
17149,5.25
17151,19.39
17153,22.63
17155,8.09
17157,23.41
17159,8.05
17161,10.27
17163,18.44
17165,16.98
17167,18.09
17169,0.0
17171,0.0
17173,9.52
17175,0.0
17177,21.49
17179,16.21
17181,19.63
17183,20.07
17185,6.6
17187,1.94
17189,23.82
17191,11.14
17193,4.2
17195,21.1
17197,12.84
17199,25.37
17201,28.77
17203,12.22
18001,18.67
18003,13.94
18005,13.71
18007,14.21
18009,23.7
18011,16.52
18013,22.5
18015,17.51
18017,19.6
18019,23.63
18021,20.23
18023,16.09
18025,13.73
18027,7.45
18029,30.3
18031,23.52
18033,14.92
18035,29.9
18037,5.61
18039,11.39
18041,63.92
18043,26.25
18045,7.38
18047,37.23
18049,16.93
18051,11.02
18053,17.5
18055,16.74
18057,9.25
18059,30.56
18061,22.41
18063,14.1
18065,24.49
18067,21.69
18069,15.72
18071,34.32
18073,17.01
18075,25.83
18077,26.84
18079,25.8
18081,16.27
18083,10.54
18085,14.92
18087,14.75
18089,10.81
18091,17.95
18093,18.42
18095,24.6
18097,26.22
18099,13.25
18101,0.0
18103,19.6
18105,20.93
18107,15.11
18109,27.26
18111,16.92
18113,14.53
18115,29.0
18117,9.21
18119,24.1
18121,15.14
18123,0.0
18125,7.88
18127,25.14
